Text_Type,Book,Chapter,Window,LGL,LLG,LLL,GGL,GGG,LGG,LG,G,L,GLG,GLL,LL,GG,GL
SN,AH,kalpa,388,61,34,3,45,61,52,7,33,2,63,22,0,0,0
SN,AH,kalpa,389,61,35,3,44,63,52,7,33,2,61,22,0,0,0
SN,AH,kalpa,390,61,36,3,45,63,53,7,32,2,61,22,0,0,0
SN,AH,kalpa,391,62,35,3,46,63,51,7,32,2,62,22,0,0,0
SN,AH,kalpa,392,60,34,4,43,62,47,7,32,2,59,19,0,0,0
SN,AH,kalpa,393,60,34,4,42,64,46,7,32,2,60,18,0,0,0
SN,AH,kalpa,394,62,33,4,40,67,47,6,33,2,62,20,0,0,0
SN,AH,kalpa,395,60,33,4,41,69,47,6,32,3,60,21,0,0,0
SN,AH,kalpa,396,60,34,5,41,73,48,6,31,4,61,20,0,0,0
SN,AH,kalpa,397,59,35,5,41,75,48,6,30,4,59,20,0,0,0
SN,AH,kalpa,398,60,34,4,43,75,46,6,30,4,59,19,0,0,0
SN,AH,kalpa,399,58,34,4,45,74,48,6,31,3,58,19,0,0,0
SN,AH,kalpa,400,59,32,6,46,75,47,6,32,3,61,16,0,0,0
SN,AH,kalpa,401,58,30,6,48,74,49,6,31,4,61,16,0,0,0
SN,AH,kalpa,402,57,29,6,47,75,50,6,31,4,61,17,0,0,0
SN,AH,kalpa,403,56,28,6,47,75,51,6,31,4,61,18,0,0,0
SN,AH,kalpa,404,55,28,6,49,75,53,6,30,4,62,17,0,0,0
SN,AH,kalpa,405,57,27,6,49,75,53,6,30,4,61,17,0,0,0
SN,AH,kalpa,406,58,25,5,47,76,52,5,30,4,62,18,0,0,0
SN,AH,kalpa,407,56,25,5,48,77,53,5,30,4,62,17,0,0,0
SN,AH,kalpa,408,54,26,5,51,81,55,5,30,5,61,15,0,0,0
SN,AH,kalpa,409,54,26,5,50,82,55,5,30,5,62,14,0,0,0
SN,AH,kalpa,410,55,25,5,48,83,55,5,30,5,64,13,0,0,0
SN,AH,kalpa,411,56,25,5,48,80,55,5,30,5,65,14,0,0,0
SN,AH,kalpa,412,57,24,5,47,79,54,5,31,5,65,14,0,0,0
SN,AH,kalpa,413,57,23,5,48,81,53,5,31,5,64,14,0,0,0
SN,AH,kalpa,414,58,23,4,49,81,53,5,31,5,63,14,0,0,0
SN,AH,kalpa,415,57,24,4,49,83,51,5,31,5,64,13,0,0,0
SN,AH,kalpa,416,57,24,4,46,83,50,5,31,5,61,12,0,0,0
SN,AH,kalpa,417,57,25,4,47,83,49,5,31,5,60,12,0,0,0
SN,AH,kalpa,418,57,25,4,47,83,48,5,31,5,61,12,0,0,0
SN,AH,kalpa,419,57,25,4,47,84,47,5,31,5,61,12,0,0,0
SN,AH,kalpa,420,56,27,4,48,85,48,4,32,5,60,12,0,0,0
SN,AH,kalpa,421,56,26,4,48,84,48,4,32,5,62,12,0,0,0
SN,AH,kalpa,422,56,24,5,45,84,49,4,32,5,65,12,0,0,0
SN,AH,kalpa,423,55,23,5,46,83,50,4,32,5,66,12,0,0,0
SN,AH,kalpa,424,56,22,5,46,84,48,4,32,5,67,12,0,0,0
SN,AH,kalpa,425,56,22,5,47,85,46,4,32,5,67,12,0,0,0
SN,AH,kalpa,426,56,21,5,47,87,46,5,31,5,70,13,0,0,0
SN,AH,kalpa,427,56,21,5,47,88,45,5,31,5,70,13,0,0,0
SN,AH,kalpa,428,55,21,5,50,87,48,4,31,5,71,14,0,0,0
SN,AH,kalpa,429,55,20,5,49,88,49,4,31,5,70,15,0,0,0
SN,AH,kalpa,430,55,20,5,50,88,49,4,31,5,71,13,0,0,0
SN,AH,kalpa,431,56,21,5,49,89,48,4,31,5,70,13,0,0,0
SN,AH,kalpa,432,57,22,5,46,90,48,4,31,6,67,13,0,0,0
SN,AH,kalpa,433,57,23,5,46,89,48,4,31,6,68,12,0,0,0
SN,AH,kalpa,434,57,22,5,47,87,48,4,31,6,70,12,0,0,0
SN,AH,kalpa,435,57,22,5,47,88,47,4,31,6,70,12,0,0,0
SN,AH,kalpa,436,55,21,5,45,86,49,3,31,6,73,12,0,0,0
SN,AH,kalpa,437,55,23,5,45,86,49,3,31,6,70,13,0,0,0
SN,AH,kalpa,438,54,23,5,46,86,51,3,30,6,71,13,0,0,0
SN,AH,kalpa,439,54,22,5,46,86,50,3,30,6,71,15,0,0,0
SN,AH,kalpa,440,55,22,5,47,84,48,3,31,6,70,15,0,0,0
SN,AH,kalpa,441,54,22,5,46,85,48,3,31,6,71,15,0,0,0
SN,AH,kalpa,442,55,21,4,45,85,48,3,32,6,70,15,0,0,0
SN,AH,kalpa,443,55,21,4,45,85,48,3,32,6,69,16,0,0,0
SN,AH,kalpa,444,53,21,4,45,83,46,3,32,6,65,14,0,0,0
SN,AH,kalpa,445,54,21,4,46,82,46,3,33,5,65,13,0,0,0
SN,AH,kalpa,446,55,19,3,47,77,45,3,34,4,64,14,0,0,0
SN,AH,kalpa,447,56,18,3,45,76,46,3,35,4,65,15,0,0,0
SN,AH,kalpa,448,55,19,4,43,75,47,3,35,4,68,15,0,0,0
SN,AH,kalpa,449,56,20,4,41,77,45,3,35,4,68,15,0,0,0
SN,AH,kalpa,450,55,21,2,40,76,48,3,34,4,66,16,0,0,0
SN,AH,kalpa,451,56,21,2,39,77,46,3,35,3,67,16,0,0,0
SN,AH,kalpa,452,57,22,2,41,79,45,3,35,3,70,16,0,0,0
SN,AH,kalpa,453,57,23,2,41,80,43,3,35,3,71,15,0,0,0
SN,AH,kalpa,454,58,22,2,41,80,42,3,35,3,72,15,0,0,0
SN,AH,kalpa,455,56,23,2,41,80,43,3,35,3,72,15,0,0,0
SN,AH,kalpa,456,55,23,2,41,78,46,3,35,3,72,15,0,0,0
SN,AH,kalpa,457,55,23,2,40,79,46,3,35,3,72,15,0,0,0
SN,AH,kalpa,458,55,23,2,38,78,45,4,35,2,73,15,0,0,0
SN,AH,kalpa,459,56,24,2,37,78,44,4,35,2,73,15,0,0,0
SN,AH,kalpa,460,56,24,2,36,79,42,4,35,3,71,16,0,0,0
SN,AH,kalpa,461,55,25,2,38,79,43,4,35,3,69,15,0,0,0
SN,AH,kalpa,462,54,26,2,39,78,46,4,34,3,69,15,0,0,0
SN,AH,kalpa,463,54,27,2,39,77,46,4,34,3,69,15,0,0,0
SN,AH,kalpa,464,54,28,2,38,75,44,4,35,3,68,17,0,0,0
SN,AH,kalpa,465,54,27,2,39,74,45,4,35,3,68,17,0,0,0
SN,AH,kalpa,466,53,27,2,40,78,44,5,34,3,68,19,0,0,0
SN,AH,kalpa,467,52,26,2,40,77,44,5,35,2,70,20,0,0,0
SN,AH,kalpa,468,51,27,2,42,81,44,6,34,2,69,20,0,0,0
SN,AH,kalpa,469,50,26,2,44,80,44,6,34,2,70,20,0,0,0
SN,AH,kalpa,470,49,25,2,43,78,44,6,33,2,70,20,0,0,0
SN,AH,kalpa,471,51,25,2,43,78,43,6,33,2,68,21,0,0,0
SN,AH,kalpa,472,52,27,1,45,77,43,5,34,2,68,21,0,0,0
SN,AH,kalpa,473,52,27,1,44,76,43,5,34,2,70,21,0,0,0
SN,AH,kalpa,474,50,27,1,44,75,46,5,33,2,72,22,0,0,0
SN,AH,kalpa,475,50,28,1,43,75,47,5,33,2,71,22,0,0,0
SN,AH,kalpa,476,50,28,2,43,73,47,4,33,2,71,21,0,0,0
SN,AH,kalpa,477,50,29,2,42,74,47,4,33,2,69,22,0,0,0
SN,AH,kalpa,478,50,28,2,38,75,44,4,34,2,66,21,0,0,0
SN,AH,kalpa,479,50,28,2,37,76,43,4,34,2,67,21,0,0,0
SN,AH,kalpa,480,50,28,2,37,74,41,3,34,3,66,21,0,0,0
SN,AH,kalpa,481,49,27,2,37,75,42,3,34,3,66,21,0,0,0
SN,AH,kalpa,482,49,28,3,37,77,43,4,34,2,66,21,0,0,0
SN,AH,kalpa,483,49,27,3,36,80,42,4,33,3,66,21,0,0,0
SN,AH,kalpa,484,48,26,3,34,80,41,4,32,3,65,22,0,0,0
SN,AH,kalpa,485,48,26,3,36,79,41,4,32,3,64,22,0,0,0
SN,AH,kalpa,486,49,26,3,35,79,39,4,33,3,62,23,0,0,0
SN,AH,kalpa,487,49,24,3,35,79,40,4,33,3,64,22,0,0,0
SN,AH,kalpa,488,50,25,3,35,79,37,4,33,4,62,22,0,0,0
SN,AH,kalpa,489,50,25,3,35,78,38,4,32,5,64,20,0,0,0
SN,AH,kalpa,490,50,25,3,36,82,39,4,32,5,66,20,0,0,0
SN,AH,kalpa,491,50,26,3,35,84,39,4,32,5,64,20,0,0,0
SN,AH,kalpa,492,51,28,3,36,87,40,4,32,5,64,20,0,0,0
SN,AH,kalpa,493,51,28,3,37,87,40,4,31,6,64,19,0,0,0
SN,AH,kalpa,494,51,29,3,37,87,40,4,30,6,65,20,0,0,0
SN,AH,kalpa,495,51,29,3,35,87,40,4,30,6,67,20,0,0,0
SN,AH,kalpa,496,50,29,3,34,89,40,4,30,6,68,19,0,0,0
SN,AH,kalpa,497,50,29,3,35,88,39,4,30,6,69,19,0,0,0
SN,AH,kalpa,498,52,28,2,35,89,38,4,31,6,66,19,0,0,0
SN,AH,kalpa,499,52,27,2,35,89,38,4,31,6,66,20,0,0,0
SN,AH,kalpa,500,53,26,2,36,93,34,5,31,6,68,19,0,0,0
SN,AH,kalpa,501,53,26,2,35,92,35,5,30,7,68,20,0,0,0
SN,AH,kalpa,502,52,25,2,34,90,37,5,29,7,66,20,0,0,0
SN,AH,kalpa,503,52,25,2,34,89,39,5,29,7,65,20,0,0,0
SN,AH,kalpa,504,52,28,2,32,90,40,6,29,7,63,21,0,0,0
SN,AH,kalpa,505,52,28,2,33,88,39,6,29,7,63,23,0,0,0
SN,AH,kalpa,506,52,29,3,33,88,38,6,29,7,63,22,0,0,0
SN,AH,kalpa,507,52,29,3,34,88,37,6,29,7,63,22,0,0,0
SN,AH,kalpa,508,52,29,3,35,86,35,5,30,7,61,22,0,0,0
SN,AH,kalpa,509,51,28,3,37,85,36,5,30,7,60,23,0,0,0
SN,AH,kalpa,510,51,28,3,38,85,36,5,31,6,60,22,0,0,0
SN,AH,kalpa,511,52,27,3,37,85,37,5,31,6,60,22,0,0,0
SN,AH,kalpa,512,53,30,3,36,84,34,6,31,6,62,23,0,0,0
SN,AH,kalpa,513,55,29,3,35,84,34,6,31,6,62,23,0,0,0
SN,AH,kalpa,514,54,30,3,34,85,37,6,30,6,63,22,0,0,0
SN,AH,kalpa,515,54,30,3,34,84,37,6,30,6,64,22,0,0,0
SN,AH,kalpa,516,54,29,3,35,82,39,6,30,6,66,20,0,0,0
SN,AH,kalpa,517,53,31,3,37,82,39,6,30,6,64,19,0,0,0
SN,AH,kalpa,518,54,30,3,37,77,41,5,30,6,64,20,0,0,0
SN,AH,kalpa,519,54,31,3,36,77,41,5,30,6,64,20,0,0,0
SN,AH,kalpa,520,55,32,3,37,77,39,6,30,6,65,20,0,0,0
SN,AH,kalpa,521,52,32,3,37,76,39,6,30,6,65,19,0,0,0
SN,AH,kalpa,522,51,31,3,35,74,38,6,30,6,63,20,0,0,0
SN,AH,kalpa,523,51,31,3,36,76,37,6,30,6,61,20,0,0,0
SN,AH,kalpa,524,52,31,3,36,77,35,6,31,6,59,19,0,0,0
SN,AH,kalpa,525,53,31,3,36,75,35,6,31,6,60,19,0,0,0
SN,AH,kalpa,526,53,32,2,38,74,35,6,31,6,58,20,0,0,0
SN,AH,kalpa,527,55,32,2,38,72,35,6,31,6,59,19,0,0,0
SN,AH,kalpa,528,56,35,3,39,71,36,6,30,6,63,20,0,0,0
SN,AH,kalpa,529,56,35,3,39,71,37,6,30,6,63,19,0,0,0
SN,AH,kalpa,530,56,34,3,38,73,39,6,30,5,64,19,0,0,0
SN,AH,kalpa,531,57,34,3,39,72,38,6,30,5,64,19,0,0,0
SN,AH,kalpa,532,59,33,2,41,74,36,6,30,5,68,21,0,0,0
SN,AH,kalpa,533,59,33,2,42,73,36,6,31,4,68,21,0,0,0
SN,AH,kalpa,534,59,33,2,43,72,38,6,31,4,67,20,0,0,0
SN,AH,kalpa,535,60,33,2,41,71,38,6,31,4,67,22,0,0,0
SN,AH,kalpa,536,59,33,2,42,73,39,6,30,4,68,21,0,0,0
SN,AH,kalpa,537,59,33,2,43,73,38,6,30,4,68,21,0,0,0
SN,AH,kalpa,538,59,34,2,41,77,39,7,30,3,69,21,0,0,0
SN,AH,kalpa,539,60,34,2,42,78,38,7,31,2,67,21,0,0,0
SN,AH,kalpa,540,58,33,2,41,76,38,7,30,2,68,21,0,0,0
SN,AH,kalpa,541,58,32,2,44,73,38,7,30,2,69,21,0,0,0
SN,AH,kalpa,542,59,32,2,46,69,37,8,29,2,68,21,0,0,0
SN,AH,kalpa,543,59,32,2,46,69,37,8,30,1,68,21,0,0,0
SN,AH,kalpa,544,59,32,2,46,68,37,8,31,1,67,20,0,0,0
SN,AH,kalpa,545,58,31,2,49,68,37,8,31,1,66,20,0,0,0
SN,AH,kalpa,546,58,32,2,49,67,38,8,31,1,64,21,0,0,0
SN,AH,kalpa,547,58,32,2,48,69,38,8,31,1,64,20,0,0,0
SN,AH,kalpa,548,58,32,3,51,70,39,9,30,1,64,19,0,0,0
SN,AH,kalpa,549,58,33,3,52,68,40,9,30,1,64,18,0,0,0
SN,AH,kalpa,550,57,33,3,54,65,40,8,31,1,61,18,0,0,0
SN,AH,kalpa,551,57,33,3,56,65,40,8,32,0,59,18,0,0,0
SN,AH,kalpa,552,57,33,3,56,64,41,8,32,0,58,19,0,0,0
SN,AH,kalpa,553,58,33,3,56,65,39,8,32,0,58,19,0,0,0
SN,AH,kalpa,554,57,32,3,58,63,38,7,32,0,59,19,0,0,0
SN,AH,kalpa,555,57,32,3,57,64,39,7,32,0,60,17,0,0,0
SN,AH,kalpa,556,59,31,2,60,66,38,7,33,0,61,17,0,0,0
SN,AH,kalpa,557,59,31,2,59,66,39,7,33,0,61,17,0,0,0
SN,AH,kalpa,558,58,31,2,59,66,40,7,33,0,61,17,0,0,0
SN,AH,kalpa,559,59,31,2,59,67,39,7,33,0,61,16,0,0,0
SN,AH,kalpa,560,60,32,2,59,65,39,7,33,0,61,16,0,0,0
SN,AH,kalpa,561,59,32,2,58,66,38,7,33,0,63,16,0,0,0
SN,AH,kalpa,562,59,29,2,58,67,38,6,34,0,61,15,0,0,0
SN,AH,kalpa,563,58,29,2,59,66,38,6,34,0,62,15,0,0,0
SN,AH,kalpa,564,58,27,2,60,67,36,6,34,1,62,14,0,0,0
SN,AH,kalpa,565,58,28,2,60,68,36,6,34,1,60,14,0,0,0
SN,AH,kalpa,566,58,29,2,59,71,36,5,35,1,59,15,0,0,0
SN,AH,kalpa,567,59,27,2,56,72,37,5,35,1,61,15,0,0,0
SN,AH,kalpa,568,58,27,2,56,72,36,5,35,1,64,14,0,0,0
SN,AH,kalpa,569,57,26,2,55,71,36,5,35,1,63,14,0,0,0
SN,AH,kalpa,570,57,27,2,54,75,39,5,35,1,61,15,0,0,0
SN,AH,kalpa,571,58,27,2,55,75,41,5,35,1,61,16,0,0,0
SN,AH,kalpa,572,58,28,2,56,78,43,6,34,1,60,15,0,0,0
SN,AH,kalpa,573,59,28,2,55,78,43,6,34,1,60,15,0,0,0
SN,AH,kalpa,574,58,28,2,56,79,43,7,33,1,63,16,0,0,0
SN,AH,kalpa,575,57,27,2,56,81,42,7,33,1,64,16,0,0,0
SN,AH,kalpa,576,57,27,2,56,80,42,7,33,1,65,16,0,0,0
SN,AH,kalpa,577,55,27,2,56,82,42,7,33,1,65,16,0,0,0
SN,AH,kalpa,578,54,25,1,55,84,42,7,33,1,61,15,0,0,0
SN,AH,kalpa,579,53,25,1,55,82,41,7,32,1,60,15,0,1,0
SN,AH,kalpa,580,52,25,1,56,84,39,7,33,1,58,15,0,1,0
