Text_Type,Book,Chapter,Window,GLL,GGG,G,LLG,LGL,GLG,GGL,LGG,L,LLL,LG,LL,GG,GL
SN,AH_CS,-,1,11,37,21,9,31,24,16,6,1,0,0,0,0,0
SN,AH_CS,-,2,11,35,21,10,31,25,15,7,1,0,0,0,0,0
SN,AH_CS,-,3,11,35,21,9,31,26,15,7,1,0,0,0,0,0
SN,AH_CS,-,4,11,33,20,10,31,25,16,8,2,0,0,0,0,0
SN,AH_CS,-,5,11,31,19,11,31,26,17,7,3,0,0,0,0,0
SN,AH_CS,-,6,10,29,20,13,31,26,16,6,3,0,0,0,0,0
SN,AH_CS,-,7,10,29,20,13,31,26,15,7,3,0,0,0,0,0
SN,AH_CS,-,8,10,29,20,13,31,26,15,7,3,0,0,0,0,0
SN,AH_CS,-,9,10,30,20,14,30,25,16,6,3,0,0,0,0,0
SN,AH_CS,-,10,11,29,20,14,30,25,15,7,3,0,0,0,0,0
SN,AH_CS,-,11,11,29,20,13,32,24,15,7,3,0,0,0,0,0
SN,AH_CS,-,12,10,28,20,14,31,24,16,8,3,0,0,0,0,0
SN,AH_CS,-,13,10,29,19,14,31,24,15,8,4,0,0,0,0,0
SN,AH_CS,-,14,8,31,18,14,30,25,15,8,5,0,0,0,0,0
SN,AH_CS,-,15,8,33,17,15,28,26,16,8,5,0,0,0,0,0
SN,AH_CS,-,16,8,33,17,15,28,26,16,8,5,0,0,0,0,0
SN,AH_CS,-,17,7,34,17,14,27,25,17,10,5,0,0,0,0,0
SN,AH_CS,-,18,7,34,17,14,25,27,17,10,5,0,0,0,0,0
SN,AH_CS,-,19,7,33,17,13,24,30,18,12,4,0,0,0,0,0
SN,AH_CS,-,20,8,32,17,13,24,32,16,12,4,0,0,0,0,0
SN,AH_CS,-,21,8,31,17,13,23,33,16,13,4,0,0,0,0,0
SN,AH_CS,-,22,7,29,18,12,24,33,16,13,4,0,0,0,0,0
SN,AH_CS,-,23,8,28,17,12,24,35,15,15,4,0,0,0,0,0
SN,AH_CS,-,24,6,27,18,12,25,34,15,15,4,0,0,0,0,0
SN,AH_CS,-,25,5,27,18,13,24,32,16,17,4,0,0,0,0,0
SN,AH_CS,-,26,4,27,18,13,24,34,16,16,4,0,0,0,0,0
SN,AH_CS,-,27,4,27,18,12,24,34,18,15,4,0,0,0,0,0
SN,AH_CS,-,28,4,26,18,12,25,32,20,15,4,0,0,0,0,0
SN,AH_CS,-,29,4,27,19,11,27,33,18,14,3,0,0,0,0,0
SN,AH_CS,-,30,4,27,20,11,27,33,18,14,2,0,0,0,0,0
SN,AH_CS,-,31,4,28,20,10,27,33,19,13,2,0,0,0,0,0
SN,AH_CS,-,32,4,26,20,10,28,35,19,12,2,0,0,0,0,0
SN,AH_CS,-,33,4,25,20,10,28,35,20,12,2,0,0,0,0,0
SN,AH_CS,-,34,4,24,20,9,28,37,20,12,2,0,0,0,0,0
SN,AH_CS,-,35,4,23,20,9,29,37,21,11,2,0,0,0,0,0
SN,AH_CS,-,36,4,22,20,8,29,37,22,12,2,0,0,0,0,0
SN,AH_CS,-,37,5,24,19,8,30,36,22,12,2,0,0,0,0,0
SN,AH_CS,-,38,6,24,20,9,30,35,21,12,1,0,0,0,0,0
SN,AH_CS,-,39,7,22,20,9,30,34,22,12,1,1,0,0,0,0
SN,AH_CS,-,40,8,20,21,8,31,32,21,13,1,1,0,0,0,0
SN,AH_CS,-,41,8,19,20,7,30,36,21,14,1,2,0,0,0,0
SN,AH_CS,-,42,8,19,20,8,31,36,20,13,1,2,0,0,0,0
SN,AH_CS,-,43,8,20,19,8,30,36,22,14,1,2,0,0,0,0
SN,AH_CS,-,44,9,20,19,8,30,34,21,13,2,2,0,0,0,0
SN,AH_CS,-,45,8,22,18,10,29,32,22,17,2,2,1,0,0,0
SN,AH_CS,-,46,7,23,18,10,28,31,24,17,2,2,1,0,0,0
SN,AH_CS,-,47,8,23,17,10,27,31,25,19,2,2,1,0,0,0
SN,AH_CS,-,48,8,24,18,9,28,28,25,18,2,2,1,0,0,0
SN,AH_CS,-,49,8,23,17,8,28,31,26,19,2,2,1,0,0,0
SN,AH_CS,-,50,8,24,17,7,29,32,25,18,2,2,1,0,0,0
SN,AH_CS,-,51,8,25,16,7,31,35,28,20,2,2,1,0,0,0
SN,AH_CS,-,52,8,25,16,7,31,36,27,20,2,2,1,0,0,0
SN,AH_CS,-,53,8,24,16,7,30,38,25,22,2,2,1,0,0,0
SN,AH_CS,-,54,8,23,16,7,29,39,25,23,2,2,1,0,0,0
SN,AH_CS,-,55,8,23,16,6,29,39,26,23,2,2,1,0,0,0
SN,AH_CS,-,56,9,23,16,6,29,38,26,23,2,2,1,0,0,0
SN,AH_CS,-,57,10,23,15,7,28,38,26,25,2,2,1,0,0,0
SN,AH_CS,-,58,10,23,14,9,28,38,24,25,3,2,1,0,0,0
SN,AH_CS,-,59,10,25,14,9,28,37,23,25,3,2,1,0,0,0
SN,AH_CS,-,60,9,27,13,9,27,38,22,25,4,2,1,0,0,0
SN,AH_CS,-,61,10,28,12,9,26,40,21,26,4,2,1,0,0,0
SN,AH_CS,-,62,10,27,12,8,26,39,21,26,5,2,1,0,0,0
SN,AH_CS,-,63,10,28,12,7,27,38,21,26,5,2,1,0,0,0
SN,AH_CS,-,64,9,28,13,7,29,39,20,26,4,1,1,0,0,0
SN,AH_CS,-,65,8,28,13,9,29,39,20,25,4,1,1,0,0,0
SN,AH_CS,-,66,8,29,14,9,30,36,20,24,4,0,1,0,0,0
SN,AH_CS,-,67,8,31,14,9,29,36,20,23,4,0,1,0,0,0
SN,AH_CS,-,68,9,30,15,9,30,35,17,23,4,0,1,0,0,0
SN,AH_CS,-,69,8,30,16,9,30,35,18,23,3,0,1,0,0,0
SN,AH_CS,-,70,8,29,17,8,31,35,17,20,3,0,0,0,0,0
SN,AH_CS,-,71,9,28,17,8,32,37,15,19,3,0,0,0,0,0
SN,AH_CS,-,72,8,27,18,8,32,35,13,17,3,0,0,0,0,0
SN,AH_CS,-,73,8,27,18,8,31,36,13,17,3,0,0,0,0,0
SN,AH_CS,-,74,8,27,19,8,32,32,13,17,3,0,0,0,0,0
SN,AH_CS,-,75,8,25,19,8,33,31,14,18,3,0,0,0,0,0
SN,AH_CS,-,76,8,25,20,8,31,27,11,16,3,0,0,0,0,0
SN,AH_CS,-,77,8,26,20,8,31,26,11,16,3,0,0,0,0,0
SN,AH_CS,-,78,8,27,20,8,32,25,11,15,3,0,0,0,0,0
SN,AH_CS,-,79,9,28,20,9,31,24,11,14,3,0,0,0,0,0
SN,AH_CS,-,80,9,27,20,9,31,25,10,15,3,0,0,0,0,0
SN,AH_CS,-,81,9,28,19,9,31,26,9,17,3,0,0,0,0,0
SN,AH_CS,-,82,8,29,20,8,32,24,9,16,3,0,0,0,0,0
SN,AH_CS,-,83,10,28,20,6,34,24,10,17,2,0,0,0,0,0
SN,AH_CS,-,84,10,25,20,6,34,26,11,17,2,0,0,0,0,0
SN,AH_CS,-,85,11,23,21,7,34,26,11,17,1,0,0,0,0,0
SN,AH_CS,-,86,11,22,22,8,34,24,11,16,1,0,0,0,0,0
SN,AH_CS,-,87,10,21,23,8,35,25,11,16,0,0,0,0,0,0
SN,AH_CS,-,88,10,19,23,8,35,27,11,16,0,0,0,0,0,0
SN,AH_CS,-,89,11,21,23,8,33,26,11,16,0,0,0,0,0,0
SN,AH_CS,-,90,12,21,23,7,33,25,13,15,0,0,0,0,0,0
SN,AH_CS,-,91,12,21,23,7,34,24,13,15,0,0,0,0,0,0
SN,AH_CS,-,92,13,19,22,6,34,26,13,15,1,0,0,0,0,0
SN,AH_CS,-,93,13,19,21,6,35,27,14,15,1,0,0,0,0,0
SN,AH_CS,-,94,14,18,21,6,36,26,14,15,1,0,0,0,0,0
SN,AH_CS,-,95,14,18,21,6,36,26,15,14,1,0,0,0,0,0
SN,AH_CS,-,96,13,20,21,6,35,26,15,14,1,0,0,0,0,0
SN,AH_CS,-,97,13,22,21,7,36,26,15,15,1,0,0,0,0,0
SN,AH_CS,-,98,12,22,21,7,37,27,15,14,1,0,0,0,0,0
SN,AH_CS,-,99,12,23,21,7,36,28,15,13,1,0,0,0,0,0
SN,AH_CS,-,100,12,24,21,8,36,28,15,11,1,0,0,0,0,0
SN,AH_CS,-,101,12,22,21,9,36,29,14,12,1,0,0,0,0,0
SN,AH_CS,-,102,12,21,20,10,36,28,15,12,2,0,0,0,0,0
SN,AH_CS,-,103,13,21,19,11,34,31,16,11,2,0,0,0,0,0
SN,AH_CS,-,104,12,21,19,10,34,31,17,12,2,0,0,0,0,0
SN,AH_CS,-,105,12,21,19,11,34,30,17,12,2,0,0,0,0,0
SN,AH_CS,-,106,11,20,20,10,35,31,17,10,2,0,0,0,0,0
SN,AH_CS,-,107,11,19,20,10,36,31,18,9,2,0,0,0,0,0
SN,AH_CS,-,108,9,20,21,10,34,32,18,8,2,0,0,0,0,0
SN,AH_CS,-,109,9,22,21,10,34,30,17,9,2,0,0,0,0,0
SN,AH_CS,-,110,8,23,21,9,35,29,17,10,2,0,0,0,0,0
SN,AH_CS,-,111,7,24,21,8,35,29,18,10,2,0,0,0,0,0
SN,AH_CS,-,112,7,25,20,8,34,29,18,10,3,0,0,0,0,0
SN,AH_CS,-,113,8,25,19,9,32,29,18,13,3,0,0,0,0,0
SN,AH_CS,-,114,7,24,19,10,32,30,18,13,3,0,0,0,0,0
SN,AH_CS,-,115,6,27,18,10,32,32,17,15,3,0,0,1,0,0
SN,AH_CS,-,116,6,25,18,11,31,31,20,15,3,0,0,1,0,0
SN,AH_CS,-,117,5,25,19,11,31,30,22,15,2,0,0,1,0,0
SN,AH_CS,-,118,5,24,20,11,30,28,23,14,2,1,0,1,0,0
SN,AH_CS,-,119,5,28,19,13,28,28,24,14,2,1,1,1,0,0
SN,AH_CS,-,120,5,29,19,12,28,28,23,15,2,1,1,1,0,0
SN,AH_CS,-,121,5,28,19,12,29,26,25,15,2,1,1,1,0,0
SN,AH_CS,-,122,5,27,19,11,29,28,26,14,2,1,1,1,0,0
SN,AH_CS,-,123,6,27,19,11,29,27,26,14,2,1,1,1,0,0
SN,AH_CS,-,124,6,27,19,12,29,26,26,14,2,1,1,1,0,0
SN,AH_CS,-,125,6,26,19,12,29,28,25,14,2,1,1,1,0,0
SN,AH_CS,-,126,8,26,19,11,29,26,26,13,2,2,1,1,0,0
SN,AH_CS,-,127,8,26,20,11,30,26,25,13,1,2,1,1,0,0
SN,AH_CS,-,128,8,26,21,10,31,23,25,13,1,2,1,1,0,0
SN,AH_CS,-,129,8,26,21,10,32,24,24,12,1,2,1,1,0,0
SN,AH_CS,-,130,8,27,21,9,33,24,23,12,1,2,1,1,0,0
SN,AH_CS,-,131,8,27,20,9,32,24,24,12,2,2,1,1,0,0
SN,AH_CS,-,132,8,27,20,10,30,23,25,13,2,2,1,1,0,0
SN,AH_CS,-,133,8,26,20,11,30,22,25,14,2,2,1,1,0,0
SN,AH_CS,-,134,8,25,19,12,30,22,26,13,3,2,1,1,0,0
SN,AH_CS,-,135,8,24,19,13,30,21,28,12,3,2,1,1,0,0
SN,AH_CS,-,136,8,24,19,13,31,22,26,12,3,2,1,1,0,0
SN,AH_CS,-,137,8,25,20,13,31,21,26,12,2,2,1,1,0,0
SN,AH_CS,-,138,7,25,21,12,33,20,27,9,2,2,1,1,0,0
SN,AH_CS,-,139,7,26,21,11,33,20,26,10,2,2,1,1,0,0
SN,AH_CS,-,140,7,23,22,10,33,18,28,9,2,2,1,0,0,0
SN,AH_CS,-,141,7,23,22,9,33,19,27,10,2,2,1,0,0,0
SN,AH_CS,-,142,7,22,22,9,33,21,26,10,2,2,1,0,0,0
SN,AH_CS,-,143,6,23,22,10,33,22,25,10,2,1,1,0,0,0
SN,AH_CS,-,144,5,19,22,8,34,22,25,11,3,1,0,0,0,0
SN,AH_CS,-,145,7,17,22,9,34,22,25,10,3,1,0,0,0,0
SN,AH_CS,-,146,7,16,22,10,33,22,25,11,3,1,0,0,0,0
SN,AH_CS,-,147,7,17,22,11,33,21,24,11,3,1,0,0,0,0
SN,AH_CS,-,148,6,18,22,12,32,21,24,11,3,1,0,0,0,0
SN,AH_CS,-,149,7,17,21,12,32,23,23,13,3,1,0,0,0,0
SN,AH_CS,-,150,7,18,21,12,31,22,24,13,3,1,0,0,0,0
SN,AH_CS,-,151,5,20,21,12,31,23,23,14,3,0,0,0,0,0
SN,AH_CS,-,152,5,20,21,11,30,23,24,15,3,0,0,0,0,0
SN,AH_CS,-,153,4,19,21,13,31,22,24,15,3,0,0,0,0,0
SN,AH_CS,-,154,4,18,21,15,31,20,25,15,3,0,0,0,0,0
SN,AH_CS,-,155,5,18,21,17,30,20,25,14,3,1,0,0,0,0
SN,AH_CS,-,156,6,18,21,19,30,19,24,14,3,2,0,0,0,0
SN,AH_CS,-,157,6,18,20,19,31,21,23,14,3,2,0,0,0,0
SN,AH_CS,-,158,7,18,19,20,31,21,24,13,3,2,0,0,0,0
SN,AH_CS,-,159,9,17,19,20,33,22,24,15,2,2,0,0,0,0
SN,AH_CS,-,160,9,17,19,20,33,24,22,16,2,3,0,0,0,0
SN,AH_CS,-,161,10,17,19,20,33,25,23,15,2,3,0,0,0,0
SN,AH_CS,-,162,11,16,19,20,34,27,23,14,2,3,0,0,0,0
SN,AH_CS,-,163,12,16,18,20,34,27,25,15,2,3,0,0,0,0
SN,AH_CS,-,164,12,17,18,20,34,27,25,14,2,3,0,0,0,0
SN,AH_CS,-,165,13,17,18,20,35,28,23,13,2,3,0,0,0,0
SN,AH_CS,-,166,13,17,18,20,37,27,23,12,2,3,0,0,0,0
SN,AH_CS,-,167,13,17,17,22,39,25,23,13,2,3,0,0,0,0
SN,AH_CS,-,168,13,17,17,21,39,24,24,14,2,3,0,0,0,0
SN,AH_CS,-,169,14,18,18,21,40,25,22,12,1,3,0,0,0,0
SN,AH_CS,-,170,12,19,18,20,41,24,23,13,1,3,0,0,0,0
SN,AH_CS,-,171,13,20,18,19,41,25,21,13,1,3,0,0,0,0
SN,AH_CS,-,172,13,18,18,19,41,24,23,14,1,3,0,0,0,0
SN,AH_CS,-,173,13,16,18,19,41,23,26,14,1,3,0,0,0,0
SN,AH_CS,-,174,12,15,19,19,41,22,28,12,1,3,0,0,0,0
SN,AH_CS,-,175,12,16,19,20,41,21,27,12,1,3,0,0,0,0
SN,AH_CS,-,176,12,17,19,20,41,21,27,11,1,3,0,0,0,0
SN,AH_CS,-,177,12,18,19,20,41,22,26,10,1,3,0,0,0,0
SN,AH_CS,-,178,12,18,19,18,39,22,25,10,1,3,0,0,0,0
SN,AH_CS,-,179,12,19,19,16,38,22,26,11,1,3,0,0,0,0
SN,AH_CS,-,180,11,18,19,15,39,22,27,11,1,2,0,0,0,0
SN,AH_CS,-,181,10,18,20,13,39,22,27,13,0,1,0,0,0,0
SN,AH_CS,-,182,10,18,21,13,38,21,28,12,0,1,0,0,0,0
SN,AH_CS,-,183,9,19,22,12,38,21,27,12,0,1,0,0,0,0
SN,AH_CS,-,184,7,20,23,11,37,20,26,11,0,1,0,0,0,0
SN,AH_CS,-,185,7,21,23,11,36,19,27,10,0,0,0,0,0,0
SN,AH_CS,-,186,7,21,23,11,35,18,26,11,0,0,0,0,0,0
SN,AH_CS,-,187,6,21,22,13,34,18,28,12,0,0,1,0,0,0
SN,AH_CS,-,188,5,21,23,13,35,17,25,12,0,0,1,0,0,0
SN,AH_CS,-,189,6,19,23,14,35,16,26,12,0,0,1,0,0,0
SN,AH_CS,-,190,5,21,23,14,34,15,26,13,0,0,1,0,0,0
SN,AH_CS,-,191,5,22,23,14,32,17,25,13,0,0,1,0,0,0
SN,AH_CS,-,192,5,23,24,12,30,19,24,12,0,0,1,0,0,0
SN,AH_CS,-,193,5,22,23,12,30,20,25,11,1,0,1,0,0,0
SN,AH_CS,-,194,4,24,23,12,28,20,26,11,1,0,1,0,0,0
SN,AH_CS,-,195,5,26,22,12,27,22,26,10,1,0,1,0,0,0
SN,AH_CS,-,196,4,27,22,12,28,22,26,9,1,0,1,0,0,0
SN,AH_CS,-,197,5,27,22,12,28,22,25,9,1,0,1,0,0,0
SN,AH_CS,-,198,5,29,22,11,29,23,22,9,1,0,1,0,0,0
SN,AH_CS,-,199,5,31,22,10,30,22,21,9,1,0,1,0,0,0
SN,AH_CS,-,200,5,31,22,8,30,23,21,10,1,0,1,0,0,0
SN,AH_CS,-,201,5,29,22,9,30,23,21,11,1,0,1,0,0,0
SN,AH_CS,-,202,5,27,22,9,30,24,20,13,1,0,1,0,0,0
SN,AH_CS,-,203,5,28,22,9,31,25,22,13,1,0,1,0,0,0
SN,AH_CS,-,204,5,28,22,9,33,25,21,12,1,0,1,0,0,0
SN,AH_CS,-,205,6,30,22,8,32,25,20,12,1,0,1,0,0,0
SN,AH_CS,-,206,7,29,22,9,32,25,21,10,1,0,1,0,0,0
SN,AH_CS,-,207,7,30,22,8,33,25,20,10,1,0,1,0,0,0
SN,AH_CS,-,208,7,31,22,7,33,26,19,10,1,0,1,0,0,0
SN,AH_CS,-,209,7,30,21,7,31,28,23,10,1,0,1,0,0,0
SN,AH_CS,-,210,7,31,21,6,31,29,22,10,1,0,1,0,0,0
SN,AH_CS,-,211,7,32,21,7,31,28,22,9,1,0,1,0,0,0
SN,AH_CS,-,212,8,32,22,5,31,27,19,9,1,0,0,0,0,0
SN,AH_CS,-,213,10,33,21,5,28,29,19,10,1,0,0,0,0,0
SN,AH_CS,-,214,10,34,21,4,29,29,18,10,1,0,0,0,0,0
SN,AH_CS,-,215,10,32,21,4,31,29,18,9,1,1,0,0,0,0
SN,AH_CS,-,216,10,31,21,4,32,27,18,10,1,2,0,0,0,0
SN,AH_CS,-,217,10,31,21,4,32,25,18,12,1,2,0,0,0,0
SN,AH_CS,-,218,12,31,22,5,32,25,15,12,0,2,0,0,0,0
SN,AH_CS,-,219,12,28,22,6,34,25,15,12,0,2,0,0,0,0
SN,AH_CS,-,220,11,25,23,6,34,24,16,13,0,2,0,0,0,0
SN,AH_CS,-,221,11,23,23,6,33,25,18,13,0,2,0,0,0,0
SN,AH_CS,-,222,10,23,23,5,33,25,19,14,0,2,0,0,0,0
SN,AH_CS,-,223,10,23,23,6,33,24,19,14,0,2,0,0,0,0
SN,AH_CS,-,224,10,22,23,6,32,25,19,15,0,2,0,0,0,0
SN,AH_CS,-,225,10,23,23,6,32,25,19,14,0,2,0,0,0,0
SN,AH_CS,-,226,10,23,23,5,33,25,20,13,0,2,0,0,0,0
SN,AH_CS,-,227,10,25,23,6,36,27,22,11,0,2,0,0,0,0
SN,AH_CS,-,228,11,24,23,6,36,27,21,12,0,2,0,0,0,0
SN,AH_CS,-,229,12,24,23,6,34,27,21,13,0,2,0,0,0,0
SN,AH_CS,-,230,12,23,23,6,34,27,21,14,0,2,0,0,0,0
SN,AH_CS,-,231,12,24,23,5,35,27,20,14,0,2,0,0,0,0
SN,AH_CS,-,232,13,24,23,5,34,27,19,15,0,2,0,0,0,0
SN,AH_CS,-,233,13,22,23,6,34,27,19,16,0,2,0,0,0,0
SN,AH_CS,-,234,13,25,24,6,35,25,15,15,0,2,0,0,0,0
SN,AH_CS,-,235,13,25,24,7,36,23,15,15,0,2,0,0,0,0
SN,AH_CS,-,236,12,25,24,6,35,24,17,15,0,2,0,0,0,0
SN,AH_CS,-,237,12,26,24,7,35,23,17,14,0,2,0,0,0,0
SN,AH_CS,-,238,9,25,25,7,35,23,19,13,0,2,0,0,0,0
SN,AH_CS,-,239,8,24,25,8,35,23,20,13,0,2,0,0,0,0
SN,AH_CS,-,240,8,26,25,8,34,23,20,13,0,1,0,0,0,0
SN,AH_CS,-,241,8,27,25,8,33,25,19,13,0,0,0,0,0,0
SN,AH_CS,-,242,8,30,25,8,33,24,19,11,0,0,0,0,0,0
SN,AH_CS,-,243,6,30,25,7,33,25,19,13,0,0,0,0,0,0
SN,AH_CS,-,244,6,31,25,7,32,24,19,14,0,0,0,0,0,0
SN,AH_CS,-,245,7,31,25,7,34,23,17,14,0,0,0,0,0,0
SN,AH_CS,-,246,8,32,25,7,35,22,15,14,0,0,0,0,0,0
SN,AH_CS,-,247,8,33,25,8,35,24,13,12,0,0,0,0,0,0
SN,AH_CS,-,248,8,34,24,7,34,25,13,12,1,0,0,0,0,0
SN,AH_CS,-,249,8,37,23,10,34,25,12,12,1,0,1,0,0,0
SN,AH_CS,-,250,8,35,23,11,34,25,13,12,1,0,1,0,0,0
SN,AH_CS,-,251,8,35,23,11,34,25,13,12,1,0,1,0,0,0
SN,AH_CS,-,252,9,34,23,10,32,22,11,12,1,0,1,0,0,0
SN,AH_CS,-,253,9,34,23,11,32,21,11,12,1,0,1,0,0,0
SN,AH_CS,-,254,9,34,23,11,32,21,11,12,1,0,1,0,0,0
SN,AH_CS,-,255,10,33,22,12,32,21,12,13,1,0,1,0,0,0
SN,AH_CS,-,256,9,32,22,12,32,22,12,14,1,0,1,0,0,0
SN,AH_CS,-,257,9,31,21,12,33,24,13,14,1,0,1,0,0,0
SN,AH_CS,-,258,9,33,21,11,33,23,14,13,1,0,1,0,0,0
SN,AH_CS,-,259,9,31,21,12,33,23,15,13,1,0,1,0,0,0
SN,AH_CS,-,260,9,30,21,11,32,25,15,14,1,0,1,0,0,0
SN,AH_CS,-,261,11,30,20,12,32,25,14,15,1,0,1,0,0,0
SN,AH_CS,-,262,10,28,20,12,32,27,14,16,1,0,1,0,0,0
SN,AH_CS,-,263,10,28,20,12,33,27,14,15,1,0,1,0,0,0
SN,AH_CS,-,264,10,27,20,12,32,28,15,15,1,0,1,0,0,0
SN,AH_CS,-,265,11,25,19,13,30,30,17,16,1,0,1,0,0,0
SN,AH_CS,-,266,12,24,19,13,32,29,17,15,1,0,1,0,0,0
SN,AH_CS,-,267,12,21,19,13,32,29,20,15,1,0,1,0,0,0
SN,AH_CS,-,268,12,23,19,13,32,28,21,13,1,0,1,0,0,0
SN,AH_CS,-,269,12,22,19,12,32,28,23,13,1,0,1,0,0,0
SN,AH_CS,-,270,11,23,19,14,30,28,24,12,1,0,1,0,0,0
SN,AH_CS,-,271,10,24,18,14,29,29,24,15,1,0,1,0,0,0
SN,AH_CS,-,272,10,23,18,13,30,30,24,15,1,0,1,0,0,0
SN,AH_CS,-,273,12,20,18,13,29,31,25,18,0,0,1,0,0,0
SN,AH_CS,-,274,12,17,19,10,29,31,25,19,0,0,0,0,0,0
SN,AH_CS,-,275,13,17,18,10,28,32,24,20,0,2,0,0,0,0
SN,AH_CS,-,276,13,17,18,11,27,32,24,20,0,2,0,0,0,0
SN,AH_CS,-,277,12,16,17,11,26,33,25,21,1,2,0,0,0,0
SN,AH_CS,-,278,11,16,17,10,25,33,24,20,1,2,0,0,0,0
SN,AH_CS,-,279,10,16,17,10,25,35,23,20,1,2,0,0,0,0
SN,AH_CS,-,280,8,17,18,9,25,36,23,18,1,2,0,0,0,0
SN,AH_CS,-,281,8,22,17,9,25,37,23,17,1,2,1,0,0,0
SN,AH_CS,-,282,7,23,18,10,25,34,22,17,1,2,1,0,0,0
SN,AH_CS,-,283,9,23,17,11,24,34,21,19,1,2,1,0,0,0
SN,AH_CS,-,284,9,24,17,10,24,34,21,19,1,2,1,0,0,0
SN,AH_CS,-,285,9,23,17,11,25,32,22,19,1,2,1,0,0,0
SN,AH_CS,-,286,7,22,18,10,26,32,23,18,1,2,1,0,0,0
SN,AH_CS,-,287,9,22,17,11,26,31,24,18,1,2,1,0,0,0
SN,AH_CS,-,288,9,22,17,12,27,30,23,18,1,2,1,0,0,0
SN,AH_CS,-,289,9,23,17,12,27,30,22,18,1,2,1,0,0,0
SN,AH_CS,-,290,8,23,18,11,28,29,21,18,1,2,1,0,0,0
SN,AH_CS,-,291,8,23,18,11,26,30,22,18,1,2,1,0,0,0
SN,AH_CS,-,292,8,23,18,11,26,30,21,19,1,2,1,0,0,0
SN,AH_CS,-,293,8,23,17,11,25,33,21,19,1,3,1,0,0,0
SN,AH_CS,-,294,8,24,17,11,25,33,21,18,1,3,1,0,0,0
SN,AH_CS,-,295,8,25,17,10,25,34,20,18,1,3,1,0,0,0
SN,AH_CS,-,296,8,23,18,10,26,34,21,15,1,3,1,0,0,0
SN,AH_CS,-,297,8,23,18,10,26,32,22,16,1,3,1,0,0,0
SN,AH_CS,-,298,7,25,19,10,27,31,21,13,1,3,1,0,0,0
SN,AH_CS,-,299,7,26,19,12,27,31,25,14,1,3,1,0,0,0
SN,AH_CS,-,300,6,27,20,12,28,30,25,13,1,1,1,0,0,0
SN,AH_CS,-,301,6,26,20,12,29,30,25,13,1,1,1,0,0,0
SN,AH_CS,-,302,6,27,21,12,30,28,25,13,0,1,1,0,0,0
SN,AH_CS,-,303,7,28,21,12,31,29,25,14,0,1,1,0,0,0
SN,AH_CS,-,304,7,29,21,13,31,27,26,13,0,1,1,0,0,0
SN,AH_CS,-,305,8,30,21,13,32,25,25,13,0,1,1,0,0,0
SN,AH_CS,-,306,8,26,22,13,32,22,27,13,0,1,0,0,0,0
SN,AH_CS,-,307,8,27,22,13,31,23,27,12,0,1,0,0,0,0
SN,AH_CS,-,308,6,25,23,13,32,23,28,11,0,1,0,0,0,0
SN,AH_CS,-,309,6,23,23,13,32,24,29,11,0,1,0,0,0,0
SN,AH_CS,-,310,6,25,23,12,31,26,28,10,0,1,0,0,0,0
SN,AH_CS,-,311,6,26,22,12,31,27,26,15,0,1,0,1,0,0
SN,AH_CS,-,312,4,27,23,11,31,26,26,15,0,1,0,1,0,0
SN,AH_CS,-,313,4,27,23,11,30,25,27,16,0,1,0,1,0,0
SN,AH_CS,-,314,4,26,23,11,30,26,27,16,0,1,0,1,0,0
SN,AH_CS,-,315,5,27,22,13,30,26,27,17,0,1,1,1,0,0
SN,AH_CS,-,316,4,28,22,13,30,25,27,18,0,1,1,1,0,0
SN,AH_CS,-,317,4,29,21,14,30,29,27,17,0,1,2,1,0,0
SN,AH_CS,-,318,6,27,22,14,32,26,26,17,0,0,2,1,0,0
SN,AH_CS,-,319,9,27,21,15,31,28,23,18,0,0,2,1,0,0
SN,AH_CS,-,320,9,26,21,15,32,27,24,18,0,0,2,1,0,0
SN,AH_CS,-,321,9,27,21,15,31,28,23,18,0,0,2,1,0,0
SN,AH_CS,-,322,9,29,21,16,30,28,22,17,0,0,2,1,0,0
SN,AH_CS,-,323,8,29,21,17,30,27,23,17,0,0,2,1,0,0
SN,AH_CS,-,324,8,29,21,15,30,28,19,14,0,0,2,1,0,0
SN,AH_CS,-,325,8,29,21,14,30,29,19,14,0,0,2,1,0,0
SN,AH_CS,-,326,8,29,21,13,30,30,18,15,0,0,2,1,0,0
SN,AH_CS,-,327,8,28,21,14,30,32,17,14,0,0,2,1,0,0
SN,AH_CS,-,328,8,28,21,15,30,32,17,13,0,0,2,1,0,0
SN,AH_CS,-,329,8,27,20,15,30,33,19,14,0,0,2,1,0,0
SN,AH_CS,-,330,7,26,20,16,29,34,20,14,0,0,2,1,0,0
SN,AH_CS,-,331,8,26,20,16,29,34,18,15,0,0,2,1,0,0
SN,AH_CS,-,332,9,25,20,15,29,34,18,16,0,0,2,1,0,0
SN,AH_CS,-,333,10,30,19,15,29,34,17,16,0,0,3,1,0,0
SN,AH_CS,-,334,10,33,19,15,29,33,15,16,0,0,3,1,0,0
SN,AH_CS,-,335,10,32,18,18,30,32,16,18,0,0,3,1,0,0
SN,AH_CS,-,336,13,31,19,20,29,30,16,14,0,0,3,0,0,0
SN,AH_CS,-,337,16,31,18,19,29,31,17,14,0,0,3,0,0,0
SN,AH_CS,-,338,16,32,18,18,29,33,15,14,0,0,3,0,0,0
SN,AH_CS,-,339,16,33,18,17,29,32,14,16,0,0,3,0,0,0
