Text_Type,Book,Chapter,Window,GLL,GGG,G,LLG,LGL,GLG,GGL,LGG,L,LLL,LG,LL,GG,GL
SN,AH_CS,-,5742,13,24,19,7,29,38,27,12,1,1,0,0,1,0
SN,AH_CS,-,5743,12,26,19,7,28,36,28,13,1,1,0,0,1,0
SN,AH_CS,-,5744,10,28,18,6,27,39,29,14,1,1,0,0,1,0
SN,AH_CS,-,5745,9,28,17,6,25,34,29,15,2,0,0,0,1,0
SN,AH_CS,-,5746,9,29,17,6,26,32,29,15,2,0,0,0,1,0
SN,AH_CS,-,5747,10,30,17,5,25,31,29,16,2,0,0,0,1,0
SN,AH_CS,-,5748,10,29,17,5,25,31,30,16,2,0,0,0,1,0
SN,AH_CS,-,5749,10,28,17,5,25,31,30,17,2,0,0,0,1,0
SN,AH_CS,-,5750,10,29,17,5,26,33,31,17,2,0,0,0,1,0
SN,AH_CS,-,5751,11,27,17,4,26,35,32,16,2,0,0,0,1,0
SN,AH_CS,-,5752,12,28,17,4,26,37,35,17,2,0,0,0,1,0
SN,AH_CS,-,5753,12,28,17,4,26,38,34,17,2,0,0,0,1,0
SN,AH_CS,-,5754,12,30,17,4,27,40,34,17,2,0,0,0,1,0
SN,AH_CS,-,5755,12,27,17,4,27,42,35,17,2,0,0,0,1,0
SN,AH_CS,-,5756,12,27,17,5,27,42,34,17,2,0,0,0,1,0
SN,AH_CS,-,5757,13,26,18,4,26,40,33,15,2,0,0,0,0,0
SN,AH_CS,-,5758,13,27,17,4,25,41,31,17,2,0,0,0,0,0
SN,AH_CS,-,5759,12,25,18,3,25,41,30,16,2,0,0,0,0,0
SN,AH_CS,-,5760,11,26,19,4,24,39,30,16,1,0,0,0,0,0
SN,AH_CS,-,5761,10,27,19,4,23,38,29,17,1,0,0,0,0,0
SN,AH_CS,-,5762,9,28,18,4,22,37,29,20,1,0,0,0,0,0
SN,AH_CS,-,5763,8,30,19,4,22,34,27,18,1,0,0,0,0,0
SN,AH_CS,-,5764,7,32,18,4,22,33,25,18,2,0,0,0,0,0
SN,AH_CS,-,5765,6,33,19,5,21,32,23,17,2,0,0,0,0,0
SN,AH_CS,-,5766,6,34,18,5,22,30,23,17,3,0,0,0,0,0
SN,AH_CS,-,5767,6,32,18,6,22,29,24,18,3,0,0,0,0,0
SN,AH_CS,-,5768,6,32,17,6,22,31,23,17,4,0,0,0,0,0
SN,AH_CS,-,5769,6,30,18,6,24,27,24,17,4,0,0,0,0,0
SN,AH_CS,-,5770,5,30,19,6,25,29,24,15,3,0,0,0,0,0
SN,AH_CS,-,5771,5,30,19,7,23,29,25,15,3,0,0,0,0,0
SN,AH_CS,-,5772,4,31,19,7,24,29,25,14,3,0,0,0,0,0
SN,AH_CS,-,5773,4,32,19,7,24,29,24,14,3,0,0,0,0,0
SN,AH_CS,-,5774,4,31,18,7,23,30,27,15,3,0,0,0,0,0
SN,AH_CS,-,5775,4,32,18,7,22,29,28,15,3,0,0,0,0,0
SN,AH_CS,-,5776,3,35,18,7,22,28,27,15,3,0,0,0,0,0
SN,AH_CS,-,5777,3,35,19,7,24,26,24,15,3,0,0,0,0,0
SN,AH_CS,-,5778,3,36,19,7,25,25,23,15,3,0,0,0,0,0
SN,AH_CS,-,5779,3,36,19,7,27,23,23,15,3,0,0,0,0,0
SN,AH_CS,-,5780,3,38,19,7,27,22,22,15,3,0,0,0,0,0
SN,AH_CS,-,5781,3,39,19,7,28,21,22,14,3,0,0,0,0,0
SN,AH_CS,-,5782,3,40,18,9,27,22,23,15,3,0,1,0,0,0
SN,AH_CS,-,5783,3,39,19,10,29,19,23,13,3,0,1,0,0,0
SN,AH_CS,-,5784,3,40,19,10,29,17,24,13,3,0,1,0,0,0
SN,AH_CS,-,5785,3,38,19,9,29,17,25,15,3,0,1,0,0,0
SN,AH_CS,-,5786,3,39,19,10,30,17,23,14,3,0,1,0,0,0
SN,AH_CS,-,5787,3,40,20,11,31,16,21,11,3,0,1,0,0,0
SN,AH_CS,-,5788,3,39,20,10,31,17,21,12,3,0,1,0,0,0
SN,AH_CS,-,5789,3,37,21,10,31,18,21,13,2,0,1,0,0,0
SN,AH_CS,-,5790,5,36,20,9,30,21,20,15,2,0,1,0,0,0
SN,AH_CS,-,5791,5,33,21,10,30,23,20,15,1,0,1,0,0,0
SN,AH_CS,-,5792,6,34,21,9,30,23,20,14,1,0,1,0,0,0
SN,AH_CS,-,5793,7,32,22,9,31,23,20,14,0,0,1,0,0,0
SN,AH_CS,-,5794,7,33,22,9,30,24,18,15,0,0,1,0,0,0
SN,AH_CS,-,5795,8,33,22,10,29,23,17,16,0,0,1,0,0,0
SN,AH_CS,-,5796,8,33,22,10,30,23,16,16,0,0,1,0,0,0
SN,AH_CS,-,5797,8,31,22,12,29,22,17,17,0,0,1,0,0,0
SN,AH_CS,-,5798,9,30,21,14,28,23,18,17,0,0,1,0,0,0
SN,AH_CS,-,5799,9,30,22,13,28,21,15,15,0,0,1,0,0,0
SN,AH_CS,-,5800,10,29,22,13,30,22,14,15,0,0,1,0,0,0
SN,AH_CS,-,5801,10,26,21,13,29,21,14,15,0,0,1,0,0,0
SN,AH_CS,-,5802,10,26,21,13,29,23,15,14,0,0,1,0,0,0
SN,AH_CS,-,5803,10,24,21,13,27,22,15,14,0,0,1,0,0,0
SN,AH_CS,-,5804,10,23,21,13,26,24,15,14,0,0,1,0,0,0
SN,AH_CS,-,5805,12,21,20,15,25,23,14,14,0,0,1,0,1,0
SN,AH_CS,-,5806,13,19,20,14,25,24,14,15,0,0,1,0,1,0
SN,AH_CS,-,5807,12,18,21,12,26,24,14,13,0,0,0,0,1,0
SN,AH_CS,-,5808,11,19,21,12,25,26,13,13,0,0,0,0,1,0
SN,AH_CS,-,5809,11,17,21,13,25,26,12,15,0,0,0,0,1,0
SN,AH_CS,-,5810,11,17,21,13,25,29,11,13,0,0,0,0,1,0
SN,AH_CS,-,5811,11,15,21,13,26,30,11,13,0,0,0,0,1,0
SN,AH_CS,-,5812,12,14,20,13,25,31,11,16,0,0,0,0,1,0
SN,AH_CS,-,5813,12,14,19,13,25,32,11,15,1,0,0,0,1,0
SN,AH_CS,-,5814,12,15,19,13,25,31,11,15,1,0,0,0,1,0
SN,AH_CS,-,5815,11,15,20,14,26,28,11,14,1,0,0,0,1,0
SN,AH_CS,-,5816,11,16,20,13,26,26,13,14,1,0,0,0,1,0
SN,AH_CS,-,5817,10,17,20,13,26,27,13,13,1,0,0,0,1,0
SN,AH_CS,-,5818,9,19,20,13,25,26,13,14,1,0,0,0,1,0
SN,AH_CS,-,5819,9,20,20,13,25,25,14,13,1,0,0,0,1,0
SN,AH_CS,-,5820,9,21,19,12,25,27,14,14,1,0,0,0,1,0
SN,AH_CS,-,5821,9,22,19,11,24,27,15,14,1,0,0,0,1,0
SN,AH_CS,-,5822,9,22,19,9,24,28,15,15,1,0,0,0,1,0
SN,AH_CS,-,5823,8,21,20,7,25,29,15,14,1,0,0,0,1,0
SN,AH_CS,-,5824,8,21,20,7,26,32,15,15,1,0,0,0,1,0
SN,AH_CS,-,5825,7,22,20,7,25,31,15,15,1,0,0,0,1,0
SN,AH_CS,-,5826,7,23,21,7,26,32,16,16,1,0,0,0,1,0
SN,AH_CS,-,5827,7,24,21,7,25,31,15,16,1,0,0,0,1,0
SN,AH_CS,-,5828,7,25,20,7,26,32,17,16,2,0,0,0,1,0
SN,AH_CS,-,5829,7,25,20,9,25,30,17,17,2,0,0,0,1,0
SN,AH_CS,-,5830,6,25,21,8,27,30,18,17,2,0,0,0,0,0
SN,AH_CS,-,5831,5,28,21,8,26,30,18,16,2,0,0,0,0,0
SN,AH_CS,-,5832,5,30,21,8,26,30,16,16,2,0,0,0,0,0
SN,AH_CS,-,5833,5,30,20,7,26,30,17,16,3,0,0,0,0,0
SN,AH_CS,-,5834,5,30,20,6,28,30,17,15,3,0,0,0,0,0
SN,AH_CS,-,5835,5,30,20,6,27,30,17,16,3,0,0,0,0,0
SN,AH_CS,-,5836,5,31,20,5,27,28,19,16,3,0,0,0,0,0
SN,AH_CS,-,5837,4,31,21,4,28,28,19,14,3,0,0,0,0,0
SN,AH_CS,-,5838,4,33,22,4,28,26,19,14,2,0,0,0,0,0
SN,AH_CS,-,5839,4,32,22,4,28,27,19,14,2,0,0,0,0,0
SN,AH_CS,-,5840,3,33,22,3,28,28,20,13,2,0,0,0,0,0
SN,AH_CS,-,5841,3,32,22,4,27,28,19,15,2,0,0,0,0,0
SN,AH_CS,-,5842,3,32,22,4,27,29,18,15,2,0,0,0,0,0
SN,AH_CS,-,5843,3,30,22,5,27,29,19,15,2,0,0,0,0,0
SN,AH_CS,-,5844,3,29,21,5,27,31,19,14,3,0,0,0,0,0
SN,AH_CS,-,5845,2,28,22,5,27,30,20,13,3,0,0,0,0,0
SN,AH_CS,-,5846,2,27,22,5,30,30,18,13,3,0,0,0,0,0
SN,AH_CS,-,5847,2,28,22,6,30,30,17,12,3,0,0,0,0,0
SN,AH_CS,-,5848,2,29,22,6,30,28,17,13,3,0,0,0,0,0
SN,AH_CS,-,5849,3,30,22,6,29,25,19,13,3,0,0,0,0,0
SN,AH_CS,-,5850,3,29,22,6,29,26,19,13,3,0,0,0,0,0
SN,AH_CS,-,5851,4,28,22,6,29,26,19,13,3,0,0,0,0,0
SN,AH_CS,-,5852,3,28,21,7,29,26,22,15,3,0,1,0,0,0
SN,AH_CS,-,5853,3,28,22,7,30,26,20,16,2,0,1,0,0,0
SN,AH_CS,-,5854,4,28,22,5,31,27,20,15,2,0,1,0,0,0
SN,AH_CS,-,5855,4,28,22,4,30,27,20,17,2,0,1,0,0,0
SN,AH_CS,-,5856,4,27,22,4,30,27,20,18,2,0,1,0,0,0
SN,AH_CS,-,5857,4,25,22,5,30,26,20,20,2,0,1,0,0,0
SN,AH_CS,-,5858,4,25,23,5,30,26,19,21,1,0,1,0,0,0
SN,AH_CS,-,5859,4,27,23,6,28,27,18,20,1,0,1,0,0,0
SN,AH_CS,-,5860,5,28,22,6,29,28,17,20,1,0,1,0,0,0
SN,AH_CS,-,5861,6,28,22,7,28,28,16,20,1,0,1,0,0,0
SN,AH_CS,-,5862,6,27,22,7,28,27,18,20,1,0,1,0,0,0
SN,AH_CS,-,5863,6,26,22,7,28,29,17,20,1,0,1,0,0,0
SN,AH_CS,-,5864,6,27,22,7,28,28,17,20,1,0,1,0,0,0
SN,AH_CS,-,5865,6,28,22,7,27,27,18,20,1,0,1,0,0,0
SN,AH_CS,-,5866,7,30,21,6,26,30,18,19,1,0,1,0,0,0
SN,AH_CS,-,5867,7,29,21,6,27,28,20,19,1,0,1,0,0,0
SN,AH_CS,-,5868,8,29,20,5,27,30,21,18,2,0,1,0,0,0
SN,AH_CS,-,5869,9,31,21,5,27,30,20,18,1,0,1,0,0,0
SN,AH_CS,-,5870,12,35,20,5,27,28,19,18,1,0,1,0,0,0
SN,AH_CS,-,5871,12,35,20,6,25,27,20,19,1,0,1,0,0,0
SN,AH_CS,-,5872,12,36,20,5,25,27,20,19,1,0,1,0,0,0
SN,AH_CS,-,5873,12,37,20,5,25,27,20,18,1,0,1,0,0,0
SN,AH_CS,-,5874,11,36,20,5,26,27,20,19,1,0,1,0,0,0
SN,AH_CS,-,5875,11,36,20,5,26,26,19,21,1,0,1,0,0,0
SN,AH_CS,-,5876,10,38,20,5,27,26,18,20,1,0,1,0,0,0
SN,AH_CS,-,5877,10,37,21,4,27,27,16,18,1,0,0,0,0,0
SN,AH_CS,-,5878,10,36,21,4,26,26,18,19,1,0,0,0,0,0
SN,AH_CS,-,5879,9,36,21,4,25,26,19,20,1,0,0,0,0,0
SN,AH_CS,-,5880,10,37,20,5,24,27,18,21,1,0,0,0,0,0
SN,AH_CS,-,5881,10,36,20,6,24,27,19,20,1,0,0,0,0,0
SN,AH_CS,-,5882,10,36,20,5,24,29,20,18,1,0,0,0,0,0
SN,AH_CS,-,5883,10,36,19,5,24,27,22,18,2,0,0,0,0,0
SN,AH_CS,-,5884,13,35,18,4,23,27,24,19,2,0,0,0,0,0
SN,AH_CS,-,5885,12,34,19,4,24,23,26,19,2,0,0,0,0,0
SN,AH_CS,-,5886,12,34,19,3,24,23,26,20,2,0,0,0,0,0
SN,AH_CS,-,5887,12,34,19,3,25,23,26,19,2,0,0,0,0,0
SN,AH_CS,-,5888,13,32,19,3,26,22,27,19,2,0,0,0,0,0
SN,AH_CS,-,5889,13,32,18,3,26,23,27,18,3,0,0,0,0,0
SN,AH_CS,-,5890,13,29,18,3,28,26,25,18,3,0,0,0,0,0
SN,AH_CS,-,5891,12,29,19,3,28,24,25,18,3,0,0,0,0,0
SN,AH_CS,-,5892,13,28,18,4,26,27,23,21,3,0,0,0,0,0
SN,AH_CS,-,5893,12,29,18,4,26,26,21,22,3,0,0,0,0,0
SN,AH_CS,-,5894,12,26,18,4,26,25,21,24,3,0,0,0,0,0
SN,AH_CS,-,5895,9,22,19,4,27,27,22,23,3,0,0,0,0,0
SN,AH_CS,-,5896,9,23,19,3,26,27,24,22,3,0,0,0,0,0
SN,AH_CS,-,5897,9,21,19,3,29,26,25,21,3,0,0,0,0,0
SN,AH_CS,-,5898,12,19,18,5,28,25,25,23,3,0,0,0,0,0
SN,AH_CS,-,5899,12,20,18,6,28,25,24,22,3,0,0,0,0,0
SN,AH_CS,-,5900,12,20,18,6,28,25,26,20,3,0,0,0,0,0
SN,AH_CS,-,5901,12,20,18,6,27,24,27,21,3,0,0,0,0,0
SN,AH_CS,-,5902,12,21,18,7,27,23,26,21,3,0,0,0,0,0
SN,AH_CS,-,5903,12,22,18,8,27,23,25,20,3,0,0,0,0,0
SN,AH_CS,-,5904,12,23,17,8,26,25,25,19,3,2,0,0,0,0
SN,AH_CS,-,5905,10,23,18,7,26,26,26,17,3,2,0,0,0,0
SN,AH_CS,-,5906,10,22,17,7,27,26,28,18,3,2,0,0,0,0
SN,AH_CS,-,5907,11,22,17,7,28,24,27,19,3,2,0,0,0,0
SN,AH_CS,-,5908,12,22,17,9,27,26,26,19,2,2,0,0,0,0
SN,AH_CS,-,5909,10,22,18,10,28,26,24,18,2,2,0,0,0,0
SN,AH_CS,-,5910,10,24,18,11,27,26,22,18,2,2,0,0,0,0
SN,AH_CS,-,5911,9,23,18,11,27,26,23,19,2,2,0,0,0,0
SN,AH_CS,-,5912,10,22,18,11,26,27,21,21,2,2,0,0,0,0
SN,AH_CS,-,5913,9,23,18,11,25,27,21,22,2,2,0,0,0,0
SN,AH_CS,-,5914,9,21,18,11,25,29,22,23,1,3,0,0,0,0
SN,AH_CS,-,5915,9,22,18,11,24,28,23,23,1,3,0,0,0,0
SN,AH_CS,-,5916,9,21,18,11,25,29,23,22,1,3,0,0,0,0
SN,AH_CS,-,5917,9,22,19,10,26,26,23,21,1,3,0,0,0,0
SN,AH_CS,-,5918,9,21,19,11,26,28,23,22,0,3,0,0,0,0
SN,AH_CS,-,5919,8,22,19,12,26,29,23,20,0,3,0,0,0,0
SN,AH_CS,-,5920,8,24,19,12,25,27,23,21,0,3,0,0,0,0
SN,AH_CS,-,5921,8,23,19,13,26,28,20,22,0,3,0,0,0,0
SN,AH_CS,-,5922,9,24,18,14,23,31,21,23,0,3,1,0,0,0
SN,AH_CS,-,5923,6,25,19,13,24,32,21,21,0,3,1,0,0,0
SN,AH_CS,-,5924,6,26,18,12,24,33,20,24,0,3,1,0,0,0
SN,AH_CS,-,5925,6,26,18,12,24,35,18,24,0,3,1,0,0,0
SN,AH_CS,-,5926,6,26,18,12,24,36,18,23,0,3,1,0,0,0
SN,AH_CS,-,5927,7,25,18,12,24,35,19,23,0,3,1,0,0,0
SN,AH_CS,-,5928,8,26,17,11,24,37,19,23,0,3,1,0,0,0
SN,AH_CS,-,5929,9,26,18,11,26,34,18,23,0,1,1,0,0,0
SN,AH_CS,-,5930,10,27,17,13,27,33,19,23,0,1,2,0,0,0
SN,AH_CS,-,5931,11,28,18,12,26,32,16,24,0,1,2,0,0,0
SN,AH_CS,-,5932,10,28,18,13,25,32,18,23,0,1,2,0,0,0
SN,AH_CS,-,5933,9,29,19,11,26,30,19,22,0,1,2,0,0,0
SN,AH_CS,-,5934,8,30,18,10,25,31,21,24,0,1,2,0,0,0
SN,AH_CS,-,5935,9,29,18,10,25,32,21,23,0,1,2,0,0,0
SN,AH_CS,-,5936,10,30,17,10,25,36,20,23,0,1,2,0,0,0
SN,AH_CS,-,5937,10,31,17,10,25,35,21,22,0,1,2,0,0,0
SN,AH_CS,-,5938,10,31,17,10,26,36,20,21,0,1,2,0,0,0
SN,AH_CS,-,5939,10,33,18,10,26,33,20,20,0,0,2,0,0,0
SN,AH_CS,-,5940,10,36,17,10,27,34,19,21,0,0,3,0,0,0
SN,AH_CS,-,5941,10,35,17,10,27,33,19,23,0,0,3,0,0,0
SN,AH_CS,-,5942,9,36,17,10,27,33,21,21,0,0,3,0,0,0
SN,AH_CS,-,5943,10,36,18,9,28,29,23,19,0,0,3,0,0,0
SN,AH_CS,-,5944,10,36,18,8,28,29,24,19,0,0,3,0,0,0
SN,AH_CS,-,5945,11,34,18,9,28,29,24,19,0,0,3,0,0,0
SN,AH_CS,-,5946,12,35,17,9,28,29,24,19,0,1,3,0,0,0
SN,AH_CS,-,5947,11,35,17,9,28,28,22,18,1,1,2,0,0,0
SN,AH_CS,-,5948,12,37,17,9,30,29,23,19,1,1,2,0,0,0
SN,AH_CS,-,5949,12,36,18,9,31,30,23,15,1,1,2,0,0,0
SN,AH_CS,-,5950,12,37,17,9,31,28,24,15,2,1,2,0,0,0
SN,AH_CS,-,5951,13,36,17,9,30,27,25,16,2,1,2,0,0,0
SN,AH_CS,-,5952,12,37,16,8,29,29,27,17,2,1,2,0,0,0
SN,AH_CS,-,5953,11,36,17,8,31,28,26,16,2,1,2,0,0,0
SN,AH_CS,-,5954,10,36,16,8,31,29,26,16,3,1,2,0,0,0
SN,AH_CS,-,5955,9,35,17,7,31,29,24,16,3,1,1,0,0,0
SN,AH_CS,-,5956,8,34,17,7,31,29,25,16,3,2,1,0,0,0
SN,AH_CS,-,5957,8,33,17,7,31,31,23,17,3,2,1,0,0,0
SN,AH_CS,-,5958,8,32,17,7,31,32,23,17,3,2,1,0,0,0
SN,AH_CS,-,5959,9,31,18,7,32,30,22,16,3,2,1,0,0,0
SN,AH_CS,-,5960,8,31,18,6,32,31,23,16,3,2,1,0,0,0
SN,AH_CS,-,5961,7,30,19,7,32,29,22,15,3,2,1,0,0,0
SN,AH_CS,-,5962,6,30,19,7,33,29,23,14,3,2,1,0,0,0
SN,AH_CS,-,5963,7,30,19,7,32,27,24,15,3,2,1,0,0,0
SN,AH_CS,-,5964,7,29,19,9,33,26,23,15,3,2,1,0,0,0
SN,AH_CS,-,5965,7,26,20,9,31,24,26,14,3,2,0,0,0,0
SN,AH_CS,-,5966,7,26,20,9,32,23,27,13,3,2,0,0,0,0
SN,AH_CS,-,5967,8,25,20,9,32,24,25,14,3,2,0,0,0,0
SN,AH_CS,-,5968,7,27,20,9,31,24,24,15,3,2,0,0,0,0
SN,AH_CS,-,5969,7,28,20,9,32,23,23,15,3,2,0,0,0,0
SN,AH_CS,-,5970,6,30,20,8,33,24,22,14,3,2,0,0,0,0
SN,AH_CS,-,5971,5,28,20,7,34,25,23,13,4,1,0,0,0,0
SN,AH_CS,-,5972,5,29,20,8,36,25,23,14,3,1,1,0,0,0
SN,AH_CS,-,5973,4,28,20,8,34,23,21,14,3,1,1,0,0,0
SN,AH_CS,-,5974,6,29,20,8,34,24,23,16,3,1,1,0,0,0
SN,AH_CS,-,5975,6,28,21,8,35,24,23,16,2,1,1,0,0,0
SN,AH_CS,-,5976,6,29,20,8,35,26,23,15,2,2,1,0,0,0
SN,AH_CS,-,5977,6,29,21,9,36,25,20,14,2,2,1,0,0,0
SN,AH_CS,-,5978,6,28,21,9,34,26,21,15,2,2,1,0,0,0
SN,AH_CS,-,5979,7,26,22,9,34,26,21,16,1,2,1,0,0,0
SN,AH_CS,-,5980,7,27,22,8,34,27,21,15,1,2,1,0,0,0
SN,AH_CS,-,5981,8,28,22,9,34,27,21,13,1,1,1,0,0,0
SN,AH_CS,-,5982,8,30,22,8,34,25,23,12,1,1,1,0,0,0
SN,AH_CS,-,5983,8,30,22,8,34,25,23,12,1,1,1,0,0,0
SN,AH_CS,-,5984,7,30,22,9,34,25,23,12,1,1,1,0,0,0
SN,AH_CS,-,5985,8,30,22,9,34,23,22,14,1,1,1,0,0,0
SN,AH_CS,-,5986,9,31,21,8,33,23,23,16,1,1,1,0,0,0
SN,AH_CS,-,5987,9,31,20,8,32,26,21,16,2,1,1,0,0,0
SN,AH_CS,-,5988,8,32,20,8,32,27,21,15,2,1,1,0,0,0
SN,AH_CS,-,5989,8,31,20,6,31,30,21,16,2,1,1,0,0,0
SN,AH_CS,-,5990,8,32,20,7,32,29,18,17,2,1,1,0,0,0
SN,AH_CS,-,5991,8,33,20,7,31,30,17,17,2,1,1,0,0,0
SN,AH_CS,-,5992,7,34,20,7,30,31,18,16,2,1,1,0,0,0
SN,AH_CS,-,5993,7,32,20,7,31,32,19,15,2,1,1,0,0,0
SN,AH_CS,-,5994,7,32,19,7,29,35,20,16,2,1,1,0,0,0
SN,AH_CS,-,5995,7,31,18,7,28,35,20,18,3,1,1,0,0,0
SN,AH_CS,-,5996,7,33,19,7,28,34,19,18,2,1,1,0,0,0
SN,AH_CS,-,5997,7,32,20,6,26,33,19,18,2,1,0,0,0,0
SN,AH_CS,-,5998,7,31,20,5,26,35,19,18,2,1,0,0,0,0
SN,AH_CS,-,5999,5,30,20,5,25,33,18,17,2,1,0,0,0,0
SN,AH_CS,-,6000,5,30,20,6,24,34,17,17,2,1,0,0,0,0
SN,AH_CS,-,6001,4,29,21,6,26,32,17,17,2,0,0,0,0,0
SN,AH_CS,-,6002,4,29,21,6,26,32,17,17,2,0,0,0,0,0
SN,AH_CS,-,6003,4,31,21,7,26,31,16,16,2,0,0,0,0,0
SN,AH_CS,-,6004,3,33,21,7,25,31,17,15,2,0,0,0,0,0
SN,AH_CS,-,6005,3,32,21,8,25,30,17,16,2,0,0,0,0,0
SN,AH_CS,-,6006,2,31,20,7,25,31,18,17,3,0,0,0,0,0
SN,AH_CS,-,6007,2,31,20,7,25,31,16,19,3,0,0,0,0,0
SN,AH_CS,-,6008,3,31,20,7,27,30,14,19,3,0,0,0,0,0
SN,AH_CS,-,6009,3,32,20,6,27,30,14,19,3,0,0,0,0,0
SN,AH_CS,-,6010,3,32,20,6,27,32,14,17,3,0,0,0,0,0
SN,AH_CS,-,6011,2,32,21,7,28,32,13,14,3,0,0,0,0,0
SN,AH_CS,-,6012,2,32,21,8,28,30,16,16,2,1,1,0,0,0
SN,AH_CS,-,6013,2,30,21,8,28,30,18,16,2,1,1,0,0,0
SN,AH_CS,-,6014,3,31,21,8,28,27,18,17,2,1,1,0,0,0
SN,AH_CS,-,6015,3,29,21,7,29,29,19,16,2,1,1,0,0,0
SN,AH_CS,-,6016,3,28,21,9,30,29,18,15,2,1,1,0,0,0
SN,AH_CS,-,6017,3,29,21,9,31,27,18,15,2,1,1,0,0,0
SN,AH_CS,-,6018,4,31,20,9,29,28,17,17,2,1,1,0,0,0
SN,AH_CS,-,6019,4,29,21,9,29,24,20,17,2,1,1,0,0,0
SN,AH_CS,-,6020,4,29,22,9,30,23,22,15,1,1,1,0,0,0
SN,AH_CS,-,6021,4,28,22,9,29,23,23,16,1,1,1,0,0,0
SN,AH_CS,-,6022,4,28,22,8,29,24,23,16,1,1,1,0,0,0
SN,AH_CS,-,6023,4,29,22,9,29,22,23,16,1,1,1,0,0,0
SN,AH_CS,-,6024,4,30,22,9,29,22,23,15,1,1,1,0,0,0
SN,AH_CS,-,6025,5,29,22,9,29,22,23,15,1,1,1,0,0,0
SN,AH_CS,-,6026,5,30,22,9,28,24,21,15,1,1,1,0,0,0
SN,AH_CS,-,6027,5,29,22,8,28,23,23,16,1,1,1,0,0,0
SN,AH_CS,-,6028,6,27,22,7,28,23,24,17,1,1,1,0,0,0
SN,AH_CS,-,6029,6,28,22,7,28,22,24,17,1,1,1,0,0,0
SN,AH_CS,-,6030,6,28,22,6,28,22,25,17,1,1,1,0,0,0
SN,AH_CS,-,6031,6,31,23,6,28,22,23,16,0,1,1,0,0,0
SN,AH_CS,-,6032,7,30,23,6,28,23,23,15,0,1,1,0,0,0
SN,AH_CS,-,6033,6,29,23,6,26,24,24,17,0,1,1,0,0,0
SN,AH_CS,-,6034,6,28,23,6,27,24,25,16,0,1,1,0,0,0
SN,AH_CS,-,6035,5,27,23,6,28,24,26,16,0,1,1,0,0,0
SN,AH_CS,-,6036,5,27,23,6,28,23,26,17,0,1,1,0,0,0
SN,AH_CS,-,6037,6,26,24,5,29,22,24,16,0,0,0,0,0,0
SN,AH_CS,-,6038,7,27,23,5,30,22,23,17,0,0,0,0,0,0
SN,AH_CS,-,6039,6,27,23,5,30,23,23,17,0,0,0,0,0,0
SN,AH_CS,-,6040,7,27,23,7,30,21,22,17,0,0,0,0,0,0
SN,AH_CS,-,6041,7,28,22,6,29,20,23,18,1,0,0,0,0,0
SN,AH_CS,-,6042,8,27,21,7,28,22,23,18,1,1,0,0,0,0
SN,AH_CS,-,6043,7,25,22,8,29,21,23,17,1,1,0,0,0,0
SN,AH_CS,-,6044,8,25,21,9,30,24,19,18,1,1,0,0,0,0
SN,AH_CS,-,6045,8,26,21,9,30,25,17,18,1,1,0,0,0,0
SN,AH_CS,-,6046,8,27,21,9,30,26,16,17,1,1,0,0,0,0
SN,AH_CS,-,6047,8,27,21,9,30,25,17,17,1,1,0,0,0,0
SN,AH_CS,-,6048,8,26,21,8,31,26,17,17,1,1,0,0,0,0
SN,AH_CS,-,6049,9,24,21,8,33,25,17,17,1,1,0,0,0,0
SN,AH_CS,-,6050,8,26,21,7,33,25,17,17,1,1,0,0,0,0
SN,AH_CS,-,6051,8,26,21,8,32,23,18,18,1,1,0,0,0,0
SN,AH_CS,-,6052,8,26,21,8,32,23,18,18,1,1,0,0,0,0
SN,AH_CS,-,6053,7,27,21,8,32,22,19,18,1,1,0,0,0,0
SN,AH_CS,-,6054,8,26,20,8,32,23,21,20,1,1,1,0,0,0
SN,AH_CS,-,6055,9,26,20,8,32,24,20,19,1,1,1,0,0,0
SN,AH_CS,-,6056,9,24,20,9,32,24,21,19,1,1,1,0,0,0
SN,AH_CS,-,6057,8,23,20,10,32,23,23,19,1,1,1,0,0,0
SN,AH_CS,-,6058,9,23,20,10,32,23,23,18,1,1,1,0,0,0
SN,AH_CS,-,6059,9,25,20,10,32,23,21,18,1,1,1,0,0,0
SN,AH_CS,-,6060,9,26,20,10,32,22,21,18,1,1,1,0,0,0
SN,AH_CS,-,6061,9,26,20,9,32,24,21,17,1,1,1,0,0,0
SN,AH_CS,-,6062,9,26,20,9,31,25,20,17,1,2,1,0,0,0
SN,AH_CS,-,6063,8,27,21,9,31,25,18,16,1,2,1,0,0,0
SN,AH_CS,-,6064,10,27,21,9,31,25,18,14,1,2,1,0,0,0
SN,AH_CS,-,6065,9,29,21,7,30,26,19,14,1,2,1,0,0,0
SN,AH_CS,-,6066,9,29,22,7,30,27,18,14,0,2,1,0,0,0
SN,AH_CS,-,6067,8,29,23,6,31,25,19,14,0,1,1,0,0,0
SN,AH_CS,-,6068,8,31,23,5,30,25,19,14,0,1,1,0,0,0
SN,AH_CS,-,6069,7,32,24,5,31,22,20,12,0,1,1,0,0,0
SN,AH_CS,-,6070,7,31,23,5,30,22,20,14,1,1,1,0,0,0
SN,AH_CS,-,6071,7,30,23,5,30,22,21,14,1,1,1,0,0,0
SN,AH_CS,-,6072,7,30,23,6,30,23,20,13,1,1,1,0,0,0
