Text_Type,Book,Chapter,Window,GLL,GGL,LG,GGG,LGL,LLL,GLG,L,G,LGG,LLG,LL,GG,GL
SN,AS-CS,-,1,6,16,1,30,33,1,25,2,22,4,8,0,0,0
SN,AS-CS,-,2,7,16,1,30,34,0,26,2,22,3,8,0,0,0
SN,AS-CS,-,3,8,16,0,31,35,0,24,2,23,4,7,0,0,0
SN,AS-CS,-,4,8,15,0,29,35,0,24,2,23,5,9,0,0,0
SN,AS-CS,-,5,8,15,0,28,35,0,26,2,23,5,8,0,0,0
SN,AS-CS,-,6,8,16,0,26,35,0,25,3,22,6,9,0,0,0
SN,AS-CS,-,7,8,17,0,26,35,0,24,4,21,5,10,0,0,0
SN,AS-CS,-,8,8,17,0,24,35,0,24,3,22,6,11,0,0,0
SN,AS-CS,-,9,8,16,0,24,35,0,24,3,22,7,11,0,0,0
SN,AS-CS,-,10,8,16,0,24,35,0,24,3,22,7,11,0,0,0
SN,AS-CS,-,11,8,17,0,25,34,0,23,3,22,6,12,0,0,0
SN,AS-CS,-,12,9,16,0,24,34,0,23,3,22,7,12,0,0,0
SN,AS-CS,-,13,9,17,0,24,35,0,22,3,22,7,11,0,0,0
SN,AS-CS,-,14,8,17,0,23,35,0,22,3,22,8,12,0,0,0
SN,AS-CS,-,15,9,16,0,24,35,0,21,4,21,8,12,0,0,0
SN,AS-CS,-,16,8,15,0,26,35,0,22,5,20,7,12,0,0,0
SN,AS-CS,-,17,8,16,0,28,33,0,21,5,20,7,12,0,0,0
SN,AS-CS,-,18,8,16,0,27,33,0,21,5,20,7,13,0,0,0
SN,AS-CS,-,19,7,18,0,27,32,0,20,5,20,9,12,0,0,0
SN,AS-CS,-,20,7,18,0,27,30,0,22,5,20,9,12,0,0,0
SN,AS-CS,-,21,7,19,0,26,29,0,23,4,21,10,11,0,0,0
SN,AS-CS,-,22,8,17,0,25,29,0,25,4,21,10,11,0,0,0
SN,AS-CS,-,23,8,17,0,24,28,0,26,4,21,11,11,0,0,0
SN,AS-CS,-,24,7,17,0,25,28,0,26,4,21,11,11,0,0,0
SN,AS-CS,-,25,8,17,0,24,28,0,26,4,21,11,11,0,0,0
SN,AS-CS,-,26,7,17,0,24,27,0,27,4,21,11,12,0,0,0
SN,AS-CS,-,27,6,17,0,24,27,0,25,4,21,13,13,0,0,0
SN,AS-CS,-,28,5,18,0,23,27,0,26,4,21,12,14,0,0,0
SN,AS-CS,-,29,6,19,0,23,27,0,27,4,21,11,12,0,0,0
SN,AS-CS,-,30,6,20,0,23,27,0,25,4,21,11,13,0,0,0
SN,AS-CS,-,31,6,18,0,25,27,0,26,3,22,10,13,0,0,0
SN,AS-CS,-,32,6,18,0,25,27,0,27,2,23,10,12,0,0,0
SN,AS-CS,-,33,7,19,0,27,27,0,26,3,22,9,10,0,0,0
SN,AS-CS,-,34,7,19,0,27,27,0,25,3,22,9,11,0,0,0
SN,AS-CS,-,35,7,20,0,25,28,0,25,3,22,9,11,0,0,0
SN,AS-CS,-,36,7,21,0,24,29,0,25,3,22,9,10,0,0,0
SN,AS-CS,-,37,6,21,0,24,31,0,25,3,22,8,10,0,0,0
SN,AS-CS,-,38,6,21,0,24,30,0,26,3,22,8,10,0,0,0
SN,AS-CS,-,39,6,22,0,25,30,0,25,3,22,7,10,0,0,0
SN,AS-CS,-,40,5,21,0,24,31,0,27,2,23,7,10,0,0,0
SN,AS-CS,-,41,5,22,0,23,31,0,27,1,24,7,10,0,0,0
SN,AS-CS,-,42,5,22,0,22,31,0,28,1,24,7,10,0,0,0
SN,AS-CS,-,43,6,23,0,20,32,0,28,1,24,7,9,0,0,0
SN,AS-CS,-,44,6,23,0,20,33,0,28,1,24,6,9,0,0,0
SN,AS-CS,-,45,6,23,0,19,33,0,27,1,24,8,9,0,0,0
SN,AS-CS,-,46,7,22,0,19,33,0,27,1,24,7,10,0,0,0
SN,AS-CS,-,47,7,24,0,19,33,1,24,2,23,7,10,0,0,0
SN,AS-CS,-,48,7,24,0,19,32,1,24,2,23,8,10,0,0,0
SN,AS-CS,-,49,8,25,0,19,32,1,22,2,23,8,10,0,0,0
SN,AS-CS,-,50,7,24,0,20,33,1,21,2,23,9,10,0,0,0
SN,AS-CS,-,51,7,24,0,21,33,1,20,2,23,9,10,0,0,0
SN,AS-CS,-,52,8,24,0,21,33,1,21,3,22,8,9,0,0,0
SN,AS-CS,-,53,8,25,0,22,33,1,20,3,22,8,8,0,0,0
SN,AS-CS,-,54,7,26,0,21,33,1,20,3,22,9,8,0,0,0
SN,AS-CS,-,55,7,26,0,22,33,1,20,4,21,9,7,0,0,0
SN,AS-CS,-,56,7,27,0,21,33,1,20,4,21,9,7,0,0,0
SN,AS-CS,-,57,8,27,0,20,33,1,18,4,21,10,8,0,0,0
SN,AS-CS,-,58,8,26,0,19,33,1,18,3,22,12,8,0,0,0
SN,AS-CS,-,59,9,26,0,18,35,1,18,3,22,11,7,0,0,0
SN,AS-CS,-,60,9,24,0,20,34,1,18,3,22,12,7,0,0,0
SN,AS-CS,-,61,9,23,0,20,33,1,18,3,22,12,9,0,0,0
SN,AS-CS,-,62,9,24,0,20,31,1,18,3,22,12,10,0,0,0
SN,AS-CS,-,63,9,23,0,19,31,1,19,3,22,14,9,0,0,0
SN,AS-CS,-,64,9,22,0,18,32,1,20,3,22,15,8,0,0,0
SN,AS-CS,-,65,9,24,0,19,31,1,18,3,22,15,8,0,0,0
SN,AS-CS,-,66,10,23,0,19,31,1,17,3,22,15,9,0,0,0
SN,AS-CS,-,67,10,24,0,18,32,1,16,3,22,15,9,0,0,0
SN,AS-CS,-,68,9,23,0,19,31,1,16,4,21,15,11,0,0,0
SN,AS-CS,-,69,9,22,0,20,30,1,18,4,21,14,11,0,0,0
SN,AS-CS,-,70,9,22,0,21,31,1,18,4,21,12,11,0,0,0
SN,AS-CS,-,71,8,23,0,22,31,1,17,5,20,12,11,0,0,0
SN,AS-CS,-,72,7,21,0,23,31,0,19,4,21,13,11,0,0,0
SN,AS-CS,-,73,6,21,0,24,31,0,20,5,20,12,11,0,0,0
SN,AS-CS,-,74,5,20,0,23,31,0,21,5,20,13,12,0,0,0
SN,AS-CS,-,75,6,21,0,23,30,0,21,6,19,13,11,0,0,0
SN,AS-CS,-,76,7,20,0,23,31,0,21,6,19,13,10,0,0,0
SN,AS-CS,-,77,7,21,0,22,32,0,21,5,20,12,10,0,0,0
SN,AS-CS,-,78,7,18,0,23,32,0,23,5,20,12,10,0,0,0
SN,AS-CS,-,79,7,16,0,26,32,0,22,5,20,11,11,0,0,0
SN,AS-CS,-,80,8,15,0,25,32,0,22,4,21,12,11,0,0,0
SN,AS-CS,-,81,8,15,0,25,32,0,21,4,21,13,11,0,0,0
SN,AS-CS,-,82,7,14,0,26,32,0,22,4,21,13,11,0,0,0
SN,AS-CS,-,83,6,15,0,25,33,0,23,4,21,11,12,0,0,0
SN,AS-CS,-,84,6,16,0,24,31,0,23,4,21,12,13,0,0,0
SN,AS-CS,-,85,6,16,0,23,32,0,23,4,21,12,13,0,0,0
SN,AS-CS,-,86,7,15,0,23,32,0,24,4,21,12,12,0,0,0
SN,AS-CS,-,87,7,15,0,22,32,0,25,4,21,13,11,0,0,0
SN,AS-CS,-,88,8,16,0,22,33,0,23,4,21,12,11,0,0,0
SN,AS-CS,-,89,8,16,0,23,33,0,22,4,21,12,11,0,0,0
SN,AS-CS,-,90,9,14,0,23,33,0,21,4,21,12,13,0,0,0
SN,AS-CS,-,91,8,14,0,22,33,0,24,4,21,12,12,0,0,0
SN,AS-CS,-,92,9,12,0,22,32,0,25,4,21,12,13,0,0,0
SN,AS-CS,-,93,10,12,0,21,33,0,26,3,22,12,11,0,0,0
SN,AS-CS,-,94,11,11,0,21,33,0,25,3,22,13,11,0,0,0
SN,AS-CS,-,95,11,11,0,21,33,0,24,3,22,14,11,0,0,0
SN,AS-CS,-,96,12,10,0,19,34,0,24,2,23,16,10,0,0,0
SN,AS-CS,-,97,12,11,0,19,34,0,24,2,23,15,10,0,0,0
SN,AS-CS,-,98,12,12,0,20,34,0,23,1,24,14,10,0,0,0
SN,AS-CS,-,99,12,11,0,20,34,0,23,1,24,15,10,0,0,0
SN,AS-CS,-,100,11,11,0,20,34,0,24,0,25,14,11,0,0,0
SN,AS-CS,-,101,10,12,0,19,33,0,25,0,25,15,11,0,0,0
SN,AS-CS,-,102,10,11,0,20,32,0,26,0,25,15,11,0,0,0
SN,AS-CS,-,103,10,11,0,20,32,0,26,0,25,15,11,0,0,0
SN,AS-CS,-,104,11,11,0,17,32,0,29,0,25,15,10,0,0,0
SN,AS-CS,-,105,10,13,0,16,32,0,29,0,25,14,11,0,0,0
SN,AS-CS,-,106,10,13,0,16,32,0,30,0,25,14,10,0,0,0
SN,AS-CS,-,107,10,13,0,15,33,0,31,0,25,13,10,0,0,0
SN,AS-CS,-,108,10,13,0,16,32,0,31,0,25,13,10,0,0,0
SN,AS-CS,-,109,9,15,0,16,32,0,32,0,25,12,9,0,0,0
SN,AS-CS,-,110,9,15,0,16,31,0,33,0,25,12,9,0,0,0
SN,AS-CS,-,111,8,17,0,16,31,0,33,0,25,12,8,0,0,0
SN,AS-CS,-,112,8,17,0,16,33,0,31,0,25,12,8,0,0,0
SN,AS-CS,-,113,8,16,0,16,32,0,31,0,25,14,8,0,0,0
SN,AS-CS,-,114,8,17,0,15,31,0,32,0,25,14,8,0,0,0
SN,AS-CS,-,115,7,18,0,15,31,0,32,0,25,15,7,0,0,0
SN,AS-CS,-,116,7,19,0,16,31,0,29,0,25,15,8,0,0,0
SN,AS-CS,-,117,6,19,0,18,31,0,27,0,25,16,8,0,0,0
SN,AS-CS,-,118,5,19,0,19,30,0,27,0,25,17,8,0,0,0
SN,AS-CS,-,119,4,20,0,18,31,0,27,0,25,16,9,0,0,0
SN,AS-CS,-,120,5,19,0,17,31,0,28,0,25,16,9,0,0,0
SN,AS-CS,-,121,5,21,0,17,30,0,28,0,25,14,10,0,0,0
SN,AS-CS,-,122,5,21,0,18,30,0,26,0,25,14,11,0,0,0
SN,AS-CS,-,123,6,20,0,16,30,0,26,0,25,16,11,0,0,0
SN,AS-CS,-,124,6,20,0,17,30,0,25,0,25,16,11,0,0,0
SN,AS-CS,-,125,7,19,0,17,30,0,25,0,25,17,10,0,0,0
SN,AS-CS,-,126,7,20,0,17,30,0,24,0,25,17,10,0,0,0
SN,AS-CS,-,127,8,20,0,16,30,0,22,0,25,17,12,0,0,0
SN,AS-CS,-,128,8,20,0,14,31,0,21,0,25,18,13,0,0,0
SN,AS-CS,-,129,7,21,0,16,31,0,19,0,25,18,13,0,0,0
SN,AS-CS,-,130,7,19,0,17,33,0,18,0,25,18,13,0,0,0
SN,AS-CS,-,131,7,18,0,17,33,0,19,0,25,17,14,0,0,0
SN,AS-CS,-,132,8,18,0,18,32,0,17,0,25,18,14,0,0,0
SN,AS-CS,-,133,8,17,0,19,32,0,17,0,25,18,14,0,0,0
SN,AS-CS,-,134,8,15,0,20,32,0,18,0,25,18,14,0,0,0
SN,AS-CS,-,135,8,17,0,19,32,0,16,0,25,18,15,0,0,0
SN,AS-CS,-,136,8,17,0,18,32,0,15,0,25,19,16,0,0,0
SN,AS-CS,-,137,8,16,0,21,30,0,16,0,25,18,16,0,0,0
SN,AS-CS,-,138,7,18,0,23,30,0,16,0,25,15,16,0,0,0
SN,AS-CS,-,139,8,18,0,23,30,0,14,0,25,15,17,0,0,0
SN,AS-CS,-,140,8,18,0,22,31,0,15,0,25,15,16,0,0,0
SN,AS-CS,-,141,9,16,0,21,32,0,17,0,25,15,15,0,0,0
SN,AS-CS,-,142,10,17,0,21,32,0,17,0,25,14,14,0,0,0
SN,AS-CS,-,143,11,19,0,20,32,0,15,0,25,13,15,0,0,0
SN,AS-CS,-,144,11,18,0,21,32,0,16,0,25,13,14,0,0,0
SN,AS-CS,-,145,11,18,0,22,31,0,17,1,24,12,14,0,0,0
SN,AS-CS,-,146,10,17,0,23,31,0,18,1,24,12,14,0,0,0
SN,AS-CS,-,147,10,16,0,23,31,0,20,1,24,12,13,0,0,0
SN,AS-CS,-,148,9,16,0,25,31,0,19,1,24,11,14,0,0,0
SN,AS-CS,-,149,9,16,0,25,32,0,21,1,24,9,13,0,0,0
SN,AS-CS,-,150,8,17,0,26,32,0,21,1,24,8,13,0,0,0
SN,AS-CS,-,151,8,16,0,26,33,0,21,1,24,7,14,0,0,0
SN,AS-CS,-,152,6,16,0,26,33,0,23,1,24,8,13,0,0,0
SN,AS-CS,-,153,6,18,0,27,32,0,22,2,23,7,13,0,0,0
SN,AS-CS,-,154,6,19,0,26,32,0,21,2,23,8,13,0,0,0
SN,AS-CS,-,155,6,20,0,26,30,0,22,2,23,9,12,0,0,0
SN,AS-CS,-,156,6,21,0,25,29,0,21,2,23,11,12,0,0,0
SN,AS-CS,-,157,6,21,0,24,29,0,21,2,23,12,12,0,0,0
SN,AS-CS,-,158,6,21,0,24,29,0,22,2,23,12,11,0,0,0
SN,AS-CS,-,159,7,20,0,23,29,0,21,2,23,14,11,0,0,0
SN,AS-CS,-,160,7,18,0,23,30,0,22,2,23,13,12,0,0,0
SN,AS-CS,-,161,7,16,0,24,31,0,24,2,23,12,11,0,0,0
SN,AS-CS,-,162,7,17,0,21,33,0,24,2,23,12,11,0,0,0
SN,AS-CS,-,163,7,16,0,21,33,0,24,2,23,12,12,0,0,0
SN,AS-CS,-,164,6,15,0,24,33,0,24,2,23,11,12,0,0,0
SN,AS-CS,-,165,7,14,0,25,32,0,24,2,23,10,13,0,0,0
SN,AS-CS,-,166,6,15,0,26,31,0,24,2,23,10,13,0,0,0
SN,AS-CS,-,167,5,14,0,26,31,0,25,2,23,11,13,0,0,0
SN,AS-CS,-,168,4,12,0,27,32,0,26,2,23,12,12,0,0,0
SN,AS-CS,-,169,4,14,0,27,31,0,24,2,23,13,12,0,0,0
SN,AS-CS,-,170,3,15,0,27,31,0,23,2,23,14,12,0,0,0
SN,AS-CS,-,171,3,16,0,26,31,0,23,2,23,14,12,0,0,0
SN,AS-CS,-,172,3,17,0,25,31,0,22,2,23,14,13,0,0,0
SN,AS-CS,-,173,3,18,0,24,31,0,23,3,22,14,12,0,0,0
SN,AS-CS,-,174,3,21,0,23,30,0,21,3,22,14,13,0,0,0
SN,AS-CS,-,175,3,22,0,22,30,0,21,3,22,14,13,0,0,0
SN,AS-CS,-,176,4,23,0,21,29,1,21,3,22,14,12,0,0,0
SN,AS-CS,-,177,5,23,0,23,29,1,19,3,22,13,12,0,0,0
SN,AS-CS,-,178,5,21,0,24,29,1,20,2,23,14,11,0,0,0
SN,AS-CS,-,179,5,22,0,23,30,1,20,2,23,13,11,0,0,0
SN,AS-CS,-,180,5,22,0,23,30,1,21,2,23,12,11,0,0,0
SN,AS-CS,-,181,6,21,0,24,32,1,21,2,23,10,10,0,0,0
SN,AS-CS,-,182,5,22,0,26,32,1,21,2,23,8,10,0,0,0
SN,AS-CS,-,183,5,22,0,24,33,1,21,2,23,8,11,0,0,0
SN,AS-CS,-,184,6,23,0,24,33,2,20,2,23,6,11,0,0,0
SN,AS-CS,-,185,6,24,0,25,33,2,19,2,23,6,10,0,0,0
SN,AS-CS,-,186,7,25,0,25,32,2,18,2,23,6,10,0,0,0
SN,AS-CS,-,187,7,24,0,26,31,2,19,2,23,6,10,0,0,0
SN,AS-CS,-,188,7,23,0,25,32,2,20,2,23,7,9,0,0,0
SN,AS-CS,-,189,7,23,0,23,33,2,22,3,22,7,8,0,0,0
SN,AS-CS,-,190,6,25,0,22,33,2,21,3,22,8,8,0,0,0
SN,AS-CS,-,191,6,25,0,21,33,2,20,3,22,9,9,0,0,0
SN,AS-CS,-,192,7,26,0,19,34,2,20,3,22,8,9,0,0,0
SN,AS-CS,-,193,7,26,0,20,33,2,20,3,22,8,9,0,0,0
SN,AS-CS,-,194,7,26,0,19,34,2,20,3,22,8,9,0,0,0
SN,AS-CS,-,195,7,27,0,18,34,2,20,2,23,8,9,0,0,0
SN,AS-CS,-,196,7,26,0,18,34,2,22,2,23,8,8,0,0,0
SN,AS-CS,-,197,7,26,0,18,34,2,22,3,22,8,8,0,0,0
SN,AS-CS,-,198,7,27,0,17,35,2,21,2,23,7,9,0,0,0
SN,AS-CS,-,199,7,24,0,18,36,2,22,2,23,8,8,0,0,0
SN,AS-CS,-,200,7,23,0,19,36,2,21,2,23,9,8,0,0,0
SN,AS-CS,-,201,6,21,0,19,36,1,21,2,23,10,8,0,0,0
SN,AS-CS,-,202,5,21,0,18,36,1,21,2,23,10,7,0,0,0
SN,AS-CS,-,203,5,22,0,17,35,1,20,2,22,11,8,0,0,0
SN,AS-CS,-,204,5,20,1,17,33,1,22,2,21,11,9,0,0,0
SN,AS-CS,-,205,5,20,1,17,33,1,21,2,21,11,10,0,0,0
SN,AS-CS,-,206,4,22,1,16,32,1,20,3,20,13,10,0,0,0
SN,AS-CS,-,207,6,21,1,14,32,1,21,3,20,13,10,0,0,0
SN,AS-CS,-,208,6,23,1,14,31,1,19,3,20,14,10,0,0,0
SN,AS-CS,-,209,4,22,1,16,31,0,20,3,20,14,11,0,0,0
SN,AS-CS,-,210,5,21,1,16,30,0,21,3,20,14,11,0,0,0
SN,AS-CS,-,211,4,22,1,15,30,0,21,3,20,14,12,0,0,0
SN,AS-CS,-,212,4,23,1,15,29,0,20,3,20,14,13,0,0,0
SN,AS-CS,-,213,4,23,1,16,28,0,20,3,20,14,13,0,0,0
SN,AS-CS,-,214,4,25,1,16,27,0,18,2,21,15,13,0,0,0
SN,AS-CS,-,215,4,24,1,16,28,0,18,2,21,14,14,0,0,0
SN,AS-CS,-,216,4,24,1,16,29,0,17,2,21,13,15,0,0,0
SN,AS-CS,-,217,3,24,1,16,29,0,16,2,21,15,15,0,0,0
SN,AS-CS,-,218,4,25,1,14,30,0,15,2,21,15,15,0,0,0
SN,AS-CS,-,219,4,23,1,16,29,0,15,2,21,15,16,0,0,0
SN,AS-CS,-,220,4,22,1,17,29,0,16,2,21,14,16,0,0,0
SN,AS-CS,-,221,4,22,1,18,29,0,13,2,21,14,18,0,0,0
SN,AS-CS,-,222,4,23,1,17,29,0,12,1,22,16,17,0,0,0
SN,AS-CS,-,223,5,21,1,19,29,0,12,1,22,16,16,0,0,0
SN,AS-CS,-,224,5,21,1,19,28,0,13,1,22,16,16,0,0,0
SN,AS-CS,-,225,5,20,1,18,29,0,14,1,22,16,16,0,0,0
SN,AS-CS,-,226,5,20,1,19,29,0,16,1,22,16,16,0,0,0
SN,AS-CS,-,227,6,20,1,20,29,0,17,1,22,16,16,0,0,0
SN,AS-CS,-,228,7,19,1,20,30,0,17,1,23,15,16,0,0,0
SN,AS-CS,-,229,7,18,0,21,31,0,16,1,24,15,17,0,0,0
SN,AS-CS,-,230,7,18,0,20,34,0,15,1,24,15,16,0,0,0
SN,AS-CS,-,231,7,16,0,22,34,0,15,0,25,13,18,0,0,0
SN,AS-CS,-,232,6,16,0,23,34,0,15,0,25,13,18,0,0,0
SN,AS-CS,-,233,7,14,0,23,34,0,16,0,25,13,18,0,0,0
SN,AS-CS,-,234,7,14,0,22,35,0,16,0,25,14,17,0,0,0
SN,AS-CS,-,235,6,15,0,21,35,0,16,0,25,15,17,0,0,0
SN,AS-CS,-,236,7,13,0,21,35,0,16,0,25,17,16,0,0,0
SN,AS-CS,-,237,7,12,0,21,37,0,16,0,25,17,15,0,0,0
SN,AS-CS,-,238,7,13,0,20,37,0,15,0,25,16,17,0,0,0
SN,AS-CS,-,239,7,11,0,21,38,0,16,0,25,15,17,0,0,0
SN,AS-CS,-,240,7,10,0,23,37,0,17,0,25,15,16,0,0,0
SN,AS-CS,-,241,7,11,0,23,37,0,18,0,25,15,14,0,0,0
SN,AS-CS,-,242,7,12,0,24,36,0,18,0,25,13,15,0,0,0
SN,AS-CS,-,243,6,11,0,26,35,0,19,0,25,12,16,0,0,0
SN,AS-CS,-,244,6,12,0,26,35,0,20,0,25,11,15,0,0,0
SN,AS-CS,-,245,7,11,0,26,35,0,19,0,25,11,16,0,0,0
SN,AS-CS,-,246,7,11,0,25,36,0,20,0,25,11,15,0,0,0
SN,AS-CS,-,247,7,9,0,25,37,0,23,0,25,9,15,0,0,0
SN,AS-CS,-,248,6,10,0,25,36,0,24,0,24,10,15,0,0,0
SN,AS-CS,-,249,7,10,0,25,36,0,22,0,24,10,16,0,0,0
SN,AS-CS,-,250,7,11,0,24,35,0,21,1,23,11,17,0,0,0
SN,AS-CS,-,251,7,11,0,25,35,0,21,1,23,10,17,0,0,0
SN,AS-CS,-,252,7,12,0,23,36,0,21,1,23,10,17,0,0,0
SN,AS-CS,-,253,6,14,0,22,38,0,21,1,23,9,16,0,0,0
SN,AS-CS,-,254,6,14,0,21,38,0,21,1,23,10,16,0,0,0
SN,AS-CS,-,255,6,15,0,22,35,0,21,1,23,11,16,0,0,0
SN,AS-CS,-,256,7,15,0,21,36,0,22,1,23,11,14,0,0,0
SN,AS-CS,-,257,7,15,0,21,37,0,21,1,23,12,13,0,0,0
SN,AS-CS,-,258,7,15,0,22,37,0,21,1,23,12,12,0,0,0
SN,AS-CS,-,259,7,17,0,21,36,0,20,1,23,12,13,0,0,0
SN,AS-CS,-,260,7,18,0,21,37,0,19,1,23,12,12,0,0,0
SN,AS-CS,-,261,6,18,0,22,37,0,20,1,23,11,12,0,0,0
SN,AS-CS,-,262,6,21,0,21,35,0,19,1,23,11,13,0,0,0
SN,AS-CS,-,263,6,22,0,20,35,0,20,1,23,11,12,0,0,0
SN,AS-CS,-,264,6,22,0,20,34,0,19,1,23,11,14,0,0,0
SN,AS-CS,-,265,6,22,0,21,34,0,19,1,23,11,13,0,0,0
SN,AS-CS,-,266,6,21,0,21,33,0,18,1,23,12,15,0,0,0
SN,AS-CS,-,267,7,19,0,22,33,0,18,1,23,12,15,0,0,0
SN,AS-CS,-,268,7,21,0,21,34,0,17,1,23,12,14,0,0,0
SN,AS-CS,-,269,7,22,0,20,34,0,16,1,23,13,14,0,0,0
SN,AS-CS,-,270,6,23,0,19,35,0,16,1,23,13,14,0,0,0
SN,AS-CS,-,271,6,22,0,20,34,0,15,1,23,14,15,0,0,0
SN,AS-CS,-,272,6,23,0,21,34,0,13,1,23,14,15,0,0,0
SN,AS-CS,-,273,6,22,0,20,34,0,13,1,24,15,15,0,0,0
SN,AS-CS,-,274,6,23,0,19,34,0,14,1,24,14,15,0,0,0
SN,AS-CS,-,275,6,23,0,20,34,0,15,0,25,12,15,0,0,0
SN,AS-CS,-,276,6,23,0,19,35,0,14,0,25,13,15,0,0,0
SN,AS-CS,-,277,5,23,0,20,34,0,14,0,25,13,16,0,0,0
SN,AS-CS,-,278,6,21,0,21,32,0,15,0,25,14,16,0,0,0
SN,AS-CS,-,279,7,22,0,21,32,0,15,0,25,14,14,0,0,0
SN,AS-CS,-,280,8,20,0,20,34,0,15,0,25,14,14,0,0,0
SN,AS-CS,-,281,8,21,0,20,33,0,14,0,25,14,15,0,0,0
SN,AS-CS,-,282,7,22,0,21,32,0,14,0,25,14,15,0,0,0
SN,AS-CS,-,283,6,22,0,21,33,0,15,0,25,13,15,0,0,0
SN,AS-CS,-,284,7,20,0,22,33,0,17,0,25,12,14,0,0,0
SN,AS-CS,-,285,7,21,0,22,32,0,18,1,24,11,14,0,0,0
SN,AS-CS,-,286,7,21,0,23,32,0,18,1,24,10,14,0,0,0
SN,AS-CS,-,287,7,19,0,24,33,0,18,1,24,11,13,0,0,0
SN,AS-CS,-,288,7,17,0,26,34,0,18,1,24,11,12,0,0,0
SN,AS-CS,-,289,8,18,0,24,34,0,18,1,24,12,11,0,0,0
SN,AS-CS,-,290,8,18,0,23,35,0,18,1,24,12,11,0,0,0
SN,AS-CS,-,291,8,18,0,25,36,0,18,1,24,11,9,0,0,0
SN,AS-CS,-,292,7,18,0,25,36,0,19,1,24,12,8,0,0,0
SN,AS-CS,-,293,7,16,0,25,35,0,20,1,24,13,9,0,0,0
SN,AS-CS,-,294,7,14,0,24,35,1,22,1,24,13,9,0,0,0
SN,AS-CS,-,295,7,15,0,25,34,1,22,1,24,13,8,0,0,0
SN,AS-CS,-,296,7,16,0,25,36,1,22,1,24,12,6,0,0,0
SN,AS-CS,-,297,8,15,0,26,35,1,22,1,24,12,6,0,0,0
SN,AS-CS,-,298,9,16,0,25,35,1,22,1,24,10,7,0,0,0
SN,AS-CS,-,299,8,16,0,26,36,1,22,1,24,10,6,0,0,0
SN,AS-CS,-,300,8,15,0,26,36,1,23,1,24,11,5,0,0,0
SN,AS-CS,-,301,8,15,0,26,35,1,22,1,24,12,6,0,0,0
SN,AS-CS,-,302,8,14,0,27,35,1,23,1,24,12,5,0,0,0
SN,AS-CS,-,303,8,14,0,28,35,1,22,1,24,11,6,0,0,0
SN,AS-CS,-,304,8,13,0,29,35,1,22,1,24,11,6,0,0,0
SN,AS-CS,-,305,7,15,0,29,34,1,22,1,24,10,7,0,0,0
SN,AS-CS,-,306,7,14,0,30,35,1,22,1,24,10,6,0,0,0
SN,AS-CS,-,307,7,14,0,28,37,2,22,1,24,9,6,0,0,0
SN,AS-CS,-,308,7,15,0,27,37,3,20,1,24,10,6,0,0,0
SN,AS-CS,-,309,6,15,0,27,37,3,19,1,24,12,6,0,0,0
SN,AS-CS,-,310,8,12,0,27,37,3,19,0,25,12,7,0,0,0
SN,AS-CS,-,311,8,13,0,25,38,3,18,0,25,12,8,0,0,0
SN,AS-CS,-,312,8,14,0,24,37,3,19,0,25,12,8,0,0,0
SN,AS-CS,-,313,8,16,0,22,36,3,20,0,25,12,8,0,0,0
SN,AS-CS,-,314,7,17,0,22,36,3,20,0,25,13,7,0,0,0
SN,AS-CS,-,315,7,18,0,20,36,3,21,0,25,13,7,0,0,0
SN,AS-CS,-,316,8,17,0,18,36,3,21,0,25,14,8,0,0,0
SN,AS-CS,-,317,8,19,0,16,36,3,21,0,25,14,8,0,0,0
SN,AS-CS,-,318,8,19,0,17,36,3,20,0,25,14,8,0,0,0
SN,AS-CS,-,319,8,19,0,19,37,2,19,0,25,13,8,0,0,0
SN,AS-CS,-,320,8,19,0,18,37,2,19,0,25,13,9,0,0,0
SN,AS-CS,-,321,9,19,0,18,35,2,20,0,25,13,9,0,0,0
SN,AS-CS,-,322,8,20,0,18,35,2,19,0,25,13,10,0,0,0
SN,AS-CS,-,323,7,19,0,20,36,2,18,0,25,13,10,0,0,0
SN,AS-CS,-,324,7,18,1,21,34,2,18,0,24,13,11,0,0,0
SN,AS-CS,-,325,7,18,1,23,34,2,17,0,24,12,11,0,0,0
SN,AS-CS,-,326,7,19,1,23,35,2,18,0,24,10,10,0,0,0
SN,AS-CS,-,327,9,19,1,21,35,2,17,0,24,10,11,0,0,0
SN,AS-CS,-,328,9,20,1,19,35,3,17,1,23,11,10,0,0,0
SN,AS-CS,-,329,8,20,1,19,36,3,17,1,23,10,11,0,0,0
SN,AS-CS,-,330,9,18,1,19,36,3,18,1,23,11,10,0,0,0
SN,AS-CS,-,331,9,19,1,18,35,3,18,1,23,12,10,0,0,0
SN,AS-CS,-,332,10,18,1,19,33,2,19,1,23,13,10,0,0,0
SN,AS-CS,-,333,11,17,1,20,33,1,20,1,23,12,10,0,0,0
SN,AS-CS,-,334,12,17,1,20,33,1,20,1,23,11,10,0,0,0
SN,AS-CS,-,335,10,17,1,20,33,1,21,1,23,12,10,0,0,0
SN,AS-CS,-,336,10,16,1,22,32,1,21,1,23,13,9,0,0,0
SN,AS-CS,-,337,10,14,1,24,33,1,20,1,23,12,10,0,0,0
SN,AS-CS,-,338,10,13,1,26,33,1,19,1,23,12,10,0,0,0
SN,AS-CS,-,339,11,11,1,28,33,1,19,1,23,10,11,0,0,0
