Text_Type,Book,Chapter,Window,GL,GGG,GGL,LLG,LLL,LGG,GG,LG,G,GLG,GLL,L,LL,LGL
SN,AS,shareera,431,4,75,77,54,29,88,5,16,16,110,53,7,1,66
SN,AS,shareera,432,4,75,78,54,29,88,5,16,16,110,53,7,1,66
SN,AS,shareera,433,4,75,80,55,30,87,4,16,17,109,53,7,1,67
SN,AS,shareera,434,4,74,81,55,30,86,4,15,18,110,53,7,1,68
SN,AS,shareera,435,4,73,76,55,29,85,4,15,18,105,52,7,1,66
SN,AS,shareera,436,4,72,75,56,28,86,4,15,19,104,52,7,1,65
SN,AS,shareera,437,4,70,74,55,28,79,5,14,19,104,49,7,1,63
SN,AS,shareera,438,4,69,76,54,29,80,5,14,19,104,49,7,1,63
SN,AS,shareera,439,5,67,74,53,29,81,5,14,19,106,49,7,1,63
SN,AS,shareera,440,4,66,74,52,29,81,5,14,19,105,47,7,1,63
SN,AS,shareera,441,4,66,76,53,30,82,5,14,19,107,49,6,1,64
SN,AS,shareera,442,4,66,76,53,29,81,6,13,19,106,49,6,1,66
SN,AS,shareera,443,4,66,77,53,29,81,6,13,19,106,47,6,1,66
SN,AS,shareera,444,4,66,78,50,28,81,6,13,19,103,46,6,1,65
SN,AS,shareera,445,4,64,77,51,28,81,6,13,19,104,45,6,1,64
SN,AS,shareera,446,5,67,76,51,29,82,6,12,19,105,48,6,1,65
SN,AS,shareera,447,5,68,77,52,29,82,7,12,19,106,46,5,1,66
SN,AS,shareera,448,5,67,78,51,32,81,7,12,19,105,46,5,1,66
SN,AS,shareera,449,5,68,76,50,31,79,7,13,19,102,46,5,1,67
SN,AS,shareera,450,5,68,78,51,31,76,7,12,19,104,45,6,1,72
SN,AS,shareera,451,5,72,76,50,31,77,7,12,20,103,47,6,1,73
SN,AS,shareera,452,5,73,78,52,32,72,7,13,20,102,47,6,1,72
SN,AS,shareera,453,5,78,77,56,33,72,7,13,19,102,47,6,1,74
SN,AS,shareera,454,5,81,81,57,33,70,7,13,18,103,47,6,2,76
SN,AS,shareera,455,4,80,81,58,32,69,7,14,18,103,47,6,2,76
SN,AS,shareera,456,4,81,80,57,33,69,7,15,18,102,48,6,2,76
SN,AS,shareera,457,4,83,82,58,33,71,7,15,18,101,49,6,2,76
SN,AS,shareera,458,4,81,84,58,33,71,7,16,18,100,49,6,2,75
SN,AS,shareera,459,5,80,84,57,33,70,7,16,18,100,49,6,2,73
SN,AS,shareera,460,5,80,84,58,33,72,6,16,18,103,49,6,2,74
SN,AS,shareera,461,6,79,82,59,33,70,6,16,18,102,49,6,2,75
SN,AS,shareera,462,6,87,84,62,39,77,6,16,18,102,50,5,2,82
SN,AS,shareera,463,6,91,85,60,42,79,6,16,18,101,51,5,2,84
SN,AS,shareera,464,6,94,85,61,41,80,6,16,18,103,52,5,2,85
SN,AS,shareera,465,6,93,85,61,42,81,6,16,19,105,53,5,2,85
SN,AS,shareera,466,6,93,81,60,42,81,6,16,19,101,52,5,2,84
SN,AS,shareera,467,6,91,80,60,43,81,6,16,19,101,53,5,2,83
SN,AS,shareera,468,5,91,81,60,43,80,6,16,19,102,53,5,2,84
SN,AS,shareera,469,5,94,83,60,43,80,5,16,19,105,52,5,2,83
SN,AS,shareera,470,5,90,80,61,43,76,5,15,20,105,52,5,2,86
SN,AS,shareera,471,5,89,79,61,42,77,5,15,20,102,51,6,2,86
SN,AS,shareera,472,5,89,78,61,43,74,5,16,20,102,47,5,2,86
SN,AS,shareera,473,4,92,78,64,44,76,5,16,20,103,45,6,2,93
SN,AS,shareera,474,4,91,77,64,43,79,5,15,20,106,45,6,2,94
SN,AS,shareera,475,4,90,75,63,43,78,5,16,19,107,45,6,2,92
SN,AS,shareera,476,4,91,74,61,42,78,5,16,19,104,44,7,1,87
SN,AS,shareera,477,4,89,74,60,42,77,5,16,20,105,44,7,1,86
SN,AS,shareera,478,4,89,74,60,41,76,5,16,20,104,44,7,1,87
SN,AS,shareera,479,4,87,74,57,41,75,4,16,20,101,43,7,2,84
SN,AS,shareera,480,4,86,77,57,42,77,4,16,20,101,43,7,2,84
SN,AS,shareera,481,4,85,79,59,42,77,4,16,20,101,44,7,2,85
SN,AS,shareera,482,4,87,79,59,41,80,4,16,19,102,45,7,2,85
SN,AS,shareera,483,4,85,80,60,41,78,4,16,20,102,47,7,2,86
SN,AS,shareera,484,4,86,79,59,41,80,4,15,21,101,48,7,2,88
SN,AS,shareera,485,4,87,79,59,41,82,5,15,21,102,48,7,2,88
SN,AS,shareera,486,4,89,83,60,41,81,5,16,20,102,48,7,2,91
SN,AS,shareera,487,4,90,83,60,37,80,5,17,20,101,45,7,2,92
SN,AS,shareera,488,4,91,83,60,37,80,6,17,20,102,45,7,2,92
SN,AS,shareera,489,4,91,84,61,38,79,6,17,21,102,45,7,2,91
SN,AS,shareera,490,4,92,82,59,37,79,6,17,20,101,45,7,2,91
SN,AS,shareera,491,4,93,81,57,37,77,6,17,19,101,45,7,2,89
SN,AS,shareera,492,4,94,83,57,37,76,6,18,18,103,46,7,2,86
SN,AS,shareera,493,4,95,81,57,38,77,6,17,19,103,46,7,2,87
SN,AS,shareera,494,4,100,83,61,39,80,6,18,19,103,50,7,2,91
SN,AS,shareera,495,4,102,83,61,40,83,6,18,19,101,50,7,2,91
SN,AS,shareera,496,4,102,83,60,39,82,6,17,19,103,52,7,2,92
SN,AS,shareera,497,4,103,91,61,41,90,6,17,19,106,52,7,2,95
SN,AS,shareera,498,4,105,94,62,42,95,5,17,19,105,53,7,2,97
SN,AS,shareera,499,4,104,93,61,41,95,6,17,18,105,54,7,2,96
SN,AS,shareera,500,4,102,95,60,41,98,6,17,18,105,55,7,2,97
SN,AS,shareera,501,4,105,94,62,43,104,7,17,17,108,58,7,2,100
SN,AS,shareera,502,4,103,96,62,43,105,7,17,16,107,57,7,2,98
SN,AS,shareera,503,4,102,96,63,43,106,7,17,16,107,57,8,2,100
SN,AS,shareera,504,4,101,97,63,42,104,7,16,16,104,56,9,2,97
SN,AS,shareera,505,5,102,97,62,42,104,7,15,16,103,56,9,2,96
SN,AS,shareera,506,5,103,97,62,43,102,8,15,16,101,56,8,2,95
SN,AS,shareera,507,5,104,95,62,43,103,8,15,16,102,56,8,2,94
SN,AS,shareera,508,5,107,95,62,43,104,8,15,16,105,56,8,2,94
SN,AS,shareera,509,5,106,95,61,43,104,8,15,16,105,56,8,2,95
SN,AS,shareera,510,5,107,96,61,43,103,9,14,16,105,57,8,2,95
SN,AS,shareera,511,5,107,97,61,44,103,9,14,15,106,57,8,2,96
SN,AS,shareera,512,5,109,98,60,44,106,8,14,15,106,58,9,2,95
SN,AS,shareera,513,5,108,96,61,44,106,8,14,15,106,58,9,2,95
SN,AS,shareera,514,4,108,96,61,44,106,9,14,15,104,59,9,2,95
SN,AS,shareera,515,4,110,96,61,44,106,9,14,16,104,61,9,2,96
SN,AS,shareera,516,4,111,95,60,44,104,9,14,16,101,59,9,2,96
SN,AS,shareera,517,4,111,94,60,44,106,9,14,16,102,58,9,2,94
SN,AS,shareera,518,4,111,92,60,44,105,9,14,16,103,59,10,2,95
SN,AS,shareera,519,4,114,92,64,45,109,9,14,15,104,60,11,2,96
SN,AS,shareera,520,4,115,92,64,46,110,9,14,15,104,62,10,2,95
SN,AS,shareera,521,3,111,91,64,45,109,9,14,15,102,59,10,2,94
SN,AS,shareera,522,3,109,91,63,45,108,8,14,16,100,59,10,2,94
SN,AS,shareera,523,3,109,90,64,42,107,8,14,16,100,58,10,3,95
SN,AS,shareera,524,3,111,92,64,43,110,8,13,17,104,57,10,3,97
SN,AS,shareera,525,4,111,90,63,42,111,8,13,17,102,58,9,3,93
SN,AS,shareera,526,4,108,90,63,42,110,8,13,16,103,56,9,3,92
SN,AS,shareera,527,5,107,87,62,41,110,8,12,16,104,56,9,3,92
SN,AS,shareera,528,6,103,88,59,40,108,8,12,16,106,58,9,3,91
SN,AS,shareera,529,7,100,86,59,40,109,8,12,16,105,59,9,2,89
SN,AS,shareera,530,8,101,88,58,40,109,8,11,16,107,59,9,2,89
SN,AS,shareera,531,8,102,88,60,39,110,8,11,16,108,58,9,2,89
SN,AS,shareera,532,8,101,85,59,39,109,8,11,16,111,55,9,2,88
SN,AS,shareera,533,8,103,84,59,39,109,8,11,16,111,56,9,2,89
SN,AS,shareera,534,7,107,83,60,39,110,8,11,17,113,58,9,2,94
SN,AS,shareera,535,7,105,82,60,39,108,9,11,17,111,58,9,2,94
SN,AS,shareera,536,6,107,83,62,40,109,9,12,17,114,57,9,2,94
SN,AS,shareera,537,6,99,78,58,36,101,9,12,17,109,53,9,2,87
SN,AS,shareera,538,6,97,75,59,34,98,9,12,18,108,51,9,2,85
SN,AS,shareera,539,6,96,75,58,34,97,9,12,19,106,50,8,2,85
SN,AS,shareera,540,6,95,76,57,33,98,9,12,19,104,49,8,2,86
SN,AS,shareera,541,6,96,76,58,33,97,9,11,20,104,49,8,2,84
SN,AS,shareera,542,6,97,77,58,32,96,9,11,21,104,48,8,2,85
SN,AS,shareera,543,6,98,77,58,32,95,9,11,21,103,47,9,2,84
SN,AS,shareera,544,6,97,75,57,31,95,9,11,22,100,47,9,2,84
SN,AS,shareera,545,6,100,74,56,31,95,9,11,22,100,47,9,2,82
SN,AS,shareera,546,6,102,74,58,31,93,9,11,23,100,47,8,2,83
SN,AS,shareera,547,6,103,74,58,30,93,9,10,23,98,47,9,2,85
SN,AS,shareera,548,6,102,71,54,29,89,9,10,24,96,47,8,2,81
SN,AS,shareera,549,6,102,72,54,29,86,9,10,25,94,49,8,2,81
SN,AS,shareera,550,6,102,72,55,27,84,9,9,26,92,50,8,2,82
SN,AS,shareera,551,6,102,71,55,27,83,9,9,27,93,49,7,2,85
SN,AS,shareera,552,6,103,72,55,27,83,9,9,27,92,49,7,2,86
SN,AS,shareera,553,6,102,72,55,27,84,9,8,28,92,49,7,2,88
SN,AS,shareera,554,6,103,73,56,26,84,9,9,28,93,49,7,1,88
SN,AS,shareera,555,6,104,71,56,25,82,9,9,27,91,49,8,1,89
SN,AS,shareera,556,6,103,70,55,26,81,10,9,26,90,48,8,1,87
SN,AS,shareera,557,6,114,80,62,35,97,10,9,27,110,53,8,1,97
SN,AS,shareera,558,6,117,80,64,35,100,10,9,27,111,54,8,1,99
SN,AS,shareera,559,6,117,83,65,37,100,10,9,26,111,55,8,1,98
SN,AS,shareera,560,7,114,82,65,37,98,9,9,26,109,54,8,1,99
SN,AS,shareera,561,7,114,78,63,37,96,9,8,26,108,54,9,1,96
SN,AS,shareera,562,7,114,77,62,37,96,9,7,27,110,54,9,1,95
SN,AS,shareera,563,7,113,78,63,37,96,8,7,27,109,55,10,1,96
SN,AS,shareera,564,7,112,78,62,36,98,8,7,27,107,55,10,1,97
SN,AS,shareera,565,7,111,80,62,36,98,8,7,28,107,56,10,1,97
SN,AS,shareera,566,7,111,79,62,36,99,8,7,29,108,57,10,1,98
SN,AS,shareera,567,7,111,77,63,36,99,8,6,30,106,56,10,1,99
SN,AS,shareera,568,7,110,78,63,35,98,8,6,30,107,56,10,1,99
SN,AS,shareera,569,7,105,77,59,33,93,8,5,31,107,53,10,1,95
SN,AS,shareera,570,7,105,78,60,32,90,8,4,32,106,53,10,1,96
SN,AS,shareera,571,7,105,77,61,32,90,8,4,33,105,51,10,1,96
SN,AS,shareera,572,7,103,70,59,30,82,8,4,34,101,49,10,1,96
SN,AS,shareera,573,7,102,67,58,29,77,8,4,35,102,48,10,1,95
SN,AS,shareera,574,7,102,69,59,29,77,7,4,36,103,47,10,1,96
SN,AS,shareera,575,7,103,67,60,29,74,7,4,37,105,45,10,1,96
SN,AS,shareera,576,7,98,65,59,26,67,6,4,38,100,41,10,1,94
SN,AS,shareera,577,7,97,62,58,25,67,6,4,39,97,40,10,1,91
SN,AS,shareera,578,7,99,62,57,25,67,7,4,39,96,40,9,1,89
SN,AS,shareera,579,7,99,62,58,25,66,7,5,39,98,40,8,1,88
SN,AS,shareera,580,6,103,62,59,27,69,7,5,39,100,40,9,1,91
SN,AS,shareera,581,6,103,69,60,27,70,6,5,39,100,41,9,1,92
SN,AS,shareera,582,6,110,70,61,29,71,6,6,38,102,43,9,1,97
SN,AS,shareera,583,6,107,68,60,29,71,6,6,38,98,42,9,1,96
SN,AS,shareera,584,6,107,67,60,29,72,6,6,38,97,42,9,1,95
SN,AS,shareera,585,6,106,66,60,30,72,5,6,39,97,41,9,1,95
SN,AS,shareera,586,6,105,65,59,29,71,5,6,39,95,43,9,1,95
SN,AS,shareera,587,6,102,64,59,29,69,5,6,39,95,42,8,1,96
SN,AS,shareera,588,6,104,65,60,28,69,5,6,39,96,42,9,1,97
SN,AS,shareera,589,6,107,65,60,28,68,4,6,39,96,41,9,1,99
SN,AS,shareera,590,6,107,66,61,28,68,4,6,39,96,39,9,1,99
SN,AS,shareera,591,6,108,66,61,27,70,4,6,39,96,39,10,1,98
SN,AS,shareera,592,7,111,65,61,27,69,3,6,39,97,39,10,1,99
SN,AS,shareera,593,7,118,65,61,27,69,3,6,39,96,38,10,1,99
SN,AS,shareera,594,7,116,65,58,27,65,3,6,39,97,36,9,1,98
SN,AS,shareera,595,7,118,66,59,26,63,3,6,39,97,34,9,1,98
SN,AS,shareera,596,8,119,68,60,27,66,3,6,39,97,35,9,1,99
SN,AS,shareera,597,9,120,67,61,27,66,3,6,38,98,36,9,1,100
SN,AS,shareera,598,9,125,70,64,27,71,3,6,38,101,36,9,1,103
SN,AS,shareera,599,10,124,71,64,26,68,3,6,37,101,38,9,1,102
SN,AS,shareera,600,9,126,72,66,26,69,3,6,37,100,37,10,1,102
SN,AS,shareera,601,10,129,72,68,26,71,3,6,37,104,38,10,1,103
SN,AS,shareera,602,9,133,73,68,27,70,3,6,37,104,40,10,1,103
SN,AS,shareera,603,9,138,73,66,28,72,3,6,37,104,39,10,1,102
SN,AS,shareera,604,8,140,73,64,28,71,4,6,37,106,37,10,1,103
SN,AS,shareera,605,7,139,71,64,28,71,5,6,37,103,39,10,1,103
SN,AS,shareera,606,8,146,75,63,30,75,5,5,37,108,40,10,1,108
SN,AS,shareera,607,9,147,77,63,30,76,5,5,36,104,40,10,1,109
SN,AS,shareera,608,9,146,76,62,30,76,5,4,37,106,39,10,1,108
SN,AS,shareera,609,9,143,77,61,30,75,5,4,36,103,37,10,1,103
SN,AS,shareera,610,9,143,77,60,30,76,4,4,36,103,37,10,1,102
SN,AS,shareera,611,9,142,76,57,29,75,5,3,36,100,38,10,1,100
SN,AS,shareera,612,9,143,74,57,27,75,5,3,37,101,38,10,1,99
SN,AS,shareera,613,9,140,74,56,27,76,6,3,36,103,38,10,1,98
SN,AS,shareera,614,9,138,74,56,27,76,6,3,36,102,39,10,1,97
SN,AS,shareera,615,9,143,76,58,29,75,6,3,35,104,39,11,1,96
SN,AS,shareera,616,9,142,76,57,29,75,6,3,34,104,39,11,1,96
SN,AS,shareera,617,9,144,78,57,29,78,7,3,33,104,40,11,1,96
SN,AS,shareera,618,9,143,77,58,29,79,7,3,34,105,40,10,1,95
SN,AS,shareera,619,9,142,78,57,29,82,7,3,33,104,40,10,1,94
SN,AS,shareera,620,9,140,78,57,29,83,7,3,33,105,40,10,1,93
SN,AS,shareera,621,9,138,78,55,29,85,7,3,32,108,40,10,1,92
SN,AS,shareera,622,9,138,77,55,29,87,7,3,32,108,40,9,1,90
SN,AS,shareera,623,9,137,78,55,29,87,7,3,32,110,41,9,1,87
SN,AS,shareera,624,9,140,80,57,29,88,8,3,31,115,41,9,1,87
SN,AS,shareera,625,9,140,81,56,29,89,8,4,30,115,40,9,1,86
SN,AS,shareera,626,10,141,83,58,31,92,8,4,29,117,41,9,1,83
SN,AS,shareera,627,10,142,84,57,32,92,8,4,28,118,44,9,1,84
SN,AS,shareera,628,10,143,84,57,32,92,8,4,27,121,44,9,1,82
SN,AS,shareera,629,10,142,85,56,32,92,8,3,27,120,44,9,1,82
SN,AS,shareera,630,10,140,86,56,34,94,8,3,27,120,44,8,1,80
SN,AS,shareera,631,10,143,86,57,34,94,7,3,28,122,44,8,1,81
SN,AS,shareera,632,10,129,77,50,25,76,7,3,27,101,39,8,1,71
SN,AS,shareera,633,10,126,81,47,25,73,8,3,26,102,36,8,1,69
SN,AS,shareera,634,10,125,78,46,23,72,8,3,26,102,34,9,1,69
SN,AS,shareera,635,9,127,79,46,23,73,8,3,26,102,35,9,2,70
SN,AS,shareera,636,9,125,80,47,23,74,8,3,27,102,35,8,2,69
SN,AS,shareera,637,9,125,82,50,24,76,8,3,26,103,36,8,3,69
SN,AS,shareera,638,9,127,81,49,24,76,8,3,26,103,35,8,3,69
SN,AS,shareera,639,9,128,79,50,24,76,8,3,26,103,35,8,3,69
SN,AS,shareera,640,9,131,77,52,24,78,8,3,25,104,35,9,3,70
SN,AS,shareera,641,9,134,78,52,25,78,8,3,24,108,36,10,3,70
SN,AS,shareera,642,9,135,78,51,25,77,8,3,23,108,36,10,3,70
SN,AS,shareera,643,9,136,77,52,25,77,8,3,22,110,36,10,3,69
SN,AS,shareera,644,9,137,76,54,25,77,8,3,22,110,36,10,3,69
SN,AS,shareera,645,9,137,75,53,25,78,8,3,21,113,36,11,3,69
SN,AS,shareera,646,10,138,76,52,25,78,8,3,20,114,35,11,3,69
SN,AS,shareera,647,10,139,77,52,27,78,8,3,19,114,35,11,3,66
SN,AS,shareera,648,10,140,78,52,27,79,8,3,18,117,36,11,3,67
SN,AS,shareera,649,10,143,77,52,27,80,8,4,17,120,36,11,3,68
SN,AS,shareera,650,10,143,78,52,28,82,8,4,16,120,37,12,3,68
SN,AS,shareera,651,10,145,78,50,28,84,8,4,15,125,37,13,3,67
SN,AS,shareera,652,10,145,79,49,28,83,8,4,15,126,37,13,3,67
SN,AS,shareera,653,10,143,80,48,28,82,7,4,16,127,37,13,3,67
SN,AS,shareera,654,10,144,79,47,28,82,7,3,16,127,37,13,3,67
SN,AS,shareera,655,10,140,79,46,26,79,7,3,16,127,37,13,3,64
SN,AS,shareera,656,10,140,72,45,25,78,7,3,17,129,36,13,3,63
SN,AS,shareera,657,10,134,71,44,23,76,7,2,17,126,34,13,3,58
SN,AS,shareera,658,10,136,71,45,22,75,7,2,17,125,34,13,3,58
SN,AS,shareera,659,10,136,72,46,23,77,7,2,16,127,35,13,3,58
SN,AS,shareera,660,10,137,72,45,22,80,7,2,15,130,35,13,3,59
SN,AS,shareera,661,10,138,72,45,22,81,7,2,15,132,35,13,3,59
SN,AS,shareera,662,10,139,72,45,22,82,7,2,15,135,35,14,3,60
SN,AS,shareera,663,10,137,71,44,22,84,7,2,15,136,36,13,3,59
SN,AS,shareera,664,10,135,71,44,22,84,7,2,16,136,37,13,3,59
SN,AS,shareera,665,10,133,72,43,22,84,7,2,15,138,37,13,3,59
SN,AS,shareera,666,10,131,72,43,22,82,7,2,16,138,37,12,3,59
SN,AS,shareera,667,9,129,72,43,22,82,7,2,16,136,37,12,3,59
SN,AS,shareera,668,9,122,72,43,22,82,7,2,16,135,38,11,3,59
SN,AS,shareera,669,9,120,71,41,21,81,7,2,17,132,38,11,3,59
SN,AS,shareera,670,9,118,70,40,21,81,7,2,17,131,38,11,3,59
SN,AS,shareera,671,8,118,69,38,20,79,7,2,17,130,37,11,3,59
SN,AS,shareera,672,7,118,70,38,20,80,7,2,17,129,36,12,3,57
SN,AS,shareera,673,7,114,67,34,20,77,7,3,17,126,37,12,2,54
SN,AS,shareera,674,6,113,65,34,20,78,7,3,18,121,36,12,2,53
SN,AS,shareera,675,6,112,66,32,21,76,7,3,18,124,37,11,2,53
SN,AS,shareera,676,5,108,65,31,21,74,7,3,18,119,37,11,2,51
SN,AS,shareera,677,5,104,65,33,21,75,7,3,18,118,35,11,2,51
SN,AS,shareera,678,4,100,65,33,20,73,7,4,18,115,34,11,2,52
SN,AS,shareera,679,4,99,63,34,20,73,6,4,18,113,36,11,2,51
SN,AS,shareera,680,4,101,65,34,20,77,5,4,18,115,35,11,2,51
SN,AS,shareera,681,3,93,61,34,18,74,5,4,18,110,34,12,2,46
SN,AS,shareera,682,2,91,59,34,18,72,5,4,18,111,35,12,2,45
SN,AS,shareera,683,2,91,59,35,18,72,5,4,17,109,36,13,2,45
SN,AS,shareera,684,2,90,59,35,17,74,5,4,18,109,36,13,2,45
SN,AS,shareera,685,2,93,61,36,17,73,5,4,18,112,39,14,2,46
SN,AS,shareera,686,2,94,62,36,17,72,4,4,18,113,38,14,2,46
SN,AS,shareera,687,2,96,62,36,18,73,4,4,18,113,38,14,2,48
SN,AS,shareera,688,2,97,62,36,17,72,3,4,19,111,38,14,2,49
SN,AS,shareera,689,2,96,62,36,17,72,4,4,18,112,37,14,2,49
SN,AS,shareera,690,2,93,60,35,16,71,4,4,18,110,37,13,2,48
SN,AS,shareera,691,3,92,60,36,16,71,4,4,18,110,37,13,2,47
SN,AS,shareera,692,3,88,57,36,16,68,4,4,18,110,36,13,2,47
SN,AS,shareera,693,3,90,57,37,16,68,4,4,17,107,38,14,2,49
SN,AS,shareera,694,3,90,56,37,16,65,5,4,17,107,38,14,2,49
SN,AS,shareera,695,3,90,56,37,17,64,5,4,16,106,38,14,3,49
SN,AS,shareera,696,4,90,56,38,17,62,5,4,16,104,39,14,3,49
SN,AS,shareera,697,4,89,58,38,17,60,5,4,16,105,39,14,3,49
SN,AS,shareera,698,4,88,57,39,17,62,5,4,15,103,38,14,3,49
SN,AS,shareera,699,4,85,54,38,18,61,4,4,15,97,36,14,3,48
SN,AS,shareera,700,4,88,53,38,18,61,4,3,15,97,38,15,3,49
SN,AS,shareera,701,3,86,51,37,16,58,4,3,16,95,37,15,3,49
SN,AS,shareera,702,3,84,49,37,15,57,5,3,16,94,36,15,3,47
SN,AS,shareera,703,3,86,48,37,15,57,5,3,16,91,36,15,4,47
SN,AS,shareera,704,3,86,49,38,15,56,5,3,16,92,36,15,4,47
SN,AS,shareera,705,3,86,47,39,13,55,5,3,16,92,36,15,4,48
SN,AS,shareera,706,3,84,48,37,12,55,5,3,15,90,37,15,4,47
SN,AS,shareera,707,3,85,47,37,12,54,5,3,16,90,36,15,4,47
SN,AS,shareera,708,3,85,43,37,12,54,4,3,16,88,36,15,5,46
SN,AS,shareera,709,3,86,44,37,12,53,4,3,17,87,36,14,5,45
SN,AS,shareera,710,3,85,43,37,12,52,4,3,17,87,35,14,4,44
SN,AS,shareera,711,4,84,42,36,13,52,4,3,16,87,35,14,4,44
SN,AS,shareera,712,5,83,40,33,12,50,4,3,16,86,34,14,3,44
SN,AS,shareera,713,5,82,40,33,12,50,4,3,17,85,34,13,3,44
SN,AS,shareera,714,5,81,41,32,12,48,4,3,17,86,34,13,3,43
SN,AS,shareera,715,5,78,41,30,12,46,4,3,17,85,34,12,3,41
SN,AS,shareera,716,5,75,40,30,11,45,5,3,17,80,32,11,3,40
SN,AS,shareera,717,5,73,40,29,11,45,5,3,17,81,33,11,4,39
SN,AS,shareera,718,5,73,39,28,12,45,5,3,17,78,33,11,4,39
SN,AS,shareera,719,5,72,38,30,12,46,5,3,16,80,32,12,4,39
SN,AS,shareera,720,5,70,38,31,13,45,5,3,17,77,32,11,4,38
SN,AS,shareera,721,5,70,37,31,14,45,5,3,17,76,32,11,4,37
SN,AS,shareera,722,5,69,36,32,12,45,5,3,17,77,31,12,4,38
SN,AS,shareera,723,6,66,35,33,12,44,5,3,17,73,30,12,4,36
SN,AS,shareera,724,6,63,36,33,12,43,5,2,17,70,30,12,4,35
SN,AS,shareera,725,7,62,35,33,11,42,5,2,17,70,30,11,4,34
SN,AS,shareera,726,7,60,35,34,11,41,5,2,18,66,29,10,4,34
SN,AS,shareera,727,7,61,35,34,11,42,5,2,17,65,29,10,4,34
SN,AS,shareera,728,7,61,35,34,11,43,5,2,16,65,29,10,4,34
SN,AS,shareera,729,7,60,35,34,11,43,6,2,16,63,29,10,4,35
SN,AS,shareera,730,7,61,36,34,11,45,6,2,17,61,29,9,4,35
SN,AS,shareera,731,7,61,36,34,11,45,6,2,17,59,29,9,4,35
SN,AS,shareera,732,7,59,36,34,11,45,6,2,17,60,29,9,5,35
SN,AS,shareera,733,8,58,36,33,11,45,6,2,16,61,29,9,5,36
SN,AS,shareera,734,9,58,35,32,10,42,6,2,16,60,28,9,5,36
SN,AS,shareera,735,9,57,35,32,10,42,6,2,16,57,28,9,5,35
SN,AS,shareera,736,9,57,35,32,10,41,6,3,16,55,26,9,5,34
SN,AS,shareera,737,9,56,36,32,10,39,6,3,16,52,26,8,6,32
SN,AS,shareera,738,9,57,36,31,10,36,7,3,16,50,25,8,6,32
SN,AS,shareera,739,9,56,36,31,10,38,7,3,15,50,24,8,6,30
SN,AS,shareera,740,9,56,38,31,11,38,7,3,15,47,25,8,6,30
SN,AS,shareera,741,10,56,37,31,11,38,7,3,14,48,25,8,6,30
SN,AS,shareera,742,10,57,37,30,11,37,7,3,14,48,26,8,7,29
SN,AS,shareera,743,10,58,37,31,11,37,7,3,14,49,25,8,8,30
SN,AS,shareera,744,10,58,37,31,11,37,7,3,14,49,26,8,8,30
SN,AS,shareera,745,11,57,37,30,11,37,7,3,14,49,27,8,8,30
SN,AS,shareera,746,11,56,36,30,12,36,7,3,15,51,28,8,8,30
SN,AS,shareera,747,11,56,36,30,12,37,7,3,15,51,28,7,8,30
SN,AS,shareera,748,11,56,37,30,14,35,7,2,15,51,27,7,8,29
SN,AS,shareera,749,11,56,36,30,14,34,7,2,15,51,27,7,8,29
SN,AS,shareera,750,11,55,34,30,13,34,7,2,15,50,26,7,8,30
SN,AS,shareera,751,11,55,34,30,13,35,7,2,16,49,25,7,8,31
SN,AS,shareera,752,11,54,33,28,13,36,7,2,16,49,25,7,8,31
SN,AS,shareera,753,11,52,32,28,13,37,8,1,16,51,25,7,8,30
SN,AS,shareera,754,11,51,33,28,13,37,8,1,16,51,23,7,8,30
SN,AS,shareera,755,11,50,32,28,13,36,8,2,16,51,23,7,8,33
SN,AS,shareera,756,11,49,32,28,13,35,8,2,16,50,23,7,8,33
SN,AS,shareera,757,11,50,33,28,13,35,8,2,16,49,22,7,8,34
SN,AS,shareera,758,11,49,34,27,13,35,8,2,17,50,22,6,8,34
SN,AS,shareera,759,11,50,33,27,13,33,8,3,16,50,22,6,8,34
SN,AS,shareera,760,11,51,31,26,13,34,8,3,17,46,19,5,8,33
SN,AS,shareera,761,11,50,30,26,13,34,8,3,18,45,19,5,8,33
SN,AS,shareera,762,11,47,30,27,13,33,8,3,17,44,19,6,8,32
SN,AS,shareera,763,11,47,30,27,13,33,9,3,16,44,19,6,8,31
SN,AS,shareera,764,11,47,30,28,13,33,8,3,16,43,19,6,9,31
SN,AS,shareera,765,11,46,29,27,12,34,8,3,16,43,19,6,9,31
SN,AS,shareera,766,10,46,29,27,12,34,8,4,16,42,19,6,9,31
SN,AS,shareera,767,10,48,29,27,12,34,7,4,16,41,19,6,9,30
SN,AS,shareera,768,11,46,29,25,12,34,7,4,16,43,17,5,9,28
SN,AS,shareera,769,11,45,29,25,12,35,7,4,16,43,17,5,9,28
SN,AS,shareera,770,11,45,29,25,11,35,7,5,16,42,17,5,8,28
SN,AS,shareera,771,10,45,30,24,11,35,7,5,16,41,17,5,8,28
SN,AS,shareera,772,10,45,28,25,11,35,7,5,16,40,17,5,8,28
SN,AS,shareera,773,10,46,28,24,11,33,7,6,16,40,17,5,8,28
SN,AS,shareera,774,10,47,29,23,10,33,7,6,16,40,19,5,8,28
SN,AS,shareera,775,10,44,29,23,10,32,8,6,16,40,17,4,8,26
SN,AS,shareera,776,10,44,29,22,10,32,8,6,15,40,17,4,9,26
SN,AS,shareera,777,10,44,30,22,10,32,8,6,15,40,15,4,9,26
SN,AS,shareera,778,10,41,30,22,10,31,9,6,15,41,15,4,8,25
