Text_Type,Book,Chapter,Window,GG,LGL,LG,GLG,G,LGG,LLG,L,GGL,GLL,LLL,GGG,GL,LL
SN,AS,uttara,4289,2,85,2,89,51,49,40,5,58,22,11,88,3,0
SN,AS,uttara,4290,2,86,2,88,51,50,40,5,58,21,11,88,3,0
SN,AS,uttara,4291,2,86,2,89,51,50,38,5,58,21,11,89,3,0
SN,AS,uttara,4292,2,87,2,88,51,51,38,5,57,22,11,88,3,0
SN,AS,uttara,4293,2,88,2,89,51,51,38,5,56,22,11,87,3,0
SN,AS,uttara,4294,2,89,2,90,51,51,37,5,57,22,11,85,3,0
SN,AS,uttara,4295,2,90,2,88,51,52,37,5,59,22,11,83,3,0
SN,AS,uttara,4296,2,89,2,88,51,52,36,5,61,22,11,83,3,0
SN,AS,uttara,4297,2,89,2,88,51,54,36,5,61,21,11,82,3,0
SN,AS,uttara,4298,2,91,2,87,51,54,35,5,62,21,11,81,3,0
SN,AS,uttara,4299,2,90,2,86,51,53,35,5,63,23,11,81,3,0
SN,AS,uttara,4300,2,90,2,88,51,52,35,5,64,23,11,79,3,0
SN,AS,uttara,4301,2,91,2,87,51,52,35,5,66,23,11,77,3,0
SN,AS,uttara,4302,2,95,2,87,50,52,38,6,69,24,11,76,3,0
SN,AS,uttara,4303,2,96,2,88,49,52,39,6,70,25,11,73,3,0
SN,AS,uttara,4304,2,97,2,89,48,52,40,6,69,26,11,72,3,0
SN,AS,uttara,4305,2,96,2,88,48,52,42,6,68,29,11,72,3,0
SN,AS,uttara,4306,2,94,2,87,48,52,44,6,67,32,11,73,3,0
SN,AS,uttara,4307,2,94,2,87,48,52,45,6,67,32,11,72,3,0
SN,AS,uttara,4308,2,94,2,87,48,52,44,6,68,33,11,71,3,0
SN,AS,uttara,4309,2,95,2,88,48,53,44,6,67,33,12,70,3,0
SN,AS,uttara,4310,2,96,2,88,48,54,45,6,65,33,13,70,3,0
SN,AS,uttara,4311,2,97,2,89,48,54,44,6,65,34,13,70,3,0
SN,AS,uttara,4312,2,98,2,92,48,53,43,6,65,35,13,69,3,0
SN,AS,uttara,4313,2,98,2,92,48,53,44,6,65,36,14,68,3,0
SN,AS,uttara,4314,2,98,2,92,48,54,46,6,65,37,15,65,3,0
SN,AS,uttara,4315,3,98,2,91,47,52,46,6,65,37,15,65,3,0
SN,AS,uttara,4316,4,96,2,91,46,51,46,6,64,37,15,66,3,0
SN,AS,uttara,4317,5,95,2,90,45,51,46,6,66,37,15,69,3,0
SN,AS,uttara,4318,5,94,3,91,44,51,46,6,67,37,15,67,3,0
SN,AS,uttara,4319,5,95,3,91,44,49,46,6,67,36,15,69,3,0
SN,AS,uttara,4320,5,94,3,91,44,50,46,6,69,36,15,67,3,0
SN,AS,uttara,4321,5,94,3,90,44,49,46,6,69,38,15,67,3,0
SN,AS,uttara,4322,5,94,3,91,43,49,45,6,69,38,15,67,3,0
SN,AS,uttara,4323,5,93,3,91,43,48,45,6,68,38,16,69,3,0
SN,AS,uttara,4324,5,93,3,89,43,49,46,6,69,37,16,69,3,0
SN,AS,uttara,4325,5,92,3,89,43,49,46,6,68,37,16,71,3,0
SN,AS,uttara,4326,5,91,3,88,43,50,46,6,70,37,16,70,3,0
SN,AS,uttara,4327,5,90,3,87,44,50,44,6,68,33,14,73,3,0
SN,AS,uttara,4328,5,89,3,82,44,47,41,6,66,31,13,72,3,0
SN,AS,uttara,4329,5,88,2,81,45,45,41,6,64,31,12,72,3,0
SN,AS,uttara,4330,5,88,2,81,46,43,39,6,62,30,12,69,2,0
SN,AS,uttara,4331,5,90,1,80,47,41,39,6,63,27,12,69,2,0
SN,AS,uttara,4332,5,90,1,80,47,40,39,7,62,27,11,70,2,0
SN,AS,uttara,4333,5,91,1,80,48,39,40,7,62,27,11,71,2,0
SN,AS,uttara,4334,5,92,1,78,48,36,39,7,63,27,11,71,2,0
SN,AS,uttara,4335,5,92,1,77,49,35,40,7,63,28,9,70,2,0
SN,AS,uttara,4336,5,94,1,78,50,33,40,7,61,28,9,67,2,0
SN,AS,uttara,4337,5,92,1,78,51,33,38,7,59,27,9,66,2,0
SN,AS,uttara,4338,4,93,1,79,52,31,38,7,58,28,8,68,2,0
SN,AS,uttara,4339,4,93,1,80,52,30,38,8,59,28,8,68,2,0
SN,AS,uttara,4340,4,93,1,81,53,30,37,8,59,28,8,68,1,0
SN,AS,uttara,4341,3,94,1,80,54,31,36,8,61,28,8,68,1,0
SN,AS,uttara,4342,3,93,1,77,55,32,35,8,60,29,7,66,1,0
SN,AS,uttara,4343,3,93,1,78,56,32,33,8,61,28,7,66,1,0
SN,AS,uttara,4344,3,93,1,75,56,32,33,8,62,27,7,66,1,0
SN,AS,uttara,4345,3,94,1,75,57,32,33,8,63,27,7,65,1,0
SN,AS,uttara,4346,3,93,1,76,57,32,33,8,63,28,7,66,1,0
SN,AS,uttara,4347,3,93,1,76,58,31,33,8,62,27,7,68,1,0
SN,AS,uttara,4348,3,94,1,75,58,31,33,8,64,27,7,68,1,0
SN,AS,uttara,4349,3,94,1,75,58,32,33,8,64,27,7,70,1,0
SN,AS,uttara,4350,3,94,1,73,59,30,31,7,63,27,7,72,1,0
SN,AS,uttara,4351,3,95,1,75,60,30,31,7,64,27,6,73,0,0
SN,AS,uttara,4352,3,94,1,74,60,33,31,7,64,28,6,71,0,0
SN,AS,uttara,4353,3,93,1,74,60,33,31,7,64,28,6,72,0,0
SN,AS,uttara,4354,3,93,1,74,60,33,31,7,63,29,6,72,0,0
SN,AS,uttara,4355,3,93,1,73,60,33,31,7,63,29,6,73,0,0
SN,AS,uttara,4356,3,93,1,74,60,34,31,7,61,29,6,73,0,0
SN,AS,uttara,4357,3,94,1,74,60,34,33,7,60,29,6,71,0,0
SN,AS,uttara,4358,3,95,1,74,61,32,32,7,60,29,6,73,0,0
SN,AS,uttara,4359,3,97,1,73,61,32,31,7,61,29,6,72,0,0
SN,AS,uttara,4360,3,97,1,75,60,31,31,8,61,29,6,71,0,0
SN,AS,uttara,4361,3,97,1,77,60,30,31,8,59,30,6,71,0,0
SN,AS,uttara,4362,3,96,1,80,60,30,31,8,58,30,6,70,0,0
SN,AS,uttara,4363,3,97,1,81,60,30,31,8,57,30,6,69,0,0
SN,AS,uttara,4364,3,97,1,81,60,30,30,8,58,30,6,69,0,0
SN,AS,uttara,4365,3,96,1,81,60,30,31,8,59,30,6,68,0,0
SN,AS,uttara,4366,3,96,1,79,60,29,32,8,60,30,6,69,0,0
SN,AS,uttara,4367,3,95,1,80,60,29,32,8,60,29,6,70,0,0
SN,AS,uttara,4368,3,94,1,80,60,29,32,8,61,29,6,70,0,0
SN,AS,uttara,4369,3,93,1,82,60,29,32,8,60,29,6,70,0,0
SN,AS,uttara,4370,3,92,1,83,60,29,32,8,59,29,6,71,0,0
SN,AS,uttara,4371,3,93,1,84,59,28,32,9,56,29,6,73,0,0
SN,AS,uttara,4372,3,93,1,82,59,28,32,9,56,30,6,74,0,0
SN,AS,uttara,4373,3,91,1,82,59,28,33,9,56,30,6,75,0,0
SN,AS,uttara,4374,3,92,1,82,59,29,33,9,54,28,6,77,0,0
SN,AS,uttara,4375,3,93,1,79,59,29,33,9,55,28,6,78,0,0
SN,AS,uttara,4376,3,92,1,79,59,29,34,9,54,28,6,79,0,0
SN,AS,uttara,4377,3,88,1,78,59,28,31,9,54,27,6,79,0,0
SN,AS,uttara,4378,3,87,1,77,60,28,31,9,54,26,6,80,0,0
SN,AS,uttara,4379,3,86,1,76,61,28,31,9,53,25,6,82,0,0
SN,AS,uttara,4380,3,87,1,78,60,28,28,10,55,24,6,81,0,0
SN,AS,uttara,4381,3,88,1,79,60,28,26,10,57,22,6,81,0,0
SN,AS,uttara,4382,4,87,1,78,59,28,25,10,56,21,7,82,0,0
SN,AS,uttara,4383,5,86,1,78,58,28,25,10,55,20,7,82,0,0
SN,AS,uttara,4384,5,84,1,76,57,28,25,10,55,20,6,86,0,0
SN,AS,uttara,4385,5,82,2,76,56,27,25,10,56,20,5,86,0,0
SN,AS,uttara,4386,5,82,3,74,56,30,28,9,55,20,5,87,0,0
SN,AS,uttara,4387,5,81,3,71,55,30,28,9,54,19,5,87,1,0
SN,AS,uttara,4388,5,83,3,74,54,31,29,10,55,21,4,88,1,0
SN,AS,uttara,4389,5,83,3,74,53,32,31,10,56,21,4,91,1,0
SN,AS,uttara,4390,4,83,3,75,53,34,32,10,58,21,4,90,1,0
SN,AS,uttara,4391,4,85,3,76,53,34,33,10,59,24,4,90,1,0
SN,AS,uttara,4392,3,86,3,77,53,36,33,10,59,24,4,87,1,0
SN,AS,uttara,4393,4,87,2,76,53,36,32,10,60,24,4,88,1,0
SN,AS,uttara,4394,4,87,2,79,52,37,33,10,61,24,4,86,1,0
SN,AS,uttara,4395,4,88,2,81,51,36,33,10,58,24,4,86,2,0
SN,AS,uttara,4396,4,87,2,82,52,37,34,9,59,23,4,85,2,0
SN,AS,uttara,4397,4,86,2,83,53,39,35,9,61,24,4,85,2,0
SN,AS,uttara,4398,4,85,2,83,52,42,36,9,61,24,3,84,2,0
SN,AS,uttara,4399,4,86,2,83,52,41,36,9,60,24,3,83,2,0
SN,AS,uttara,4400,4,89,3,82,51,41,36,9,63,24,4,84,2,0
SN,AS,uttara,4401,5,88,3,84,50,40,37,9,64,24,5,84,2,0
SN,AS,uttara,4402,6,89,3,87,49,43,40,9,64,24,5,83,2,0
SN,AS,uttara,4403,6,89,3,86,50,43,40,8,65,24,5,82,2,0
SN,AS,uttara,4404,6,90,3,86,49,44,41,8,68,27,7,83,2,0
SN,AS,uttara,4405,6,91,3,84,48,46,41,8,69,28,7,82,2,0
SN,AS,uttara,4406,6,89,3,86,48,47,41,8,68,28,7,81,2,0
SN,AS,uttara,4407,6,90,3,87,48,47,42,7,68,29,7,81,2,0
SN,AS,uttara,4408,6,89,3,86,48,48,41,7,68,29,8,80,2,0
SN,AS,uttara,4409,6,88,4,85,47,49,42,7,67,29,8,83,2,0
SN,AS,uttara,4410,6,88,4,85,47,49,41,7,68,28,8,83,2,0
SN,AS,uttara,4411,7,88,4,84,46,49,46,7,70,30,9,85,2,0
SN,AS,uttara,4412,7,88,4,84,46,48,46,7,71,29,9,85,2,0
SN,AS,uttara,4413,7,88,4,86,46,51,47,7,75,30,9,84,2,0
SN,AS,uttara,4414,7,89,4,86,47,52,47,6,75,31,9,84,2,0
SN,AS,uttara,4415,7,87,4,85,46,52,47,6,74,31,9,86,2,0
SN,AS,uttara,4416,8,87,4,84,45,53,47,6,75,35,9,86,2,0
SN,AS,uttara,4417,8,87,4,84,44,52,47,6,74,34,9,85,3,0
SN,AS,uttara,4418,8,88,4,85,44,53,48,6,75,34,9,85,3,0
SN,AS,uttara,4419,8,87,4,85,44,54,49,6,72,34,9,85,3,0
SN,AS,uttara,4420,8,86,5,85,43,54,50,6,72,35,10,85,3,0
SN,AS,uttara,4421,8,85,5,85,42,55,50,6,72,37,10,84,3,0
SN,AS,uttara,4422,8,85,5,86,41,56,50,6,73,37,10,83,3,0
SN,AS,uttara,4423,8,87,5,87,41,59,51,6,72,37,11,82,3,0
SN,AS,uttara,4424,9,87,5,88,41,61,51,5,74,38,13,82,3,0
SN,AS,uttara,4425,9,86,5,89,41,63,51,5,75,41,14,80,3,0
SN,AS,uttara,4426,10,87,5,89,40,64,51,5,77,43,14,80,3,0
SN,AS,uttara,4427,10,87,5,90,39,62,51,5,80,42,14,81,3,0
SN,AS,uttara,4428,10,86,5,89,38,63,51,5,82,43,15,80,3,0
SN,AS,uttara,4429,10,85,5,88,37,64,51,6,82,43,16,80,3,0
SN,AS,uttara,4430,10,88,5,88,37,66,51,6,82,43,16,78,3,0
SN,AS,uttara,4431,10,86,5,89,36,66,51,6,84,44,16,77,3,0
SN,AS,uttara,4432,10,85,5,91,35,66,49,6,84,43,16,79,3,0
SN,AS,uttara,4433,10,85,5,91,34,67,50,6,83,43,17,79,3,0
SN,AS,uttara,4434,10,84,6,92,33,69,50,6,83,43,17,79,3,0
SN,AS,uttara,4435,10,82,6,90,33,70,51,5,86,44,17,81,3,0
SN,AS,uttara,4436,10,84,7,89,32,72,52,5,87,44,17,80,3,0
SN,AS,uttara,4437,10,84,7,88,31,72,52,5,87,44,17,80,4,0
SN,AS,uttara,4438,10,85,7,87,31,72,52,5,88,45,18,80,4,0
SN,AS,uttara,4439,10,84,7,87,30,71,51,5,87,45,19,79,4,0
SN,AS,uttara,4440,10,85,7,88,29,70,50,6,87,47,19,79,4,0
SN,AS,uttara,4441,10,85,7,90,29,70,49,6,88,48,19,78,4,0
SN,AS,uttara,4442,10,85,7,91,29,74,49,6,88,48,19,78,4,0
SN,AS,uttara,4443,10,84,8,89,28,75,49,6,89,48,19,78,4,0
SN,AS,uttara,4444,11,86,8,86,27,74,50,6,89,48,19,80,4,0
SN,AS,uttara,4445,11,86,8,85,27,73,51,6,88,48,19,79,4,0
SN,AS,uttara,4446,11,84,8,84,27,74,51,6,88,48,19,78,4,0
SN,AS,uttara,4447,11,83,9,86,26,73,51,6,88,47,19,77,4,0
SN,AS,uttara,4448,11,82,9,89,25,76,50,6,88,47,20,78,4,0
SN,AS,uttara,4449,11,81,9,90,25,76,49,6,88,47,20,77,4,0
SN,AS,uttara,4450,11,79,9,92,25,76,50,6,87,47,20,77,4,0
SN,AS,uttara,4451,11,79,9,94,25,75,49,6,87,47,20,76,4,0
SN,AS,uttara,4452,11,78,9,94,26,76,49,5,84,47,20,77,4,0
SN,AS,uttara,4453,11,77,9,96,26,76,48,5,84,47,20,77,4,0
SN,AS,uttara,4454,11,77,9,98,26,76,46,5,85,47,20,75,4,0
SN,AS,uttara,4455,11,80,9,98,27,80,46,4,84,47,21,80,4,0
SN,AS,uttara,4456,11,81,9,98,26,81,47,4,85,48,23,84,4,1
SN,AS,uttara,4457,10,83,9,98,26,82,47,4,87,49,24,86,4,1
SN,AS,uttara,4458,9,85,10,104,26,82,46,4,89,49,25,87,4,1
SN,AS,uttara,4459,9,86,10,108,27,81,47,4,90,49,27,85,4,1
SN,AS,uttara,4460,9,86,9,107,28,81,46,4,89,49,27,87,4,1
SN,AS,uttara,4461,9,85,8,108,28,78,44,4,92,48,27,89,4,1
SN,AS,uttara,4462,9,84,8,108,28,80,44,4,92,48,27,89,3,1
SN,AS,uttara,4463,9,82,8,106,28,79,42,3,92,45,27,87,3,1
SN,AS,uttara,4464,9,83,8,106,28,77,39,4,91,44,26,85,3,1
SN,AS,uttara,4465,9,84,8,105,29,75,38,4,89,44,26,85,3,1
SN,AS,uttara,4466,8,84,8,107,29,75,37,4,88,45,25,87,3,1
SN,AS,uttara,4467,8,83,8,108,29,74,37,4,86,46,25,86,3,1
SN,AS,uttara,4468,7,85,8,110,29,77,37,5,87,51,25,91,3,1
SN,AS,uttara,4469,7,84,8,106,29,77,36,5,88,54,25,94,3,1
SN,AS,uttara,4470,7,85,8,108,29,78,38,5,90,54,25,97,2,1
SN,AS,uttara,4471,8,86,8,110,28,80,37,5,98,56,26,101,2,1
SN,AS,uttara,4472,8,88,8,110,27,78,36,5,96,55,26,102,2,1
SN,AS,uttara,4473,8,88,9,110,27,76,35,5,97,55,26,102,2,1
SN,AS,uttara,4474,8,87,9,111,26,77,36,5,97,55,26,103,2,1
SN,AS,uttara,4475,8,84,8,112,26,77,36,5,96,59,25,103,2,1
SN,AS,uttara,4476,7,86,8,111,27,79,38,5,96,60,25,106,2,1
SN,AS,uttara,4477,6,85,8,109,28,76,35,5,95,61,25,105,2,1
SN,AS,uttara,4478,6,84,8,115,27,77,36,5,99,62,26,107,2,1
SN,AS,uttara,4479,7,82,8,113,27,77,36,5,96,59,24,105,2,1
SN,AS,uttara,4480,7,80,8,112,28,76,37,5,95,60,24,105,2,1
SN,AS,uttara,4481,7,81,8,111,27,75,38,5,95,60,24,106,2,1
SN,AS,uttara,4482,7,80,8,110,27,76,40,5,96,59,24,105,3,1
SN,AS,uttara,4483,7,82,8,111,26,76,40,5,96,59,24,107,3,1
SN,AS,uttara,4484,7,83,7,114,26,74,40,5,97,59,25,104,3,1
SN,AS,uttara,4485,7,85,7,115,25,75,41,5,98,62,25,107,3,1
SN,AS,uttara,4486,6,83,8,115,25,76,36,5,96,60,24,104,3,1
SN,AS,uttara,4487,6,84,8,117,25,77,36,5,96,65,24,103,3,1
SN,AS,uttara,4488,6,83,8,114,24,77,37,5,92,66,24,106,3,1
SN,AS,uttara,4489,7,81,8,115,23,78,38,5,92,66,25,106,3,1
SN,AS,uttara,4490,7,85,8,118,23,81,39,5,94,68,27,107,3,1
SN,AS,uttara,4491,6,85,9,120,23,79,39,5,91,64,27,112,3,1
SN,AS,uttara,4492,6,85,9,120,23,86,41,5,94,64,29,114,2,1
SN,AS,uttara,4493,6,85,9,119,22,85,41,5,92,64,30,115,2,2
SN,AS,uttara,4494,6,85,9,119,21,84,40,5,92,64,31,114,3,2
SN,AS,uttara,4495,6,87,8,120,22,84,39,5,91,63,30,113,3,2
SN,AS,uttara,4496,6,88,8,120,23,83,39,5,92,60,30,114,3,2
SN,AS,uttara,4497,6,89,8,120,24,82,39,5,91,62,30,113,3,2
SN,AS,uttara,4498,6,88,8,120,23,79,38,6,91,63,29,114,3,2
SN,AS,uttara,4499,5,89,8,120,23,76,38,7,90,64,28,113,3,2
SN,AS,uttara,4500,5,91,8,120,23,74,37,7,90,63,28,114,3,2
SN,AS,uttara,4501,4,91,8,120,24,73,37,7,87,62,28,113,3,2
SN,AS,uttara,4502,4,91,8,120,24,72,38,8,84,63,28,113,3,2
SN,AS,uttara,4503,4,93,8,122,24,71,38,9,83,64,28,112,3,2
SN,AS,uttara,4504,4,95,8,123,24,70,38,9,84,65,28,112,3,2
SN,AS,uttara,4505,5,91,8,123,23,68,39,9,84,65,28,111,3,2
SN,AS,uttara,4506,5,91,8,121,24,67,40,9,82,64,28,112,3,2
SN,AS,uttara,4507,5,90,8,120,25,69,40,9,82,64,28,113,3,2
SN,AS,uttara,4508,5,89,9,121,25,68,40,9,83,64,27,111,3,2
SN,AS,uttara,4509,5,88,8,120,26,68,40,9,84,64,27,110,3,2
SN,AS,uttara,4510,5,89,8,120,27,67,41,9,81,63,27,109,3,2
SN,AS,uttara,4511,5,87,7,120,28,66,40,9,80,62,27,111,3,2
SN,AS,uttara,4512,5,87,7,118,29,68,41,9,80,62,27,111,2,2
SN,AS,uttara,4513,5,85,7,119,29,69,41,9,79,61,26,111,2,2
SN,AS,uttara,4514,5,87,7,120,30,69,41,9,80,61,25,112,2,2
SN,AS,uttara,4515,5,86,7,118,31,70,41,8,80,60,25,113,2,2
SN,AS,uttara,4516,5,86,7,116,31,70,43,8,78,59,25,114,2,2
SN,AS,uttara,4517,5,87,7,116,31,65,43,8,79,59,25,112,2,2
SN,AS,uttara,4518,5,88,6,117,32,64,43,8,77,60,25,113,2,2
SN,AS,uttara,4519,4,86,6,118,33,64,42,8,78,61,25,112,2,2
SN,AS,uttara,4520,4,86,6,120,33,64,41,8,80,61,25,112,2,2
SN,AS,uttara,4521,4,87,6,120,34,63,42,7,82,61,25,112,2,2
SN,AS,uttara,4522,4,90,5,118,35,63,42,7,82,62,25,112,2,2
SN,AS,uttara,4523,4,91,5,117,36,60,42,7,81,63,24,110,2,2
SN,AS,uttara,4524,4,93,5,116,36,59,42,7,82,63,24,111,2,2
SN,AS,uttara,4525,4,94,5,114,36,60,42,7,81,63,24,112,2,2
SN,AS,uttara,4526,4,95,5,113,36,60,42,7,82,63,24,112,2,2
SN,AS,uttara,4527,4,96,5,113,36,59,42,7,83,63,24,113,2,2
SN,AS,uttara,4528,4,97,5,112,36,59,42,7,83,64,24,112,2,2
SN,AS,uttara,4529,4,97,5,110,36,59,42,7,83,64,24,115,2,2
SN,AS,uttara,4530,4,94,5,108,36,56,42,7,83,63,23,111,2,2
SN,AS,uttara,4531,4,93,5,108,37,56,41,7,80,61,21,107,2,1
SN,AS,uttara,4532,4,93,5,108,38,55,42,7,79,60,19,105,2,1
SN,AS,uttara,4533,4,92,4,104,39,55,42,7,78,60,18,104,2,1
SN,AS,uttara,4534,4,92,4,101,39,55,40,7,78,61,16,103,2,1
SN,AS,uttara,4535,4,93,4,101,39,56,40,7,79,61,16,102,2,1
SN,AS,uttara,4536,4,93,4,101,40,58,39,7,77,61,16,98,2,1
SN,AS,uttara,4537,4,94,4,102,41,56,39,7,77,61,16,101,2,1
SN,AS,uttara,4538,4,94,4,101,42,56,38,7,76,61,16,104,2,1
SN,AS,uttara,4539,4,93,4,100,43,57,38,6,76,62,16,104,2,1
SN,AS,uttara,4540,4,93,4,100,43,58,38,6,76,63,16,105,2,1
SN,AS,uttara,4541,4,93,4,97,44,58,39,6,77,59,16,103,2,1
SN,AS,uttara,4542,4,94,4,95,45,56,39,6,79,58,16,104,2,1
SN,AS,uttara,4543,4,93,4,92,46,54,39,5,77,53,16,99,2,1
SN,AS,uttara,4544,4,93,4,92,47,53,40,5,75,50,16,99,2,1
SN,AS,uttara,4545,4,91,4,88,48,53,38,5,74,51,16,97,2,1
SN,AS,uttara,4546,3,91,4,85,49,50,39,5,65,48,15,95,2,1
SN,AS,uttara,4547,3,90,4,83,50,50,39,5,66,48,15,94,2,1
SN,AS,uttara,4548,3,91,3,83,51,49,39,5,66,47,15,96,2,1
SN,AS,uttara,4549,3,91,3,83,52,48,38,5,67,47,15,96,2,1
SN,AS,uttara,4550,3,92,3,82,53,48,39,5,64,43,15,95,2,1
SN,AS,uttara,4551,3,91,3,83,53,45,36,5,61,43,14,93,2,1
SN,AS,uttara,4552,3,93,3,83,53,45,36,5,61,42,14,93,2,1
SN,AS,uttara,4553,3,94,3,78,54,44,35,5,56,42,13,91,2,1
SN,AS,uttara,4554,2,95,3,79,55,43,34,5,57,42,13,92,2,1
SN,AS,uttara,4555,2,96,3,81,55,42,34,5,57,41,13,92,2,1
SN,AS,uttara,4556,2,96,3,80,56,42,33,5,57,43,13,92,2,1
SN,AS,uttara,4557,2,96,3,80,57,40,31,5,56,43,13,93,1,1
SN,AS,uttara,4558,2,95,3,79,58,39,32,5,57,43,12,92,1,1
SN,AS,uttara,4559,2,95,3,76,59,39,31,5,58,43,11,93,1,1
SN,AS,uttara,4560,2,93,3,74,60,41,30,5,56,41,11,89,1,1
SN,AS,uttara,4561,2,96,2,73,61,41,30,5,56,42,11,89,1,1
SN,AS,uttara,4562,2,95,2,70,61,42,30,5,57,37,11,89,1,1
SN,AS,uttara,4563,2,96,2,70,61,41,28,6,57,35,11,86,1,1
SN,AS,uttara,4564,1,97,2,69,62,39,27,6,56,34,10,87,1,1
SN,AS,uttara,4565,1,94,2,65,63,36,28,6,54,32,8,86,1,1
SN,AS,uttara,4566,1,94,1,64,64,36,28,6,54,32,8,84,1,1
SN,AS,uttara,4567,1,94,1,65,65,29,26,6,51,33,6,84,1,1
SN,AS,uttara,4568,1,93,1,66,65,29,25,7,52,33,5,82,1,0
SN,AS,uttara,4569,1,94,1,67,66,30,25,7,53,34,4,82,0,0
SN,AS,uttara,4570,1,93,1,67,66,31,25,7,52,34,4,83,0,0
SN,AS,uttara,4571,1,93,1,66,66,32,26,7,51,34,4,83,0,0
SN,AS,uttara,4572,1,93,1,66,65,32,27,8,50,32,4,83,0,0
SN,AS,uttara,4573,1,93,1,66,66,32,27,7,49,31,4,83,0,0
SN,AS,uttara,4574,1,92,1,65,67,33,27,6,48,29,3,84,0,0
SN,AS,uttara,4575,1,91,1,63,67,33,28,6,48,27,2,85,0,0
SN,AS,uttara,4576,1,89,1,61,67,33,29,6,48,26,2,86,0,0
SN,AS,uttara,4577,2,88,1,60,67,33,29,5,48,25,2,86,0,0
SN,AS,uttara,4578,2,86,1,58,68,34,29,4,47,24,1,89,0,0
SN,AS,uttara,4579,2,84,2,58,68,34,30,3,47,22,0,88,0,0
SN,AS,uttara,4580,1,85,2,58,68,34,30,3,48,22,0,89,0,0
SN,AS,uttara,4581,1,86,2,59,67,35,29,3,49,22,0,89,0,0
SN,AS,uttara,4582,1,86,2,62,66,36,30,3,49,23,0,87,0,0
SN,AS,uttara,4583,1,87,2,60,66,36,30,3,49,25,0,87,0,0
SN,AS,uttara,4584,1,86,2,61,66,36,31,3,47,25,1,87,0,0
SN,AS,uttara,4585,2,87,2,62,65,36,30,3,47,27,1,87,0,0
SN,AS,uttara,4586,2,86,3,61,64,35,30,3,47,28,1,86,0,0
SN,AS,uttara,4587,3,85,3,61,63,34,30,3,47,28,1,85,0,0
SN,AS,uttara,4588,3,85,3,60,63,33,30,3,49,29,1,87,0,0
SN,AS,uttara,4589,3,83,3,59,63,33,30,3,50,29,2,87,0,0
SN,AS,uttara,4590,3,84,3,62,63,32,31,3,50,28,3,86,0,0
SN,AS,uttara,4591,3,85,3,66,62,32,29,3,52,29,3,85,0,0
SN,AS,uttara,4592,3,83,3,65,61,33,30,3,51,29,3,85,0,0
SN,AS,uttara,4593,3,82,3,66,60,34,31,3,51,28,3,83,1,0
SN,AS,uttara,4594,3,83,3,67,60,36,34,3,51,28,3,83,1,0
SN,AS,uttara,4595,4,84,3,67,59,36,36,3,51,31,3,84,1,0
SN,AS,uttara,4596,4,83,4,68,58,36,35,3,49,31,4,86,1,0
SN,AS,uttara,4597,4,81,4,69,57,35,35,3,50,31,5,89,1,0
SN,AS,uttara,4598,4,80,4,69,57,35,36,3,51,30,7,88,1,0
SN,AS,uttara,4599,4,79,4,71,56,35,36,3,52,30,8,86,1,0
SN,AS,uttara,4600,4,78,5,72,55,35,36,3,52,31,8,84,1,0
SN,AS,uttara,4601,4,77,5,74,55,38,36,3,53,31,9,85,1,0
SN,AS,uttara,4602,4,77,6,73,54,38,37,3,53,31,10,84,1,0
SN,AS,uttara,4603,4,77,6,73,53,39,36,3,52,31,12,87,1,0
SN,AS,uttara,4604,4,76,6,76,52,41,36,3,56,31,12,84,1,0
SN,AS,uttara,4605,4,76,6,78,52,44,38,3,56,31,12,84,1,0
SN,AS,uttara,4606,4,75,6,77,52,43,38,3,56,32,12,85,1,0
SN,AS,uttara,4607,4,73,6,79,52,43,37,3,55,33,13,84,1,0
SN,AS,uttara,4608,4,74,6,79,52,43,37,3,54,33,13,84,1,0
SN,AS,uttara,4609,4,73,6,80,51,44,40,3,53,33,14,85,1,0
SN,AS,uttara,4610,4,74,7,84,50,44,42,3,52,34,14,88,1,0
SN,AS,uttara,4611,4,74,7,83,50,42,42,3,52,34,15,88,1,0
SN,AS,uttara,4612,4,74,7,82,50,43,42,3,54,35,15,85,1,0
SN,AS,uttara,4613,4,74,7,83,49,44,42,3,54,35,16,82,1,0
SN,AS,uttara,4614,4,74,7,86,48,45,42,3,56,34,17,83,1,0
SN,AS,uttara,4615,4,74,7,88,48,45,42,3,58,36,17,83,1,0
SN,AS,uttara,4616,4,73,7,91,48,46,42,3,58,36,17,82,1,0
SN,AS,uttara,4617,4,73,7,90,47,46,42,4,56,38,17,83,1,0
SN,AS,uttara,4618,5,72,7,93,46,46,42,4,55,38,17,82,1,0
SN,AS,uttara,4619,5,72,7,94,46,46,41,4,56,38,17,81,1,0
SN,AS,uttara,4620,5,73,7,94,46,45,41,4,55,37,18,81,1,0
SN,AS,uttara,4621,5,72,7,94,46,45,41,4,55,37,19,80,1,0
SN,AS,uttara,4622,6,72,7,93,45,45,42,4,53,38,20,79,1,0
SN,AS,uttara,4623,6,71,7,94,45,45,42,4,53,38,20,76,1,0
SN,AS,uttara,4624,6,70,8,94,44,45,42,4,52,40,20,75,1,0
SN,AS,uttara,4625,6,69,8,94,43,47,42,4,52,41,20,75,1,0
SN,AS,uttara,4626,6,68,8,92,42,47,42,4,53,40,20,76,1,0
SN,AS,uttara,4627,7,66,8,92,41,48,42,4,53,40,20,75,1,0
