Text_Type,Book,Chapter,Window,GG,LGL,LG,GLG,G,LGG,LLG,L,GGL,GLL,LLL,GGG,GL,LL
SN,AS,uttara,2312,12,75,6,96,20,89,52,7,84,47,44,71,7,1
SN,AS,uttara,2313,12,75,6,96,20,88,52,7,85,47,44,70,7,1
SN,AS,uttara,2314,13,65,6,80,20,71,44,7,74,42,33,54,7,1
SN,AS,uttara,2315,13,63,6,80,20,69,44,7,71,43,33,53,7,1
SN,AS,uttara,2316,14,63,6,82,19,68,43,7,72,43,32,54,7,1
SN,AS,uttara,2317,14,64,6,82,19,68,43,7,72,43,33,54,7,2
SN,AS,uttara,2318,14,64,6,80,19,68,43,7,69,43,34,53,8,2
SN,AS,uttara,2319,14,62,6,81,19,66,43,7,69,42,34,54,8,2
SN,AS,uttara,2320,14,62,6,82,20,65,41,7,68,40,31,54,8,2
SN,AS,uttara,2321,14,60,6,83,20,65,41,7,68,40,31,56,8,2
SN,AS,uttara,2322,14,59,6,84,20,64,42,7,68,40,31,55,8,2
SN,AS,uttara,2323,14,59,6,83,20,64,41,7,67,40,31,54,8,2
SN,AS,uttara,2324,13,56,6,83,20,63,41,7,66,39,30,55,8,2
SN,AS,uttara,2325,13,54,6,80,21,59,41,7,63,37,29,53,8,2
SN,AS,uttara,2326,13,54,5,80,22,58,41,7,64,37,29,55,8,2
SN,AS,uttara,2327,13,56,5,77,22,58,41,7,64,38,28,54,8,2
SN,AS,uttara,2328,12,56,5,75,23,58,42,7,63,38,28,55,8,2
SN,AS,uttara,2329,12,58,5,78,24,58,42,6,64,39,29,54,8,2
SN,AS,uttara,2330,12,58,5,79,24,57,42,6,65,41,30,55,8,2
SN,AS,uttara,2331,12,58,5,80,25,55,41,6,66,42,31,54,7,2
SN,AS,uttara,2332,12,59,5,81,26,54,41,6,67,43,32,54,7,2
SN,AS,uttara,2333,13,59,5,81,26,52,43,5,66,43,32,54,7,2
SN,AS,uttara,2334,13,59,5,82,26,50,44,5,66,43,32,54,7,2
SN,AS,uttara,2335,13,59,5,83,26,51,43,5,65,43,32,56,7,2
SN,AS,uttara,2336,13,59,6,84,25,51,44,5,64,43,31,56,7,2
SN,AS,uttara,2337,13,60,6,84,25,51,43,5,65,43,31,59,7,2
SN,AS,uttara,2338,13,61,6,83,25,48,41,5,64,43,31,59,7,2
SN,AS,uttara,2339,12,62,6,82,26,47,40,5,65,43,31,60,7,2
SN,AS,uttara,2340,12,63,6,83,26,47,38,5,61,43,28,60,7,2
SN,AS,uttara,2341,12,64,6,84,26,46,39,5,60,43,27,60,7,2
SN,AS,uttara,2342,11,63,6,83,27,47,39,5,59,44,26,61,7,2
SN,AS,uttara,2343,11,64,6,85,28,45,40,5,57,44,25,60,7,2
SN,AS,uttara,2344,11,64,6,83,28,45,39,5,58,44,25,61,7,2
SN,AS,uttara,2345,11,66,5,81,29,44,39,5,58,43,25,63,7,2
SN,AS,uttara,2346,10,67,5,79,30,43,39,5,57,43,25,62,7,2
SN,AS,uttara,2347,10,67,5,80,30,44,39,5,58,42,25,61,7,2
SN,AS,uttara,2348,10,66,5,81,31,46,38,5,58,41,25,60,7,2
SN,AS,uttara,2349,10,66,5,82,31,47,39,5,58,40,24,60,7,2
SN,AS,uttara,2350,10,66,5,83,32,46,39,5,56,39,24,61,7,2
SN,AS,uttara,2351,10,66,5,84,32,46,38,5,56,39,24,63,7,2
SN,AS,uttara,2352,10,66,5,85,33,46,37,4,56,39,24,65,7,2
SN,AS,uttara,2353,10,67,5,86,34,43,37,4,57,39,23,66,6,2
SN,AS,uttara,2354,10,68,5,85,35,42,38,4,58,38,23,66,6,2
SN,AS,uttara,2355,10,68,5,85,36,42,38,4,58,39,23,67,6,2
SN,AS,uttara,2356,10,68,5,85,37,42,37,4,58,38,23,66,6,2
SN,AS,uttara,2357,10,69,5,84,37,38,35,4,55,37,21,67,6,2
SN,AS,uttara,2358,10,70,5,84,38,38,36,4,54,36,21,69,6,2
SN,AS,uttara,2359,10,70,5,86,39,39,36,4,53,36,20,68,5,2
SN,AS,uttara,2360,10,71,4,86,40,40,35,4,53,36,19,68,5,2
SN,AS,uttara,2361,10,73,3,86,41,40,35,4,53,36,19,70,5,2
SN,AS,uttara,2362,10,74,3,86,42,39,34,4,52,36,19,71,5,1
SN,AS,uttara,2363,10,74,3,86,43,39,34,4,52,37,19,70,5,1
SN,AS,uttara,2364,10,75,2,85,44,39,34,4,51,37,19,70,5,1
SN,AS,uttara,2365,9,76,2,85,45,37,34,4,51,36,19,72,5,1
SN,AS,uttara,2366,9,74,2,86,46,37,35,4,51,36,19,72,5,1
SN,AS,uttara,2367,8,74,2,86,47,36,35,4,51,37,18,71,5,1
SN,AS,uttara,2368,8,75,2,88,48,35,34,4,51,36,17,71,5,1
SN,AS,uttara,2369,7,76,2,90,49,34,34,4,51,36,17,71,5,1
SN,AS,uttara,2370,7,78,2,91,49,34,34,4,50,36,16,72,5,1
SN,AS,uttara,2371,7,79,2,90,50,33,34,3,50,34,15,74,5,1
SN,AS,uttara,2372,7,79,2,91,51,32,34,3,49,33,15,75,5,1
SN,AS,uttara,2373,7,80,2,91,52,31,35,3,50,32,14,73,4,1
SN,AS,uttara,2374,7,81,2,93,53,31,34,2,48,32,14,74,4,1
SN,AS,uttara,2375,7,82,1,95,54,30,34,2,46,32,14,75,4,1
SN,AS,uttara,2376,7,83,1,95,55,29,34,2,46,33,14,75,4,1
SN,AS,uttara,2377,6,84,1,95,56,30,34,2,46,33,14,76,4,1
SN,AS,uttara,2378,6,85,1,96,56,30,34,2,45,32,14,77,4,1
SN,AS,uttara,2379,6,85,1,96,57,31,34,2,45,32,14,77,3,1
SN,AS,uttara,2380,6,85,1,95,58,30,34,2,44,33,14,76,2,1
SN,AS,uttara,2381,6,84,1,95,58,30,34,2,47,33,14,75,2,1
SN,AS,uttara,2382,6,84,1,96,59,29,33,2,47,31,13,75,2,1
SN,AS,uttara,2383,6,84,1,94,60,28,32,2,49,29,13,76,2,1
SN,AS,uttara,2384,6,84,1,95,60,27,32,3,50,29,11,79,2,1
SN,AS,uttara,2385,7,83,1,94,60,25,32,2,49,28,9,78,2,1
SN,AS,uttara,2386,6,82,1,94,60,24,33,2,46,27,9,78,2,1
SN,AS,uttara,2387,6,82,1,92,60,24,32,2,45,27,9,81,1,1
SN,AS,uttara,2388,6,81,2,93,59,24,33,2,45,27,9,80,1,1
SN,AS,uttara,2389,6,82,2,95,59,26,29,2,44,25,10,82,1,1
SN,AS,uttara,2390,5,84,2,94,60,29,29,2,46,24,12,82,1,1
SN,AS,uttara,2391,4,85,2,90,60,31,29,2,46,23,12,81,1,1
SN,AS,uttara,2392,4,86,2,89,61,31,30,2,46,23,11,81,1,0
SN,AS,uttara,2393,4,86,2,89,61,31,30,2,46,23,11,81,0,0
SN,AS,uttara,2394,5,87,2,88,60,31,30,2,49,23,11,79,0,0
SN,AS,uttara,2395,5,88,2,86,59,32,29,2,51,23,11,79,0,0
SN,AS,uttara,2396,5,89,2,88,60,32,31,1,52,25,12,77,0,0
SN,AS,uttara,2397,5,91,2,87,60,34,31,1,54,27,13,77,0,0
SN,AS,uttara,2398,5,92,3,90,59,36,34,1,54,29,14,79,0,0
SN,AS,uttara,2399,5,93,3,89,59,36,35,1,55,29,15,80,0,0
SN,AS,uttara,2400,5,94,3,90,58,36,35,1,54,30,15,81,0,0
SN,AS,uttara,2401,5,94,3,96,57,37,35,1,56,34,16,80,0,0
SN,AS,uttara,2402,5,92,3,95,56,37,35,1,56,33,16,80,0,0
SN,AS,uttara,2403,6,93,3,96,55,37,35,1,55,34,17,80,0,0
SN,AS,uttara,2404,7,93,3,94,54,37,37,1,54,33,16,82,0,0
SN,AS,uttara,2405,7,91,3,92,53,40,41,1,55,32,15,82,1,0
SN,AS,uttara,2406,7,91,3,92,53,43,42,1,61,30,17,84,1,0
SN,AS,uttara,2407,7,90,3,91,52,44,42,1,61,29,16,85,1,0
SN,AS,uttara,2408,6,90,3,92,53,45,42,1,63,29,16,85,1,0
SN,AS,uttara,2409,5,92,3,92,53,46,42,1,65,29,17,87,1,0
SN,AS,uttara,2410,5,92,3,93,54,46,44,1,70,31,17,85,1,0
SN,AS,uttara,2411,5,94,2,94,54,48,44,1,74,31,17,87,1,0
SN,AS,uttara,2412,5,94,2,94,53,50,45,2,74,32,18,87,1,0
SN,AS,uttara,2413,5,94,2,92,53,50,45,2,76,31,18,88,1,0
SN,AS,uttara,2414,5,93,2,90,52,50,45,2,77,31,18,89,1,0
SN,AS,uttara,2415,5,95,2,90,52,49,49,2,79,32,21,90,1,0
SN,AS,uttara,2416,5,94,2,92,51,49,48,2,79,34,21,88,1,0
SN,AS,uttara,2417,5,94,2,94,50,50,49,2,79,33,21,88,2,0
SN,AS,uttara,2418,5,92,2,94,50,53,48,2,81,33,22,90,2,0
SN,AS,uttara,2419,5,93,2,94,49,53,47,2,83,33,22,89,3,0
SN,AS,uttara,2420,6,92,2,96,48,54,48,2,84,33,23,88,3,0
SN,AS,uttara,2421,6,92,3,98,47,56,49,2,83,34,23,88,3,0
SN,AS,uttara,2422,7,91,3,98,46,55,49,2,83,34,23,88,3,0
SN,AS,uttara,2423,7,90,3,98,46,54,49,2,83,34,24,90,3,0
SN,AS,uttara,2424,7,89,4,98,45,54,48,2,82,34,24,90,3,0
SN,AS,uttara,2425,7,88,5,96,44,54,51,2,82,34,24,88,3,0
SN,AS,uttara,2426,7,91,5,99,44,54,55,2,85,34,25,88,3,0
SN,AS,uttara,2427,7,90,5,100,43,54,56,2,85,34,25,86,3,0
SN,AS,uttara,2428,7,90,6,100,42,56,58,2,85,34,25,86,3,0
SN,AS,uttara,2429,7,91,6,103,42,58,61,2,86,34,25,86,3,0
SN,AS,uttara,2430,7,91,6,103,42,61,62,2,88,33,26,86,3,0
SN,AS,uttara,2431,8,91,6,104,41,61,61,2,88,32,26,85,3,0
SN,AS,uttara,2432,8,90,6,105,40,61,61,3,89,33,26,85,3,0
SN,AS,uttara,2433,8,92,6,107,40,64,62,3,92,34,26,86,3,0
SN,AS,uttara,2434,8,94,6,105,40,63,62,3,94,35,26,88,3,0
SN,AS,uttara,2435,8,95,6,106,39,62,62,3,94,35,26,89,3,0
SN,AS,uttara,2436,8,95,6,106,39,63,62,3,95,36,26,88,3,0
SN,AS,uttara,2437,8,93,6,112,38,66,62,4,95,35,26,87,3,0
SN,AS,uttara,2438,8,94,7,112,37,68,63,4,97,35,27,88,3,0
SN,AS,uttara,2439,8,94,8,112,36,66,65,4,95,35,27,91,3,0
SN,AS,uttara,2440,8,94,9,116,35,69,66,4,96,37,27,89,3,0
SN,AS,uttara,2441,8,94,9,115,34,69,66,4,98,37,29,90,3,0
SN,AS,uttara,2442,8,93,9,115,34,69,68,4,99,37,29,89,3,0
SN,AS,uttara,2443,8,94,10,114,33,68,69,4,101,38,31,92,3,0
SN,AS,uttara,2444,9,93,10,113,32,70,68,4,101,39,32,94,3,0
SN,AS,uttara,2445,10,91,10,114,31,71,68,4,101,40,32,93,3,0
SN,AS,uttara,2446,11,91,10,115,30,71,68,4,101,40,32,93,3,0
SN,AS,uttara,2447,11,90,10,114,29,71,68,4,102,40,32,92,3,0
SN,AS,uttara,2448,11,93,11,114,28,72,68,4,103,40,32,96,3,0
SN,AS,uttara,2449,11,93,11,111,27,72,68,4,103,40,33,97,3,0
SN,AS,uttara,2450,11,94,12,111,26,72,68,4,102,41,34,99,3,0
SN,AS,uttara,2451,11,91,12,114,26,74,68,4,103,41,34,98,3,0
SN,AS,uttara,2452,11,90,12,116,26,74,67,4,103,41,35,97,3,0
SN,AS,uttara,2453,11,89,12,114,25,75,68,4,105,41,35,98,3,0
SN,AS,uttara,2454,11,89,13,115,24,74,68,4,104,43,35,98,3,0
SN,AS,uttara,2455,11,89,13,115,23,76,69,4,106,44,35,98,3,0
SN,AS,uttara,2456,11,88,14,115,22,77,70,4,103,45,37,98,3,0
SN,AS,uttara,2457,11,87,14,113,22,76,71,4,103,46,37,99,3,0
SN,AS,uttara,2458,11,88,14,114,21,78,72,4,102,47,37,98,3,0
SN,AS,uttara,2459,11,89,14,114,22,79,74,3,102,48,38,95,3,0
SN,AS,uttara,2460,10,89,14,113,23,81,73,3,105,48,38,96,3,0
SN,AS,uttara,2461,10,89,14,114,23,81,73,4,106,48,39,96,3,0
SN,AS,uttara,2462,10,93,14,115,23,83,72,4,109,49,41,96,3,0
SN,AS,uttara,2463,10,95,13,113,24,85,72,4,112,53,42,101,3,0
SN,AS,uttara,2464,9,94,13,111,25,85,73,4,112,54,42,100,3,0
SN,AS,uttara,2465,9,93,13,111,25,83,73,4,111,54,39,100,3,0
SN,AS,uttara,2466,9,92,13,111,26,84,73,4,111,55,40,102,3,0
SN,AS,uttara,2467,9,90,13,111,25,83,73,4,111,56,40,103,3,0
SN,AS,uttara,2468,9,91,13,111,25,84,74,4,113,57,40,105,3,0
SN,AS,uttara,2469,8,90,13,111,25,84,74,4,110,58,41,108,3,0
SN,AS,uttara,2470,8,89,13,112,26,85,75,4,108,61,41,111,3,0
SN,AS,uttara,2471,8,89,14,112,25,87,73,4,106,60,40,113,3,0
SN,AS,uttara,2472,8,86,14,114,24,86,73,4,105,58,39,112,3,0
SN,AS,uttara,2473,8,84,13,111,24,84,70,4,105,55,39,110,3,0
SN,AS,uttara,2474,8,84,13,111,25,84,70,4,105,54,38,108,3,0
SN,AS,uttara,2475,8,83,13,112,25,87,69,4,109,54,38,110,3,0
SN,AS,uttara,2476,9,84,13,109,25,88,69,4,107,51,38,110,3,0
SN,AS,uttara,2477,9,85,14,112,25,90,70,4,107,53,38,111,3,0
SN,AS,uttara,2478,8,83,15,113,25,90,70,4,109,53,37,112,3,0
SN,AS,uttara,2479,7,82,15,113,25,91,68,5,109,52,37,110,3,0
SN,AS,uttara,2480,7,83,15,115,26,89,66,5,107,51,38,111,2,0
SN,AS,uttara,2481,7,82,15,112,26,87,65,5,100,51,35,109,2,0
SN,AS,uttara,2482,7,81,15,113,26,89,67,5,100,51,35,108,2,0
SN,AS,uttara,2483,8,82,15,113,25,89,65,5,98,52,36,108,2,0
SN,AS,uttara,2484,9,81,15,113,25,89,65,5,96,53,36,111,2,0
SN,AS,uttara,2485,9,85,15,112,24,88,66,5,92,51,38,117,2,1
SN,AS,uttara,2486,9,85,15,115,24,87,70,5,90,53,41,117,2,1
SN,AS,uttara,2487,9,85,15,118,24,86,69,4,91,52,41,115,2,1
SN,AS,uttara,2488,9,85,15,118,23,87,69,4,89,53,41,115,2,1
SN,AS,uttara,2489,9,87,15,121,23,89,71,4,92,56,42,115,2,2
SN,AS,uttara,2490,9,85,15,122,22,90,68,4,90,56,39,114,2,2
SN,AS,uttara,2491,9,86,15,122,23,91,69,4,92,54,39,114,2,2
SN,AS,uttara,2492,9,87,15,121,24,89,68,4,91,55,40,114,1,2
SN,AS,uttara,2493,9,87,15,120,23,86,68,5,89,55,39,112,1,2
SN,AS,uttara,2494,9,87,15,122,24,86,69,5,90,57,42,113,0,2
SN,AS,uttara,2495,8,86,16,122,24,86,69,5,89,58,44,113,0,2
SN,AS,uttara,2496,8,84,15,123,24,84,69,5,90,57,46,111,0,2
SN,AS,uttara,2497,7,85,15,123,24,84,70,5,90,58,46,111,0,2
SN,AS,uttara,2498,7,87,15,122,23,83,72,5,92,58,46,109,0,2
SN,AS,uttara,2499,7,87,14,122,24,83,74,5,93,58,46,109,0,2
SN,AS,uttara,2500,7,87,13,126,24,86,73,5,93,60,48,110,0,2
SN,AS,uttara,2501,7,84,13,123,24,89,70,5,93,61,47,113,0,2
SN,AS,uttara,2502,7,84,13,121,25,90,69,5,94,61,47,114,0,2
SN,AS,uttara,2503,7,85,12,123,25,88,67,5,95,63,48,113,0,2
SN,AS,uttara,2504,7,83,13,120,24,87,63,5,92,63,48,114,0,2
SN,AS,uttara,2505,7,88,13,123,24,86,61,5,94,65,50,115,0,2
SN,AS,uttara,2506,6,88,13,125,24,86,63,6,94,66,50,116,0,2
SN,AS,uttara,2507,6,88,13,123,24,86,63,5,92,65,51,114,1,2
SN,AS,uttara,2508,6,86,13,120,24,83,61,5,90,64,51,114,1,2
SN,AS,uttara,2509,6,86,13,121,24,83,60,5,88,63,51,113,1,2
SN,AS,uttara,2510,6,84,13,120,25,84,60,5,89,63,51,112,1,2
SN,AS,uttara,2511,6,83,13,121,25,84,60,5,88,62,51,112,1,2
SN,AS,uttara,2512,6,85,13,115,26,81,60,4,89,63,51,112,1,2
SN,AS,uttara,2513,6,84,12,114,27,80,59,4,87,63,50,111,1,2
SN,AS,uttara,2514,6,84,11,115,28,80,57,4,88,63,50,110,1,2
SN,AS,uttara,2515,6,83,10,112,29,77,57,4,87,61,50,111,1,2
SN,AS,uttara,2516,6,83,10,112,30,78,56,4,85,61,48,111,1,2
SN,AS,uttara,2517,6,84,10,113,30,78,53,4,84,60,48,113,1,2
SN,AS,uttara,2518,6,83,9,111,31,78,52,4,83,59,46,113,1,2
SN,AS,uttara,2519,5,84,9,113,32,76,52,4,82,59,45,111,1,2
SN,AS,uttara,2520,4,85,9,112,33,76,51,4,82,58,45,113,1,2
SN,AS,uttara,2521,3,85,9,110,34,77,52,4,82,58,45,112,1,2
SN,AS,uttara,2522,3,86,9,112,35,76,52,4,81,59,45,112,1,2
SN,AS,uttara,2523,3,82,8,112,36,76,53,4,80,58,45,108,1,2
SN,AS,uttara,2524,3,83,8,113,37,76,53,4,82,58,44,106,1,2
SN,AS,uttara,2525,3,82,7,112,38,78,53,4,82,57,43,104,1,2
SN,AS,uttara,2526,3,83,7,110,38,76,53,4,81,56,43,107,1,2
SN,AS,uttara,2527,3,84,7,109,38,76,55,4,81,56,42,106,1,2
SN,AS,uttara,2528,3,85,7,110,39,74,54,4,80,56,42,106,1,2
SN,AS,uttara,2529,3,85,6,109,40,76,54,4,80,54,42,106,1,2
SN,AS,uttara,2530,3,84,6,109,41,75,54,4,77,52,42,107,1,2
SN,AS,uttara,2531,3,86,5,109,42,74,54,4,78,51,40,107,1,2
SN,AS,uttara,2532,3,86,5,111,42,74,53,4,78,50,40,108,1,2
SN,AS,uttara,2533,3,86,5,109,43,73,53,4,77,49,40,107,1,2
SN,AS,uttara,2534,3,86,5,108,43,72,51,4,75,48,39,110,1,2
SN,AS,uttara,2535,3,87,5,110,43,71,52,4,72,48,39,109,1,2
SN,AS,uttara,2536,3,88,5,108,44,72,51,3,71,49,38,110,1,2
SN,AS,uttara,2537,3,86,5,107,45,69,51,3,68,49,36,108,1,2
SN,AS,uttara,2538,3,86,5,107,45,67,50,3,64,46,35,105,1,2
SN,AS,uttara,2539,3,86,5,107,45,65,50,3,64,44,33,105,1,2
SN,AS,uttara,2540,3,86,5,108,44,64,50,4,63,44,33,106,1,2
SN,AS,uttara,2541,3,88,5,108,44,62,50,4,63,44,32,103,1,2
SN,AS,uttara,2542,3,89,5,108,45,63,49,4,62,45,32,102,1,2
SN,AS,uttara,2543,3,90,5,109,46,63,48,4,61,44,31,100,1,2
SN,AS,uttara,2544,3,90,5,109,46,63,49,5,61,44,30,98,1,2
SN,AS,uttara,2545,3,90,5,108,46,62,49,5,61,41,30,96,1,2
SN,AS,uttara,2546,3,89,4,106,47,60,49,5,62,41,30,95,1,2
SN,AS,uttara,2547,3,90,4,103,47,59,49,5,61,42,32,97,1,2
SN,AS,uttara,2548,3,91,4,102,48,59,49,5,61,44,31,98,1,2
SN,AS,uttara,2549,4,92,4,101,47,60,50,5,60,45,32,97,1,2
SN,AS,uttara,2550,4,91,4,100,48,58,49,5,58,44,33,94,1,2
SN,AS,uttara,2551,3,90,4,98,49,56,50,5,57,44,33,94,1,2
SN,AS,uttara,2552,3,90,3,96,50,54,51,5,57,43,33,94,1,2
SN,AS,uttara,2553,3,90,2,95,50,54,51,5,55,42,33,92,1,2
SN,AS,uttara,2554,3,89,2,94,50,53,52,4,55,42,33,93,1,2
SN,AS,uttara,2555,3,88,2,93,49,54,51,4,55,42,32,94,1,2
SN,AS,uttara,2556,3,87,3,95,48,53,52,4,56,42,32,94,1,2
SN,AS,uttara,2557,3,87,4,93,48,50,50,4,56,41,33,96,1,2
SN,AS,uttara,2558,2,87,4,92,49,51,50,4,56,40,32,96,1,2
SN,AS,uttara,2559,1,86,4,92,50,53,50,4,57,39,31,91,1,2
SN,AS,uttara,2560,1,83,4,92,50,55,47,4,57,39,30,87,1,1
SN,AS,uttara,2561,1,83,4,86,51,54,42,4,55,40,27,87,1,1
SN,AS,uttara,2562,1,82,4,85,51,53,42,4,54,41,26,87,1,1
SN,AS,uttara,2563,1,81,4,85,51,52,43,4,54,40,26,86,1,1
SN,AS,uttara,2564,1,85,4,86,51,53,42,4,51,37,25,87,2,0
SN,AS,uttara,2565,2,85,4,84,51,53,41,4,50,36,26,86,2,0
SN,AS,uttara,2566,2,84,5,82,50,52,40,4,50,39,26,86,2,0
SN,AS,uttara,2567,2,85,5,86,49,52,41,5,51,39,26,87,2,0
SN,AS,uttara,2568,2,86,5,87,49,53,42,4,51,40,26,91,2,0
SN,AS,uttara,2569,2,84,6,85,48,52,42,4,48,39,23,92,2,0
SN,AS,uttara,2570,2,85,6,83,48,53,41,4,50,40,21,93,2,0
SN,AS,uttara,2571,2,85,6,81,48,56,40,4,51,40,19,93,2,0
SN,AS,uttara,2572,3,84,6,81,48,59,40,4,51,39,20,94,2,0
SN,AS,uttara,2573,3,82,6,80,48,59,38,4,49,39,19,94,2,1
SN,AS,uttara,2574,3,83,6,79,47,59,36,4,48,40,19,97,2,1
SN,AS,uttara,2575,4,85,6,75,47,57,34,4,49,38,17,97,2,1
SN,AS,uttara,2576,4,84,7,74,46,55,34,4,47,37,17,92,2,1
SN,AS,uttara,2577,4,85,7,78,46,55,37,4,49,39,17,90,2,1
SN,AS,uttara,2578,4,85,7,77,46,55,38,4,48,37,16,89,3,1
SN,AS,uttara,2579,4,85,6,77,46,56,40,4,49,37,16,91,3,1
SN,AS,uttara,2580,4,79,6,73,46,56,41,4,47,35,15,90,3,1
SN,AS,uttara,2581,5,79,6,69,46,56,39,3,48,34,15,90,3,1
SN,AS,uttara,2582,5,79,6,71,46,57,39,3,49,35,14,90,2,1
SN,AS,uttara,2583,6,78,6,73,45,57,39,3,50,35,15,89,2,1
SN,AS,uttara,2584,6,75,7,73,44,58,40,3,50,35,15,90,2,1
SN,AS,uttara,2585,6,74,8,74,43,58,41,3,49,35,16,89,2,1
SN,AS,uttara,2586,6,74,8,74,43,60,41,3,49,35,17,90,2,1
SN,AS,uttara,2587,6,73,8,75,43,65,43,3,48,34,17,90,2,1
SN,AS,uttara,2588,6,72,8,75,43,65,43,3,51,33,18,91,2,1
SN,AS,uttara,2589,6,74,8,77,43,67,43,3,51,33,18,91,2,1
SN,AS,uttara,2590,6,73,8,77,43,67,42,3,51,33,18,92,2,1
SN,AS,uttara,2591,6,72,9,77,42,67,42,3,51,33,18,90,2,1
SN,AS,uttara,2592,6,72,9,75,41,67,42,3,51,33,18,88,3,1
SN,AS,uttara,2593,7,74,9,78,40,69,44,3,54,33,19,85,3,1
SN,AS,uttara,2594,8,74,9,84,39,73,47,3,55,34,20,89,3,1
SN,AS,uttara,2595,8,74,10,85,38,76,48,3,55,35,21,90,3,1
SN,AS,uttara,2596,8,73,10,88,37,75,48,3,54,35,21,90,3,1
SN,AS,uttara,2597,9,73,10,89,36,77,48,3,54,35,21,92,3,1
SN,AS,uttara,2598,9,74,10,94,35,76,46,4,55,37,22,92,3,1
SN,AS,uttara,2599,9,72,10,95,34,79,47,5,53,38,22,92,3,1
SN,AS,uttara,2600,9,71,11,94,33,77,48,5,55,38,22,92,3,1
SN,AS,uttara,2601,9,70,11,94,32,78,48,5,55,38,22,89,4,1
SN,AS,uttara,2602,9,72,11,99,31,79,50,5,60,39,22,92,4,1
SN,AS,uttara,2603,9,71,11,99,30,79,50,5,61,39,23,90,4,1
SN,AS,uttara,2604,9,72,11,98,30,77,50,5,61,39,23,92,4,1
SN,AS,uttara,2605,9,71,11,99,29,78,50,5,61,39,23,91,4,1
SN,AS,uttara,2606,10,71,11,99,28,78,49,5,60,40,23,91,4,1
SN,AS,uttara,2607,10,70,12,98,27,78,49,5,61,40,24,89,4,1
SN,AS,uttara,2608,10,70,12,99,26,78,48,5,63,40,24,89,4,1
SN,AS,uttara,2609,10,74,12,99,26,79,49,5,63,40,25,86,4,1
SN,AS,uttara,2610,10,75,12,100,25,79,50,5,66,41,27,87,4,1
SN,AS,uttara,2611,10,74,12,101,25,81,50,5,68,40,27,85,4,1
SN,AS,uttara,2612,10,73,13,106,24,85,50,5,71,42,28,83,4,1
SN,AS,uttara,2613,10,73,14,111,23,92,50,5,73,43,28,84,4,1
SN,AS,uttara,2614,10,75,14,111,23,94,49,5,73,44,28,85,4,1
SN,AS,uttara,2615,10,75,14,109,24,94,52,4,74,43,28,84,4,1
SN,AS,uttara,2616,11,74,14,109,23,93,52,4,75,42,28,85,4,1
SN,AS,uttara,2617,11,74,14,110,22,93,54,4,75,40,28,86,4,1
SN,AS,uttara,2618,11,76,14,112,22,95,56,4,76,42,29,90,4,1
SN,AS,uttara,2619,11,75,14,114,22,96,56,3,77,42,29,89,4,1
SN,AS,uttara,2620,11,74,14,116,21,96,55,3,77,43,29,87,4,1
SN,AS,uttara,2621,11,74,14,116,20,97,55,3,77,42,30,86,4,1
SN,AS,uttara,2622,11,73,14,116,20,97,54,3,77,41,29,84,5,1
SN,AS,uttara,2623,11,73,14,116,20,97,54,3,79,39,29,83,5,1
SN,AS,uttara,2624,10,73,14,118,21,97,52,3,79,38,28,83,5,1
SN,AS,uttara,2625,10,74,14,118,21,95,52,3,79,38,27,84,5,1
SN,AS,uttara,2626,10,76,14,117,21,95,51,3,79,37,26,84,5,1
SN,AS,uttara,2627,10,77,14,116,21,95,50,3,79,37,25,84,5,1
SN,AS,uttara,2628,10,78,14,116,22,95,50,3,79,38,25,84,5,1
SN,AS,uttara,2629,10,81,14,117,23,95,50,3,79,38,25,83,5,1
SN,AS,uttara,2630,10,82,14,116,24,94,50,3,79,38,25,82,5,1
SN,AS,uttara,2631,10,83,13,115,25,95,49,3,78,38,25,84,5,1
SN,AS,uttara,2632,10,84,12,116,26,96,50,3,77,38,24,82,5,1
SN,AS,uttara,2633,10,84,12,118,26,95,50,3,78,38,24,82,5,1
SN,AS,uttara,2634,10,85,12,119,25,92,49,4,78,39,24,82,5,1
SN,AS,uttara,2635,10,85,12,120,26,90,50,4,77,39,23,78,5,1
SN,AS,uttara,2636,10,85,12,120,26,91,50,4,77,36,23,77,5,1
SN,AS,uttara,2637,10,86,12,120,27,91,50,4,79,36,23,76,5,1
SN,AS,uttara,2638,10,87,12,122,27,91,49,5,81,37,23,76,5,1
SN,AS,uttara,2639,10,83,12,118,27,89,49,5,80,37,23,75,4,1
SN,AS,uttara,2640,9,84,12,120,27,88,49,6,82,38,22,75,4,1
SN,AS,uttara,2641,9,84,11,119,27,88,50,6,80,35,22,76,4,1
SN,AS,uttara,2642,10,81,11,114,27,89,50,5,79,34,21,74,4,1
SN,AS,uttara,2643,10,80,11,113,28,90,49,5,79,33,21,73,4,1
SN,AS,uttara,2644,10,80,11,115,28,90,49,5,79,32,21,71,4,1
SN,AS,uttara,2645,10,80,10,115,29,90,50,5,76,30,20,70,4,1
SN,AS,uttara,2646,10,81,10,115,30,88,50,5,74,31,20,71,4,1
SN,AS,uttara,2647,9,82,10,113,31,85,50,5,74,31,19,72,4,1
SN,AS,uttara,2648,9,84,10,114,32,85,50,5,76,31,19,72,4,0
SN,AS,uttara,2649,9,85,10,114,33,84,50,5,76,31,19,71,4,0
SN,AS,uttara,2650,8,84,10,114,34,83,51,5,76,31,19,72,4,0
