Text_Type,Book,Chapter,Window,GLG,GG,LLL,LLG,GGL,GGG,G,LG,LGG,L,GLL,LGL,GL,LL
SN,AS,nidana,1332,68,3,4,31,41,73,67,1,28,4,20,102,0,0
SN,AS,nidana,1333,69,3,4,31,41,72,67,1,27,4,21,102,0,0
SN,AS,nidana,1334,70,3,4,29,41,73,67,1,27,4,21,102,0,0
SN,AS,nidana,1335,72,3,4,29,40,73,67,1,28,4,20,101,0,0
SN,AS,nidana,1336,71,3,4,29,40,75,68,1,28,3,20,100,0,0
SN,AS,nidana,1337,70,3,4,29,39,78,68,1,27,3,20,100,0,0
SN,AS,nidana,1338,70,3,3,29,39,80,67,2,27,3,19,100,0,0
SN,AS,nidana,1339,71,2,2,29,40,80,68,2,27,3,19,102,0,0
SN,AS,nidana,1340,72,1,2,27,41,80,69,2,28,3,20,103,0,0
SN,AS,nidana,1341,73,0,2,26,42,80,70,2,27,3,20,104,0,0
SN,AS,nidana,1342,72,0,2,25,42,81,70,1,28,4,20,105,0,0
SN,AS,nidana,1343,74,0,2,26,42,79,70,1,28,4,19,105,0,0
SN,AS,nidana,1344,74,0,2,26,42,81,70,1,28,4,19,103,0,0
SN,AS,nidana,1345,75,0,2,26,44,80,70,1,27,4,19,102,0,0
SN,AS,nidana,1346,75,0,2,26,45,78,70,1,28,4,19,102,0,0
SN,AS,nidana,1347,75,0,2,26,45,79,70,1,28,4,18,102,0,0
SN,AS,nidana,1348,75,0,2,26,46,78,70,1,28,4,18,102,0,0
SN,AS,nidana,1349,75,0,2,26,46,79,71,1,27,3,18,102,0,0
SN,AS,nidana,1350,76,0,2,26,47,77,71,1,27,3,18,102,0,0
SN,AS,nidana,1351,75,0,2,26,46,78,71,1,26,3,18,104,0,0
SN,AS,nidana,1352,76,0,2,25,45,78,71,1,28,3,17,104,0,0
SN,AS,nidana,1353,76,0,2,25,45,78,71,1,28,3,17,104,0,0
SN,AS,nidana,1354,76,0,2,25,44,79,71,1,29,3,17,103,0,0
SN,AS,nidana,1355,75,0,1,25,44,79,70,1,30,4,17,104,0,0
SN,AS,nidana,1356,75,0,1,25,43,80,70,1,30,4,18,103,0,0
SN,AS,nidana,1357,74,0,1,24,43,81,70,1,31,4,18,103,0,0
SN,AS,nidana,1358,74,0,1,25,41,83,70,1,30,4,19,102,0,0
SN,AS,nidana,1359,75,0,1,25,40,83,70,1,30,4,19,102,0,0
SN,AS,nidana,1360,75,0,1,26,42,82,70,1,31,4,17,101,0,0
SN,AS,nidana,1361,75,0,1,27,43,79,70,1,31,4,18,101,0,0
SN,AS,nidana,1362,75,0,1,27,44,80,70,1,30,4,17,101,0,0
SN,AS,nidana,1363,74,0,1,27,44,80,70,1,31,4,17,101,0,0
SN,AS,nidana,1364,73,0,1,28,44,78,70,1,32,4,19,100,0,0
SN,AS,nidana,1365,73,0,1,27,46,77,70,1,32,4,19,100,0,0
SN,AS,nidana,1366,73,0,1,28,45,76,70,1,32,4,20,100,0,0
SN,AS,nidana,1367,74,0,1,28,44,74,70,1,33,4,20,101,0,0
SN,AS,nidana,1368,74,0,1,29,44,72,70,1,34,4,20,101,0,0
SN,AS,nidana,1369,73,0,1,29,44,73,70,1,34,4,20,101,0,0
SN,AS,nidana,1370,73,0,1,30,43,75,70,1,34,4,20,99,0,0
SN,AS,nidana,1371,72,0,1,30,43,76,70,1,34,4,20,99,0,0
SN,AS,nidana,1372,70,0,1,30,42,78,70,1,35,4,20,99,0,0
SN,AS,nidana,1373,72,0,1,29,41,78,70,1,36,4,20,98,0,0
SN,AS,nidana,1374,72,0,1,29,42,79,70,1,35,4,20,97,0,0
SN,AS,nidana,1375,73,0,1,29,42,80,69,1,35,4,20,95,0,0
SN,AS,nidana,1376,75,0,1,29,42,79,69,1,35,4,19,95,0,0
SN,AS,nidana,1377,75,0,1,30,41,79,68,2,35,4,20,94,0,0
SN,AS,nidana,1378,75,0,1,29,42,77,68,2,37,4,20,94,0,0
SN,AS,nidana,1379,74,1,1,30,42,76,67,2,37,4,20,92,0,0
SN,AS,nidana,1380,73,1,1,31,42,75,68,2,38,3,19,90,0,0
SN,AS,nidana,1381,73,1,2,30,41,77,67,2,38,3,19,89,0,0
SN,AS,nidana,1382,74,1,2,30,42,76,66,3,37,3,19,88,0,0
SN,AS,nidana,1383,75,1,2,28,42,77,66,3,38,3,19,87,0,0
SN,AS,nidana,1384,73,1,2,30,41,77,66,3,38,3,19,88,0,0
SN,AS,nidana,1385,73,1,2,30,41,76,66,3,37,3,20,89,0,0
SN,AS,nidana,1386,73,1,2,30,40,75,66,3,37,3,22,89,0,0
SN,AS,nidana,1387,75,1,2,30,39,77,66,3,36,3,22,87,0,0
SN,AS,nidana,1388,75,1,2,30,39,78,66,3,37,3,21,86,0,0
SN,AS,nidana,1389,74,1,2,30,39,78,66,3,37,3,22,86,0,0
SN,AS,nidana,1390,76,1,2,29,38,78,65,3,38,4,22,85,0,0
SN,AS,nidana,1391,75,1,2,29,39,79,65,3,37,4,22,85,0,0
SN,AS,nidana,1392,74,1,2,29,40,77,65,3,37,4,22,87,0,0
SN,AS,nidana,1393,76,1,2,29,39,76,64,3,37,5,22,87,0,0
SN,AS,nidana,1394,76,1,2,30,40,76,64,3,36,5,20,88,0,0
SN,AS,nidana,1395,77,1,2,29,40,74,63,3,37,6,21,88,0,0
SN,AS,nidana,1396,77,1,2,29,39,74,62,3,37,7,22,88,0,0
SN,AS,nidana,1397,76,1,2,30,40,74,62,3,36,7,22,88,0,0
SN,AS,nidana,1398,74,1,2,31,39,77,62,3,36,7,22,87,0,0
SN,AS,nidana,1399,75,1,2,29,41,78,62,3,35,7,22,86,0,0
SN,AS,nidana,1400,76,1,2,28,42,80,62,3,34,7,21,85,0,0
SN,AS,nidana,1401,75,1,2,29,42,81,62,3,33,7,21,85,0,0
SN,AS,nidana,1402,75,1,2,31,40,81,61,3,33,7,21,84,0,1
SN,AS,nidana,1403,74,1,2,32,41,81,61,3,32,7,21,84,0,1
SN,AS,nidana,1404,74,1,2,31,42,83,61,3,31,7,20,84,0,1
SN,AS,nidana,1405,76,1,1,31,41,83,61,3,31,7,21,83,0,1
SN,AS,nidana,1406,77,1,1,29,42,84,61,3,31,7,20,83,0,1
SN,AS,nidana,1407,76,1,1,30,41,85,61,3,31,7,20,83,0,1
SN,AS,nidana,1408,74,1,1,30,40,86,61,3,32,7,20,84,0,1
SN,AS,nidana,1409,74,1,1,30,40,86,61,3,32,7,21,83,0,1
SN,AS,nidana,1410,75,1,1,30,40,86,61,3,31,7,21,83,0,1
SN,AS,nidana,1411,74,1,1,30,41,86,61,3,31,7,21,83,0,1
SN,AS,nidana,1412,73,1,1,30,42,86,61,3,31,7,21,83,0,1
SN,AS,nidana,1413,72,1,1,30,42,85,62,2,32,7,22,83,0,1
SN,AS,nidana,1414,72,1,1,30,41,86,62,2,33,7,22,82,0,1
SN,AS,nidana,1415,73,1,1,30,41,87,62,2,32,7,21,82,0,1
SN,AS,nidana,1416,73,1,1,30,40,86,61,2,32,8,21,84,0,1
SN,AS,nidana,1417,75,1,1,30,40,85,62,2,31,7,21,84,0,1
SN,AS,nidana,1418,75,1,1,29,40,85,62,2,32,7,21,84,0,1
SN,AS,nidana,1419,76,1,1,29,38,86,62,2,32,7,21,84,0,1
SN,AS,nidana,1420,77,1,1,29,37,86,62,2,32,7,21,84,0,1
SN,AS,nidana,1421,77,1,1,30,37,85,62,2,32,7,21,84,0,1
SN,AS,nidana,1422,77,1,1,30,37,86,62,2,32,7,21,83,0,1
SN,AS,nidana,1423,76,1,1,31,35,86,62,2,34,7,21,83,0,1
SN,AS,nidana,1424,74,1,1,33,36,84,62,2,34,7,22,83,0,1
SN,AS,nidana,1425,72,1,1,34,36,85,62,2,34,7,22,83,0,1
SN,AS,nidana,1426,72,1,1,35,37,85,62,2,34,7,22,81,0,1
SN,AS,nidana,1427,72,1,1,35,37,85,62,2,32,7,23,82,0,1
SN,AS,nidana,1428,72,1,1,36,37,85,62,2,32,7,22,82,0,1
SN,AS,nidana,1429,73,1,1,36,38,83,62,2,32,7,22,82,0,1
SN,AS,nidana,1430,74,1,1,36,39,82,63,2,31,6,22,82,0,1
SN,AS,nidana,1431,74,1,1,36,39,81,63,2,33,6,21,82,0,1
SN,AS,nidana,1432,74,1,1,37,39,79,63,2,33,6,22,82,0,1
SN,AS,nidana,1433,77,1,1,36,40,78,62,2,33,6,21,81,0,1
SN,AS,nidana,1434,77,1,1,36,40,77,62,2,34,6,21,81,0,1
SN,AS,nidana,1435,80,1,1,35,38,77,62,2,34,6,21,81,0,1
SN,AS,nidana,1436,79,1,1,36,37,79,62,2,34,6,20,81,0,1
SN,AS,nidana,1437,80,1,1,36,37,79,62,2,34,6,20,80,0,1
SN,AS,nidana,1438,80,1,1,36,38,79,62,2,33,6,20,80,0,1
SN,AS,nidana,1439,82,1,1,35,38,80,62,2,33,6,18,80,0,1
SN,AS,nidana,1440,83,1,1,36,36,79,61,2,33,7,18,81,0,1
SN,AS,nidana,1441,84,1,1,35,36,81,61,2,33,7,16,81,0,1
SN,AS,nidana,1442,82,1,1,36,37,82,61,2,33,7,16,80,0,1
SN,AS,nidana,1443,82,1,1,35,37,84,61,2,32,7,16,80,0,1
SN,AS,nidana,1444,82,1,2,35,36,83,61,2,32,7,17,80,0,1
SN,AS,nidana,1445,84,1,2,35,35,81,61,2,32,7,18,80,0,1
SN,AS,nidana,1446,86,1,2,35,34,80,61,2,32,7,17,81,0,1
SN,AS,nidana,1447,86,1,2,35,36,79,61,2,31,7,17,81,0,1
SN,AS,nidana,1448,84,1,2,35,37,79,60,2,31,8,17,82,0,1
SN,AS,nidana,1449,83,1,2,36,39,77,60,2,31,8,17,82,0,1
SN,AS,nidana,1450,84,1,2,35,39,75,61,2,31,8,18,83,0,1
SN,AS,nidana,1451,83,1,2,35,38,77,61,2,32,8,18,82,0,1
SN,AS,nidana,1452,83,1,2,34,39,77,62,1,32,8,17,83,0,1
SN,AS,nidana,1453,85,1,2,34,38,78,61,1,31,9,17,82,0,1
SN,AS,nidana,1454,87,0,2,32,40,78,62,1,31,9,17,83,0,1
SN,AS,nidana,1455,87,0,2,31,41,78,62,1,31,9,18,85,0,1
SN,AS,nidana,1456,88,0,1,31,43,76,63,1,30,9,18,86,0,1
SN,AS,nidana,1457,87,0,1,30,45,76,64,0,30,9,18,87,0,1
SN,AS,nidana,1458,86,0,1,30,45,78,64,0,29,9,18,87,0,1
SN,AS,nidana,1459,87,0,1,28,46,79,64,0,29,9,18,86,0,1
SN,AS,nidana,1460,88,0,1,27,46,80,63,0,29,10,17,86,0,1
SN,AS,nidana,1461,87,0,1,27,46,82,63,0,30,10,15,86,0,1
SN,AS,nidana,1462,86,0,1,28,46,81,63,0,31,10,15,86,0,1
SN,AS,nidana,1463,86,0,1,28,46,81,63,0,30,10,15,87,0,1
SN,AS,nidana,1464,85,0,1,28,47,80,62,0,32,11,14,87,0,1
SN,AS,nidana,1465,84,0,1,28,47,81,63,0,32,10,14,87,0,1
SN,AS,nidana,1466,83,0,2,28,46,81,63,0,32,10,15,87,0,1
SN,AS,nidana,1467,84,0,2,28,46,82,63,0,32,10,15,85,0,1
SN,AS,nidana,1468,82,0,2,28,47,83,64,0,31,9,15,86,0,1
SN,AS,nidana,1469,81,0,3,27,47,84,64,0,31,9,15,86,0,1
SN,AS,nidana,1470,81,0,3,27,47,85,65,0,30,8,15,86,0,1
SN,AS,nidana,1471,80,0,3,27,47,85,65,0,30,8,14,88,0,1
SN,AS,nidana,1472,82,0,3,26,46,85,65,1,30,7,15,87,0,1
SN,AS,nidana,1473,84,0,3,26,46,83,65,1,30,7,15,87,0,1
SN,AS,nidana,1474,83,0,3,27,44,81,65,1,32,7,16,88,0,1
SN,AS,nidana,1475,83,0,3,28,43,81,65,1,32,7,16,88,0,1
SN,AS,nidana,1476,84,0,3,28,43,79,65,1,32,7,16,89,0,1
SN,AS,nidana,1477,84,0,3,27,43,79,66,1,33,7,16,90,0,0
SN,AS,nidana,1478,83,0,3,27,42,78,66,1,35,7,17,90,0,0
SN,AS,nidana,1479,83,0,3,27,42,76,66,1,37,7,18,89,0,0
SN,AS,nidana,1480,83,0,3,27,43,76,66,1,37,7,17,89,0,0
SN,AS,nidana,1481,82,0,3,27,44,75,66,1,37,7,18,89,0,0
SN,AS,nidana,1482,83,0,3,26,44,75,65,2,37,7,18,89,0,0
SN,AS,nidana,1483,83,0,3,27,44,77,65,2,36,7,17,88,0,0
SN,AS,nidana,1484,83,0,3,27,45,76,65,2,37,7,16,88,0,0
SN,AS,nidana,1485,80,0,3,27,44,76,65,2,38,7,17,90,0,0
SN,AS,nidana,1486,81,0,3,27,44,75,65,2,38,7,17,90,0,0
SN,AS,nidana,1487,82,0,3,27,43,74,65,2,38,7,17,91,0,0
SN,AS,nidana,1488,82,0,3,27,45,74,65,2,37,7,16,91,0,0
SN,AS,nidana,1489,81,0,3,27,45,75,65,2,36,7,16,92,0,0
SN,AS,nidana,1490,81,0,3,28,44,74,65,2,36,7,17,92,0,0
SN,AS,nidana,1491,80,0,3,28,45,74,66,2,36,6,18,91,0,0
SN,AS,nidana,1492,77,0,3,28,45,74,66,2,37,6,19,92,0,0
SN,AS,nidana,1493,76,0,3,28,46,74,66,2,36,6,20,92,0,0
SN,AS,nidana,1494,78,0,3,28,46,71,65,2,36,7,20,93,0,0
SN,AS,nidana,1495,78,0,3,28,45,72,65,2,36,7,20,93,0,0
SN,AS,nidana,1496,78,0,3,27,45,73,65,2,36,7,20,93,0,0
SN,AS,nidana,1497,80,0,3,26,45,71,65,2,36,7,21,93,0,0
SN,AS,nidana,1498,81,0,3,25,45,71,65,2,35,7,21,94,0,0
SN,AS,nidana,1499,81,0,3,24,44,71,65,2,36,7,20,93,0,0
SN,AS,nidana,1500,81,1,3,23,45,69,64,2,37,7,20,92,0,0
