Text_Type,Book,Chapter,Window,GLG,GG,LLL,LLG,GGL,GGG,G,LG,LGG,L,GLL,LGL,GL,LL
SN,AS,nidana,992,67,2,2,27,55,65,63,2,43,7,23,91,0,0
SN,AS,nidana,993,67,2,2,27,55,66,63,2,43,7,23,90,0,0
SN,AS,nidana,994,66,1,2,26,57,66,64,2,43,7,24,92,0,0
SN,AS,nidana,995,69,1,2,26,58,66,64,2,41,7,24,93,0,0
SN,AS,nidana,996,69,0,1,27,59,64,65,2,41,7,25,93,0,0
SN,AS,nidana,997,68,0,2,26,58,65,65,1,42,7,26,93,0,0
SN,AS,nidana,998,69,0,2,27,57,65,65,1,42,7,26,92,0,0
SN,AS,nidana,999,70,0,2,26,57,64,65,1,42,7,26,93,0,0
SN,AS,nidana,1000,71,0,2,26,57,63,65,1,41,7,26,94,0,0
SN,AS,nidana,1001,71,0,2,26,57,63,64,1,41,8,26,94,0,0
SN,AS,nidana,1002,71,0,2,26,57,64,64,1,40,8,26,94,0,0
SN,AS,nidana,1003,71,0,2,27,57,64,64,1,39,8,26,94,0,0
SN,AS,nidana,1004,72,0,2,27,57,62,64,1,39,8,26,95,0,0
SN,AS,nidana,1005,71,0,2,27,56,63,63,1,39,9,26,96,0,0
SN,AS,nidana,1006,71,0,2,29,54,64,63,1,38,9,26,96,0,0
SN,AS,nidana,1007,70,0,3,29,53,63,63,1,39,9,27,96,0,0
SN,AS,nidana,1008,70,0,3,30,52,62,64,1,39,8,27,97,0,0
SN,AS,nidana,1009,70,0,3,29,53,62,64,1,39,8,27,97,0,0
SN,AS,nidana,1010,68,0,3,29,53,62,64,1,40,8,28,97,0,0
SN,AS,nidana,1011,70,0,3,29,52,62,65,1,39,7,28,97,0,0
SN,AS,nidana,1012,71,0,3,30,51,61,66,1,40,6,28,96,0,0
SN,AS,nidana,1013,71,0,3,30,49,61,66,1,41,6,28,94,0,0
SN,AS,nidana,1014,71,1,3,29,48,61,65,1,41,6,27,94,0,0
SN,AS,nidana,1015,72,1,2,31,47,63,64,1,42,6,26,93,0,0
SN,AS,nidana,1016,73,1,2,32,47,63,63,2,42,6,25,91,0,0
SN,AS,nidana,1017,70,1,2,32,49,63,64,2,42,5,25,92,0,0
SN,AS,nidana,1018,67,1,2,32,50,64,64,2,43,5,26,91,0,0
SN,AS,nidana,1019,66,1,2,33,50,63,65,2,42,5,26,93,0,0
SN,AS,nidana,1020,65,1,2,33,50,64,65,2,42,5,26,93,0,0
SN,AS,nidana,1021,63,1,2,33,52,63,66,2,42,4,26,94,0,0
SN,AS,nidana,1022,63,1,2,33,52,64,66,2,41,4,26,94,0,0
SN,AS,nidana,1023,62,1,2,33,52,65,66,2,42,4,26,93,0,0
SN,AS,nidana,1024,63,1,2,33,51,65,66,2,42,4,25,94,0,0
SN,AS,nidana,1025,64,1,2,33,51,67,66,2,42,4,24,92,0,0
SN,AS,nidana,1026,65,1,2,32,50,67,66,2,42,4,24,93,0,0
SN,AS,nidana,1027,65,1,2,31,50,66,66,2,43,4,25,93,0,0
SN,AS,nidana,1028,64,1,2,32,48,67,66,2,44,4,25,93,0,0
SN,AS,nidana,1029,66,1,2,32,46,68,66,2,44,4,25,92,0,0
SN,AS,nidana,1030,66,1,2,31,47,67,66,2,44,4,25,93,0,0
SN,AS,nidana,1031,66,1,2,30,47,66,65,2,45,5,26,93,0,0
SN,AS,nidana,1032,67,1,2,31,46,68,65,2,44,5,24,93,0,0
SN,AS,nidana,1033,67,1,2,31,47,67,65,2,44,5,24,93,0,0
SN,AS,nidana,1034,68,1,2,29,47,66,65,2,44,5,25,94,0,0
SN,AS,nidana,1035,70,1,2,29,47,67,65,2,43,5,24,93,0,0
SN,AS,nidana,1036,69,1,2,30,47,67,65,2,43,5,25,92,0,0
SN,AS,nidana,1037,68,1,2,29,49,68,65,2,43,5,24,92,0,0
SN,AS,nidana,1038,69,1,2,28,51,67,65,2,42,5,24,92,0,0
SN,AS,nidana,1039,69,1,2,29,51,68,65,2,41,5,23,92,0,0
SN,AS,nidana,1040,68,1,2,29,51,69,65,2,41,5,23,92,0,0
SN,AS,nidana,1041,70,1,2,29,50,68,65,2,40,5,23,93,0,0
SN,AS,nidana,1042,72,1,2,29,50,69,64,2,39,6,22,92,0,0
SN,AS,nidana,1043,71,1,2,29,50,70,64,2,39,6,22,92,0,0
SN,AS,nidana,1044,72,1,2,29,49,69,64,2,40,6,22,92,0,0
SN,AS,nidana,1045,72,1,2,30,49,70,64,2,39,6,21,92,0,0
SN,AS,nidana,1046,71,1,2,30,50,71,64,2,40,6,20,91,0,0
SN,AS,nidana,1047,71,1,2,29,50,72,64,2,40,6,20,91,0,0
SN,AS,nidana,1048,72,1,2,29,51,70,64,2,39,6,20,92,0,0
SN,AS,nidana,1049,72,1,2,28,52,71,64,2,38,6,20,92,0,0
SN,AS,nidana,1050,73,1,2,27,52,71,63,2,39,7,20,91,0,0
SN,AS,nidana,1051,73,1,2,26,51,72,63,2,39,7,20,92,0,0
SN,AS,nidana,1052,72,1,2,27,51,72,63,2,40,7,19,92,0,0
SN,AS,nidana,1053,71,1,2,27,51,72,63,2,41,7,19,92,0,0
SN,AS,nidana,1054,72,1,2,26,51,71,63,2,42,7,19,92,0,0
SN,AS,nidana,1055,74,1,2,26,51,70,63,2,42,7,18,92,0,0
SN,AS,nidana,1056,74,1,2,25,52,70,63,2,41,7,18,93,0,0
SN,AS,nidana,1057,74,1,2,25,50,70,64,1,41,7,16,92,0,0
SN,AS,nidana,1058,75,1,2,26,49,72,64,1,39,7,15,92,0,0
SN,AS,nidana,1059,76,1,2,25,49,72,64,1,39,7,15,92,0,0
SN,AS,nidana,1060,75,1,2,26,49,71,64,1,40,7,15,92,0,0
SN,AS,nidana,1061,75,1,2,25,51,70,63,1,41,8,14,92,0,0
SN,AS,nidana,1062,74,1,2,25,50,72,63,1,41,8,14,92,0,0
SN,AS,nidana,1063,74,1,2,25,50,72,63,1,40,8,14,93,0,0
SN,AS,nidana,1064,73,1,2,24,51,73,63,1,41,8,14,92,0,0
SN,AS,nidana,1065,74,1,2,24,50,72,63,1,41,8,15,92,0,0
SN,AS,nidana,1066,75,1,2,25,48,72,63,1,41,8,15,92,0,0
SN,AS,nidana,1067,76,1,2,26,47,73,63,1,39,8,15,92,0,0
SN,AS,nidana,1068,77,1,2,26,47,71,63,1,39,8,16,92,0,0
SN,AS,nidana,1069,77,1,2,26,45,72,63,1,41,8,16,91,0,0
SN,AS,nidana,1070,76,1,2,26,45,72,63,1,41,8,16,92,0,0
SN,AS,nidana,1071,77,1,2,26,44,72,63,1,41,8,15,93,0,0
SN,AS,nidana,1072,76,1,1,26,45,74,64,1,40,8,14,94,0,0
SN,AS,nidana,1073,74,1,1,26,45,76,65,1,40,7,14,94,0,0
SN,AS,nidana,1074,74,1,1,26,44,78,64,1,39,7,16,92,0,0
SN,AS,nidana,1075,72,1,1,26,46,78,64,1,39,7,16,92,0,0
SN,AS,nidana,1076,72,1,1,26,46,77,65,1,40,6,16,92,0,0
SN,AS,nidana,1077,74,1,1,26,45,77,65,1,40,6,15,92,0,0
SN,AS,nidana,1078,74,1,1,26,45,77,65,1,40,6,15,92,0,0
SN,AS,nidana,1079,73,1,1,26,46,79,65,1,40,6,15,90,0,0
SN,AS,nidana,1080,74,1,1,27,46,77,66,1,40,5,16,89,0,0
SN,AS,nidana,1081,76,1,1,25,46,78,66,1,39,5,16,89,0,0
SN,AS,nidana,1082,76,1,0,25,48,79,66,1,38,5,15,89,0,0
SN,AS,nidana,1083,75,1,0,24,49,79,66,1,39,5,16,88,0,0
SN,AS,nidana,1084,74,1,0,24,48,81,66,1,39,5,16,88,0,0
SN,AS,nidana,1085,75,1,0,24,48,81,66,1,39,5,15,88,0,0
SN,AS,nidana,1086,74,1,0,24,47,83,66,1,39,5,15,88,0,0
SN,AS,nidana,1087,74,1,0,22,47,84,66,1,39,5,16,88,0,0
SN,AS,nidana,1088,75,1,0,22,48,84,66,1,39,5,16,89,0,0
SN,AS,nidana,1089,74,0,0,22,50,85,67,1,39,5,16,90,0,0
SN,AS,nidana,1090,75,0,0,20,51,82,68,1,38,5,16,92,0,0
SN,AS,nidana,1091,74,0,0,20,50,83,69,0,39,5,16,93,0,0
SN,AS,nidana,1092,74,0,0,20,49,82,69,0,40,5,17,93,0,0
SN,AS,nidana,1093,76,0,0,21,49,81,68,1,40,5,16,92,0,0
SN,AS,nidana,1094,76,0,0,20,49,81,68,1,42,5,16,91,0,0
SN,AS,nidana,1095,75,0,0,22,47,80,68,1,42,5,17,92,0,0
SN,AS,nidana,1096,75,0,0,23,46,81,67,1,42,6,17,91,0,0
SN,AS,nidana,1097,74,0,1,23,48,80,67,1,42,6,16,91,0,0
SN,AS,nidana,1098,74,0,1,24,48,79,67,1,42,6,16,91,0,0
SN,AS,nidana,1099,74,0,1,24,48,78,67,1,42,6,16,92,0,0
SN,AS,nidana,1100,74,0,1,24,48,78,67,1,42,6,16,92,0,0
SN,AS,nidana,1101,74,0,1,24,47,80,68,1,42,5,16,91,0,0
SN,AS,nidana,1102,75,0,1,24,46,81,68,1,41,5,16,91,0,0
SN,AS,nidana,1103,76,0,1,23,46,80,68,1,41,5,16,92,0,0
SN,AS,nidana,1104,74,0,1,23,47,78,68,1,41,5,17,94,0,0
SN,AS,nidana,1105,75,0,1,23,46,78,68,1,42,5,17,93,0,0
SN,AS,nidana,1106,75,0,1,24,45,80,69,1,41,4,16,93,0,0
SN,AS,nidana,1107,74,0,1,23,47,79,69,1,42,4,16,93,0,0
SN,AS,nidana,1108,72,0,1,23,48,80,69,1,42,4,16,93,0,0
SN,AS,nidana,1109,72,0,1,24,49,81,69,1,41,4,15,92,0,0
SN,AS,nidana,1110,72,0,1,24,49,80,69,1,41,4,16,92,0,0
SN,AS,nidana,1111,73,0,1,24,49,80,69,1,41,4,15,92,0,0
SN,AS,nidana,1112,73,0,1,25,49,78,69,1,42,4,15,92,0,0
SN,AS,nidana,1113,73,0,1,25,48,77,69,1,43,4,16,92,0,0
SN,AS,nidana,1114,73,0,1,24,47,79,69,1,42,4,16,93,0,0
SN,AS,nidana,1115,74,0,1,24,48,79,69,1,40,4,15,94,0,0
SN,AS,nidana,1116,74,0,1,24,48,80,69,1,40,4,15,93,0,0
SN,AS,nidana,1117,73,0,1,24,48,80,70,1,40,3,15,94,0,0
SN,AS,nidana,1118,73,0,1,24,47,79,70,1,40,3,17,94,0,0
SN,AS,nidana,1119,71,0,1,24,48,81,70,1,39,3,17,94,0,0
SN,AS,nidana,1120,72,0,1,24,48,80,70,1,39,3,17,94,0,0
SN,AS,nidana,1121,71,0,1,24,49,81,70,1,38,3,17,94,0,0
SN,AS,nidana,1122,70,0,1,24,49,81,70,1,39,3,17,94,0,0
SN,AS,nidana,1123,69,0,1,25,48,82,70,1,39,3,17,94,0,0
SN,AS,nidana,1124,69,0,1,25,47,81,69,1,41,4,17,94,0,0
SN,AS,nidana,1125,70,0,1,25,48,81,70,1,39,3,17,94,0,0
SN,AS,nidana,1126,71,0,1,25,48,80,70,1,40,3,17,93,0,0
SN,AS,nidana,1127,70,0,1,24,50,79,70,1,40,3,17,94,0,0
SN,AS,nidana,1128,69,0,1,24,50,80,70,1,40,3,17,94,0,0
SN,AS,nidana,1129,71,0,1,24,50,79,70,1,39,3,17,94,0,0
SN,AS,nidana,1130,69,0,1,24,49,82,70,1,39,3,17,94,0,0
SN,AS,nidana,1131,72,0,1,24,47,81,70,1,40,3,17,93,0,0
SN,AS,nidana,1132,74,0,1,23,47,79,70,1,40,3,18,93,0,0
SN,AS,nidana,1133,75,0,1,22,48,77,70,1,40,3,18,94,0,0
SN,AS,nidana,1134,75,0,1,23,46,78,70,1,40,3,18,94,0,0
SN,AS,nidana,1135,75,0,1,22,48,78,70,1,39,3,18,94,0,0
SN,AS,nidana,1136,74,0,1,22,49,79,71,1,38,2,18,94,0,0
SN,AS,nidana,1137,75,0,1,21,50,78,70,1,37,3,18,95,0,0
SN,AS,nidana,1138,76,0,1,21,50,79,70,1,38,3,17,93,0,0
SN,AS,nidana,1139,77,0,1,23,49,77,70,1,37,3,17,94,0,0
SN,AS,nidana,1140,77,0,1,23,50,76,70,1,38,3,16,94,0,0
SN,AS,nidana,1141,76,0,1,21,51,78,70,1,39,3,16,93,0,0
SN,AS,nidana,1142,76,0,1,20,52,78,70,1,39,3,16,93,0,0
SN,AS,nidana,1143,76,0,1,21,50,79,70,1,39,3,15,94,0,0
SN,AS,nidana,1144,78,0,1,21,50,79,70,1,37,3,14,95,0,0
SN,AS,nidana,1145,78,0,1,21,50,80,70,1,37,3,14,94,0,0
SN,AS,nidana,1146,78,0,1,20,51,80,70,1,37,3,15,93,0,0
SN,AS,nidana,1147,78,0,1,20,50,79,70,1,38,3,16,93,0,0
SN,AS,nidana,1148,78,0,1,20,51,78,70,1,38,3,16,93,0,0
SN,AS,nidana,1149,78,1,1,20,51,76,70,1,38,3,14,94,0,0
SN,AS,nidana,1150,79,2,2,20,49,75,69,1,38,3,14,92,0,0
SN,AS,nidana,1151,78,3,3,20,48,77,68,1,39,3,14,91,0,0
SN,AS,nidana,1152,78,3,3,21,49,76,67,2,38,3,14,90,0,0
SN,AS,nidana,1153,77,3,3,21,50,76,67,2,37,3,15,90,0,0
SN,AS,nidana,1154,78,3,3,21,49,74,67,2,38,3,16,90,0,0
SN,AS,nidana,1155,78,3,3,20,49,75,67,2,39,3,15,90,0,0
SN,AS,nidana,1156,77,3,3,20,49,74,67,2,40,3,15,91,0,0
SN,AS,nidana,1157,80,3,3,20,47,73,67,2,40,3,15,91,0,0
SN,AS,nidana,1158,80,3,3,20,47,74,67,2,40,3,14,91,0,0
SN,AS,nidana,1159,81,3,3,20,46,74,67,2,40,3,14,91,0,0
SN,AS,nidana,1160,80,3,3,20,45,76,67,2,39,3,14,92,0,0
SN,AS,nidana,1161,80,3,3,20,46,75,67,2,39,3,14,92,0,0
SN,AS,nidana,1162,79,3,3,20,46,75,67,2,39,3,14,93,0,0
SN,AS,nidana,1163,81,3,3,20,45,75,67,2,37,3,14,94,0,0
SN,AS,nidana,1164,82,3,3,20,45,75,67,2,37,3,14,93,0,0
SN,AS,nidana,1165,81,3,3,20,46,75,67,2,38,3,14,92,0,0
SN,AS,nidana,1166,80,3,3,19,47,77,67,2,37,3,14,92,0,0
SN,AS,nidana,1167,83,3,3,19,47,78,67,2,36,3,13,90,0,0
SN,AS,nidana,1168,81,3,3,19,47,78,68,1,35,3,15,91,0,0
SN,AS,nidana,1169,82,3,3,19,48,78,68,1,33,3,15,91,0,0
SN,AS,nidana,1170,84,3,3,17,49,79,68,1,33,3,14,90,0,0
SN,AS,nidana,1171,85,3,3,16,50,79,69,1,32,2,14,90,0,0
SN,AS,nidana,1172,87,3,2,16,48,80,68,1,31,3,15,90,0,0
SN,AS,nidana,1173,86,3,2,16,48,81,68,1,31,3,15,90,0,0
SN,AS,nidana,1174,85,3,2,16,48,84,68,1,31,3,15,88,0,0
SN,AS,nidana,1175,84,3,2,17,48,84,68,1,32,3,15,87,0,0
SN,AS,nidana,1176,82,3,2,18,49,84,68,1,32,3,15,87,0,0
SN,AS,nidana,1177,83,3,2,18,49,84,68,1,31,3,14,88,0,0
SN,AS,nidana,1178,82,3,2,19,50,85,67,1,30,4,14,87,0,0
SN,AS,nidana,1179,83,3,2,20,50,85,67,1,31,4,13,85,0,0
SN,AS,nidana,1180,82,3,2,20,51,86,66,1,30,5,13,85,0,0
SN,AS,nidana,1181,82,3,2,20,51,86,66,1,29,5,13,86,0,0
SN,AS,nidana,1182,82,3,2,22,50,86,66,1,28,5,13,86,0,0
SN,AS,nidana,1183,82,3,3,22,48,86,66,1,28,5,14,86,0,0
SN,AS,nidana,1184,82,3,3,21,47,86,66,1,29,5,14,87,0,0
SN,AS,nidana,1185,81,3,3,21,48,86,65,1,30,6,13,87,0,0
SN,AS,nidana,1186,82,3,3,20,47,86,65,1,30,6,13,88,0,0
SN,AS,nidana,1187,82,3,3,20,46,87,65,1,30,6,13,88,0,0
SN,AS,nidana,1188,82,3,3,22,45,88,65,1,29,6,12,88,0,0
SN,AS,nidana,1189,83,3,3,22,45,86,65,1,29,6,12,89,0,0
SN,AS,nidana,1190,85,3,3,22,44,85,64,1,30,7,12,88,0,0
SN,AS,nidana,1191,83,3,3,23,45,84,64,1,31,7,12,88,0,0
SN,AS,nidana,1192,81,3,3,24,47,84,64,1,31,7,12,87,0,0
SN,AS,nidana,1193,83,3,3,24,47,84,64,1,31,7,10,87,0,0
SN,AS,nidana,1194,84,3,3,24,47,83,64,1,31,7,10,87,0,0
SN,AS,nidana,1195,84,3,3,23,48,84,64,1,30,7,10,87,0,0
SN,AS,nidana,1196,85,3,3,24,47,82,64,1,31,7,10,87,0,0
SN,AS,nidana,1197,85,3,3,24,47,81,64,1,30,7,12,87,0,0
SN,AS,nidana,1198,85,3,3,23,47,81,64,1,30,7,13,87,0,0
SN,AS,nidana,1199,85,3,3,23,49,81,65,1,28,6,13,87,0,0
SN,AS,nidana,1200,86,3,3,23,48,81,65,1,28,6,13,87,0,0
SN,AS,nidana,1201,85,3,3,23,48,81,64,1,29,7,13,87,0,0
SN,AS,nidana,1202,87,3,3,23,47,81,64,1,28,7,13,87,0,0
SN,AS,nidana,1203,87,3,3,23,48,80,64,1,27,7,13,88,0,0
SN,AS,nidana,1204,84,3,3,25,47,81,63,1,27,8,13,89,0,0
SN,AS,nidana,1205,86,3,3,24,48,79,63,1,27,8,13,89,0,0
SN,AS,nidana,1206,83,3,3,25,49,81,63,1,26,8,13,89,0,0
SN,AS,nidana,1207,82,3,3,25,49,83,62,2,27,8,12,88,0,0
SN,AS,nidana,1208,80,3,3,25,50,84,62,2,28,8,12,87,0,0
SN,AS,nidana,1209,79,3,3,24,52,82,62,2,30,8,12,87,0,0
SN,AS,nidana,1210,80,3,3,24,50,82,62,2,31,8,12,87,0,0
SN,AS,nidana,1211,82,3,3,24,47,82,62,2,32,8,12,87,0,0
SN,AS,nidana,1212,82,3,3,24,46,81,63,2,34,7,13,86,0,0
SN,AS,nidana,1213,81,3,3,24,48,79,63,2,35,7,13,86,0,0
SN,AS,nidana,1214,82,3,3,22,48,80,63,2,35,7,13,86,0,0
SN,AS,nidana,1215,81,3,3,22,47,83,63,2,34,7,13,86,0,0
SN,AS,nidana,1216,81,3,3,23,46,81,63,2,34,7,13,88,0,0
SN,AS,nidana,1217,80,3,3,23,46,81,63,2,35,7,13,88,0,0
SN,AS,nidana,1218,79,3,3,22,46,81,63,2,36,7,14,88,0,0
SN,AS,nidana,1219,79,3,3,22,47,81,63,2,36,7,14,87,0,0
SN,AS,nidana,1220,78,3,3,22,48,80,62,2,37,8,14,87,0,0
SN,AS,nidana,1221,78,3,3,22,47,82,62,2,37,8,13,87,0,0
SN,AS,nidana,1222,78,3,3,23,48,81,62,2,36,8,12,88,0,0
SN,AS,nidana,1223,79,3,3,22,48,80,61,2,37,9,12,88,0,0
SN,AS,nidana,1224,79,2,3,22,50,81,62,2,37,9,12,88,0,0
SN,AS,nidana,1225,78,1,2,23,53,81,63,2,37,9,12,89,0,0
SN,AS,nidana,1226,79,0,1,23,53,80,64,2,35,9,13,90,0,0
SN,AS,nidana,1227,78,0,1,22,52,81,64,1,36,10,14,91,0,0
SN,AS,nidana,1228,80,0,1,21,51,80,64,1,37,10,13,92,0,0
SN,AS,nidana,1229,78,0,1,21,51,82,64,1,37,10,13,92,0,0
SN,AS,nidana,1230,76,0,2,21,52,82,64,1,36,10,13,93,0,0
SN,AS,nidana,1231,76,0,2,21,53,82,64,1,35,10,13,93,0,0
SN,AS,nidana,1232,75,0,2,22,53,82,64,1,34,10,13,94,0,0
SN,AS,nidana,1233,76,0,2,22,52,82,64,1,34,10,13,94,0,0
SN,AS,nidana,1234,76,0,2,22,52,81,64,1,35,10,13,94,0,0
SN,AS,nidana,1235,77,0,2,23,53,79,64,1,35,10,13,93,0,0
SN,AS,nidana,1236,76,0,2,24,52,78,64,1,36,10,13,94,0,0
SN,AS,nidana,1237,77,0,2,24,52,78,64,1,36,10,13,93,0,0
SN,AS,nidana,1238,76,0,2,24,52,79,64,1,36,10,13,93,0,0
SN,AS,nidana,1239,77,0,2,25,50,79,64,1,36,10,13,93,0,0
SN,AS,nidana,1240,76,0,2,25,48,80,64,1,37,10,14,93,0,0
SN,AS,nidana,1241,77,0,2,25,48,78,64,1,38,10,14,93,0,0
SN,AS,nidana,1242,74,0,2,27,47,77,64,1,38,10,15,95,0,0
SN,AS,nidana,1243,75,0,2,27,46,77,64,1,40,10,13,95,0,0
SN,AS,nidana,1244,74,0,2,27,45,78,64,1,41,10,13,95,0,0
SN,AS,nidana,1245,72,0,2,28,44,79,64,1,42,10,13,95,0,0
SN,AS,nidana,1246,73,0,2,28,43,78,64,1,43,10,13,95,0,0
SN,AS,nidana,1247,73,0,2,28,43,78,65,1,44,9,12,95,0,0
SN,AS,nidana,1248,73,0,2,28,43,78,65,1,44,9,12,95,0,0
SN,AS,nidana,1249,72,0,2,29,43,76,65,1,44,9,13,96,0,0
SN,AS,nidana,1250,72,0,3,28,45,74,65,1,43,9,13,97,0,0
SN,AS,nidana,1251,74,0,3,27,44,73,65,1,43,9,14,97,0,0
SN,AS,nidana,1252,73,0,3,28,44,73,65,1,44,9,14,96,0,0
SN,AS,nidana,1253,75,0,3,27,44,71,66,1,45,8,14,96,0,0
SN,AS,nidana,1254,75,0,3,26,43,74,66,1,44,8,14,96,0,0
SN,AS,nidana,1255,75,0,3,26,43,73,67,1,44,7,14,97,0,0
SN,AS,nidana,1256,76,0,3,25,44,73,67,1,44,7,14,96,0,0
SN,AS,nidana,1257,78,0,3,23,43,73,67,1,45,7,14,96,0,0
SN,AS,nidana,1258,79,0,2,23,44,73,67,1,45,7,13,96,0,0
SN,AS,nidana,1259,78,0,2,25,44,73,67,1,44,7,13,96,0,0
SN,AS,nidana,1260,77,0,2,25,45,72,68,1,43,6,14,97,0,0
SN,AS,nidana,1261,77,0,2,25,45,72,67,1,43,7,14,97,0,0
SN,AS,nidana,1262,79,0,2,24,45,71,67,1,43,7,14,97,0,0
SN,AS,nidana,1263,79,0,3,22,45,70,67,1,44,7,15,97,0,0
SN,AS,nidana,1264,79,1,4,22,45,69,66,1,44,7,15,94,0,0
SN,AS,nidana,1265,76,2,4,24,45,69,66,1,43,6,15,93,0,0
SN,AS,nidana,1266,75,3,4,24,44,71,65,1,43,6,15,92,0,0
SN,AS,nidana,1267,77,3,4,24,43,70,64,2,43,6,15,91,0,0
SN,AS,nidana,1268,74,3,4,24,43,71,64,2,44,6,16,91,0,0
SN,AS,nidana,1269,72,3,4,24,44,70,64,2,44,6,16,93,0,0
SN,AS,nidana,1270,71,3,4,24,43,70,64,2,45,6,16,94,0,0
SN,AS,nidana,1271,71,3,4,23,42,73,64,2,44,6,16,94,0,0
SN,AS,nidana,1272,71,3,4,24,42,72,64,2,44,6,15,95,0,0
SN,AS,nidana,1273,72,3,4,24,42,73,64,2,44,6,14,94,0,0
SN,AS,nidana,1274,73,3,4,24,40,73,63,2,45,7,14,94,0,0
SN,AS,nidana,1275,71,3,4,24,40,75,63,2,45,7,14,94,0,0
SN,AS,nidana,1276,71,3,4,24,41,74,64,2,44,6,15,94,0,0
SN,AS,nidana,1277,69,3,4,25,41,75,64,2,44,6,16,93,0,0
SN,AS,nidana,1278,69,3,4,25,40,75,64,2,45,6,17,92,0,0
SN,AS,nidana,1279,70,3,4,23,41,75,65,2,45,5,17,92,0,0
SN,AS,nidana,1280,70,3,5,23,40,76,65,2,45,5,17,91,0,0
SN,AS,nidana,1281,71,3,5,23,40,74,65,2,45,5,17,92,0,0
SN,AS,nidana,1282,70,3,5,24,40,73,66,1,44,5,17,94,0,0
SN,AS,nidana,1283,70,3,5,24,40,72,66,1,44,5,17,95,0,0
SN,AS,nidana,1284,71,3,5,24,39,74,66,1,42,5,17,95,0,0
SN,AS,nidana,1285,69,3,5,24,39,74,66,1,41,5,19,96,0,0
SN,AS,nidana,1286,68,3,5,24,39,76,66,1,40,5,19,96,0,0
SN,AS,nidana,1287,68,3,5,24,39,76,66,1,39,5,19,97,0,0
SN,AS,nidana,1288,70,3,5,24,37,78,66,1,37,5,19,97,0,0
SN,AS,nidana,1289,69,3,5,24,37,79,66,1,37,5,19,97,0,0
SN,AS,nidana,1290,69,3,5,25,37,78,66,1,37,5,19,97,0,0
SN,AS,nidana,1291,70,3,5,24,38,78,66,1,36,5,20,96,0,0
SN,AS,nidana,1292,70,3,5,24,38,79,66,1,35,5,20,96,0,0
SN,AS,nidana,1293,71,3,5,24,38,81,66,1,34,5,19,95,0,0
SN,AS,nidana,1294,70,3,5,25,38,81,66,1,34,5,19,95,0,0
SN,AS,nidana,1295,69,3,5,25,38,81,67,1,33,4,19,97,0,0
SN,AS,nidana,1296,70,3,5,25,39,79,67,1,32,4,20,97,0,0
SN,AS,nidana,1297,73,3,5,24,39,78,67,1,32,4,20,96,0,0
SN,AS,nidana,1298,72,3,5,25,39,78,68,1,31,3,20,97,0,0
SN,AS,nidana,1299,72,3,5,25,37,78,68,1,32,3,20,98,0,0
SN,AS,nidana,1300,72,3,5,25,35,79,68,1,32,3,20,99,0,0
SN,AS,nidana,1301,71,3,5,25,36,78,68,1,32,3,20,100,0,0
SN,AS,nidana,1302,71,3,5,26,37,78,69,1,31,2,19,100,0,0
SN,AS,nidana,1303,69,3,5,27,37,80,69,1,30,2,19,100,0,0
SN,AS,nidana,1304,70,3,5,28,37,79,69,1,29,2,18,101,0,0
SN,AS,nidana,1305,71,3,4,28,36,79,68,1,29,3,19,101,0,0
SN,AS,nidana,1306,71,3,4,29,36,78,68,1,30,3,19,100,0,0
SN,AS,nidana,1307,70,3,4,29,36,79,68,1,31,3,19,99,0,0
SN,AS,nidana,1308,69,3,4,31,36,78,68,1,30,3,19,100,0,0
SN,AS,nidana,1309,70,3,4,31,37,77,68,1,29,3,19,100,0,0
SN,AS,nidana,1310,69,3,4,31,37,77,68,1,30,3,19,100,0,0
SN,AS,nidana,1311,70,3,4,31,38,77,68,1,29,3,19,99,0,0
SN,AS,nidana,1312,69,3,4,31,39,76,68,1,29,3,18,101,0,0
SN,AS,nidana,1313,69,3,4,31,39,75,68,1,29,3,19,101,0,0
SN,AS,nidana,1314,70,3,4,30,39,75,68,1,29,3,19,101,0,0
SN,AS,nidana,1315,70,3,4,31,40,75,68,1,27,3,18,102,0,0
SN,AS,nidana,1316,71,3,4,31,39,74,68,1,28,3,18,102,0,0
SN,AS,nidana,1317,72,3,4,29,39,77,68,1,28,3,17,101,0,0
SN,AS,nidana,1318,72,3,4,28,40,78,68,1,27,3,17,101,0,0
SN,AS,nidana,1319,72,3,4,28,40,76,68,1,27,3,19,101,0,0
SN,AS,nidana,1320,72,3,4,28,40,77,68,1,26,3,19,101,0,0
SN,AS,nidana,1321,72,3,4,28,40,78,68,1,25,3,19,101,0,0
SN,AS,nidana,1322,71,3,4,28,40,79,67,1,25,4,19,101,0,0
SN,AS,nidana,1323,73,3,4,27,40,78,67,1,24,4,19,102,0,0
SN,AS,nidana,1324,73,3,4,28,40,78,67,1,25,4,18,101,0,0
SN,AS,nidana,1325,73,3,3,29,38,78,67,1,26,4,19,101,0,0
SN,AS,nidana,1326,72,3,3,29,39,78,67,1,27,4,18,101,0,0
SN,AS,nidana,1327,72,3,3,28,41,78,67,1,26,4,18,101,0,0
SN,AS,nidana,1328,72,3,3,28,40,79,67,1,26,4,18,101,0,0
SN,AS,nidana,1329,71,3,3,29,40,76,67,1,27,4,19,102,0,0
SN,AS,nidana,1330,70,3,4,29,41,75,67,1,27,4,19,102,0,0
SN,AS,nidana,1331,69,3,4,31,40,73,67,1,28,4,20,102,0,0
