Text_Type,Book,Chapter,Window,GLL,GLG,LG,LGG,GGG,LGL,GG,G,LLL,L,GGL,GL,LLG,LL
SN,CS,kalpa,602,9,50,0,24,63,62,0,46,0,4,17,0,25,0
SN,CS,kalpa,603,9,51,0,24,62,63,0,46,0,4,17,0,24,0
SN,CS,kalpa,604,10,50,0,24,62,63,0,46,0,4,17,0,24,0
SN,CS,kalpa,605,9,49,0,24,64,62,0,46,0,4,17,0,25,0
SN,CS,kalpa,606,9,48,0,23,66,62,0,46,0,4,17,0,25,0
SN,CS,kalpa,607,10,50,0,21,66,62,0,46,0,4,17,0,24,0
SN,CS,kalpa,608,9,48,0,21,68,62,0,46,0,4,18,0,24,0
SN,CS,kalpa,609,8,49,0,21,68,62,0,46,0,4,18,0,24,0
SN,CS,kalpa,610,8,51,0,22,68,61,0,46,0,4,17,0,23,0
SN,CS,kalpa,611,9,52,0,22,67,61,0,47,0,3,17,0,22,0
SN,CS,kalpa,612,8,53,0,22,67,61,0,47,0,3,17,0,22,0
SN,CS,kalpa,613,8,54,0,22,68,59,0,46,0,4,17,0,22,0
SN,CS,kalpa,614,8,55,0,21,67,59,0,46,0,4,17,0,23,0
SN,CS,kalpa,615,9,54,0,22,66,59,0,45,0,5,17,0,23,0
SN,CS,kalpa,616,9,53,0,22,67,59,0,45,0,5,17,0,23,0
SN,CS,kalpa,617,8,53,0,22,66,59,0,45,0,5,19,0,23,0
SN,CS,kalpa,618,8,50,0,22,67,59,0,45,0,5,21,0,23,0
SN,CS,kalpa,619,8,52,0,23,66,58,0,45,0,5,20,0,23,0
SN,CS,kalpa,620,8,53,0,24,65,56,0,45,0,5,20,0,24,0
SN,CS,kalpa,621,8,54,0,24,67,56,0,45,0,5,18,0,23,0
SN,CS,kalpa,622,8,54,0,23,66,56,0,45,0,5,19,0,24,0
SN,CS,kalpa,623,8,55,0,22,66,56,0,45,0,5,19,0,24,0
SN,CS,kalpa,624,8,55,0,23,66,56,0,45,0,5,18,0,24,0
SN,CS,kalpa,625,8,55,0,22,66,57,0,44,0,6,19,0,23,0
SN,CS,kalpa,626,8,54,0,21,67,57,0,45,0,5,19,0,24,0
SN,CS,kalpa,627,8,55,0,20,67,56,0,45,0,5,20,0,24,0
SN,CS,kalpa,628,9,55,0,20,67,55,0,44,0,6,22,0,24,0
SN,CS,kalpa,629,10,55,0,19,67,55,0,44,0,6,24,0,24,0
SN,CS,kalpa,630,10,55,0,18,68,55,0,44,0,6,24,0,24,0
SN,CS,kalpa,631,10,55,0,19,69,55,0,44,0,6,23,0,23,0
SN,CS,kalpa,632,10,56,0,20,69,55,0,44,0,6,21,0,23,0
SN,CS,kalpa,633,10,57,0,20,69,55,0,44,0,6,21,0,22,0
SN,CS,kalpa,634,9,58,0,20,69,55,0,44,0,6,22,0,21,0
SN,CS,kalpa,635,10,59,0,20,68,55,0,43,0,7,22,0,20,0
SN,CS,kalpa,636,10,58,0,19,70,55,0,42,0,8,23,0,19,0
SN,CS,kalpa,637,10,57,0,19,69,55,0,42,0,8,24,0,20,0
SN,CS,kalpa,638,9,58,0,19,68,56,0,41,0,9,25,0,19,0
SN,CS,kalpa,639,9,59,0,18,68,57,0,41,0,9,25,0,18,0
SN,CS,kalpa,640,9,58,0,17,68,57,0,41,0,9,27,0,18,0
SN,CS,kalpa,641,9,56,0,16,70,58,0,42,0,8,27,0,18,0
SN,CS,kalpa,642,9,57,0,16,69,58,0,42,0,8,28,0,17,0
SN,CS,kalpa,643,9,58,0,15,69,59,0,42,0,8,27,0,17,0
SN,CS,kalpa,644,9,57,0,15,70,59,0,42,0,8,27,0,17,0
SN,CS,kalpa,645,9,57,0,15,71,59,0,42,0,8,27,0,16,0
SN,CS,kalpa,646,9,58,0,16,69,59,0,42,0,8,28,0,15,0
SN,CS,kalpa,647,9,58,0,16,68,60,0,41,0,9,29,0,14,0
SN,CS,kalpa,648,9,57,0,15,70,60,0,40,0,10,28,0,15,0
SN,CS,kalpa,649,9,57,0,15,71,60,0,40,0,10,27,0,15,0
SN,CS,kalpa,650,9,56,0,15,71,60,0,40,0,10,28,0,15,0
SN,CS,kalpa,651,9,55,0,15,68,62,0,40,0,10,29,0,16,0
SN,CS,kalpa,652,9,55,0,16,69,62,0,40,0,10,28,0,15,0
SN,CS,kalpa,653,9,55,0,16,69,61,0,39,0,11,28,0,16,0
SN,CS,kalpa,654,8,56,0,15,69,61,0,39,0,11,29,0,16,0
SN,CS,kalpa,655,8,57,0,16,67,61,0,39,0,11,29,0,16,0
SN,CS,kalpa,656,9,57,0,16,65,61,0,39,0,11,29,0,17,0
SN,CS,kalpa,657,8,56,0,16,65,62,0,39,0,11,30,0,17,0
SN,CS,kalpa,658,8,57,0,17,64,62,0,39,0,11,30,0,16,0
SN,CS,kalpa,659,8,56,0,16,66,62,0,39,0,11,30,0,16,0
SN,CS,kalpa,660,8,56,0,15,66,62,0,39,0,11,31,0,16,0
SN,CS,kalpa,661,7,55,0,16,67,62,0,39,0,11,31,0,16,0
SN,CS,kalpa,662,7,53,0,16,68,61,0,38,0,12,32,0,17,0
SN,CS,kalpa,663,7,54,0,17,66,61,0,39,0,11,32,0,17,0
SN,CS,kalpa,664,7,53,0,18,66,61,0,38,0,12,33,0,16,0
SN,CS,kalpa,665,7,54,0,17,66,61,0,39,0,11,33,0,16,0
SN,CS,kalpa,666,7,53,0,17,66,61,0,39,0,11,33,0,17,0
SN,CS,kalpa,667,7,54,0,17,66,61,0,39,0,11,32,0,17,0
SN,CS,kalpa,668,7,55,1,17,68,60,0,38,0,11,31,0,17,0
SN,CS,kalpa,669,7,54,1,16,68,60,0,38,0,11,33,0,17,0
SN,CS,kalpa,670,6,54,1,16,69,61,0,38,0,11,33,0,16,0
SN,CS,kalpa,671,6,54,1,18,67,61,0,38,0,11,33,0,16,0
