Text_Type,Book,Chapter,Window,GG,GLG,GLL,LLL,LLG,GGG,GL,GGL,G,LGG,LG,LGL,L,LL
SN,CS,chikitsa,6202,1,58,17,2,21,48,0,38,43,34,0,72,5,0
SN,CS,chikitsa,6203,0,53,17,2,22,47,0,34,44,28,0,69,5,0
SN,CS,chikitsa,6204,0,49,14,0,20,47,0,34,44,26,0,70,5,0
SN,CS,chikitsa,6205,0,48,14,0,19,47,0,32,45,26,0,68,5,0
SN,CS,chikitsa,6206,0,50,14,0,18,46,0,33,45,26,0,67,5,0
SN,CS,chikitsa,6207,0,49,15,0,19,47,0,33,45,25,0,66,5,0
SN,CS,chikitsa,6208,0,49,16,0,19,47,0,34,45,25,0,64,5,0
SN,CS,chikitsa,6209,0,50,17,0,18,45,0,33,45,27,0,64,5,0
SN,CS,chikitsa,6210,0,49,17,0,17,45,0,35,45,27,0,64,5,0
SN,CS,chikitsa,6211,0,49,17,0,16,47,0,35,45,26,0,64,5,0
SN,CS,chikitsa,6212,0,47,18,0,16,47,0,35,45,25,0,66,5,0
SN,CS,chikitsa,6213,0,46,18,0,16,49,0,34,45,25,0,66,5,0
SN,CS,chikitsa,6214,0,47,18,0,17,47,0,34,44,25,0,66,6,0
SN,CS,chikitsa,6215,0,48,19,0,17,46,0,33,44,25,0,66,6,0
SN,CS,chikitsa,6216,0,50,19,0,17,46,0,31,44,25,0,66,6,0
SN,CS,chikitsa,6217,0,50,20,0,17,45,0,31,44,25,0,66,6,0
SN,CS,chikitsa,6218,0,51,19,0,18,43,0,31,45,26,0,66,5,0
SN,CS,chikitsa,6219,0,52,18,0,18,43,0,31,45,25,0,67,5,0
SN,CS,chikitsa,6220,0,52,18,0,17,44,0,31,46,25,0,67,4,0
SN,CS,chikitsa,6221,0,51,18,0,17,46,0,30,46,24,0,68,4,0
SN,CS,chikitsa,6222,0,51,18,0,16,48,0,30,46,25,0,66,4,0
SN,CS,chikitsa,6223,0,50,18,0,17,49,0,31,45,25,0,64,5,0
SN,CS,chikitsa,6224,0,50,18,0,18,49,0,30,45,27,0,62,5,0
SN,CS,chikitsa,6225,0,51,18,0,18,48,0,32,45,26,0,61,5,0
SN,CS,chikitsa,6226,0,52,18,0,17,47,0,32,45,27,0,61,5,0
SN,CS,chikitsa,6227,0,53,17,0,16,49,0,31,45,27,0,61,5,0
SN,CS,chikitsa,6228,0,52,16,0,16,50,0,31,46,28,0,61,4,0
SN,CS,chikitsa,6229,0,52,17,0,16,50,0,30,46,28,0,61,4,0
SN,CS,chikitsa,6230,0,52,16,0,17,50,0,32,47,27,0,60,3,0
SN,CS,chikitsa,6231,0,51,16,0,17,51,0,31,47,28,0,60,3,0
SN,CS,chikitsa,6232,0,51,16,0,15,52,0,33,47,27,0,60,3,0
SN,CS,chikitsa,6233,0,50,16,0,15,53,0,33,47,26,0,61,3,0
SN,CS,chikitsa,6234,0,51,16,0,15,52,0,35,47,24,0,61,3,0
SN,CS,chikitsa,6235,0,51,16,0,15,50,0,37,47,24,0,61,3,0
SN,CS,chikitsa,6236,0,53,16,0,15,47,0,37,46,25,0,61,4,0
SN,CS,chikitsa,6237,0,52,15,0,15,47,0,37,46,27,0,61,4,0
SN,CS,chikitsa,6238,0,50,15,0,17,46,0,37,46,27,0,62,4,0
SN,CS,chikitsa,6239,0,52,15,0,17,45,0,37,46,26,0,62,4,0
SN,CS,chikitsa,6240,0,51,14,0,17,45,0,36,46,26,0,63,4,0
SN,CS,chikitsa,6241,0,49,14,0,18,46,0,35,46,26,0,62,4,0
SN,CS,chikitsa,6242,0,51,15,0,18,44,0,33,46,27,0,62,4,0
SN,CS,chikitsa,6243,0,49,17,0,18,45,0,33,46,26,0,62,4,0
SN,CS,chikitsa,6244,0,49,17,0,18,44,0,33,46,26,0,63,4,0
SN,CS,chikitsa,6245,0,49,17,0,18,43,0,33,46,26,0,64,4,0
SN,CS,chikitsa,6246,0,49,16,0,18,42,0,35,46,26,0,64,4,0
SN,CS,chikitsa,6247,0,49,15,0,19,41,0,36,46,26,0,64,4,0
SN,CS,chikitsa,6248,0,47,16,0,20,42,0,35,46,26,0,64,4,0
SN,CS,chikitsa,6249,0,46,16,0,21,45,0,34,46,24,0,64,4,0
SN,CS,chikitsa,6250,0,47,17,0,19,44,0,34,46,24,0,65,4,0
SN,CS,chikitsa,6251,0,49,17,0,19,44,0,34,46,23,0,64,4,0
SN,CS,chikitsa,6252,0,50,17,0,18,45,0,33,46,23,0,64,4,0
SN,CS,chikitsa,6253,0,52,17,0,17,46,0,32,46,22,0,64,4,0
SN,CS,chikitsa,6254,0,53,17,0,17,46,0,31,46,23,0,63,4,0
SN,CS,chikitsa,6255,0,54,16,0,16,47,0,31,46,22,0,64,4,0
SN,CS,chikitsa,6256,0,52,16,0,17,47,0,30,46,24,0,64,4,0
SN,CS,chikitsa,6257,0,53,15,0,16,47,0,30,46,25,0,64,4,0
SN,CS,chikitsa,6258,0,53,14,0,17,47,0,29,46,26,0,64,4,0
SN,CS,chikitsa,6259,0,52,13,0,17,47,0,32,46,24,0,65,4,0
SN,CS,chikitsa,6260,0,52,13,0,17,49,0,31,46,23,0,65,4,0
SN,CS,chikitsa,6261,0,54,14,0,17,47,0,30,46,23,0,65,4,0
SN,CS,chikitsa,6262,0,55,13,0,18,46,0,32,46,23,0,63,4,0
SN,CS,chikitsa,6263,0,54,14,0,19,44,0,32,46,24,0,63,4,0
SN,CS,chikitsa,6264,0,53,14,0,18,46,0,31,46,25,0,63,4,0
SN,CS,chikitsa,6265,0,51,14,0,19,47,0,31,46,25,0,63,4,0
SN,CS,chikitsa,6266,0,51,14,0,19,46,0,31,46,26,0,63,4,0
SN,CS,chikitsa,6267,0,50,14,0,19,47,0,30,46,26,0,64,4,0
SN,CS,chikitsa,6268,0,51,15,0,18,47,0,29,46,26,0,64,4,0
SN,CS,chikitsa,6269,0,49,15,0,19,47,0,29,45,27,0,64,5,0
SN,CS,chikitsa,6270,0,49,15,0,20,46,0,28,45,27,0,65,5,0
SN,CS,chikitsa,6271,0,48,15,0,20,44,0,29,44,27,0,67,6,0
SN,CS,chikitsa,6272,0,49,15,0,21,44,0,28,44,26,0,67,6,0
SN,CS,chikitsa,6273,0,51,15,0,20,44,0,27,45,26,0,67,5,0
SN,CS,chikitsa,6274,0,52,15,0,19,46,0,27,45,24,0,67,5,0
SN,CS,chikitsa,6275,0,52,15,0,19,47,0,25,45,25,0,67,5,0
SN,CS,chikitsa,6276,0,52,15,0,20,46,0,24,44,25,0,68,6,0
SN,CS,chikitsa,6277,0,51,15,0,20,45,0,25,44,26,0,68,6,0
SN,CS,chikitsa,6278,0,51,16,0,20,45,0,26,44,25,0,67,6,0
SN,CS,chikitsa,6279,0,50,14,0,20,47,0,26,44,25,0,68,6,0
SN,CS,chikitsa,6280,0,50,14,0,20,48,0,24,44,25,0,69,6,0
SN,CS,chikitsa,6281,0,49,14,0,21,48,0,24,44,24,0,70,6,0
SN,CS,chikitsa,6282,0,51,14,0,21,47,0,22,44,24,0,71,6,0
SN,CS,chikitsa,6283,0,53,14,0,20,46,0,22,44,25,0,70,6,0
SN,CS,chikitsa,6284,0,51,15,0,20,48,0,20,44,25,0,71,6,0
SN,CS,chikitsa,6285,0,52,15,0,20,50,0,18,44,25,0,70,6,0
SN,CS,chikitsa,6286,0,50,16,0,19,50,0,20,45,25,0,70,5,0
SN,CS,chikitsa,6287,0,50,16,0,19,50,0,21,46,24,0,70,4,0
SN,CS,chikitsa,6288,0,50,16,0,17,51,0,22,46,25,0,69,4,0
SN,CS,chikitsa,6289,0,48,15,0,18,53,0,23,45,24,0,69,5,0
SN,CS,chikitsa,6290,0,47,15,0,18,55,0,23,45,24,0,68,5,0
SN,CS,chikitsa,6291,0,49,14,0,17,54,0,24,44,24,0,68,6,0
SN,CS,chikitsa,6292,0,47,13,0,18,56,0,25,44,23,0,68,6,0
SN,CS,chikitsa,6293,0,47,11,0,18,56,0,27,44,23,0,68,6,0
SN,CS,chikitsa,6294,0,46,12,0,18,57,0,27,44,22,0,68,6,0
SN,CS,chikitsa,6295,0,45,11,0,19,59,0,27,44,22,0,67,6,0
SN,CS,chikitsa,6296,0,44,12,0,21,58,0,26,44,22,0,67,6,0
SN,CS,chikitsa,6297,0,44,12,0,20,59,0,25,44,22,0,68,6,0
SN,CS,chikitsa,6298,0,44,11,0,20,59,0,26,44,22,0,68,6,0
SN,CS,chikitsa,6299,0,44,11,0,20,58,0,27,44,22,0,68,6,0
SN,CS,chikitsa,6300,0,43,10,0,20,59,0,27,44,23,0,68,6,0
SN,CS,chikitsa,6301,0,43,11,0,20,61,0,27,43,22,0,67,6,1
SN,CS,chikitsa,6302,0,42,11,0,20,61,0,28,43,22,0,67,6,1
SN,CS,chikitsa,6303,0,41,12,0,23,62,0,30,43,23,0,67,6,1
SN,CS,chikitsa,6304,0,41,13,0,23,62,0,29,43,23,0,66,6,1
SN,CS,chikitsa,6305,1,40,14,0,24,60,0,29,42,24,0,64,6,1
SN,CS,chikitsa,6306,1,42,15,0,23,59,0,31,42,22,0,65,6,1
SN,CS,chikitsa,6307,1,43,16,0,23,58,0,32,42,21,0,66,6,1
SN,CS,chikitsa,6308,1,44,17,0,22,58,0,34,41,20,0,66,7,1
SN,CS,chikitsa,6309,1,46,18,0,22,58,0,34,41,20,0,65,7,1
SN,CS,chikitsa,6310,1,47,19,0,22,57,0,34,40,20,0,66,8,1
SN,CS,chikitsa,6311,1,47,19,0,22,58,0,35,39,20,0,66,9,1
SN,CS,chikitsa,6312,1,48,20,0,21,59,0,35,39,20,0,66,9,1
SN,CS,chikitsa,6313,1,50,20,0,20,59,0,37,39,19,0,66,9,1
SN,CS,chikitsa,6314,1,52,22,0,20,57,0,39,39,18,0,65,9,1
SN,CS,chikitsa,6315,1,55,22,0,19,55,0,41,39,18,0,65,9,1
SN,CS,chikitsa,6316,1,55,23,0,19,54,0,44,38,17,0,65,10,1
SN,CS,chikitsa,6317,1,58,23,0,19,53,0,46,38,16,0,64,10,1
SN,CS,chikitsa,6318,1,58,23,0,19,54,0,48,38,15,0,64,10,1
SN,CS,chikitsa,6319,1,60,24,0,18,54,0,50,39,14,0,63,9,1
SN,CS,chikitsa,6320,1,61,25,0,17,54,0,51,39,14,0,63,9,1
SN,CS,chikitsa,6321,1,64,26,0,17,54,0,51,39,14,0,61,9,1
SN,CS,chikitsa,6322,1,66,27,0,16,52,0,53,39,14,0,61,9,1
SN,CS,chikitsa,6323,1,66,28,0,16,51,0,55,39,14,0,61,9,1
SN,CS,chikitsa,6324,1,67,29,0,16,50,0,56,39,14,0,61,9,1
SN,CS,chikitsa,6325,1,68,30,0,16,49,0,57,38,13,0,62,10,1
SN,CS,chikitsa,6326,1,70,31,0,15,49,0,59,39,12,0,61,9,1
SN,CS,chikitsa,6327,1,71,32,0,15,48,0,61,38,11,0,61,10,1
SN,CS,chikitsa,6328,1,74,32,0,14,47,0,61,37,11,0,62,11,1
SN,CS,chikitsa,6329,1,75,33,0,14,46,0,63,37,11,0,61,11,1
SN,CS,chikitsa,6330,1,76,34,0,13,46,0,65,37,11,0,60,11,1
SN,CS,chikitsa,6331,1,79,35,0,12,44,0,67,37,11,0,59,11,1
SN,CS,chikitsa,6332,1,79,36,0,12,44,0,69,36,11,0,58,12,1
SN,CS,chikitsa,6333,1,79,37,0,12,44,0,71,36,10,0,58,12,1
SN,CS,chikitsa,6334,1,81,37,0,12,43,0,73,36,10,0,57,12,1
SN,CS,chikitsa,6335,1,82,38,0,11,41,0,76,35,10,0,57,13,1
SN,CS,chikitsa,6336,1,85,38,0,11,41,0,76,34,9,0,57,14,1
SN,CS,chikitsa,6337,1,86,39,0,11,41,0,77,34,8,0,57,14,1
SN,CS,chikitsa,6338,1,87,40,0,11,41,0,78,34,7,0,57,14,1
SN,CS,chikitsa,6339,1,89,41,0,10,40,0,78,34,7,0,58,14,1
SN,CS,chikitsa,6340,1,90,42,0,10,39,0,79,34,7,0,58,14,1
SN,CS,chikitsa,6341,1,91,43,0,10,39,0,79,34,7,0,58,14,1
SN,CS,chikitsa,6342,1,93,44,0,9,38,0,80,33,7,0,58,15,1
SN,CS,chikitsa,6343,1,94,45,0,9,37,0,81,33,7,0,58,15,1
SN,CS,chikitsa,6344,1,95,45,0,9,37,0,83,33,7,0,57,15,1
SN,CS,chikitsa,6345,1,97,46,0,8,36,0,84,33,6,0,58,15,1
SN,CS,chikitsa,6346,1,99,47,0,6,36,0,84,33,6,0,59,15,1
SN,CS,chikitsa,6347,1,101,48,0,6,34,0,86,33,6,0,58,15,1
SN,CS,chikitsa,6348,1,103,49,0,5,33,0,88,32,5,0,58,16,1
SN,CS,chikitsa,6349,1,105,50,0,4,32,0,89,31,5,0,58,17,1
SN,CS,chikitsa,6350,1,106,52,0,4,31,0,91,31,4,0,57,17,1
SN,CS,chikitsa,6351,1,106,53,0,4,29,0,92,32,4,0,58,17,0
SN,CS,chikitsa,6352,1,107,54,0,4,29,0,93,32,3,0,58,17,0
SN,CS,chikitsa,6353,1,108,54,0,1,27,0,92,31,2,0,59,18,0
SN,CS,chikitsa,6354,1,109,54,0,1,27,0,94,31,1,0,60,18,0
SN,CS,chikitsa,6355,0,112,54,0,0,27,0,95,32,0,0,62,18,0
SN,CS,chikitsa,6356,0,112,54,0,0,28,0,94,32,0,0,62,18,0
SN,CS,chikitsa,6357,0,112,54,0,0,28,0,95,32,0,0,61,18,0
SN,CS,chikitsa,6358,0,113,54,0,0,27,0,95,32,0,0,61,18,0
SN,CS,chikitsa,6359,0,113,54,0,0,28,0,94,32,0,0,61,18,0
SN,CS,chikitsa,6360,0,113,54,0,0,28,0,95,33,0,0,60,17,0
SN,CS,chikitsa,6361,0,113,54,0,0,27,0,96,34,0,0,60,16,0
SN,CS,chikitsa,6362,0,113,54,0,0,27,0,95,34,0,0,61,16,0
SN,CS,chikitsa,6363,0,113,54,0,0,26,0,95,34,0,0,62,16,0
SN,CS,chikitsa,6364,0,113,53,0,0,26,0,96,34,0,0,62,16,0
SN,CS,chikitsa,6365,0,112,53,0,0,27,0,96,33,0,0,62,17,0
SN,CS,chikitsa,6366,0,112,53,0,0,28,0,95,34,0,0,62,16,0
SN,CS,chikitsa,6367,0,111,53,0,0,29,0,95,33,0,0,62,17,0
SN,CS,chikitsa,6368,0,111,53,0,0,28,0,95,33,0,0,63,17,0
SN,CS,chikitsa,6369,0,111,53,0,0,28,0,95,33,0,0,63,17,0
SN,CS,chikitsa,6370,0,111,53,0,0,28,0,96,33,0,0,62,17,0
SN,CS,chikitsa,6371,0,110,53,0,0,29,0,97,34,0,0,61,16,0
SN,CS,chikitsa,6372,0,109,53,0,0,30,0,96,34,0,0,62,16,0
SN,CS,chikitsa,6373,0,109,53,0,0,30,0,96,33,0,0,62,17,0
SN,CS,chikitsa,6374,0,109,53,0,0,30,0,96,33,0,0,62,17,0
SN,CS,chikitsa,6375,0,109,53,0,0,30,0,97,34,0,0,61,16,0
SN,CS,chikitsa,6376,0,108,53,0,0,31,0,96,34,0,0,62,16,0
SN,CS,chikitsa,6377,0,108,53,0,0,32,0,94,35,0,0,63,15,0
SN,CS,chikitsa,6378,0,107,54,0,0,32,0,94,36,0,0,63,14,0
SN,CS,chikitsa,6379,0,107,54,0,0,31,0,95,36,0,0,63,14,0
SN,CS,chikitsa,6380,0,107,54,0,0,31,0,95,36,0,0,63,14,0
SN,CS,chikitsa,6381,0,106,54,0,0,31,0,96,36,0,0,63,14,0
SN,CS,chikitsa,6382,0,106,54,0,0,31,0,95,36,0,0,64,14,0
SN,CS,chikitsa,6383,0,106,54,0,0,31,0,95,36,0,0,64,14,0
SN,CS,chikitsa,6384,0,106,54,0,0,31,0,95,36,0,0,64,14,0
SN,CS,chikitsa,6385,0,106,55,0,0,31,0,94,37,0,0,64,13,0
SN,CS,chikitsa,6386,0,106,55,0,0,31,0,94,38,0,0,64,12,0
SN,CS,chikitsa,6387,0,106,56,0,0,30,0,93,37,0,0,65,13,0
SN,CS,chikitsa,6388,0,106,56,0,0,30,0,93,37,0,0,65,13,0
SN,CS,chikitsa,6389,0,106,56,0,0,30,0,93,38,0,0,65,12,0
SN,CS,chikitsa,6390,0,106,56,0,0,29,0,94,38,0,0,65,12,0
SN,CS,chikitsa,6391,0,106,56,0,0,29,0,93,39,0,0,66,11,0
SN,CS,chikitsa,6392,0,106,56,0,0,29,0,92,40,0,0,67,10,0
SN,CS,chikitsa,6393,0,107,56,0,0,29,0,90,39,0,0,68,11,0
SN,CS,chikitsa,6394,0,108,56,0,0,28,0,90,38,0,0,68,12,0
SN,CS,chikitsa,6395,0,108,56,0,0,27,0,92,37,0,0,67,13,0
SN,CS,chikitsa,6396,0,108,54,1,0,30,0,91,36,1,0,65,14,0
SN,CS,chikitsa,6397,1,105,54,1,1,31,0,90,35,1,0,65,14,0
SN,CS,chikitsa,6398,2,103,53,1,1,32,0,87,35,2,0,66,13,0
SN,CS,chikitsa,6399,3,101,53,1,2,31,0,85,35,3,0,65,12,0
SN,CS,chikitsa,6400,3,100,51,1,2,32,0,85,35,3,0,65,12,0
SN,CS,chikitsa,6401,3,99,50,1,3,33,0,83,35,3,0,65,12,0
SN,CS,chikitsa,6402,3,97,49,1,4,33,0,81,35,5,0,65,12,0
SN,CS,chikitsa,6403,3,97,49,1,5,32,0,80,36,5,0,64,11,0
SN,CS,chikitsa,6404,3,95,49,1,5,31,0,78,36,6,0,66,11,0
SN,CS,chikitsa,6405,3,94,48,1,5,31,0,78,36,6,0,66,11,0
SN,CS,chikitsa,6406,3,94,48,1,6,30,0,77,36,6,0,65,11,0
SN,CS,chikitsa,6407,3,94,47,1,6,29,0,75,36,7,0,66,11,0
SN,CS,chikitsa,6408,3,91,47,1,8,30,0,73,37,7,0,66,10,0
SN,CS,chikitsa,6409,3,89,46,1,9,30,0,71,37,9,0,66,10,0
SN,CS,chikitsa,6410,3,88,45,1,9,30,0,69,37,11,0,66,10,0
SN,CS,chikitsa,6411,3,87,44,1,10,31,0,66,37,12,0,66,10,0
SN,CS,chikitsa,6412,3,85,43,1,11,32,0,66,37,12,0,65,10,0
SN,CS,chikitsa,6413,3,84,43,1,11,32,0,64,37,14,0,64,10,0
SN,CS,chikitsa,6414,3,82,42,1,11,33,0,62,38,15,0,65,9,0
SN,CS,chikitsa,6415,3,80,42,1,12,33,0,60,39,15,0,66,8,0
SN,CS,chikitsa,6416,3,78,42,1,13,33,0,58,39,15,0,67,8,0
SN,CS,chikitsa,6417,3,77,41,1,14,33,0,56,40,15,0,68,7,0
SN,CS,chikitsa,6418,3,75,40,1,16,35,0,54,40,15,0,67,7,0
SN,CS,chikitsa,6419,3,74,39,1,16,35,0,53,40,15,0,68,7,0
SN,CS,chikitsa,6420,3,74,39,1,16,34,0,51,40,16,0,68,7,0
SN,CS,chikitsa,6421,3,72,38,1,16,35,0,51,40,16,0,68,7,0
SN,CS,chikitsa,6422,3,71,37,1,16,36,0,51,40,16,0,67,7,0
SN,CS,chikitsa,6423,3,70,37,1,17,35,0,50,41,16,0,67,6,0
SN,CS,chikitsa,6424,3,68,36,1,17,37,0,49,41,16,0,67,6,0
SN,CS,chikitsa,6425,3,66,35,1,17,39,0,47,41,17,0,67,6,0
SN,CS,chikitsa,6426,3,64,34,1,19,38,0,48,41,17,0,66,6,0
SN,CS,chikitsa,6427,3,63,33,1,19,38,0,49,40,17,0,65,7,0
SN,CS,chikitsa,6428,3,62,31,1,20,38,0,49,40,17,0,65,7,0
SN,CS,chikitsa,6429,3,61,30,1,21,39,0,46,40,17,0,66,7,0
SN,CS,chikitsa,6430,3,61,29,1,21,39,0,44,39,18,0,66,8,0
SN,CS,chikitsa,6431,3,60,28,1,21,41,0,41,39,19,0,66,8,0
SN,CS,chikitsa,6432,3,58,27,1,23,42,0,40,39,19,0,65,8,0
SN,CS,chikitsa,6433,3,58,26,1,23,42,0,39,38,19,0,65,9,0
SN,CS,chikitsa,6434,3,57,25,1,23,43,0,38,38,19,0,65,9,0
SN,CS,chikitsa,6435,3,56,23,1,23,44,0,38,38,19,0,65,9,0
SN,CS,chikitsa,6436,3,53,23,1,24,44,0,36,38,21,0,65,9,0
SN,CS,chikitsa,6437,3,52,22,1,25,45,0,35,39,21,0,64,8,0
SN,CS,chikitsa,6438,3,50,21,1,25,45,0,35,39,22,0,64,8,0
SN,CS,chikitsa,6439,3,49,20,1,25,45,0,36,39,22,0,63,8,0
SN,CS,chikitsa,6440,3,48,19,1,25,45,0,35,39,22,0,64,8,0
SN,CS,chikitsa,6441,3,45,19,1,26,46,0,34,39,23,0,63,8,0
SN,CS,chikitsa,6442,3,44,20,1,26,45,0,33,39,24,0,62,8,0
SN,CS,chikitsa,6443,3,42,19,1,26,46,0,33,40,25,0,61,7,0
SN,CS,chikitsa,6444,3,39,18,1,27,47,0,33,41,25,0,61,6,0
SN,CS,chikitsa,6445,3,37,18,1,27,47,0,31,42,26,0,62,5,0
SN,CS,chikitsa,6446,3,35,18,0,27,45,0,33,43,26,0,63,4,0
SN,CS,chikitsa,6447,2,35,17,0,26,45,0,34,44,27,0,63,4,0
SN,CS,chikitsa,6448,1,37,17,0,26,44,0,35,45,26,0,63,4,0
SN,CS,chikitsa,6449,0,39,16,0,25,45,0,35,46,25,0,65,4,0
SN,CS,chikitsa,6450,0,40,17,0,25,44,0,33,46,26,0,65,4,0
SN,CS,chikitsa,6451,0,41,16,0,24,44,0,33,46,27,0,65,4,0
SN,CS,chikitsa,6452,0,42,16,0,23,45,0,33,46,26,0,65,4,0
SN,CS,chikitsa,6453,0,41,16,0,22,45,0,34,46,27,0,65,4,0
SN,CS,chikitsa,6454,0,54,20,6,28,51,0,45,45,39,0,71,4,0
SN,CS,chikitsa,6455,0,54,21,6,28,52,0,44,45,39,0,70,4,0
SN,CS,chikitsa,6456,0,52,21,6,27,53,0,44,44,41,0,70,5,0
SN,CS,chikitsa,6457,1,65,27,9,30,62,0,54,43,49,0,77,5,0
SN,CS,chikitsa,6458,1,66,26,9,29,62,0,55,43,49,0,77,5,0
SN,CS,chikitsa,6459,1,67,26,9,28,62,0,55,42,49,0,77,6,0
SN,CS,chikitsa,6460,1,83,31,16,35,72,0,67,42,58,0,83,6,0
SN,CS,chikitsa,6461,1,83,32,17,34,71,0,67,42,58,0,83,6,0
SN,CS,chikitsa,6462,1,83,32,17,33,70,0,67,41,58,0,85,7,0
SN,CS,chikitsa,6463,1,96,38,25,40,80,0,78,40,75,0,93,7,0
SN,CS,chikitsa,6464,1,96,39,25,41,79,0,78,40,75,0,92,7,0
SN,CS,chikitsa,6465,1,97,39,25,40,79,0,78,40,76,0,91,7,0
SN,CS,chikitsa,6466,1,115,44,29,46,94,0,95,40,87,0,97,7,0
SN,CS,chikitsa,6467,2,134,47,35,48,105,0,113,39,100,0,106,7,0
SN,CS,chikitsa,6468,2,137,49,35,48,106,0,113,39,102,0,106,7,0
SN,CS,chikitsa,6469,2,136,49,36,52,108,0,113,38,104,0,104,7,0
SN,CS,chikitsa,6470,2,134,51,36,54,110,0,116,37,105,0,105,7,0
SN,CS,chikitsa,6471,2,137,51,38,58,110,0,115,36,106,0,107,7,0
SN,CS,chikitsa,6472,2,146,56,40,62,118,0,122,35,115,0,113,7,0
SN,CS,chikitsa,6473,3,146,55,41,61,120,0,121,34,115,0,112,7,0
SN,CS,chikitsa,6474,3,148,55,41,61,118,0,120,34,116,0,112,7,0
SN,CS,chikitsa,6475,3,147,55,41,62,117,0,120,34,117,0,112,7,0
SN,CS,chikitsa,6476,3,147,55,41,61,120,0,118,34,117,0,112,7,0
SN,CS,chikitsa,6477,3,148,56,41,61,119,0,117,35,117,0,112,6,0
SN,CS,chikitsa,6478,3,148,56,41,61,120,0,116,35,118,0,111,6,0
SN,CS,chikitsa,6479,3,149,56,41,60,120,0,116,35,118,0,111,6,0
SN,CS,chikitsa,6480,3,147,56,41,60,119,0,118,36,119,0,111,5,0
SN,CS,chikitsa,6481,3,147,56,41,61,118,0,118,36,119,0,111,5,0
SN,CS,chikitsa,6482,3,148,56,41,61,116,0,119,37,119,0,111,4,0
SN,CS,chikitsa,6483,3,148,57,41,61,116,0,118,38,119,0,111,3,0
SN,CS,chikitsa,6484,3,148,57,41,61,116,0,118,38,119,0,111,3,0
SN,CS,chikitsa,6485,3,149,57,41,62,115,0,117,38,119,0,111,3,0
SN,CS,chikitsa,6486,3,150,56,41,62,115,0,119,38,117,0,111,3,0
SN,CS,chikitsa,6487,3,150,55,41,62,115,0,119,38,118,0,111,3,0
SN,CS,chikitsa,6488,3,150,55,41,64,115,0,117,37,117,0,112,4,0
SN,CS,chikitsa,6489,3,150,55,41,65,114,0,117,37,117,0,112,4,0
SN,CS,chikitsa,6490,3,149,55,41,66,115,0,116,36,117,0,112,5,0
SN,CS,chikitsa,6491,3,149,54,41,66,114,0,118,35,117,0,112,6,0
SN,CS,chikitsa,6492,3,151,53,41,66,114,0,118,35,116,0,112,6,0
SN,CS,chikitsa,6493,3,151,53,41,66,114,0,117,35,115,0,114,6,0
SN,CS,chikitsa,6494,3,152,53,41,66,114,0,115,34,115,0,115,7,0
SN,CS,chikitsa,6495,3,154,52,41,67,115,0,114,34,114,0,114,7,0
SN,CS,chikitsa,6496,3,155,52,41,67,116,0,112,34,114,0,114,7,0
SN,CS,chikitsa,6497,3,156,52,41,67,116,0,110,34,113,0,116,7,0
SN,CS,chikitsa,6498,3,157,52,41,67,116,0,109,34,113,0,116,7,0
SN,CS,chikitsa,6499,3,157,52,41,68,116,0,109,34,113,0,115,7,0
SN,CS,chikitsa,6500,3,155,51,41,68,116,0,110,34,114,0,116,7,0
SN,CS,chikitsa,6501,3,156,52,41,68,115,0,110,34,113,0,116,7,0
SN,CS,chikitsa,6502,3,155,52,41,69,115,0,111,34,112,0,116,7,0
SN,CS,chikitsa,6503,3,154,51,41,70,117,0,110,34,112,0,116,7,0
SN,CS,chikitsa,6504,3,142,47,35,65,111,0,99,35,100,0,108,7,0
SN,CS,chikitsa,6505,3,142,46,35,65,112,0,99,35,100,0,108,7,0
SN,CS,chikitsa,6506,3,142,46,35,66,111,0,100,35,99,0,108,7,0
SN,CS,chikitsa,6507,2,127,40,32,64,102,0,91,36,91,0,101,7,0
SN,CS,chikitsa,6508,2,127,40,32,63,101,0,91,35,91,0,103,8,0
SN,CS,chikitsa,6509,2,127,40,32,64,101,0,92,36,89,0,103,7,0
SN,CS,chikitsa,6510,2,112,35,25,57,91,0,80,36,78,0,98,7,0
SN,CS,chikitsa,6511,2,111,34,24,58,94,0,80,36,77,0,98,7,0
SN,CS,chikitsa,6512,2,113,34,24,58,94,0,79,37,77,0,97,6,0
SN,CS,chikitsa,6513,2,100,28,16,51,85,0,68,38,59,0,89,6,0
SN,CS,chikitsa,6514,2,102,27,16,50,85,0,67,38,59,0,90,6,0
SN,CS,chikitsa,6515,2,102,26,16,50,86,0,68,38,58,0,90,6,0
SN,CS,chikitsa,6516,2,85,20,12,43,72,0,51,38,48,0,83,6,0
SN,CS,chikitsa,6517,1,67,18,6,40,61,0,33,39,35,0,73,6,0
SN,CS,chikitsa,6518,1,64,17,6,40,59,0,33,38,33,0,73,7,0
SN,CS,chikitsa,6519,1,65,17,5,36,56,0,34,39,32,0,74,7,0
SN,CS,chikitsa,6520,1,65,14,5,36,54,0,32,40,31,0,73,7,0
SN,CS,chikitsa,6521,1,62,14,3,33,52,0,33,41,30,0,72,7,0
SN,CS,chikitsa,6522,1,53,9,1,30,44,0,25,42,21,0,66,7,0
SN,CS,chikitsa,6523,0,52,10,0,30,43,0,25,43,23,0,67,7,0
SN,CS,chikitsa,6524,0,51,10,0,30,42,0,27,43,23,0,67,7,0
SN,CS,chikitsa,6525,0,52,11,0,29,41,0,29,43,21,0,67,7,0
