Text_Type,Book,Chapter,Window,GG,GLG,GLL,LLL,LLG,GGG,GL,GGL,G,LGG,LG,LGL,L,LL
SN,CS,chikitsa,3121,1,45,16,0,30,58,0,23,41,17,1,63,7,0
SN,CS,chikitsa,3122,1,45,16,0,31,58,0,23,41,17,1,62,7,0
SN,CS,chikitsa,3123,1,46,16,0,31,60,0,21,41,16,1,62,7,0
SN,CS,chikitsa,3124,1,47,16,0,31,59,0,19,41,18,1,62,7,0
SN,CS,chikitsa,3125,1,48,16,0,30,59,0,19,41,18,1,62,7,0
SN,CS,chikitsa,3126,1,47,16,0,30,60,0,19,41,18,1,62,7,0
SN,CS,chikitsa,3127,1,49,15,0,29,61,0,19,41,18,1,61,7,0
SN,CS,chikitsa,3128,1,48,15,0,29,62,0,19,41,18,1,61,7,0
SN,CS,chikitsa,3129,1,48,14,0,28,64,0,19,41,18,1,61,7,0
SN,CS,chikitsa,3130,1,48,14,0,27,64,0,20,41,18,1,61,7,0
SN,CS,chikitsa,3131,1,48,13,0,26,63,0,22,41,19,1,61,7,0
SN,CS,chikitsa,3132,1,47,13,0,25,64,0,22,41,19,1,62,7,0
SN,CS,chikitsa,3133,1,47,13,0,24,65,0,22,41,19,1,62,7,0
SN,CS,chikitsa,3134,1,47,13,0,25,64,0,24,41,19,1,60,7,0
SN,CS,chikitsa,3135,1,48,13,0,26,61,0,24,40,20,1,60,8,0
SN,CS,chikitsa,3136,1,48,13,0,26,60,0,25,39,21,1,59,9,0
SN,CS,chikitsa,3137,1,49,13,0,26,60,0,23,39,22,1,59,9,0
SN,CS,chikitsa,3138,1,48,13,0,26,59,0,24,40,22,1,60,8,0
SN,CS,chikitsa,3139,1,50,14,0,27,58,0,24,39,23,1,59,8,0
SN,CS,chikitsa,3140,1,50,13,0,27,58,0,24,39,23,1,60,8,0
SN,CS,chikitsa,3141,1,50,12,0,27,59,0,23,40,23,1,61,7,0
SN,CS,chikitsa,3142,1,50,12,0,28,58,0,23,40,23,1,61,7,0
SN,CS,chikitsa,3143,1,49,13,0,27,58,0,23,39,23,1,62,8,0
SN,CS,chikitsa,3144,1,50,13,0,26,59,0,22,39,23,1,62,8,0
SN,CS,chikitsa,3145,1,51,12,0,25,57,0,25,39,23,1,62,8,0
SN,CS,chikitsa,3146,1,51,12,0,25,56,0,25,39,24,1,62,8,0
SN,CS,chikitsa,3147,1,51,11,0,25,56,0,25,39,25,1,62,8,0
SN,CS,chikitsa,3148,1,52,11,0,25,55,0,25,39,25,1,62,8,0
SN,CS,chikitsa,3149,1,51,10,0,25,54,0,26,39,26,1,63,8,0
SN,CS,chikitsa,3150,1,52,10,0,24,53,0,26,39,27,1,63,8,0
SN,CS,chikitsa,3151,1,52,9,0,25,54,0,25,39,27,1,63,8,0
SN,CS,chikitsa,3152,1,51,10,0,26,52,0,25,39,28,1,63,8,0
SN,CS,chikitsa,3153,1,53,10,2,25,53,0,26,38,27,1,62,8,1
SN,CS,chikitsa,3154,1,53,10,2,25,53,0,26,38,28,1,61,8,1
SN,CS,chikitsa,3155,1,52,10,2,25,52,0,25,39,29,0,62,8,1
SN,CS,chikitsa,3156,1,53,10,2,25,52,0,25,39,28,0,62,8,1
SN,CS,chikitsa,3157,1,53,10,2,24,51,0,25,39,27,0,62,8,1
SN,CS,chikitsa,3158,0,54,9,2,23,53,0,26,40,26,0,63,8,1
SN,CS,chikitsa,3159,0,55,8,2,22,54,0,26,40,27,0,62,8,1
SN,CS,chikitsa,3160,0,55,9,2,22,53,0,27,40,27,0,61,8,1
SN,CS,chikitsa,3161,0,55,10,2,21,54,0,26,40,28,0,60,8,1
SN,CS,chikitsa,3162,0,57,11,2,21,54,0,25,41,27,0,59,7,1
SN,CS,chikitsa,3163,0,58,12,2,20,53,0,25,40,27,0,59,8,1
SN,CS,chikitsa,3164,0,58,13,2,20,53,0,25,40,27,0,58,8,1
SN,CS,chikitsa,3165,0,57,13,2,21,54,0,25,41,26,0,58,7,1
SN,CS,chikitsa,3166,0,58,13,2,21,56,0,23,41,25,0,58,7,1
SN,CS,chikitsa,3167,0,58,12,2,21,58,0,22,42,25,0,58,6,1
SN,CS,chikitsa,3168,0,58,12,2,21,57,0,23,41,25,0,58,7,1
SN,CS,chikitsa,3169,0,58,12,2,22,57,0,23,41,25,0,57,7,1
SN,CS,chikitsa,3170,0,57,12,2,23,59,0,23,41,24,0,56,7,1
SN,CS,chikitsa,3171,0,57,12,2,22,58,0,23,42,25,0,57,6,1
SN,CS,chikitsa,3172,0,57,12,2,21,58,0,23,42,26,0,57,6,1
SN,CS,chikitsa,3173,0,55,12,2,23,58,0,23,42,26,0,57,6,1
SN,CS,chikitsa,3174,0,54,12,2,23,59,0,24,42,25,0,57,6,1
SN,CS,chikitsa,3175,0,54,13,2,23,57,0,25,42,25,0,57,6,1
SN,CS,chikitsa,3176,0,54,13,2,23,57,0,25,42,25,0,57,6,1
SN,CS,chikitsa,3177,0,53,13,2,24,56,0,25,42,25,0,58,6,1
SN,CS,chikitsa,3178,0,54,13,2,24,56,0,25,42,24,0,58,6,1
SN,CS,chikitsa,3179,0,53,14,2,24,54,0,24,42,27,0,58,6,1
SN,CS,chikitsa,3180,0,53,14,2,24,55,0,24,42,26,0,58,6,1
SN,CS,chikitsa,3181,0,55,14,2,24,54,0,22,42,26,0,59,6,1
SN,CS,chikitsa,3182,0,54,14,2,24,54,0,24,42,26,0,58,6,1
SN,CS,chikitsa,3183,0,52,14,2,25,54,0,24,42,27,0,58,6,1
SN,CS,chikitsa,3184,0,51,14,2,24,55,0,23,42,27,0,60,6,1
SN,CS,chikitsa,3185,0,50,14,2,24,56,0,23,43,26,0,61,5,1
SN,CS,chikitsa,3186,0,50,14,2,25,57,0,22,44,25,0,61,4,1
SN,CS,chikitsa,3187,0,49,14,2,24,58,0,24,44,24,0,61,4,1
SN,CS,chikitsa,3188,0,47,14,2,24,60,0,25,44,24,0,60,4,1
SN,CS,chikitsa,3189,0,44,12,2,23,62,0,26,45,23,0,61,4,1
SN,CS,chikitsa,3190,0,44,13,2,23,61,0,27,45,23,0,60,4,1
SN,CS,chikitsa,3191,0,43,14,2,23,62,0,27,45,23,0,59,4,1
SN,CS,chikitsa,3192,0,45,15,2,21,60,0,28,45,23,0,59,4,1
SN,CS,chikitsa,3193,0,48,15,2,21,59,0,28,45,23,0,57,4,1
SN,CS,chikitsa,3194,0,47,16,2,21,58,0,29,45,23,0,57,4,1
SN,CS,chikitsa,3195,0,47,16,2,21,60,0,27,45,23,0,57,4,1
SN,CS,chikitsa,3196,0,47,16,2,21,61,0,27,45,22,0,57,4,1
SN,CS,chikitsa,3197,0,47,16,2,20,61,0,27,45,23,0,57,4,1
SN,CS,chikitsa,3198,0,46,17,2,20,61,0,26,45,24,0,57,4,1
SN,CS,chikitsa,3199,0,45,17,2,20,62,0,27,46,24,0,56,3,1
SN,CS,chikitsa,3200,0,44,17,2,20,63,0,27,46,24,0,56,3,1
SN,CS,chikitsa,3201,0,44,18,2,19,64,0,26,46,24,0,56,3,1
SN,CS,chikitsa,3202,0,44,18,2,19,63,0,27,45,24,0,56,4,1
SN,CS,chikitsa,3203,0,43,19,0,19,63,0,25,46,24,0,57,4,0
SN,CS,chikitsa,3204,0,44,19,0,18,63,0,25,46,22,0,59,4,0
SN,CS,chikitsa,3205,0,46,19,0,18,61,0,25,46,22,0,59,4,0
SN,CS,chikitsa,3206,0,47,19,0,17,61,0,25,46,23,0,58,4,0
SN,CS,chikitsa,3207,0,46,18,0,17,61,0,27,46,23,0,58,4,0
SN,CS,chikitsa,3208,0,46,19,0,17,60,0,27,45,23,0,58,5,0
SN,CS,chikitsa,3209,0,45,19,0,17,60,0,28,45,23,0,58,5,0
SN,CS,chikitsa,3210,0,45,18,0,17,61,0,28,45,23,0,58,5,0
SN,CS,chikitsa,3211,0,46,17,0,18,60,0,27,45,23,0,59,5,0
SN,CS,chikitsa,3212,0,45,16,0,19,61,0,27,45,23,0,59,5,0
SN,CS,chikitsa,3213,0,43,15,0,20,61,0,28,46,24,0,59,4,0
SN,CS,chikitsa,3214,0,45,15,0,20,60,0,27,46,24,0,59,4,0
SN,CS,chikitsa,3215,0,46,15,0,18,60,0,28,46,24,0,59,4,0
SN,CS,chikitsa,3216,0,45,15,1,18,57,0,30,46,24,0,60,4,0
SN,CS,chikitsa,3217,0,46,15,1,19,56,0,30,46,23,0,60,4,0
SN,CS,chikitsa,3218,0,46,15,1,19,56,0,29,47,24,0,60,3,0
SN,CS,chikitsa,3219,0,45,15,1,20,56,0,30,47,23,0,60,3,0
SN,CS,chikitsa,3220,0,45,16,1,19,56,0,30,47,23,0,60,3,0
SN,CS,chikitsa,3221,0,44,17,1,19,57,0,30,47,22,0,60,3,0
SN,CS,chikitsa,3222,0,44,17,1,19,56,0,31,47,22,0,60,3,0
SN,CS,chikitsa,3223,0,44,17,1,19,56,0,31,47,22,0,60,3,0
SN,CS,chikitsa,3224,0,44,17,1,20,55,0,30,47,23,0,60,3,0
SN,CS,chikitsa,3225,0,43,17,1,20,57,0,29,47,23,0,60,3,0
SN,CS,chikitsa,3226,0,43,17,1,21,56,0,29,47,23,0,60,3,0
SN,CS,chikitsa,3227,0,42,17,1,21,56,0,30,47,23,0,60,3,0
SN,CS,chikitsa,3228,0,42,17,1,21,55,0,30,47,24,0,60,3,0
SN,CS,chikitsa,3229,0,43,16,1,22,57,0,30,47,21,0,60,3,0
SN,CS,chikitsa,3230,0,42,17,1,22,57,0,30,47,21,0,60,3,0
SN,CS,chikitsa,3231,0,40,18,1,22,57,0,30,47,22,0,60,3,0
SN,CS,chikitsa,3232,0,40,18,1,22,55,0,31,47,22,0,61,3,0
SN,CS,chikitsa,3233,0,42,18,1,21,53,0,32,47,22,0,61,3,0
SN,CS,chikitsa,3234,0,43,18,1,21,53,0,32,47,22,0,60,3,0
SN,CS,chikitsa,3235,0,42,18,1,21,52,0,33,47,24,0,59,3,0
SN,CS,chikitsa,3236,0,44,18,1,19,51,0,34,47,24,0,59,3,0
SN,CS,chikitsa,3237,0,44,18,1,20,52,0,34,46,24,1,58,3,0
SN,CS,chikitsa,3238,0,46,18,1,20,51,0,33,46,24,1,58,3,0
SN,CS,chikitsa,3239,0,46,18,1,21,51,0,32,46,23,1,59,3,0
SN,CS,chikitsa,3240,0,45,17,1,21,51,0,33,46,24,1,59,3,0
SN,CS,chikitsa,3241,0,44,16,1,22,50,0,33,45,27,1,58,3,0
SN,CS,chikitsa,3242,1,42,16,1,23,50,0,32,44,28,1,57,3,0
SN,CS,chikitsa,3243,1,40,15,1,23,51,0,33,45,28,1,58,2,0
SN,CS,chikitsa,3244,1,39,15,1,24,50,0,32,45,29,1,59,2,0
SN,CS,chikitsa,3245,1,39,15,1,25,49,0,31,45,29,1,60,2,0
SN,CS,chikitsa,3246,1,37,15,1,27,47,0,32,45,29,1,61,2,0
SN,CS,chikitsa,3247,1,36,15,1,27,49,0,32,45,27,1,62,2,0
SN,CS,chikitsa,3248,1,37,13,1,26,49,0,33,45,28,1,62,2,0
SN,CS,chikitsa,3249,1,38,13,1,26,49,0,32,45,28,1,62,2,0
SN,CS,chikitsa,3250,1,37,13,1,26,47,0,34,45,27,1,64,2,0
SN,CS,chikitsa,3251,1,36,12,1,28,47,0,34,45,27,1,64,2,0
SN,CS,chikitsa,3252,1,37,11,1,27,47,0,34,45,28,1,64,2,0
SN,CS,chikitsa,3253,1,38,10,1,27,46,0,34,45,28,1,65,2,0
SN,CS,chikitsa,3254,1,40,10,1,27,45,0,35,45,28,1,63,2,0
SN,CS,chikitsa,3255,1,40,10,1,26,45,0,35,45,27,1,65,2,0
SN,CS,chikitsa,3256,1,39,10,1,26,46,0,35,45,27,1,65,2,0
SN,CS,chikitsa,3257,1,40,10,1,26,45,0,34,45,28,1,65,2,0
SN,CS,chikitsa,3258,1,40,9,1,26,45,0,34,45,28,1,66,2,0
SN,CS,chikitsa,3259,1,41,9,1,26,45,0,34,45,27,1,66,2,0
SN,CS,chikitsa,3260,1,42,9,1,26,44,0,34,45,27,1,66,2,0
SN,CS,chikitsa,3261,1,43,9,1,25,45,0,35,45,26,1,65,2,0
SN,CS,chikitsa,3262,1,44,9,1,24,44,0,35,45,26,1,66,2,0
SN,CS,chikitsa,3263,1,45,9,1,23,45,0,34,45,26,1,66,2,0
SN,CS,chikitsa,3264,1,44,8,1,22,46,0,35,45,26,1,67,2,0
SN,CS,chikitsa,3265,1,45,9,1,22,46,0,33,45,26,1,67,2,0
SN,CS,chikitsa,3266,1,46,9,0,23,47,0,31,45,27,1,66,2,0
SN,CS,chikitsa,3267,1,45,9,0,22,46,0,32,45,28,1,67,2,0
SN,CS,chikitsa,3268,1,45,9,0,23,44,0,33,45,28,1,67,2,0
SN,CS,chikitsa,3269,1,47,8,0,22,45,0,32,45,28,1,67,2,0
SN,CS,chikitsa,3270,1,48,8,0,22,44,0,32,45,28,1,67,2,0
SN,CS,chikitsa,3271,1,49,7,0,22,44,0,32,45,28,1,67,2,0
SN,CS,chikitsa,3272,1,48,7,0,22,47,0,31,45,27,1,67,2,0
SN,CS,chikitsa,3273,1,50,7,0,20,45,0,32,45,27,1,68,2,0
SN,CS,chikitsa,3274,1,49,8,0,19,46,0,32,45,26,1,69,2,0
SN,CS,chikitsa,3275,1,49,7,0,19,45,0,32,45,28,1,69,2,0
SN,CS,chikitsa,3276,1,50,7,0,18,44,0,33,45,28,1,69,2,0
SN,CS,chikitsa,3277,1,50,7,0,18,45,0,32,45,28,1,69,2,0
SN,CS,chikitsa,3278,1,50,8,0,18,45,0,32,45,27,1,69,2,0
SN,CS,chikitsa,3279,1,50,8,0,17,45,0,33,45,27,1,69,2,0
SN,CS,chikitsa,3280,1,50,7,0,18,44,0,33,45,27,1,70,2,0
SN,CS,chikitsa,3281,1,50,6,0,19,44,0,35,45,26,1,69,2,0
SN,CS,chikitsa,3282,1,52,6,0,19,45,0,32,45,27,1,68,2,0
SN,CS,chikitsa,3283,1,51,6,0,19,48,0,31,45,26,1,68,2,0
SN,CS,chikitsa,3284,1,52,6,0,19,48,0,30,45,26,1,68,2,0
SN,CS,chikitsa,3285,1,53,6,0,18,49,0,30,45,25,1,68,2,0
SN,CS,chikitsa,3286,1,52,6,0,19,49,0,29,45,26,1,68,2,0
SN,CS,chikitsa,3287,1,52,6,1,18,47,0,27,46,26,0,68,2,0
SN,CS,chikitsa,3288,1,50,6,1,18,49,0,27,46,26,0,68,2,0
SN,CS,chikitsa,3289,1,51,6,1,19,48,0,27,46,26,0,67,2,0
SN,CS,chikitsa,3290,1,53,6,1,18,49,0,25,46,25,0,68,2,0
SN,CS,chikitsa,3291,1,54,7,1,17,50,0,25,47,22,0,69,2,0
SN,CS,chikitsa,3292,0,55,6,1,17,51,0,25,48,21,0,71,2,0
SN,CS,chikitsa,3293,0,56,6,1,17,51,0,25,48,21,0,70,2,0
SN,CS,chikitsa,3294,0,57,5,1,16,52,0,27,48,20,0,69,2,0
SN,CS,chikitsa,3295,0,56,6,1,16,52,0,27,48,21,0,68,2,0
SN,CS,chikitsa,3296,0,57,6,1,15,53,0,26,47,21,0,68,3,0
SN,CS,chikitsa,3297,0,58,6,1,15,52,0,26,47,22,0,67,3,0
SN,CS,chikitsa,3298,0,58,6,1,15,52,0,27,47,21,0,67,3,0
SN,CS,chikitsa,3299,0,59,6,1,15,52,0,26,47,20,0,68,3,0
SN,CS,chikitsa,3300,0,60,6,1,15,54,0,24,47,21,0,66,3,0
SN,CS,chikitsa,3301,0,61,6,1,14,52,0,26,47,21,0,66,3,0
SN,CS,chikitsa,3302,0,62,6,1,14,54,0,25,48,19,0,66,2,0
SN,CS,chikitsa,3303,0,61,6,1,14,55,0,25,48,20,0,65,2,0
SN,CS,chikitsa,3304,0,58,7,1,14,55,0,26,48,21,0,65,2,0
SN,CS,chikitsa,3305,0,57,7,1,14,56,0,26,48,23,0,63,2,0
SN,CS,chikitsa,3306,0,58,8,1,14,55,0,26,48,22,0,63,2,0
SN,CS,chikitsa,3307,0,58,8,1,14,57,0,25,48,21,0,63,2,0
SN,CS,chikitsa,3308,0,58,8,1,15,58,0,24,49,21,0,62,1,0
SN,CS,chikitsa,3309,0,58,8,1,15,58,0,23,49,22,0,62,1,0
SN,CS,chikitsa,3310,0,56,8,1,16,57,0,23,49,23,0,63,1,0
SN,CS,chikitsa,3311,0,55,8,1,16,57,0,24,49,23,0,63,1,0
SN,CS,chikitsa,3312,0,53,8,1,16,57,0,26,49,23,0,63,1,0
SN,CS,chikitsa,3313,0,54,8,1,17,55,0,27,48,22,0,63,2,0
SN,CS,chikitsa,3314,0,55,8,1,17,55,0,26,48,22,0,63,2,0
SN,CS,chikitsa,3315,0,53,7,1,18,55,0,27,48,22,0,64,2,0
SN,CS,chikitsa,3316,0,53,8,1,17,56,0,27,48,21,0,64,2,0
SN,CS,chikitsa,3317,0,52,8,1,18,58,0,26,48,20,0,64,2,0
SN,CS,chikitsa,3318,0,52,8,1,17,59,0,26,47,19,0,65,3,0
SN,CS,chikitsa,3319,0,51,8,1,16,60,0,26,47,19,0,66,3,0
SN,CS,chikitsa,3320,0,50,7,1,17,59,0,28,47,19,0,66,3,0
SN,CS,chikitsa,3321,0,49,7,1,18,58,0,28,47,19,0,67,3,0
SN,CS,chikitsa,3322,0,52,7,1,17,55,0,28,47,20,0,67,3,0
SN,CS,chikitsa,3323,0,52,7,1,17,55,0,28,47,21,0,66,3,0
SN,CS,chikitsa,3324,0,55,6,1,17,54,0,28,47,21,0,65,3,0
SN,CS,chikitsa,3325,0,55,6,1,18,54,0,28,47,20,0,65,3,0
SN,CS,chikitsa,3326,0,53,7,1,18,54,0,28,46,19,1,64,3,0
SN,CS,chikitsa,3327,0,54,7,1,17,53,0,29,46,20,1,63,3,0
SN,CS,chikitsa,3328,0,54,6,1,17,52,0,31,46,20,1,63,3,0
SN,CS,chikitsa,3329,0,54,6,1,18,50,0,32,46,20,1,63,3,0
SN,CS,chikitsa,3330,0,53,7,1,17,52,0,32,46,20,1,62,3,0
SN,CS,chikitsa,3331,0,54,7,1,16,53,0,30,46,21,1,62,3,0
SN,CS,chikitsa,3332,0,54,7,1,17,53,0,30,45,21,2,61,3,0
SN,CS,chikitsa,3333,0,55,7,1,17,51,0,30,45,22,2,61,3,0
SN,CS,chikitsa,3334,0,55,7,1,17,50,0,31,45,23,2,60,3,0
SN,CS,chikitsa,3335,0,54,7,1,17,49,0,31,44,22,3,60,3,0
SN,CS,chikitsa,3336,0,53,7,1,18,50,0,31,44,21,3,60,3,0
SN,CS,chikitsa,3337,0,53,7,0,19,52,0,31,44,21,3,61,3,0
SN,CS,chikitsa,3338,0,54,7,0,21,49,0,30,44,22,3,61,3,0
SN,CS,chikitsa,3339,0,54,7,0,20,49,0,30,44,23,3,61,3,0
SN,CS,chikitsa,3340,0,53,7,0,21,48,0,31,44,23,3,61,3,0
SN,CS,chikitsa,3341,0,53,6,0,22,47,0,31,44,24,3,61,3,0
SN,CS,chikitsa,3342,0,54,6,0,21,47,0,32,44,24,3,60,3,0
SN,CS,chikitsa,3343,0,53,6,0,21,48,0,31,44,25,3,60,3,0
SN,CS,chikitsa,3344,0,52,6,0,22,48,0,29,44,26,3,61,3,0
SN,CS,chikitsa,3345,0,52,5,0,21,48,0,30,44,26,3,62,3,0
SN,CS,chikitsa,3346,0,53,5,0,20,49,0,30,45,26,3,61,2,0
SN,CS,chikitsa,3347,0,53,5,0,21,48,0,31,44,25,3,61,3,0
SN,CS,chikitsa,3348,0,52,5,0,22,50,0,30,43,24,3,61,4,0
SN,CS,chikitsa,3349,0,52,5,0,22,51,0,30,43,24,3,60,4,0
SN,CS,chikitsa,3350,0,52,5,0,22,50,0,32,43,23,3,60,4,0
SN,CS,chikitsa,3351,0,52,6,0,21,52,0,30,43,23,3,60,4,0
SN,CS,chikitsa,3352,0,51,6,0,22,50,0,30,42,23,3,59,4,0
SN,CS,chikitsa,3353,0,51,6,0,22,50,0,29,42,23,3,60,4,0
SN,CS,chikitsa,3354,0,52,5,0,22,53,0,27,41,22,3,60,5,0
SN,CS,chikitsa,3355,0,51,5,0,22,53,0,30,41,20,3,60,5,0
SN,CS,chikitsa,3356,0,51,4,0,22,53,0,30,41,21,3,60,5,0
SN,CS,chikitsa,3357,0,52,4,0,22,52,0,30,41,20,3,61,5,0
SN,CS,chikitsa,3358,0,52,4,0,21,52,0,31,40,20,3,61,6,0
SN,CS,chikitsa,3359,0,51,4,0,21,50,0,33,40,20,3,62,6,0
SN,CS,chikitsa,3360,0,52,4,0,20,52,0,32,40,20,3,61,6,0
SN,CS,chikitsa,3361,0,51,4,0,21,53,0,31,40,20,3,61,6,0
SN,CS,chikitsa,3362,0,52,4,0,21,54,0,30,40,20,3,60,6,0
SN,CS,chikitsa,3363,0,52,4,0,20,55,0,29,41,21,3,60,5,0
SN,CS,chikitsa,3364,0,50,4,0,21,56,0,30,41,21,3,59,5,0
SN,CS,chikitsa,3365,0,52,4,0,20,55,0,29,40,21,3,58,5,0
SN,CS,chikitsa,3366,0,52,4,0,20,55,0,29,40,21,3,58,5,0
SN,CS,chikitsa,3367,0,53,4,0,19,54,0,30,40,21,3,58,5,0
SN,CS,chikitsa,3368,0,52,4,0,20,54,0,30,41,22,3,57,4,0
SN,CS,chikitsa,3369,0,51,4,0,20,53,0,32,41,23,3,56,4,0
SN,CS,chikitsa,3370,0,51,4,0,20,55,0,30,40,23,3,56,5,0
SN,CS,chikitsa,3371,0,52,4,0,19,56,0,30,40,24,3,54,5,0
SN,CS,chikitsa,3372,0,49,4,0,20,58,0,30,40,24,3,54,5,0
SN,CS,chikitsa,3373,0,49,4,0,20,60,0,29,40,23,3,54,5,0
SN,CS,chikitsa,3374,0,47,4,1,20,61,0,29,39,22,3,53,5,0
SN,CS,chikitsa,3375,0,46,4,1,21,61,0,29,39,22,3,53,5,0
SN,CS,chikitsa,3376,0,47,4,1,21,62,0,28,40,22,2,55,5,0
SN,CS,chikitsa,3377,0,46,4,1,22,62,0,28,40,21,2,56,5,0
SN,CS,chikitsa,3378,0,44,4,1,22,62,0,28,39,21,2,58,6,0
SN,CS,chikitsa,3379,0,44,4,1,22,63,0,26,39,22,2,58,6,0
SN,CS,chikitsa,3380,0,46,3,1,23,61,0,26,39,22,2,58,6,0
SN,CS,chikitsa,3381,0,46,3,1,23,62,0,27,39,20,2,58,6,0
SN,CS,chikitsa,3382,0,46,3,1,22,63,0,27,39,19,1,59,7,0
SN,CS,chikitsa,3383,0,46,3,2,22,62,0,27,38,18,1,58,7,0
SN,CS,chikitsa,3384,0,45,3,2,22,64,0,26,38,17,1,59,7,0
SN,CS,chikitsa,3385,0,45,3,2,23,65,0,26,39,18,0,59,7,0
SN,CS,chikitsa,3386,0,46,3,2,22,64,0,27,39,18,0,59,7,0
SN,CS,chikitsa,3387,0,46,5,2,21,61,0,27,39,18,0,61,7,0
SN,CS,chikitsa,3388,0,46,5,2,20,63,0,27,39,17,0,61,7,0
SN,CS,chikitsa,3389,0,47,5,2,19,62,0,28,39,16,0,62,7,0
SN,CS,chikitsa,3390,0,47,6,2,18,62,0,28,38,17,0,61,8,0
SN,CS,chikitsa,3391,0,47,6,2,18,61,0,28,38,17,0,62,8,0
SN,CS,chikitsa,3392,0,45,6,2,19,63,0,27,38,17,0,62,8,0
SN,CS,chikitsa,3393,0,45,6,2,20,61,0,28,38,17,0,62,8,0
SN,CS,chikitsa,3394,0,46,6,2,19,61,0,29,37,17,0,61,9,0
SN,CS,chikitsa,3395,0,48,6,2,19,61,0,29,37,16,0,60,9,0
SN,CS,chikitsa,3396,0,46,6,2,21,60,0,29,37,16,0,61,9,0
SN,CS,chikitsa,3397,0,46,7,2,21,60,0,28,38,16,0,61,8,0
SN,CS,chikitsa,3398,0,46,7,2,20,60,0,29,39,16,0,61,7,0
SN,CS,chikitsa,3399,0,45,7,2,20,60,0,29,39,16,0,62,7,0
SN,CS,chikitsa,3400,0,44,7,2,22,59,0,28,39,16,0,61,7,0
SN,CS,chikitsa,3401,0,45,6,2,22,58,0,28,39,17,0,61,7,0
SN,CS,chikitsa,3402,0,45,6,2,21,61,0,28,40,17,0,62,7,0
SN,CS,chikitsa,3403,0,46,6,2,21,61,0,28,39,17,0,61,8,0
SN,CS,chikitsa,3404,0,46,6,2,21,60,0,29,40,17,0,61,7,0
SN,CS,chikitsa,3405,0,47,6,2,21,59,0,28,40,18,0,61,7,0
SN,CS,chikitsa,3406,0,46,6,2,21,60,0,28,40,18,0,61,7,0
SN,CS,chikitsa,3407,0,45,6,2,21,61,0,29,40,18,0,60,7,0
SN,CS,chikitsa,3408,0,44,6,2,21,61,0,29,41,18,0,61,6,0
SN,CS,chikitsa,3409,0,46,6,2,21,62,0,27,41,17,0,61,6,0
SN,CS,chikitsa,3410,0,46,6,2,21,61,0,27,41,17,0,62,6,0
SN,CS,chikitsa,3411,0,48,6,2,20,60,0,27,41,17,0,62,6,0
SN,CS,chikitsa,3412,0,48,6,2,20,58,0,28,41,18,0,62,6,0
SN,CS,chikitsa,3413,0,46,6,2,21,59,0,29,41,17,0,62,6,0
SN,CS,chikitsa,3414,0,47,7,2,21,58,0,28,41,17,0,62,6,0
SN,CS,chikitsa,3415,0,46,7,2,22,59,0,28,42,18,0,62,6,0
SN,CS,chikitsa,3416,0,46,6,2,23,58,0,28,42,19,0,62,6,0
SN,CS,chikitsa,3417,0,45,6,2,24,59,0,27,42,20,0,61,6,0
SN,CS,chikitsa,3418,0,47,7,2,23,59,0,26,42,19,0,61,6,0
SN,CS,chikitsa,3419,0,47,7,2,24,60,0,24,42,19,0,61,6,0
SN,CS,chikitsa,3420,0,48,7,2,23,60,0,24,43,19,0,61,5,0
SN,CS,chikitsa,3421,1,47,7,2,24,58,0,24,42,18,0,61,5,0
SN,CS,chikitsa,3422,1,47,7,2,24,58,0,25,42,17,0,61,5,0
SN,CS,chikitsa,3423,1,45,7,2,25,59,0,25,42,17,0,61,5,0
SN,CS,chikitsa,3424,1,46,7,1,25,59,0,26,42,17,0,62,6,0
SN,CS,chikitsa,3425,1,46,8,1,23,59,0,26,42,18,0,62,6,0
SN,CS,chikitsa,3426,1,47,7,1,23,59,0,26,42,19,0,61,6,0
SN,CS,chikitsa,3427,1,48,7,1,22,59,0,26,42,20,0,60,6,0
SN,CS,chikitsa,3428,1,48,7,1,23,59,0,24,42,20,1,57,5,0
SN,CS,chikitsa,3429,1,48,7,1,23,58,0,24,42,20,1,58,5,0
SN,CS,chikitsa,3430,1,46,7,1,23,59,0,23,42,21,1,59,5,0
SN,CS,chikitsa,3431,1,45,7,1,23,58,0,25,42,21,1,59,5,0
SN,CS,chikitsa,3432,1,43,8,1,23,58,0,26,43,21,1,59,4,0
SN,CS,chikitsa,3433,1,42,9,0,23,59,0,26,43,21,1,61,5,0
SN,CS,chikitsa,3434,1,43,9,0,23,58,0,27,43,21,1,60,5,0
SN,CS,chikitsa,3435,1,44,9,0,22,59,0,26,43,21,1,60,5,0
SN,CS,chikitsa,3436,1,45,9,0,21,60,0,25,43,21,1,60,5,0
SN,CS,chikitsa,3437,1,46,7,0,21,60,0,26,43,22,1,59,5,0
SN,CS,chikitsa,3438,1,46,7,0,21,59,0,27,43,22,1,59,5,0
SN,CS,chikitsa,3439,1,45,7,1,22,61,0,27,42,22,2,57,5,0
SN,CS,chikitsa,3440,1,45,6,1,22,63,0,26,42,21,2,58,5,0
SN,CS,chikitsa,3441,1,46,6,1,21,63,0,28,42,20,2,57,5,0
SN,CS,chikitsa,3442,1,46,6,1,20,61,0,30,42,20,2,58,5,0
SN,CS,chikitsa,3443,2,45,6,2,19,62,0,29,41,20,2,58,5,0
SN,CS,chikitsa,3444,3,44,7,2,20,61,0,28,41,20,2,57,4,0
