Text_Type,Book,Chapter,Window,LG,GGL,LGL,GLG,LGG,GL,GG,LLG,GLL,GGG,G,L,LLL,LL
SN,CS,chikitsa,2531,0,21,18,29,13,0,3,24,14,17,12,4,4,0
SN,CS,chikitsa,2532,0,21,18,28,13,0,3,24,13,19,12,4,4,0
SN,CS,chikitsa,2533,0,18,18,26,15,0,3,24,13,19,13,4,3,0
SN,CS,chikitsa,2534,0,17,18,24,16,0,2,24,13,22,14,4,2,0
SN,CS,chikitsa,2535,0,19,16,24,16,0,2,22,13,24,13,4,2,0
SN,CS,chikitsa,2536,0,19,15,24,16,1,2,25,13,23,12,4,2,0
SN,CS,chikitsa,2537,0,20,15,23,16,1,2,24,11,26,11,4,2,0
SN,CS,chikitsa,2538,0,19,14,24,16,1,2,23,10,29,11,4,2,0
SN,CS,chikitsa,2539,0,19,14,22,17,1,3,25,10,28,10,4,2,0
SN,CS,chikitsa,2540,0,19,15,20,17,1,3,27,8,30,10,4,2,0
SN,CS,chikitsa,2541,0,18,14,20,18,1,3,28,8,30,10,4,2,0
SN,CS,chikitsa,2542,0,18,13,22,17,1,4,28,8,30,9,4,3,0
SN,CS,chikitsa,2543,0,17,11,20,18,1,4,28,10,32,9,4,3,0
SN,CS,chikitsa,2544,0,16,10,22,19,1,4,27,10,33,8,4,3,0
SN,CS,chikitsa,2545,0,15,10,19,19,1,4,26,10,35,9,3,2,0
SN,CS,chikitsa,2546,0,13,11,19,19,1,4,27,10,36,9,3,2,0
SN,CS,chikitsa,2547,0,16,10,20,18,1,4,23,10,37,9,2,1,0
SN,CS,chikitsa,2548,0,18,10,22,17,2,4,21,10,36,8,2,1,0
SN,CS,chikitsa,2549,0,19,9,22,16,2,4,20,11,36,9,2,1,0
SN,CS,chikitsa,2550,0,18,9,21,17,2,4,19,11,38,9,2,1,0
SN,CS,chikitsa,2551,0,18,8,22,19,2,4,20,9,36,9,3,1,0
SN,CS,chikitsa,2552,0,17,9,23,17,2,4,20,9,37,10,2,1,0
SN,CS,chikitsa,2553,0,18,10,22,16,2,4,20,7,38,11,1,1,0
SN,CS,chikitsa,2554,0,19,11,22,14,2,4,19,7,39,11,1,1,0
SN,CS,chikitsa,2555,0,19,12,22,15,2,3,18,7,38,12,1,1,0
SN,CS,chikitsa,2556,0,20,13,22,16,2,3,17,5,37,13,1,1,0
SN,CS,chikitsa,2557,0,19,13,22,16,2,2,18,5,37,13,2,1,0
SN,CS,chikitsa,2558,0,19,16,21,15,2,2,17,6,36,13,2,1,0
SN,CS,chikitsa,2559,0,20,17,20,14,2,2,17,6,36,13,2,1,0
SN,CS,chikitsa,2560,0,19,19,21,14,2,2,17,7,35,13,3,1,0
SN,CS,chikitsa,2561,0,20,20,23,13,1,2,14,8,35,14,3,1,0
SN,CS,chikitsa,2562,0,19,20,23,13,1,2,14,9,37,14,3,1,0
SN,CS,chikitsa,2563,0,20,20,24,14,1,2,14,9,34,14,3,1,0
SN,CS,chikitsa,2564,0,20,19,25,13,1,2,12,10,36,14,3,1,0
SN,CS,chikitsa,2565,0,21,18,26,13,1,2,11,10,36,13,3,1,0
SN,CS,chikitsa,2566,0,22,19,27,12,1,2,11,10,35,13,3,1,0
SN,CS,chikitsa,2567,0,21,20,26,12,2,1,11,10,36,13,3,0,0
SN,CS,chikitsa,2568,0,21,20,27,13,2,1,12,8,35,12,3,0,0
SN,CS,chikitsa,2569,0,20,19,25,13,2,2,13,9,34,12,3,0,0
SN,CS,chikitsa,2570,0,20,22,25,13,2,2,12,9,32,12,3,0,0
SN,CS,chikitsa,2571,0,22,22,25,13,2,2,11,9,30,12,4,0,0
SN,CS,chikitsa,2572,0,19,23,24,13,2,2,12,10,31,13,4,0,0
SN,CS,chikitsa,2573,0,18,24,24,13,1,2,12,10,31,14,4,0,0
SN,CS,chikitsa,2574,0,16,25,24,13,1,2,13,9,32,14,4,0,0
SN,CS,chikitsa,2575,0,16,25,25,13,1,2,12,9,31,15,4,0,0
SN,CS,chikitsa,2576,0,17,27,24,12,1,2,11,10,30,16,3,0,0
SN,CS,chikitsa,2577,0,16,27,22,13,1,2,12,11,30,15,4,0,0
SN,CS,chikitsa,2578,0,15,27,22,13,1,2,13,12,29,15,4,0,0
SN,CS,chikitsa,2579,0,14,28,21,14,1,2,13,14,27,15,4,0,0
SN,CS,chikitsa,2580,0,13,29,21,13,1,2,13,15,27,15,4,0,0
SN,CS,chikitsa,2581,0,12,30,21,12,1,2,12,17,27,15,4,0,0
SN,CS,chikitsa,2582,0,13,30,20,12,1,2,13,17,26,16,3,0,0
SN,CS,chikitsa,2583,0,14,28,20,12,1,2,14,16,27,16,3,0,0
SN,CS,chikitsa,2584,0,14,29,21,12,1,2,15,16,24,16,3,0,0
SN,CS,chikitsa,2585,0,14,28,21,12,1,2,15,15,24,16,3,0,0
SN,CS,chikitsa,2586,0,12,28,20,12,1,2,15,14,26,16,3,0,0
SN,CS,chikitsa,2587,0,13,28,20,13,1,2,15,13,23,17,3,0,0
SN,CS,chikitsa,2588,0,12,29,19,13,1,2,15,13,24,17,3,0,0
SN,CS,chikitsa,2589,0,13,30,19,13,1,1,15,13,22,18,3,0,0
SN,CS,chikitsa,2590,0,12,30,18,14,1,1,16,13,21,19,3,0,0
SN,CS,chikitsa,2591,0,13,30,18,13,1,1,15,13,21,19,3,0,0
SN,CS,chikitsa,2592,0,14,31,18,13,0,1,15,12,20,20,3,0,0
SN,CS,chikitsa,2593,0,14,32,17,12,0,1,16,12,20,21,3,0,0
SN,CS,chikitsa,2594,0,14,33,17,11,0,0,17,12,21,22,3,0,0
SN,CS,chikitsa,2595,0,16,31,17,10,0,0,18,11,22,21,4,0,0
SN,CS,chikitsa,2596,0,15,31,18,10,0,0,18,12,21,22,3,0,0
SN,CS,chikitsa,2597,0,16,32,19,10,0,0,17,11,20,22,3,0,0
SN,CS,chikitsa,2598,0,15,32,19,10,0,0,17,11,21,22,3,0,0
SN,CS,chikitsa,2599,0,16,32,19,10,0,0,16,12,20,22,3,0,0
SN,CS,chikitsa,2600,0,17,32,17,9,0,0,18,12,20,22,3,0,0
SN,CS,chikitsa,2601,0,16,31,19,8,0,0,18,12,21,22,3,0,0
SN,CS,chikitsa,2602,0,16,31,19,7,0,0,19,11,22,23,2,0,0
SN,CS,chikitsa,2603,0,18,31,19,7,0,0,18,10,22,23,2,0,0
SN,CS,chikitsa,2604,0,19,30,20,6,0,0,18,8,24,23,2,0,0
SN,CS,chikitsa,2605,0,21,29,20,6,0,0,19,7,23,23,2,0,0
SN,CS,chikitsa,2606,0,22,28,20,8,0,0,19,5,23,23,2,0,0
SN,CS,chikitsa,2607,0,22,28,20,8,0,0,18,6,23,23,2,0,0
SN,CS,chikitsa,2608,0,22,29,21,8,0,0,17,6,22,23,2,0,0
SN,CS,chikitsa,2609,0,22,28,22,9,0,0,16,6,22,23,2,0,0
SN,CS,chikitsa,2610,0,21,28,22,9,0,0,16,6,23,24,1,0,0
SN,CS,chikitsa,2611,0,21,28,22,9,0,0,16,6,23,24,1,0,0
SN,CS,chikitsa,2612,0,20,28,23,9,0,0,16,6,23,24,1,0,0
SN,CS,chikitsa,2613,0,21,29,22,9,0,0,16,6,22,24,1,0,0
SN,CS,chikitsa,2614,0,19,29,22,10,0,0,16,5,24,24,1,0,0
SN,CS,chikitsa,2615,0,19,29,24,11,0,0,14,5,23,24,1,0,0
SN,CS,chikitsa,2616,0,17,29,22,13,0,0,14,6,24,24,1,0,0
SN,CS,chikitsa,2617,0,16,29,23,13,0,0,13,7,24,24,1,0,0
SN,CS,chikitsa,2618,0,16,29,24,12,0,0,11,8,25,24,1,0,0
SN,CS,chikitsa,2619,0,17,29,25,12,0,0,9,7,26,24,1,0,0
SN,CS,chikitsa,2620,0,16,29,27,12,0,0,9,7,25,25,0,0,0
SN,CS,chikitsa,2621,0,16,29,27,13,0,0,9,6,25,25,0,0,0
SN,CS,chikitsa,2622,0,17,28,26,13,0,0,10,6,25,25,0,0,0
SN,CS,chikitsa,2623,0,17,28,25,13,0,0,10,7,25,25,0,0,0
SN,CS,chikitsa,2624,0,17,28,26,14,0,0,10,6,24,25,0,0,0
SN,CS,chikitsa,2625,0,16,29,28,14,0,0,9,6,23,24,1,0,0
SN,CS,chikitsa,2626,0,17,30,28,14,0,0,9,5,22,23,2,0,0
SN,CS,chikitsa,2627,0,17,30,28,15,0,0,8,6,21,23,2,0,0
SN,CS,chikitsa,2628,0,15,30,29,17,0,0,8,6,20,23,2,0,0
SN,CS,chikitsa,2629,0,14,30,29,18,0,0,8,7,19,23,2,0,0
SN,CS,chikitsa,2630,0,12,30,30,18,0,0,7,7,21,23,2,0,0
SN,CS,chikitsa,2631,0,11,30,30,17,0,0,8,7,22,23,2,0,0
SN,CS,chikitsa,2632,0,10,32,31,17,0,0,7,7,21,23,2,0,0
SN,CS,chikitsa,2633,0,11,32,30,17,0,0,7,7,21,23,2,0,0
SN,CS,chikitsa,2634,0,12,32,29,16,0,0,8,7,21,22,3,0,0
SN,CS,chikitsa,2635,0,14,32,27,16,0,0,8,7,21,22,3,0,0
SN,CS,chikitsa,2636,0,14,33,26,17,0,0,8,7,20,22,3,0,0
SN,CS,chikitsa,2637,0,14,33,26,17,0,0,8,7,20,22,3,0,0
SN,CS,chikitsa,2638,0,14,33,26,15,0,0,8,7,22,21,4,0,0
SN,CS,chikitsa,2639,0,15,33,27,15,0,0,8,7,20,21,4,0,0
SN,CS,chikitsa,2640,0,15,33,26,13,0,0,9,7,22,21,4,0,0
SN,CS,chikitsa,2641,0,16,33,26,11,0,0,10,6,23,21,4,0,0
SN,CS,chikitsa,2642,0,16,32,25,12,0,0,10,5,25,21,4,0,0
SN,CS,chikitsa,2643,0,17,32,26,12,0,0,11,4,23,21,4,0,0
SN,CS,chikitsa,2644,0,16,32,28,12,0,0,11,4,22,21,4,0,0
SN,CS,chikitsa,2645,0,17,32,26,14,0,0,10,4,22,21,4,0,0
SN,CS,chikitsa,2646,0,17,32,26,13,0,0,9,4,24,21,4,0,0
SN,CS,chikitsa,2647,0,15,33,26,14,0,0,9,4,24,21,4,0,0
SN,CS,chikitsa,2648,0,17,33,25,14,0,0,9,3,24,21,4,0,0
SN,CS,chikitsa,2649,0,17,33,25,13,0,0,9,4,24,21,4,0,0
SN,CS,chikitsa,2650,0,17,32,24,14,0,0,8,4,26,22,3,0,0
SN,CS,chikitsa,2651,0,16,31,23,16,0,0,8,5,26,23,2,0,0
SN,CS,chikitsa,2652,0,18,31,24,15,0,0,7,4,26,23,2,0,0
SN,CS,chikitsa,2653,0,18,31,25,14,0,0,6,4,27,23,2,0,0
SN,CS,chikitsa,2654,0,21,31,24,13,0,0,6,3,27,23,2,0,0
SN,CS,chikitsa,2655,0,21,31,23,15,0,0,6,4,25,23,2,0,0
SN,CS,chikitsa,2656,0,21,32,24,14,0,0,5,4,25,23,2,0,0
SN,CS,chikitsa,2657,0,24,30,23,15,0,0,5,3,25,23,2,0,0
SN,CS,chikitsa,2658,0,23,29,25,14,0,0,5,3,26,23,2,0,0
SN,CS,chikitsa,2659,0,21,29,26,15,0,0,4,3,27,24,1,0,0
SN,CS,chikitsa,2660,0,20,29,28,16,0,0,4,3,25,24,1,0,0
SN,CS,chikitsa,2661,0,20,28,28,17,0,0,4,4,24,23,2,0,0
SN,CS,chikitsa,2662,0,20,28,28,18,0,0,4,4,23,23,2,0,0
SN,CS,chikitsa,2663,0,19,27,30,19,0,0,4,4,22,24,1,0,0
SN,CS,chikitsa,2664,0,19,27,29,20,0,0,4,4,22,24,1,0,0
SN,CS,chikitsa,2665,0,19,27,30,20,0,0,3,4,22,24,1,0,0
SN,CS,chikitsa,2666,0,19,27,31,21,0,0,3,4,20,24,1,0,0
SN,CS,chikitsa,2667,0,19,27,32,20,0,0,3,5,19,24,1,0,0
SN,CS,chikitsa,2668,0,19,27,33,20,0,0,2,5,19,24,1,0,0
SN,CS,chikitsa,2669,0,19,27,32,22,0,0,2,5,18,24,1,0,0
SN,CS,chikitsa,2670,0,17,27,33,21,0,0,2,5,20,24,1,0,0
SN,CS,chikitsa,2671,0,16,27,33,21,0,0,3,5,20,24,1,0,0
SN,CS,chikitsa,2672,0,17,26,34,20,0,0,3,5,20,24,1,0,0
SN,CS,chikitsa,2673,0,16,26,35,21,0,0,3,6,18,24,1,0,0
SN,CS,chikitsa,2674,0,16,26,33,21,0,0,4,5,20,24,1,0,0
SN,CS,chikitsa,2675,0,18,27,32,21,0,0,4,5,18,24,1,0,0
SN,CS,chikitsa,2676,0,18,27,32,20,0,0,4,5,19,24,1,0,0
SN,CS,chikitsa,2677,0,16,27,32,22,0,0,4,5,19,24,1,0,0
SN,CS,chikitsa,2678,0,16,28,32,21,0,0,5,5,18,24,1,0,0
SN,CS,chikitsa,2679,0,14,28,33,21,0,0,5,5,19,24,1,0,0
SN,CS,chikitsa,2680,0,15,28,33,19,0,0,5,4,21,24,1,0,0
SN,CS,chikitsa,2681,0,17,27,32,19,0,0,5,4,21,23,2,0,0
SN,CS,chikitsa,2682,0,15,27,32,19,0,0,6,4,22,22,3,0,0
SN,CS,chikitsa,2683,0,16,27,30,19,0,0,7,5,21,22,3,0,0
SN,CS,chikitsa,2684,0,16,27,29,19,0,0,7,6,21,22,3,0,0
SN,CS,chikitsa,2685,0,15,27,28,18,0,0,8,6,23,22,3,0,0
SN,CS,chikitsa,2686,0,15,28,27,17,0,0,8,7,23,23,2,0,0
SN,CS,chikitsa,2687,0,15,28,26,16,0,0,9,7,24,23,2,0,0
SN,CS,chikitsa,2688,0,16,29,24,15,0,0,9,7,25,22,3,0,0
SN,CS,chikitsa,2689,0,15,29,24,13,0,0,9,7,28,22,3,0,0
SN,CS,chikitsa,2690,0,17,29,23,13,0,0,9,7,27,22,3,0,0
SN,CS,chikitsa,2691,0,16,30,23,13,0,0,8,7,28,22,3,0,0
SN,CS,chikitsa,2692,0,16,30,22,14,0,0,8,6,29,22,3,0,0
SN,CS,chikitsa,2693,0,15,31,20,14,0,0,8,7,30,21,4,0,0
SN,CS,chikitsa,2694,0,15,31,20,13,0,0,8,7,31,20,5,0,0
SN,CS,chikitsa,2695,0,15,31,21,13,0,0,9,7,29,19,6,0,0
SN,CS,chikitsa,2696,0,15,31,20,13,0,0,10,8,28,19,6,0,0
SN,CS,chikitsa,2697,0,14,31,20,14,0,0,10,8,28,19,6,0,0
SN,CS,chikitsa,2698,0,14,33,19,14,0,0,10,7,28,19,6,0,0
SN,CS,chikitsa,2699,0,13,33,20,15,0,0,10,7,27,19,6,0,0
SN,CS,chikitsa,2700,0,12,32,21,14,0,0,11,7,28,19,6,0,0
SN,CS,chikitsa,2701,0,12,32,22,13,0,0,11,6,29,19,6,0,0
SN,CS,chikitsa,2702,0,14,32,22,11,0,0,12,6,28,19,6,0,0
SN,CS,chikitsa,2703,0,15,32,20,11,0,0,11,6,30,19,6,0,0
SN,CS,chikitsa,2704,0,14,32,20,12,0,0,12,6,29,19,6,0,0
SN,CS,chikitsa,2705,0,13,32,20,14,0,0,12,7,27,19,6,0,0
SN,CS,chikitsa,2706,0,11,32,20,14,0,0,13,9,26,20,5,0,0
SN,CS,chikitsa,2707,0,11,32,21,14,0,0,12,10,25,21,4,0,0
SN,CS,chikitsa,2708,0,9,32,23,14,0,0,11,11,25,21,4,0,0
SN,CS,chikitsa,2709,0,10,33,22,13,0,0,11,10,25,21,4,1,0
SN,CS,chikitsa,2710,0,10,33,22,13,0,0,11,10,25,21,4,1,0
SN,CS,chikitsa,2711,0,11,32,22,12,0,0,12,9,26,21,4,1,0
SN,CS,chikitsa,2712,0,11,32,24,12,0,0,11,10,24,21,4,1,0
SN,CS,chikitsa,2713,0,11,31,25,12,0,0,11,10,24,22,3,1,0
SN,CS,chikitsa,2714,0,13,31,24,12,0,0,12,10,22,21,4,1,0
SN,CS,chikitsa,2715,0,11,31,24,13,0,0,12,11,22,20,5,1,0
SN,CS,chikitsa,2716,0,12,30,25,13,0,0,12,11,21,20,5,1,0
SN,CS,chikitsa,2717,0,13,30,24,12,0,0,13,11,21,20,5,1,0
SN,CS,chikitsa,2718,0,13,29,23,13,0,0,14,12,20,21,4,1,0
SN,CS,chikitsa,2719,0,15,30,21,12,0,0,14,12,20,22,3,1,0
SN,CS,chikitsa,2720,0,16,30,20,13,0,0,13,12,20,23,2,1,0
SN,CS,chikitsa,2721,0,17,31,21,14,0,0,11,11,19,23,2,1,0
SN,CS,chikitsa,2722,0,18,31,22,14,0,0,10,11,18,23,2,1,0
SN,CS,chikitsa,2723,0,17,31,24,13,0,0,10,11,18,23,2,1,0
SN,CS,chikitsa,2724,0,20,31,23,12,0,0,9,11,18,23,2,1,0
SN,CS,chikitsa,2725,0,20,31,23,12,0,0,8,11,19,23,2,1,0
SN,CS,chikitsa,2726,0,21,31,23,12,0,0,8,11,18,23,2,1,0
SN,CS,chikitsa,2727,0,19,32,24,12,0,0,7,11,19,23,2,1,0
SN,CS,chikitsa,2728,0,20,31,24,12,0,0,8,11,18,23,2,1,0
SN,CS,chikitsa,2729,0,20,31,24,13,0,0,7,12,17,23,2,1,0
SN,CS,chikitsa,2730,0,20,31,23,13,0,0,8,11,18,23,2,1,0
SN,CS,chikitsa,2731,0,21,31,22,14,0,0,8,9,19,23,2,1,0
SN,CS,chikitsa,2732,0,20,33,22,13,0,0,8,8,20,23,2,1,0
SN,CS,chikitsa,2733,0,20,34,21,13,0,0,8,7,21,23,2,1,0
SN,CS,chikitsa,2734,0,19,33,23,14,0,0,8,8,20,23,2,0,0
SN,CS,chikitsa,2735,0,19,33,22,14,0,0,8,9,20,23,2,0,0
SN,CS,chikitsa,2736,0,18,34,23,14,0,0,8,8,20,23,2,0,0
SN,CS,chikitsa,2737,0,18,35,22,13,0,0,9,8,20,23,2,0,0
SN,CS,chikitsa,2738,0,19,36,21,14,0,0,9,8,18,23,2,0,0
SN,CS,chikitsa,2739,0,17,36,22,14,0,0,8,8,20,24,1,0,0
SN,CS,chikitsa,2740,0,17,36,21,13,0,0,9,8,21,24,1,0,0
SN,CS,chikitsa,2741,0,16,36,20,13,0,0,10,8,22,24,1,0,0
SN,CS,chikitsa,2742,0,15,36,21,13,0,0,9,8,23,24,1,0,0
SN,CS,chikitsa,2743,0,15,36,23,13,0,0,8,6,24,24,1,0,0
SN,CS,chikitsa,2744,0,15,36,24,13,0,0,8,6,23,24,1,0,0
SN,CS,chikitsa,2745,0,15,36,23,11,0,0,9,6,25,24,1,0,0
SN,CS,chikitsa,2746,0,15,37,22,11,0,0,9,6,25,24,1,0,0
SN,CS,chikitsa,2747,0,14,37,21,10,0,0,9,6,28,24,1,0,0
SN,CS,chikitsa,2748,0,15,35,20,11,0,0,9,6,29,24,1,0,0
SN,CS,chikitsa,2749,0,14,37,20,11,0,0,9,6,28,24,1,0,0
SN,CS,chikitsa,2750,0,14,37,19,12,0,0,10,7,26,23,2,0,0
SN,CS,chikitsa,2751,0,13,37,18,13,0,0,10,7,27,23,2,0,0
SN,CS,chikitsa,2752,0,15,36,16,13,0,0,11,7,27,23,2,0,0
SN,CS,chikitsa,2753,0,14,36,16,13,0,0,10,7,29,23,2,0,0
SN,CS,chikitsa,2754,0,14,36,16,12,0,0,10,6,31,23,2,0,0
SN,CS,chikitsa,2755,0,14,36,17,11,0,0,9,6,32,22,3,0,0
SN,CS,chikitsa,2756,0,13,36,18,12,0,0,8,6,32,22,3,0,0
SN,CS,chikitsa,2757,0,13,35,18,12,0,0,8,6,33,22,3,0,0
SN,CS,chikitsa,2758,0,13,34,17,12,0,0,10,6,33,22,3,0,0
SN,CS,chikitsa,2759,0,13,36,15,11,0,0,10,5,35,22,3,0,0
SN,CS,chikitsa,2760,0,13,36,16,12,0,0,9,4,35,22,3,0,0
SN,CS,chikitsa,2761,0,14,35,17,12,0,0,8,5,34,22,3,0,0
SN,CS,chikitsa,2762,0,16,34,17,12,0,0,7,4,35,22,3,0,0
SN,CS,chikitsa,2763,0,14,33,18,12,0,0,7,4,37,22,3,0,0
SN,CS,chikitsa,2764,0,14,33,18,12,0,0,7,4,37,22,3,0,0
SN,CS,chikitsa,2765,0,14,33,19,12,0,0,7,4,36,23,2,0,0
SN,CS,chikitsa,2766,0,17,33,18,12,0,0,6,4,35,23,2,0,0
SN,CS,chikitsa,2767,0,18,33,19,12,0,0,6,4,33,23,2,0,0
SN,CS,chikitsa,2768,0,19,33,17,11,0,0,7,4,34,23,2,0,0
SN,CS,chikitsa,2769,0,17,32,17,12,0,0,7,4,36,23,2,0,0
SN,CS,chikitsa,2770,0,16,34,18,12,0,0,6,4,35,23,2,0,0
SN,CS,chikitsa,2771,0,15,33,18,12,0,0,6,5,36,23,2,0,0
SN,CS,chikitsa,2772,0,15,34,19,12,0,0,6,5,34,23,2,0,0
SN,CS,chikitsa,2773,0,15,34,19,11,0,0,7,5,34,23,2,0,0
SN,CS,chikitsa,2774,0,14,32,21,11,0,0,7,5,35,23,2,0,0
SN,CS,chikitsa,2775,0,15,32,22,10,0,0,6,4,36,24,1,0,0
SN,CS,chikitsa,2776,0,15,33,22,9,0,0,6,5,35,24,1,0,0
SN,CS,chikitsa,2777,0,16,33,23,9,0,0,5,5,34,23,2,0,0
SN,CS,chikitsa,2778,0,16,34,23,10,0,0,6,5,31,23,2,0,0
SN,CS,chikitsa,2779,0,16,35,22,9,0,0,6,5,32,23,2,0,0
SN,CS,chikitsa,2780,0,16,35,22,9,0,0,7,5,31,24,1,0,0
SN,CS,chikitsa,2781,0,16,35,23,7,0,0,7,6,31,23,2,0,0
SN,CS,chikitsa,2782,0,16,34,23,8,0,0,7,7,30,23,2,0,0
SN,CS,chikitsa,2783,0,16,34,23,9,0,0,6,7,30,23,2,0,0
SN,CS,chikitsa,2784,0,16,33,25,10,0,0,6,7,28,23,2,0,0
SN,CS,chikitsa,2785,0,16,33,25,9,0,0,7,7,28,22,3,0,0
SN,CS,chikitsa,2786,0,16,33,23,9,0,0,8,7,29,21,4,0,0
SN,CS,chikitsa,2787,0,15,33,22,10,0,0,9,7,29,21,4,0,0
SN,CS,chikitsa,2788,0,17,33,21,11,0,0,9,7,27,21,4,0,0
SN,CS,chikitsa,2789,0,18,33,21,11,0,0,10,7,25,21,4,0,0
SN,CS,chikitsa,2790,0,19,33,21,11,0,0,10,6,25,21,4,0,0
SN,CS,chikitsa,2791,0,16,33,22,12,0,0,10,7,25,20,5,0,0
SN,CS,chikitsa,2792,0,17,35,20,12,0,0,10,7,24,20,5,0,0
SN,CS,chikitsa,2793,0,17,35,22,12,0,0,9,7,23,20,5,0,0
SN,CS,chikitsa,2794,0,18,35,22,11,0,0,9,7,23,19,6,0,0
SN,CS,chikitsa,2795,0,18,33,21,11,0,0,10,7,25,19,6,0,0
SN,CS,chikitsa,2796,0,20,32,21,10,0,0,11,6,25,19,6,0,0
SN,CS,chikitsa,2797,0,21,31,19,10,0,0,12,6,26,19,6,0,0
SN,CS,chikitsa,2798,0,20,31,18,12,0,0,12,6,26,19,6,0,0
SN,CS,chikitsa,2799,0,19,31,17,12,0,0,13,7,26,19,6,0,0
SN,CS,chikitsa,2800,0,18,32,16,14,0,0,13,7,25,19,6,0,0
SN,CS,chikitsa,2801,0,18,32,16,14,0,0,15,6,24,19,6,0,0
SN,CS,chikitsa,2802,0,16,32,16,15,0,0,15,6,25,20,5,0,0
SN,CS,chikitsa,2803,0,16,32,17,14,0,0,14,6,26,20,5,0,0
SN,CS,chikitsa,2804,0,16,32,19,14,0,0,15,6,23,20,5,0,0
SN,CS,chikitsa,2805,0,16,32,20,14,0,0,15,6,22,20,5,0,0
SN,CS,chikitsa,2806,0,16,32,21,14,0,0,15,5,22,20,5,0,0
SN,CS,chikitsa,2807,0,16,33,20,13,0,0,15,4,24,20,5,0,0
SN,CS,chikitsa,2808,0,16,34,21,12,0,0,14,3,25,20,5,0,0
SN,CS,chikitsa,2809,0,18,33,21,11,0,0,14,3,25,19,6,0,0
SN,CS,chikitsa,2810,0,19,33,20,11,0,0,14,4,24,20,5,0,0
SN,CS,chikitsa,2811,0,20,33,21,11,0,0,13,4,23,20,5,0,0
SN,CS,chikitsa,2812,0,22,33,22,10,0,0,12,4,22,20,5,0,0
SN,CS,chikitsa,2813,0,21,34,23,8,0,0,13,4,22,20,5,0,0
SN,CS,chikitsa,2814,0,21,35,22,10,0,0,12,4,21,20,5,0,0
SN,CS,chikitsa,2815,0,21,35,22,10,0,0,11,4,22,20,5,0,0
SN,CS,chikitsa,2816,0,21,35,23,8,0,0,11,3,24,21,4,0,0
SN,CS,chikitsa,2817,0,20,34,23,8,0,0,11,4,25,20,5,0,0
SN,CS,chikitsa,2818,0,20,34,21,9,0,0,11,5,25,20,5,0,0
SN,CS,chikitsa,2819,0,20,34,21,9,0,0,11,6,24,21,4,0,0
SN,CS,chikitsa,2820,0,20,34,21,9,0,0,11,6,24,21,4,0,0
SN,CS,chikitsa,2821,0,19,35,21,9,0,0,10,6,25,21,4,0,0
SN,CS,chikitsa,2822,0,19,35,22,9,0,0,10,6,24,21,4,0,0
SN,CS,chikitsa,2823,0,19,35,23,8,0,0,10,6,24,21,4,0,0
SN,CS,chikitsa,2824,0,19,36,24,8,0,0,9,5,24,21,4,0,0
SN,CS,chikitsa,2825,0,20,35,24,6,0,0,10,5,25,21,4,0,0
SN,CS,chikitsa,2826,0,20,34,25,7,0,0,8,5,26,21,4,0,0
SN,CS,chikitsa,2827,0,20,35,24,6,0,0,9,5,26,21,4,0,0
SN,CS,chikitsa,2828,0,20,34,23,6,0,0,10,5,27,21,4,0,0
SN,CS,chikitsa,2829,0,20,33,23,6,0,0,9,5,29,21,4,0,0
SN,CS,chikitsa,2830,0,20,34,23,5,0,0,8,5,30,21,4,0,0
SN,CS,chikitsa,2831,0,21,34,21,6,0,0,8,5,30,22,3,0,0
SN,CS,chikitsa,2832,0,21,33,21,8,0,0,8,6,28,22,3,0,0
SN,CS,chikitsa,2833,0,21,33,22,9,0,0,8,6,26,21,4,0,0
SN,CS,chikitsa,2834,0,19,34,20,10,0,0,8,7,27,22,3,0,0
SN,CS,chikitsa,2835,0,18,35,21,10,0,0,7,6,28,22,3,0,0
SN,CS,chikitsa,2836,0,17,35,22,11,0,0,7,5,28,23,2,0,0
SN,CS,chikitsa,2837,0,14,35,23,12,0,0,7,6,28,23,2,0,0
SN,CS,chikitsa,2838,0,14,35,23,12,0,0,6,6,29,23,2,0,0
SN,CS,chikitsa,2839,0,14,34,25,10,0,0,6,6,30,23,2,0,0
SN,CS,chikitsa,2840,0,14,34,26,11,0,0,6,6,28,23,2,0,0
SN,CS,chikitsa,2841,0,14,35,25,12,0,0,6,7,26,23,2,0,0
SN,CS,chikitsa,2842,0,13,34,26,12,0,0,7,6,27,24,1,0,0
SN,CS,chikitsa,2843,0,12,35,27,11,0,0,7,5,28,24,1,0,0
SN,CS,chikitsa,2844,0,11,35,27,12,0,0,7,5,28,24,1,0,0
SN,CS,chikitsa,2845,0,12,35,28,12,0,0,7,5,26,23,2,0,0
SN,CS,chikitsa,2846,0,11,34,30,14,0,0,7,5,24,23,2,0,0
SN,CS,chikitsa,2847,0,10,34,30,15,0,0,7,5,24,23,2,0,0
SN,CS,chikitsa,2848,0,11,34,31,14,0,0,6,5,24,23,2,0,0
SN,CS,chikitsa,2849,0,11,34,31,14,0,0,6,5,24,22,3,0,0
SN,CS,chikitsa,2850,0,9,34,33,14,0,0,5,6,24,22,3,0,0
SN,CS,chikitsa,2851,0,10,34,32,13,0,0,5,6,25,22,3,0,0
SN,CS,chikitsa,2852,0,11,33,33,13,0,0,4,6,25,22,3,0,0
SN,CS,chikitsa,2853,0,11,33,33,13,0,0,4,6,25,22,3,0,0
SN,CS,chikitsa,2854,0,13,32,33,14,0,0,4,7,24,21,3,1,0
