Text_Type,Book,Chapter,Window,LG,GGL,LGL,GLG,LGG,GL,GG,LLG,GLL,GGG,G,L,LLL,LL
SN,CS,chikitsa,5730,0,13,27,24,12,0,0,15,4,30,24,1,0,0
SN,CS,chikitsa,5731,0,13,28,23,11,0,0,15,4,31,25,0,0,0
SN,CS,chikitsa,5732,0,13,28,22,10,0,0,16,4,32,25,0,0,0
SN,CS,chikitsa,5733,0,13,27,21,10,0,0,16,4,34,25,0,0,0
SN,CS,chikitsa,5734,0,13,28,21,11,0,0,15,4,33,25,0,0,0
SN,CS,chikitsa,5735,0,13,28,20,11,0,0,16,3,34,25,0,0,0
SN,CS,chikitsa,5736,0,14,27,19,11,0,0,16,2,36,25,0,0,0
SN,CS,chikitsa,5737,0,14,27,18,11,0,0,16,2,37,25,0,0,0
SN,CS,chikitsa,5738,0,13,27,17,10,0,0,17,2,39,25,0,0,0
SN,CS,chikitsa,5739,0,11,27,19,10,0,0,16,2,40,25,0,0,0
SN,CS,chikitsa,5740,0,12,29,19,9,0,0,15,2,39,25,0,0,0
SN,CS,chikitsa,5741,0,13,29,19,8,0,0,15,2,39,25,0,0,0
SN,CS,chikitsa,5742,0,13,29,18,9,0,0,15,2,39,25,0,0,0
SN,CS,chikitsa,5743,1,12,28,18,9,0,0,15,2,38,24,0,0,0
SN,CS,chikitsa,5744,1,11,29,20,9,0,0,14,2,37,24,0,0,0
SN,CS,chikitsa,5745,1,11,29,21,9,0,0,13,2,37,24,0,0,0
SN,CS,chikitsa,5746,1,12,29,23,10,0,0,11,2,35,24,0,0,0
SN,CS,chikitsa,5747,1,13,29,24,10,0,0,10,2,34,23,1,0,0
SN,CS,chikitsa,5748,1,15,29,24,10,0,0,10,1,33,23,1,0,0
SN,CS,chikitsa,5749,1,15,29,25,9,0,0,10,1,33,23,1,0,0
SN,CS,chikitsa,5750,2,14,28,25,9,0,0,10,1,32,22,1,0,0
SN,CS,chikitsa,5751,2,14,28,25,8,0,0,10,1,33,22,1,0,0
SN,CS,chikitsa,5752,2,15,28,24,6,0,0,10,1,35,22,1,0,0
SN,CS,chikitsa,5753,2,14,28,23,6,0,0,10,1,37,22,1,0,0
SN,CS,chikitsa,5754,2,15,29,25,6,0,0,9,1,34,22,1,0,0
SN,CS,chikitsa,5755,2,16,29,26,6,0,0,8,1,33,22,1,0,0
SN,CS,chikitsa,5756,2,15,28,27,6,0,0,9,2,32,22,1,0,0
SN,CS,chikitsa,5757,2,16,28,28,7,0,0,8,2,30,22,1,0,0
SN,CS,chikitsa,5758,2,16,28,30,7,0,0,8,3,27,22,1,0,0
SN,CS,chikitsa,5759,3,16,26,30,8,0,0,7,2,27,21,1,0,0
SN,CS,chikitsa,5760,3,17,26,30,9,0,0,6,2,26,21,1,0,0
SN,CS,chikitsa,5761,3,17,26,30,9,0,0,7,3,24,21,1,0,0
SN,CS,chikitsa,5762,3,16,26,32,11,0,0,7,3,21,20,2,0,0
SN,CS,chikitsa,5763,3,16,27,33,12,0,0,6,3,19,20,2,0,0
SN,CS,chikitsa,5764,3,16,27,31,13,0,0,7,3,19,20,2,0,0
SN,CS,chikitsa,5765,3,14,26,32,13,0,0,7,4,20,20,2,0,0
SN,CS,chikitsa,5766,3,14,26,32,13,0,0,7,4,20,20,2,0,0
SN,CS,chikitsa,5767,3,14,26,32,12,0,0,7,4,21,20,2,0,0
SN,CS,chikitsa,5768,2,14,26,33,11,0,0,7,4,21,20,2,0,0
SN,CS,chikitsa,5769,2,14,25,31,13,0,0,7,4,22,20,2,0,0
SN,CS,chikitsa,5770,2,16,25,30,13,0,0,7,4,21,20,2,0,0
SN,CS,chikitsa,5771,2,15,25,28,13,0,0,9,4,22,19,3,0,0
SN,CS,chikitsa,5772,2,14,25,29,13,0,0,9,5,21,19,3,0,0
SN,CS,chikitsa,5773,2,12,25,29,13,0,0,10,5,22,19,3,0,0
SN,CS,chikitsa,5774,2,12,26,28,13,0,0,11,5,21,19,3,0,0
SN,CS,chikitsa,5775,1,11,28,29,14,0,0,10,5,22,20,3,0,0
SN,CS,chikitsa,5776,1,10,28,29,14,0,0,10,5,23,20,3,0,0
SN,CS,chikitsa,5777,1,10,28,29,14,0,0,10,5,23,20,3,0,0
SN,CS,chikitsa,5778,1,10,29,29,14,0,0,10,5,22,20,3,0,0
SN,CS,chikitsa,5779,1,10,28,28,15,0,0,10,5,23,20,3,0,0
SN,CS,chikitsa,5780,1,8,28,29,15,0,0,11,5,23,20,3,0,0
SN,CS,chikitsa,5781,1,9,28,30,15,0,0,10,4,23,20,3,0,0
SN,CS,chikitsa,5782,1,8,29,28,15,0,0,11,4,24,20,3,0,0
SN,CS,chikitsa,5783,1,8,29,25,15,0,0,12,3,27,20,3,0,0
SN,CS,chikitsa,5784,0,10,30,25,13,0,0,13,3,28,21,3,0,0
SN,CS,chikitsa,5785,0,9,30,25,12,0,0,13,5,28,21,3,0,0
SN,CS,chikitsa,5786,0,8,31,26,12,0,0,12,4,29,21,3,0,0
SN,CS,chikitsa,5787,0,8,32,25,11,0,0,12,4,30,22,2,0,0
SN,CS,chikitsa,5788,0,8,32,26,10,0,0,12,4,30,22,2,0,0
SN,CS,chikitsa,5789,0,8,32,26,9,0,1,12,4,28,21,2,0,0
SN,CS,chikitsa,5790,0,8,31,26,10,0,1,13,3,28,21,2,0,0
SN,CS,chikitsa,5791,0,7,31,27,11,0,1,13,3,27,21,2,0,0
SN,CS,chikitsa,5792,0,8,31,25,12,0,1,14,3,26,21,2,0,0
SN,CS,chikitsa,5793,0,9,33,25,12,0,1,13,3,27,22,2,0,0
SN,CS,chikitsa,5794,0,9,33,25,11,0,1,13,3,28,22,2,0,0
SN,CS,chikitsa,5795,0,8,35,24,11,0,1,14,3,27,22,2,0,0
SN,CS,chikitsa,5796,0,9,35,25,11,0,1,12,3,27,23,1,0,0
SN,CS,chikitsa,5797,0,9,35,24,11,0,1,12,3,28,24,0,0,0
SN,CS,chikitsa,5798,0,10,35,25,10,0,1,12,3,27,24,0,0,0
SN,CS,chikitsa,5799,0,10,34,26,10,0,1,11,4,27,24,0,0,0
SN,CS,chikitsa,5800,0,13,33,25,10,0,1,11,4,26,24,0,0,0
SN,CS,chikitsa,5801,0,14,34,24,10,0,1,11,5,24,24,0,0,0
SN,CS,chikitsa,5802,1,13,33,24,10,0,1,12,5,22,23,0,0,0
SN,CS,chikitsa,5803,1,13,32,26,10,0,1,11,5,22,23,0,0,0
SN,CS,chikitsa,5804,1,13,32,28,9,0,1,11,5,21,23,0,0,0
SN,CS,chikitsa,5805,1,14,34,26,9,0,1,11,5,20,23,0,0,0
SN,CS,chikitsa,5806,1,14,34,25,10,0,1,12,5,19,23,0,0,0
SN,CS,chikitsa,5807,1,15,33,26,9,0,1,12,5,19,22,1,0,0
SN,CS,chikitsa,5808,1,17,33,26,10,0,1,11,5,17,22,1,0,0
SN,CS,chikitsa,5809,1,16,34,27,11,0,1,10,5,16,22,1,0,0
SN,CS,chikitsa,5810,1,16,35,27,11,0,1,10,3,17,22,1,0,0
SN,CS,chikitsa,5811,1,17,34,27,12,0,1,10,3,16,22,1,0,0
SN,CS,chikitsa,5812,1,18,33,27,11,0,1,11,3,16,22,1,0,0
SN,CS,chikitsa,5813,1,19,32,25,11,0,1,11,4,17,22,1,0,0
SN,CS,chikitsa,5814,1,21,32,25,11,0,0,11,4,18,23,1,0,0
SN,CS,chikitsa,5815,1,21,33,24,10,0,0,11,5,18,23,1,0,0
SN,CS,chikitsa,5816,1,23,33,22,9,0,0,11,5,19,23,1,0,0
SN,CS,chikitsa,5817,1,22,34,25,8,0,0,10,5,18,23,1,0,0
SN,CS,chikitsa,5818,1,22,33,25,8,0,0,10,5,19,22,2,0,0
SN,CS,chikitsa,5819,1,24,34,24,8,0,0,10,5,17,22,2,0,0
SN,CS,chikitsa,5820,1,23,32,25,8,0,0,10,6,18,22,2,0,0
SN,CS,chikitsa,5821,1,22,32,25,8,0,0,10,6,19,22,2,0,0
SN,CS,chikitsa,5822,1,23,32,24,9,0,0,11,6,17,22,2,0,0
SN,CS,chikitsa,5823,1,23,33,22,10,0,0,10,7,17,22,2,0,0
SN,CS,chikitsa,5824,1,23,34,21,10,0,0,11,6,17,22,2,0,0
SN,CS,chikitsa,5825,1,20,34,23,10,0,0,11,6,18,22,2,0,0
SN,CS,chikitsa,5826,1,19,34,24,11,0,0,10,5,19,21,3,0,0
SN,CS,chikitsa,5827,0,19,36,24,12,0,0,9,5,20,22,3,0,0
SN,CS,chikitsa,5828,0,20,36,24,11,0,0,9,5,20,22,3,0,0
SN,CS,chikitsa,5829,0,19,36,22,12,0,0,9,6,21,22,3,0,0
SN,CS,chikitsa,5830,0,18,34,23,13,0,0,8,6,23,22,3,0,0
SN,CS,chikitsa,5831,0,17,35,24,13,0,0,7,6,23,22,3,0,0
SN,CS,chikitsa,5832,0,17,35,24,13,0,0,6,7,23,23,2,0,0
SN,CS,chikitsa,5833,0,16,35,24,12,0,0,7,8,23,23,2,0,0
SN,CS,chikitsa,5834,0,15,34,24,13,0,0,7,8,24,23,2,0,0
SN,CS,chikitsa,5835,0,15,34,23,13,0,0,9,8,23,23,2,0,0
SN,CS,chikitsa,5836,0,16,34,21,12,0,0,10,8,24,23,2,0,0
SN,CS,chikitsa,5837,0,15,34,21,13,0,0,10,8,24,23,2,0,0
SN,CS,chikitsa,5838,0,15,34,22,14,0,0,10,7,23,23,2,0,0
SN,CS,chikitsa,5839,0,13,35,24,14,0,0,9,7,23,23,2,0,0
SN,CS,chikitsa,5840,0,13,34,25,14,0,0,8,7,24,23,2,0,0
SN,CS,chikitsa,5841,0,13,35,24,14,0,0,8,7,24,22,3,0,0
SN,CS,chikitsa,5842,0,13,34,23,14,0,0,8,8,25,21,4,0,0
SN,CS,chikitsa,5843,0,12,34,22,15,0,0,9,8,23,21,3,0,0
SN,CS,chikitsa,5844,0,11,33,23,15,0,0,10,8,23,21,3,0,0
SN,CS,chikitsa,5845,0,11,35,22,15,0,0,10,8,22,21,3,0,0
SN,CS,chikitsa,5846,0,14,35,21,14,0,0,11,8,20,21,3,0,0
SN,CS,chikitsa,5847,0,14,35,22,14,0,0,11,7,20,21,3,0,0
SN,CS,chikitsa,5848,0,15,35,22,13,0,0,12,6,20,21,3,0,0
SN,CS,chikitsa,5849,0,17,34,21,13,0,0,12,6,20,21,3,0,0
SN,CS,chikitsa,5850,0,17,34,20,14,0,0,12,7,19,21,3,0,0
SN,CS,chikitsa,5851,0,17,33,20,14,0,0,12,7,20,22,2,0,0
SN,CS,chikitsa,5852,0,19,32,19,13,0,0,12,7,21,22,2,0,0
SN,CS,chikitsa,5853,0,18,32,19,13,0,0,12,7,22,22,2,0,0
SN,CS,chikitsa,5854,0,19,32,18,12,0,0,13,6,23,22,2,0,0
SN,CS,chikitsa,5855,0,21,32,19,11,0,0,13,6,21,22,2,0,0
SN,CS,chikitsa,5856,0,22,31,18,10,0,0,13,6,23,22,2,0,0
SN,CS,chikitsa,5857,0,21,31,17,11,0,0,14,5,24,22,2,0,0
SN,CS,chikitsa,5858,0,21,31,19,12,0,0,13,4,23,22,2,0,0
SN,CS,chikitsa,5859,0,22,33,18,10,0,0,13,5,22,22,2,0,0
SN,CS,chikitsa,5860,0,22,32,18,11,0,0,12,5,23,22,2,0,0
SN,CS,chikitsa,5861,0,20,33,19,11,0,0,12,5,23,22,2,0,0
SN,CS,chikitsa,5862,0,20,33,19,12,0,0,11,5,23,22,2,0,0
SN,CS,chikitsa,5863,0,19,33,18,11,0,0,12,6,24,22,2,0,0
SN,CS,chikitsa,5864,0,20,32,18,11,0,0,12,6,24,22,2,0,0
SN,CS,chikitsa,5865,0,20,32,19,11,0,0,12,5,24,22,2,0,0
SN,CS,chikitsa,5866,0,18,31,19,11,0,0,13,5,26,23,1,0,0
SN,CS,chikitsa,5867,0,18,31,18,11,0,0,13,4,28,24,0,0,0
SN,CS,chikitsa,5868,0,19,31,18,11,0,0,13,4,29,25,0,0,0
SN,CS,chikitsa,5869,0,18,32,17,11,0,0,13,4,30,25,0,0,0
SN,CS,chikitsa,5870,0,18,30,17,12,0,0,13,5,30,25,0,0,0
SN,CS,chikitsa,5871,0,16,30,18,13,0,0,12,5,31,25,0,0,0
SN,CS,chikitsa,5872,0,15,31,18,13,0,0,12,5,31,25,0,0,0
SN,CS,chikitsa,5873,0,13,31,19,14,0,0,11,6,31,25,0,0,0
SN,CS,chikitsa,5874,0,11,31,21,14,0,0,10,6,32,25,0,0,0
SN,CS,chikitsa,5875,0,12,31,20,13,0,0,11,6,32,25,0,0,0
SN,CS,chikitsa,5876,0,12,31,19,12,0,0,12,7,32,25,0,0,0
SN,CS,chikitsa,5877,0,11,31,21,12,0,0,12,7,31,25,0,0,0
SN,CS,chikitsa,5878,0,11,32,21,13,0,0,12,7,29,25,0,0,0
SN,CS,chikitsa,5879,0,11,32,21,14,0,0,12,8,27,25,0,0,0
SN,CS,chikitsa,5880,0,10,34,19,14,0,0,12,8,28,25,0,0,0
SN,CS,chikitsa,5881,0,9,34,19,15,0,0,13,8,27,25,0,0,0
SN,CS,chikitsa,5882,0,10,35,20,14,0,0,12,8,26,25,0,0,0
SN,CS,chikitsa,5883,0,10,35,19,13,0,0,12,8,28,25,0,0,0
SN,CS,chikitsa,5884,0,10,34,20,13,0,0,12,8,28,25,0,0,0
SN,CS,chikitsa,5885,0,11,34,21,13,0,0,11,8,27,25,0,0,0
SN,CS,chikitsa,5886,0,12,33,22,13,0,0,10,8,27,24,1,0,0
SN,CS,chikitsa,5887,0,13,33,22,12,0,0,10,8,27,24,1,0,0
SN,CS,chikitsa,5888,0,13,33,24,13,0,0,9,7,26,24,1,0,0
SN,CS,chikitsa,5889,0,12,33,24,13,0,0,9,7,27,23,2,0,0
SN,CS,chikitsa,5890,0,12,33,24,14,0,0,9,7,26,23,2,0,0
SN,CS,chikitsa,5891,0,13,33,25,14,0,0,8,8,24,23,2,0,0
SN,CS,chikitsa,5892,0,13,34,26,14,0,0,8,9,21,23,2,0,0
SN,CS,chikitsa,5893,0,12,35,27,13,0,0,7,9,22,23,2,0,0
SN,CS,chikitsa,5894,0,12,34,27,13,0,0,7,9,21,22,2,0,0
SN,CS,chikitsa,5895,0,12,35,27,12,0,0,8,7,22,22,2,0,0
SN,CS,chikitsa,5896,0,12,35,26,13,0,0,8,7,22,22,2,0,0
SN,CS,chikitsa,5897,0,12,34,27,13,0,0,7,7,23,21,3,0,0
SN,CS,chikitsa,5898,0,13,33,27,13,0,0,7,7,23,21,3,0,0
SN,CS,chikitsa,5899,0,14,34,26,13,0,0,8,7,21,21,3,0,0
SN,CS,chikitsa,5900,0,14,34,27,12,0,0,7,6,23,21,3,0,0
SN,CS,chikitsa,5901,0,15,34,29,12,0,0,6,5,22,21,3,0,0
SN,CS,chikitsa,5902,0,14,35,27,12,0,0,7,5,23,20,4,0,0
SN,CS,chikitsa,5903,0,14,34,27,11,0,0,7,5,25,20,4,0,0
SN,CS,chikitsa,5904,0,15,34,27,10,0,0,7,4,26,20,4,0,0
SN,CS,chikitsa,5905,0,15,32,27,10,0,0,9,4,26,20,4,0,0
SN,CS,chikitsa,5906,0,15,32,28,10,0,0,8,4,26,19,5,0,0
SN,CS,chikitsa,5907,0,15,31,28,10,0,0,8,4,27,19,5,0,0
SN,CS,chikitsa,5908,0,14,31,29,11,0,0,8,4,26,19,5,0,0
SN,CS,chikitsa,5909,0,14,30,29,11,0,0,9,3,27,18,6,0,0
SN,CS,chikitsa,5910,0,13,31,30,10,0,0,9,4,26,18,6,0,0
SN,CS,chikitsa,5911,0,13,31,30,10,0,0,9,4,26,19,5,0,0
SN,CS,chikitsa,5912,0,13,31,30,10,0,0,9,5,25,19,5,0,0
SN,CS,chikitsa,5913,0,13,31,31,10,0,0,9,5,24,19,5,0,0
SN,CS,chikitsa,5914,0,14,31,29,11,0,0,10,5,23,19,5,0,0
SN,CS,chikitsa,5915,0,14,31,28,11,0,0,11,5,23,19,5,0,0
SN,CS,chikitsa,5916,0,13,31,29,11,0,0,11,4,24,19,5,0,0
SN,CS,chikitsa,5917,0,13,30,27,11,0,0,13,3,26,19,5,0,0
SN,CS,chikitsa,5918,0,13,29,28,12,0,0,13,3,25,19,5,0,0
SN,CS,chikitsa,5919,0,13,29,28,12,0,0,13,3,27,20,5,0,0
SN,CS,chikitsa,5920,0,13,28,29,13,0,0,12,3,27,20,5,0,0
SN,CS,chikitsa,5921,0,13,28,30,13,0,0,12,3,26,20,5,0,0
SN,CS,chikitsa,5922,0,14,29,28,12,0,0,14,3,25,21,4,0,0
SN,CS,chikitsa,5923,0,14,29,28,12,0,0,14,2,26,21,4,0,0
SN,CS,chikitsa,5924,0,13,29,29,12,0,0,13,3,26,21,4,0,0
SN,CS,chikitsa,5925,0,14,29,29,12,0,0,14,3,24,21,4,0,0
SN,CS,chikitsa,5926,0,13,29,28,13,0,0,15,4,23,21,4,0,0
SN,CS,chikitsa,5927,0,15,28,28,13,0,0,14,4,23,22,3,0,0
SN,CS,chikitsa,5928,0,15,28,28,14,0,0,14,5,21,21,4,0,0
SN,CS,chikitsa,5929,0,13,27,28,15,0,0,14,5,20,20,4,1,0
SN,CS,chikitsa,5930,0,12,28,28,16,0,0,13,5,20,20,4,1,0
SN,CS,chikitsa,5931,0,12,28,27,16,0,0,13,7,19,21,3,1,0
SN,CS,chikitsa,5932,0,12,28,27,17,0,0,14,7,17,21,3,1,0
SN,CS,chikitsa,5933,0,14,28,25,16,0,0,15,7,17,21,3,1,0
SN,CS,chikitsa,5934,0,14,28,25,16,0,0,14,8,17,22,2,1,0
SN,CS,chikitsa,5935,0,15,27,23,16,0,0,15,7,19,22,2,1,0
SN,CS,chikitsa,5936,0,14,27,23,16,0,0,15,7,20,22,2,1,0
SN,CS,chikitsa,5937,0,15,27,24,15,0,0,15,6,20,22,2,1,0
SN,CS,chikitsa,5938,1,15,26,21,15,0,0,16,6,20,21,2,1,0
SN,CS,chikitsa,5939,1,14,28,21,14,0,0,16,6,20,22,1,1,0
SN,CS,chikitsa,5940,1,14,28,21,13,0,0,16,6,21,22,1,1,0
SN,CS,chikitsa,5941,2,15,27,19,13,0,0,16,6,19,21,1,2,0
SN,CS,chikitsa,5942,2,15,27,21,13,0,0,14,6,19,21,1,2,0
SN,CS,chikitsa,5943,2,18,27,20,12,0,0,14,6,18,21,1,2,0
SN,CS,chikitsa,5944,2,18,27,20,11,0,0,15,6,18,21,1,2,0
SN,CS,chikitsa,5945,2,18,27,21,10,0,0,14,7,18,21,1,2,0
SN,CS,chikitsa,5946,2,18,27,22,8,0,0,14,8,18,21,1,2,0
SN,CS,chikitsa,5947,2,18,26,23,9,0,0,12,9,18,21,1,2,0
SN,CS,chikitsa,5948,2,19,26,23,8,0,0,12,9,18,21,1,2,0
SN,CS,chikitsa,5949,2,21,26,21,8,0,0,12,8,19,21,1,2,0
SN,CS,chikitsa,5950,2,19,25,20,8,0,0,13,8,19,21,1,3,0
SN,CS,chikitsa,5951,2,20,26,20,7,0,0,13,7,19,21,1,3,0
SN,CS,chikitsa,5952,2,18,27,21,7,0,0,14,8,17,21,1,3,0
SN,CS,chikitsa,5953,2,18,28,20,6,0,0,15,7,18,22,0,3,0
SN,CS,chikitsa,5954,2,18,30,22,5,0,0,14,7,19,23,0,2,0
SN,CS,chikitsa,5955,2,18,30,23,4,0,0,14,7,19,23,0,2,0
SN,CS,chikitsa,5956,2,19,30,23,3,0,0,15,5,20,23,0,2,0
SN,CS,chikitsa,5957,2,19,30,24,3,0,0,14,5,20,23,0,2,0
SN,CS,chikitsa,5958,2,17,30,26,3,0,0,13,6,20,22,1,2,0
SN,CS,chikitsa,5959,2,16,30,26,3,0,0,14,5,21,22,1,2,0
SN,CS,chikitsa,5960,2,16,30,28,3,0,0,13,5,20,22,1,2,0
SN,CS,chikitsa,5961,2,16,30,28,4,0,0,13,5,19,22,1,2,0
SN,CS,chikitsa,5962,2,14,30,26,5,0,0,14,5,21,22,1,2,0
SN,CS,chikitsa,5963,1,14,31,26,5,0,0,14,5,23,23,1,2,0
SN,CS,chikitsa,5964,1,14,30,27,6,0,0,13,5,23,23,1,2,0
SN,CS,chikitsa,5965,1,15,30,26,6,0,0,12,5,24,23,1,2,0
SN,CS,chikitsa,5966,0,15,31,27,7,0,0,12,5,25,24,1,1,0
SN,CS,chikitsa,5967,0,15,31,26,8,0,0,12,5,25,24,1,1,0
SN,CS,chikitsa,5968,0,12,31,26,8,0,0,12,5,28,24,1,1,0
SN,CS,chikitsa,5969,0,12,31,26,9,0,0,10,6,28,24,1,1,0
SN,CS,chikitsa,5970,0,12,31,25,10,0,0,10,5,29,24,1,1,0
SN,CS,chikitsa,5971,0,12,31,23,11,0,0,11,5,29,24,1,1,0
SN,CS,chikitsa,5972,0,11,31,24,10,0,0,11,5,30,24,1,1,0
SN,CS,chikitsa,5973,0,9,31,23,10,0,0,12,6,31,24,1,1,0
SN,CS,chikitsa,5974,0,7,31,26,10,0,0,12,6,30,24,1,1,0
SN,CS,chikitsa,5975,0,7,33,28,10,0,0,10,6,31,24,1,0,0
SN,CS,chikitsa,5976,0,6,33,29,10,0,0,9,7,31,24,1,0,0
SN,CS,chikitsa,5977,0,7,33,29,10,0,0,8,6,32,24,1,0,0
SN,CS,chikitsa,5978,0,7,33,29,11,0,0,7,6,32,24,1,0,0
SN,CS,chikitsa,5979,0,9,32,29,11,0,0,7,6,31,24,1,0,0
SN,CS,chikitsa,5980,0,10,31,29,11,0,0,6,6,32,23,2,0,0
SN,CS,chikitsa,5981,0,9,31,28,11,0,0,7,6,31,23,2,0,0
SN,CS,chikitsa,5982,0,10,32,26,11,0,0,7,6,31,23,2,0,0
SN,CS,chikitsa,5983,0,10,33,24,12,0,0,7,6,31,24,1,0,0
SN,CS,chikitsa,5984,0,10,33,23,12,0,0,7,6,32,24,1,0,0
SN,CS,chikitsa,5985,0,10,33,22,13,0,0,8,6,31,24,1,0,0
SN,CS,chikitsa,5986,0,11,33,20,13,0,0,8,7,31,24,1,0,0
SN,CS,chikitsa,5987,0,12,33,21,12,0,0,8,8,29,23,2,0,0
SN,CS,chikitsa,5988,0,12,33,22,12,0,0,7,8,29,23,2,0,0
SN,CS,chikitsa,5989,0,12,32,21,14,0,0,7,9,28,23,2,0,0
SN,CS,chikitsa,5990,0,13,32,22,14,0,0,7,9,26,22,3,0,0
SN,CS,chikitsa,5991,0,13,32,21,15,0,0,8,9,25,22,3,0,0
SN,CS,chikitsa,5992,0,13,32,21,16,0,0,8,9,24,22,3,0,0
SN,CS,chikitsa,5993,0,13,33,22,16,0,0,8,9,22,22,3,0,0
SN,CS,chikitsa,5994,0,14,33,23,15,0,0,8,8,22,22,3,0,0
SN,CS,chikitsa,5995,0,14,34,22,14,0,0,9,9,21,22,3,0,0
SN,CS,chikitsa,5996,0,13,34,24,14,0,0,9,8,21,22,3,0,0
SN,CS,chikitsa,5997,0,15,34,22,14,0,0,11,7,20,22,3,0,0
SN,CS,chikitsa,5998,0,16,34,23,14,0,0,10,6,20,22,3,0,0
SN,CS,chikitsa,5999,0,16,33,21,15,0,0,10,6,22,22,3,0,0
SN,CS,chikitsa,6000,0,17,34,19,16,0,0,10,6,21,22,3,0,0
SN,CS,chikitsa,6001,0,18,34,19,16,0,0,10,5,21,22,3,0,0
SN,CS,chikitsa,6002,0,17,34,18,17,0,0,11,5,21,22,3,0,0
SN,CS,chikitsa,6003,0,17,33,17,16,0,0,12,6,22,22,3,0,0
SN,CS,chikitsa,6004,0,15,33,16,16,0,0,12,7,24,21,4,0,0
SN,CS,chikitsa,6005,0,15,34,16,16,0,0,12,7,23,22,3,0,0
SN,CS,chikitsa,6006,0,15,34,17,16,0,0,10,8,23,22,3,0,0
SN,CS,chikitsa,6007,0,14,33,18,16,0,0,10,8,24,22,3,0,0
SN,CS,chikitsa,6008,0,16,33,18,15,0,0,10,7,24,22,3,0,0
SN,CS,chikitsa,6009,0,16,34,19,16,0,0,9,7,22,22,3,0,0
SN,CS,chikitsa,6010,0,16,34,19,15,0,0,8,7,24,22,3,0,0
SN,CS,chikitsa,6011,1,16,33,19,14,0,0,8,6,23,21,3,1,0
SN,CS,chikitsa,6012,1,16,33,21,14,0,0,7,5,23,22,2,1,0
SN,CS,chikitsa,6013,1,16,33,21,13,0,0,8,6,22,22,2,1,0
SN,CS,chikitsa,6014,1,16,33,23,10,0,0,8,5,24,22,2,1,0
SN,CS,chikitsa,6015,1,14,34,24,11,0,0,8,5,23,23,1,1,0
SN,CS,chikitsa,6016,1,16,34,24,9,0,0,7,5,24,23,1,1,0
SN,CS,chikitsa,6017,1,16,35,23,7,0,0,8,6,24,23,1,1,0
SN,CS,chikitsa,6018,1,17,35,21,7,0,0,9,7,23,23,1,1,0
SN,CS,chikitsa,6019,1,17,35,21,7,0,0,10,7,22,23,1,1,0
SN,CS,chikitsa,6020,1,18,34,21,7,0,0,10,6,23,23,1,1,0
SN,CS,chikitsa,6021,1,19,35,20,6,0,0,9,6,24,23,1,1,0
SN,CS,chikitsa,6022,1,17,36,21,7,0,0,7,6,25,23,1,1,0
SN,CS,chikitsa,6023,1,19,36,20,7,0,0,7,6,24,23,1,1,0
SN,CS,chikitsa,6024,1,21,36,20,6,0,0,7,6,23,23,1,1,0
SN,CS,chikitsa,6025,1,21,34,21,5,0,0,8,6,24,23,1,1,0
SN,CS,chikitsa,6026,1,20,32,20,5,0,1,8,6,24,22,1,2,0
SN,CS,chikitsa,6027,1,21,31,22,5,0,1,7,6,23,22,1,2,0
SN,CS,chikitsa,6028,1,21,31,24,5,0,1,7,5,22,22,1,2,0
SN,CS,chikitsa,6029,1,22,32,23,5,0,1,7,4,22,23,0,2,0
SN,CS,chikitsa,6030,1,21,32,22,6,0,1,7,5,22,23,0,2,0
SN,CS,chikitsa,6031,1,21,32,22,7,0,1,8,4,23,23,0,2,0
SN,CS,chikitsa,6032,1,21,32,21,6,0,1,9,5,23,23,0,2,0
SN,CS,chikitsa,6033,1,19,31,22,7,0,1,10,5,23,23,0,2,0
SN,CS,chikitsa,6034,1,19,30,22,6,0,1,10,5,25,23,0,2,0
SN,CS,chikitsa,6035,1,20,30,22,6,0,1,11,5,23,22,1,2,0
SN,CS,chikitsa,6036,0,19,31,24,8,0,1,11,5,23,23,1,1,0
SN,CS,chikitsa,6037,0,19,31,22,8,0,1,11,5,25,23,1,1,0
SN,CS,chikitsa,6038,0,19,33,22,8,0,1,10,4,25,23,1,1,0
SN,CS,chikitsa,6039,0,20,33,20,8,0,1,11,4,25,23,1,1,0
SN,CS,chikitsa,6040,0,20,32,19,8,0,1,11,4,27,23,1,1,0
SN,CS,chikitsa,6041,0,17,32,21,9,0,1,11,4,27,23,1,1,0
SN,CS,chikitsa,6042,0,18,32,21,11,0,1,10,3,26,23,1,1,0
SN,CS,chikitsa,6043,0,18,31,21,11,0,1,10,2,28,23,1,1,0
SN,CS,chikitsa,6044,0,17,31,22,12,0,1,10,2,27,22,2,1,0
SN,CS,chikitsa,6045,0,16,31,23,13,0,1,10,2,26,22,2,1,0
SN,CS,chikitsa,6046,0,15,30,23,13,0,1,11,2,27,21,3,1,0
SN,CS,chikitsa,6047,0,15,29,22,12,0,2,12,2,26,20,3,1,0
SN,CS,chikitsa,6048,0,14,29,22,13,0,2,13,2,25,20,3,1,0
SN,CS,chikitsa,6049,0,13,29,22,14,0,2,14,2,24,20,3,1,0
SN,CS,chikitsa,6050,0,12,29,23,15,0,2,14,2,23,20,3,1,0
SN,CS,chikitsa,6051,0,12,31,24,15,0,1,14,2,24,21,3,0,0
SN,CS,chikitsa,6052,0,11,31,24,14,0,1,14,2,26,21,3,0,0
SN,CS,chikitsa,6053,0,11,31,23,14,0,1,14,3,26,21,3,0,0
