Text_Type,Book,Chapter,Window,Mean,StDev,normalised
SN,CS,kalpa,655,13.74,18.45,5.975224678
SN,CS,kalpa,66,13.75,15.55,5.987369444
SN,CS,kalpa,488,13.76,16.41,5.999514209
SN,CS,kalpa,641,13.76,19.32,5.999514209
SN,CS,kalpa,673,13.79,17.4,6.035948506
SN,CS,kalpa,295,13.81,18.2,6.060238037
SN,CS,kalpa,681,13.81,17.8,6.060238037
SN,CS,kalpa,165,13.82,11.13,6.072382803
SN,CS,kalpa,607,13.83,19.8,6.084527569
SN,CS,kalpa,645,13.83,19.14,6.084527569
SN,CS,kalpa,286,13.84,16.96,6.096672334
SN,CS,kalpa,358,13.84,12.33,6.096672334
SN,CS,kalpa,690,13.84,18.25,6.096672334
SN,CS,kalpa,677,13.86,17.5,6.120961865
SN,CS,kalpa,352,13.88,11.13,6.145251397
SN,CS,kalpa,399,13.88,13.99,6.145251397
SN,CS,kalpa,151,13.89,11.55,6.157396162
SN,CS,kalpa,670,13.89,18.32,6.157396162
SN,CS,kalpa,568,13.9,15.85,6.169540928
SN,CS,kalpa,660,13.91,17.98,6.181685693
SN,CS,kalpa,691,13.92,18.17,6.193830459
SN,CS,kalpa,168,13.95,10.49,6.230264756
SN,CS,kalpa,678,13.95,17.71,6.230264756
SN,CS,kalpa,572,13.96,15.44,6.242409521
SN,CS,kalpa,597,13.98,19.6,6.266699053
SN,CS,kalpa,651,14,19.44,6.290988584
SN,CS,kalpa,574,14.01,15.12,6.30313335
SN,CS,kalpa,469,14.02,15.73,6.315278115
SN,CS,kalpa,658,14.04,18.39,6.339567646
SN,CS,kalpa,686,14.09,18.63,6.400291474
SN,CS,kalpa,287,14.13,17,6.448870537
SN,CS,kalpa,344,14.13,10.54,6.448870537
SN,CS,kalpa,302,14.16,18.07,6.485304834
SN,CS,kalpa,289,14.18,16.29,6.509594365
SN,CS,kalpa,359,14.21,12.27,6.546028662
SN,CS,kalpa,162,14.23,11.16,6.570318193
SN,CS,kalpa,487,14.23,16.41,6.570318193
SN,CS,kalpa,600,14.24,19.72,6.582462958
SN,CS,kalpa,307,14.26,19.72,6.60675249
SN,CS,kalpa,575,14.27,15.18,6.618897255
SN,CS,kalpa,696,14.27,17.07,6.618897255
SN,CS,kalpa,345,14.28,10.51,6.631042021
SN,CS,kalpa,470,14.31,16.06,6.667476318
SN,CS,kalpa,159,14.33,11.54,6.691765849
SN,CS,kalpa,301,14.33,18.15,6.691765849
SN,CS,kalpa,167,14.34,10.43,6.703910615
SN,CS,kalpa,346,14.37,10.44,6.740344911
SN,CS,kalpa,695,14.38,17.14,6.752489677
SN,CS,kalpa,580,14.41,16.16,6.788923974
SN,CS,kalpa,288,14.42,16.68,6.801068739
SN,CS,kalpa,161,14.43,11.29,6.813213505
SN,CS,kalpa,300,14.43,18.06,6.813213505
SN,CS,kalpa,360,14.43,12.08,6.813213505
SN,CS,kalpa,595,14.44,19.96,6.825358271
SN,CS,kalpa,675,14.45,17.6,6.837503036
SN,CS,kalpa,395,14.47,11.98,6.861792567
SN,CS,kalpa,644,14.47,19.58,6.861792567
SN,CS,kalpa,163,14.48,11.13,6.873937333
SN,CS,kalpa,298,14.49,18.74,6.886082099
SN,CS,kalpa,693,14.5,16.96,6.898226864
SN,CS,kalpa,692,14.51,18.48,6.91037163
SN,CS,kalpa,296,14.52,18.28,6.922516395
SN,CS,kalpa,608,14.52,19.97,6.922516395
SN,CS,kalpa,646,14.54,19.41,6.946805927
SN,CS,kalpa,581,14.55,16.39,6.958950692
SN,CS,kalpa,653,14.56,18.93,6.971095458
SN,CS,kalpa,654,14.57,18.78,6.983240223
SN,CS,kalpa,610,14.58,19.97,6.995384989
SN,CS,kalpa,299,14.61,18.31,7.031819286
SN,CS,kalpa,350,14.62,10.29,7.043964051
SN,CS,kalpa,351,14.62,10.29,7.043964051
SN,CS,kalpa,661,14.65,17.98,7.080398348
SN,CS,kalpa,297,14.67,18.76,7.10468788
SN,CS,kalpa,573,14.68,15.49,7.116832645
SN,CS,kalpa,222,14.69,19.16,7.128977411
SN,CS,kalpa,225,14.69,19.16,7.128977411
SN,CS,kalpa,676,14.74,17.67,7.189701239
SN,CS,kalpa,680,14.75,18.11,7.201846004
SN,CS,kalpa,347,14.77,10.4,7.226135536
SN,CS,kalpa,611,14.78,20.02,7.238280301
SN,CS,kalpa,612,14.78,20.02,7.238280301
SN,CS,kalpa,598,14.85,19.69,7.32329366
SN,CS,kalpa,679,14.86,18.15,7.335438426
SN,CS,kalpa,682,14.86,18.06,7.335438426
SN,CS,kalpa,601,14.87,19.59,7.347583192
SN,CS,kalpa,650,14.89,19.77,7.371872723
SN,CS,kalpa,684,14.91,18.26,7.396162254
SN,CS,kalpa,694,14.91,17.19,7.396162254
SN,CS,kalpa,304,14.96,18.62,7.456886082
SN,CS,kalpa,348,15,10.35,7.505465145
SN,CS,kalpa,599,15,19.94,7.505465145
SN,CS,kalpa,153,15.03,11.71,7.541899441
SN,CS,kalpa,305,15.03,19.25,7.541899441
SN,CS,kalpa,308,15.06,20.39,7.578333738
SN,CS,kalpa,473,15.07,15.33,7.590478504
SN,CS,kalpa,224,15.08,19.22,7.602623269
SN,CS,kalpa,303,15.08,18.68,7.602623269
SN,CS,kalpa,652,15.09,19.83,7.614768035
SN,CS,kalpa,606,15.11,19.56,7.639057566
SN,CS,kalpa,683,15.13,17.95,7.663347097
SN,CS,kalpa,486,15.14,16.66,7.675491863
SN,CS,kalpa,674,15.18,17.53,7.724070925
SN,CS,kalpa,361,15.25,12.36,7.809084285
SN,CS,kalpa,349,15.26,10.38,7.82122905
SN,CS,kalpa,647,15.31,19.72,7.881952878
SN,CS,kalpa,688,15.32,18.82,7.894097644
SN,CS,kalpa,152,15.36,11.1,7.942676706
SN,CS,kalpa,306,15.36,20,7.942676706
SN,CS,kalpa,685,15.36,18.54,7.942676706
SN,CS,kalpa,39,15.37,7.93,7.954821472
SN,CS,kalpa,485,15.38,17.45,7.966966238
SN,CS,kalpa,477,15.39,18.14,7.979111003
SN,CS,kalpa,689,15.39,18.11,7.979111003
SN,CS,kalpa,579,15.46,16.27,8.064124362
SN,CS,kalpa,223,15.47,19.48,8.076269128
SN,CS,kalpa,396,15.48,12.65,8.088413894
SN,CS,kalpa,602,15.52,19.75,8.136992956
SN,CS,kalpa,474,15.54,15.83,8.161282487
SN,CS,kalpa,577,15.6,15.32,8.234151081
SN,CS,kalpa,484,15.63,18.08,8.270585378
SN,CS,kalpa,480,15.67,17.87,8.31916444
SN,CS,kalpa,363,15.75,12.29,8.416322565
SN,CS,kalpa,476,15.75,17.07,8.416322565
SN,CS,kalpa,578,15.76,16.16,8.428467331
SN,CS,kalpa,482,15.86,17.87,8.549914987
SN,CS,kalpa,362,15.87,12.37,8.562059752
SN,CS,kalpa,648,15.87,20.01,8.562059752
SN,CS,kalpa,398,15.88,12.78,8.574204518
SN,CS,kalpa,158,15.9,11.51,8.598494049
SN,CS,kalpa,483,16.06,17.97,8.792810299
SN,CS,kalpa,478,16.07,18.4,8.804955064
SN,CS,kalpa,687,16.13,18.58,8.877823658
SN,CS,kalpa,475,16.26,17.13,9.035705611
SN,CS,kalpa,481,16.3,17.59,9.084284673
SN,CS,kalpa,649,16.3,20.3,9.084284673
SN,CS,kalpa,479,16.31,18.12,9.096429439
SN,CS,kalpa,576,16.55,15.45,9.387903813
SN,CS,kalpa,605,16.69,19.77,9.557930532
SN,CS,kalpa,397,16.75,12.73,9.630799126
SN,CS,kalpa,154,16.98,11.2,9.910128735
SN,CS,kalpa,603,17.1,20.26,10.05586592
SN,CS,kalpa,604,17.1,20.26,10.05586592
SN,CS,kalpa,157,17.21,11.38,10.18945834
SN,CS,kalpa,38,18.45,6.89,11.69540928
SN,CS,kalpa,155,19.55,11.46,13.0313335
SN,CS,kalpa,156,22.11,11.43,16.14039349
SN,CS,kalpa,37,23.17,6.74,17.42773864
SN,CS,kalpa,36,26.89,7.36,21.94559145
SN,CS,kalpa,35,29.28,7.98,24.84819043
SN,CS,kalpa,34,33.25,9.33,29.66966238
SN,CS,kalpa,33,39.65,11.53,37.44231236
SN,CS,kalpa,32,41.8,12.09,40.05343697
SN,CS,kalpa,31,49.35,14.32,49.222735
SN,CS,kalpa,30,53.53,15.63,54.29924702
SN,CS,kalpa,29,54.9,15.91,55.96307991
SN,CS,kalpa,28,55.93,16.35,57.21399077
SN,CS,kalpa,27,58.86,17.17,60.77240709
SN,CS,kalpa,23,60.58,16.71,62.86130678
SN,CS,kalpa,24,60.82,16.78,63.15278115
SN,CS,kalpa,25,61.52,17,64.00291474
SN,CS,kalpa,26,63.26,18.3,66.11610396
SN,CS,kalpa,22,66.2,17.89,69.68666505
SN,CS,kalpa,21,69.6,18.7,73.81588535
SN,CS,kalpa,20,70.82,18.81,75.29754676
SN,CS,kalpa,19,74.25,19.6,79.46320136
SN,CS,kalpa,18,74.69,20.56,79.99757105
SN,CS,kalpa,12,76.8,20.98,82.56011659
SN,CS,kalpa,11,77.69,21.08,83.64100073
SN,CS,kalpa,15,78,21.73,84.01748846
SN,CS,kalpa,17,78.61,21.47,84.75831916
SN,CS,kalpa,14,79.4,21.96,85.71775565
SN,CS,kalpa,16,79.41,21.69,85.72990041
SN,CS,kalpa,13,81.17,22.21,87.86737916
SN,CS,kalpa,6,84.2,21.11,91.54724314
SN,CS,kalpa,8,84.82,21.96,92.30021861
SN,CS,kalpa,5,85.58,21.34,93.22322079
SN,CS,kalpa,4,85.84,21.47,93.5389847
SN,CS,kalpa,1,86.04,21.22,93.78188001
SN,CS,kalpa,9,88.45,22.84,96.70876852
SN,CS,kalpa,3,88.55,22.3,96.83021618
SN,CS,kalpa,2,88.77,22.39,97.09740102
SN,CS,kalpa,10,90.18,23.27,98.80981297
SN,CS,kalpa,7,91.16,23.31,100
