Text_Type,Book,Chapter,Window,Mean,StDev,Normalised Mean
SN,AH,kalpa,85,11.83,9.56,13.10055866
SN,AH,kalpa,356,11.83,6.97,13.10055866
SN,AH,kalpa,252,11.85,7.69,13.15642458
SN,AH,kalpa,254,11.86,6.53,13.18435754
SN,AH,kalpa,514,11.87,9.77,13.2122905
SN,AH,kalpa,132,11.9,5.65,13.29608939
SN,AH,kalpa,178,11.9,4.86,13.29608939
SN,AH,kalpa,36,11.92,8.89,13.35195531
SN,AH,kalpa,136,11.92,5.13,13.35195531
SN,AH,kalpa,255,11.93,5.98,13.37988827
SN,AH,kalpa,360,11.94,6.73,13.40782123
SN,AH,kalpa,550,11.95,8.39,13.43575419
SN,AH,kalpa,278,11.96,11.26,13.46368715
SN,AH,kalpa,35,11.97,9.14,13.49162011
SN,AH,kalpa,253,11.97,6.77,13.49162011
SN,AH,kalpa,554,11.97,8.35,13.49162011
SN,AH,kalpa,39,11.98,8.31,13.51955307
SN,AH,kalpa,598,11.98,8.84,13.51955307
SN,AH,kalpa,351,11.99,6.77,13.54748603
SN,AH,kalpa,397,12,9.19,13.57541899
SN,AH,kalpa,246,12.01,8.52,13.60335196
SN,AH,kalpa,47,12.02,7.16,13.63128492
SN,AH,kalpa,515,12.04,9.91,13.68715084
SN,AH,kalpa,402,12.05,10.72,13.7150838
SN,AH,kalpa,217,12.09,4.96,13.82681564
SN,AH,kalpa,283,12.11,9.99,13.88268156
SN,AH,kalpa,576,12.11,7.67,13.88268156
SN,AH,kalpa,414,12.12,10.19,13.91061453
SN,AH,kalpa,34,12.13,8.94,13.93854749
SN,AH,kalpa,223,12.13,4.92,13.93854749
SN,AH,kalpa,224,12.13,5.13,13.93854749
SN,AH,kalpa,222,12.14,5.11,13.96648045
SN,AH,kalpa,516,12.14,10.24,13.96648045
SN,AH,kalpa,88,12.17,9.51,14.05027933
SN,AH,kalpa,400,12.18,10.7,14.07821229
SN,AH,kalpa,411,12.18,10.81,14.07821229
SN,AH,kalpa,181,12.22,4.66,14.18994413
SN,AH,kalpa,578,12.23,7.45,14.21787709
SN,AH,kalpa,597,12.23,9.12,14.21787709
SN,AH,kalpa,135,12.24,5.1,14.24581006
SN,AH,kalpa,455,12.24,9.74,14.24581006
SN,AH,kalpa,251,12.25,7.6,14.27374302
SN,AH,kalpa,461,12.26,10.39,14.30167598
SN,AH,kalpa,143,12.27,5.88,14.32960894
SN,AH,kalpa,244,12.27,8.46,14.32960894
SN,AH,kalpa,456,12.27,9.81,14.32960894
SN,AH,kalpa,575,12.28,7.8,14.3575419
SN,AH,kalpa,385,12.35,7.01,14.55307263
SN,AH,kalpa,290,12.37,5.84,14.60893855
SN,AH,kalpa,419,12.39,11.06,14.66480447
SN,AH,kalpa,221,12.4,4.89,14.69273743
SN,AH,kalpa,249,12.41,8.52,14.72067039
SN,AH,kalpa,591,12.44,7.74,14.80446927
SN,AH,kalpa,292,12.47,4.46,14.88826816
SN,AH,kalpa,218,12.49,5.04,14.94413408
SN,AH,kalpa,394,12.49,7.35,14.94413408
SN,AH,kalpa,146,12.52,6.21,15.02793296
SN,AH,kalpa,454,12.53,9.76,15.05586592
SN,AH,kalpa,89,12.55,10.22,15.11173184
SN,AH,kalpa,182,12.55,4.47,15.11173184
SN,AH,kalpa,220,12.55,5.23,15.11173184
SN,AH,kalpa,30,12.59,8.05,15.22346369
SN,AH,kalpa,336,12.59,5.02,15.22346369
SN,AH,kalpa,401,12.59,10.91,15.22346369
SN,AH,kalpa,391,12.61,6.9,15.27932961
SN,AH,kalpa,447,12.64,8.66,15.36312849
SN,AH,kalpa,144,12.66,6.25,15.41899441
SN,AH,kalpa,390,12.66,7.39,15.41899441
SN,AH,kalpa,433,12.66,9.01,15.41899441
SN,AH,kalpa,457,12.67,10.08,15.44692737
SN,AH,kalpa,179,12.68,4.79,15.47486034
SN,AH,kalpa,434,12.68,8.49,15.47486034
SN,AH,kalpa,25,12.7,8,15.53072626
SN,AH,kalpa,446,12.81,7.78,15.83798883
SN,AH,kalpa,247,12.84,8.74,15.92178771
SN,AH,kalpa,145,12.85,6.18,15.94972067
SN,AH,kalpa,291,12.85,4.9,15.94972067
SN,AH,kalpa,435,12.86,8.03,15.97765363
SN,AH,kalpa,33,12.92,8.72,16.1452514
SN,AH,kalpa,399,12.94,10.44,16.20111732
SN,AH,kalpa,24,13.02,8.35,16.42458101
SN,AH,kalpa,279,13.02,11.95,16.42458101
SN,AH,kalpa,415,13.02,10.56,16.42458101
SN,AH,kalpa,443,13.02,7.26,16.42458101
SN,AH,kalpa,442,13.06,7.38,16.53631285
SN,AH,kalpa,453,13.07,9.83,16.56424581
SN,AH,kalpa,584,13.11,7.63,16.67597765
SN,AH,kalpa,26,13.12,8.95,16.70391061
SN,AH,kalpa,436,13.15,7.19,16.7877095
SN,AH,kalpa,604,13.16,10.35,16.81564246
SN,AH,kalpa,184,13.17,4.47,16.84357542
SN,AH,kalpa,282,13.21,11.08,16.95530726
SN,AH,kalpa,451,13.29,10.67,17.17877095
SN,AH,kalpa,531,13.32,10.02,17.26256983
SN,AH,kalpa,437,13.39,7.37,17.45810056
SN,AH,kalpa,293,13.4,4.36,17.48603352
