Text_Type,Book,Chapter,Window,Mean,StDev,nomalised
SN,CS,siddi,1152,29.18,33.44,5.020139503
SN,CS,siddi,570,29.22,33.98,5.059436094
SN,CS,siddi,633,29.22,33.27,5.059436094
SN,CS,siddi,447,29.23,35.6,5.069260242
SN,CS,siddi,1335,29.24,32.87,5.079084389
SN,CS,siddi,683,29.25,32.65,5.088908537
SN,CS,siddi,541,29.26,34.19,5.098732685
SN,CS,siddi,902,29.26,34.13,5.098732685
SN,CS,siddi,1036,29.26,31.67,5.098732685
SN,CS,siddi,527,29.27,34.16,5.108556833
SN,CS,siddi,1057,29.28,30.5,5.11838098
SN,CS,siddi,569,29.3,35.01,5.138029276
SN,CS,siddi,481,29.33,34.45,5.167501719
SN,CS,siddi,590,29.34,35.08,5.177325867
SN,CS,siddi,780,29.34,29.96,5.177325867
SN,CS,siddi,684,29.35,32.67,5.187150015
SN,CS,siddi,361,29.36,33.34,5.196974162
SN,CS,siddi,861,29.36,31.22,5.196974162
SN,CS,siddi,485,29.39,35.06,5.226446606
SN,CS,siddi,659,29.4,34.06,5.236270754
SN,CS,siddi,957,29.4,30.3,5.236270754
SN,CS,siddi,1058,29.4,29.43,5.236270754
SN,CS,siddi,594,29.42,35.11,5.255919049
SN,CS,siddi,790,29.42,31.77,5.255919049
SN,CS,siddi,685,29.44,32.4,5.275567345
SN,CS,siddi,285,29.45,20.35,5.285391492
SN,CS,siddi,781,29.45,31.13,5.285391492
SN,CS,siddi,1381,29.45,27.2,5.285391492
SN,CS,siddi,412,29.46,33.48,5.29521564
SN,CS,siddi,1023,29.46,33.63,5.29521564
SN,CS,siddi,473,29.47,35.52,5.305039788
SN,CS,siddi,519,29.49,34.1,5.324688083
SN,CS,siddi,1337,29.49,34,5.324688083
SN,CS,siddi,658,29.51,34.83,5.344336379
SN,CS,siddi,819,29.51,31.12,5.344336379
SN,CS,siddi,1372,29.51,30.38,5.344336379
SN,CS,siddi,785,29.53,32.78,5.363984674
SN,CS,siddi,432,29.56,30.74,5.393457118
SN,CS,siddi,1368,29.57,29.73,5.403281265
SN,CS,siddi,362,29.59,32.96,5.422929561
SN,CS,siddi,597,29.59,34.7,5.422929561
SN,CS,siddi,300,29.61,32.72,5.442577856
SN,CS,siddi,609,29.61,31.16,5.442577856
SN,CS,siddi,866,29.61,29.56,5.442577856
SN,CS,siddi,1242,29.61,18.56,5.442577856
SN,CS,siddi,446,29.62,35.69,5.452402004
SN,CS,siddi,610,29.63,31.48,5.462226152
SN,CS,siddi,958,29.63,30.55,5.462226152
SN,CS,siddi,822,29.67,29.85,5.501522743
SN,CS,siddi,1246,29.68,24.89,5.511346891
SN,CS,siddi,1349,29.7,33.24,5.530995186
SN,CS,siddi,961,29.71,30.88,5.540819334
SN,CS,siddi,407,29.74,32.9,5.570291777
SN,CS,siddi,1367,29.74,30.18,5.570291777
SN,CS,siddi,449,29.77,35.84,5.59976422
SN,CS,siddi,520,29.77,33.39,5.59976422
SN,CS,siddi,521,29.77,33.39,5.59976422
SN,CS,siddi,578,29.79,33.96,5.619412516
SN,CS,siddi,744,29.79,30.86,5.619412516
SN,CS,siddi,820,29.79,31.36,5.619412516
SN,CS,siddi,682,29.8,32.91,5.629236664
SN,CS,siddi,1338,29.8,33.83,5.629236664
SN,CS,siddi,1160,29.81,24.45,5.639060811
SN,CS,siddi,371,29.83,33.19,5.658709107
SN,CS,siddi,517,29.83,34.85,5.658709107
SN,CS,siddi,656,29.83,35.08,5.658709107
SN,CS,siddi,1153,29.83,33.42,5.658709107
SN,CS,siddi,302,29.84,32.86,5.668533255
SN,CS,siddi,742,29.85,31.51,5.678357402
SN,CS,siddi,1363,29.85,28.74,5.678357402
SN,CS,siddi,963,29.86,31.34,5.68818155
SN,CS,siddi,1351,29.86,32.35,5.68818155
SN,CS,siddi,389,29.88,31.84,5.707829846
SN,CS,siddi,681,29.89,32.18,5.717653994
SN,CS,siddi,964,29.89,30.99,5.717653994
SN,CS,siddi,614,29.91,31.28,5.737302289
SN,CS,siddi,363,29.92,33.04,5.747126437
SN,CS,siddi,405,29.92,33.03,5.747126437
SN,CS,siddi,528,29.92,34.81,5.747126437
SN,CS,siddi,925,29.95,32.88,5.77659888
SN,CS,siddi,1330,29.95,29.34,5.77659888
SN,CS,siddi,777,29.96,31.63,5.786423028
SN,CS,siddi,1331,29.96,29.22,5.786423028
SN,CS,siddi,962,29.99,31.37,5.815895471
SN,CS,siddi,1339,29.99,33.31,5.815895471
SN,CS,siddi,480,30,34.62,5.825719619
SN,CS,siddi,1159,30,26.63,5.825719619
SN,CS,siddi,439,30.01,32.6,5.835543767
SN,CS,siddi,513,30.01,33.22,5.835543767
SN,CS,siddi,1059,30.02,30.41,5.845367914
SN,CS,siddi,1063,30.02,25.33,5.845367914
SN,CS,siddi,965,30.06,31.63,5.884664505
SN,CS,siddi,959,30.09,31.07,5.914136949
SN,CS,siddi,1348,30.09,33.89,5.914136949
SN,CS,siddi,1060,30.1,29.14,5.923961096
SN,CS,siddi,106,30.11,20.43,5.933785244
SN,CS,siddi,602,30.12,34.34,5.943609392
SN,CS,siddi,979,30.14,33.47,5.963257687
SN,CS,siddi,440,30.16,32.89,5.982905983
SN,CS,siddi,1345,30.16,35.87,5.982905983
SN,CS,siddi,967,30.17,31.22,5.992730131
SN,CS,siddi,518,30.19,35.02,6.012378426
SN,CS,siddi,522,30.19,34.12,6.012378426
SN,CS,siddi,459,30.2,36.06,6.022202574
SN,CS,siddi,476,30.2,36.03,6.022202574
SN,CS,siddi,1161,30.2,22.66,6.022202574
SN,CS,siddi,1253,30.2,23.61,6.022202574
SN,CS,siddi,1241,30.21,17.65,6.032026722
SN,CS,siddi,613,30.23,32.22,6.051675017
SN,CS,siddi,981,30.24,34.31,6.061499165
SN,CS,siddi,150,30.25,18.97,6.071323313
SN,CS,siddi,817,30.25,32.51,6.071323313
SN,CS,siddi,529,30.28,34.72,6.100795756
SN,CS,siddi,540,30.29,35.37,6.110619904
SN,CS,siddi,823,30.29,29.01,6.110619904
SN,CS,siddi,591,30.3,36.11,6.120444051
SN,CS,siddi,779,30.32,31.42,6.140092347
SN,CS,siddi,966,30.32,31.37,6.140092347
SN,CS,siddi,595,30.33,35.24,6.149916495
SN,CS,siddi,783,30.33,32.57,6.149916495
SN,CS,siddi,448,30.35,36.27,6.16956479
SN,CS,siddi,437,30.37,32.15,6.189213086
SN,CS,siddi,660,30.37,34.11,6.189213086
SN,CS,siddi,1366,30.37,29.73,6.189213086
SN,CS,siddi,408,30.38,33.31,6.199037234
SN,CS,siddi,604,30.38,32.91,6.199037234
SN,CS,siddi,635,30.39,34.17,6.208861381
SN,CS,siddi,786,30.4,32.36,6.218685529
SN,CS,siddi,903,30.4,35.02,6.218685529
SN,CS,siddi,470,30.43,36.05,6.248157972
SN,CS,siddi,391,30.44,31.27,6.25798212
SN,CS,siddi,526,30.44,34.81,6.25798212
SN,CS,siddi,782,30.44,31.13,6.25798212
SN,CS,siddi,592,30.45,35.97,6.267806268
SN,CS,siddi,677,30.48,32.78,6.297278711
SN,CS,siddi,1340,30.5,34.16,6.316927007
SN,CS,siddi,444,30.51,35.52,6.326751154
SN,CS,siddi,960,30.52,31.51,6.336575302
SN,CS,siddi,299,30.53,31.81,6.34639945
SN,CS,siddi,680,30.53,32.81,6.34639945
SN,CS,siddi,605,30.54,33.24,6.356223598
SN,CS,siddi,661,30.55,33.64,6.366047745
SN,CS,siddi,298,30.57,32.73,6.385696041
SN,CS,siddi,669,30.57,34.57,6.385696041
SN,CS,siddi,596,30.58,35.5,6.395520189
SN,CS,siddi,980,30.59,34.28,6.405344336
SN,CS,siddi,655,30.61,35.55,6.424992632
SN,CS,siddi,608,30.62,32.43,6.43481678
SN,CS,siddi,977,30.62,33.44,6.43481678
SN,CS,siddi,387,30.63,31.64,6.444640927
SN,CS,siddi,409,30.64,34.17,6.454465075
SN,CS,siddi,523,30.66,34.46,6.474113371
SN,CS,siddi,524,30.66,34.46,6.474113371
SN,CS,siddi,1379,30.66,28.72,6.474113371
SN,CS,siddi,436,30.68,32.45,6.493761666
SN,CS,siddi,795,30.69,32.45,6.503585814
SN,CS,siddi,474,30.7,36.59,6.513409962
SN,CS,siddi,1378,30.71,29.32,6.523234109
SN,CS,siddi,390,30.73,32.56,6.542882405
SN,CS,siddi,974,30.73,33.59,6.542882405
SN,CS,siddi,507,30.74,32.9,6.552706553
SN,CS,siddi,457,30.75,37.03,6.5625307
SN,CS,siddi,1064,30.75,23.92,6.5625307
SN,CS,siddi,392,30.76,31.9,6.572354848
SN,CS,siddi,607,30.8,33.08,6.611651439
SN,CS,siddi,525,30.81,35.17,6.621475587
SN,CS,siddi,530,30.81,35.27,6.621475587
SN,CS,siddi,505,30.87,32.87,6.680420474
SN,CS,siddi,506,30.87,32.56,6.680420474
SN,CS,siddi,745,30.87,32.14,6.680420474
SN,CS,siddi,796,30.87,32.56,6.680420474
SN,CS,siddi,374,30.88,33.94,6.690244621
SN,CS,siddi,438,30.9,33.01,6.709892917
SN,CS,siddi,442,30.93,34.94,6.73936536
SN,CS,siddi,1105,30.93,25.76,6.73936536
SN,CS,siddi,1341,30.93,34.11,6.73936536
SN,CS,siddi,794,30.94,33.23,6.749189508
SN,CS,siddi,441,30.95,33.88,6.759013656
SN,CS,siddi,388,30.97,32.05,6.778661951
SN,CS,siddi,611,30.97,32.82,6.778661951
SN,CS,siddi,146,30.98,17.55,6.788486099
SN,CS,siddi,1062,30.99,27.95,6.798310247
SN,CS,siddi,1344,31,36.01,6.808134394
SN,CS,siddi,679,31.01,33.03,6.817958542
SN,CS,siddi,975,31.03,34.17,6.837606838
SN,CS,siddi,410,31.04,34.34,6.847430985
SN,CS,siddi,443,31.04,35.01,6.847430985
SN,CS,siddi,402,31.05,33.64,6.857255133
SN,CS,siddi,662,31.06,34.82,6.867079281
SN,CS,siddi,378,31.07,34.18,6.876903429
SN,CS,siddi,606,31.07,34.02,6.876903429
SN,CS,siddi,1343,31.07,36.25,6.876903429
SN,CS,siddi,824,31.08,29.62,6.886727576
SN,CS,siddi,386,31.09,32,6.896551724
SN,CS,siddi,1061,31.09,28.45,6.896551724
SN,CS,siddi,369,31.1,32.76,6.906375872
SN,CS,siddi,858,31.11,23.87,6.91620002
SN,CS,siddi,816,31.12,33.66,6.926024167
SN,CS,siddi,475,31.16,36.49,6.965320758
SN,CS,siddi,793,31.16,34.14,6.965320758
SN,CS,siddi,924,31.17,33.8,6.975144906
SN,CS,siddi,593,31.18,36.48,6.984969054
SN,CS,siddi,612,31.18,32.52,6.984969054
SN,CS,siddi,376,31.19,34.26,6.994793202
SN,CS,siddi,450,31.19,36.87,6.994793202
SN,CS,siddi,766,31.19,34.38,6.994793202
SN,CS,siddi,814,31.19,34.74,6.994793202
SN,CS,siddi,667,31.21,35.35,7.014441497
SN,CS,siddi,668,31.21,35.35,7.014441497
SN,CS,siddi,365,31.25,32.34,7.053738088
SN,CS,siddi,792,31.27,33.36,7.073386384
SN,CS,siddi,976,31.27,34.85,7.073386384
SN,CS,siddi,400,31.31,34.09,7.112682975
SN,CS,siddi,778,31.33,32.02,7.13233127
SN,CS,siddi,787,31.33,32.68,7.13233127
SN,CS,siddi,1065,31.33,23.02,7.13233127
SN,CS,siddi,686,31.34,33.66,7.142155418
SN,CS,siddi,634,31.35,34.4,7.151979566
SN,CS,siddi,1342,31.35,35.45,7.151979566
SN,CS,siddi,767,31.36,33.63,7.161803714
SN,CS,siddi,364,31.39,33.2,7.191276157
SN,CS,siddi,508,31.39,33.05,7.191276157
SN,CS,siddi,375,31.4,34.34,7.201100305
SN,CS,siddi,758,31.45,34.57,7.250221043
SN,CS,siddi,532,31.46,35.05,7.260045191
SN,CS,siddi,789,31.47,33.18,7.269869339
SN,CS,siddi,401,31.48,34.08,7.279693487
SN,CS,siddi,451,31.48,37.39,7.279693487
SN,CS,siddi,379,31.5,34.21,7.299341782
SN,CS,siddi,791,31.51,32.97,7.30916593
SN,CS,siddi,393,31.52,32.55,7.318990078
SN,CS,siddi,456,31.52,37.43,7.318990078
SN,CS,siddi,284,31.53,20.31,7.328814225
SN,CS,siddi,368,31.54,32.29,7.338638373
SN,CS,siddi,773,31.54,33.06,7.338638373
SN,CS,siddi,813,31.56,34.93,7.358286669
SN,CS,siddi,1254,31.6,23.15,7.39758326
SN,CS,siddi,382,31.61,33.19,7.407407407
SN,CS,siddi,774,31.61,32.51,7.407407407
SN,CS,siddi,455,31.62,37.52,7.417231555
SN,CS,siddi,395,31.63,32.22,7.427055703
SN,CS,siddi,676,31.64,32.81,7.436879851
SN,CS,siddi,1162,31.66,21.21,7.456528146
SN,CS,siddi,978,31.69,33.2,7.486000589
SN,CS,siddi,670,31.7,34.72,7.495824737
SN,CS,siddi,385,31.71,32.35,7.505648885
SN,CS,siddi,458,31.72,37.45,7.515473033
SN,CS,siddi,664,31.73,35.5,7.52529718
SN,CS,siddi,377,31.74,34.93,7.535121328
SN,CS,siddi,776,31.74,32.69,7.535121328
SN,CS,siddi,1240,31.78,16.35,7.574417919
SN,CS,siddi,769,31.82,33.63,7.61371451
SN,CS,siddi,666,31.87,35.61,7.662835249
SN,CS,siddi,399,31.9,33.91,7.692307692
SN,CS,siddi,663,31.91,35.46,7.70213184
SN,CS,siddi,826,31.91,26.93,7.70213184
SN,CS,siddi,366,31.92,33.02,7.711955988
SN,CS,siddi,105,31.93,20.21,7.721780136
SN,CS,siddi,1376,31.96,30.48,7.751252579
SN,CS,siddi,1377,31.96,29.57,7.751252579
SN,CS,siddi,394,31.97,32.24,7.761076727
SN,CS,siddi,1066,31.98,23.54,7.770900874
SN,CS,siddi,674,31.99,34.06,7.780725022
SN,CS,siddi,151,32,18.75,7.79054917
SN,CS,siddi,746,32,31.61,7.79054917
SN,CS,siddi,384,32.02,33.21,7.810197465
SN,CS,siddi,1104,32.02,26.33,7.810197465
SN,CS,siddi,381,32.04,34.51,7.829845761
SN,CS,siddi,671,32.06,34.65,7.849494056
SN,CS,siddi,771,32.08,34.93,7.869142352
SN,CS,siddi,904,32.08,35.7,7.869142352
SN,CS,siddi,672,32.1,35.08,7.888790647
SN,CS,siddi,367,32.15,32.4,7.937911386
SN,CS,siddi,665,32.15,35.9,7.937911386
SN,CS,siddi,380,32.16,34.32,7.947735534
SN,CS,siddi,531,32.16,35.79,7.947735534
SN,CS,siddi,512,32.18,34.36,7.967383829
SN,CS,siddi,504,32.22,33.3,8.00668042
SN,CS,siddi,800,32.3,34.82,8.085273603
SN,CS,siddi,768,32.31,33.56,8.09509775
SN,CS,siddi,923,32.32,34.64,8.104921898
SN,CS,siddi,760,32.33,35.17,8.114746046
SN,CS,siddi,678,32.34,33.63,8.124570194
SN,CS,siddi,533,32.36,35.8,8.144218489
SN,CS,siddi,788,32.37,33.01,8.154042637
SN,CS,siddi,675,32.4,33.64,8.18351508
SN,CS,siddi,763,32.41,35.73,8.193339228
SN,CS,siddi,764,32.41,35.73,8.193339228
SN,CS,siddi,538,32.44,36.88,8.222811671
SN,CS,siddi,815,32.47,33.66,8.252284114
SN,CS,siddi,797,32.51,32.84,8.291580705
SN,CS,siddi,825,32.53,29.64,8.311229001
SN,CS,siddi,751,32.54,32.68,8.321053149
SN,CS,siddi,762,32.56,35.22,8.340701444
SN,CS,siddi,772,32.57,34.36,8.350525592
SN,CS,siddi,539,32.61,37.35,8.389822183
SN,CS,siddi,370,32.65,34.25,8.429118774
SN,CS,siddi,404,32.67,34.24,8.448767069
SN,CS,siddi,775,32.74,33.7,8.517536104
SN,CS,siddi,509,32.77,32.37,8.547008547
SN,CS,siddi,383,32.78,33.81,8.556832695
SN,CS,siddi,396,32.82,33.2,8.596129286
SN,CS,siddi,673,32.82,35.05,8.596129286
SN,CS,siddi,452,32.84,38.27,8.615777581
SN,CS,siddi,765,32.89,36.13,8.66489832
SN,CS,siddi,770,32.89,34.43,8.66489832
SN,CS,siddi,152,32.92,18.85,8.694370763
SN,CS,siddi,907,32.97,37.03,8.743491502
SN,CS,siddi,908,33,37.5,8.772963945
SN,CS,siddi,1375,33.01,30.47,8.782788093
SN,CS,siddi,1103,33.04,24.67,8.812260536
SN,CS,siddi,906,33.12,36.99,8.890853718
SN,CS,siddi,510,33.17,32.24,8.939974457
SN,CS,siddi,798,33.24,34.56,9.008743492
SN,CS,siddi,403,33.3,34.64,9.067688378
SN,CS,siddi,747,33.33,32.73,9.097160821
SN,CS,siddi,761,33.35,35.29,9.116809117
SN,CS,siddi,535,33.38,36.8,9.14628156
SN,CS,siddi,1373,33.4,30.67,9.165929856
SN,CS,siddi,759,33.41,36.18,9.175754003
SN,CS,siddi,757,33.42,36.35,9.185578151
SN,CS,siddi,812,33.42,36.17,9.185578151
SN,CS,siddi,905,33.45,37.01,9.215050594
SN,CS,siddi,104,33.46,20.27,9.224874742
SN,CS,siddi,748,33.47,33.59,9.23469889
SN,CS,siddi,537,33.5,37.21,9.264171333
SN,CS,siddi,755,33.54,35.43,9.303467924
SN,CS,siddi,534,33.57,36.72,9.332940367
SN,CS,siddi,857,33.61,23.74,9.372236958
SN,CS,siddi,536,33.62,37.08,9.382061106
SN,CS,siddi,808,33.66,35.86,9.421357697
SN,CS,siddi,810,33.66,35.86,9.421357697
SN,CS,siddi,909,33.67,38.04,9.431181845
SN,CS,siddi,1067,33.7,21.7,9.460654288
SN,CS,siddi,153,33.71,19.39,9.470478436
SN,CS,siddi,1374,33.77,31.21,9.529423323
SN,CS,siddi,1102,33.78,24.42,9.53924747
SN,CS,siddi,753,33.8,34.21,9.558895766
SN,CS,siddi,1239,33.81,15.48,9.568719914
SN,CS,siddi,811,33.82,36.59,9.578544061
SN,CS,siddi,454,33.91,39.03,9.666961391
SN,CS,siddi,750,33.92,33.05,9.676785539
SN,CS,siddi,922,33.97,35.47,9.725906278
SN,CS,siddi,1163,34.02,21.06,9.775027016
SN,CS,siddi,910,34.03,38.12,9.784851164
SN,CS,siddi,1068,34.15,22.46,9.902740937
SN,CS,siddi,103,34.26,20.6,10.01080656
SN,CS,siddi,801,34.28,36.03,10.03045486
SN,CS,siddi,799,34.34,35.15,10.08939974
SN,CS,siddi,804,34.34,36.74,10.08939974
SN,CS,siddi,1329,34.35,29.43,10.09922389
SN,CS,siddi,398,34.36,34.36,10.10904804
SN,CS,siddi,1255,34.37,24.51,10.11887219
SN,CS,siddi,827,34.4,27.09,10.14834463
SN,CS,siddi,749,34.43,34.24,10.17781707
SN,CS,siddi,1327,34.53,27.95,10.27605855
SN,CS,siddi,1069,34.56,22.69,10.305531
SN,CS,siddi,752,34.61,34.3,10.35465173
SN,CS,siddi,809,34.61,36.56,10.35465173
SN,CS,siddi,283,34.62,20.8,10.36447588
SN,CS,siddi,756,34.63,35.34,10.37430003
SN,CS,siddi,1101,34.73,24.43,10.47254151
SN,CS,siddi,1328,34.77,28.71,10.5118381
SN,CS,siddi,453,34.87,39.47,10.61007958
SN,CS,siddi,919,34.88,36.18,10.61990372
SN,CS,siddi,397,34.92,34.56,10.65920031
SN,CS,siddi,754,34.93,35.53,10.66902446
SN,CS,siddi,921,34.94,35.15,10.67884861
SN,CS,siddi,511,34.99,33.96,10.72796935
SN,CS,siddi,802,35.11,36.78,10.84585912
SN,CS,siddi,1326,35.13,27.86,10.86550742
SN,CS,siddi,806,35.24,36.88,10.97357304
SN,CS,siddi,807,35.24,36.88,10.97357304
SN,CS,siddi,1070,35.45,23.26,11.17988015
SN,CS,siddi,1238,35.46,15,11.18970429
SN,CS,siddi,917,35.56,37.34,11.28794577
SN,CS,siddi,805,35.64,37.47,11.36653895
SN,CS,siddi,920,35.64,35.72,11.36653895
SN,CS,siddi,828,35.67,26.95,11.3960114
SN,CS,siddi,803,35.73,36.44,11.45495628
SN,CS,siddi,856,35.74,23.36,11.46478043
SN,CS,siddi,918,35.89,37.01,11.61214265
SN,CS,siddi,102,36.07,21.37,11.78897731
SN,CS,siddi,1100,36.14,24.58,11.85774634
SN,CS,siddi,1099,36.18,24.93,11.89704293
SN,CS,siddi,911,36.25,39.01,11.96581197
SN,CS,siddi,1098,36.25,22.83,11.96581197
SN,CS,siddi,154,36.38,20.26,12.09352589
SN,CS,siddi,282,36.53,21.33,12.2408881
SN,CS,siddi,1237,37.13,13.43,12.83033697
SN,CS,siddi,912,37.3,39.75,12.99734748
SN,CS,siddi,100,37.43,21.95,13.1250614
SN,CS,siddi,108,37.51,24.13,13.20365458
SN,CS,siddi,1164,37.68,20.62,13.37066509
SN,CS,siddi,281,37.89,22.26,13.5769722
SN,CS,siddi,101,38.09,22.08,13.77345515
SN,CS,siddi,914,38.18,39.53,13.86187248
SN,CS,siddi,1097,38.2,24.25,13.88152078
SN,CS,siddi,1071,38.27,22.69,13.95028981
SN,CS,siddi,155,38.35,20.88,14.02888299
SN,CS,siddi,915,38.62,40.13,14.29413498
SN,CS,siddi,1256,38.69,21.23,14.36290402
SN,CS,siddi,913,38.77,39.82,14.4414972
SN,CS,siddi,1072,38.87,23.83,14.53973868
SN,CS,siddi,916,38.95,39.6,14.61833186
SN,CS,siddi,1096,39.49,24.79,15.14883584
SN,CS,siddi,280,39.53,23,15.18813243
SN,CS,siddi,829,39.56,25.8,15.21760487
SN,CS,siddi,1073,39.74,24.73,15.39443953
SN,CS,siddi,1257,39.84,21.42,15.49268101
SN,CS,siddi,99,39.96,22.9,15.61057078
SN,CS,siddi,109,40.18,24.96,15.82670203
SN,CS,siddi,145,40.24,20.02,15.88564692
SN,CS,siddi,1165,40.29,20.25,15.93476766
SN,CS,siddi,1075,40.47,23.96,16.11160232
SN,CS,siddi,1325,40.49,27.16,16.13125061
SN,CS,siddi,1074,40.58,24.09,16.21966794
SN,CS,siddi,1236,40.7,13.01,16.33755772
SN,CS,siddi,156,40.74,21.87,16.37685431
SN,CS,siddi,1258,40.88,22.99,16.51439238
SN,CS,siddi,855,40.95,23.58,16.58316141
SN,CS,siddi,279,41.98,24.36,17.59504863
SN,CS,siddi,1076,42.02,24.78,17.63434522
SN,CS,siddi,1259,42.12,24.04,17.7325867
SN,CS,siddi,98,42.13,23.82,17.74241085
SN,CS,siddi,144,42.56,20.14,18.1648492
SN,CS,siddi,278,42.79,24.9,18.3908046
SN,CS,siddi,1095,42.79,24.39,18.3908046
SN,CS,siddi,97,42.96,23.98,18.55781511
SN,CS,siddi,1235,43,13.04,18.5971117
SN,CS,siddi,1324,43.43,27.44,19.01955005
SN,CS,siddi,1166,43.44,19.9,19.0293742
SN,CS,siddi,143,43.6,20.19,19.18656057
SN,CS,siddi,854,43.74,23.37,19.32409863
SN,CS,siddi,1077,43.88,24.23,19.4616367
SN,CS,siddi,1078,44.08,25.19,19.65811966
SN,CS,siddi,830,44.1,26.35,19.67776795
SN,CS,siddi,1260,44.25,24.53,19.82513017
SN,CS,siddi,110,44.45,25.83,20.02161313
SN,CS,siddi,1094,44.47,24.89,20.04126142
SN,CS,siddi,157,44.51,23.12,20.08055801
SN,CS,siddi,1093,44.72,24.88,20.28686511
SN,CS,siddi,96,44.78,24.6,20.34581
SN,CS,siddi,1261,45.82,25.16,21.36752137
SN,CS,siddi,1092,46.32,24.93,21.85872876
SN,CS,siddi,158,46.63,24.02,22.16327734
SN,CS,siddi,111,46.72,26.67,22.25169467
SN,CS,siddi,277,46.86,26.66,22.38923273
SN,CS,siddi,1234,47.06,13.51,22.58571569
SN,CS,siddi,1323,47.2,28.22,22.72325376
SN,CS,siddi,1079,47.24,25.01,22.76255035
SN,CS,siddi,142,47.66,22.91,23.17516455
SN,CS,siddi,95,47.72,26.51,23.23410944
SN,CS,siddi,853,48.17,23.89,23.67619609
SN,CS,siddi,1091,48.62,24.44,24.11828274
SN,CS,siddi,1233,48.88,13.23,24.37371058
SN,CS,siddi,1167,49.11,19.66,24.59966598
SN,CS,siddi,1321,49.41,29.32,24.89439041
SN,CS,siddi,1080,49.81,24.78,25.28735632
SN,CS,siddi,1262,50.02,26,25.49366342
SN,CS,siddi,276,50.03,27.97,25.50348757
SN,CS,siddi,1322,50.04,29.06,25.51331172
SN,CS,siddi,1090,50.08,25.42,25.55260831
SN,CS,siddi,94,50.35,28.2,25.8178603
SN,CS,siddi,852,50.35,24.6,25.8178603
SN,CS,siddi,141,51,23.65,26.4564299
SN,CS,siddi,93,51.07,28.52,26.52519894
SN,CS,siddi,1084,51.12,23.77,26.57431968
SN,CS,siddi,831,51.19,26.14,26.64308871
SN,CS,siddi,275,51.28,28.38,26.73150604
SN,CS,siddi,1083,51.79,24.57,27.23253758
SN,CS,siddi,1085,52.34,23.54,27.7728657
SN,CS,siddi,851,52.53,25.6,27.95952451
SN,CS,siddi,1320,52.71,29.35,28.13635917
SN,CS,siddi,1088,52.77,24.61,28.19530406
SN,CS,siddi,850,52.84,24.73,28.26407309
SN,CS,siddi,1089,52.89,24.79,28.31319383
SN,CS,siddi,1232,53.09,13.42,28.50967679
SN,CS,siddi,1168,53.31,18.39,28.72580804
SN,CS,siddi,188,53.7,30.25,29.1089498
SN,CS,siddi,1086,53.86,24.28,29.26613616
SN,CS,siddi,1319,54.09,29.85,29.49209156
SN,CS,siddi,1263,54.19,27.38,29.59033304
SN,CS,siddi,849,54.29,25.02,29.68857452
SN,CS,siddi,187,54.33,30.61,29.72787111
SN,CS,siddi,189,54.33,30.61,29.72787111
SN,CS,siddi,1082,54.38,25.5,29.77699185
SN,CS,siddi,1,54.52,28.61,29.91452991
SN,CS,siddi,1081,54.59,25.11,29.98329895
SN,CS,siddi,193,54.79,30.7,30.1797819
SN,CS,siddi,848,55.05,26.04,30.43520975
SN,CS,siddi,185,55.18,30.92,30.56292367
SN,CS,siddi,186,55.18,30.92,30.56292367
SN,CS,siddi,832,55.32,26.31,30.70046173
SN,CS,siddi,192,55.43,30.91,30.80852736
SN,CS,siddi,112,55.5,28.78,30.87729639
SN,CS,siddi,1087,55.61,23.45,30.98536202
SN,CS,siddi,190,55.67,31.18,31.04430691
SN,CS,siddi,159,55.87,29.33,31.24078986
SN,CS,siddi,198,55.93,31.3,31.29973475
SN,CS,siddi,184,56.09,31.32,31.45692111
SN,CS,siddi,196,56.11,31.22,31.47656941
SN,CS,siddi,191,56.12,31.28,31.48639356
SN,CS,siddi,194,56.12,31.28,31.48639356
SN,CS,siddi,180,56.35,31.37,31.71234895
SN,CS,siddi,274,56.4,31.24,31.76146969
SN,CS,siddi,181,56.45,31.46,31.81059043
SN,CS,siddi,197,56.57,31.51,31.9284802
SN,CS,siddi,201,56.61,31.58,31.9677768
SN,CS,siddi,202,56.62,31.51,31.97760094
SN,CS,siddi,203,56.62,31.51,31.97760094
SN,CS,siddi,182,56.78,31.54,32.13478731
SN,CS,siddi,183,56.78,31.54,32.13478731
SN,CS,siddi,199,56.89,31.71,32.24285293
SN,CS,siddi,1169,56.89,17.53,32.24285293
SN,CS,siddi,200,57.26,31.79,32.6063464
SN,CS,siddi,179,57.36,31.8,32.70458788
SN,CS,siddi,1318,57.6,30.83,32.94036742
SN,CS,siddi,195,57.7,31.84,33.0386089
SN,CS,siddi,1231,57.75,14.1,33.08772964
SN,CS,siddi,140,57.87,23.21,33.20561941
SN,CS,siddi,846,58.2,27.01,33.52981629
SN,CS,siddi,847,58.3,26.53,33.62805777
SN,CS,siddi,204,58.41,32.16,33.73612339
SN,CS,siddi,90,58.57,32.25,33.89330976
SN,CS,siddi,2,58.59,30.73,33.91295805
SN,CS,siddi,177,58.64,32.33,33.96207879
SN,CS,siddi,205,59.05,32.52,34.36486885
SN,CS,siddi,178,59.09,32.46,34.40416544
SN,CS,siddi,176,59.16,32.51,34.47293447
SN,CS,siddi,88,59.22,32.6,34.53187936
SN,CS,siddi,91,59.38,32.64,34.68906572
SN,CS,siddi,92,59.38,32.64,34.68906572
