Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,AS,nidana,1,13.82,5.52,35.56,0.89,0.12,0.06
SN,AS,nidana,2,13.76,5.55,35.6,0.89,0.12,0.06
SN,AS,nidana,3,13.78,5.55,35.64,0.89,0.12,0.06
SN,AS,nidana,4,13.78,5.48,35.2,0.89,0.12,0.06
SN,AS,nidana,5,13.75,5.43,34.75,0.88,0.12,0.06
SN,AS,nidana,6,13.74,5.31,33.91,0.88,0.12,0.06
SN,AS,nidana,7,13.76,5.13,32.88,0.88,0.12,0.06
SN,AS,nidana,8,13.61,4.95,31.37,0.88,0.13,0.06
SN,AS,nidana,9,13.27,5.17,31.85,0.88,0.12,0.05
SN,AS,nidana,10,13.39,5.33,33.13,0.88,0.12,0.06
SN,AS,nidana,11,13.41,5.33,33.17,0.88,0.12,0.06
SN,AS,nidana,12,13.42,5.32,33.12,0.88,0.12,0.06
SN,AS,nidana,13,13.66,5.13,32.56,0.88,0.12,0.06
SN,AS,nidana,14,13.8,4.99,31.89,0.87,0.13,0.06
SN,AS,nidana,15,13.74,5.0,31.71,0.87,0.13,0.06
SN,AS,nidana,16,13.63,5.07,31.88,0.88,0.13,0.06
SN,AS,nidana,17,13.74,4.95,31.39,0.88,0.13,0.06
SN,AS,nidana,18,13.53,5.0,31.23,0.87,0.13,0.06
SN,AS,nidana,19,13.48,5.03,31.31,0.88,0.13,0.06
SN,AS,nidana,20,13.18,4.88,29.8,0.87,0.13,0.05
SN,AS,nidana,21,13.31,4.8,29.53,0.88,0.13,0.05
SN,AS,nidana,22,13.47,4.71,29.28,0.88,0.13,0.05
SN,AS,nidana,23,13.56,4.69,29.4,0.88,0.13,0.05
SN,AS,nidana,24,13.53,4.69,29.33,0.88,0.13,0.05
SN,AS,nidana,25,13.63,4.67,29.4,0.88,0.13,0.05
SN,AS,nidana,26,13.64,4.68,29.43,0.89,0.13,0.05
SN,AS,nidana,27,13.72,4.61,29.15,0.88,0.13,0.05
SN,AS,nidana,28,13.84,4.56,29.01,0.89,0.13,0.06
SN,AS,nidana,29,13.82,4.56,28.99,0.89,0.13,0.06
SN,AS,nidana,30,13.8,4.59,29.12,0.89,0.13,0.06
SN,AS,nidana,31,13.85,4.55,29.0,0.89,0.13,0.06
SN,AS,nidana,32,13.74,4.55,28.76,0.89,0.13,0.05
SN,AS,nidana,33,13.75,4.56,28.87,0.89,0.13,0.05
SN,AS,nidana,34,13.77,4.57,28.96,0.89,0.13,0.05
SN,AS,nidana,35,13.81,4.57,29.04,0.89,0.13,0.05
SN,AS,nidana,36,13.7,4.56,28.76,0.88,0.13,0.05
SN,AS,nidana,37,13.64,4.57,28.72,0.88,0.13,0.05
SN,AS,nidana,38,13.71,4.53,28.63,0.88,0.13,0.05
SN,AS,nidana,39,13.74,4.52,28.61,0.88,0.13,0.05
SN,AS,nidana,40,13.59,4.55,28.48,0.87,0.13,0.04
SN,AS,nidana,41,13.65,4.53,28.52,0.87,0.13,0.04
SN,AS,nidana,42,13.61,4.55,28.47,0.87,0.13,0.04
SN,AS,nidana,43,13.78,4.51,28.55,0.87,0.13,0.04
SN,AS,nidana,44,13.9,4.48,28.63,0.88,0.13,0.04
SN,AS,nidana,45,12.76,4.47,25.81,0.88,0.13,0.04
SN,AS,nidana,46,12.06,4.51,24.55,0.88,0.13,0.04
SN,AS,nidana,47,11.18,4.49,22.61,0.88,0.13,0.03
SN,AS,nidana,48,11.12,4.53,22.71,0.88,0.13,0.03
SN,AS,nidana,49,10.2,4.45,20.23,0.88,0.13,0.02
SN,AS,nidana,50,10.32,4.39,20.15,0.88,0.13,0.03
SN,AS,nidana,51,10.3,4.43,20.29,0.89,0.13,0.03
SN,AS,nidana,52,10.35,4.41,20.29,0.89,0.13,0.03
SN,AS,nidana,53,10.35,4.41,20.29,0.89,0.13,0.03
SN,AS,nidana,54,10.28,4.45,20.29,0.89,0.13,0.03
SN,AS,nidana,55,10.33,4.43,20.32,0.89,0.13,0.03
SN,AS,nidana,56,10.29,4.44,20.33,0.89,0.13,0.03
SN,AS,nidana,57,10.37,4.41,20.32,0.89,0.13,0.03
SN,AS,nidana,58,10.34,4.43,20.32,0.89,0.13,0.03
SN,AS,nidana,59,10.35,4.43,20.33,0.89,0.13,0.03
SN,AS,nidana,60,10.29,4.44,20.33,0.89,0.13,0.03
SN,AS,nidana,61,10.28,4.44,20.32,0.89,0.13,0.03
SN,AS,nidana,62,10.29,4.44,20.28,0.89,0.13,0.03
SN,AS,nidana,63,10.37,4.41,20.28,0.89,0.13,0.03
SN,AS,nidana,64,10.39,4.4,20.28,0.89,0.13,0.03
SN,AS,nidana,65,10.32,4.43,20.28,0.89,0.13,0.03
SN,AS,nidana,66,10.24,4.45,20.31,0.9,0.13,0.03
SN,AS,nidana,67,10.24,4.45,20.29,0.9,0.13,0.03
SN,AS,nidana,68,10.23,4.45,20.29,0.9,0.13,0.03
SN,AS,nidana,69,10.15,4.48,20.28,0.89,0.13,0.03
SN,AS,nidana,70,10.21,4.45,20.25,0.89,0.13,0.03
SN,AS,nidana,71,10.31,4.39,20.23,0.89,0.13,0.03
SN,AS,nidana,72,10.42,4.33,20.21,0.9,0.13,0.03
SN,AS,nidana,73,10.41,4.35,20.23,0.9,0.13,0.03
SN,AS,nidana,74,10.37,4.36,20.24,0.9,0.13,0.03
SN,AS,nidana,75,10.4,4.33,20.24,0.9,0.13,0.03
SN,AS,nidana,76,10.51,4.29,20.25,0.91,0.13,0.03
SN,AS,nidana,77,10.52,4.29,20.25,0.91,0.13,0.03
SN,AS,nidana,78,10.62,4.25,20.24,0.91,0.13,0.04
SN,AS,nidana,79,10.55,4.31,20.37,0.91,0.13,0.04
SN,AS,nidana,80,10.66,4.29,20.49,0.91,0.13,0.04
SN,AS,nidana,81,10.63,4.31,20.55,0.91,0.13,0.04
SN,AS,nidana,82,10.56,4.35,20.57,0.9,0.13,0.04
SN,AS,nidana,83,10.54,4.29,20.35,0.9,0.13,0.04
SN,AS,nidana,84,10.54,3.88,18.24,0.91,0.13,0.04
SN,AS,nidana,85,10.26,3.68,16.73,0.92,0.13,0.04
SN,AS,nidana,86,10.26,3.69,16.77,0.91,0.13,0.04
SN,AS,nidana,87,10.26,3.73,16.93,0.91,0.13,0.04
SN,AS,nidana,88,10.3,3.73,16.93,0.91,0.13,0.04
SN,AS,nidana,89,10.35,3.71,16.95,0.92,0.13,0.04
SN,AS,nidana,90,10.27,3.72,16.95,0.92,0.13,0.04
SN,AS,nidana,91,10.36,3.69,16.96,0.92,0.13,0.04
SN,AS,nidana,92,10.26,3.73,16.96,0.92,0.13,0.04
SN,AS,nidana,93,10.3,3.72,16.96,0.92,0.13,0.04
SN,AS,nidana,94,10.26,3.73,16.97,0.92,0.13,0.04
SN,AS,nidana,95,10.24,3.75,16.99,0.92,0.13,0.04
SN,AS,nidana,96,10.26,3.75,17.03,0.92,0.13,0.04
SN,AS,nidana,97,10.33,3.72,17.04,0.92,0.13,0.05
SN,AS,nidana,98,10.27,3.76,17.04,0.91,0.13,0.05
SN,AS,nidana,99,10.05,3.84,17.05,0.91,0.13,0.04
SN,AS,nidana,100,9.95,3.88,17.07,0.91,0.13,0.04
SN,AS,nidana,101,9.84,3.91,17.07,0.91,0.13,0.04
SN,AS,nidana,102,9.87,3.89,17.08,0.9,0.13,0.04
SN,AS,nidana,103,9.86,3.89,17.08,0.91,0.13,0.04
SN,AS,nidana,104,9.92,3.87,17.08,0.91,0.13,0.04
SN,AS,nidana,105,9.94,3.87,17.07,0.91,0.13,0.04
SN,AS,nidana,106,9.88,3.89,17.07,0.9,0.13,0.04
SN,AS,nidana,107,9.89,3.89,17.08,0.91,0.13,0.04
SN,AS,nidana,108,9.89,3.89,17.11,0.91,0.13,0.04
SN,AS,nidana,109,9.81,3.92,17.11,0.9,0.13,0.04
SN,AS,nidana,110,9.74,3.95,17.11,0.91,0.13,0.04
SN,AS,nidana,111,9.81,3.91,17.12,0.91,0.13,0.04
SN,AS,nidana,112,9.81,3.91,17.12,0.91,0.13,0.04
SN,AS,nidana,113,9.88,3.88,17.12,0.91,0.13,0.04
SN,AS,nidana,114,9.79,3.92,17.12,0.91,0.13,0.04
SN,AS,nidana,115,9.82,3.92,17.12,0.92,0.13,0.04
SN,AS,nidana,116,9.62,3.99,17.04,0.92,0.13,0.04
SN,AS,nidana,117,9.57,3.99,16.95,0.91,0.13,0.04
SN,AS,nidana,118,9.43,4.03,16.88,0.91,0.13,0.03
SN,AS,nidana,119,9.25,4.08,16.8,0.91,0.13,0.03
SN,AS,nidana,120,9.15,4.09,16.72,0.91,0.13,0.03
SN,AS,nidana,121,9.13,4.07,16.64,0.91,0.13,0.03
SN,AS,nidana,122,9.07,4.08,16.63,0.9,0.13,0.03
SN,AS,nidana,123,9.11,4.07,16.63,0.9,0.13,0.03
SN,AS,nidana,124,9.31,3.99,16.63,0.91,0.13,0.03
SN,AS,nidana,125,9.24,4.03,16.64,0.91,0.13,0.03
SN,AS,nidana,126,9.32,4.0,16.64,0.91,0.13,0.03
SN,AS,nidana,127,9.26,4.01,16.64,0.91,0.13,0.03
SN,AS,nidana,128,9.3,4.0,16.65,0.9,0.13,0.03
SN,AS,nidana,129,9.18,4.04,16.67,0.9,0.13,0.03
SN,AS,nidana,130,9.14,4.07,16.65,0.89,0.13,0.03
SN,AS,nidana,131,9.23,4.03,16.67,0.89,0.13,0.03
SN,AS,nidana,132,9.23,4.01,16.65,0.9,0.13,0.03
SN,AS,nidana,133,9.19,4.03,16.67,0.89,0.13,0.03
SN,AS,nidana,134,9.15,4.04,16.65,0.88,0.13,0.03
SN,AS,nidana,135,9.09,4.07,16.64,0.89,0.13,0.03
SN,AS,nidana,136,9.01,4.09,16.63,0.88,0.13,0.03
SN,AS,nidana,137,8.94,4.11,16.65,0.88,0.13,0.03
SN,AS,nidana,138,8.89,4.12,16.65,0.88,0.13,0.03
SN,AS,nidana,139,8.84,4.13,16.64,0.88,0.13,0.03
SN,AS,nidana,140,8.77,4.16,16.64,0.88,0.13,0.03
SN,AS,nidana,141,8.84,4.12,16.61,0.88,0.13,0.03
SN,AS,nidana,142,8.76,4.16,16.61,0.88,0.13,0.03
SN,AS,nidana,143,8.84,4.13,16.63,0.88,0.13,0.03
SN,AS,nidana,144,8.88,4.11,16.64,0.88,0.13,0.03
SN,AS,nidana,145,8.78,4.15,16.65,0.87,0.13,0.03
SN,AS,nidana,146,8.74,4.19,16.65,0.87,0.13,0.03
SN,AS,nidana,147,8.74,4.19,16.65,0.87,0.13,0.03
SN,AS,nidana,148,8.84,4.15,16.63,0.87,0.13,0.03
SN,AS,nidana,149,8.82,4.16,16.63,0.87,0.13,0.03
SN,AS,nidana,150,8.78,4.19,16.63,0.87,0.13,0.03
SN,AS,nidana,151,8.65,4.24,16.63,0.86,0.13,0.03
SN,AS,nidana,152,8.66,4.24,16.64,0.86,0.13,0.03
SN,AS,nidana,153,8.6,4.27,16.67,0.87,0.13,0.02
SN,AS,nidana,154,8.71,4.23,16.64,0.87,0.13,0.02
SN,AS,nidana,155,8.56,4.29,16.63,0.86,0.13,0.02
SN,AS,nidana,156,8.61,4.27,16.63,0.86,0.13,0.02
SN,AS,nidana,157,8.69,4.23,16.63,0.86,0.13,0.02
SN,AS,nidana,158,8.7,4.24,16.65,0.86,0.13,0.02
SN,AS,nidana,159,8.58,4.29,16.67,0.86,0.13,0.02
SN,AS,nidana,160,8.6,4.28,16.67,0.86,0.13,0.02
SN,AS,nidana,161,8.63,4.25,16.67,0.87,0.13,0.02
SN,AS,nidana,162,8.67,4.24,16.67,0.87,0.13,0.02
SN,AS,nidana,163,8.59,4.28,16.65,0.87,0.13,0.01
SN,AS,nidana,164,8.59,4.28,16.65,0.87,0.13,0.01
SN,AS,nidana,165,8.7,4.24,16.67,0.87,0.13,0.01
SN,AS,nidana,166,8.78,4.21,16.67,0.87,0.13,0.01
SN,AS,nidana,167,8.8,4.2,16.65,0.87,0.13,0.01
SN,AS,nidana,168,8.78,4.2,16.65,0.87,0.13,0.01
SN,AS,nidana,169,8.87,4.17,16.64,0.87,0.13,0.01
SN,AS,nidana,170,8.89,4.17,16.64,0.87,0.13,0.01
SN,AS,nidana,171,8.84,4.19,16.6,0.87,0.13,0.01
SN,AS,nidana,172,8.75,4.23,16.59,0.87,0.13,0.01
SN,AS,nidana,173,8.71,4.24,16.57,0.87,0.13,0.01
SN,AS,nidana,174,8.84,4.19,16.56,0.87,0.13,0.01
SN,AS,nidana,175,8.87,4.17,16.55,0.87,0.13,0.01
SN,AS,nidana,176,8.86,4.19,16.56,0.87,0.13,0.01
SN,AS,nidana,177,8.78,4.21,16.55,0.87,0.13,0.01
SN,AS,nidana,178,8.71,4.25,16.55,0.86,0.13,0.01
SN,AS,nidana,179,8.63,4.28,16.55,0.86,0.13,0.01
SN,AS,nidana,180,8.62,4.28,16.56,0.87,0.13,0.01
SN,AS,nidana,181,8.63,4.28,16.56,0.87,0.13,0.01
SN,AS,nidana,182,8.58,4.31,16.55,0.87,0.13,0.01
SN,AS,nidana,183,8.51,4.35,16.52,0.87,0.13,0.01
SN,AS,nidana,184,8.48,4.36,16.51,0.87,0.13,0.01
SN,AS,nidana,185,8.49,4.36,16.53,0.87,0.13,0.01
SN,AS,nidana,186,8.37,4.43,16.56,0.88,0.13,0.01
SN,AS,nidana,187,8.38,4.43,16.56,0.88,0.13,0.01
SN,AS,nidana,188,8.31,4.45,16.56,0.88,0.13,0.01
SN,AS,nidana,189,8.31,4.45,16.59,0.88,0.13,0.01
SN,AS,nidana,190,8.34,4.45,16.76,0.88,0.13,0.01
SN,AS,nidana,191,8.39,4.47,16.92,0.89,0.13,0.01
SN,AS,nidana,192,8.4,4.43,16.8,0.89,0.13,0.01
