Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,AS,uttara,1,11.06,4.73,24.37,0.88,0.13,0.05
SN,AS,uttara,2,10.96,4.77,24.37,0.87,0.13,0.05
SN,AS,uttara,3,10.97,4.77,24.4,0.87,0.13,0.05
SN,AS,uttara,4,11.08,4.71,24.28,0.87,0.13,0.06
SN,AS,uttara,5,10.72,4.57,22.63,0.87,0.13,0.05
SN,AS,uttara,6,10.76,4.57,22.71,0.87,0.13,0.05
SN,AS,uttara,7,10.86,4.51,22.53,0.87,0.13,0.05
SN,AS,uttara,8,10.78,4.55,22.57,0.88,0.13,0.05
SN,AS,uttara,9,10.85,4.53,22.57,0.88,0.13,0.05
SN,AS,uttara,10,10.94,4.51,22.59,0.88,0.13,0.05
SN,AS,uttara,11,11.01,4.49,22.59,0.88,0.13,0.05
SN,AS,uttara,12,11.04,4.48,22.63,0.88,0.13,0.05
SN,AS,uttara,13,10.96,4.43,22.23,0.86,0.13,0.05
SN,AS,uttara,14,10.88,4.48,22.33,0.86,0.13,0.05
SN,AS,uttara,15,10.91,4.49,22.4,0.86,0.13,0.05
SN,AS,uttara,16,10.96,4.4,21.92,0.86,0.13,0.05
SN,AS,uttara,17,10.86,4.36,21.47,0.86,0.13,0.05
SN,AS,uttara,18,10.81,4.37,21.45,0.86,0.13,0.05
SN,AS,uttara,19,10.64,4.35,20.97,0.87,0.13,0.05
SN,AS,uttara,20,10.57,4.36,20.95,0.87,0.13,0.05
SN,AS,uttara,21,10.58,4.35,20.88,0.87,0.13,0.05
SN,AS,uttara,22,10.54,4.36,20.83,0.87,0.13,0.05
SN,AS,uttara,23,10.52,4.36,20.81,0.87,0.13,0.05
SN,AS,uttara,24,10.49,4.41,21.0,0.87,0.13,0.05
SN,AS,uttara,25,10.45,4.43,21.0,0.87,0.13,0.05
SN,AS,uttara,26,10.5,4.4,21.01,0.88,0.13,0.05
SN,AS,uttara,27,10.5,4.36,20.84,0.87,0.13,0.05
