Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,AS,sutra,1,9.52,3.99,16.84,0.93,0.13,0.02
SN,AS,sutra,2,9.49,3.99,16.73,0.93,0.13,0.02
SN,AS,sutra,3,9.52,3.96,16.64,0.93,0.13,0.02
SN,AS,sutra,4,9.57,3.89,16.45,0.92,0.13,0.02
SN,AS,sutra,5,9.58,3.89,16.44,0.92,0.13,0.02
SN,AS,sutra,6,9.56,3.91,16.44,0.92,0.13,0.02
SN,AS,sutra,7,9.59,3.89,16.45,0.92,0.13,0.02
SN,AS,sutra,8,9.61,3.88,16.44,0.92,0.13,0.02
SN,AS,sutra,9,9.54,3.91,16.45,0.92,0.13,0.02
SN,AS,sutra,10,9.6,3.88,16.44,0.92,0.13,0.03
SN,AS,sutra,11,9.53,3.91,16.44,0.91,0.13,0.02
SN,AS,sutra,12,9.51,3.92,16.45,0.91,0.13,0.02
SN,AS,sutra,13,9.44,3.95,16.45,0.91,0.13,0.02
SN,AS,sutra,14,9.45,3.95,16.45,0.91,0.13,0.02
SN,AS,sutra,15,9.4,3.97,16.45,0.9,0.13,0.02
SN,AS,sutra,16,9.27,4.01,16.47,0.9,0.13,0.02
SN,AS,sutra,17,9.23,4.03,16.47,0.9,0.13,0.02
SN,AS,sutra,18,9.32,3.99,16.47,0.91,0.13,0.02
SN,AS,sutra,19,9.36,3.99,16.48,0.91,0.13,0.02
SN,AS,sutra,20,9.45,3.95,16.47,0.91,0.13,0.02
SN,AS,sutra,21,9.45,3.95,16.44,0.91,0.13,0.02
SN,AS,sutra,22,9.52,3.92,16.43,0.9,0.13,0.03
SN,AS,sutra,23,9.67,3.84,16.41,0.91,0.13,0.03
SN,AS,sutra,24,9.69,3.83,16.41,0.91,0.13,0.03
SN,AS,sutra,25,9.85,3.76,16.43,0.91,0.13,0.03
SN,AS,sutra,26,9.89,3.75,16.43,0.91,0.13,0.04
SN,AS,sutra,27,9.91,3.75,16.43,0.91,0.13,0.04
SN,AS,sutra,28,9.99,3.72,16.44,0.91,0.13,0.04
SN,AS,sutra,29,10.13,3.67,16.43,0.91,0.13,0.04
SN,AS,sutra,30,10.23,3.64,16.41,0.91,0.13,0.04
SN,AS,sutra,31,10.16,3.65,16.41,0.91,0.13,0.04
SN,AS,sutra,32,10.19,3.65,16.43,0.91,0.13,0.04
SN,AS,sutra,33,10.19,3.65,16.43,0.91,0.13,0.04
SN,AS,sutra,34,10.16,3.67,16.43,0.91,0.13,0.04
SN,AS,sutra,35,10.22,3.65,16.43,0.91,0.13,0.04
SN,AS,sutra,36,10.11,3.69,16.44,0.9,0.13,0.04
SN,AS,sutra,37,10.18,3.67,16.43,0.89,0.13,0.04
SN,AS,sutra,38,10.24,3.65,16.43,0.89,0.13,0.04
SN,AS,sutra,39,10.29,3.63,16.41,0.89,0.13,0.04
SN,AS,sutra,40,10.42,3.59,16.41,0.9,0.13,0.04
SN,AS,sutra,41,10.47,3.57,16.41,0.9,0.13,0.04
SN,AS,sutra,42,10.47,3.57,16.44,0.91,0.13,0.04
SN,AS,sutra,43,10.6,3.52,16.43,0.92,0.13,0.05
SN,AS,sutra,44,10.52,3.55,16.41,0.92,0.13,0.04
SN,AS,sutra,45,10.46,3.56,16.39,0.91,0.13,0.04
SN,AS,sutra,46,10.48,3.55,16.39,0.91,0.13,0.04
SN,AS,sutra,47,10.43,3.56,16.39,0.9,0.13,0.04
SN,AS,sutra,48,10.41,3.57,16.4,0.9,0.13,0.04
SN,AS,sutra,49,10.28,3.61,16.39,0.89,0.13,0.04
SN,AS,sutra,50,10.24,3.61,16.4,0.88,0.13,0.04
SN,AS,sutra,51,10.39,3.56,16.4,0.88,0.13,0.04
SN,AS,sutra,52,10.45,3.53,16.4,0.88,0.13,0.04
SN,AS,sutra,53,10.53,3.53,16.63,0.88,0.13,0.04
SN,AS,sutra,54,10.46,3.55,16.6,0.88,0.13,0.04
SN,AS,sutra,55,10.56,3.52,16.61,0.88,0.13,0.04
SN,AS,sutra,56,10.59,3.51,16.61,0.87,0.13,0.04
SN,AS,sutra,57,10.6,3.51,16.6,0.88,0.13,0.04
SN,AS,sutra,58,10.69,3.48,16.6,0.88,0.13,0.04
SN,AS,sutra,59,10.65,3.51,16.61,0.88,0.13,0.04
SN,AS,sutra,60,10.75,3.48,16.63,0.88,0.13,0.04
SN,AS,sutra,61,10.76,3.48,16.64,0.88,0.13,0.04
SN,AS,sutra,62,10.81,3.47,16.64,0.88,0.13,0.04
SN,AS,sutra,63,10.79,3.47,16.65,0.88,0.13,0.04
SN,AS,sutra,64,10.74,3.49,16.65,0.88,0.13,0.04
SN,AS,sutra,65,10.69,3.51,16.68,0.88,0.13,0.04
SN,AS,sutra,66,10.73,3.49,16.68,0.88,0.13,0.04
