Text_Type,Book,Chapter,Window,G,GGG,GGL,GLG,LG,L,LLG,LGL,LGG,GLL,GG,LLL,LL,GL
SN,AS,sutra,1,23,20,18,33,1,1,5,35,11,11,0,0,0,0
SN,AS,sutra,2,23,19,16,32,1,1,6,36,11,11,0,0,0,0
SN,AS,sutra,3,23,20,15,30,1,1,7,35,12,10,0,0,0,0
SN,AS,sutra,4,22,15,16,32,1,1,7,34,11,9,0,0,0,0
SN,AS,sutra,5,22,15,16,31,1,1,6,35,12,9,0,0,0,0
SN,AS,sutra,6,22,16,15,32,1,1,6,35,12,8,0,0,0,0
SN,AS,sutra,7,23,14,16,32,0,1,6,37,12,8,0,0,0,0
SN,AS,sutra,8,23,14,17,32,0,1,7,36,11,8,0,0,0,0
SN,AS,sutra,9,23,14,17,32,0,1,8,35,11,8,0,0,0,0
SN,AS,sutra,10,23,14,18,32,0,1,8,35,11,7,0,0,0,0
SN,AS,sutra,11,23,16,18,33,0,1,7,34,11,6,0,0,0,0
SN,AS,sutra,12,23,15,17,35,0,1,7,34,11,6,0,0,0,0
SN,AS,sutra,13,23,15,16,37,0,1,6,34,12,5,0,0,0,0
SN,AS,sutra,14,23,16,15,39,0,1,5,33,12,5,0,0,0,0
SN,AS,sutra,15,23,18,16,38,0,1,5,32,12,4,0,0,0,0
SN,AS,sutra,16,23,19,17,36,0,1,5,33,11,4,0,0,0,0
SN,AS,sutra,17,22,20,18,35,0,2,4,34,10,4,0,0,0,0
SN,AS,sutra,18,21,21,17,34,0,3,6,34,10,3,0,0,0,0
SN,AS,sutra,19,21,22,18,33,0,3,6,33,10,3,0,0,0,0
SN,AS,sutra,20,21,22,17,33,0,3,6,33,11,3,0,0,0,0
SN,AS,sutra,21,21,24,16,32,0,3,7,33,10,3,0,0,0,0
SN,AS,sutra,22,20,26,16,32,0,4,7,33,8,3,0,0,0,0
SN,AS,sutra,23,21,26,18,30,0,3,7,33,8,3,0,0,0,0
SN,AS,sutra,24,21,25,18,30,0,3,7,33,8,4,0,0,0,0
SN,AS,sutra,25,21,27,16,29,0,3,8,33,8,4,0,0,0,0
SN,AS,sutra,26,21,26,17,29,0,3,8,33,8,4,0,0,0,0
SN,AS,sutra,27,21,27,18,29,0,3,7,32,9,3,0,0,0,0
SN,AS,sutra,28,20,29,18,29,1,3,6,31,8,3,0,0,0,0
SN,AS,sutra,29,21,30,18,28,1,3,6,31,8,3,0,0,0,0
SN,AS,sutra,30,21,31,19,28,1,3,7,30,7,2,0,0,0,0
SN,AS,sutra,31,21,29,19,28,1,3,7,30,9,2,0,0,0,0
SN,AS,sutra,32,20,30,18,28,1,4,7,29,9,3,0,0,0,0
SN,AS,sutra,33,20,30,17,28,1,4,6,29,11,3,0,0,0,0
SN,AS,sutra,34,20,30,17,28,1,4,6,29,11,3,0,0,0,0
SN,AS,sutra,35,20,31,16,29,1,4,6,28,11,3,0,0,0,0
SN,AS,sutra,36,20,30,16,30,1,4,6,28,11,3,0,0,0,0
SN,AS,sutra,37,20,32,16,28,1,4,6,27,12,3,0,0,0,0
SN,AS,sutra,38,20,33,18,26,1,4,6,26,12,3,0,0,0,0
SN,AS,sutra,39,20,31,18,24,1,4,7,26,13,5,0,0,0,0
SN,AS,sutra,40,20,30,18,24,1,4,7,26,13,6,0,0,0,0
SN,AS,sutra,41,20,31,18,24,1,4,7,25,13,6,0,0,0,0
SN,AS,sutra,42,21,30,16,24,1,3,7,25,15,7,0,0,0,0
SN,AS,sutra,43,22,29,17,25,1,2,6,25,14,8,0,0,0,0
SN,AS,sutra,44,22,29,15,25,1,2,7,25,15,8,0,0,0,0
SN,AS,sutra,45,22,30,15,24,1,2,7,26,13,9,0,0,0,0
SN,AS,sutra,46,22,29,15,23,1,2,8,27,13,9,0,0,0,0
SN,AS,sutra,47,23,26,15,22,1,1,8,29,14,10,0,0,0,0
SN,AS,sutra,48,23,26,12,24,1,1,8,29,14,11,0,0,0,0
SN,AS,sutra,49,23,26,12,23,1,1,8,29,15,11,0,0,0,0
SN,AS,sutra,50,22,25,12,22,1,2,8,29,17,11,0,0,0,0
SN,AS,sutra,51,22,24,12,23,1,2,9,29,17,10,0,0,0,0
SN,AS,sutra,52,22,24,13,23,1,2,9,29,16,10,0,0,0,0
SN,AS,sutra,53,23,22,14,23,0,2,9,30,17,10,0,0,0,0
SN,AS,sutra,54,23,24,13,22,0,2,9,30,17,10,0,0,0,0
SN,AS,sutra,55,23,23,13,23,0,2,8,31,17,10,0,0,0,0
SN,AS,sutra,56,23,23,14,22,0,2,9,31,16,10,0,0,0,0
SN,AS,sutra,57,24,23,16,20,0,1,10,31,16,9,0,0,0,0
SN,AS,sutra,58,24,22,16,19,0,1,10,33,15,10,0,0,0,0
SN,AS,sutra,59,24,21,17,20,0,1,9,33,15,10,0,0,0,0
SN,AS,sutra,60,24,21,17,19,0,1,9,34,15,10,0,0,0,0
SN,AS,sutra,61,24,20,16,20,0,1,9,35,15,10,0,0,0,0
SN,AS,sutra,62,24,18,17,22,0,1,9,35,14,10,0,0,0,0
SN,AS,sutra,63,24,18,16,22,0,1,9,36,13,11,0,0,0,0
SN,AS,sutra,64,24,19,16,24,0,1,8,36,13,9,0,0,0,0
SN,AS,sutra,65,24,19,15,24,0,1,9,36,13,9,0,0,0,0
SN,AS,sutra,66,24,18,15,23,0,1,9,37,13,10,0,0,0,0
SN,AS,sutra,67,23,19,17,23,0,2,9,37,11,9,0,0,0,0
SN,AS,sutra,68,23,21,17,23,0,2,8,37,11,8,0,0,0,0
SN,AS,sutra,69,23,22,17,22,0,2,8,37,11,8,0,0,0,0
SN,AS,sutra,70,23,22,17,23,0,2,8,36,11,8,0,0,0,0
SN,AS,sutra,71,23,22,18,24,0,2,6,35,12,8,0,0,0,0
SN,AS,sutra,72,23,23,19,25,0,2,6,33,12,7,0,0,0,0
SN,AS,sutra,73,23,22,19,23,0,2,6,34,13,8,0,0,0,0
SN,AS,sutra,74,23,23,19,25,0,2,6,34,11,7,0,0,0,0
SN,AS,sutra,75,24,22,20,28,0,1,5,34,9,7,0,0,0,0
SN,AS,sutra,76,24,22,19,29,0,1,4,35,9,7,0,0,0,0
SN,AS,sutra,77,24,22,18,28,0,1,4,36,10,7,0,0,0,0
SN,AS,sutra,78,24,24,17,27,0,1,5,36,9,7,0,0,0,0
SN,AS,sutra,79,24,23,18,27,0,1,5,36,9,7,0,0,0,0
SN,AS,sutra,80,24,22,18,27,0,1,5,35,11,7,0,0,0,0
SN,AS,sutra,81,24,23,18,27,0,1,4,35,11,7,0,0,0,0
SN,AS,sutra,82,24,23,16,28,0,1,3,35,12,8,0,0,0,0
SN,AS,sutra,83,23,25,17,29,0,2,3,33,11,7,0,0,0,0
SN,AS,sutra,84,22,26,16,29,0,3,3,33,11,7,0,0,0,0
SN,AS,sutra,85,22,25,15,29,0,3,4,32,13,7,0,0,0,0
SN,AS,sutra,86,22,26,15,27,0,3,4,32,13,8,0,0,0,0
SN,AS,sutra,87,21,26,14,25,0,4,5,33,13,9,0,0,0,0
SN,AS,sutra,88,21,26,14,27,0,4,5,32,13,8,0,0,0,0
SN,AS,sutra,89,21,26,14,25,0,4,6,34,12,8,0,0,0,0
SN,AS,sutra,90,21,26,15,26,0,4,5,34,12,7,0,0,0,0
SN,AS,sutra,91,21,26,16,27,0,4,5,33,12,6,0,0,0,0
SN,AS,sutra,92,22,25,14,29,0,3,5,33,12,7,0,0,0,0
SN,AS,sutra,93,22,23,16,28,0,3,6,33,12,7,0,0,0,0
SN,AS,sutra,94,22,23,17,29,0,3,5,33,11,7,0,0,0,0
SN,AS,sutra,95,21,22,17,29,0,4,6,33,12,6,0,0,0,0
SN,AS,sutra,96,20,22,16,30,0,5,6,33,12,6,0,0,0,0
SN,AS,sutra,97,20,23,16,30,0,5,6,33,11,6,0,0,0,0
SN,AS,sutra,98,20,24,16,32,0,5,6,32,11,4,0,0,0,0
SN,AS,sutra,99,20,24,16,30,0,5,7,32,12,4,0,0,0,0
SN,AS,sutra,100,20,25,15,28,0,5,7,33,12,5,0,0,0,0
SN,AS,sutra,101,20,26,16,26,0,5,8,32,12,5,0,0,0,0
SN,AS,sutra,102,20,26,17,26,0,5,8,31,12,5,0,0,0,0
SN,AS,sutra,103,19,25,18,27,0,5,8,31,15,5,1,0,0,0
SN,AS,sutra,104,18,23,18,28,1,5,9,30,15,5,1,0,0,0
SN,AS,sutra,105,18,23,18,29,1,5,10,30,13,5,1,0,0,0
SN,AS,sutra,106,18,22,20,28,1,5,10,31,12,5,1,0,0,0
SN,AS,sutra,107,18,22,20,29,1,5,10,31,11,5,1,0,0,0
SN,AS,sutra,108,19,22,20,28,1,4,11,31,11,5,1,0,0,0
SN,AS,sutra,109,20,23,19,28,1,3,11,31,11,5,1,0,0,0
SN,AS,sutra,110,20,24,21,27,1,3,10,31,10,5,1,0,0,0
SN,AS,sutra,111,20,24,22,28,1,3,10,30,10,4,1,0,0,0
SN,AS,sutra,112,21,26,22,28,1,2,10,29,10,3,1,0,0,0
SN,AS,sutra,113,21,26,22,27,1,2,10,29,11,3,1,0,0,0
SN,AS,sutra,114,21,27,22,28,1,2,9,28,11,3,1,0,0,0
SN,AS,sutra,115,21,27,21,28,1,2,9,28,11,4,1,0,0,0
SN,AS,sutra,116,21,27,19,28,1,2,9,29,12,4,1,0,0,0
SN,AS,sutra,117,21,29,20,26,1,2,9,29,12,3,1,0,0,0
SN,AS,sutra,118,21,29,17,28,1,2,8,30,13,3,1,0,0,0
SN,AS,sutra,119,21,27,17,27,1,2,10,30,14,3,1,0,0,0
SN,AS,sutra,120,22,27,17,27,1,1,10,30,13,4,1,0,0,0
SN,AS,sutra,121,23,27,17,26,1,0,10,31,13,4,1,0,0,0
SN,AS,sutra,122,23,25,17,27,1,0,11,31,13,4,1,0,0,0
SN,AS,sutra,123,23,25,18,25,1,0,11,32,12,5,1,0,0,0
SN,AS,sutra,124,23,25,19,25,1,0,10,32,11,6,1,0,0,0
SN,AS,sutra,125,23,25,20,25,1,0,10,31,11,6,1,0,0,0
SN,AS,sutra,126,23,25,19,24,1,0,9,32,12,7,1,0,0,0
SN,AS,sutra,127,23,27,17,25,1,0,9,32,11,7,1,0,0,0
SN,AS,sutra,128,24,26,16,25,1,0,8,34,8,7,0,0,0,0
SN,AS,sutra,129,24,27,17,24,0,1,7,35,8,7,0,0,0,0
SN,AS,sutra,130,24,27,18,23,0,1,6,35,8,8,0,0,0,0
SN,AS,sutra,131,24,28,16,23,0,1,6,34,9,9,0,0,0,0
SN,AS,sutra,132,24,27,19,22,0,1,6,34,9,8,0,0,0,0
SN,AS,sutra,133,23,26,18,25,1,1,6,33,9,8,0,0,0,0
SN,AS,sutra,134,23,24,20,23,1,1,8,33,9,8,0,0,0,0
SN,AS,sutra,135,23,24,19,23,1,1,8,34,8,9,0,0,0,0
SN,AS,sutra,136,23,24,19,23,1,1,8,34,8,9,0,0,0,0
SN,AS,sutra,137,23,22,21,22,1,1,8,34,9,9,0,0,0,0
SN,AS,sutra,138,23,23,21,21,1,1,9,34,8,9,0,0,0,0
SN,AS,sutra,139,23,23,22,21,1,1,9,33,8,9,0,0,0,0
SN,AS,sutra,140,23,22,23,19,1,1,10,33,9,9,0,0,0,0
SN,AS,sutra,141,23,21,24,19,1,1,10,33,8,10,0,0,0,0
SN,AS,sutra,142,23,21,23,19,1,1,11,32,9,10,0,0,0,0
SN,AS,sutra,143,23,22,24,18,1,1,11,31,9,10,0,0,0,0
SN,AS,sutra,144,23,24,23,19,1,1,9,32,8,10,0,0,0,0
SN,AS,sutra,145,23,25,23,19,1,1,8,32,9,9,0,0,0,0
SN,AS,sutra,146,23,25,23,18,1,1,9,31,9,10,0,0,0,0
SN,AS,sutra,147,23,26,22,17,1,1,9,32,9,10,0,0,0,0
SN,AS,sutra,148,22,27,21,18,1,2,9,31,10,9,0,0,0,0
SN,AS,sutra,149,22,27,21,18,1,2,10,31,10,8,0,0,0,0
SN,AS,sutra,150,22,27,21,17,1,2,10,32,11,7,0,0,0,0
SN,AS,sutra,151,22,27,22,18,1,2,10,31,11,6,0,0,0,0
SN,AS,sutra,152,22,25,24,17,1,2,11,31,11,6,0,0,0,0
SN,AS,sutra,153,22,25,24,18,1,2,11,29,12,6,0,0,0,0
SN,AS,sutra,154,22,25,24,18,1,1,11,28,13,6,0,0,0,0
SN,AS,sutra,155,22,25,22,19,1,1,11,29,14,5,0,0,0,0
SN,AS,sutra,156,21,24,22,20,1,2,11,30,14,4,0,0,0,0
SN,AS,sutra,157,21,24,19,20,1,2,12,31,15,4,0,0,0,0
SN,AS,sutra,158,22,25,19,18,0,2,12,32,15,4,0,0,0,0
SN,AS,sutra,159,21,26,19,18,0,3,10,32,15,5,0,0,0,0
SN,AS,sutra,160,21,28,18,19,0,3,10,31,15,4,0,0,0,0
SN,AS,sutra,161,21,28,17,18,0,3,11,31,16,4,0,0,0,0
SN,AS,sutra,162,21,29,15,20,0,3,10,32,15,4,0,0,0,0
SN,AS,sutra,163,21,28,14,20,0,3,11,32,16,4,0,0,0,0
SN,AS,sutra,164,21,28,13,20,0,3,11,32,17,4,0,0,0,0
SN,AS,sutra,165,21,28,15,21,0,3,10,32,16,3,0,0,0,0
SN,AS,sutra,166,21,28,14,20,0,3,11,31,18,3,0,0,0,0
SN,AS,sutra,167,21,26,15,22,0,3,10,32,17,3,0,0,0,0
SN,AS,sutra,168,21,25,14,24,0,3,10,33,16,3,0,0,0,0
SN,AS,sutra,169,21,23,15,24,0,3,11,32,17,3,0,0,0,0
SN,AS,sutra,170,21,22,17,24,0,3,11,32,16,3,0,0,0,0
SN,AS,sutra,171,21,23,17,26,0,3,10,32,15,2,0,0,0,0
SN,AS,sutra,172,21,23,18,26,0,3,9,31,16,2,0,0,0,0
SN,AS,sutra,173,22,21,18,25,0,2,10,32,16,3,0,0,0,0
SN,AS,sutra,174,22,21,17,26,0,2,10,33,15,3,0,0,0,0
SN,AS,sutra,175,22,20,17,27,0,2,11,32,15,3,0,0,0,0
SN,AS,sutra,176,22,19,17,28,0,2,11,32,14,4,0,0,0,0
SN,AS,sutra,177,21,23,15,29,0,2,11,32,15,4,0,0,0,0
SN,AS,sutra,178,20,22,16,29,1,2,12,31,14,4,0,0,0,0
SN,AS,sutra,179,21,24,15,28,1,2,12,32,13,4,0,0,0,0
SN,AS,sutra,180,21,25,16,27,1,2,12,31,13,4,0,0,0,0
SN,AS,sutra,181,21,25,16,26,1,2,12,32,13,4,0,0,0,0
SN,AS,sutra,182,21,26,18,25,1,2,11,31,13,4,0,0,0,0
SN,AS,sutra,183,21,24,18,24,1,2,10,33,14,5,0,0,0,0
SN,AS,sutra,184,22,24,17,26,1,1,10,33,14,4,0,0,0,0
SN,AS,sutra,185,22,21,18,27,1,1,10,34,14,4,0,0,0,0
SN,AS,sutra,186,21,20,19,28,1,2,9,34,14,4,0,0,0,0
SN,AS,sutra,187,21,20,20,26,1,2,9,35,14,4,0,0,0,0
SN,AS,sutra,188,21,21,20,27,1,2,7,36,13,4,0,0,0,0
SN,AS,sutra,189,21,20,21,27,1,2,7,37,12,4,0,0,0,0
SN,AS,sutra,190,21,21,20,26,1,2,8,37,12,4,0,0,0,0
SN,AS,sutra,191,21,21,21,28,1,2,7,36,10,5,0,0,0,0
SN,AS,sutra,192,21,22,21,27,1,2,7,34,11,6,0,0,0,0
SN,AS,sutra,193,21,25,21,24,1,2,8,33,11,6,0,0,0,0
SN,AS,sutra,194,21,26,21,24,1,2,7,34,10,6,0,0,0,0
SN,AS,sutra,195,21,25,20,25,1,2,7,34,11,6,0,0,0,0
SN,AS,sutra,196,21,25,20,24,1,2,7,34,12,6,0,0,0,0
SN,AS,sutra,197,21,25,19,25,1,2,7,34,12,6,0,0,0,0
SN,AS,sutra,198,21,26,19,26,1,2,6,34,12,5,0,0,0,0
SN,AS,sutra,199,21,26,20,26,1,2,5,33,13,5,0,0,0,0
SN,AS,sutra,200,21,26,19,25,1,2,4,34,12,7,0,1,0,0
SN,AS,sutra,201,21,27,19,24,1,2,4,35,12,6,0,1,0,0
SN,AS,sutra,202,22,22,19,23,1,2,3,37,12,7,0,1,0,0
SN,AS,sutra,203,23,23,20,22,0,2,2,38,12,7,0,1,0,0
SN,AS,sutra,204,23,21,20,22,0,2,3,38,13,7,0,1,0,0
SN,AS,sutra,205,23,21,19,21,0,2,3,38,14,8,0,1,0,0
SN,AS,sutra,206,24,21,21,21,0,1,3,36,14,8,0,1,0,0
SN,AS,sutra,207,24,21,19,21,0,1,4,36,15,8,0,1,0,0
SN,AS,sutra,208,23,23,19,21,0,2,5,35,14,7,0,1,0,0
SN,AS,sutra,209,23,23,18,20,0,2,6,36,14,7,0,1,0,0
SN,AS,sutra,210,22,23,17,18,0,3,7,37,14,8,0,1,0,0
SN,AS,sutra,211,23,23,17,16,0,2,7,37,15,9,0,1,0,0
SN,AS,sutra,212,23,23,17,17,0,2,7,35,15,10,0,1,0,0
SN,AS,sutra,213,23,22,17,17,0,2,7,34,15,12,0,1,0,0
SN,AS,sutra,214,23,22,16,17,0,2,8,34,15,12,0,1,0,0
SN,AS,sutra,215,23,21,14,19,0,2,8,35,15,12,0,1,0,0
SN,AS,sutra,216,23,23,13,18,0,2,9,36,15,10,0,1,0,0
SN,AS,sutra,217,23,22,14,17,0,2,10,37,15,9,0,1,0,0
SN,AS,sutra,218,23,19,15,19,0,2,9,37,16,9,0,1,0,0
SN,AS,sutra,219,23,21,14,18,0,2,10,36,16,9,0,1,0,0
SN,AS,sutra,220,23,21,13,17,0,2,11,36,16,10,0,1,0,0
SN,AS,sutra,221,23,20,13,17,0,2,11,38,15,10,0,1,0,0
SN,AS,sutra,222,23,22,13,15,0,2,12,38,14,10,0,1,0,0
SN,AS,sutra,223,23,21,15,15,0,2,12,37,14,10,0,1,0,0
SN,AS,sutra,224,23,21,14,15,0,2,12,38,13,11,0,1,0,0
SN,AS,sutra,225,23,21,16,15,0,2,12,37,14,10,0,0,0,0
SN,AS,sutra,226,22,22,15,16,1,2,12,35,14,11,0,0,0,0
SN,AS,sutra,227,22,23,15,18,1,2,12,34,13,10,0,0,0,0
SN,AS,sutra,228,22,23,14,18,1,2,13,34,13,10,0,0,0,0
SN,AS,sutra,229,21,23,14,20,2,2,12,34,12,10,0,0,0,0
SN,AS,sutra,230,21,22,14,21,2,2,13,36,10,9,0,0,0,0
SN,AS,sutra,231,21,23,12,22,2,2,14,36,9,9,0,0,0,0
SN,AS,sutra,232,21,22,13,22,2,2,14,36,8,10,0,0,0,0
SN,AS,sutra,233,22,21,14,23,2,1,13,35,9,10,0,0,0,0
SN,AS,sutra,234,22,20,14,24,2,1,13,34,9,11,0,0,0,0
SN,AS,sutra,235,23,20,14,25,2,0,12,33,10,11,0,0,0,0
SN,AS,sutra,236,23,21,13,25,2,0,13,33,10,10,0,0,0,0
SN,AS,sutra,237,23,21,13,25,2,0,13,33,11,9,0,0,0,0
SN,AS,sutra,238,23,22,14,25,2,0,13,33,11,7,0,0,0,0
SN,AS,sutra,239,23,21,15,26,2,0,12,32,12,7,0,0,0,0
SN,AS,sutra,240,23,21,18,24,2,0,12,31,12,7,0,0,0,0
SN,AS,sutra,241,23,20,18,25,2,0,11,31,12,8,0,0,0,0
SN,AS,sutra,242,23,20,18,26,2,0,10,31,12,8,0,0,0,0
SN,AS,sutra,243,23,20,20,24,2,0,10,32,11,8,0,0,0,0
SN,AS,sutra,244,23,17,21,25,2,0,9,32,12,9,0,0,0,0
SN,AS,sutra,245,23,18,21,26,2,0,9,32,11,8,0,0,0,0
SN,AS,sutra,246,22,17,22,27,2,1,9,30,11,9,0,0,0,0
SN,AS,sutra,247,22,15,23,27,2,1,8,30,12,10,0,0,0,0
SN,AS,sutra,248,22,15,21,29,2,1,8,30,11,11,0,0,0,0
SN,AS,sutra,249,22,15,22,29,2,1,9,29,11,10,0,0,0,0
SN,AS,sutra,250,22,18,20,30,2,1,9,29,10,9,0,0,0,0
SN,AS,sutra,251,23,17,20,28,1,1,9,30,11,10,0,0,0,0
SN,AS,sutra,252,22,18,20,27,1,2,10,29,11,10,0,0,0,0
SN,AS,sutra,253,22,17,19,28,1,2,9,29,11,12,0,0,0,0
SN,AS,sutra,254,23,17,20,26,0,2,9,29,12,12,0,0,0,0
SN,AS,sutra,255,23,18,21,26,0,2,8,27,12,13,0,0,0,0
SN,AS,sutra,256,23,17,21,26,0,2,7,27,13,14,0,0,0,0
SN,AS,sutra,257,23,18,20,28,0,2,6,27,13,13,0,0,0,0
SN,AS,sutra,258,23,17,20,28,0,2,7,27,13,13,0,0,0,0
SN,AS,sutra,259,23,19,20,26,0,2,8,27,13,12,0,0,0,0
SN,AS,sutra,260,22,20,22,26,0,3,8,26,12,11,0,0,0,0
SN,AS,sutra,261,22,20,23,28,0,3,7,26,10,11,0,0,0,0
SN,AS,sutra,262,21,20,23,28,0,4,7,26,9,12,0,0,0,0
SN,AS,sutra,263,21,20,22,28,0,4,7,26,10,12,0,0,0,0
SN,AS,sutra,264,21,21,21,26,0,4,8,26,11,12,0,0,0,0
SN,AS,sutra,265,20,21,21,26,0,5,7,27,11,12,0,0,0,0
SN,AS,sutra,266,19,21,22,25,0,6,7,27,12,11,0,0,0,0
SN,AS,sutra,267,19,22,20,26,0,6,7,28,11,11,0,0,0,0
SN,AS,sutra,268,19,23,18,27,0,6,7,28,11,11,0,0,0,0
SN,AS,sutra,269,19,26,17,27,0,6,7,28,10,10,0,0,0,0
SN,AS,sutra,270,19,27,19,25,0,6,6,28,10,10,0,0,0,0
SN,AS,sutra,271,20,27,20,24,0,5,6,28,11,9,0,0,0,0
SN,AS,sutra,272,20,27,20,24,0,5,7,28,11,8,0,0,0,0
SN,AS,sutra,273,19,28,21,21,0,6,7,29,12,7,0,0,0,0
SN,AS,sutra,274,19,29,20,21,0,6,6,29,13,7,0,0,0,0
SN,AS,sutra,275,18,26,21,23,1,6,7,28,13,7,0,0,0,0
SN,AS,sutra,276,18,26,22,24,1,6,7,29,12,5,0,0,0,0
SN,AS,sutra,277,19,26,23,23,1,5,7,29,12,5,0,0,0,0
SN,AS,sutra,278,19,26,23,22,1,5,7,31,12,4,0,0,0,0
SN,AS,sutra,279,18,25,23,23,2,5,7,31,12,4,0,0,0,0
SN,AS,sutra,280,18,24,22,22,2,5,7,31,15,4,0,0,0,0
SN,AS,sutra,281,17,26,22,21,3,5,8,31,14,3,0,0,0,0
SN,AS,sutra,282,17,26,22,19,3,5,9,31,14,4,0,0,0,0
SN,AS,sutra,283,17,27,22,20,3,5,8,31,13,4,0,0,0,0
SN,AS,sutra,284,17,26,22,21,3,5,7,31,14,4,0,0,0,0
SN,AS,sutra,285,18,26,21,20,3,4,7,32,15,4,0,0,0,0
SN,AS,sutra,286,18,27,20,19,3,4,7,33,15,4,0,0,0,0
SN,AS,sutra,287,19,26,19,19,3,3,7,34,15,5,0,0,0,0
SN,AS,sutra,288,19,25,19,18,3,3,7,36,14,6,0,0,0,0
SN,AS,sutra,289,19,25,19,20,3,3,6,36,13,6,0,0,0,0
SN,AS,sutra,290,20,27,17,20,3,2,7,35,13,6,0,0,0,0
SN,AS,sutra,291,21,26,16,20,3,1,8,36,13,6,0,0,0,0
SN,AS,sutra,292,21,26,16,19,3,1,8,35,14,7,0,0,0,0
SN,AS,sutra,293,21,26,15,20,3,1,9,34,14,7,0,0,0,0
SN,AS,sutra,294,21,25,15,21,3,1,9,34,14,7,0,0,0,0
SN,AS,sutra,295,21,23,14,24,3,1,9,34,14,7,0,0,0,0
SN,AS,sutra,296,20,24,14,25,3,1,9,33,13,7,0,0,0,0
SN,AS,sutra,297,20,24,13,25,3,1,8,33,14,8,0,0,0,0
SN,AS,sutra,298,21,25,12,27,3,0,8,32,13,8,0,0,0,0
SN,AS,sutra,299,21,24,13,26,3,0,9,33,12,8,0,0,0,0
SN,AS,sutra,300,22,26,12,25,2,0,8,34,12,8,0,0,0,0
SN,AS,sutra,301,22,25,11,26,2,0,8,33,13,9,0,0,0,0
SN,AS,sutra,302,22,23,10,29,2,0,7,34,13,9,0,0,0,0
SN,AS,sutra,303,22,25,10,28,2,0,8,33,13,8,0,0,0,0
SN,AS,sutra,304,23,25,9,27,1,0,8,33,14,9,0,0,0,0
SN,AS,sutra,305,23,26,10,28,1,0,8,33,12,8,0,0,0,0
SN,AS,sutra,306,24,25,10,29,0,0,7,33,13,8,0,0,0,0
SN,AS,sutra,307,23,25,10,29,0,0,7,33,13,7,0,1,1,0
SN,AS,sutra,308,23,24,10,27,0,0,7,34,14,8,0,1,1,0
SN,AS,sutra,309,23,24,10,26,0,0,7,36,13,8,0,1,1,0
SN,AS,sutra,310,23,24,9,28,0,0,7,35,13,8,0,1,1,0
SN,AS,sutra,311,23,23,10,29,0,0,7,34,13,8,0,1,1,0
SN,AS,sutra,312,23,24,11,28,0,0,7,33,14,7,0,1,1,0
SN,AS,sutra,313,23,23,12,29,0,0,7,31,15,7,0,1,1,0
SN,AS,sutra,314,23,23,13,27,0,0,8,31,15,7,0,1,1,0
SN,AS,sutra,315,23,22,13,28,0,0,7,31,15,7,0,2,1,0
SN,AS,sutra,316,22,22,14,30,0,1,6,30,14,7,0,2,1,0
SN,AS,sutra,317,22,21,16,29,0,1,6,31,14,6,0,2,1,0
SN,AS,sutra,318,22,20,16,30,0,1,5,32,14,6,0,2,1,0
SN,AS,sutra,319,22,19,17,28,0,1,5,33,14,7,0,2,1,0
SN,AS,sutra,320,21,20,16,27,1,1,6,33,14,7,0,2,1,0
SN,AS,sutra,321,22,19,16,25,1,1,6,36,14,7,0,2,1,0
SN,AS,sutra,322,22,18,18,25,1,1,6,36,14,6,0,2,1,0
SN,AS,sutra,323,21,16,18,25,1,2,7,36,15,6,0,2,1,0
SN,AS,sutra,324,21,15,18,27,1,2,6,36,15,6,0,2,1,0
SN,AS,sutra,325,21,14,18,27,1,2,7,36,15,6,0,2,1,0
SN,AS,sutra,326,21,16,18,26,1,2,8,36,14,5,0,2,1,0
SN,AS,sutra,327,21,16,20,23,1,2,9,35,14,6,0,2,1,0
SN,AS,sutra,328,21,14,20,25,1,2,8,34,16,6,0,2,1,0
SN,AS,sutra,329,21,15,20,27,1,2,8,34,14,5,0,2,1,0
SN,AS,sutra,330,21,14,19,27,1,2,8,35,14,6,0,2,1,0
SN,AS,sutra,331,20,13,19,27,1,3,9,36,13,6,0,2,1,0
SN,AS,sutra,332,21,13,21,28,1,3,8,36,12,6,0,1,0,0
SN,AS,sutra,333,21,14,22,28,1,3,9,35,11,5,0,1,0,0
SN,AS,sutra,334,20,13,23,30,1,3,8,33,11,6,0,1,0,0
SN,AS,sutra,335,20,12,26,29,1,3,8,33,10,6,0,1,0,0
SN,AS,sutra,336,20,11,26,27,1,3,8,34,11,7,0,1,0,0
SN,AS,sutra,337,20,11,26,28,1,3,8,35,10,6,0,1,0,0
SN,AS,sutra,338,19,13,25,27,1,4,10,35,9,5,0,1,0,0
SN,AS,sutra,339,19,13,24,28,1,4,9,35,9,6,0,1,0,0
SN,AS,sutra,340,19,12,24,29,1,4,9,36,9,6,0,0,0,0
SN,AS,sutra,341,20,14,23,27,1,3,9,36,10,6,0,0,0,0
SN,AS,sutra,342,20,16,22,27,1,3,9,36,9,6,0,0,0,0
SN,AS,sutra,343,20,18,23,25,1,3,9,35,9,6,0,0,0,0
SN,AS,sutra,344,20,18,23,26,1,3,9,34,10,5,0,0,0,0
SN,AS,sutra,345,21,19,25,24,0,3,8,34,10,5,0,0,0,0
SN,AS,sutra,346,21,20,25,24,0,3,8,33,10,5,0,0,0,0
SN,AS,sutra,347,21,22,23,25,0,3,9,33,8,5,0,0,0,0
SN,AS,sutra,348,22,23,24,23,0,2,9,34,7,5,0,0,0,0
