Text_Type,Book,Chapter,Window,GLG,GGL,LL,LLL,GLL,GL,LG,LLG,LGG,LGL,G,L,GGG,GG
SN,AS,kalpa,1,57,61,1,35,27,2,11,40,48,31,4,2,55,0
SN,AS,kalpa,2,58,62,1,34,28,2,11,41,48,31,4,2,54,0
SN,AS,kalpa,3,57,62,1,36,28,2,11,42,48,31,4,2,55,0
SN,AS,kalpa,4,56,61,1,33,28,2,11,42,48,30,3,2,52,0
SN,AS,kalpa,5,56,62,1,33,28,2,11,42,47,30,2,2,50,0
SN,AS,kalpa,6,53,62,1,32,25,2,11,40,43,28,2,2,47,0
SN,AS,kalpa,7,52,58,1,27,24,2,10,36,39,24,3,2,43,0
SN,AS,kalpa,8,49,54,1,22,24,2,10,35,38,24,4,2,42,0
SN,AS,kalpa,9,46,48,1,19,22,2,10,33,34,20,4,2,36,0
SN,AS,kalpa,10,46,47,1,18,23,2,9,31,33,20,4,2,35,0
SN,AS,kalpa,11,46,47,1,18,23,2,9,31,33,20,4,1,37,0
SN,AS,kalpa,12,46,47,1,18,22,2,8,31,29,18,4,1,38,0
SN,AS,kalpa,13,46,46,1,18,22,2,7,32,29,20,5,1,42,0
SN,AS,kalpa,14,46,46,1,18,22,1,7,31,28,19,5,1,41,0
SN,AS,kalpa,15,44,42,1,17,23,1,7,29,29,18,4,1,41,1
SN,AS,kalpa,16,44,42,1,17,23,1,8,30,30,18,4,1,40,1
SN,AS,kalpa,17,42,43,1,17,23,1,8,29,26,18,5,0,38,1
SN,AS,kalpa,18,41,39,1,17,23,0,8,29,27,13,5,0,37,2
SN,AS,kalpa,19,42,32,1,14,14,0,8,28,27,11,5,0,32,2
SN,AS,kalpa,20,40,28,1,14,12,0,8,25,25,10,5,0,29,2
SN,AS,kalpa,21,41,30,1,13,13,0,7,25,26,12,6,0,26,2
SN,AS,kalpa,22,39,29,1,13,13,0,7,24,27,13,6,0,28,2
SN,AS,kalpa,23,39,28,1,13,14,0,6,24,27,13,6,0,29,2
SN,AS,kalpa,24,37,28,1,13,14,1,6,26,28,14,5,0,30,2
SN,AS,kalpa,25,32,23,1,9,10,1,6,22,22,12,6,0,28,2
SN,AS,kalpa,26,33,21,0,9,9,1,6,19,21,11,6,0,28,2
SN,AS,kalpa,27,32,22,0,9,8,1,6,19,20,11,7,0,27,2
SN,AS,kalpa,28,34,24,0,8,8,2,5,17,20,12,7,0,27,2
SN,AS,kalpa,29,35,27,0,8,9,3,5,16,19,12,7,0,28,2
SN,AS,kalpa,30,36,29,0,8,8,3,6,16,20,12,7,0,30,2
SN,AS,kalpa,31,36,26,0,9,9,3,5,16,19,11,7,1,32,2
SN,AS,kalpa,32,36,27,0,10,9,4,5,16,22,12,6,1,32,2
SN,AS,kalpa,33,36,27,0,10,10,4,6,16,21,13,5,1,32,2
SN,AS,kalpa,34,36,28,0,11,11,4,6,17,20,14,5,1,33,2
SN,AS,kalpa,35,36,27,0,11,13,4,6,19,21,15,5,1,35,2
SN,AS,kalpa,36,39,28,0,12,15,4,6,20,25,16,5,1,34,3
SN,AS,kalpa,37,40,28,0,13,17,4,6,18,24,17,5,1,32,3
SN,AS,kalpa,38,45,29,0,14,21,4,6,19,26,15,4,2,28,3
SN,AS,kalpa,39,45,29,0,14,24,4,7,23,27,15,4,2,26,3
SN,AS,kalpa,40,45,30,0,14,26,4,8,25,26,18,4,2,27,2
SN,AS,kalpa,41,44,31,0,15,26,4,7,25,25,17,5,2,29,2
SN,AS,kalpa,42,46,30,0,16,30,4,7,30,27,19,4,2,30,2
SN,AS,kalpa,43,44,29,0,17,30,5,7,28,26,19,4,2,28,1
SN,AS,kalpa,44,40,30,0,17,30,5,6,28,26,21,5,2,27,1
SN,AS,kalpa,45,39,29,0,16,33,5,6,28,25,22,5,2,28,1
SN,AS,kalpa,46,37,27,0,15,32,5,6,27,23,21,5,2,28,1
SN,AS,kalpa,47,37,27,0,15,32,5,5,27,22,21,6,2,27,1
SN,AS,kalpa,48,34,27,0,15,31,5,5,27,24,22,7,2,27,1
SN,AS,kalpa,49,35,24,0,14,30,4,6,25,22,20,7,2,24,1
SN,AS,kalpa,50,35,24,0,14,29,4,6,25,22,20,6,2,25,1
SN,AS,kalpa,51,35,24,0,13,29,4,7,24,22,19,6,2,24,1
SN,AS,kalpa,52,35,22,0,13,29,4,8,23,22,19,5,2,25,1
SN,AS,kalpa,53,33,19,0,12,29,4,8,23,22,20,5,2,24,1
SN,AS,kalpa,54,33,16,0,11,29,4,8,25,23,20,5,2,23,1
SN,AS,kalpa,55,35,14,0,13,30,4,7,26,24,20,6,2,22,1
SN,AS,kalpa,56,37,14,0,15,29,4,7,27,27,20,6,2,21,1
SN,AS,kalpa,57,40,13,0,15,30,4,7,31,28,20,6,2,24,1
SN,AS,kalpa,58,40,14,0,16,29,4,7,33,29,19,6,2,25,1
SN,AS,kalpa,59,40,15,0,15,28,4,6,32,29,19,7,2,25,1
SN,AS,kalpa,60,42,15,0,15,26,4,6,31,28,18,7,3,25,1
SN,AS,kalpa,61,38,14,0,13,25,5,6,30,26,18,7,3,29,0
SN,AS,kalpa,62,38,13,0,12,24,6,6,32,25,17,7,3,30,0
SN,AS,kalpa,63,39,11,0,14,26,6,6,38,27,24,7,3,30,0
SN,AS,kalpa,64,37,10,0,15,23,7,5,34,26,24,7,3,30,0
SN,AS,kalpa,65,37,9,0,14,20,7,4,33,27,23,8,3,29,0
SN,AS,kalpa,66,37,7,0,13,19,7,4,31,27,25,8,3,29,0
SN,AS,kalpa,67,35,8,0,12,15,7,4,26,25,24,9,3,29,0
SN,AS,kalpa,68,36,9,0,11,15,6,4,27,25,25,10,3,30,0
SN,AS,kalpa,69,37,8,0,11,16,6,4,26,25,24,10,3,31,0
SN,AS,kalpa,70,37,8,0,11,14,6,4,26,24,25,11,3,32,0
SN,AS,kalpa,71,37,9,0,11,14,6,4,27,24,25,11,3,33,0
SN,AS,kalpa,72,38,9,0,11,14,6,4,27,26,25,11,3,33,0
SN,AS,kalpa,73,39,10,0,11,14,6,4,28,25,25,11,3,32,0
SN,AS,kalpa,74,39,9,0,11,14,6,3,28,25,26,11,4,33,0
SN,AS,kalpa,75,38,9,0,11,15,6,3,29,26,27,12,4,31,0
SN,AS,kalpa,76,37,9,0,11,16,6,2,29,27,30,13,4,31,0
SN,AS,kalpa,77,39,10,0,11,16,6,1,29,27,31,14,4,31,0
SN,AS,kalpa,78,39,11,0,11,17,5,1,29,27,30,15,4,32,0
SN,AS,kalpa,79,38,12,0,11,16,4,1,29,26,32,16,4,32,0
SN,AS,kalpa,80,35,12,0,9,15,4,1,28,25,34,16,4,30,0
SN,AS,kalpa,81,33,12,0,6,15,4,1,29,23,35,17,3,30,0
SN,AS,kalpa,82,30,12,0,5,15,3,1,25,21,35,18,3,26,0
SN,AS,kalpa,83,31,12,0,4,15,3,0,24,20,36,19,3,25,0
SN,AS,kalpa,84,30,11,0,4,15,3,0,25,20,37,19,3,25,0
SN,AS,kalpa,85,29,12,0,4,14,3,0,24,18,38,20,2,25,0
SN,AS,kalpa,86,31,12,0,4,14,2,0,24,16,38,21,2,21,0
SN,AS,kalpa,87,29,12,0,4,13,1,0,23,16,40,22,2,18,0
SN,AS,kalpa,88,24,11,0,1,8,1,0,14,12,34,23,1,17,0
SN,AS,kalpa,89,25,13,0,0,9,0,0,14,12,35,24,1,17,0
SN,AS,kalpa,90,24,14,0,0,11,0,0,13,12,34,24,1,17,0
SN,AS,kalpa,91,26,14,0,0,11,0,0,13,13,33,24,1,15,0
SN,AS,kalpa,92,26,14,0,0,11,0,0,12,13,33,23,2,16,0
SN,AS,kalpa,93,26,13,0,0,11,0,0,12,14,33,23,2,16,0
SN,AS,kalpa,94,25,13,0,0,10,0,0,12,14,33,23,2,18,0
SN,AS,kalpa,95,26,13,0,0,9,0,0,12,15,33,23,2,17,0
SN,AS,kalpa,96,28,13,0,0,9,0,0,11,14,34,23,2,16,0
SN,AS,kalpa,97,28,15,0,0,9,0,0,12,12,34,23,2,15,0
SN,AS,kalpa,98,28,14,0,0,9,0,0,11,12,34,23,2,17,0
SN,AS,kalpa,99,27,14,0,0,9,0,0,11,13,34,24,1,17,0
SN,AS,kalpa,100,27,14,0,0,9,0,0,10,14,34,24,1,17,0
SN,AS,kalpa,101,29,14,0,0,8,0,0,10,13,32,24,1,19,0
SN,AS,kalpa,102,29,14,0,0,8,0,0,10,13,32,24,1,19,0
SN,AS,kalpa,103,29,14,0,0,7,0,0,10,13,33,24,1,19,0
SN,AS,kalpa,104,30,13,0,0,7,0,0,9,13,32,24,1,21,0
SN,AS,kalpa,105,30,13,0,0,7,0,0,9,13,31,24,1,22,0
SN,AS,kalpa,106,32,13,0,0,7,0,0,8,12,32,24,1,21,0
SN,AS,kalpa,107,32,14,0,0,7,0,0,8,10,32,24,1,22,0
SN,AS,kalpa,108,31,13,0,0,7,0,0,7,10,32,24,1,25,0
SN,AS,kalpa,109,33,12,0,0,7,0,0,6,10,31,24,1,26,0
SN,AS,kalpa,110,32,11,0,0,7,0,0,8,11,31,24,1,25,0
SN,AS,kalpa,111,30,11,0,0,6,0,0,8,11,33,24,1,26,0
SN,AS,kalpa,112,29,12,0,0,6,0,0,7,12,32,23,2,27,0
SN,AS,kalpa,113,28,13,0,0,5,0,0,8,11,32,23,2,28,0
SN,AS,kalpa,114,29,12,0,0,4,0,0,8,11,32,23,2,29,0
SN,AS,kalpa,115,29,11,0,0,3,0,0,8,12,32,23,2,30,0
SN,AS,kalpa,116,28,11,0,0,4,0,0,8,11,32,23,2,31,0
SN,AS,kalpa,117,29,10,0,0,4,0,0,8,11,33,24,1,30,0
SN,AS,kalpa,118,29,10,0,0,5,0,0,7,10,33,24,1,31,0
SN,AS,kalpa,119,28,10,0,0,5,0,0,8,11,33,24,1,30,0
SN,AS,kalpa,120,28,10,0,0,5,0,0,8,11,32,24,1,31,0
SN,AS,kalpa,121,27,9,0,0,5,0,0,9,11,31,24,1,33,0
SN,AS,kalpa,122,26,8,0,0,5,0,0,9,11,31,24,1,35,0
SN,AS,kalpa,123,27,9,0,0,5,0,0,9,10,31,24,1,34,0
SN,AS,kalpa,124,27,9,0,0,6,0,0,9,9,31,23,2,34,0
SN,AS,kalpa,125,29,10,0,0,6,0,0,9,7,30,23,2,34,0
SN,AS,kalpa,126,28,11,0,0,6,0,0,9,8,30,23,2,33,0
SN,AS,kalpa,127,26,12,0,0,6,0,0,10,8,30,23,2,33,0
SN,AS,kalpa,128,25,12,0,0,7,0,0,11,8,30,23,2,32,0
SN,AS,kalpa,129,24,14,0,0,7,0,0,11,8,31,23,2,30,0
SN,AS,kalpa,130,26,13,0,0,7,0,0,11,8,31,23,2,29,0
SN,AS,kalpa,131,25,13,0,0,8,0,0,10,9,30,23,2,30,0
SN,AS,kalpa,132,25,13,0,0,7,0,0,10,9,30,23,2,31,0
SN,AS,kalpa,133,25,14,0,0,7,0,0,10,10,30,23,2,29,0
SN,AS,kalpa,134,23,15,0,0,7,0,0,12,10,30,23,2,28,0
SN,AS,kalpa,135,24,15,0,0,8,0,0,12,9,30,23,2,27,0
SN,AS,kalpa,136,25,16,0,0,8,0,0,12,9,28,23,2,27,0
SN,AS,kalpa,137,24,15,0,0,9,0,0,14,8,28,24,1,27,0
SN,AS,kalpa,138,25,15,0,0,9,0,0,13,8,28,24,1,27,0
SN,AS,kalpa,139,23,14,0,0,10,0,0,14,8,29,23,2,27,0
SN,AS,kalpa,140,24,14,0,0,9,0,0,14,7,29,23,2,28,0
SN,AS,kalpa,141,22,16,0,0,8,0,0,14,7,29,23,2,29,0
SN,AS,kalpa,142,21,16,0,0,8,0,0,15,8,28,23,2,29,0
SN,AS,kalpa,143,20,17,0,0,7,0,0,16,9,28,23,2,28,0
SN,AS,kalpa,144,21,17,0,0,7,0,0,15,8,29,23,2,28,0
SN,AS,kalpa,145,20,17,0,0,8,0,0,16,7,29,23,2,28,0
SN,AS,kalpa,146,20,17,0,0,8,0,0,16,8,29,23,2,27,0
SN,AS,kalpa,147,22,18,0,0,8,0,0,15,8,29,23,2,25,0
SN,AS,kalpa,148,22,17,0,0,8,0,0,16,9,29,23,2,24,0
SN,AS,kalpa,149,22,17,0,0,7,0,0,16,9,30,24,1,24,0
SN,AS,kalpa,150,21,16,0,0,6,0,0,18,9,30,24,1,25,0
SN,AS,kalpa,151,21,15,0,0,6,0,0,19,10,30,24,1,24,0
SN,AS,kalpa,152,22,13,0,0,6,0,0,19,11,30,24,1,24,0
SN,AS,kalpa,153,24,12,0,0,6,0,0,19,11,29,24,1,24,0
SN,AS,kalpa,154,25,11,0,0,6,0,0,19,11,28,24,1,25,0
SN,AS,kalpa,155,23,12,0,0,7,0,0,19,10,29,24,1,25,0
SN,AS,kalpa,156,23,13,0,0,6,0,0,19,10,29,24,1,25,0
SN,AS,kalpa,157,23,13,0,0,6,0,0,20,11,29,23,2,23,0
SN,AS,kalpa,158,22,12,0,0,8,0,0,20,11,29,22,3,23,0
SN,AS,kalpa,159,23,11,0,0,8,0,0,18,12,29,21,4,24,0
SN,AS,kalpa,160,23,12,0,0,7,0,0,16,12,30,21,4,25,0
SN,AS,kalpa,161,23,12,0,0,7,0,0,16,14,30,21,4,23,0
SN,AS,kalpa,162,23,13,0,0,6,0,0,14,15,30,21,4,24,0
SN,AS,kalpa,163,22,12,0,0,7,0,0,14,15,30,21,4,25,0
SN,AS,kalpa,164,24,13,0,0,6,0,0,13,15,29,22,3,25,0
SN,AS,kalpa,165,23,13,0,0,7,0,0,13,16,30,22,3,23,0
SN,AS,kalpa,166,23,11,0,0,8,0,0,14,17,30,22,3,22,0
SN,AS,kalpa,167,23,12,0,0,8,0,0,13,16,30,22,3,23,0
SN,AS,kalpa,168,24,11,0,0,9,0,0,12,15,30,22,3,24,0
SN,AS,kalpa,169,24,11,0,0,10,0,0,12,15,29,22,3,24,0
SN,AS,kalpa,170,24,12,0,0,9,0,0,12,15,29,22,3,24,0
SN,AS,kalpa,171,25,12,0,0,9,0,0,11,15,30,22,3,23,0
SN,AS,kalpa,172,24,10,0,0,9,0,0,11,15,30,21,4,26,0
SN,AS,kalpa,173,23,10,0,0,9,0,0,11,14,30,21,4,28,0
SN,AS,kalpa,174,23,10,0,0,10,0,0,10,15,29,21,4,28,0
SN,AS,kalpa,175,24,10,0,0,10,0,0,8,15,29,21,4,29,0
SN,AS,kalpa,176,25,10,0,0,10,0,0,7,13,30,21,4,30,0
SN,AS,kalpa,177,24,12,0,0,11,0,0,6,12,31,21,4,29,0
SN,AS,kalpa,178,22,12,0,0,11,0,0,5,13,31,21,4,31,0
SN,AS,kalpa,179,23,12,0,0,11,0,0,4,14,31,21,4,30,0
SN,AS,kalpa,180,23,11,0,0,11,0,0,4,14,31,21,4,31,0
SN,AS,kalpa,181,23,10,0,0,12,0,0,5,13,31,21,4,31,0
SN,AS,kalpa,182,24,9,0,0,12,0,0,4,12,31,22,3,33,0
SN,AS,kalpa,183,26,9,0,0,10,0,0,4,11,32,22,3,33,0
SN,AS,kalpa,184,27,10,0,0,10,0,0,4,10,33,23,2,31,0
SN,AS,kalpa,185,27,10,0,0,10,0,0,4,11,32,23,2,31,0
SN,AS,kalpa,186,28,11,0,0,10,0,0,4,9,32,23,2,31,0
SN,AS,kalpa,187,29,10,0,0,11,0,0,4,9,33,23,2,29,0
SN,AS,kalpa,188,28,12,0,0,10,0,0,5,10,33,23,2,27,0
SN,AS,kalpa,189,27,12,0,0,10,0,0,6,11,33,23,2,26,0
SN,AS,kalpa,190,28,13,0,0,9,0,0,6,9,33,22,3,27,0
SN,AS,kalpa,191,28,14,0,0,8,0,0,5,10,33,22,3,27,0
SN,AS,kalpa,192,28,15,0,0,9,0,0,5,10,33,22,3,25,0
SN,AS,kalpa,193,29,15,0,0,8,0,0,5,12,33,22,3,23,0
SN,AS,kalpa,194,29,17,0,0,8,0,0,5,12,33,22,3,21,0
SN,AS,kalpa,195,30,16,0,0,8,0,0,4,13,33,22,3,21,0
SN,AS,kalpa,196,30,16,0,0,8,0,0,4,13,32,22,3,22,0
SN,AS,kalpa,197,29,17,0,0,9,0,0,4,13,32,23,2,21,0
SN,AS,kalpa,198,30,17,0,0,9,0,0,3,13,32,23,2,21,0
SN,AS,kalpa,199,30,18,0,0,8,0,0,3,12,32,23,2,22,0
SN,AS,kalpa,200,28,19,0,0,8,0,0,4,12,32,23,2,22,0
SN,AS,kalpa,201,26,19,0,0,8,0,0,5,13,32,23,2,22,0
SN,AS,kalpa,202,26,18,0,0,7,0,0,6,13,32,23,2,23,0
SN,AS,kalpa,203,26,19,0,0,6,0,0,6,12,32,23,2,24,0
SN,AS,kalpa,204,24,20,0,0,6,0,0,6,12,32,23,2,25,0
SN,AS,kalpa,205,23,20,0,0,5,0,0,7,14,31,23,2,25,0
SN,AS,kalpa,206,23,20,0,0,5,0,0,7,14,31,23,2,25,0
SN,AS,kalpa,207,24,20,0,0,5,0,0,7,14,31,23,2,24,0
SN,AS,kalpa,208,23,20,0,0,5,0,0,7,14,30,23,2,26,0
SN,AS,kalpa,209,24,19,0,0,5,0,0,7,15,29,23,2,26,0
SN,AS,kalpa,210,23,18,0,0,5,0,0,8,16,29,23,2,26,0
SN,AS,kalpa,211,21,16,0,0,5,0,0,9,16,30,22,3,28,0
SN,AS,kalpa,212,21,17,0,0,4,0,0,9,15,31,21,4,28,0
SN,AS,kalpa,213,21,16,0,0,4,0,0,9,14,31,21,4,30,0
SN,AS,kalpa,214,20,16,0,0,4,0,0,9,13,31,21,4,32,0
SN,AS,kalpa,215,20,15,0,0,4,0,0,10,14,30,22,3,32,0
SN,AS,kalpa,216,20,16,0,0,4,0,0,10,12,32,22,3,31,0
SN,AS,kalpa,217,20,14,0,0,3,0,0,10,12,34,22,3,32,0
SN,AS,kalpa,218,19,14,0,0,3,0,0,11,12,34,22,3,32,0
SN,AS,kalpa,219,19,13,0,0,3,0,0,11,13,34,22,3,32,0
SN,AS,kalpa,220,19,15,0,0,3,0,0,11,12,34,22,3,31,0
SN,AS,kalpa,221,17,15,0,0,3,0,0,12,12,34,22,3,32,0
SN,AS,kalpa,222,18,16,0,0,2,0,0,12,12,35,21,4,30,0
SN,AS,kalpa,223,16,18,0,0,2,0,0,12,13,35,21,4,29,0
SN,AS,kalpa,224,15,18,0,0,2,0,0,12,13,35,21,4,30,0
SN,AS,kalpa,225,17,18,0,0,2,0,0,11,13,35,21,4,29,0
SN,AS,kalpa,226,18,19,0,0,2,0,0,10,12,34,21,4,30,0
SN,AS,kalpa,227,18,19,0,0,3,0,0,9,13,33,21,4,30,0
SN,AS,kalpa,228,19,20,0,0,3,0,0,10,13,33,21,4,27,0
SN,AS,kalpa,229,21,18,0,0,4,0,0,10,12,33,21,4,27,0
SN,AS,kalpa,230,21,19,0,0,4,0,0,9,11,35,21,4,26,0
SN,AS,kalpa,231,20,20,0,0,3,0,0,9,11,35,21,4,27,0
SN,AS,kalpa,232,19,20,0,0,3,0,0,9,12,35,21,4,27,0
SN,AS,kalpa,233,20,23,0,0,4,0,0,9,12,35,22,3,24,0
SN,AS,kalpa,234,19,25,0,0,5,0,0,9,11,35,21,4,25,0
SN,AS,kalpa,235,19,25,0,0,5,0,0,8,9,35,21,4,25,0
SN,AS,kalpa,236,19,25,0,1,5,0,0,7,9,33,22,3,24,0
SN,AS,kalpa,237,18,24,0,2,5,0,0,7,10,31,23,2,28,0
SN,AS,kalpa,238,20,24,0,2,5,0,1,7,10,30,22,2,26,0
SN,AS,kalpa,239,21,26,0,3,7,0,1,10,11,31,21,2,26,0
SN,AS,kalpa,240,21,28,0,3,7,0,1,9,10,30,20,2,26,0
SN,AS,kalpa,241,23,27,0,3,8,0,1,9,11,27,20,2,28,0
SN,AS,kalpa,242,23,29,0,4,9,0,1,9,11,25,20,2,27,0
SN,AS,kalpa,243,23,32,0,5,11,0,1,10,10,26,19,2,28,0
SN,AS,kalpa,244,23,32,0,5,10,1,1,10,9,25,18,2,29,0
SN,AS,kalpa,245,25,30,0,7,11,1,1,12,10,25,17,2,28,0
SN,AS,kalpa,246,27,32,0,7,13,1,1,11,12,26,16,2,27,1
SN,AS,kalpa,247,27,33,0,7,14,1,1,11,14,25,16,1,27,1
SN,AS,kalpa,248,27,32,0,7,16,1,2,11,14,24,15,1,27,1
SN,AS,kalpa,249,29,34,0,9,17,1,2,11,15,24,14,1,29,1
SN,AS,kalpa,250,27,34,0,9,18,1,2,11,16,23,14,1,28,1
SN,AS,kalpa,251,27,34,0,9,18,1,3,11,16,23,13,1,27,1
SN,AS,kalpa,252,28,36,0,9,17,1,3,11,15,22,12,2,26,1
SN,AS,kalpa,253,28,35,0,10,17,1,3,12,16,21,12,2,28,1
SN,AS,kalpa,254,28,37,0,12,18,1,3,14,21,21,11,3,30,1
SN,AS,kalpa,255,33,38,0,13,18,1,4,15,25,21,10,3,32,1
SN,AS,kalpa,256,37,38,1,13,19,1,4,15,27,23,9,3,33,1
SN,AS,kalpa,257,36,39,1,13,19,1,4,15,26,22,8,3,32,1
SN,AS,kalpa,258,38,37,1,13,18,1,4,16,26,21,7,3,33,1
SN,AS,kalpa,259,38,36,1,13,18,1,4,16,30,22,7,2,36,1
SN,AS,kalpa,260,41,39,1,14,20,1,4,17,36,21,6,2,35,1
SN,AS,kalpa,261,43,39,1,14,21,1,5,19,36,22,5,2,36,1
SN,AS,kalpa,262,48,41,2,17,22,1,5,21,36,21,4,2,35,1
SN,AS,kalpa,263,48,41,2,19,23,1,4,21,36,22,4,2,36,1
SN,AS,kalpa,264,48,39,2,20,21,1,4,18,36,20,4,2,35,1
SN,AS,kalpa,265,48,38,2,20,21,1,4,19,36,20,5,2,34,1
SN,AS,kalpa,266,48,40,2,20,21,1,4,22,35,21,5,2,33,1
SN,AS,kalpa,267,48,40,2,20,21,1,4,22,35,20,4,2,33,2
SN,AS,kalpa,268,47,37,2,19,19,1,4,22,35,19,4,2,34,2
SN,AS,kalpa,269,46,38,2,19,19,0,4,22,36,19,5,2,34,2
SN,AS,kalpa,270,47,40,2,18,18,0,4,22,37,20,6,2,37,2
SN,AS,kalpa,271,47,38,3,19,17,0,4,23,38,20,6,2,37,1
SN,AS,kalpa,272,46,36,3,19,17,0,4,24,36,20,6,3,38,1
SN,AS,kalpa,273,48,39,4,19,16,0,3,24,35,21,6,3,37,1
SN,AS,kalpa,274,46,38,4,17,16,0,3,25,36,22,7,3,32,1
SN,AS,kalpa,275,46,37,4,18,15,0,4,27,35,23,6,3,34,1
SN,AS,kalpa,276,46,39,4,18,15,0,3,27,35,22,7,3,34,1
SN,AS,kalpa,277,47,37,4,18,17,0,3,28,35,22,7,2,34,1
SN,AS,kalpa,278,47,36,4,17,17,0,3,26,34,24,7,2,32,1
SN,AS,kalpa,279,48,36,4,17,15,0,3,24,30,23,7,2,31,1
SN,AS,kalpa,280,44,34,4,17,15,0,3,23,25,21,7,2,29,1
SN,AS,kalpa,281,43,35,3,18,14,0,3,24,25,19,7,3,28,1
SN,AS,kalpa,282,46,35,3,18,14,0,4,24,26,20,7,3,28,1
SN,AS,kalpa,283,45,35,3,19,15,0,4,24,27,21,7,3,31,1
SN,AS,kalpa,284,43,34,3,19,16,0,4,25,23,19,8,3,27,1
SN,AS,kalpa,285,41,34,3,19,14,0,4,25,18,19,9,3,30,1
SN,AS,kalpa,286,40,35,3,18,14,0,3,24,18,19,10,3,28,1
SN,AS,kalpa,287,36,33,2,14,13,0,3,23,17,20,10,3,25,1
SN,AS,kalpa,288,37,34,2,12,13,0,3,22,19,19,11,3,24,1
SN,AS,kalpa,289,38,35,3,12,15,0,3,22,20,21,11,3,26,1
SN,AS,kalpa,290,38,34,4,12,15,0,3,21,20,22,10,3,27,1
SN,AS,kalpa,291,37,32,4,12,16,0,3,18,24,22,9,3,30,2
SN,AS,kalpa,292,38,30,4,12,15,0,4,18,28,22,9,3,31,1
SN,AS,kalpa,293,38,31,4,12,16,0,4,16,27,21,9,3,29,2
SN,AS,kalpa,294,39,35,4,12,18,0,4,18,28,24,8,3,30,2
SN,AS,kalpa,295,36,36,4,11,22,0,4,18,29,22,8,3,28,2
SN,AS,kalpa,296,36,36,3,10,21,0,4,17,28,20,8,3,29,2
SN,AS,kalpa,297,36,37,3,10,20,0,4,17,29,20,9,2,32,2
SN,AS,kalpa,298,36,33,2,10,19,0,4,18,29,19,10,2,32,2
SN,AS,kalpa,299,37,31,2,13,19,0,5,17,28,17,9,2,34,2
SN,AS,kalpa,300,40,32,2,12,19,0,5,15,28,18,9,2,37,2
SN,AS,kalpa,301,42,29,2,14,20,0,5,15,29,18,8,2,38,2
SN,AS,kalpa,302,42,30,2,14,19,0,5,16,29,19,9,2,39,2
SN,AS,kalpa,303,42,31,2,14,19,0,5,16,29,17,8,2,40,2
SN,AS,kalpa,304,39,31,2,12,21,0,5,17,28,18,9,1,40,2
SN,AS,kalpa,305,38,31,2,11,22,0,4,18,28,18,10,1,41,2
SN,AS,kalpa,306,37,30,2,11,22,0,5,16,30,17,10,0,40,2
SN,AS,kalpa,307,37,31,2,11,23,0,4,19,30,19,10,0,40,3
SN,AS,kalpa,308,36,30,2,10,23,0,4,18,30,20,11,0,36,3
SN,AS,kalpa,309,37,30,2,10,21,0,4,17,31,22,10,0,36,4
SN,AS,kalpa,310,37,29,2,9,21,1,4,16,30,22,9,0,33,4
SN,AS,kalpa,311,37,30,2,9,20,1,4,16,33,21,8,0,34,4
SN,AS,kalpa,312,37,30,2,9,20,1,5,15,34,20,8,0,35,4
SN,AS,kalpa,313,36,28,2,9,19,1,6,17,32,21,7,0,38,4
SN,AS,kalpa,314,34,27,1,7,17,1,6,17,30,19,7,0,38,5
SN,AS,kalpa,315,33,27,0,7,17,1,6,17,31,19,8,0,38,5
SN,AS,kalpa,316,34,27,0,7,15,1,6,17,27,18,8,0,36,4
SN,AS,kalpa,317,32,27,0,6,15,1,5,17,23,19,9,0,38,4
SN,AS,kalpa,318,34,27,0,6,16,1,5,17,25,19,9,0,40,3
SN,AS,kalpa,319,33,24,0,7,14,2,5,17,24,16,9,0,39,3
SN,AS,kalpa,320,33,22,0,7,10,2,5,16,21,17,8,0,38,3
SN,AS,kalpa,321,33,23,0,7,11,2,5,18,19,18,8,0,39,3
SN,AS,kalpa,322,35,22,0,8,12,3,5,18,20,19,7,0,39,3
SN,AS,kalpa,323,34,23,0,8,13,4,5,18,22,19,6,0,39,3
SN,AS,kalpa,324,34,24,0,5,13,4,5,20,22,19,6,0,37,3
SN,AS,kalpa,325,33,23,0,6,15,4,4,21,22,19,6,0,33,3
SN,AS,kalpa,326,30,23,0,5,14,5,4,21,21,19,6,0,31,3
SN,AS,kalpa,327,28,21,0,5,13,5,4,21,21,20,6,0,31,3
SN,AS,kalpa,328,28,20,0,5,13,5,4,21,22,21,7,0,32,3
SN,AS,kalpa,329,29,18,0,5,11,5,4,22,23,21,7,0,30,3
SN,AS,kalpa,330,31,18,0,5,10,5,4,21,23,22,7,0,30,3
SN,AS,kalpa,331,29,17,0,4,10,5,3,22,19,23,8,0,32,3
SN,AS,kalpa,332,25,15,0,4,9,5,3,21,19,21,9,0,33,2
SN,AS,kalpa,333,24,16,0,4,8,5,3,21,19,20,9,0,34,2
SN,AS,kalpa,334,24,17,0,4,8,5,3,21,18,19,9,1,36,1
SN,AS,kalpa,335,25,15,0,4,8,4,3,21,19,20,10,1,37,1
SN,AS,kalpa,336,25,13,0,4,8,4,3,20,16,21,11,1,39,1
SN,AS,kalpa,337,24,14,0,4,8,4,2,20,16,22,12,1,40,1
SN,AS,kalpa,338,23,14,0,4,9,4,1,18,16,23,13,1,38,1
SN,AS,kalpa,339,24,13,0,4,10,4,1,17,17,24,14,1,36,0
