Text_Type,Book,Chapter,Window,GLG,GGL,LL,LLL,GLL,GL,LG,LLG,LGG,LGL,G,L,GGG,GG
SN,AS,kalpa,811,20,11,0,0,8,0,1,11,10,26,21,1,31,1
SN,AS,kalpa,812,23,11,0,0,7,0,1,10,11,26,21,1,29,1
SN,AS,kalpa,813,24,11,0,0,6,0,1,10,11,25,21,1,30,1
SN,AS,kalpa,814,24,10,0,0,6,0,1,11,11,25,21,1,30,1
SN,AS,kalpa,815,24,10,0,0,7,0,1,11,11,25,21,1,29,1
SN,AS,kalpa,816,24,10,0,0,8,0,1,11,11,26,22,1,30,1
SN,AS,kalpa,817,25,11,0,0,8,0,1,10,10,27,22,1,32,1
SN,AS,kalpa,818,26,11,0,0,9,0,1,10,9,28,23,1,31,0
SN,AS,kalpa,819,25,11,0,0,10,0,0,10,9,29,23,2,31,0
SN,AS,kalpa,820,24,11,0,0,9,0,0,10,10,29,23,2,32,0
SN,AS,kalpa,821,22,11,0,0,9,0,0,11,9,30,23,2,33,0
SN,AS,kalpa,822,23,11,0,0,9,0,0,11,9,30,22,3,32,0
SN,AS,kalpa,823,23,12,0,0,9,0,0,10,9,30,22,3,32,0
SN,AS,kalpa,824,22,14,0,0,8,0,0,10,9,30,23,2,32,0
SN,AS,kalpa,825,24,12,0,0,9,0,0,9,8,30,23,2,33,0
SN,AS,kalpa,826,24,12,0,0,9,0,0,9,8,30,23,2,33,0
SN,AS,kalpa,827,24,13,0,0,9,0,0,9,8,30,22,3,32,0
SN,AS,kalpa,828,26,12,0,0,7,0,0,8,9,30,21,4,33,0
SN,AS,kalpa,829,27,11,0,0,7,0,0,8,8,31,21,4,33,0
SN,AS,kalpa,830,28,11,0,0,8,0,0,7,8,31,21,4,32,0
SN,AS,kalpa,831,28,10,0,0,7,0,0,7,8,31,21,4,34,0
SN,AS,kalpa,832,27,11,0,0,7,0,1,9,8,30,20,4,32,0
SN,AS,kalpa,833,27,9,0,0,7,0,1,10,8,30,20,4,33,0
SN,AS,kalpa,834,27,9,0,0,8,0,1,11,7,30,20,4,32,0
SN,AS,kalpa,835,28,10,0,0,7,0,1,11,7,28,20,4,33,0
SN,AS,kalpa,836,30,11,0,0,7,0,1,10,6,28,20,4,32,0
SN,AS,kalpa,837,29,11,0,0,7,0,1,10,5,28,20,4,34,0
SN,AS,kalpa,838,29,11,0,0,7,0,1,10,5,28,20,4,34,0
SN,AS,kalpa,839,30,11,0,0,7,0,1,9,5,28,20,4,34,0
SN,AS,kalpa,840,31,11,0,0,6,0,1,9,5,27,20,4,35,0
SN,AS,kalpa,841,32,12,0,0,5,0,1,8,5,27,19,5,35,0
SN,AS,kalpa,842,32,12,0,0,6,0,1,8,5,27,18,6,34,0
SN,AS,kalpa,843,33,12,0,0,5,0,1,8,7,27,18,6,32,0
SN,AS,kalpa,844,33,11,0,0,4,0,1,9,8,27,19,5,32,0
SN,AS,kalpa,845,33,11,0,0,5,0,2,9,7,27,18,5,32,0
SN,AS,kalpa,846,33,11,0,0,5,0,2,9,8,27,18,5,31,0
SN,AS,kalpa,847,32,12,0,0,5,0,2,9,8,27,18,5,31,0
SN,AS,kalpa,848,31,12,0,0,5,0,2,9,9,27,18,5,31,0
SN,AS,kalpa,849,33,10,0,0,5,0,2,10,9,27,18,5,30,0
SN,AS,kalpa,850,33,10,0,0,4,0,2,10,9,27,18,5,31,0
SN,AS,kalpa,851,32,11,0,0,4,0,2,10,8,27,17,6,32,0
SN,AS,kalpa,852,33,10,0,0,5,0,2,10,8,27,18,5,31,0
SN,AS,kalpa,853,33,11,0,0,6,0,2,10,7,27,19,4,30,0
SN,AS,kalpa,854,33,11,0,0,7,0,2,10,7,27,19,4,29,0
SN,AS,kalpa,855,33,12,0,0,6,0,2,10,7,27,19,4,29,0
SN,AS,kalpa,856,31,13,0,0,6,0,2,11,7,27,19,4,29,0
SN,AS,kalpa,857,30,13,0,0,6,0,1,10,7,29,20,4,30,0
SN,AS,kalpa,858,31,14,0,0,6,0,1,10,7,29,20,4,28,0
SN,AS,kalpa,859,31,15,0,0,6,0,1,9,7,29,20,4,28,0
SN,AS,kalpa,860,32,14,0,0,6,0,1,9,7,29,20,4,28,0
SN,AS,kalpa,861,31,14,0,0,6,0,1,9,7,30,20,4,28,0
SN,AS,kalpa,862,29,15,0,0,6,0,1,10,7,30,20,4,28,0
SN,AS,kalpa,863,28,14,0,0,6,0,1,10,7,31,20,4,29,0
SN,AS,kalpa,864,29,14,0,0,7,0,1,10,7,31,19,5,27,0
SN,AS,kalpa,865,28,14,0,0,7,0,1,11,7,32,19,5,26,0
SN,AS,kalpa,866,27,13,0,0,7,0,1,12,9,32,20,4,25,0
SN,AS,kalpa,867,27,13,0,0,6,0,1,12,9,33,21,3,25,0
SN,AS,kalpa,868,25,14,0,0,8,0,1,13,7,33,21,3,25,0
SN,AS,kalpa,869,26,15,0,0,9,0,1,11,6,33,21,3,25,0
SN,AS,kalpa,870,26,16,0,0,8,0,0,11,6,33,22,3,25,0
SN,AS,kalpa,871,26,18,0,0,8,0,0,11,5,32,22,3,25,0
SN,AS,kalpa,872,25,19,0,0,9,0,0,11,6,32,23,2,23,0
SN,AS,kalpa,873,26,20,0,0,9,0,0,11,5,31,23,2,23,0
SN,AS,kalpa,874,25,20,0,0,10,0,0,10,6,31,23,2,23,0
SN,AS,kalpa,875,24,20,0,0,11,0,0,10,6,32,23,2,22,0
SN,AS,kalpa,876,24,19,0,0,11,0,0,10,6,32,24,1,23,0
SN,AS,kalpa,877,23,21,0,0,10,0,0,9,6,33,24,1,23,0
SN,AS,kalpa,878,22,20,0,0,9,0,0,9,7,33,24,1,25,0
SN,AS,kalpa,879,21,20,0,0,9,0,0,11,7,32,24,1,25,0
SN,AS,kalpa,880,20,19,0,0,9,0,0,12,7,32,24,1,26,0
SN,AS,kalpa,881,21,18,0,0,10,0,0,11,7,33,24,1,25,0
SN,AS,kalpa,882,23,19,0,0,10,0,0,10,7,32,24,1,24,0
SN,AS,kalpa,883,22,18,0,0,10,0,0,10,7,32,23,2,26,0
SN,AS,kalpa,884,22,18,0,0,9,0,0,10,6,33,23,2,27,0
SN,AS,kalpa,885,21,18,0,0,9,0,0,11,8,33,23,2,25,0
SN,AS,kalpa,886,21,17,0,0,9,0,0,10,9,32,23,2,27,0
SN,AS,kalpa,887,21,16,0,0,10,0,0,9,9,35,23,2,25,0
SN,AS,kalpa,888,20,16,0,0,11,0,0,9,10,35,23,2,24,0
SN,AS,kalpa,889,20,16,0,0,10,0,0,10,9,36,24,1,24,0
SN,AS,kalpa,890,21,16,0,0,10,0,0,9,9,35,24,1,25,0
SN,AS,kalpa,891,23,16,0,0,10,0,0,8,7,35,24,1,26,0
SN,AS,kalpa,892,22,17,0,0,10,0,0,8,10,33,23,2,25,0
SN,AS,kalpa,893,23,17,0,0,8,0,0,8,11,33,23,2,25,0
SN,AS,kalpa,894,23,18,0,0,7,0,0,8,11,36,22,2,25,0
SN,AS,kalpa,895,23,19,0,0,8,0,0,8,11,39,21,2,23,0
SN,AS,kalpa,896,25,19,0,0,8,0,0,7,11,42,20,2,22,0
SN,AS,kalpa,897,27,19,0,0,7,0,0,7,10,45,19,2,22,0
SN,AS,kalpa,898,28,19,0,0,7,0,0,7,10,48,18,2,21,0
SN,AS,kalpa,899,29,21,0,0,6,0,0,7,9,51,17,2,20,0
SN,AS,kalpa,900,30,23,0,0,5,0,0,7,9,53,16,2,19,0
SN,AS,kalpa,901,31,25,0,0,5,0,0,7,9,56,15,2,16,0
SN,AS,kalpa,902,31,22,0,0,6,0,0,7,9,56,15,2,18,0
SN,AS,kalpa,903,32,22,0,0,6,0,0,7,9,57,15,2,16,0
SN,AS,kalpa,904,31,22,0,0,5,0,0,6,10,56,15,2,16,0
SN,AS,kalpa,905,31,22,0,0,5,0,0,6,11,55,15,2,13,0
SN,AS,kalpa,906,30,22,0,0,5,0,0,6,12,53,14,2,14,0
SN,AS,kalpa,907,30,21,0,0,5,0,1,7,12,52,13,2,14,0
SN,AS,kalpa,908,38,28,0,5,7,0,1,10,12,61,13,1,16,1
SN,AS,kalpa,909,37,30,0,5,7,0,1,12,13,61,12,1,17,2
SN,AS,kalpa,910,37,30,0,5,10,0,1,11,13,61,12,1,20,2
SN,AS,kalpa,911,38,30,0,6,11,0,1,11,14,62,12,1,19,2
SN,AS,kalpa,912,38,32,0,7,11,0,1,12,16,60,11,1,21,2
SN,AS,kalpa,913,38,35,0,8,11,0,1,12,17,59,11,1,22,2
SN,AS,kalpa,914,37,38,0,8,12,0,1,13,18,59,11,1,22,2
SN,AS,kalpa,915,35,38,0,10,12,1,1,14,19,58,10,1,21,2
SN,AS,kalpa,916,33,38,0,10,14,1,1,14,20,57,9,2,20,2
SN,AS,kalpa,917,33,38,0,10,14,1,1,16,17,57,9,2,20,2
SN,AS,kalpa,918,32,38,0,10,15,2,1,15,16,57,8,2,20,2
SN,AS,kalpa,919,33,43,0,13,18,2,1,18,16,57,8,3,20,2
SN,AS,kalpa,920,34,41,0,14,17,2,1,18,16,54,8,3,23,2
SN,AS,kalpa,921,33,40,0,14,18,2,1,18,17,50,8,3,24,3
SN,AS,kalpa,922,31,39,0,14,18,2,1,19,17,46,8,3,25,3
SN,AS,kalpa,923,29,38,0,14,18,2,1,19,17,42,8,3,26,3
SN,AS,kalpa,924,27,36,0,14,19,2,1,19,17,39,9,3,26,3
SN,AS,kalpa,925,25,36,0,14,19,3,1,19,18,36,9,3,29,3
SN,AS,kalpa,926,24,35,0,16,19,4,1,19,19,32,9,3,30,3
SN,AS,kalpa,927,25,37,0,17,18,4,1,20,23,33,9,3,32,3
SN,AS,kalpa,928,29,42,0,20,22,4,1,21,29,32,9,3,34,3
SN,AS,kalpa,929,30,43,0,20,22,4,1,20,28,33,9,3,34,3
SN,AS,kalpa,930,30,44,0,20,22,5,1,20,28,34,8,3,34,3
SN,AS,kalpa,931,30,44,0,21,22,5,1,21,28,36,8,3,32,3
SN,AS,kalpa,932,28,43,0,22,22,5,0,20,28,36,8,3,32,3
SN,AS,kalpa,933,19,36,0,17,20,5,0,17,28,27,9,3,31,2
SN,AS,kalpa,934,20,33,0,17,20,5,0,16,27,28,10,3,29,1
SN,AS,kalpa,935,20,33,0,17,18,5,0,16,26,28,9,3,26,2
SN,AS,kalpa,936,18,33,0,16,17,5,0,16,24,26,8,4,29,2
SN,AS,kalpa,937,19,32,0,15,16,5,1,15,22,24,8,4,27,2
SN,AS,kalpa,938,22,32,0,14,16,5,1,15,22,23,7,4,25,3
SN,AS,kalpa,939,21,29,0,15,15,5,1,14,23,21,6,4,25,3
SN,AS,kalpa,940,22,30,0,13,16,4,1,13,22,22,6,4,25,3
SN,AS,kalpa,941,23,32,0,13,15,4,1,13,21,23,6,3,26,4
SN,AS,kalpa,942,23,30,0,13,15,4,1,11,21,23,6,2,27,5
SN,AS,kalpa,943,30,33,0,13,17,3,1,14,26,24,6,3,34,5
SN,AS,kalpa,944,29,26,0,11,17,3,1,12,28,26,7,2,36,5
SN,AS,kalpa,945,28,28,0,11,17,3,1,13,29,25,7,2,33,5
SN,AS,kalpa,946,29,31,0,12,18,3,1,15,29,25,8,2,34,4
SN,AS,kalpa,947,29,31,0,12,20,3,1,15,29,26,8,2,34,4
SN,AS,kalpa,948,29,31,0,13,20,3,1,15,29,26,9,2,35,4
SN,AS,kalpa,949,33,32,0,13,20,3,1,17,30,26,8,2,38,4
SN,AS,kalpa,950,34,30,0,13,20,2,1,17,29,26,9,2,35,4
SN,AS,kalpa,951,34,29,0,11,20,1,1,17,28,27,10,2,37,4
SN,AS,kalpa,952,35,28,0,10,20,1,1,16,24,25,10,2,34,4
SN,AS,kalpa,953,29,23,0,7,19,1,1,15,19,24,9,3,33,4
SN,AS,kalpa,954,29,23,0,7,20,1,1,15,20,25,8,3,33,4
SN,AS,kalpa,955,29,22,0,7,20,0,1,14,19,26,9,3,35,4
SN,AS,kalpa,956,31,23,0,6,19,0,1,13,19,25,10,3,35,4
SN,AS,kalpa,957,33,23,0,7,20,0,1,13,20,26,10,3,37,4
SN,AS,kalpa,958,35,24,1,8,21,0,1,13,21,25,9,3,34,4
SN,AS,kalpa,959,37,27,1,8,21,0,1,13,22,22,8,3,36,5
SN,AS,kalpa,960,37,28,1,8,20,0,1,13,21,21,8,4,36,4
SN,AS,kalpa,961,39,29,1,8,21,0,1,13,21,22,9,3,32,4
SN,AS,kalpa,962,39,28,1,8,22,0,0,13,21,23,10,3,34,4
SN,AS,kalpa,963,37,26,1,8,21,0,0,14,19,24,11,3,35,3
SN,AS,kalpa,964,38,28,1,7,21,0,0,13,17,25,12,3,36,3
SN,AS,kalpa,965,38,29,1,7,20,0,0,15,17,25,12,3,35,3
SN,AS,kalpa,966,37,27,1,7,19,0,0,17,17,25,13,3,35,2
SN,AS,kalpa,967,37,28,1,7,20,0,1,17,20,25,13,3,35,1
SN,AS,kalpa,968,33,28,1,8,22,0,1,16,17,24,13,2,29,2
SN,AS,kalpa,969,31,29,1,7,19,0,1,16,16,18,12,3,27,2
SN,AS,kalpa,970,30,27,1,7,19,0,1,15,15,18,12,3,27,2
SN,AS,kalpa,971,28,24,1,6,18,0,1,13,15,20,12,3,25,2
SN,AS,kalpa,972,30,24,1,6,16,0,1,12,15,21,12,4,24,2
SN,AS,kalpa,973,37,25,1,5,20,0,1,15,18,23,11,4,24,2
SN,AS,kalpa,974,34,24,1,5,19,0,1,14,18,22,11,4,22,2
SN,AS,kalpa,975,33,24,1,5,19,0,2,14,18,21,10,4,23,2
SN,AS,kalpa,976,32,24,1,5,19,0,3,14,18,20,9,4,21,2
SN,AS,kalpa,977,30,24,1,5,19,0,3,14,18,19,8,4,20,3
SN,AS,kalpa,978,31,24,1,5,16,0,3,14,16,19,8,3,19,3
SN,AS,kalpa,979,33,25,1,6,16,0,3,16,16,18,8,3,19,4
SN,AS,kalpa,980,33,25,1,7,16,0,3,18,16,16,7,3,18,4
SN,AS,kalpa,981,33,24,1,7,16,0,3,18,16,15,6,4,19,4
SN,AS,kalpa,982,32,25,1,5,16,1,3,18,16,14,6,4,18,4
SN,AS,kalpa,983,31,28,0,5,15,1,3,17,16,18,6,4,18,4
SN,AS,kalpa,984,29,26,0,5,15,1,3,16,15,20,6,4,16,3
SN,AS,kalpa,985,30,27,0,5,15,2,3,16,15,21,6,3,16,3
SN,AS,kalpa,986,28,28,0,5,14,2,3,16,15,22,5,3,16,3
SN,AS,kalpa,987,28,28,0,5,13,2,3,17,15,21,4,3,14,3
SN,AS,kalpa,988,28,27,0,5,13,2,3,17,15,21,3,3,13,3
SN,AS,kalpa,989,28,26,0,5,13,2,3,17,16,20,2,3,12,3
SN,AS,kalpa,990,28,25,0,6,14,2,4,15,17,19,2,3,12,3
SN,AS,kalpa,991,29,26,0,6,14,2,4,13,17,18,2,3,10,3
SN,AS,kalpa,992,29,26,1,6,14,2,3,13,15,20,2,3,9,3
SN,AS,kalpa,993,26,22,1,6,9,3,3,11,13,19,2,3,8,2
SN,AS,kalpa,994,28,22,1,6,9,3,3,10,13,20,3,2,8,2
SN,AS,kalpa,995,30,22,1,5,9,3,3,10,14,21,4,2,9,2
SN,AS,kalpa,996,31,22,1,5,8,3,3,11,13,20,4,2,10,2
SN,AS,kalpa,997,31,21,1,5,8,3,3,11,14,19,4,2,11,2
SN,AS,kalpa,998,26,19,1,5,4,3,3,8,11,19,5,2,10,2
SN,AS,kalpa,999,25,19,1,5,4,3,3,8,10,21,6,2,11,2
SN,AS,kalpa,1000,26,19,1,5,4,3,2,9,11,22,7,2,11,2
SN,AS,kalpa,1001,27,20,1,5,4,3,1,9,11,22,7,2,13,2
SN,AS,kalpa,1002,28,19,1,5,4,3,1,9,12,23,8,2,15,1
SN,AS,kalpa,1003,28,19,1,5,4,3,1,10,12,24,9,2,17,1
SN,AS,kalpa,1004,27,17,1,4,3,3,1,8,11,24,10,2,19,0
SN,AS,kalpa,1005,27,17,1,3,3,3,1,6,12,25,10,2,19,0
