Text_Type,Book,Chapter,Window,GGG,GLG,LGL,LGG,L,LLG,G,GLL,GGL,LLL,LG,LL,GG,GL
SN,AS,chikitsa,1,30,25,33,4,2,8,22,6,16,1,1,0,0,0
SN,AS,chikitsa,2,30,26,34,3,2,8,22,7,16,0,1,0,0,0
SN,AS,chikitsa,3,31,24,35,4,2,7,23,8,16,0,0,0,0,0
SN,AS,chikitsa,4,29,24,35,5,2,9,23,8,15,0,0,0,0,0
SN,AS,chikitsa,5,28,26,35,5,2,8,23,8,15,0,0,0,0,0
SN,AS,chikitsa,6,26,25,35,6,3,9,22,8,16,0,0,0,0,0
SN,AS,chikitsa,7,26,24,35,5,4,10,21,8,17,0,0,0,0,0
SN,AS,chikitsa,8,24,24,35,6,3,11,22,8,17,0,0,0,0,0
SN,AS,chikitsa,9,24,24,35,7,3,11,22,8,16,0,0,0,0,0
SN,AS,chikitsa,10,24,24,35,7,3,11,22,8,16,0,0,0,0,0
SN,AS,chikitsa,11,25,23,34,6,3,12,22,8,17,0,0,0,0,0
SN,AS,chikitsa,12,24,23,34,7,3,12,22,9,16,0,0,0,0,0
SN,AS,chikitsa,13,24,22,35,7,3,11,22,9,17,0,0,0,0,0
SN,AS,chikitsa,14,23,22,35,8,3,12,22,8,17,0,0,0,0,0
SN,AS,chikitsa,15,24,21,35,8,4,12,21,9,16,0,0,0,0,0
SN,AS,chikitsa,16,26,22,35,7,5,12,20,8,15,0,0,0,0,0
SN,AS,chikitsa,17,28,21,33,7,5,12,20,8,16,0,0,0,0,0
SN,AS,chikitsa,18,27,21,33,7,5,13,20,8,16,0,0,0,0,0
SN,AS,chikitsa,19,27,20,32,9,5,12,20,7,18,0,0,0,0,0
SN,AS,chikitsa,20,27,22,30,9,5,12,20,7,18,0,0,0,0,0
SN,AS,chikitsa,21,26,23,29,10,4,11,21,7,19,0,0,0,0,0
SN,AS,chikitsa,22,25,25,29,10,4,11,21,8,17,0,0,0,0,0
SN,AS,chikitsa,23,24,26,28,11,4,11,21,8,17,0,0,0,0,0
SN,AS,chikitsa,24,25,26,28,11,4,11,21,7,17,0,0,0,0,0
SN,AS,chikitsa,25,24,26,28,11,4,11,21,8,17,0,0,0,0,0
SN,AS,chikitsa,26,24,27,27,11,4,12,21,7,17,0,0,0,0,0
SN,AS,chikitsa,27,24,25,27,13,4,13,21,6,17,0,0,0,0,0
SN,AS,chikitsa,28,23,26,27,12,4,14,21,5,18,0,0,0,0,0
SN,AS,chikitsa,29,23,27,27,11,4,12,21,6,19,0,0,0,0,0
SN,AS,chikitsa,30,23,25,27,11,4,13,21,6,20,0,0,0,0,0
SN,AS,chikitsa,31,25,26,27,10,3,13,22,6,18,0,0,0,0,0
SN,AS,chikitsa,32,25,27,27,10,2,12,23,6,18,0,0,0,0,0
SN,AS,chikitsa,33,27,26,27,9,3,10,22,7,19,0,0,0,0,0
SN,AS,chikitsa,34,27,25,27,9,3,11,22,7,19,0,0,0,0,0
SN,AS,chikitsa,35,25,25,28,9,3,11,22,7,20,0,0,0,0,0
SN,AS,chikitsa,36,24,25,29,9,3,10,22,7,21,0,0,0,0,0
SN,AS,chikitsa,37,24,25,31,8,3,10,22,6,21,0,0,0,0,0
SN,AS,chikitsa,38,24,26,30,8,3,10,22,6,21,0,0,0,0,0
SN,AS,chikitsa,39,25,25,30,7,3,10,22,6,22,0,0,0,0,0
SN,AS,chikitsa,40,24,27,31,7,2,10,23,5,21,0,0,0,0,0
SN,AS,chikitsa,41,23,27,31,7,1,10,24,5,22,0,0,0,0,0
SN,AS,chikitsa,42,22,28,31,7,1,10,24,5,22,0,0,0,0,0
SN,AS,chikitsa,43,20,28,32,7,1,9,24,6,23,0,0,0,0,0
SN,AS,chikitsa,44,20,28,33,6,1,9,24,6,23,0,0,0,0,0
SN,AS,chikitsa,45,19,27,33,8,1,9,24,6,23,0,0,0,0,0
SN,AS,chikitsa,46,19,27,33,7,1,10,24,7,22,0,0,0,0,0
SN,AS,chikitsa,47,19,24,33,7,2,10,23,7,24,1,0,0,0,0
SN,AS,chikitsa,48,19,24,32,8,2,10,23,7,24,1,0,0,0,0
SN,AS,chikitsa,49,19,22,32,8,2,10,23,8,25,1,0,0,0,0
SN,AS,chikitsa,50,20,21,33,9,2,10,23,7,24,1,0,0,0,0
SN,AS,chikitsa,51,21,20,33,9,2,10,23,7,24,1,0,0,0,0
SN,AS,chikitsa,52,21,21,33,8,3,9,22,8,24,1,0,0,0,0
SN,AS,chikitsa,53,22,20,33,8,3,8,22,8,25,1,0,0,0,0
SN,AS,chikitsa,54,21,20,33,9,3,8,22,7,26,1,0,0,0,0
SN,AS,chikitsa,55,22,20,33,9,4,7,21,7,26,1,0,0,0,0
SN,AS,chikitsa,56,21,20,33,9,4,7,21,7,27,1,0,0,0,0
SN,AS,chikitsa,57,20,18,33,10,4,8,21,8,27,1,0,0,0,0
SN,AS,chikitsa,58,19,18,33,12,3,8,22,8,26,1,0,0,0,0
SN,AS,chikitsa,59,18,18,35,11,3,7,22,9,26,1,0,0,0,0
SN,AS,chikitsa,60,20,18,34,12,3,7,22,9,24,1,0,0,0,0
SN,AS,chikitsa,61,20,18,33,12,3,9,22,9,23,1,0,0,0,0
SN,AS,chikitsa,62,20,18,31,12,3,10,22,9,24,1,0,0,0,0
SN,AS,chikitsa,63,19,19,31,14,3,9,22,9,23,1,0,0,0,0
SN,AS,chikitsa,64,18,20,32,15,3,8,22,9,22,1,0,0,0,0
SN,AS,chikitsa,65,19,18,31,15,3,8,22,9,24,1,0,0,0,0
SN,AS,chikitsa,66,19,17,31,15,3,9,22,10,23,1,0,0,0,0
SN,AS,chikitsa,67,18,16,32,15,3,9,22,10,24,1,0,0,0,0
SN,AS,chikitsa,68,19,16,31,15,4,11,21,9,23,1,0,0,0,0
SN,AS,chikitsa,69,20,18,30,14,4,11,21,9,22,1,0,0,0,0
SN,AS,chikitsa,70,21,18,31,12,4,11,21,9,22,1,0,0,0,0
SN,AS,chikitsa,71,22,17,31,12,5,11,20,8,23,1,0,0,0,0
SN,AS,chikitsa,72,23,19,31,13,4,11,21,7,21,0,0,0,0,0
SN,AS,chikitsa,73,24,20,31,12,5,11,20,6,21,0,0,0,0,0
SN,AS,chikitsa,74,23,21,31,13,5,12,20,5,20,0,0,0,0,0
SN,AS,chikitsa,75,23,21,30,13,6,11,19,6,21,0,0,0,0,0
SN,AS,chikitsa,76,23,21,31,13,6,10,19,7,20,0,0,0,0,0
SN,AS,chikitsa,77,22,21,32,12,5,10,20,7,21,0,0,0,0,0
SN,AS,chikitsa,78,23,23,32,12,5,10,20,7,18,0,0,0,0,0
SN,AS,chikitsa,79,26,22,32,11,5,11,20,7,16,0,0,0,0,0
SN,AS,chikitsa,80,25,22,32,12,4,11,21,8,15,0,0,0,0,0
SN,AS,chikitsa,81,25,21,32,13,4,11,21,8,15,0,0,0,0,0
SN,AS,chikitsa,82,26,22,32,13,4,11,21,7,14,0,0,0,0,0
SN,AS,chikitsa,83,25,23,33,11,4,12,21,6,15,0,0,0,0,0
SN,AS,chikitsa,84,24,23,31,12,4,13,21,6,16,0,0,0,0,0
SN,AS,chikitsa,85,23,23,32,12,4,13,21,6,16,0,0,0,0,0
SN,AS,chikitsa,86,23,24,32,12,4,12,21,7,15,0,0,0,0,0
SN,AS,chikitsa,87,22,25,32,13,4,11,21,7,15,0,0,0,0,0
SN,AS,chikitsa,88,22,23,33,12,4,11,21,8,16,0,0,0,0,0
SN,AS,chikitsa,89,23,22,33,12,4,11,21,8,16,0,0,0,0,0
SN,AS,chikitsa,90,23,21,33,12,4,13,21,9,14,0,0,0,0,0
SN,AS,chikitsa,91,22,24,33,12,4,12,21,8,14,0,0,0,0,0
SN,AS,chikitsa,92,22,25,32,12,4,13,21,9,12,0,0,0,0,0
SN,AS,chikitsa,93,21,26,33,12,3,11,22,10,12,0,0,0,0,0
SN,AS,chikitsa,94,21,25,33,13,3,11,22,11,11,0,0,0,0,0
SN,AS,chikitsa,95,21,24,33,14,3,11,22,11,11,0,0,0,0,0
SN,AS,chikitsa,96,19,24,34,16,2,10,23,12,10,0,0,0,0,0
SN,AS,chikitsa,97,19,24,34,15,2,10,23,12,11,0,0,0,0,0
SN,AS,chikitsa,98,20,23,34,14,1,10,24,12,12,0,0,0,0,0
SN,AS,chikitsa,99,20,23,34,15,1,10,24,12,11,0,0,0,0,0
SN,AS,chikitsa,100,20,24,34,14,0,11,25,11,11,0,0,0,0,0
SN,AS,chikitsa,101,19,25,33,15,0,11,25,10,12,0,0,0,0,0
SN,AS,chikitsa,102,20,26,32,15,0,11,25,10,11,0,0,0,0,0
SN,AS,chikitsa,103,20,26,32,15,0,11,25,10,11,0,0,0,0,0
SN,AS,chikitsa,104,17,29,32,15,0,10,25,11,11,0,0,0,0,0
SN,AS,chikitsa,105,16,29,32,14,0,11,25,10,13,0,0,0,0,0
SN,AS,chikitsa,106,16,30,32,14,0,10,25,10,13,0,0,0,0,0
SN,AS,chikitsa,107,15,31,33,13,0,10,25,10,13,0,0,0,0,0
SN,AS,chikitsa,108,16,31,32,13,0,10,25,10,13,0,0,0,0,0
SN,AS,chikitsa,109,16,32,32,12,0,9,25,9,15,0,0,0,0,0
SN,AS,chikitsa,110,16,33,31,12,0,9,25,9,15,0,0,0,0,0
SN,AS,chikitsa,111,16,33,31,12,0,8,25,8,17,0,0,0,0,0
SN,AS,chikitsa,112,16,31,33,12,0,8,25,8,17,0,0,0,0,0
SN,AS,chikitsa,113,16,31,32,14,0,8,25,8,16,0,0,0,0,0
SN,AS,chikitsa,114,15,32,31,14,0,8,25,8,17,0,0,0,0,0
SN,AS,chikitsa,115,15,32,31,15,0,7,25,7,18,0,0,0,0,0
SN,AS,chikitsa,116,16,29,31,15,0,8,25,7,19,0,0,0,0,0
SN,AS,chikitsa,117,18,27,31,16,0,8,25,6,19,0,0,0,0,0
SN,AS,chikitsa,118,19,27,30,17,0,8,25,5,19,0,0,0,0,0
SN,AS,chikitsa,119,18,27,31,16,0,9,25,4,20,0,0,0,0,0
SN,AS,chikitsa,120,17,28,31,16,0,9,25,5,19,0,0,0,0,0
SN,AS,chikitsa,121,17,28,30,14,0,10,25,5,21,0,0,0,0,0
SN,AS,chikitsa,122,18,26,30,14,0,11,25,5,21,0,0,0,0,0
SN,AS,chikitsa,123,16,26,30,16,0,11,25,6,20,0,0,0,0,0
SN,AS,chikitsa,124,17,25,30,16,0,11,25,6,20,0,0,0,0,0
SN,AS,chikitsa,125,17,25,30,17,0,10,25,7,19,0,0,0,0,0
SN,AS,chikitsa,126,17,24,30,17,0,10,25,7,20,0,0,0,0,0
SN,AS,chikitsa,127,16,22,30,17,0,12,25,8,20,0,0,0,0,0
SN,AS,chikitsa,128,14,21,31,18,0,13,25,8,20,0,0,0,0,0
SN,AS,chikitsa,129,16,19,31,18,0,13,25,7,21,0,0,0,0,0
SN,AS,chikitsa,130,17,18,33,18,0,13,25,7,19,0,0,0,0,0
SN,AS,chikitsa,131,17,19,33,17,0,14,25,7,18,0,0,0,0,0
SN,AS,chikitsa,132,18,17,32,18,0,14,25,8,18,0,0,0,0,0
SN,AS,chikitsa,133,19,17,32,18,0,14,25,8,17,0,0,0,0,0
SN,AS,chikitsa,134,20,18,32,18,0,14,25,8,15,0,0,0,0,0
SN,AS,chikitsa,135,19,16,32,18,0,15,25,8,17,0,0,0,0,0
SN,AS,chikitsa,136,18,15,32,19,0,16,25,8,17,0,0,0,0,0
SN,AS,chikitsa,137,21,16,30,18,0,16,25,8,16,0,0,0,0,0
SN,AS,chikitsa,138,23,16,30,15,0,16,25,7,18,0,0,0,0,0
SN,AS,chikitsa,139,23,14,30,15,0,17,25,8,18,0,0,0,0,0
SN,AS,chikitsa,140,22,15,31,15,0,16,25,8,18,0,0,0,0,0
SN,AS,chikitsa,141,21,17,32,15,0,15,25,9,16,0,0,0,0,0
SN,AS,chikitsa,142,21,17,32,14,0,14,25,10,17,0,0,0,0,0
SN,AS,chikitsa,143,20,15,32,13,0,15,25,11,19,0,0,0,0,0
SN,AS,chikitsa,144,21,16,32,13,0,14,25,11,18,0,0,0,0,0
SN,AS,chikitsa,145,22,17,31,12,1,14,24,11,18,0,0,0,0,0
SN,AS,chikitsa,146,23,18,31,12,1,14,24,10,17,0,0,0,0,0
SN,AS,chikitsa,147,23,20,31,12,1,13,24,10,16,0,0,0,0,0
SN,AS,chikitsa,148,25,19,31,11,1,14,24,9,16,0,0,0,0,0
SN,AS,chikitsa,149,25,21,32,9,1,13,24,9,16,0,0,0,0,0
SN,AS,chikitsa,150,26,21,32,8,1,13,24,8,17,0,0,0,0,0
SN,AS,chikitsa,151,26,21,33,7,1,14,24,8,16,0,0,0,0,0
SN,AS,chikitsa,152,26,23,33,8,1,13,24,6,16,0,0,0,0,0
SN,AS,chikitsa,153,27,22,32,7,2,13,23,6,18,0,0,0,0,0
SN,AS,chikitsa,154,26,21,32,8,2,13,23,6,19,0,0,0,0,0
SN,AS,chikitsa,155,26,22,30,9,2,12,23,6,20,0,0,0,0,0
SN,AS,chikitsa,156,25,21,29,11,2,12,23,6,21,0,0,0,0,0
SN,AS,chikitsa,157,24,21,29,12,2,12,23,6,21,0,0,0,0,0
SN,AS,chikitsa,158,24,22,29,12,2,11,23,6,21,0,0,0,0,0
SN,AS,chikitsa,159,23,21,29,14,2,11,23,7,20,0,0,0,0,0
SN,AS,chikitsa,160,23,22,30,13,2,12,23,7,18,0,0,0,0,0
SN,AS,chikitsa,161,24,24,31,12,2,11,23,7,16,0,0,0,0,0
SN,AS,chikitsa,162,21,24,33,12,2,11,23,7,17,0,0,0,0,0
SN,AS,chikitsa,163,21,24,33,12,2,12,23,7,16,0,0,0,0,0
SN,AS,chikitsa,164,24,24,33,11,2,12,23,6,15,0,0,0,0,0
SN,AS,chikitsa,165,25,24,32,10,2,13,23,7,14,0,0,0,0,0
SN,AS,chikitsa,166,26,24,31,10,2,13,23,6,15,0,0,0,0,0
SN,AS,chikitsa,167,26,25,31,11,2,13,23,5,14,0,0,0,0,0
SN,AS,chikitsa,168,27,26,32,12,2,12,23,4,12,0,0,0,0,0
SN,AS,chikitsa,169,27,24,31,13,2,12,23,4,14,0,0,0,0,0
SN,AS,chikitsa,170,27,23,31,14,2,12,23,3,15,0,0,0,0,0
SN,AS,chikitsa,171,26,23,31,14,2,12,23,3,16,0,0,0,0,0
SN,AS,chikitsa,172,25,22,31,14,2,13,23,3,17,0,0,0,0,0
SN,AS,chikitsa,173,24,23,31,14,3,12,22,3,18,0,0,0,0,0
SN,AS,chikitsa,174,23,21,30,14,3,13,22,3,21,0,0,0,0,0
SN,AS,chikitsa,175,22,21,30,14,3,13,22,3,22,0,0,0,0,0
SN,AS,chikitsa,176,21,21,29,14,3,12,22,4,23,1,0,0,0,0
SN,AS,chikitsa,177,23,19,29,13,3,12,22,5,23,1,0,0,0,0
SN,AS,chikitsa,178,24,20,29,14,2,11,23,5,21,1,0,0,0,0
SN,AS,chikitsa,179,23,20,30,13,2,11,23,5,22,1,0,0,0,0
SN,AS,chikitsa,180,23,21,30,12,2,11,23,5,22,1,0,0,0,0
SN,AS,chikitsa,181,24,21,32,10,2,10,23,6,21,1,0,0,0,0
SN,AS,chikitsa,182,26,21,32,8,2,10,23,5,22,1,0,0,0,0
SN,AS,chikitsa,183,24,21,33,8,2,11,23,5,22,1,0,0,0,0
SN,AS,chikitsa,184,24,20,33,6,2,11,23,6,23,2,0,0,0,0
SN,AS,chikitsa,185,25,19,33,6,2,10,23,6,24,2,0,0,0,0
SN,AS,chikitsa,186,25,18,32,6,2,10,23,7,25,2,0,0,0,0
SN,AS,chikitsa,187,26,19,31,6,2,10,23,7,24,2,0,0,0,0
SN,AS,chikitsa,188,25,20,32,7,2,9,23,7,23,2,0,0,0,0
SN,AS,chikitsa,189,23,22,33,7,3,8,22,7,23,2,0,0,0,0
SN,AS,chikitsa,190,22,21,33,8,3,8,22,6,25,2,0,0,0,0
SN,AS,chikitsa,191,21,20,33,9,3,9,22,6,25,2,0,0,0,0
SN,AS,chikitsa,192,19,20,34,8,3,9,22,7,26,2,0,0,0,0
SN,AS,chikitsa,193,20,20,33,8,3,9,22,7,26,2,0,0,0,0
SN,AS,chikitsa,194,19,20,34,8,3,9,22,7,26,2,0,0,0,0
SN,AS,chikitsa,195,18,20,34,8,2,9,23,7,27,2,0,0,0,0
SN,AS,chikitsa,196,18,22,34,8,2,8,23,7,26,2,0,0,0,0
SN,AS,chikitsa,197,18,22,34,8,3,8,22,7,26,2,0,0,0,0
SN,AS,chikitsa,198,17,21,35,7,2,9,23,7,27,2,0,0,0,0
SN,AS,chikitsa,199,18,22,36,8,2,8,23,7,24,2,0,0,0,0
SN,AS,chikitsa,200,19,21,36,9,2,8,23,7,23,2,0,0,0,0
SN,AS,chikitsa,201,19,21,36,10,2,8,23,6,21,1,0,0,0,0
SN,AS,chikitsa,202,18,21,36,10,2,7,23,5,21,1,0,0,0,0
SN,AS,chikitsa,203,17,20,35,11,2,8,22,5,22,1,0,0,0,0
SN,AS,chikitsa,204,17,22,33,11,2,9,21,5,20,1,1,0,0,0
SN,AS,chikitsa,205,17,21,33,11,2,10,21,5,20,1,1,0,0,0
SN,AS,chikitsa,206,16,20,32,13,3,10,20,4,22,1,1,0,0,0
SN,AS,chikitsa,207,14,21,32,13,3,10,20,6,21,1,1,0,0,0
SN,AS,chikitsa,208,14,19,31,14,3,10,20,6,23,1,1,0,0,0
SN,AS,chikitsa,209,16,20,31,14,3,11,20,4,22,0,1,0,0,0
SN,AS,chikitsa,210,16,21,30,14,3,11,20,5,21,0,1,0,0,0
SN,AS,chikitsa,211,15,21,30,14,3,12,20,4,22,0,1,0,0,0
SN,AS,chikitsa,212,15,20,29,14,3,13,20,4,23,0,1,0,0,0
SN,AS,chikitsa,213,16,20,28,14,3,13,20,4,23,0,1,0,0,0
SN,AS,chikitsa,214,16,18,27,15,2,13,21,4,25,0,1,0,0,0
SN,AS,chikitsa,215,16,18,28,14,2,14,21,4,24,0,1,0,0,0
SN,AS,chikitsa,216,16,17,29,13,2,15,21,4,24,0,1,0,0,0
SN,AS,chikitsa,217,16,16,29,15,2,15,21,3,24,0,1,0,0,0
SN,AS,chikitsa,218,14,15,30,15,2,15,21,4,25,0,1,0,0,0
SN,AS,chikitsa,219,16,15,29,15,2,16,21,4,23,0,1,0,0,0
SN,AS,chikitsa,220,17,16,29,14,2,16,21,4,22,0,1,0,0,0
SN,AS,chikitsa,221,18,13,29,14,2,18,21,4,22,0,1,0,0,0
SN,AS,chikitsa,222,17,12,29,16,1,17,22,4,23,0,1,0,0,0
SN,AS,chikitsa,223,19,12,29,16,1,16,22,5,21,0,1,0,0,0
SN,AS,chikitsa,224,19,13,28,16,1,16,22,5,21,0,1,0,0,0
SN,AS,chikitsa,225,18,14,29,16,1,16,22,5,20,0,1,0,0,0
SN,AS,chikitsa,226,19,16,29,16,1,16,22,5,20,0,1,0,0,0
SN,AS,chikitsa,227,20,17,29,16,1,16,22,6,20,0,1,0,0,0
SN,AS,chikitsa,228,20,17,30,15,1,16,23,7,19,0,1,0,0,0
SN,AS,chikitsa,229,21,16,31,15,1,17,24,7,18,0,0,0,0,0
SN,AS,chikitsa,230,20,15,34,15,1,16,24,7,18,0,0,0,0,0
SN,AS,chikitsa,231,22,15,34,13,0,18,25,7,16,0,0,0,0,0
SN,AS,chikitsa,232,23,15,34,13,0,18,25,6,16,0,0,0,0,0
SN,AS,chikitsa,233,23,16,34,13,0,18,25,7,14,0,0,0,0,0
SN,AS,chikitsa,234,22,16,35,14,0,17,25,7,14,0,0,0,0,0
SN,AS,chikitsa,235,21,16,35,15,0,17,25,6,15,0,0,0,0,0
SN,AS,chikitsa,236,21,16,35,17,0,16,25,7,13,0,0,0,0,0
SN,AS,chikitsa,237,21,16,37,17,0,15,25,7,12,0,0,0,0,0
SN,AS,chikitsa,238,20,15,37,16,0,17,25,7,13,0,0,0,0,0
SN,AS,chikitsa,239,21,16,38,15,0,17,25,7,11,0,0,0,0,0
SN,AS,chikitsa,240,23,17,37,15,0,16,25,7,10,0,0,0,0,0
SN,AS,chikitsa,241,23,18,37,15,0,14,25,7,11,0,0,0,0,0
SN,AS,chikitsa,242,24,18,36,13,0,15,25,7,12,0,0,0,0,0
SN,AS,chikitsa,243,26,19,35,12,0,16,25,6,11,0,0,0,0,0
SN,AS,chikitsa,244,26,20,35,11,0,15,25,6,12,0,0,0,0,0
SN,AS,chikitsa,245,26,19,35,11,0,16,25,7,11,0,0,0,0,0
SN,AS,chikitsa,246,25,20,36,11,0,15,25,7,11,0,0,0,0,0
SN,AS,chikitsa,247,25,23,37,9,0,15,25,7,9,0,0,0,0,0
SN,AS,chikitsa,248,25,24,36,10,0,15,24,6,10,0,0,0,0,0
SN,AS,chikitsa,249,25,22,36,10,0,16,24,7,10,0,0,0,0,0
SN,AS,chikitsa,250,24,21,35,11,1,17,23,7,11,0,0,0,0,0
SN,AS,chikitsa,251,25,21,35,10,1,17,23,7,11,0,0,0,0,0
SN,AS,chikitsa,252,23,21,36,10,1,17,23,7,12,0,0,0,0,0
SN,AS,chikitsa,253,22,21,38,9,1,16,23,6,14,0,0,0,0,0
SN,AS,chikitsa,254,21,21,38,10,1,16,23,6,14,0,0,0,0,0
SN,AS,chikitsa,255,22,21,35,11,1,16,23,6,15,0,0,0,0,0
SN,AS,chikitsa,256,21,22,36,11,1,14,23,7,15,0,0,0,0,0
SN,AS,chikitsa,257,21,21,37,12,1,13,23,7,15,0,0,0,0,0
SN,AS,chikitsa,258,22,21,37,12,1,12,23,7,15,0,0,0,0,0
SN,AS,chikitsa,259,21,20,36,12,1,13,23,7,17,0,0,0,0,0
SN,AS,chikitsa,260,21,19,37,12,1,12,23,7,18,0,0,0,0,0
SN,AS,chikitsa,261,22,20,37,11,1,12,23,6,18,0,0,0,0,0
SN,AS,chikitsa,262,21,19,35,11,1,13,23,6,21,0,0,0,0,0
SN,AS,chikitsa,263,20,20,35,11,1,12,23,6,22,0,0,0,0,0
SN,AS,chikitsa,264,20,19,34,11,1,14,23,6,22,0,0,0,0,0
SN,AS,chikitsa,265,21,19,34,11,1,13,23,6,22,0,0,0,0,0
SN,AS,chikitsa,266,21,18,33,12,1,15,23,6,21,0,0,0,0,0
SN,AS,chikitsa,267,22,18,33,12,1,15,23,7,19,0,0,0,0,0
SN,AS,chikitsa,268,21,17,34,12,1,14,23,7,21,0,0,0,0,0
SN,AS,chikitsa,269,20,16,34,13,1,14,23,7,22,0,0,0,0,0
SN,AS,chikitsa,270,19,16,35,13,1,14,23,6,23,0,0,0,0,0
SN,AS,chikitsa,271,20,15,34,14,1,15,23,6,22,0,0,0,0,0
SN,AS,chikitsa,272,21,13,34,14,1,15,23,6,23,0,0,0,0,0
SN,AS,chikitsa,273,20,13,34,15,1,15,24,6,22,0,0,0,0,0
SN,AS,chikitsa,274,19,14,34,14,1,15,24,6,23,0,0,0,0,0
SN,AS,chikitsa,275,20,15,34,12,0,15,25,6,23,0,0,0,0,0
SN,AS,chikitsa,276,19,14,35,13,0,15,25,6,23,0,0,0,0,0
SN,AS,chikitsa,277,20,14,34,13,0,16,25,5,23,0,0,0,0,0
SN,AS,chikitsa,278,21,15,32,14,0,16,25,6,21,0,0,0,0,0
SN,AS,chikitsa,279,21,15,32,14,0,14,25,7,22,0,0,0,0,0
SN,AS,chikitsa,280,20,15,34,14,0,14,25,8,20,0,0,0,0,0
SN,AS,chikitsa,281,20,14,33,14,0,15,25,8,21,0,0,0,0,0
SN,AS,chikitsa,282,21,14,32,14,0,15,25,7,22,0,0,0,0,0
SN,AS,chikitsa,283,21,15,33,13,0,15,25,6,22,0,0,0,0,0
SN,AS,chikitsa,284,22,17,33,12,0,14,25,7,20,0,0,0,0,0
SN,AS,chikitsa,285,22,18,32,11,1,14,24,7,21,0,0,0,0,0
SN,AS,chikitsa,286,23,18,32,10,1,14,24,7,21,0,0,0,0,0
SN,AS,chikitsa,287,24,18,33,11,1,13,24,7,19,0,0,0,0,0
SN,AS,chikitsa,288,26,18,34,11,1,12,24,7,17,0,0,0,0,0
SN,AS,chikitsa,289,24,18,34,12,1,11,24,8,18,0,0,0,0,0
SN,AS,chikitsa,290,23,18,35,12,1,11,24,8,18,0,0,0,0,0
SN,AS,chikitsa,291,25,18,36,11,1,9,24,8,18,0,0,0,0,0
SN,AS,chikitsa,292,25,19,36,12,1,8,24,7,18,0,0,0,0,0
SN,AS,chikitsa,293,25,20,35,13,1,9,24,7,16,0,0,0,0,0
SN,AS,chikitsa,294,24,22,35,13,1,9,24,7,14,1,0,0,0,0
SN,AS,chikitsa,295,25,22,34,13,1,8,24,7,15,1,0,0,0,0
SN,AS,chikitsa,296,25,22,36,12,1,6,24,7,16,1,0,0,0,0
SN,AS,chikitsa,297,26,22,35,12,1,6,24,8,15,1,0,0,0,0
SN,AS,chikitsa,298,25,22,35,10,1,7,24,9,16,1,0,0,0,0
SN,AS,chikitsa,299,26,22,36,10,1,6,24,8,16,1,0,0,0,0
SN,AS,chikitsa,300,26,23,36,11,1,5,24,8,15,1,0,0,0,0
SN,AS,chikitsa,301,26,22,35,12,1,6,24,8,15,1,0,0,0,0
SN,AS,chikitsa,302,27,23,35,12,1,5,24,8,14,1,0,0,0,0
SN,AS,chikitsa,303,28,22,35,11,1,6,24,8,14,1,0,0,0,0
SN,AS,chikitsa,304,29,22,35,11,1,6,24,8,13,1,0,0,0,0
SN,AS,chikitsa,305,29,22,34,10,1,7,24,7,15,1,0,0,0,0
SN,AS,chikitsa,306,30,22,35,10,1,6,24,7,14,1,0,0,0,0
SN,AS,chikitsa,307,28,22,37,9,1,6,24,7,14,2,0,0,0,0
SN,AS,chikitsa,308,27,20,37,10,1,6,24,7,15,3,0,0,0,0
SN,AS,chikitsa,309,27,19,37,12,1,6,24,6,15,3,0,0,0,0
SN,AS,chikitsa,310,27,19,37,12,0,7,25,8,12,3,0,0,0,0
SN,AS,chikitsa,311,25,18,38,12,0,8,25,8,13,3,0,0,0,0
SN,AS,chikitsa,312,24,19,37,12,0,8,25,8,14,3,0,0,0,0
SN,AS,chikitsa,313,22,20,36,12,0,8,25,8,16,3,0,0,0,0
SN,AS,chikitsa,314,22,20,36,13,0,7,25,7,17,3,0,0,0,0
SN,AS,chikitsa,315,20,21,36,13,0,7,25,7,18,3,0,0,0,0
SN,AS,chikitsa,316,18,21,36,14,0,8,25,8,17,3,0,0,0,0
SN,AS,chikitsa,317,16,21,36,14,0,8,25,8,19,3,0,0,0,0
SN,AS,chikitsa,318,17,20,36,14,0,8,25,8,19,3,0,0,0,0
SN,AS,chikitsa,319,19,19,37,13,0,8,25,8,19,2,0,0,0,0
SN,AS,chikitsa,320,18,19,37,13,0,9,25,8,19,2,0,0,0,0
SN,AS,chikitsa,321,18,20,35,13,0,9,25,9,19,2,0,0,0,0
SN,AS,chikitsa,322,18,19,35,13,0,10,25,8,20,2,0,0,0,0
SN,AS,chikitsa,323,20,18,36,13,0,10,25,7,19,2,0,0,0,0
SN,AS,chikitsa,324,21,18,34,13,0,11,24,7,18,2,1,0,0,0
SN,AS,chikitsa,325,23,17,34,12,0,11,24,7,18,2,1,0,0,0
SN,AS,chikitsa,326,23,18,35,10,0,10,24,7,19,2,1,0,0,0
SN,AS,chikitsa,327,21,17,35,10,0,11,24,9,19,2,1,0,0,0
SN,AS,chikitsa,328,19,17,35,11,1,10,23,9,20,3,1,0,0,0
SN,AS,chikitsa,329,19,17,36,10,1,11,23,8,20,3,1,0,0,0
SN,AS,chikitsa,330,19,18,36,11,1,10,23,9,18,3,1,0,0,0
SN,AS,chikitsa,331,18,18,35,12,1,10,23,9,19,3,1,0,0,0
