Text_Type,Book,Chapter,Window,LLG,GLG,LGL,G,GGG,LG,LGG,L,LL,GG,GL,GLL,GGL,LLL
SN,AS,shareera,568,19,30,29,4,33,2,45,4,0,6,1,27,32,15
SN,AS,shareera,569,20,31,25,4,32,1,45,5,0,6,1,25,31,14
SN,AS,shareera,570,21,32,25,4,31,0,44,5,0,6,1,27,31,14
SN,AS,shareera,571,22,32,24,4,31,0,43,5,0,6,1,24,30,14
SN,AS,shareera,572,20,28,22,5,29,0,35,5,0,6,1,21,23,12
SN,AS,shareera,573,20,29,21,5,26,0,30,5,1,6,1,20,19,11
SN,AS,shareera,574,20,34,24,6,29,0,33,5,1,5,1,19,21,12
SN,AS,shareera,575,20,35,24,6,30,0,31,5,1,5,2,18,19,12
SN,AS,shareera,576,17,32,21,6,26,0,24,5,1,4,2,13,18,9
SN,AS,shareera,577,16,31,19,6,27,0,24,5,1,4,3,12,15,8
SN,AS,shareera,578,16,33,18,6,28,0,23,4,1,4,4,14,16,8
SN,AS,shareera,579,18,34,17,6,28,0,23,3,1,4,5,16,17,8
SN,AS,shareera,580,18,37,17,6,28,0,23,3,1,4,5,16,19,8
SN,AS,shareera,581,20,38,17,6,29,1,24,3,1,3,5,16,19,7
SN,AS,shareera,582,20,41,17,6,29,1,24,3,1,3,5,16,19,7
SN,AS,shareera,583,20,36,17,5,28,2,23,3,1,3,5,16,18,6
SN,AS,shareera,584,21,38,20,5,32,2,24,3,1,3,5,18,17,7
SN,AS,shareera,585,21,39,21,5,31,2,24,3,1,3,5,17,16,7
SN,AS,shareera,586,23,40,22,5,32,3,25,3,1,3,5,17,16,7
SN,AS,shareera,587,23,40,23,5,29,3,23,2,1,3,5,16,17,9
SN,AS,shareera,588,23,40,24,6,32,3,22,2,1,3,5,16,17,9
SN,AS,shareera,589,23,41,25,7,35,3,21,2,1,2,5,15,17,9
SN,AS,shareera,590,23,40,26,7,33,3,23,2,1,2,5,13,18,9
SN,AS,shareera,591,24,41,26,8,33,3,23,2,1,2,5,13,17,8
SN,AS,shareera,592,23,41,27,9,35,3,21,2,1,1,5,13,17,8
SN,AS,shareera,593,23,41,27,9,36,3,21,2,1,1,5,12,18,8
SN,AS,shareera,594,19,40,27,10,34,3,16,1,1,1,5,10,16,7
SN,AS,shareera,595,18,39,28,11,36,3,14,1,1,1,5,8,16,6
SN,AS,shareera,596,19,37,29,12,38,3,14,1,1,1,5,8,16,6
SN,AS,shareera,597,19,37,30,11,40,3,14,2,1,1,5,8,16,6
SN,AS,shareera,598,18,36,32,12,42,3,14,2,0,1,5,8,16,6
SN,AS,shareera,599,18,32,30,12,39,3,11,2,0,1,5,10,15,5
SN,AS,shareera,600,19,31,31,13,39,3,10,2,0,1,4,10,15,5
SN,AS,shareera,601,19,30,33,14,39,3,10,2,0,1,4,10,14,5
SN,AS,shareera,602,19,28,33,15,38,3,10,2,0,1,3,10,15,5
SN,AS,shareera,603,17,25,35,16,37,3,11,2,0,1,2,8,15,5
SN,AS,shareera,604,16,25,35,16,38,4,11,2,0,1,1,6,14,5
SN,AS,shareera,605,16,22,37,16,39,4,11,3,0,1,0,6,13,5
SN,AS,shareera,606,15,21,37,16,37,3,10,3,0,2,0,6,14,6
SN,AS,shareera,607,22,38,47,16,50,3,28,3,0,2,0,12,24,15
SN,AS,shareera,608,24,39,49,17,51,2,31,3,0,2,0,14,24,15
SN,AS,shareera,609,24,37,45,16,48,2,32,3,0,2,0,14,27,16
SN,AS,shareera,610,23,36,45,16,48,2,32,3,0,1,1,14,27,16
SN,AS,shareera,611,20,34,44,16,49,1,30,4,0,1,1,14,26,15
SN,AS,shareera,612,20,36,44,17,50,1,30,4,0,1,1,14,24,13
SN,AS,shareera,613,20,37,44,16,47,1,30,5,0,1,1,15,25,12
SN,AS,shareera,614,20,36,44,16,44,1,32,5,0,1,1,15,27,12
SN,AS,shareera,615,20,37,43,16,44,1,30,5,0,1,1,16,28,12
SN,AS,shareera,616,19,37,43,16,43,1,31,5,0,1,1,17,28,12
SN,AS,shareera,617,21,36,43,16,42,1,32,5,0,1,1,17,27,12
SN,AS,shareera,618,21,36,43,17,41,1,32,4,0,1,1,17,28,12
SN,AS,shareera,619,20,36,43,17,39,1,32,4,0,1,1,18,30,12
SN,AS,shareera,620,21,35,43,17,38,1,32,4,0,1,1,18,31,12
SN,AS,shareera,621,20,36,43,17,36,1,33,4,0,1,1,19,31,12
SN,AS,shareera,622,20,36,44,18,34,1,33,3,0,1,1,20,31,12
SN,AS,shareera,623,20,37,42,18,34,1,33,3,0,1,1,20,32,12
SN,AS,shareera,624,21,37,42,18,34,1,33,3,0,1,1,18,33,12
SN,AS,shareera,625,21,39,41,18,34,1,33,3,0,1,1,17,33,12
SN,AS,shareera,626,23,38,40,18,33,1,33,3,0,1,1,18,33,12
SN,AS,shareera,627,23,38,39,18,32,1,33,3,0,1,1,18,32,12
SN,AS,shareera,628,24,38,36,17,34,1,33,3,0,2,1,18,31,12
SN,AS,shareera,629,24,39,36,17,33,1,32,3,0,2,1,18,31,12
SN,AS,shareera,630,25,41,37,17,36,1,35,3,0,2,1,18,30,14
SN,AS,shareera,631,25,41,38,17,37,1,36,3,0,1,1,19,36,14
SN,AS,shareera,632,19,23,33,16,31,2,19,3,0,1,1,15,27,7
SN,AS,shareera,633,16,23,30,16,28,2,17,3,0,1,1,12,26,8
SN,AS,shareera,634,15,22,30,17,27,2,16,3,0,1,1,10,23,6
SN,AS,shareera,635,16,22,29,18,27,2,16,3,0,1,0,10,23,7
SN,AS,shareera,636,16,21,29,18,24,2,16,2,0,1,0,12,23,7
SN,AS,shareera,637,16,19,29,17,23,2,16,2,0,1,0,12,23,7
SN,AS,shareera,638,17,19,29,17,25,2,17,2,0,1,0,11,23,7
SN,AS,shareera,639,17,19,30,16,28,2,15,2,0,1,0,11,21,7
SN,AS,shareera,640,18,19,30,16,30,2,15,2,0,1,0,10,20,7
SN,AS,shareera,641,18,18,29,15,32,2,16,3,0,1,0,9,21,7
SN,AS,shareera,642,17,20,29,14,34,2,16,3,0,1,1,9,21,7
SN,AS,shareera,643,17,19,29,13,41,2,16,4,0,1,1,9,19,7
SN,AS,shareera,644,19,21,28,12,43,2,17,4,0,1,1,8,19,8
SN,AS,shareera,645,20,23,27,11,44,2,17,4,0,1,1,8,19,8
SN,AS,shareera,646,21,24,27,10,45,2,19,4,0,1,2,8,21,9
SN,AS,shareera,647,22,25,26,9,46,2,19,4,0,1,3,8,20,9
SN,AS,shareera,648,26,28,29,8,49,2,24,4,1,1,3,8,22,9
SN,AS,shareera,649,25,32,30,7,51,2,24,4,1,1,4,10,23,9
SN,AS,shareera,650,26,30,30,6,53,2,26,5,1,1,4,10,24,9
SN,AS,shareera,651,26,36,30,5,57,2,28,5,1,1,5,10,25,9
SN,AS,shareera,652,26,38,31,4,63,2,27,5,1,1,5,12,26,10
SN,AS,shareera,653,25,41,31,4,67,2,28,5,1,0,6,13,27,11
SN,AS,shareera,654,24,42,32,4,69,1,28,5,1,1,6,13,28,11
SN,AS,shareera,655,23,40,29,4,64,1,25,4,1,2,6,15,28,9
SN,AS,shareera,656,23,46,33,4,72,1,29,4,1,2,7,15,25,10
SN,AS,shareera,657,22,43,29,4,66,0,29,4,1,2,8,13,26,8
SN,AS,shareera,658,22,44,29,4,67,0,28,4,1,2,8,13,26,7
SN,AS,shareera,659,22,44,28,3,68,0,27,4,1,2,8,13,27,8
SN,AS,shareera,660,21,45,28,2,68,0,28,4,1,2,8,13,27,7
SN,AS,shareera,661,21,45,27,2,69,0,29,4,1,3,8,12,27,7
SN,AS,shareera,662,21,46,26,3,70,0,29,4,1,3,8,12,27,7
SN,AS,shareera,663,19,47,25,3,68,0,29,3,1,4,8,12,26,8
SN,AS,shareera,664,19,47,23,4,66,0,29,3,1,4,8,13,26,8
SN,AS,shareera,665,20,48,23,3,69,0,30,4,1,4,8,13,28,10
SN,AS,shareera,666,20,49,24,3,67,0,28,3,1,4,8,13,27,10
SN,AS,shareera,667,19,48,24,3,68,0,30,3,1,5,7,14,30,10
SN,AS,shareera,668,20,50,23,4,61,0,31,2,1,5,7,14,30,10
SN,AS,shareera,669,18,47,23,4,60,0,33,2,1,5,7,14,29,9
SN,AS,shareera,670,16,47,23,5,58,0,34,2,1,5,7,14,28,9
SN,AS,shareera,671,14,48,22,5,57,0,33,2,1,5,6,13,26,8
SN,AS,shareera,672,13,47,20,5,58,0,35,2,1,5,5,12,26,8
SN,AS,shareera,673,9,45,16,6,54,0,30,2,0,5,5,13,24,8
SN,AS,shareera,674,11,46,15,6,55,0,31,2,0,6,4,13,24,8
SN,AS,shareera,675,9,46,15,6,53,1,30,1,0,6,4,13,24,8
SN,AS,shareera,676,9,43,13,6,51,1,31,1,0,6,4,13,25,10
SN,AS,shareera,677,8,42,14,6,47,1,32,1,0,6,4,14,26,10
SN,AS,shareera,678,8,42,15,6,42,1,31,1,0,6,3,13,26,9
SN,AS,shareera,679,8,39,14,6,40,1,32,1,0,5,3,13,26,9
SN,AS,shareera,680,8,39,14,6,40,1,34,1,0,4,3,11,28,11
SN,AS,shareera,681,9,35,10,7,34,1,29,1,0,4,2,10,25,10
SN,AS,shareera,682,9,35,9,7,32,1,28,1,0,4,1,11,24,10
SN,AS,shareera,683,9,35,10,6,31,1,28,1,0,5,1,11,29,10
SN,AS,shareera,684,9,36,11,6,30,1,29,2,0,5,1,11,28,9
SN,AS,shareera,685,9,35,13,6,32,1,29,2,1,5,1,12,29,9
SN,AS,shareera,686,10,36,13,7,32,1,29,2,1,4,1,11,30,9
SN,AS,shareera,687,13,38,14,6,32,1,31,2,2,4,1,12,32,10
SN,AS,shareera,688,13,37,15,6,34,1,30,3,2,3,1,12,32,9
SN,AS,shareera,689,14,37,16,6,34,1,32,3,2,3,1,11,32,9
SN,AS,shareera,690,14,37,17,6,32,1,33,3,2,3,1,12,29,7
SN,AS,shareera,691,14,41,17,6,35,1,34,4,2,3,1,14,30,8
SN,AS,shareera,692,15,40,17,6,33,1,31,4,2,2,1,13,27,8
SN,AS,shareera,693,15,41,17,5,34,1,30,4,2,2,1,13,28,8
SN,AS,shareera,694,17,42,18,6,34,1,27,4,2,2,1,14,28,8
SN,AS,shareera,695,17,43,19,5,35,1,27,5,2,2,1,14,28,8
SN,AS,shareera,696,17,42,20,5,36,1,26,5,2,2,2,14,29,8
SN,AS,shareera,697,17,42,20,5,35,1,24,5,2,2,2,15,31,10
SN,AS,shareera,698,17,44,22,4,37,1,25,5,2,2,2,15,32,10
SN,AS,shareera,699,16,42,23,4,37,2,25,5,2,1,2,13,30,10
SN,AS,shareera,700,17,44,23,4,37,1,26,6,2,1,2,14,30,11
SN,AS,shareera,701,15,46,24,4,37,1,25,7,2,1,1,14,28,9
SN,AS,shareera,702,15,46,22,5,35,1,24,7,2,1,1,11,27,8
SN,AS,shareera,703,15,44,21,6,34,1,23,7,2,1,1,11,27,8
SN,AS,shareera,704,15,46,21,6,35,1,22,7,2,1,1,11,25,8
SN,AS,shareera,705,15,48,21,6,36,1,20,8,2,1,1,11,23,6
SN,AS,shareera,706,13,48,20,6,34,1,20,8,2,1,1,11,22,5
SN,AS,shareera,707,13,48,20,6,36,1,19,8,2,1,1,10,21,5
SN,AS,shareera,708,14,46,19,7,38,1,19,8,2,0,1,10,16,5
SN,AS,shareera,709,15,47,19,7,38,1,21,7,2,0,1,11,17,6
SN,AS,shareera,710,15,50,18,7,37,1,23,7,1,0,1,10,16,6
SN,AS,shareera,711,14,51,19,6,37,1,23,7,1,0,1,12,15,6
SN,AS,shareera,712,11,51,20,6,37,1,22,8,0,0,1,11,13,5
SN,AS,shareera,713,12,52,19,6,35,1,25,7,0,0,1,12,13,5
SN,AS,shareera,714,11,52,20,6,35,1,23,7,0,0,1,13,13,5
SN,AS,shareera,715,9,53,19,6,32,1,21,6,0,0,1,12,15,5
SN,AS,shareera,716,9,48,18,7,29,1,20,5,0,0,1,10,15,4
SN,AS,shareera,717,9,48,18,7,28,1,21,5,0,0,1,10,15,4
SN,AS,shareera,718,8,44,19,7,27,1,21,5,0,0,1,11,14,4
SN,AS,shareera,719,6,43,18,7,26,1,21,5,0,0,1,10,14,4
SN,AS,shareera,720,7,41,17,7,25,1,20,4,0,0,1,10,14,4
SN,AS,shareera,721,7,40,17,7,25,1,20,4,0,0,0,10,14,4
SN,AS,shareera,722,8,40,17,7,25,1,21,5,0,0,0,9,13,2
SN,AS,shareera,723,8,37,16,7,23,2,22,5,0,0,0,9,11,2
SN,AS,shareera,724,7,33,15,8,21,1,22,5,0,0,0,10,11,2
SN,AS,shareera,725,6,34,15,8,22,1,20,4,0,0,0,10,12,2
SN,AS,shareera,726,7,30,14,8,20,1,18,3,0,0,0,10,12,2
SN,AS,shareera,727,10,30,15,7,22,1,19,3,0,0,0,10,12,3
SN,AS,shareera,728,10,29,16,6,24,2,19,3,0,0,0,10,12,3
SN,AS,shareera,729,11,28,16,6,24,2,19,3,0,0,0,12,12,3
SN,AS,shareera,730,11,28,16,6,25,2,23,2,0,0,0,13,14,3
SN,AS,shareera,731,12,27,16,5,25,2,25,3,0,0,0,13,14,3
SN,AS,shareera,732,12,28,16,5,23,2,25,3,0,0,0,14,14,3
SN,AS,shareera,733,12,28,16,4,22,2,25,4,0,0,0,15,14,3
SN,AS,shareera,734,11,26,15,5,22,2,24,4,0,0,0,14,14,2
SN,AS,shareera,735,12,27,15,5,24,2,21,5,0,0,0,17,16,2
SN,AS,shareera,736,12,26,14,5,25,2,20,5,0,0,0,15,17,2
SN,AS,shareera,737,12,24,14,6,27,2,20,4,0,0,0,15,17,3
SN,AS,shareera,738,11,22,15,7,28,2,17,4,0,0,0,14,17,3
SN,AS,shareera,739,11,23,13,6,27,2,17,4,0,1,0,13,17,3
SN,AS,shareera,740,12,20,12,6,29,2,17,4,0,1,0,13,16,4
SN,AS,shareera,741,13,21,12,5,28,2,17,4,0,1,1,13,15,4
SN,AS,shareera,742,12,22,12,5,27,2,16,4,0,2,1,13,15,4
SN,AS,shareera,743,14,22,13,5,29,2,17,5,0,2,1,14,15,4
SN,AS,shareera,744,14,22,13,4,30,2,17,5,0,3,1,14,14,4
SN,AS,shareera,745,13,22,13,4,30,2,17,5,1,3,1,14,14,5
SN,AS,shareera,746,14,22,12,4,29,2,16,5,1,3,2,15,13,5
SN,AS,shareera,747,13,23,12,4,29,2,15,4,1,3,2,15,14,5
SN,AS,shareera,748,14,22,11,4,28,1,15,4,1,3,2,14,14,5
SN,AS,shareera,749,15,22,10,3,27,1,14,4,1,3,2,13,13,6
SN,AS,shareera,750,15,19,11,3,29,1,15,5,1,3,2,14,11,5
SN,AS,shareera,751,15,19,11,4,29,1,15,5,1,3,2,13,11,5
SN,AS,shareera,752,12,18,10,4,27,1,14,5,1,4,2,15,10,4
SN,AS,shareera,753,12,18,10,4,28,0,15,5,2,4,2,15,9,4
SN,AS,shareera,754,12,18,10,4,27,0,15,5,2,4,2,13,12,4
SN,AS,shareera,755,13,16,11,4,25,0,12,5,2,4,2,12,10,4
SN,AS,shareera,756,12,15,11,4,25,0,10,4,2,4,2,13,12,4
SN,AS,shareera,757,12,14,11,5,26,0,10,4,2,4,2,12,12,4
SN,AS,shareera,758,11,14,11,5,25,0,10,3,3,4,2,11,13,4
SN,AS,shareera,759,11,14,11,5,26,0,8,3,3,4,2,11,13,4
SN,AS,shareera,760,10,10,11,5,24,0,8,2,3,4,2,8,11,4
SN,AS,shareera,761,10,10,11,5,22,0,9,2,3,4,3,8,10,5
SN,AS,shareera,762,10,11,10,4,19,0,8,2,3,4,4,8,10,4
SN,AS,shareera,763,10,11,10,4,19,0,8,2,3,4,4,8,10,4
SN,AS,shareera,764,10,11,10,5,19,0,8,2,3,3,4,8,11,4
SN,AS,shareera,765,9,12,10,5,17,0,8,2,3,3,4,9,10,3
SN,AS,shareera,766,8,11,10,5,18,0,8,2,3,4,3,9,10,3
SN,AS,shareera,767,8,11,9,5,18,0,8,2,4,3,3,10,10,3
SN,AS,shareera,768,6,12,7,5,17,0,7,1,4,3,3,8,10,4
SN,AS,shareera,769,10,15,8,5,16,0,8,2,4,2,3,8,10,4
SN,AS,shareera,770,11,14,8,6,15,0,8,2,3,2,3,8,10,4
SN,AS,shareera,771,10,14,8,6,16,0,9,2,3,2,3,7,10,5
SN,AS,shareera,772,11,14,9,6,15,0,9,3,3,2,3,7,9,5
SN,AS,shareera,773,11,14,9,6,15,0,7,3,3,2,4,7,10,5
SN,AS,shareera,774,11,15,10,6,15,0,7,3,3,2,4,7,12,4
SN,AS,shareera,775,12,17,8,6,11,0,7,2,3,2,5,6,12,4
SN,AS,shareera,776,12,17,9,6,11,0,8,2,3,2,5,6,12,4
SN,AS,shareera,777,12,17,9,6,12,0,9,2,3,1,5,4,13,4
SN,AS,shareera,778,12,18,8,6,9,0,9,2,2,1,5,4,14,4
SN,AS,shareera,779,11,17,9,6,9,0,9,2,2,2,5,4,11,4
SN,AS,shareera,780,10,17,8,7,11,0,10,2,2,2,5,4,12,4
SN,AS,shareera,781,10,17,8,8,11,0,10,2,2,2,5,3,10,4
SN,AS,shareera,782,10,18,8,7,10,0,10,2,3,2,5,3,10,4
SN,AS,shareera,783,10,19,9,7,11,0,10,2,2,2,6,3,9,4
SN,AS,shareera,784,10,20,10,6,10,0,10,2,2,2,7,3,8,4
SN,AS,shareera,785,10,20,9,6,9,0,13,2,2,2,7,3,8,4
SN,AS,shareera,786,10,19,9,6,10,1,12,2,2,2,6,3,8,3
SN,AS,shareera,787,10,17,8,6,10,1,11,2,3,2,5,3,9,3
SN,AS,shareera,788,10,17,7,5,10,1,11,2,3,3,5,3,9,3
SN,AS,shareera,789,10,16,7,4,10,1,13,2,3,3,5,3,8,3
SN,AS,shareera,790,10,15,8,4,10,1,13,2,3,3,5,3,12,4
SN,AS,shareera,791,10,16,8,4,10,1,13,2,3,2,6,3,12,4
SN,AS,shareera,792,10,15,8,4,12,1,13,2,3,2,6,3,12,4
SN,AS,shareera,793,11,15,10,4,12,1,13,2,4,2,6,3,12,3
SN,AS,shareera,794,7,12,9,5,12,1,12,1,4,2,6,4,13,3
SN,AS,shareera,795,6,13,9,4,12,1,12,1,4,2,7,5,13,2
SN,AS,shareera,796,6,15,10,5,11,1,11,1,4,2,6,6,13,2
SN,AS,shareera,797,6,14,9,5,12,1,13,0,4,2,6,6,13,2
SN,AS,shareera,798,5,15,9,5,13,1,13,0,4,2,5,6,13,4
SN,AS,shareera,799,4,14,9,6,14,1,13,0,4,2,5,7,11,4
SN,AS,shareera,800,3,14,11,6,15,1,12,0,4,2,4,6,11,4
SN,AS,shareera,801,3,13,11,6,15,1,12,0,4,2,4,6,11,4
SN,AS,shareera,802,4,14,12,6,15,1,13,0,4,2,4,6,10,5
SN,AS,shareera,803,4,15,12,6,15,1,13,0,4,3,4,6,9,5
SN,AS,shareera,804,5,16,11,6,15,1,13,0,4,2,4,6,10,5
SN,AS,shareera,805,5,18,14,5,14,2,14,0,4,2,4,7,10,5
SN,AS,shareera,806,6,18,14,4,13,2,15,1,4,2,4,7,10,5
SN,AS,shareera,807,6,17,15,4,14,2,15,1,3,2,4,7,11,5
SN,AS,shareera,808,6,17,14,5,13,2,15,1,3,2,3,8,12,5
SN,AS,shareera,809,6,16,13,5,14,3,15,1,3,2,2,8,12,5
SN,AS,shareera,810,6,16,13,6,18,3,13,1,3,2,2,8,12,5
SN,AS,shareera,811,6,16,13,7,18,2,13,1,3,2,2,8,12,5
SN,AS,shareera,812,7,16,14,7,18,2,14,2,2,2,2,8,11,6
SN,AS,shareera,813,7,16,14,7,18,2,14,2,2,2,2,8,11,6
SN,AS,shareera,814,8,16,14,7,18,2,12,2,3,2,2,8,11,6
SN,AS,shareera,815,8,16,13,7,19,2,13,2,3,2,2,7,7,5
SN,AS,shareera,816,9,15,13,7,18,3,13,2,3,2,1,7,7,5
SN,AS,shareera,817,9,15,13,7,18,3,13,2,2,2,1,6,7,5
SN,AS,shareera,818,8,16,11,7,17,3,14,2,1,2,2,6,7,5
SN,AS,shareera,819,8,16,11,6,17,3,15,2,1,3,2,5,6,5
SN,AS,shareera,820,8,15,11,6,18,4,15,2,1,3,1,4,6,5
SN,AS,shareera,821,8,12,10,5,18,4,15,2,1,3,1,4,7,4
SN,AS,shareera,822,8,12,10,5,18,4,13,2,1,3,1,4,6,4
SN,AS,shareera,823,8,11,10,5,18,5,13,2,1,3,1,4,5,2
SN,AS,shareera,824,8,11,9,4,18,5,13,2,1,3,1,5,6,2
SN,AS,shareera,825,8,9,7,4,18,5,13,2,1,4,1,5,6,2
SN,AS,shareera,826,7,10,6,3,18,5,12,2,2,4,1,5,6,2
SN,AS,shareera,827,6,9,5,3,17,5,10,2,2,5,1,5,7,1
SN,AS,shareera,828,6,8,5,3,17,5,9,2,2,5,1,5,7,1
SN,AS,shareera,829,5,9,6,3,17,5,10,3,2,5,1,5,6,1
SN,AS,shareera,830,5,7,3,3,16,4,7,4,2,5,1,4,6,1
SN,AS,shareera,831,5,9,4,3,16,4,6,3,2,5,2,4,6,1
SN,AS,shareera,832,5,10,3,3,15,4,8,3,2,5,3,5,6,1
SN,AS,shareera,833,6,9,3,2,15,4,8,4,2,5,3,4,8,1
SN,AS,shareera,834,6,10,3,2,14,3,8,4,2,5,4,5,9,1
SN,AS,shareera,835,7,11,5,2,10,3,9,4,2,5,4,6,9,1
SN,AS,shareera,836,8,12,5,2,10,3,10,4,2,5,4,6,10,1
SN,AS,shareera,837,8,14,6,2,12,3,11,4,2,5,4,7,11,0
SN,AS,shareera,838,8,16,6,2,11,3,11,5,2,4,4,7,11,0
SN,AS,shareera,839,7,17,6,2,12,3,11,5,1,4,5,8,11,0
SN,AS,shareera,840,7,18,6,2,11,3,11,5,1,4,5,8,11,0
SN,AS,shareera,841,6,18,6,2,12,2,12,5,1,4,5,8,11,0
SN,AS,shareera,842,6,18,6,3,14,2,13,5,1,4,5,8,11,0
SN,AS,shareera,843,6,16,6,3,14,2,12,5,2,4,4,8,12,0
SN,AS,shareera,844,6,16,6,3,14,2,12,5,2,3,5,9,13,1
SN,AS,shareera,845,6,17,6,4,13,1,14,5,2,3,5,9,14,1
SN,AS,shareera,846,6,18,6,4,14,1,14,5,2,3,5,8,13,1
SN,AS,shareera,847,5,19,6,4,13,1,14,5,3,3,5,8,13,1
SN,AS,shareera,848,5,19,6,4,12,0,14,5,3,4,5,9,13,1
SN,AS,shareera,849,5,20,6,4,12,0,14,5,3,5,5,7,12,1
SN,AS,shareera,850,5,20,6,4,11,1,14,5,3,4,5,8,12,1
SN,AS,shareera,851,5,19,7,5,11,1,14,5,2,4,5,8,12,1
SN,AS,shareera,852,5,19,7,6,11,1,15,5,2,3,5,8,13,1
SN,AS,shareera,853,5,18,7,6,11,1,15,5,2,2,5,8,14,2
SN,AS,shareera,854,6,16,7,6,11,1,14,4,2,2,5,8,14,2
SN,AS,shareera,855,6,16,7,7,12,1,14,3,2,2,5,8,13,2
SN,AS,shareera,856,5,14,7,7,13,1,14,3,2,2,4,8,13,2
SN,AS,shareera,857,5,14,7,7,13,1,12,3,2,2,4,7,13,2
SN,AS,shareera,858,4,15,7,7,14,1,13,2,2,2,4,7,10,2
SN,AS,shareera,859,5,14,7,8,14,1,13,2,2,2,3,6,10,2
SN,AS,shareera,860,5,13,5,7,14,1,11,2,3,2,3,5,10,2
SN,AS,shareera,861,5,13,5,6,14,1,10,2,3,2,3,5,9,2
SN,AS,shareera,862,4,11,3,6,12,1,9,1,3,3,3,4,8,2
SN,AS,shareera,863,4,9,3,6,13,2,9,0,3,3,3,4,8,2
SN,AS,shareera,864,4,8,3,7,13,2,9,0,3,3,2,3,8,2
SN,AS,shareera,865,6,7,3,7,14,2,8,1,3,3,2,3,9,2
SN,AS,shareera,866,7,7,3,7,14,3,7,1,3,3,2,3,9,2
SN,AS,shareera,867,7,7,3,6,10,3,6,2,3,3,2,3,11,2
SN,AS,shareera,868,8,7,3,6,10,3,6,2,2,3,2,4,11,2
SN,AS,shareera,869,8,7,3,7,10,3,5,2,2,3,1,5,10,1
SN,AS,shareera,870,8,6,4,6,11,3,4,2,2,3,1,5,9,2
SN,AS,shareera,871,9,5,4,7,10,3,4,2,2,3,1,5,9,2
SN,AS,shareera,872,9,5,4,7,11,3,5,2,1,3,1,5,9,2
SN,AS,shareera,873,9,5,5,8,12,3,5,2,1,2,1,4,9,2
SN,AS,shareera,874,9,4,5,8,12,4,6,2,1,1,1,4,9,2
SN,AS,shareera,875,9,4,5,8,13,3,6,3,1,1,1,3,10,2
SN,AS,shareera,876,9,6,4,7,14,3,6,3,1,1,1,3,11,2
SN,AS,shareera,877,9,7,5,6,15,3,6,3,1,2,1,3,11,2
SN,AS,shareera,878,9,8,5,6,17,3,7,3,1,3,1,3,10,1
SN,AS,shareera,879,8,9,6,6,20,3,11,3,1,3,1,6,11,2
SN,AS,shareera,880,9,10,10,5,21,3,13,3,1,3,1,7,13,3
SN,AS,shareera,881,9,12,11,5,20,3,13,3,1,3,1,8,13,3
SN,AS,shareera,882,9,12,11,5,20,3,14,3,1,3,1,8,13,3
SN,AS,shareera,883,9,12,12,5,20,3,13,3,1,3,1,9,16,3
SN,AS,shareera,884,9,13,12,4,20,3,13,4,1,3,1,10,15,3
SN,AS,shareera,885,8,15,12,4,21,3,17,5,0,3,1,10,15,4
SN,AS,shareera,886,7,14,12,4,21,3,17,5,0,3,2,10,16,5
SN,AS,shareera,887,8,14,14,4,24,3,16,5,0,2,2,11,17,5
SN,AS,shareera,888,9,14,14,5,25,2,18,5,0,2,2,11,18,5
SN,AS,shareera,889,9,14,15,4,24,2,20,6,0,2,2,14,19,5
SN,AS,shareera,890,8,14,15,4,24,2,22,5,0,2,2,15,18,5
SN,AS,shareera,891,9,15,16,4,24,1,22,5,0,2,2,15,18,5
SN,AS,shareera,892,9,17,16,4,24,1,22,4,0,3,2,15,18,6
SN,AS,shareera,893,8,20,16,5,25,1,23,4,0,3,2,14,18,6
SN,AS,shareera,894,8,20,16,5,25,1,23,4,0,3,2,12,18,7
SN,AS,shareera,895,9,22,16,5,28,1,31,4,0,3,2,14,19,6
SN,AS,shareera,896,8,22,16,4,29,1,31,5,0,3,2,14,20,6
SN,AS,shareera,897,8,22,16,4,28,1,32,6,0,3,2,14,20,6
SN,AS,shareera,898,8,22,16,3,27,1,33,6,0,4,2,14,21,6
SN,AS,shareera,899,8,22,16,4,27,0,32,6,0,4,2,14,21,6
SN,AS,shareera,900,9,23,16,4,26,0,33,6,0,4,2,14,20,8
SN,AS,shareera,901,10,21,16,5,25,0,33,6,0,4,2,16,19,8
SN,AS,shareera,902,10,22,16,6,26,0,35,6,0,3,2,17,18,8
SN,AS,shareera,903,10,22,16,6,24,0,34,6,0,2,2,17,18,8
SN,AS,shareera,904,10,22,14,6,22,0,30,6,0,2,2,15,19,7
SN,AS,shareera,905,9,22,10,6,20,0,28,7,0,2,2,14,19,6
SN,AS,shareera,906,9,20,11,6,20,1,30,7,0,2,2,15,19,6
SN,AS,shareera,907,9,20,11,6,20,1,32,7,0,2,1,17,21,6
SN,AS,shareera,908,9,23,10,6,19,1,32,7,1,2,1,16,19,6
SN,AS,shareera,909,8,23,12,6,20,1,35,7,1,2,1,16,19,6
SN,AS,shareera,910,8,22,12,6,22,2,32,6,1,2,1,17,20,5
SN,AS,shareera,911,9,24,14,6,22,2,32,7,1,2,0,19,20,4
SN,AS,shareera,912,8,24,12,6,19,2,32,7,1,2,1,18,19,5
SN,AS,shareera,913,8,24,13,6,17,2,31,7,1,2,1,19,19,5
SN,AS,shareera,914,10,24,13,7,17,2,30,6,1,2,1,17,18,5
SN,AS,shareera,915,10,24,13,7,17,2,28,6,1,2,1,16,18,5
