Text_Type,Book,Chapter,Window,GGL,LGG,G,GLL,L,GLG,LLL,GG,GGG,LLG,LG,LGL,GL,LL
SN,AS,uttara,6003,14,15,22,9,3,18,0,0,18,13,0,38,0,0
SN,AS,uttara,6004,14,16,22,9,3,18,0,0,17,14,0,37,0,0
SN,AS,uttara,6005,14,16,22,9,3,19,0,0,18,15,0,34,0,0
SN,AS,uttara,6006,13,16,22,9,3,20,0,0,19,15,0,33,0,0
SN,AS,uttara,6007,13,15,22,10,3,22,0,0,17,15,0,33,0,0
SN,AS,uttara,6008,15,16,22,9,3,22,0,0,15,15,0,33,0,0
SN,AS,uttara,6009,16,15,22,9,3,23,0,0,16,13,0,33,0,0
SN,AS,uttara,6010,17,16,22,9,3,21,0,0,16,13,0,33,0,0
SN,AS,uttara,6011,17,16,22,9,3,21,0,0,17,12,0,33,0,0
SN,AS,uttara,6012,16,16,22,10,3,21,0,0,16,12,0,34,0,0
SN,AS,uttara,6013,17,16,22,8,3,20,0,0,17,12,0,35,0,0
SN,AS,uttara,6014,17,16,22,7,3,18,0,0,19,12,0,36,0,0
SN,AS,uttara,6015,15,15,22,8,3,20,0,0,18,13,0,36,0,0
SN,AS,uttara,6016,17,14,22,7,3,21,0,0,17,13,0,36,0,0
SN,AS,uttara,6017,16,13,22,7,3,22,0,0,18,13,0,36,0,0
SN,AS,uttara,6018,16,14,22,7,3,25,0,0,15,13,0,35,0,0
SN,AS,uttara,6019,15,13,22,8,3,26,0,0,15,12,0,36,0,0
SN,AS,uttara,6020,14,13,22,8,3,27,0,0,14,12,0,37,0,0
SN,AS,uttara,6021,15,11,23,8,2,25,0,0,16,13,0,37,0,0
SN,AS,uttara,6022,15,10,23,9,2,24,0,0,17,13,0,37,0,0
SN,AS,uttara,6023,15,9,23,9,2,26,0,0,18,11,0,37,0,0
SN,AS,uttara,6024,15,9,23,9,2,27,0,0,17,12,0,36,0,0
SN,AS,uttara,6025,15,11,23,10,2,25,0,0,17,13,0,34,0,0
SN,AS,uttara,6026,17,12,24,10,1,23,0,0,17,12,0,34,0,0
SN,AS,uttara,6027,16,11,24,11,1,24,0,0,17,12,0,34,0,0
SN,AS,uttara,6028,14,12,25,12,0,24,0,0,18,11,0,34,0,0
SN,AS,uttara,6029,14,10,25,13,0,24,1,0,19,12,0,34,0,0
SN,AS,uttara,6030,14,10,24,13,1,24,2,0,19,13,0,34,0,0
SN,AS,uttara,6031,15,10,24,13,1,23,2,0,19,13,0,34,0,0
SN,AS,uttara,6032,15,11,24,12,1,22,2,0,20,12,0,35,0,0
SN,AS,uttara,6033,14,11,24,12,1,23,2,0,20,12,0,35,0,0
SN,AS,uttara,6034,15,11,24,12,1,22,2,0,20,12,0,35,0,0
SN,AS,uttara,6035,14,10,24,11,1,22,2,0,20,14,0,36,0,0
SN,AS,uttara,6036,15,10,23,11,1,24,2,0,18,14,0,35,0,0
SN,AS,uttara,6037,16,10,23,10,1,24,2,0,18,15,0,34,0,0
SN,AS,uttara,6038,16,11,23,10,1,24,2,0,17,15,0,34,0,0
SN,AS,uttara,6039,18,11,23,11,1,25,2,0,16,15,0,33,0,0
SN,AS,uttara,6040,20,11,23,12,1,25,2,0,16,14,0,33,0,0
SN,AS,uttara,6041,18,11,22,12,1,24,2,0,17,14,0,33,0,0
SN,AS,uttara,6042,17,11,22,12,1,23,3,0,18,14,0,31,0,0
SN,AS,uttara,6043,18,12,21,12,1,20,3,1,20,14,0,30,0,0
SN,AS,uttara,6044,18,12,20,11,1,21,3,1,20,15,1,28,0,0
SN,AS,uttara,6045,19,12,20,12,1,20,3,1,21,14,1,27,0,0
SN,AS,uttara,6046,19,12,20,12,1,22,3,1,20,13,1,27,0,0
SN,AS,uttara,6047,19,13,20,11,1,24,3,1,19,12,1,27,0,0
SN,AS,uttara,6048,20,13,19,10,2,24,3,1,19,12,1,27,0,0
SN,AS,uttara,6049,21,12,19,9,2,25,3,1,20,11,1,27,0,0
SN,AS,uttara,6050,21,10,19,8,2,26,3,1,22,11,1,27,0,0
SN,AS,uttara,6051,19,10,19,8,2,27,3,1,24,11,1,26,0,0
SN,AS,uttara,6052,18,10,19,7,2,27,3,1,26,12,1,25,0,0
SN,AS,uttara,6053,18,8,19,6,2,29,3,1,26,12,1,26,0,0
SN,AS,uttara,6054,18,8,19,6,2,29,2,1,26,11,1,26,0,0
SN,AS,uttara,6055,18,8,20,5,1,28,1,1,27,11,1,26,0,0
SN,AS,uttara,6056,18,7,20,5,1,30,1,1,27,10,1,26,0,0
SN,AS,uttara,6057,18,7,20,6,1,30,1,1,27,10,1,25,0,0
SN,AS,uttara,6058,18,6,20,6,1,31,1,1,28,10,1,24,0,0
SN,AS,uttara,6059,16,6,20,6,1,30,1,1,29,12,1,24,0,0
SN,AS,uttara,6060,16,6,20,6,1,32,1,1,29,11,1,23,0,0
SN,AS,uttara,6061,15,6,21,6,1,29,1,1,31,12,1,24,0,0
SN,AS,uttara,6062,15,6,21,6,1,30,1,1,31,11,1,24,0,0
SN,AS,uttara,6063,14,5,20,6,1,30,1,1,31,10,1,22,0,1
SN,AS,uttara,6064,14,5,20,5,1,30,1,1,30,10,1,22,0,1
SN,AS,uttara,6065,12,5,20,3,1,29,1,1,32,11,1,22,0,1
SN,AS,uttara,6066,13,5,20,3,2,30,1,1,31,12,1,22,0,1
SN,AS,uttara,6067,13,5,20,3,2,31,0,1,31,12,1,24,0,1
SN,AS,uttara,6068,13,3,21,3,2,32,0,0,30,12,1,26,0,1
SN,AS,uttara,6069,12,3,22,3,2,31,0,0,33,11,0,27,0,1
SN,AS,uttara,6070,12,4,22,2,2,30,0,0,32,11,0,29,0,1
SN,AS,uttara,6071,11,4,22,3,2,30,0,0,31,11,0,30,0,1
SN,AS,uttara,6072,11,3,22,4,2,29,0,0,32,11,0,30,0,1
SN,AS,uttara,6073,10,4,23,4,1,30,0,0,31,11,0,30,0,1
SN,AS,uttara,6074,11,4,23,4,1,29,0,0,31,11,0,30,0,1
SN,AS,uttara,6075,13,5,23,4,1,28,0,0,29,10,0,31,0,1
SN,AS,uttara,6076,16,4,23,4,1,27,0,0,27,10,0,32,0,1
SN,AS,uttara,6077,17,5,23,4,1,28,0,0,25,9,0,32,0,1
SN,AS,uttara,6078,17,5,23,5,1,27,0,0,25,10,0,31,0,1
SN,AS,uttara,6079,18,5,23,4,1,29,0,0,24,9,0,31,0,1
SN,AS,uttara,6080,19,5,23,4,1,30,0,0,24,7,0,31,0,1
SN,AS,uttara,6081,20,5,23,4,1,28,0,0,24,8,0,31,0,1
SN,AS,uttara,6082,21,5,23,3,1,28,0,0,24,8,0,31,0,1
SN,AS,uttara,6083,20,6,23,3,1,28,0,0,24,8,0,31,0,1
SN,AS,uttara,6084,20,7,23,4,1,28,0,0,23,6,0,32,0,1
SN,AS,uttara,6085,20,8,23,5,1,27,0,0,22,6,0,32,0,1
SN,AS,uttara,6086,20,8,23,5,1,29,0,0,21,5,0,32,0,1
SN,AS,uttara,6087,20,8,23,5,1,29,0,0,21,5,0,32,0,1
SN,AS,uttara,6088,20,9,24,5,1,31,0,0,22,5,0,33,0,0
SN,AS,uttara,6089,20,9,23,6,2,29,0,0,22,6,0,33,0,0
SN,AS,uttara,6090,22,10,23,6,2,28,0,0,21,5,0,33,0,0
SN,AS,uttara,6091,21,11,24,7,1,28,0,0,20,4,0,34,0,0
SN,AS,uttara,6092,21,11,24,7,1,29,0,0,20,4,0,33,0,0
SN,AS,uttara,6093,20,13,24,7,1,30,0,0,19,4,0,32,0,0
SN,AS,uttara,6094,20,14,24,7,1,29,0,0,18,4,0,33,0,0
SN,AS,uttara,6095,20,14,24,7,1,29,0,0,19,4,0,32,0,0
SN,AS,uttara,6096,20,15,24,6,1,27,0,0,20,5,0,32,0,0
SN,AS,uttara,6097,19,16,23,5,2,28,0,0,20,5,0,32,0,0
SN,AS,uttara,6098,20,15,23,5,2,25,0,0,20,7,0,33,0,0
SN,AS,uttara,6099,18,16,23,5,2,24,0,0,20,8,0,34,0,0
SN,AS,uttara,6100,17,15,23,5,2,26,0,0,21,8,0,33,0,0
SN,AS,uttara,6101,14,16,23,5,2,26,0,0,23,9,0,32,0,0
SN,AS,uttara,6102,13,16,23,5,2,25,0,0,24,10,0,32,0,0
SN,AS,uttara,6103,13,16,23,4,2,25,0,0,26,9,0,32,0,0
SN,AS,uttara,6104,13,17,23,4,2,23,0,0,27,9,0,32,0,0
SN,AS,uttara,6105,13,18,23,4,2,23,0,0,26,9,0,32,0,0
SN,AS,uttara,6106,14,18,23,4,2,23,0,0,25,8,0,33,0,0
SN,AS,uttara,6107,14,17,23,4,2,23,0,0,25,9,0,33,0,0
SN,AS,uttara,6108,15,16,23,4,2,22,0,0,26,9,0,33,0,0
SN,AS,uttara,6109,15,15,23,4,2,25,0,0,25,9,0,32,0,0
SN,AS,uttara,6110,15,14,23,3,2,25,0,0,27,8,0,33,0,0
SN,AS,uttara,6111,16,16,22,4,2,24,0,0,25,8,0,32,0,0
SN,AS,uttara,6112,15,17,22,4,2,24,0,0,25,8,0,32,0,0
SN,AS,uttara,6113,17,17,21,4,2,23,0,0,24,9,0,31,0,0
SN,AS,uttara,6114,15,17,22,4,1,24,0,0,24,8,0,33,0,0
SN,AS,uttara,6115,13,17,22,5,1,25,0,0,24,8,0,33,0,0
SN,AS,uttara,6116,14,16,22,4,1,25,0,0,25,9,0,32,0,0
SN,AS,uttara,6117,15,17,22,4,1,24,0,0,24,9,0,32,0,0
SN,AS,uttara,6118,15,16,22,4,1,23,0,0,25,9,0,33,0,0
SN,AS,uttara,6119,15,15,22,4,1,24,0,0,25,10,0,32,0,0
SN,AS,uttara,6120,14,14,22,5,1,24,0,0,24,11,0,33,0,0
SN,AS,uttara,6121,14,14,22,6,1,25,0,0,24,10,0,32,0,0
SN,AS,uttara,6122,15,14,23,6,0,24,0,0,24,10,0,32,0,0
SN,AS,uttara,6123,15,14,23,6,0,25,0,0,25,8,0,32,0,0
SN,AS,uttara,6124,17,15,23,6,0,25,0,0,24,7,0,31,0,0
SN,AS,uttara,6125,17,15,23,6,0,23,0,0,24,9,0,31,0,0
SN,AS,uttara,6126,18,16,23,6,0,23,0,0,23,9,0,30,0,0
SN,AS,uttara,6127,20,16,23,6,0,22,0,0,22,9,0,30,0,0
SN,AS,uttara,6128,20,17,23,7,0,21,0,0,20,9,0,31,0,0
SN,AS,uttara,6129,19,17,23,8,0,21,0,0,20,9,0,31,0,0
SN,AS,uttara,6130,18,17,23,9,0,20,0,0,20,10,0,31,0,0
SN,AS,uttara,6131,15,17,23,10,0,20,0,0,21,11,0,31,0,0
SN,AS,uttara,6132,16,17,23,10,0,19,0,0,21,10,0,32,0,0
SN,AS,uttara,6133,16,17,23,10,0,19,0,0,19,11,0,33,0,0
SN,AS,uttara,6134,17,17,23,9,0,17,0,0,20,12,0,33,0,0
SN,AS,uttara,6135,19,17,23,10,0,16,0,0,19,12,0,32,0,0
SN,AS,uttara,6136,19,16,24,9,0,15,0,0,19,12,0,35,0,0
SN,AS,uttara,6137,20,15,24,9,0,14,0,0,19,12,0,36,0,0
SN,AS,uttara,6138,19,15,25,9,0,14,0,0,19,12,0,37,0,0
SN,AS,uttara,6139,19,18,25,9,0,13,0,0,19,12,0,35,0,0
SN,AS,uttara,6140,19,18,25,9,0,12,0,0,19,12,0,36,0,0
SN,AS,uttara,6141,18,18,25,9,0,11,0,0,21,12,0,36,0,0
SN,AS,uttara,6142,18,17,25,10,0,10,0,0,20,12,0,38,0,0
SN,AS,uttara,6143,20,17,25,11,0,9,0,0,19,12,0,37,0,0
SN,AS,uttara,6144,20,18,25,12,0,8,1,0,17,11,0,38,0,0
SN,AS,uttara,6145,21,19,25,11,0,9,1,0,17,11,0,36,0,0
SN,AS,uttara,6146,22,18,25,11,0,8,1,0,16,11,0,38,0,0
SN,AS,uttara,6147,23,18,25,11,0,8,1,0,15,11,0,38,0,0
SN,AS,uttara,6148,24,18,25,11,0,8,1,0,15,11,0,37,0,0
SN,AS,uttara,6149,22,16,25,11,0,9,1,0,17,12,0,37,0,0
SN,AS,uttara,6150,22,17,25,11,0,10,1,0,17,10,0,37,0,0
SN,AS,uttara,6151,21,15,25,12,0,13,1,0,16,9,0,38,0,0
SN,AS,uttara,6152,21,14,25,12,0,14,1,0,17,8,0,38,0,0
SN,AS,uttara,6153,21,13,25,12,0,15,1,0,16,9,0,38,0,0
SN,AS,uttara,6154,22,12,25,11,0,15,1,0,16,9,0,39,0,0
SN,AS,uttara,6155,23,11,25,10,0,16,1,0,17,8,0,39,0,0
SN,AS,uttara,6156,23,11,25,9,0,18,1,0,18,7,0,38,0,0
SN,AS,uttara,6157,21,12,24,9,1,21,1,0,17,7,0,37,0,0
SN,AS,uttara,6158,21,13,24,10,1,20,2,0,17,6,0,36,0,0
SN,AS,uttara,6159,20,13,24,11,1,20,2,0,16,5,0,38,0,0
SN,AS,uttara,6160,18,14,24,10,1,22,2,0,16,5,0,38,0,0
SN,AS,uttara,6161,17,13,24,10,1,23,2,0,18,6,0,36,0,0
SN,AS,uttara,6162,16,13,24,11,1,22,3,0,18,6,0,36,0,0
SN,AS,uttara,6163,15,13,24,12,1,21,3,0,20,5,0,36,0,0
SN,AS,uttara,6164,15,11,24,11,1,22,3,0,22,5,0,36,0,0
SN,AS,uttara,6165,15,10,24,10,1,24,3,0,23,5,0,35,0,0
SN,AS,uttara,6166,16,11,24,11,1,24,3,0,20,5,0,35,0,0
SN,AS,uttara,6167,15,12,24,11,1,24,3,0,21,6,0,33,0,0
SN,AS,uttara,6168,13,13,24,10,1,24,3,0,22,7,0,33,0,0
SN,AS,uttara,6169,15,12,24,10,1,24,2,0,22,8,0,32,0,0
SN,AS,uttara,6170,15,11,24,11,1,24,2,0,22,8,0,32,0,0
SN,AS,uttara,6171,14,11,24,10,1,25,2,0,23,9,0,31,0,0
SN,AS,uttara,6172,14,10,24,10,1,24,2,0,24,10,0,31,0,0
SN,AS,uttara,6173,13,11,24,10,1,23,2,0,23,10,0,33,0,0
SN,AS,uttara,6174,13,11,23,10,1,24,2,0,23,9,1,32,0,0
SN,AS,uttara,6175,13,11,23,10,1,23,2,0,23,10,1,32,0,0
SN,AS,uttara,6176,14,11,23,10,1,20,2,0,23,10,1,34,0,0
SN,AS,uttara,6177,12,11,23,11,1,20,2,0,23,10,1,35,0,0
SN,AS,uttara,6178,12,11,22,10,1,21,2,0,24,10,2,34,0,0
SN,AS,uttara,6179,11,11,22,10,1,21,2,0,23,12,2,34,0,0
SN,AS,uttara,6180,10,12,22,10,1,21,2,0,23,12,2,34,0,0
SN,AS,uttara,6181,10,13,22,10,1,21,2,0,21,12,2,35,0,0
SN,AS,uttara,6182,10,13,23,10,0,20,2,0,21,13,2,35,0,0
SN,AS,uttara,6183,10,13,23,10,0,20,1,0,21,14,2,35,0,0
SN,AS,uttara,6184,11,13,23,10,0,20,1,0,22,14,2,33,0,0
SN,AS,uttara,6185,12,13,23,10,0,18,1,0,22,15,2,33,0,0
SN,AS,uttara,6186,13,13,23,11,0,17,1,0,21,14,2,34,0,0
SN,AS,uttara,6187,13,15,23,11,0,17,0,0,20,14,2,34,0,0
SN,AS,uttara,6188,13,15,23,11,0,17,0,0,19,15,2,34,0,0
SN,AS,uttara,6189,15,14,23,11,0,16,0,0,17,16,2,35,0,0
SN,AS,uttara,6190,15,15,23,11,0,15,0,0,16,17,2,35,0,0
SN,AS,uttara,6191,15,15,23,10,0,15,0,0,16,16,2,37,0,0
SN,AS,uttara,6192,16,16,23,9,0,15,0,0,15,15,2,38,0,0
SN,AS,uttara,6193,17,15,23,9,0,15,0,0,14,15,2,39,0,0
SN,AS,uttara,6194,16,16,23,8,0,15,0,0,15,14,2,40,0,0
SN,AS,uttara,6195,16,16,23,7,0,15,0,0,17,13,2,40,0,0
SN,AS,uttara,6196,17,17,23,7,0,16,0,0,16,12,2,39,0,0
SN,AS,uttara,6197,15,17,23,8,0,18,0,0,16,11,2,39,0,0
SN,AS,uttara,6198,15,16,23,9,0,18,1,0,16,12,2,37,0,0
SN,AS,uttara,6199,15,17,24,9,0,16,1,0,15,14,1,38,0,0
SN,AS,uttara,6200,16,16,24,9,0,17,1,0,15,13,1,38,0,0
SN,AS,uttara,6201,17,16,24,9,0,17,1,0,15,14,1,36,0,0
SN,AS,uttara,6202,17,18,24,8,0,17,1,0,15,14,1,35,0,0
SN,AS,uttara,6203,17,18,25,8,0,15,1,0,17,13,0,36,0,0
SN,AS,uttara,6204,17,19,25,8,0,15,1,0,18,12,0,35,0,0
SN,AS,uttara,6205,17,20,25,8,0,15,1,0,17,12,0,35,0,0
SN,AS,uttara,6206,18,19,25,9,0,14,1,0,18,12,0,34,0,0
SN,AS,uttara,6207,19,18,25,9,0,13,1,0,20,11,0,34,0,0
SN,AS,uttara,6208,18,18,25,9,0,14,1,0,20,10,0,35,0,0
SN,AS,uttara,6209,17,18,25,8,0,14,1,0,21,11,0,35,0,0
SN,AS,uttara,6210,17,17,25,8,0,15,1,0,22,10,0,35,0,0
SN,AS,uttara,6211,18,17,25,7,0,15,1,0,22,10,0,35,0,0
SN,AS,uttara,6212,19,15,25,7,0,16,1,0,22,11,0,34,0,0
SN,AS,uttara,6213,20,15,25,7,0,16,1,0,21,11,0,34,0,0
SN,AS,uttara,6214,18,15,25,7,0,17,1,0,24,10,0,33,0,0
SN,AS,uttara,6215,18,15,25,7,0,16,1,0,24,10,0,34,0,0
SN,AS,uttara,6216,17,15,25,7,0,17,1,0,25,11,0,32,0,0
SN,AS,uttara,6217,16,14,25,7,0,19,1,0,26,11,0,31,0,0
SN,AS,uttara,6218,17,14,25,7,0,19,1,0,26,10,0,31,0,0
SN,AS,uttara,6219,18,14,25,7,0,19,1,0,26,10,0,30,0,0
SN,AS,uttara,6220,18,14,25,7,0,18,1,0,25,11,0,31,0,0
SN,AS,uttara,6221,19,13,25,7,0,17,1,0,25,12,0,31,0,0
SN,AS,uttara,6222,19,13,25,6,0,17,1,0,24,13,0,32,0,0
SN,AS,uttara,6223,18,13,25,6,0,19,0,0,24,12,0,33,0,0
SN,AS,uttara,6224,18,12,25,6,0,19,1,0,25,10,0,32,0,0
SN,AS,uttara,6225,16,13,25,6,0,18,1,0,25,11,0,31,0,0
SN,AS,uttara,6226,16,15,24,5,0,18,1,1,27,10,0,30,0,0
SN,AS,uttara,6227,17,13,23,5,0,19,1,1,26,11,1,29,0,0
SN,AS,uttara,6228,18,13,23,6,0,19,1,1,24,12,1,28,0,0
SN,AS,uttara,6229,18,13,23,6,0,20,1,1,24,11,1,28,0,0
SN,AS,uttara,6230,18,11,23,6,0,22,1,1,24,11,1,28,0,0
SN,AS,uttara,6231,18,12,23,6,0,21,1,1,23,12,1,28,0,0
SN,AS,uttara,6232,17,12,23,7,0,21,1,1,22,12,1,29,0,0
SN,AS,uttara,6233,17,11,23,7,0,21,1,1,22,13,1,29,0,0
SN,AS,uttara,6234,17,12,23,7,0,22,1,1,21,12,1,29,0,0
SN,AS,uttara,6235,16,12,23,8,0,22,1,1,21,12,1,29,0,0
SN,AS,uttara,6236,15,12,23,9,0,23,1,1,21,12,1,28,0,0
SN,AS,uttara,6237,14,12,23,8,0,24,1,1,23,11,1,28,0,0
SN,AS,uttara,6238,14,11,22,8,1,26,1,1,23,10,1,28,0,0
SN,AS,uttara,6239,14,11,22,8,1,28,1,1,21,10,1,28,0,0
SN,AS,uttara,6240,14,10,22,8,1,31,1,1,21,9,1,27,0,0
SN,AS,uttara,6241,16,9,22,8,1,31,1,1,21,8,1,27,0,0
SN,AS,uttara,6242,17,8,22,8,1,30,1,1,21,9,1,27,0,0
SN,AS,uttara,6243,15,7,22,10,1,31,1,1,21,9,1,27,0,0
SN,AS,uttara,6244,13,6,22,10,1,33,1,1,20,10,1,28,0,0
SN,AS,uttara,6245,12,6,22,10,1,34,1,1,22,9,1,27,0,0
SN,AS,uttara,6246,10,6,22,10,1,34,1,1,25,8,1,27,0,0
SN,AS,uttara,6247,11,6,22,10,1,34,1,1,25,7,1,27,0,0
SN,AS,uttara,6248,11,7,22,11,1,32,1,1,25,8,1,26,0,0
SN,AS,uttara,6249,12,7,22,11,1,32,0,1,25,9,1,27,0,0
SN,AS,uttara,6250,12,6,22,11,1,34,0,1,26,8,1,28,0,0
SN,AS,uttara,6251,11,4,23,12,1,34,1,0,24,8,1,30,0,0
SN,AS,uttara,6252,10,5,24,12,1,34,1,0,25,7,0,31,0,0
SN,AS,uttara,6253,10,5,24,11,1,35,1,0,25,6,0,32,0,0
SN,AS,uttara,6254,10,4,24,12,1,34,1,0,25,6,0,33,0,0
SN,AS,uttara,6255,11,4,24,13,1,32,1,0,25,6,0,33,0,0
SN,AS,uttara,6256,11,3,24,12,1,35,1,0,25,5,0,33,0,0
SN,AS,uttara,6257,11,3,24,11,1,35,1,0,27,5,0,32,0,0
SN,AS,uttara,6258,14,4,24,10,1,34,1,0,27,4,0,31,0,0
SN,AS,uttara,6259,14,3,24,10,1,32,1,0,29,4,0,32,0,0
SN,AS,uttara,6260,14,3,24,9,1,32,1,0,30,4,0,32,0,0
SN,AS,uttara,6261,14,3,24,8,1,32,1,0,30,4,0,33,0,0
SN,AS,uttara,6262,14,4,24,8,1,30,1,0,30,5,0,33,0,0
SN,AS,uttara,6263,14,5,25,7,0,28,1,0,31,6,0,33,0,0
SN,AS,uttara,6264,15,5,24,8,1,25,1,0,31,7,0,33,0,0
SN,AS,uttara,6265,16,6,24,8,1,23,1,0,31,7,0,33,0,0
SN,AS,uttara,6266,15,7,24,8,1,23,1,0,31,7,0,33,0,0
SN,AS,uttara,6267,16,7,24,8,1,22,1,0,31,6,0,34,0,0
SN,AS,uttara,6268,16,7,24,6,1,23,1,0,33,6,0,33,0,0
SN,AS,uttara,6269,16,8,24,7,1,22,1,0,34,5,0,32,0,0
SN,AS,uttara,6270,17,8,24,7,1,22,1,0,32,5,0,33,0,0
SN,AS,uttara,6271,18,9,24,7,1,22,1,0,30,5,0,33,0,0
SN,AS,uttara,6272,18,10,24,7,1,20,1,0,31,5,0,33,0,0
SN,AS,uttara,6273,19,9,24,5,1,21,1,0,31,5,0,34,0,0
SN,AS,uttara,6274,18,9,24,7,1,22,1,0,29,5,0,34,0,0
SN,AS,uttara,6275,20,9,24,7,1,20,1,0,28,5,0,35,0,0
SN,AS,uttara,6276,19,9,24,6,1,21,0,0,30,5,0,35,0,0
SN,AS,uttara,6277,20,8,24,6,1,20,0,0,31,5,0,35,0,0
SN,AS,uttara,6278,20,8,24,7,1,20,0,0,30,6,0,34,0,0
SN,AS,uttara,6279,21,9,24,6,1,21,0,0,29,6,0,33,0,0
SN,AS,uttara,6280,21,10,24,5,1,21,0,0,29,6,0,33,0,0
SN,AS,uttara,6281,21,11,24,5,1,19,0,0,29,7,0,33,0,0
SN,AS,uttara,6282,22,11,24,5,1,19,0,0,28,7,0,33,0,0
SN,AS,uttara,6283,19,11,24,6,1,20,0,0,28,8,0,33,0,0
SN,AS,uttara,6284,19,11,24,6,1,22,0,0,26,9,0,32,0,0
SN,AS,uttara,6285,20,11,24,7,1,21,0,0,24,10,0,32,0,0
SN,AS,uttara,6286,20,11,24,7,1,22,0,0,24,10,0,31,0,0
SN,AS,uttara,6287,20,10,24,7,1,24,0,0,24,9,0,31,0,0
SN,AS,uttara,6288,19,9,24,7,1,24,0,0,24,9,0,33,0,0
SN,AS,uttara,6289,18,10,25,6,0,25,0,0,24,9,0,33,0,0
SN,AS,uttara,6290,17,10,25,6,0,25,0,0,25,9,0,33,0,0
SN,AS,uttara,6291,17,11,25,7,0,24,0,0,24,9,0,33,0,0
SN,AS,uttara,6292,16,11,25,8,0,25,0,0,24,9,0,32,0,0
SN,AS,uttara,6293,18,12,25,8,0,23,0,0,23,9,0,32,0,0
SN,AS,uttara,6294,18,11,25,7,0,23,0,0,25,9,0,32,0,0
SN,AS,uttara,6295,18,11,25,7,0,23,0,0,25,9,0,32,0,0
SN,AS,uttara,6296,18,11,25,7,0,23,0,0,24,10,0,32,0,0
SN,AS,uttara,6297,17,10,25,7,0,25,0,0,25,10,0,31,0,0
SN,AS,uttara,6298,16,10,25,9,0,24,1,0,26,9,0,30,0,0
SN,AS,uttara,6299,18,11,25,7,0,23,1,0,26,8,0,31,0,0
SN,AS,uttara,6300,16,12,25,7,0,25,1,0,25,9,0,30,0,0
SN,AS,uttara,6301,17,13,24,7,1,26,1,0,23,9,0,29,0,0
SN,AS,uttara,6302,16,13,24,8,1,27,1,0,21,10,0,29,0,0
SN,AS,uttara,6303,15,14,24,7,1,27,1,0,22,9,0,30,0,0
SN,AS,uttara,6304,15,13,24,7,1,25,1,0,24,10,0,30,0,0
SN,AS,uttara,6305,14,12,24,7,1,25,1,0,25,11,0,30,0,0
SN,AS,uttara,6306,14,11,24,7,1,26,1,0,26,10,0,30,0,0
SN,AS,uttara,6307,15,11,24,7,1,25,1,0,25,11,0,30,0,0
SN,AS,uttara,6308,16,10,24,6,1,25,1,0,27,10,0,30,0,0
SN,AS,uttara,6309,16,11,24,6,1,26,1,0,26,9,0,30,0,0
SN,AS,uttara,6310,15,11,24,5,1,28,1,0,27,8,0,30,0,0
SN,AS,uttara,6311,15,12,24,5,1,26,1,0,27,9,0,30,0,0
SN,AS,uttara,6312,16,12,24,5,1,25,1,0,26,10,0,30,0,0
SN,AS,uttara,6313,16,12,24,6,1,27,1,0,26,9,0,28,0,0
SN,AS,uttara,6314,16,11,24,6,1,28,1,0,27,8,0,28,0,0
SN,AS,uttara,6315,16,10,24,6,1,28,1,0,26,8,0,30,0,0
SN,AS,uttara,6316,15,9,24,5,1,29,1,0,28,8,0,30,0,0
SN,AS,uttara,6317,14,9,24,4,1,30,1,0,29,8,0,30,0,0
SN,AS,uttara,6318,12,8,24,4,1,32,1,0,30,8,0,30,0,0
SN,AS,uttara,6319,14,8,24,4,1,31,1,0,29,8,0,30,0,0
SN,AS,uttara,6320,13,9,24,4,1,31,1,0,30,8,0,29,0,0
SN,AS,uttara,6321,13,8,24,4,1,31,1,0,31,7,0,30,0,0
SN,AS,uttara,6322,13,9,24,5,1,29,1,0,31,7,0,30,0,0
SN,AS,uttara,6323,13,10,24,3,1,30,0,0,31,8,0,30,0,0
SN,AS,uttara,6324,11,9,23,4,2,31,0,0,32,9,0,29,0,0
SN,AS,uttara,6325,12,9,23,4,2,30,0,0,33,8,0,29,0,0
SN,AS,uttara,6326,12,9,23,4,2,28,0,0,34,9,0,29,0,0
SN,AS,uttara,6327,13,10,23,3,2,28,0,0,34,8,0,29,0,0
SN,AS,uttara,6328,13,9,23,3,2,29,0,0,35,8,0,28,0,0
SN,AS,uttara,6329,12,9,23,3,2,30,0,0,35,7,0,29,0,0
SN,AS,uttara,6330,12,10,23,4,2,29,0,0,35,6,0,29,0,0
SN,AS,uttara,6331,11,10,23,4,2,29,0,0,36,6,0,29,0,0
SN,AS,uttara,6332,9,12,23,5,2,30,0,0,35,5,0,29,0,0
SN,AS,uttara,6333,8,14,23,6,2,29,0,0,34,5,0,29,0,0
SN,AS,uttara,6334,8,13,23,6,2,27,0,0,36,6,0,29,0,0
SN,AS,uttara,6335,9,13,23,6,2,25,0,0,37,6,0,29,0,0
SN,AS,uttara,6336,8,14,23,7,2,25,0,0,36,5,0,30,0,0
SN,AS,uttara,6337,8,15,22,7,3,25,0,0,36,4,0,30,0,0
SN,AS,uttara,6338,8,16,22,6,3,23,0,0,36,5,0,29,0,0
SN,AS,uttara,6339,9,18,21,6,3,22,0,1,36,5,0,28,0,0
SN,AS,uttara,6340,10,18,20,6,3,23,0,1,35,6,1,25,0,0
SN,AS,uttara,6341,11,17,20,6,3,23,0,1,33,7,1,26,0,0
