Text_Type,Book,Chapter,Window,GGL,LGG,G,GLL,L,GLG,LLL,GG,GGG,LLG,LG,LGL,GL,LL
SN,AS,uttara,1,29,26,8,15,2,44,20,3,29,16,8,30,0,0
SN,AS,uttara,2,29,30,8,15,2,46,20,3,26,16,8,30,0,0
SN,AS,uttara,3,28,31,8,15,2,46,20,3,27,15,7,30,1,0
SN,AS,uttara,4,30,31,8,15,2,49,20,3,28,14,6,30,1,0
SN,AS,uttara,5,26,21,7,10,2,48,12,3,26,14,6,22,1,0
SN,AS,uttara,6,26,23,7,12,2,48,13,3,28,14,5,24,2,0
SN,AS,uttara,7,25,23,7,12,2,47,13,3,29,16,5,23,2,0
SN,AS,uttara,8,27,23,7,11,2,45,13,3,29,17,5,24,2,0
SN,AS,uttara,9,26,23,6,11,2,46,13,3,29,17,6,24,2,0
SN,AS,uttara,10,26,23,6,10,2,45,13,3,29,17,6,23,2,0
SN,AS,uttara,11,26,24,6,10,1,45,13,3,30,16,6,21,3,0
SN,AS,uttara,12,27,26,7,9,0,47,13,3,28,15,6,21,3,0
SN,AS,uttara,13,25,26,8,9,0,44,13,3,28,14,5,20,3,0
SN,AS,uttara,14,26,28,8,10,0,44,13,3,28,15,5,20,3,0
SN,AS,uttara,15,25,30,8,10,1,43,14,3,29,15,4,20,3,0
SN,AS,uttara,16,24,29,7,8,1,41,13,3,29,15,4,18,3,0
SN,AS,uttara,17,23,29,7,7,1,40,10,2,27,15,5,15,3,0
SN,AS,uttara,18,23,29,8,6,1,38,9,2,27,17,5,17,3,0
SN,AS,uttara,19,20,27,7,7,1,31,8,2,25,16,5,18,4,0
SN,AS,uttara,20,21,27,7,7,1,30,7,3,22,17,5,19,4,0
SN,AS,uttara,21,24,33,8,10,1,31,8,3,30,21,4,20,4,0
SN,AS,uttara,22,26,32,8,11,1,31,9,3,30,22,4,24,4,0
SN,AS,uttara,23,26,36,9,13,1,32,9,2,32,23,4,26,4,0
SN,AS,uttara,24,29,36,9,13,2,33,8,2,34,23,4,26,4,0
SN,AS,uttara,25,34,36,9,13,2,33,8,2,35,23,4,25,4,0
SN,AS,uttara,26,37,36,8,13,2,34,8,3,33,22,4,25,4,0
SN,AS,uttara,27,38,32,8,16,2,34,9,3,39,21,4,27,5,0
SN,AS,uttara,28,38,32,8,17,3,33,9,3,44,22,4,31,4,0
SN,AS,uttara,29,36,31,8,17,3,29,9,3,42,22,4,29,5,0
SN,AS,uttara,30,36,32,9,18,3,27,8,3,39,22,4,30,5,0
SN,AS,uttara,31,35,30,10,17,3,28,7,3,36,22,4,30,4,0
SN,AS,uttara,32,34,29,10,17,3,28,6,3,36,20,4,31,4,0
SN,AS,uttara,33,33,29,10,17,4,29,6,3,37,19,3,31,4,0
SN,AS,uttara,34,33,29,11,17,4,28,5,3,38,20,2,31,4,0
SN,AS,uttara,35,33,29,11,16,4,31,5,3,37,20,2,33,4,0
SN,AS,uttara,36,35,27,12,16,4,31,5,3,36,21,2,34,3,0
SN,AS,uttara,37,34,27,12,17,4,29,5,3,36,22,2,34,3,0
SN,AS,uttara,38,34,25,12,18,4,29,5,3,34,21,2,35,3,0
SN,AS,uttara,39,36,23,13,17,4,29,5,2,33,20,2,36,3,0
SN,AS,uttara,40,38,22,14,17,3,29,4,2,32,20,2,37,3,0
SN,AS,uttara,41,36,21,15,17,3,27,4,2,34,20,2,37,3,0
SN,AS,uttara,42,35,22,16,16,3,27,4,2,35,19,1,38,3,0
SN,AS,uttara,43,35,22,16,16,3,27,4,2,35,18,1,38,3,0
SN,AS,uttara,44,34,22,17,15,3,28,4,2,37,19,1,38,2,0
SN,AS,uttara,45,32,23,17,17,4,28,4,1,37,18,1,39,2,0
SN,AS,uttara,46,29,16,17,14,4,27,3,1,31,14,1,36,2,0
SN,AS,uttara,47,27,16,18,13,4,26,3,1,31,12,0,33,2,0
SN,AS,uttara,48,26,12,17,11,5,26,3,1,28,11,0,32,2,0
SN,AS,uttara,49,24,12,17,11,5,26,3,1,27,12,0,33,2,0
SN,AS,uttara,50,19,10,17,11,5,27,3,1,27,11,0,35,2,0
SN,AS,uttara,51,16,10,18,11,5,27,3,0,28,11,0,36,2,0
SN,AS,uttara,52,14,10,19,8,5,26,2,0,23,12,0,35,1,0
SN,AS,uttara,53,14,11,20,7,4,25,2,0,18,12,0,32,1,0
SN,AS,uttara,54,14,12,21,8,4,26,1,0,18,13,0,33,0,0
SN,AS,uttara,55,15,12,21,7,4,26,1,0,18,13,0,33,0,0
SN,AS,uttara,56,15,12,21,7,4,25,1,0,20,13,0,32,0,0
SN,AS,uttara,57,15,12,20,7,5,24,1,0,20,13,0,33,0,0
SN,AS,uttara,58,16,12,21,7,4,24,1,0,19,13,0,33,0,0
SN,AS,uttara,59,16,12,21,8,4,25,1,0,19,12,0,32,0,0
SN,AS,uttara,60,16,12,21,9,4,24,1,0,20,12,0,31,0,0
SN,AS,uttara,61,15,12,21,9,4,24,1,0,22,11,0,31,0,0
SN,AS,uttara,62,18,10,21,8,4,24,1,0,23,10,0,31,0,0
SN,AS,uttara,63,16,11,21,7,4,24,1,0,24,10,0,32,0,0
SN,AS,uttara,64,13,11,21,7,4,24,1,0,27,10,0,32,0,0
SN,AS,uttara,65,12,10,21,7,4,24,1,0,29,10,0,32,0,0
SN,AS,uttara,66,13,11,21,7,4,25,1,0,28,8,0,32,0,0
SN,AS,uttara,67,14,10,21,7,4,24,1,0,29,8,0,32,0,0
SN,AS,uttara,68,15,10,21,8,4,25,1,0,28,7,0,31,0,0
SN,AS,uttara,69,16,10,21,8,4,24,1,0,28,6,0,32,0,0
SN,AS,uttara,70,16,9,22,7,3,25,1,0,29,6,0,32,0,0
SN,AS,uttara,71,16,9,22,7,3,25,1,0,27,7,0,33,0,0
SN,AS,uttara,72,16,8,21,6,4,25,0,0,29,7,0,34,0,0
SN,AS,uttara,73,16,9,22,7,3,24,0,0,30,6,0,33,0,0
SN,AS,uttara,74,16,9,23,7,2,23,0,0,31,5,0,34,0,0
SN,AS,uttara,75,15,9,22,7,3,25,0,0,31,5,0,33,0,0
SN,AS,uttara,76,16,8,22,7,3,25,0,0,32,5,0,32,0,0
SN,AS,uttara,77,16,7,22,7,3,25,0,0,33,4,0,33,0,0
SN,AS,uttara,78,16,5,22,7,3,26,0,0,34,3,0,34,0,0
SN,AS,uttara,79,16,4,21,6,4,26,0,0,35,3,0,35,0,0
SN,AS,uttara,80,15,3,21,6,4,26,0,0,37,3,0,35,0,0
SN,AS,uttara,81,16,3,21,6,4,26,0,0,36,3,0,35,0,0
SN,AS,uttara,82,16,3,22,6,3,26,0,0,37,3,0,34,0,0
SN,AS,uttara,83,14,3,21,6,4,28,0,0,37,3,0,34,0,0
SN,AS,uttara,84,15,3,21,5,4,27,0,0,36,3,0,36,0,0
SN,AS,uttara,85,15,3,21,6,4,26,0,0,35,3,0,37,0,0
SN,AS,uttara,86,15,4,21,6,4,25,0,0,34,4,0,37,0,0
SN,AS,uttara,87,15,4,21,6,4,26,0,0,33,4,0,37,0,0
SN,AS,uttara,88,15,4,21,6,4,27,0,0,33,4,0,36,0,0
SN,AS,uttara,89,15,4,21,6,4,28,0,0,31,4,0,37,0,0
SN,AS,uttara,90,17,4,21,6,4,28,0,0,29,4,0,37,0,0
SN,AS,uttara,91,17,3,21,7,4,27,0,0,29,4,0,38,0,0
SN,AS,uttara,92,16,3,21,7,4,27,0,0,29,4,0,39,0,0
SN,AS,uttara,93,15,4,21,7,4,27,0,0,29,4,0,39,0,0
SN,AS,uttara,94,14,5,21,8,4,27,0,0,29,4,0,38,0,0
SN,AS,uttara,95,15,5,21,7,4,27,0,0,29,4,0,38,0,0
SN,AS,uttara,96,15,5,21,7,4,27,0,0,31,3,0,37,0,0
SN,AS,uttara,97,16,5,22,7,3,27,0,0,30,4,0,36,0,0
SN,AS,uttara,98,16,5,22,6,3,26,0,0,31,4,0,37,0,0
SN,AS,uttara,99,15,6,22,7,3,27,0,0,29,4,0,37,0,0
SN,AS,uttara,100,15,6,23,7,2,26,0,0,29,5,0,37,0,0
SN,AS,uttara,101,16,6,23,7,2,26,0,0,28,5,0,37,0,0
SN,AS,uttara,102,16,7,23,7,2,27,0,0,27,5,0,36,0,0
SN,AS,uttara,103,17,7,23,7,2,29,0,0,25,5,0,35,0,0
SN,AS,uttara,104,18,7,24,7,1,28,0,0,25,5,0,35,0,0
SN,AS,uttara,105,17,8,24,7,1,27,0,0,25,6,0,35,0,0
SN,AS,uttara,106,17,9,24,6,1,26,0,0,24,7,0,36,0,0
SN,AS,uttara,107,18,9,24,6,1,26,0,0,24,6,0,36,0,0
SN,AS,uttara,108,19,9,25,7,0,24,0,0,23,7,0,36,0,0
SN,AS,uttara,109,21,9,25,7,0,24,0,0,22,8,0,34,0,0
SN,AS,uttara,110,21,10,25,5,0,25,0,0,22,9,0,33,0,0
SN,AS,uttara,111,20,10,25,6,0,25,0,0,21,8,0,35,0,0
SN,AS,uttara,112,17,10,25,7,0,26,0,0,22,8,0,35,0,0
SN,AS,uttara,113,19,9,25,7,0,26,0,0,21,8,0,35,0,0
SN,AS,uttara,114,19,9,25,7,0,26,0,0,21,8,0,35,0,0
SN,AS,uttara,115,16,9,25,8,0,25,1,0,21,8,0,37,0,0
SN,AS,uttara,116,15,11,25,7,0,26,1,0,21,8,0,36,0,0
SN,AS,uttara,117,15,12,25,7,0,27,1,0,20,8,0,35,0,0
SN,AS,uttara,118,15,12,25,6,0,27,1,0,21,8,0,35,0,0
SN,AS,uttara,119,15,12,24,6,1,27,1,0,20,8,0,36,0,0
SN,AS,uttara,120,15,12,24,7,1,27,1,0,20,8,0,35,0,0
SN,AS,uttara,121,15,12,24,7,1,26,1,0,20,9,0,35,0,0
SN,AS,uttara,122,14,12,24,7,1,26,1,0,21,8,0,36,0,0
SN,AS,uttara,123,14,11,24,8,1,27,1,0,20,8,0,36,0,0
SN,AS,uttara,124,14,11,24,7,1,27,1,0,21,8,0,36,0,0
SN,AS,uttara,125,14,11,24,7,1,25,1,0,22,8,0,37,0,0
SN,AS,uttara,126,14,11,24,7,1,24,1,0,22,9,0,37,0,0
SN,AS,uttara,127,14,10,24,7,1,24,1,0,23,9,0,37,0,0
SN,AS,uttara,128,13,11,24,7,1,23,1,0,24,9,0,37,0,0
SN,AS,uttara,129,13,11,24,7,1,24,1,0,25,8,0,36,0,0
SN,AS,uttara,130,14,10,24,7,1,24,1,0,25,8,0,36,0,0
SN,AS,uttara,131,14,9,24,7,1,27,1,0,25,7,0,35,0,0
SN,AS,uttara,132,13,10,24,8,1,28,1,0,23,7,0,35,0,0
SN,AS,uttara,133,12,10,24,7,1,29,1,0,25,6,0,35,0,0
SN,AS,uttara,134,9,10,23,8,2,30,1,0,26,6,0,35,0,0
SN,AS,uttara,135,10,11,23,8,2,28,1,0,26,6,0,35,0,0
SN,AS,uttara,136,10,10,23,7,2,29,1,0,28,6,0,34,0,0
SN,AS,uttara,137,11,10,23,6,2,28,1,0,27,7,0,35,0,0
SN,AS,uttara,138,9,11,23,6,2,26,1,0,28,9,0,35,0,0
SN,AS,uttara,139,9,11,23,7,2,26,1,0,28,9,0,34,0,0
SN,AS,uttara,140,9,11,23,6,2,28,0,0,30,9,0,32,0,0
SN,AS,uttara,141,9,10,23,6,2,28,0,0,31,9,0,32,0,0
SN,AS,uttara,142,10,9,23,6,2,26,0,0,30,11,0,33,0,0
SN,AS,uttara,143,10,8,23,7,2,24,0,0,31,11,0,34,0,0
SN,AS,uttara,144,10,8,24,6,1,25,0,0,31,11,0,34,0,0
SN,AS,uttara,145,9,9,24,5,1,25,0,0,32,11,0,34,0,0
SN,AS,uttara,146,12,9,24,5,1,25,0,0,30,10,0,34,0,0
SN,AS,uttara,147,12,9,24,5,1,27,0,0,29,10,0,33,0,0
SN,AS,uttara,148,12,9,24,4,1,27,0,0,31,10,0,32,0,0
SN,AS,uttara,149,12,8,24,4,1,27,0,0,31,11,0,32,0,0
SN,AS,uttara,150,12,8,24,4,1,28,0,0,31,10,0,32,0,0
SN,AS,uttara,151,12,9,24,4,1,28,0,0,31,9,0,32,0,0
SN,AS,uttara,152,13,9,24,4,1,27,0,0,31,9,0,32,0,0
SN,AS,uttara,153,13,8,24,4,1,26,0,0,32,9,0,33,0,0
SN,AS,uttara,154,13,8,24,4,1,25,0,0,31,10,0,34,0,0
SN,AS,uttara,155,14,10,24,4,1,25,0,0,29,9,0,34,0,0
SN,AS,uttara,156,14,12,24,4,1,22,0,0,29,9,0,35,0,0
SN,AS,uttara,157,15,11,24,3,1,20,0,0,31,9,0,36,0,0
SN,AS,uttara,158,16,12,24,3,1,18,0,0,31,9,0,36,0,0
SN,AS,uttara,159,17,12,25,4,0,17,0,0,30,9,0,36,0,0
SN,AS,uttara,160,16,10,25,4,0,17,0,0,33,9,0,36,0,0
SN,AS,uttara,161,16,12,25,5,0,16,0,0,32,9,0,35,0,0
SN,AS,uttara,162,16,12,25,5,0,16,0,0,33,9,0,34,0,0
SN,AS,uttara,163,17,11,25,5,0,17,0,0,34,7,0,34,0,0
SN,AS,uttara,164,18,11,25,4,0,16,0,0,34,8,0,34,0,0
SN,AS,uttara,165,18,12,25,5,0,14,0,0,33,8,0,35,0,0
SN,AS,uttara,166,20,11,25,5,0,14,0,0,31,9,0,35,0,0
SN,AS,uttara,167,20,11,25,5,0,16,0,0,32,7,0,34,0,0
SN,AS,uttara,168,21,11,25,4,0,19,0,0,30,7,0,33,0,0
SN,AS,uttara,169,23,10,25,4,0,19,0,0,30,7,0,32,0,0
SN,AS,uttara,170,24,9,25,5,0,20,0,0,28,7,0,32,0,0
SN,AS,uttara,171,21,9,25,5,0,19,0,0,31,8,0,32,0,0
SN,AS,uttara,172,20,9,25,6,0,18,0,0,31,9,0,32,0,0
SN,AS,uttara,173,22,9,25,6,0,17,0,0,29,10,0,32,0,0
SN,AS,uttara,174,23,9,25,6,0,17,0,0,30,9,0,31,0,0
SN,AS,uttara,175,24,10,25,6,0,17,0,0,29,9,0,30,0,0
SN,AS,uttara,176,22,9,25,6,0,18,0,0,31,9,0,30,0,0
SN,AS,uttara,177,22,9,25,7,0,17,0,0,30,10,0,30,0,0
SN,AS,uttara,178,24,9,25,7,0,16,0,0,28,12,0,29,0,0
SN,AS,uttara,179,23,9,25,7,0,16,0,0,30,12,0,28,0,0
SN,AS,uttara,180,22,7,25,7,0,17,0,0,32,12,0,28,0,0
SN,AS,uttara,181,21,5,25,7,0,19,0,0,34,12,0,27,0,0
SN,AS,uttara,182,21,6,25,7,0,20,0,0,32,12,0,27,0,0
SN,AS,uttara,183,22,5,25,7,0,22,0,0,30,12,0,27,0,0
SN,AS,uttara,184,22,5,25,6,0,22,0,0,30,13,0,27,0,0
SN,AS,uttara,185,24,5,25,6,0,23,0,0,28,12,0,27,0,0
SN,AS,uttara,186,24,3,25,5,0,24,0,0,29,13,0,27,0,0
SN,AS,uttara,187,23,4,25,6,0,23,0,0,30,12,0,27,0,0
SN,AS,uttara,188,23,5,25,7,0,23,0,0,28,12,0,27,0,0
SN,AS,uttara,189,22,5,25,7,0,24,0,0,29,11,0,27,0,0
SN,AS,uttara,190,23,4,25,7,0,24,0,0,29,12,0,26,0,0
SN,AS,uttara,191,23,4,25,7,0,24,0,0,29,11,0,27,0,0
SN,AS,uttara,192,22,5,25,7,0,22,0,0,28,11,0,27,0,0
SN,AS,uttara,193,21,5,25,7,0,19,0,0,29,11,0,27,0,0
SN,AS,uttara,194,20,6,25,8,0,18,0,0,31,11,0,26,0,0
SN,AS,uttara,195,20,6,24,7,0,18,0,0,31,12,1,25,0,0
SN,AS,uttara,196,22,8,23,8,0,18,0,0,30,12,1,24,0,0
SN,AS,uttara,197,22,8,22,7,0,17,1,1,30,11,1,23,0,0
SN,AS,uttara,198,21,8,21,7,0,17,2,1,29,10,2,22,0,0
SN,AS,uttara,199,21,10,21,9,0,18,2,1,30,10,2,23,0,0
SN,AS,uttara,200,23,10,20,17,0,18,3,2,33,11,2,24,0,0
SN,AS,uttara,201,24,12,20,18,0,21,5,2,30,13,2,26,0,0
SN,AS,uttara,202,25,14,20,19,0,24,6,2,29,13,2,31,0,0
SN,AS,uttara,203,24,16,19,19,0,26,8,2,29,11,2,30,0,0
SN,AS,uttara,204,25,17,18,21,0,28,9,2,26,11,2,30,0,0
SN,AS,uttara,205,25,17,17,22,0,27,9,2,24,11,3,30,0,0
SN,AS,uttara,206,26,17,16,22,0,25,9,2,24,11,4,31,0,0
SN,AS,uttara,207,25,16,15,24,0,25,10,2,26,14,4,31,0,0
SN,AS,uttara,208,29,18,14,25,1,27,10,2,27,16,4,33,0,0
SN,AS,uttara,209,30,19,13,25,1,29,11,2,27,14,4,33,0,0
SN,AS,uttara,210,34,25,13,25,1,34,14,2,32,17,4,35,0,0
SN,AS,uttara,211,34,26,12,26,1,34,14,2,30,16,5,36,0,0
SN,AS,uttara,212,35,25,11,25,1,34,14,2,31,16,6,35,0,0
SN,AS,uttara,213,35,25,10,24,1,34,16,2,33,16,6,35,0,0
SN,AS,uttara,214,37,26,10,24,1,33,16,2,31,17,6,34,0,0
SN,AS,uttara,215,36,26,9,23,1,33,17,2,30,16,6,33,0,0
SN,AS,uttara,216,36,27,8,24,1,32,17,2,32,18,7,31,0,0
SN,AS,uttara,217,36,27,7,24,1,34,17,2,33,19,7,31,0,0
SN,AS,uttara,218,36,28,6,24,2,36,18,2,32,20,7,30,0,0
SN,AS,uttara,219,35,27,5,24,2,39,19,2,30,22,7,30,1,0
SN,AS,uttara,220,34,27,6,24,2,39,19,2,31,22,6,31,1,0
SN,AS,uttara,221,34,25,6,23,2,42,19,2,31,22,6,33,1,0
SN,AS,uttara,222,35,25,6,23,2,42,18,2,31,24,6,33,1,0
SN,AS,uttara,223,34,27,6,24,2,43,17,2,32,25,5,35,1,0
SN,AS,uttara,224,34,26,5,22,2,41,17,2,31,25,5,33,1,0
SN,AS,uttara,225,31,25,5,14,2,41,16,1,29,24,5,31,1,0
SN,AS,uttara,226,30,26,4,14,2,40,14,2,31,22,5,29,1,0
SN,AS,uttara,227,28,24,3,12,2,37,14,2,31,21,5,23,1,0
SN,AS,uttara,228,29,23,3,13,2,35,13,2,31,21,5,23,1,0
SN,AS,uttara,229,28,23,3,12,2,34,12,2,32,20,6,22,1,0
SN,AS,uttara,230,28,23,3,11,2,34,12,2,32,21,6,22,1,0
SN,AS,uttara,231,27,24,4,11,2,34,13,2,32,21,5,20,1,0
SN,AS,uttara,232,28,24,4,9,2,35,12,2,30,20,6,18,1,0
SN,AS,uttara,233,23,23,4,8,2,32,12,2,30,18,6,15,1,0
SN,AS,uttara,234,22,22,4,7,2,32,12,2,30,19,7,17,1,0
SN,AS,uttara,235,16,16,3,8,2,28,9,2,26,16,7,15,1,0
SN,AS,uttara,236,18,16,3,9,2,27,10,2,29,16,6,15,1,0
SN,AS,uttara,237,17,16,3,11,3,27,10,2,26,16,5,15,1,0
SN,AS,uttara,238,17,15,3,11,3,26,8,2,25,16,6,14,1,0
SN,AS,uttara,239,15,16,2,12,3,26,9,2,26,15,6,16,1,0
SN,AS,uttara,240,15,16,3,12,3,27,10,2,28,17,6,16,1,0
SN,AS,uttara,241,14,15,3,11,3,27,10,2,28,15,5,16,1,0
SN,AS,uttara,242,15,15,3,12,3,27,10,2,28,14,5,16,1,0
SN,AS,uttara,243,16,14,3,12,2,25,9,2,29,14,6,16,1,0
SN,AS,uttara,244,16,14,3,11,2,22,9,2,28,12,6,16,0,0
SN,AS,uttara,245,16,14,2,11,2,22,9,2,27,13,6,16,0,0
SN,AS,uttara,246,14,14,2,13,2,20,9,2,27,12,6,14,0,0
SN,AS,uttara,247,13,14,2,13,2,22,9,1,27,11,6,14,0,0
SN,AS,uttara,248,15,13,2,12,3,21,10,1,26,11,6,12,0,0
SN,AS,uttara,249,15,12,3,12,3,24,12,1,24,11,6,13,0,0
SN,AS,uttara,250,17,12,3,12,3,25,12,1,23,11,6,15,1,0
SN,AS,uttara,251,17,9,3,11,4,22,12,0,23,12,6,14,1,0
SN,AS,uttara,252,20,11,3,12,5,29,12,0,25,12,6,17,1,0
SN,AS,uttara,253,22,13,3,13,5,32,13,0,28,13,7,19,1,0
SN,AS,uttara,254,24,16,3,13,5,33,14,0,32,14,6,23,2,0
SN,AS,uttara,255,24,16,4,13,5,34,15,0,33,13,5,22,2,0
SN,AS,uttara,256,25,15,3,13,5,36,14,0,32,13,5,23,2,0
SN,AS,uttara,257,25,16,4,14,5,36,15,0,34,12,4,23,2,0
SN,AS,uttara,258,26,16,4,14,4,36,15,1,33,12,4,23,2,0
SN,AS,uttara,259,25,16,5,14,4,35,14,1,35,11,3,22,2,0
SN,AS,uttara,260,25,16,5,13,4,33,15,1,35,11,3,23,2,0
SN,AS,uttara,261,24,15,6,11,4,33,14,1,32,12,3,22,2,0
SN,AS,uttara,262,26,15,7,9,3,33,14,1,32,12,3,23,2,0
SN,AS,uttara,263,26,15,8,10,3,33,14,1,32,12,2,24,2,0
SN,AS,uttara,264,26,13,8,9,3,34,13,1,31,12,2,22,2,0
SN,AS,uttara,265,26,13,7,10,3,33,11,1,30,12,2,22,3,0
SN,AS,uttara,266,25,14,7,10,3,34,11,1,29,13,2,22,3,0
SN,AS,uttara,267,27,15,7,9,3,32,11,1,30,18,2,23,3,0
SN,AS,uttara,268,26,16,7,9,3,33,11,1,30,18,2,24,3,0
SN,AS,uttara,269,26,16,7,10,3,33,10,2,30,19,2,24,3,0
SN,AS,uttara,270,27,16,7,12,3,33,10,2,32,18,2,25,3,0
SN,AS,uttara,271,28,17,7,10,3,32,10,2,32,18,2,25,3,0
SN,AS,uttara,272,31,21,7,11,3,31,11,2,34,19,2,28,3,0
SN,AS,uttara,273,29,21,8,12,2,38,11,2,36,19,2,30,3,0
SN,AS,uttara,274,30,22,7,12,2,37,10,2,38,19,2,29,3,0
SN,AS,uttara,275,29,26,7,12,2,41,10,2,40,20,2,29,2,0
SN,AS,uttara,276,29,28,7,12,1,45,10,2,38,19,2,29,2,0
SN,AS,uttara,277,26,26,7,11,0,40,9,2,36,20,2,27,2,1
SN,AS,uttara,278,22,24,7,9,1,39,7,2,33,19,1,26,2,1
SN,AS,uttara,279,26,20,7,11,1,39,6,2,28,18,1,27,1,2
SN,AS,uttara,280,30,21,6,14,1,40,6,2,28,18,1,29,1,2
SN,AS,uttara,281,29,21,6,14,1,38,6,2,27,18,1,29,2,2
SN,AS,uttara,282,28,20,6,13,1,38,5,2,26,17,1,31,2,2
SN,AS,uttara,283,27,20,7,13,1,38,5,1,27,17,1,32,2,2
SN,AS,uttara,284,28,21,7,13,1,38,5,1,26,17,1,31,2,2
SN,AS,uttara,285,28,22,8,13,1,39,4,1,25,17,1,31,2,2
SN,AS,uttara,286,28,22,8,13,1,39,4,1,27,16,1,32,2,2
SN,AS,uttara,287,27,22,8,13,1,40,4,1,28,16,1,33,2,2
SN,AS,uttara,288,27,22,8,12,1,42,4,1,28,16,1,33,2,2
SN,AS,uttara,289,29,22,9,12,1,40,4,1,29,17,1,34,2,2
SN,AS,uttara,290,29,22,9,11,2,40,4,1,30,16,1,36,1,2
SN,AS,uttara,291,30,21,10,11,2,41,4,1,30,15,1,37,1,2
SN,AS,uttara,292,29,19,11,11,2,43,4,1,28,10,1,36,1,2
SN,AS,uttara,293,29,18,12,11,2,43,4,1,29,10,0,36,1,2
SN,AS,uttara,294,29,19,13,10,2,43,4,0,30,10,0,38,1,2
SN,AS,uttara,295,29,19,13,8,3,43,4,0,28,10,0,37,1,2
SN,AS,uttara,296,28,18,14,9,3,44,4,0,28,10,0,38,1,2
SN,AS,uttara,297,25,15,15,8,3,44,3,0,25,9,0,37,1,2
SN,AS,uttara,298,25,15,15,8,3,38,2,0,23,9,0,36,1,2
SN,AS,uttara,299,24,15,16,9,3,37,1,0,21,9,0,37,1,2
SN,AS,uttara,300,23,11,17,10,3,33,1,0,19,8,0,36,1,2
SN,AS,uttara,301,24,9,18,11,3,29,1,0,20,9,0,37,1,2
SN,AS,uttara,302,25,9,19,12,3,28,1,0,20,9,0,37,1,1
SN,AS,uttara,303,25,8,20,12,2,27,1,0,21,9,0,39,1,1
SN,AS,uttara,304,20,8,21,9,2,25,1,0,21,10,0,37,1,0
SN,AS,uttara,305,15,7,21,7,3,23,0,0,21,12,0,36,1,0
SN,AS,uttara,306,17,7,22,7,3,24,0,0,21,13,0,36,0,0
SN,AS,uttara,307,20,7,22,7,3,22,0,0,20,14,0,35,0,0
SN,AS,uttara,308,20,6,22,8,3,21,0,0,19,15,0,36,0,0
SN,AS,uttara,309,19,6,22,8,3,21,0,0,19,16,0,36,0,0
SN,AS,uttara,310,20,6,22,8,3,21,0,0,19,16,0,35,0,0
SN,AS,uttara,311,20,6,22,8,3,21,0,0,20,16,0,34,0,0
SN,AS,uttara,312,20,8,22,8,3,21,0,0,19,16,0,33,0,0
SN,AS,uttara,313,20,8,22,8,3,19,0,0,20,17,0,33,0,0
SN,AS,uttara,314,18,9,22,8,3,20,0,0,21,16,0,33,0,0
SN,AS,uttara,315,18,10,23,8,2,22,0,0,20,15,0,32,0,0
SN,AS,uttara,316,17,10,23,9,2,21,0,0,19,15,0,34,0,0
SN,AS,uttara,317,17,11,23,9,2,19,0,0,19,16,0,34,0,0
SN,AS,uttara,318,18,11,23,9,2,19,0,0,18,15,0,35,0,0
SN,AS,uttara,319,19,10,23,9,2,19,0,0,19,15,0,34,0,0
SN,AS,uttara,320,19,10,24,9,1,18,0,0,20,14,0,35,0,0
SN,AS,uttara,321,19,10,24,8,1,19,0,0,20,14,0,35,0,0
SN,AS,uttara,322,20,9,24,8,1,18,0,0,21,13,0,36,0,0
SN,AS,uttara,323,22,9,24,7,1,18,0,0,21,12,0,36,0,0
SN,AS,uttara,324,21,10,24,6,1,19,0,0,21,12,0,36,0,0
SN,AS,uttara,325,22,10,24,5,1,18,0,0,21,12,0,37,0,0
SN,AS,uttara,326,23,10,24,4,1,19,0,0,21,11,0,37,0,0
SN,AS,uttara,327,24,10,24,3,1,18,0,0,22,10,0,38,0,0
SN,AS,uttara,328,26,10,24,3,1,17,0,0,22,10,0,37,0,0
SN,AS,uttara,329,26,11,24,3,1,19,0,0,22,9,0,35,0,0
SN,AS,uttara,330,27,11,25,2,0,20,0,0,23,7,0,35,0,0
SN,AS,uttara,331,26,12,25,2,0,19,0,0,24,7,0,35,0,0
SN,AS,uttara,332,23,14,25,3,0,19,0,0,25,6,0,35,0,0
SN,AS,uttara,333,22,15,25,3,0,19,0,0,25,6,0,35,0,0
SN,AS,uttara,334,22,15,25,4,0,19,0,0,24,6,0,35,0,0
SN,AS,uttara,335,22,14,25,4,0,18,0,0,25,7,0,35,0,0
SN,AS,uttara,336,22,14,25,4,0,19,0,0,24,7,0,35,0,0
SN,AS,uttara,337,21,13,25,4,0,19,0,0,25,8,0,35,0,0
SN,AS,uttara,338,20,13,25,5,0,22,0,0,23,7,0,35,0,0
SN,AS,uttara,339,21,12,25,5,0,21,0,0,23,8,0,35,0,0
SN,AS,uttara,340,22,11,25,5,0,19,0,0,23,9,0,36,0,0
SN,AS,uttara,341,22,11,25,5,0,18,0,0,23,10,0,36,0,0
SN,AS,uttara,342,21,11,25,5,0,18,0,0,24,10,0,36,0,0
SN,AS,uttara,343,20,12,25,6,0,18,0,0,23,11,0,35,0,0
SN,AS,uttara,344,19,13,25,7,0,18,0,0,21,11,0,36,0,0
SN,AS,uttara,345,19,13,25,7,0,20,0,0,20,11,0,35,0,0
SN,AS,uttara,346,19,14,25,7,0,19,0,0,19,12,0,35,0,0
SN,AS,uttara,347,18,16,25,7,0,21,0,0,18,12,0,33,0,0
SN,AS,uttara,348,17,15,25,7,0,22,0,0,18,12,0,34,0,0
