Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,AH,shareera,1,7.73,5.24,17.96,0.92,0.15,0.02
SN,AH,shareera,2,7.61,5.28,18.08,0.94,0.15,0.02
SN,AH,shareera,3,7.72,5.2,18.0,0.94,0.15,0.02
SN,AH,shareera,4,7.76,5.04,17.6,0.94,0.15,0.02
SN,AH,shareera,5,7.72,5.08,17.6,0.94,0.15,0.02
SN,AH,shareera,6,7.75,5.08,17.64,0.94,0.15,0.02
SN,AH,shareera,7,7.93,5.0,17.68,0.94,0.15,0.02
SN,AH,shareera,8,7.89,5.04,17.72,0.94,0.15,0.02
SN,AH,shareera,9,7.84,5.16,18.04,0.93,0.15,0.02
SN,AH,shareera,10,7.94,5.12,18.04,0.93,0.15,0.02
SN,AH,shareera,11,7.88,5.12,18.04,0.94,0.15,0.02
SN,AH,shareera,12,7.99,5.04,18.04,0.93,0.15,0.02
SN,AH,shareera,13,7.81,5.28,18.36,0.9,0.15,0.02
SN,AH,shareera,14,7.93,5.2,18.32,0.91,0.15,0.02
SN,AH,shareera,15,7.99,5.16,18.24,0.89,0.15,0.02
SN,AH,shareera,16,8.02,5.16,18.32,0.89,0.15,0.02
SN,AH,shareera,17,8.04,5.2,18.68,0.88,0.15,0.02
SN,AH,shareera,18,8.3,5.04,18.72,0.89,0.15,0.02
SN,AH,shareera,19,8.59,5.04,19.04,0.89,0.15,0.02
SN,AH,shareera,20,8.18,5.28,19.08,0.89,0.15,0.01
SN,AH,shareera,21,8.04,5.36,19.0,0.9,0.15,0.01
SN,AH,shareera,22,7.93,5.28,18.64,0.89,0.15,0.01
SN,AH,shareera,23,7.77,5.52,19.08,0.87,0.15,0.01
SN,AH,shareera,24,7.76,5.48,19.04,0.88,0.15,0.01
SN,AH,shareera,25,7.92,5.32,18.96,0.88,0.15,0.01
SN,AH,shareera,26,7.77,5.44,18.96,0.88,0.15,0.0
SN,AH,shareera,27,7.74,5.56,19.2,0.88,0.15,0.0
SN,AH,shareera,28,7.62,5.68,19.24,0.88,0.15,0.0
SN,AH,shareera,29,7.55,5.76,19.32,0.88,0.15,0.0
SN,AH,shareera,30,7.48,5.84,19.36,0.89,0.15,0.0
SN,AH,shareera,31,7.27,6.16,19.76,0.86,0.15,0.0
SN,AH,shareera,32,7.14,6.24,19.8,0.87,0.15,0.0
SN,AH,shareera,33,7.06,6.44,20.2,0.84,0.15,0.0
SN,AH,shareera,34,6.94,6.4,19.84,0.84,0.15,0.0
SN,AH,shareera,35,6.93,6.44,19.84,0.85,0.15,0.0
SN,AH,shareera,36,6.99,6.4,19.88,0.87,0.14,0.0
SN,AH,shareera,37,6.83,6.8,20.56,0.84,0.14,0.0
SN,AH,shareera,38,6.96,6.52,20.24,0.86,0.14,0.0
SN,AH,shareera,39,7.01,6.48,20.28,0.85,0.14,0.0
SN,AH,shareera,40,7.0,6.48,20.28,0.85,0.14,0.0
SN,AH,shareera,41,6.91,6.56,20.24,0.85,0.14,0.0
SN,AH,shareera,42,6.97,6.44,19.92,0.86,0.14,0.0
SN,AH,shareera,43,6.71,6.8,20.28,0.84,0.14,0.0
SN,AH,shareera,44,6.55,6.52,19.28,0.84,0.15,0.0
SN,AH,shareera,45,6.54,6.68,19.56,0.81,0.15,0.0
SN,AH,shareera,46,6.57,6.44,18.92,0.81,0.15,0.0
SN,AH,shareera,47,6.59,6.32,18.56,0.81,0.15,0.0
SN,AH,shareera,48,6.58,5.96,17.52,0.81,0.15,0.0
SN,AH,shareera,49,6.52,6.16,17.92,0.81,0.15,0.0
SN,AH,shareera,50,6.31,6.36,18.0,0.81,0.15,0.0
SN,AH,shareera,51,6.33,6.4,18.0,0.81,0.15,0.0
SN,AH,shareera,52,6.34,6.32,17.72,0.82,0.15,0.0
SN,AH,shareera,53,6.3,6.64,18.44,0.8,0.15,0.0
SN,AH,shareera,54,6.3,6.64,18.36,0.8,0.15,0.0
SN,AH,shareera,55,6.39,6.84,19.0,0.79,0.15,0.0
SN,AH,shareera,56,6.49,6.56,18.6,0.82,0.14,0.0
SN,AH,shareera,57,6.51,6.52,18.56,0.82,0.14,0.0
SN,AH,shareera,58,6.5,6.4,18.16,0.82,0.14,0.0
