Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,CS,nidana,1,13.03,5.4,31.84,0.93,0.15,0.08
SN,CS,nidana,2,12.97,5.92,35.12,0.94,0.14,0.07
SN,CS,nidana,3,13.19,8.0,48.52,0.93,0.13,0.07
SN,CS,nidana,4,13.65,7.68,48.24,0.93,0.14,0.09
SN,CS,nidana,5,13.73,7.96,50.8,0.89,0.14,0.09
SN,CS,nidana,6,13.58,9.04,57.24,0.87,0.13,0.08
SN,CS,nidana,7,13.67,9.12,58.04,0.86,0.13,0.08
SN,CS,nidana,8,13.58,9.68,61.48,0.81,0.13,0.07
SN,CS,nidana,9,13.1,11.24,68.6,0.78,0.13,0.06
SN,CS,nidana,10,13.34,11.88,73.96,0.78,0.13,0.07
SN,CS,nidana,11,13.25,12.0,73.88,0.78,0.13,0.07
SN,CS,nidana,12,13.19,12.12,74.44,0.78,0.13,0.07
SN,CS,nidana,13,13.07,12.24,74.48,0.78,0.13,0.06
SN,CS,nidana,14,13.35,12.12,75.52,0.78,0.13,0.07
SN,CS,nidana,15,13.57,12.08,76.4,0.77,0.13,0.07
SN,CS,nidana,16,13.56,11.88,75.2,0.77,0.13,0.07
SN,CS,nidana,17,13.65,11.8,75.16,0.77,0.13,0.07
SN,CS,nidana,18,13.45,12.0,75.16,0.77,0.13,0.07
SN,CS,nidana,19,13.28,13.4,83.08,0.78,0.13,0.07
SN,CS,nidana,20,13.25,13.36,82.64,0.78,0.13,0.07
SN,CS,nidana,21,13.38,13.48,84.52,0.77,0.13,0.07
SN,CS,nidana,22,13.27,13.6,84.64,0.77,0.13,0.07
SN,CS,nidana,23,12.89,14.28,86.2,0.77,0.13,0.06
SN,CS,nidana,24,13.22,14.12,87.88,0.76,0.13,0.07
SN,CS,nidana,25,13.01,14.8,90.2,0.76,0.13,0.06
SN,CS,nidana,26,12.59,14.96,87.8,0.76,0.13,0.06
SN,CS,nidana,27,12.55,14.52,84.72,0.8,0.13,0.06
SN,CS,nidana,28,12.37,12.48,71.56,0.81,0.13,0.06
SN,CS,nidana,29,12.04,12.56,70.16,0.82,0.13,0.05
SN,CS,nidana,30,11.9,12.16,66.88,0.84,0.13,0.05
SN,CS,nidana,31,11.93,10.92,60.0,0.86,0.13,0.05
SN,CS,nidana,32,11.63,11.0,59.0,0.87,0.13,0.05
SN,CS,nidana,33,11.62,10.48,55.68,0.86,0.13,0.05
SN,CS,nidana,34,11.83,9.04,49.04,0.86,0.14,0.06
SN,CS,nidana,35,11.33,8.24,42.84,0.87,0.14,0.06
SN,CS,nidana,36,11.32,8.04,41.96,0.88,0.14,0.05
SN,CS,nidana,37,11.04,8.12,41.4,0.86,0.14,0.05
SN,CS,nidana,38,11.01,8.08,41.16,0.87,0.14,0.05
SN,CS,nidana,39,10.76,8.0,39.88,0.87,0.14,0.05
