Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,CS,indriya,1,10.63,5.57,26.99,0.78,0.13,0.06
SN,CS,indriya,2,10.54,5.61,27.01,0.78,0.13,0.05
SN,CS,indriya,3,10.58,5.61,27.09,0.79,0.13,0.05
SN,CS,indriya,4,11.06,4.81,24.32,0.79,0.13,0.06
SN,CS,indriya,5,11.05,4.77,24.09,0.79,0.13,0.06
SN,CS,indriya,6,10.89,4.77,23.75,0.79,0.13,0.06
SN,CS,indriya,7,10.76,4.73,23.23,0.79,0.13,0.05
SN,CS,indriya,8,10.79,4.65,22.88,0.79,0.13,0.05
SN,CS,indriya,9,10.63,4.69,22.77,0.8,0.13,0.05
SN,CS,indriya,10,10.76,4.47,21.93,0.81,0.13,0.05
SN,CS,indriya,11,10.72,4.45,21.84,0.81,0.13,0.05
SN,CS,indriya,12,10.71,4.28,21.07,0.8,0.13,0.06
SN,CS,indriya,13,10.66,4.27,20.96,0.8,0.13,0.06
SN,CS,indriya,14,10.69,4.28,21.13,0.8,0.13,0.06
SN,CS,indriya,15,10.62,4.32,21.23,0.81,0.13,0.06
SN,CS,indriya,16,10.52,4.37,21.29,0.81,0.13,0.05
SN,CS,indriya,17,10.51,4.25,20.73,0.82,0.13,0.06
SN,CS,indriya,18,10.37,4.21,20.33,0.84,0.13,0.05
SN,CS,indriya,19,10.36,4.21,20.31,0.84,0.13,0.05
SN,CS,indriya,20,10.17,4.04,19.05,0.84,0.13,0.06
SN,CS,indriya,21,10.14,4.04,19.07,0.83,0.13,0.06
SN,CS,indriya,22,10.11,4.04,18.95,0.84,0.13,0.05
SN,CS,indriya,23,9.9,3.99,18.28,0.83,0.13,0.05
SN,CS,indriya,24,9.61,4.01,17.88,0.82,0.13,0.05
SN,CS,indriya,25,9.61,4.05,18.01,0.82,0.13,0.05
SN,CS,indriya,26,9.43,4.07,17.75,0.83,0.13,0.05
SN,CS,indriya,27,9.19,4.07,17.39,0.83,0.13,0.04
SN,CS,indriya,28,9.33,4.31,18.61,0.83,0.13,0.04
SN,CS,indriya,29,9.19,4.31,18.36,0.83,0.13,0.04
SN,CS,indriya,30,9.29,4.53,19.45,0.83,0.13,0.04
SN,CS,indriya,31,9.46,4.67,20.33,0.82,0.13,0.04
SN,CS,indriya,32,9.56,4.65,20.44,0.82,0.13,0.04
SN,CS,indriya,33,9.73,4.6,20.56,0.82,0.13,0.05
SN,CS,indriya,34,9.62,4.68,20.64,0.81,0.13,0.04
