Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,CS,chikitsa,1,9.44,3.8,16.55,0.93,0.13,0.0
SN,CS,chikitsa,2,9.38,3.81,16.49,0.93,0.13,0.0
SN,CS,chikitsa,3,9.48,3.79,16.56,0.92,0.13,0.0
SN,CS,chikitsa,4,9.53,3.77,16.55,0.92,0.13,0.0
SN,CS,chikitsa,5,9.43,3.81,16.55,0.92,0.13,0.0
SN,CS,chikitsa,6,9.4,3.85,16.68,0.92,0.13,0.0
SN,CS,chikitsa,7,9.44,3.85,16.79,0.92,0.13,0.0
SN,CS,chikitsa,8,9.42,3.85,16.77,0.93,0.13,0.0
SN,CS,chikitsa,9,9.54,3.83,16.77,0.93,0.13,0.0
SN,CS,chikitsa,10,9.56,3.81,16.77,0.94,0.13,0.0
SN,CS,chikitsa,11,9.58,3.8,16.76,0.93,0.13,0.0
SN,CS,chikitsa,12,9.51,3.81,16.76,0.93,0.13,0.0
SN,CS,chikitsa,13,9.49,3.81,16.76,0.93,0.13,0.0
SN,CS,chikitsa,14,9.49,3.81,16.76,0.93,0.13,0.0
SN,CS,chikitsa,15,9.53,3.8,16.77,0.92,0.13,0.0
SN,CS,chikitsa,16,9.53,3.8,16.77,0.92,0.13,0.0
SN,CS,chikitsa,17,9.49,3.81,16.75,0.91,0.13,0.0
SN,CS,chikitsa,18,9.47,3.83,16.75,0.91,0.13,0.0
SN,CS,chikitsa,19,9.52,3.81,16.76,0.92,0.13,0.0
SN,CS,chikitsa,20,9.55,3.81,16.75,0.92,0.13,0.0
SN,CS,chikitsa,21,9.67,3.77,16.73,0.92,0.13,0.0
SN,CS,chikitsa,22,9.58,3.8,16.73,0.91,0.13,0.0
SN,CS,chikitsa,23,9.64,3.79,16.75,0.91,0.13,0.0
SN,CS,chikitsa,24,9.75,3.75,16.76,0.91,0.13,0.0
SN,CS,chikitsa,25,9.63,3.79,16.75,0.9,0.13,0.0
SN,CS,chikitsa,26,9.56,3.81,16.77,0.91,0.13,0.0
SN,CS,chikitsa,27,9.55,3.83,16.76,0.91,0.13,0.0
SN,CS,chikitsa,28,9.52,3.85,16.77,0.9,0.13,0.0
SN,CS,chikitsa,29,9.54,3.87,16.77,0.9,0.13,0.0
SN,CS,chikitsa,30,9.58,3.85,16.76,0.9,0.13,0.0
SN,CS,chikitsa,31,9.54,3.87,16.76,0.9,0.13,0.0
SN,CS,chikitsa,32,9.56,3.87,16.76,0.91,0.13,0.0
SN,CS,chikitsa,33,9.57,3.85,16.76,0.91,0.13,0.0
SN,CS,chikitsa,34,9.51,3.88,16.75,0.91,0.13,0.0
SN,CS,chikitsa,35,9.59,3.85,16.75,0.91,0.13,0.0
SN,CS,chikitsa,36,9.71,3.8,16.72,0.91,0.13,0.0
SN,CS,chikitsa,37,9.66,3.81,16.71,0.91,0.13,0.0
SN,CS,chikitsa,38,9.69,3.8,16.71,0.9,0.13,0.0
SN,CS,chikitsa,39,9.67,3.81,16.71,0.9,0.13,0.0
SN,CS,chikitsa,40,9.61,3.81,16.6,0.9,0.13,0.0
SN,CS,chikitsa,41,9.67,3.87,16.97,0.9,0.13,0.0
SN,CS,chikitsa,42,10.39,4.28,20.39,0.89,0.13,0.01
SN,CS,chikitsa,43,10.35,4.31,20.47,0.88,0.13,0.01
SN,CS,chikitsa,44,10.4,4.28,20.43,0.88,0.13,0.01
SN,CS,chikitsa,45,10.44,4.27,20.4,0.88,0.13,0.02
SN,CS,chikitsa,46,10.39,4.28,20.37,0.88,0.13,0.02
SN,CS,chikitsa,47,10.47,4.24,20.37,0.88,0.13,0.02
SN,CS,chikitsa,48,10.36,4.28,20.37,0.88,0.13,0.02
SN,CS,chikitsa,49,10.37,4.27,20.31,0.88,0.13,0.02
SN,CS,chikitsa,50,10.43,4.25,20.31,0.88,0.13,0.02
SN,CS,chikitsa,51,10.38,4.28,20.32,0.88,0.13,0.02
SN,CS,chikitsa,52,10.38,4.29,20.32,0.89,0.13,0.02
SN,CS,chikitsa,53,10.38,4.28,20.29,0.88,0.13,0.02
SN,CS,chikitsa,54,10.37,4.28,20.31,0.89,0.13,0.02
SN,CS,chikitsa,55,10.38,4.27,20.29,0.89,0.13,0.02
SN,CS,chikitsa,56,10.37,4.27,20.29,0.89,0.13,0.02
SN,CS,chikitsa,57,10.35,4.28,20.29,0.89,0.13,0.02
SN,CS,chikitsa,58,10.28,4.31,20.29,0.89,0.13,0.02
SN,CS,chikitsa,59,10.36,4.27,20.28,0.89,0.13,0.02
SN,CS,chikitsa,60,10.24,4.32,20.28,0.89,0.13,0.01
SN,CS,chikitsa,61,10.24,4.32,20.28,0.89,0.13,0.01
SN,CS,chikitsa,62,10.25,4.32,20.28,0.89,0.13,0.01
SN,CS,chikitsa,63,10.21,4.35,20.27,0.89,0.13,0.01
SN,CS,chikitsa,64,10.25,4.33,20.27,0.89,0.13,0.01
SN,CS,chikitsa,65,10.25,4.32,20.25,0.89,0.13,0.01
SN,CS,chikitsa,66,10.3,4.29,20.24,0.89,0.13,0.01
SN,CS,chikitsa,67,10.33,4.28,20.21,0.89,0.13,0.01
SN,CS,chikitsa,68,10.36,4.27,20.23,0.89,0.13,0.01
SN,CS,chikitsa,69,10.37,4.27,20.24,0.89,0.13,0.01
SN,CS,chikitsa,70,10.3,4.29,20.25,0.89,0.13,0.01
SN,CS,chikitsa,71,10.37,4.27,20.25,0.89,0.13,0.02
SN,CS,chikitsa,72,10.45,4.25,20.35,0.89,0.13,0.02
SN,CS,chikitsa,73,10.47,4.27,20.43,0.89,0.13,0.02
SN,CS,chikitsa,74,10.51,4.28,20.53,0.9,0.13,0.02
SN,CS,chikitsa,75,10.47,4.31,20.6,0.89,0.13,0.02
SN,CS,chikitsa,76,10.46,4.28,20.48,0.89,0.13,0.02
SN,CS,chikitsa,77,10.79,4.6,22.96,0.89,0.12,0.02
SN,CS,chikitsa,78,10.91,4.67,23.53,0.89,0.12,0.03
SN,CS,chikitsa,79,10.92,4.64,23.49,0.89,0.12,0.03
SN,CS,chikitsa,80,11.69,4.69,25.49,0.88,0.12,0.03
SN,CS,chikitsa,81,11.67,4.68,25.4,0.88,0.12,0.03
SN,CS,chikitsa,82,11.99,4.97,27.81,0.87,0.12,0.04
SN,CS,chikitsa,83,11.98,4.97,27.88,0.87,0.12,0.04
SN,CS,chikitsa,84,11.97,4.96,27.88,0.87,0.12,0.04
SN,CS,chikitsa,85,11.76,5.04,27.87,0.86,0.12,0.04
SN,CS,chikitsa,86,11.79,5.03,27.87,0.86,0.12,0.04
SN,CS,chikitsa,87,11.79,5.04,27.96,0.86,0.12,0.04
SN,CS,chikitsa,88,11.73,5.09,28.08,0.86,0.12,0.04
SN,CS,chikitsa,89,11.72,5.11,28.15,0.86,0.12,0.04
SN,CS,chikitsa,90,11.76,5.08,28.12,0.86,0.12,0.04
SN,CS,chikitsa,91,11.81,5.07,28.13,0.86,0.12,0.04
SN,CS,chikitsa,92,11.81,5.05,28.07,0.86,0.12,0.04
SN,CS,chikitsa,93,12.25,5.08,29.4,0.86,0.12,0.04
SN,CS,chikitsa,94,12.3,5.19,30.16,0.86,0.12,0.04
SN,CS,chikitsa,95,12.64,5.6,33.43,0.86,0.12,0.05
SN,CS,chikitsa,96,12.66,5.68,33.97,0.86,0.12,0.05
SN,CS,chikitsa,97,12.56,6.15,36.55,0.84,0.12,0.05
SN,CS,chikitsa,98,12.47,6.25,36.99,0.83,0.12,0.05
SN,CS,chikitsa,99,12.45,6.29,37.11,0.83,0.12,0.05
SN,CS,chikitsa,100,12.55,6.25,37.2,0.83,0.12,0.05
SN,CS,chikitsa,101,12.59,6.24,37.25,0.84,0.12,0.05
SN,CS,chikitsa,102,12.54,6.27,37.32,0.84,0.12,0.05
SN,CS,chikitsa,103,12.59,6.21,37.2,0.84,0.12,0.05
SN,CS,chikitsa,104,12.72,6.32,38.27,0.84,0.12,0.05
SN,CS,chikitsa,105,12.75,6.36,38.56,0.84,0.12,0.05
SN,CS,chikitsa,106,12.78,6.36,38.67,0.85,0.12,0.05
SN,CS,chikitsa,107,12.82,6.32,38.56,0.85,0.12,0.05
SN,CS,chikitsa,108,12.91,6.49,39.88,0.84,0.12,0.06
SN,CS,chikitsa,109,12.94,6.45,39.77,0.84,0.12,0.06
SN,CS,chikitsa,110,12.94,6.57,40.53,0.84,0.12,0.06
SN,CS,chikitsa,111,12.89,6.57,40.43,0.83,0.12,0.06
SN,CS,chikitsa,112,12.92,6.91,42.51,0.82,0.12,0.06
SN,CS,chikitsa,113,12.93,6.88,42.43,0.83,0.12,0.06
SN,CS,chikitsa,114,12.9,7.41,45.48,0.81,0.12,0.07
SN,CS,chikitsa,115,12.89,7.45,45.73,0.81,0.12,0.07
SN,CS,chikitsa,116,12.88,7.39,45.29,0.81,0.12,0.07
