Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,CS,kalpa,1,13.03,7.84,49.07,0.81,0.12,0.08
SN,CS,kalpa,2,13.04,7.84,49.07,0.81,0.12,0.08
SN,CS,kalpa,3,13.04,7.84,49.07,0.81,0.12,0.08
SN,CS,kalpa,4,13.04,7.69,48.13,0.81,0.12,0.08
SN,CS,kalpa,5,13.05,7.63,47.67,0.81,0.12,0.08
SN,CS,kalpa,6,12.65,7.48,45.51,0.81,0.12,0.08
SN,CS,kalpa,7,12.68,7.48,45.63,0.81,0.12,0.08
SN,CS,kalpa,8,12.28,7.37,43.6,0.81,0.12,0.07
SN,CS,kalpa,9,12.27,7.35,43.36,0.81,0.12,0.07
SN,CS,kalpa,10,12.34,7.31,43.33,0.81,0.12,0.07
SN,CS,kalpa,11,11.5,7.03,38.17,0.8,0.12,0.06
SN,CS,kalpa,12,11.36,6.85,36.68,0.81,0.12,0.05
SN,CS,kalpa,13,11.3,6.47,34.56,0.8,0.12,0.05
SN,CS,kalpa,14,11.06,6.43,33.61,0.79,0.12,0.05
SN,CS,kalpa,15,10.97,6.31,32.63,0.8,0.12,0.05
SN,CS,kalpa,16,10.84,6.36,32.57,0.8,0.12,0.05
SN,CS,kalpa,17,10.77,6.37,32.45,0.8,0.12,0.05
SN,CS,kalpa,18,10.78,6.32,32.27,0.8,0.12,0.05
SN,CS,kalpa,19,10.62,6.25,31.48,0.79,0.12,0.04
SN,CS,kalpa,20,10.57,6.27,31.43,0.79,0.13,0.04
SN,CS,kalpa,21,10.55,6.29,31.48,0.79,0.12,0.04
SN,CS,kalpa,22,10.49,6.24,31.07,0.79,0.13,0.04
SN,CS,kalpa,23,10.11,5.84,28.27,0.77,0.13,0.04
SN,CS,kalpa,24,10.16,5.81,28.28,0.77,0.13,0.04
SN,CS,kalpa,25,10.15,5.83,28.29,0.77,0.13,0.04
SN,CS,kalpa,26,10.2,5.81,28.31,0.77,0.13,0.04
SN,CS,kalpa,27,10.09,5.67,27.29,0.77,0.13,0.04
SN,CS,kalpa,28,10.09,5.68,27.36,0.77,0.13,0.04
SN,CS,kalpa,29,10.09,5.67,27.23,0.77,0.13,0.04
SN,CS,kalpa,30,10.04,5.65,27.0,0.77,0.13,0.04
SN,CS,kalpa,31,10.03,5.35,25.68,0.79,0.13,0.03
SN,CS,kalpa,32,10.18,5.08,24.68,0.8,0.13,0.03
SN,CS,kalpa,33,10.05,5.05,24.21,0.8,0.13,0.03
SN,CS,kalpa,34,9.67,4.91,22.57,0.8,0.13,0.02
SN,CS,kalpa,35,9.59,4.79,21.81,0.8,0.13,0.02
SN,CS,kalpa,36,9.57,4.71,21.33,0.81,0.13,0.02
SN,CS,kalpa,37,9.19,4.65,20.25,0.81,0.13,0.02
SN,CS,kalpa,38,8.61,4.76,19.27,0.81,0.13,0.01
SN,CS,kalpa,39,8.48,4.69,18.67,0.81,0.13,0.01
SN,CS,kalpa,40,8.23,4.65,17.84,0.81,0.13,0.01
SN,CS,kalpa,41,8.04,4.64,17.2,0.82,0.13,0.01
SN,CS,kalpa,42,8.04,4.65,17.19,0.81,0.13,0.01
SN,CS,kalpa,43,8.02,4.67,17.2,0.81,0.13,0.01
SN,CS,kalpa,44,8.16,4.68,17.53,0.83,0.13,0.01
SN,CS,kalpa,45,8.2,4.64,17.48,0.83,0.13,0.01
SN,CS,kalpa,46,8.12,4.67,17.41,0.82,0.13,0.0
SN,CS,kalpa,47,8.1,4.67,17.41,0.82,0.13,0.0
SN,CS,kalpa,48,8.08,4.67,17.4,0.81,0.13,0.0
SN,CS,kalpa,49,8.06,4.68,17.4,0.82,0.13,0.0
SN,CS,kalpa,50,8.01,4.71,17.44,0.81,0.13,0.0
SN,CS,kalpa,51,7.96,4.83,17.75,0.82,0.13,0.0
SN,CS,kalpa,52,7.93,4.85,17.76,0.81,0.13,0.0
