Text_Type,Book,Chapter,Window,GGG,G,GLG,LGG,LLL,LLG,GGL,L,GLL,LG,LGL,GL,GG,LL
SN,AH,shareera,378,92,60,82,42,1,20,57,8,17,0,80,0,0,0
SN,AH,shareera,379,91,59,84,44,1,21,57,8,17,0,79,0,0,0
SN,AH,shareera,380,92,60,83,42,1,21,55,8,17,0,80,0,0,0
SN,AH,shareera,381,91,60,82,44,1,20,57,8,17,0,79,0,0,0
SN,AH,shareera,382,92,60,83,43,1,20,57,8,16,0,79,0,0,0
SN,AH,shareera,383,93,59,84,43,1,20,58,8,17,0,78,0,0,0
SN,AH,shareera,384,94,60,83,41,1,20,56,8,17,0,79,0,0,0
SN,AH,shareera,385,96,60,83,41,1,20,54,8,17,0,79,0,0,0
SN,AH,shareera,386,98,60,80,40,1,21,52,9,17,0,79,0,0,0
SN,AH,shareera,387,97,60,81,40,1,21,53,9,16,0,79,0,0,0
SN,AH,shareera,388,97,60,83,40,1,21,52,9,15,0,79,0,0,0
SN,AH,shareera,389,99,59,86,42,1,19,52,9,15,0,77,0,0,0
SN,AH,shareera,390,101,60,86,41,1,19,51,8,15,0,77,0,0,0
SN,AH,shareera,391,100,59,89,42,1,19,52,8,15,0,76,0,0,0
SN,AH,shareera,392,101,58,89,43,1,18,52,9,15,0,75,0,0,0
SN,AH,shareera,393,102,57,91,45,1,17,53,9,15,0,73,0,0,0
SN,AH,shareera,394,103,57,88,44,1,17,53,10,14,0,74,0,0,0
SN,AH,shareera,395,105,56,88,46,1,17,51,10,15,0,74,0,0,0
SN,AH,shareera,396,106,56,86,46,1,17,51,10,15,0,75,0,0,0
SN,AH,shareera,397,105,56,87,46,1,17,52,10,14,0,75,0,0,0
SN,AH,shareera,398,107,56,86,46,1,17,50,10,14,0,76,0,0,0
SN,AH,shareera,399,108,56,86,46,1,17,49,10,14,0,76,0,0,0
SN,AH,shareera,400,107,56,87,47,1,17,48,10,14,0,76,0,0,0
SN,AH,shareera,401,107,57,88,46,1,17,48,9,14,0,76,0,0,0
SN,AH,shareera,402,107,57,88,46,1,17,48,9,14,0,76,0,0,0
SN,AH,shareera,403,107,57,89,49,1,17,46,8,16,0,75,0,0,0
SN,AH,shareera,404,108,57,89,48,1,18,45,8,16,0,75,0,0,0
SN,AH,shareera,405,106,57,90,48,1,17,47,8,16,0,75,0,0,0
SN,AH,shareera,406,106,57,88,48,1,17,49,8,16,0,75,0,0,0
SN,AH,shareera,407,106,57,88,49,1,17,48,8,16,0,75,0,0,0
SN,AH,shareera,408,104,57,90,49,1,18,46,8,17,0,75,0,0,0
SN,AH,shareera,409,104,57,89,49,1,17,48,8,17,0,75,0,0,0
SN,AH,shareera,410,105,57,89,48,1,16,49,8,17,0,75,0,0,0
SN,AH,shareera,411,105,57,88,48,1,17,49,8,17,0,75,0,0,0
SN,AH,shareera,412,104,57,88,48,1,18,49,8,17,0,75,0,0,0
SN,AH,shareera,413,103,57,87,48,1,18,50,8,17,0,76,0,0,0
SN,AH,shareera,414,101,57,87,48,1,18,52,8,17,0,76,0,0,0
SN,AH,shareera,415,101,57,86,49,1,19,51,8,17,0,76,0,0,0
SN,AH,shareera,416,103,57,86,48,1,19,50,8,17,0,76,0,0,0
SN,AH,shareera,417,104,56,88,49,1,18,49,8,18,0,76,0,0,0
SN,AH,shareera,418,102,57,88,48,1,17,50,8,17,0,77,0,0,0
SN,AH,shareera,419,103,56,89,49,1,19,50,8,17,1,77,0,0,0
SN,AH,shareera,420,104,56,89,49,1,18,50,8,17,1,77,0,0,0
SN,AH,shareera,421,103,56,91,51,1,18,51,7,17,1,76,0,0,0
SN,AH,shareera,422,106,56,89,51,1,18,51,7,16,1,76,0,0,0
SN,AH,shareera,423,107,56,89,53,1,19,50,6,16,1,76,0,0,0
SN,AH,shareera,424,107,57,89,53,1,19,50,5,16,1,76,0,0,0
SN,AH,shareera,425,106,58,91,54,1,19,48,4,15,1,77,0,0,0
SN,AH,shareera,426,105,58,90,55,1,18,48,4,16,1,78,0,0,0
SN,AH,shareera,427,104,58,89,56,1,17,50,4,16,1,78,0,0,0
SN,AH,shareera,428,104,58,89,56,1,18,50,4,16,1,77,0,0,0
SN,AH,shareera,429,104,58,92,54,1,18,50,4,16,1,76,0,0,0
SN,AH,shareera,430,105,59,91,52,0,18,50,4,15,1,77,0,0,0
SN,AH,shareera,431,106,59,90,53,0,19,48,4,15,1,77,0,0,0
SN,AH,shareera,432,107,59,89,52,0,19,49,4,15,1,77,0,0,0
SN,AH,shareera,433,109,59,88,52,0,20,48,4,14,1,77,0,0,0
SN,AH,shareera,434,106,59,87,52,0,20,48,4,14,1,76,0,0,0
SN,AH,shareera,435,107,58,88,52,0,20,47,5,13,1,76,0,0,0
SN,AH,shareera,436,107,58,88,52,0,20,47,5,13,1,76,0,0,0
SN,AH,shareera,437,106,57,90,53,0,20,48,5,13,1,76,0,0,0
SN,AH,shareera,438,106,57,88,53,0,21,49,5,13,1,76,0,0,0
SN,AH,shareera,439,104,57,89,53,1,21,50,5,15,1,77,0,0,0
SN,AH,shareera,440,103,57,91,52,2,21,51,5,17,1,77,0,0,0
SN,AH,shareera,441,104,57,92,52,3,23,51,5,18,1,78,0,0,0
SN,AH,shareera,442,104,57,92,52,4,25,50,5,19,1,77,0,0,0
SN,AH,shareera,443,105,56,92,54,5,30,51,5,20,1,79,0,1,0
SN,AH,shareera,444,103,55,91,54,5,33,52,5,20,1,80,0,2,0
SN,AH,shareera,445,103,54,93,53,5,34,54,6,22,1,80,0,2,0
SN,AH,shareera,446,103,54,92,51,5,34,55,7,22,1,81,0,2,0
SN,AH,shareera,447,104,54,93,52,5,32,57,6,23,1,81,0,2,0
SN,AH,shareera,448,105,54,95,50,5,33,56,6,22,1,81,0,2,0
SN,AH,shareera,449,110,53,95,52,5,33,55,6,22,1,80,0,2,0
SN,AH,shareera,450,112,53,96,51,5,33,56,6,22,1,79,0,2,0
SN,AH,shareera,451,110,52,96,51,5,38,59,6,22,2,79,0,2,0
SN,AH,shareera,452,108,51,97,50,7,38,59,6,26,2,78,0,2,0
SN,AH,shareera,453,108,50,97,50,8,39,60,6,26,2,78,0,3,0
SN,AH,shareera,454,109,50,95,48,9,39,59,6,27,2,80,0,4,0
SN,AH,shareera,455,109,50,96,48,9,39,61,6,27,2,79,0,4,0
SN,AH,shareera,456,112,49,97,46,9,39,61,7,27,2,79,0,4,0
SN,AH,shareera,457,111,48,98,46,9,39,61,8,28,2,80,0,4,0
SN,AH,shareera,458,110,48,97,45,9,39,62,9,28,2,81,0,4,0
SN,AH,shareera,459,110,47,97,45,9,39,65,9,29,2,81,0,4,0
SN,AH,shareera,460,108,47,97,45,9,40,66,9,29,2,81,0,4,0
SN,AH,shareera,461,109,47,100,48,9,39,66,8,29,2,80,0,4,0
SN,AH,shareera,462,112,47,100,47,9,39,67,8,29,2,79,0,4,0
SN,AH,shareera,463,111,47,100,47,9,39,68,8,30,2,80,0,4,0
SN,AH,shareera,464,109,48,99,45,9,39,70,8,30,2,82,0,4,0
SN,AH,shareera,465,108,47,99,45,10,40,70,8,31,2,83,0,5,0
SN,AH,shareera,466,108,47,96,44,11,41,69,8,32,2,85,0,6,0
SN,AH,shareera,467,107,47,98,45,12,42,69,7,35,2,85,0,6,0
SN,AH,shareera,468,104,47,96,44,12,45,69,7,35,2,87,0,7,0
SN,AH,shareera,469,104,47,98,44,12,46,70,7,37,2,87,0,7,0
SN,AH,shareera,470,101,48,99,42,12,46,72,7,37,2,88,0,7,0
SN,AH,shareera,471,102,47,99,46,12,46,72,7,37,2,86,0,7,0
SN,AH,shareera,472,105,46,98,50,12,46,71,7,37,2,84,0,7,0
SN,AH,shareera,473,112,45,99,58,12,46,72,8,38,2,84,0,7,0
SN,AH,shareera,474,111,44,100,58,12,46,73,9,39,2,84,0,7,0
SN,AH,shareera,475,112,43,99,58,13,46,73,9,40,2,86,0,7,0
SN,AH,shareera,476,111,43,97,58,13,47,75,9,40,2,86,0,7,0
SN,AH,shareera,477,111,43,96,58,13,49,73,9,40,2,87,0,7,0
SN,AH,shareera,478,111,44,95,55,13,49,74,9,39,2,88,0,7,0
SN,AH,shareera,479,110,44,95,57,13,48,74,9,39,2,88,0,7,0
SN,AH,shareera,480,113,44,94,57,13,48,72,9,39,2,88,0,7,0
SN,AH,shareera,481,115,44,95,56,13,48,70,9,39,2,88,0,7,0
SN,AH,shareera,482,116,44,95,55,13,48,70,9,39,2,88,0,7,0
SN,AH,shareera,483,116,44,95,55,13,47,71,9,38,2,89,0,7,0
SN,AH,shareera,484,116,44,95,56,13,48,69,9,38,2,89,0,7,0
SN,AH,shareera,485,116,44,96,56,13,48,68,9,38,2,89,0,7,0
SN,AH,shareera,486,116,44,97,55,13,47,69,9,38,2,89,0,7,0
SN,AH,shareera,487,116,44,96,55,13,46,68,9,40,2,90,0,7,0
SN,AH,shareera,488,117,44,98,54,13,46,67,9,40,2,89,0,7,0
SN,AH,shareera,489,118,43,99,56,13,47,66,9,40,2,88,0,7,0
SN,AH,shareera,490,118,43,100,56,13,46,66,9,40,2,88,0,7,0
SN,AH,shareera,491,117,43,100,56,13,46,66,9,40,2,89,0,7,0
SN,AH,shareera,492,117,44,99,54,13,46,67,9,39,2,89,0,7,0
SN,AH,shareera,493,116,44,100,54,13,47,65,9,39,2,90,0,7,0
SN,AH,shareera,494,114,45,98,54,13,46,64,9,40,1,90,0,7,0
SN,AH,shareera,495,114,45,97,55,13,46,63,9,41,1,90,0,7,0
SN,AH,shareera,496,114,46,96,53,13,45,63,9,41,1,91,0,7,0
SN,AH,shareera,497,112,45,100,55,13,44,64,9,41,1,90,0,7,0
SN,AH,shareera,498,111,45,99,53,13,43,65,10,40,1,92,0,7,0
SN,AH,shareera,499,111,45,99,53,13,43,66,10,40,1,91,0,7,0
SN,AH,shareera,500,113,45,98,53,13,43,66,10,40,1,90,0,7,0
SN,AH,shareera,501,113,45,98,52,13,45,67,10,39,1,89,0,7,0
SN,AH,shareera,502,116,45,99,50,13,45,65,10,39,1,89,0,7,0
SN,AH,shareera,503,117,45,100,50,13,44,64,10,39,1,89,0,7,0
SN,AH,shareera,504,120,45,97,50,13,44,63,10,39,1,90,0,7,0
SN,AH,shareera,505,121,44,100,51,13,44,62,10,40,1,88,0,7,0
SN,AH,shareera,506,121,44,101,50,13,43,63,10,40,1,88,0,7,0
SN,AH,shareera,507,121,43,101,53,13,45,62,10,40,1,87,0,7,0
SN,AH,shareera,508,119,43,103,54,13,44,62,10,40,1,87,0,7,0
SN,AH,shareera,509,119,42,107,55,13,44,63,10,41,1,88,0,7,0
SN,AH,shareera,510,118,43,107,55,13,44,63,9,41,1,89,0,7,0
SN,AH,shareera,511,118,43,106,55,13,44,64,9,41,1,89,0,7,0
SN,AH,shareera,512,118,43,104,56,13,43,63,10,41,1,89,0,7,0
SN,AH,shareera,513,117,42,106,56,13,42,63,11,41,1,89,0,7,0
SN,AH,shareera,514,117,42,104,57,12,43,63,11,39,1,88,0,7,0
SN,AH,shareera,515,116,42,102,59,11,44,62,11,38,1,87,0,7,0
SN,AH,shareera,516,118,42,101,59,10,43,62,11,37,1,87,0,7,0
SN,AH,shareera,517,119,42,101,59,9,41,62,11,37,1,87,0,7,0
SN,AH,shareera,518,118,43,102,57,8,36,61,11,36,1,84,0,6,0
SN,AH,shareera,519,120,44,102,56,8,34,61,11,36,1,83,0,5,0
SN,AH,shareera,520,121,45,98,55,8,33,61,10,34,1,84,0,5,0
SN,AH,shareera,521,124,46,100,57,8,33,60,9,33,1,85,0,5,0
SN,AH,shareera,522,124,47,101,56,8,33,57,9,32,1,85,0,5,0
SN,AH,shareera,523,125,47,99,57,8,32,58,9,32,1,85,0,5,0
SN,AH,shareera,524,121,48,98,55,8,32,59,9,32,1,86,0,5,0
SN,AH,shareera,525,119,47,98,56,8,32,59,9,33,1,87,0,5,0
SN,AH,shareera,526,118,48,99,56,8,28,57,9,33,0,87,0,5,0
SN,AH,shareera,527,118,48,101,59,7,29,57,9,28,0,87,0,5,0
SN,AH,shareera,528,118,49,100,59,6,28,58,9,28,0,86,0,4,0
SN,AH,shareera,529,118,50,99,59,5,27,59,9,28,0,85,0,3,0
SN,AH,shareera,530,117,50,98,59,5,27,58,9,28,0,86,0,3,0
SN,AH,shareera,531,116,51,97,59,5,28,56,8,28,0,87,0,3,0
SN,AH,shareera,532,116,52,96,59,5,28,55,7,28,0,87,0,3,0
SN,AH,shareera,533,116,52,96,61,5,29,55,6,27,0,86,0,3,0
SN,AH,shareera,534,117,53,94,61,5,29,54,6,26,0,85,0,3,0
SN,AH,shareera,535,119,52,93,61,5,29,53,7,26,0,85,0,3,0
SN,AH,shareera,536,117,53,90,57,5,29,54,7,27,0,87,0,3,0
SN,AH,shareera,537,115,53,88,57,5,31,52,7,27,0,89,0,3,0
SN,AH,shareera,538,117,53,86,57,5,32,51,7,26,0,88,0,3,0
SN,AH,shareera,539,120,52,86,58,6,32,49,7,26,0,86,0,3,0
SN,AH,shareera,540,120,52,86,58,5,31,50,8,25,0,85,0,2,0
SN,AH,shareera,541,118,52,89,60,4,30,51,8,25,0,83,0,1,0
SN,AH,shareera,542,118,52,87,60,3,29,51,8,22,1,83,0,1,0
SN,AH,shareera,543,120,53,88,60,3,26,50,8,22,1,82,0,0,0
SN,AH,shareera,544,120,54,87,60,3,25,48,7,20,1,82,0,0,0
SN,AH,shareera,545,122,53,86,62,3,26,46,7,19,2,84,0,0,0
SN,AH,shareera,546,119,53,88,59,3,26,46,8,19,2,85,0,0,0
SN,AH,shareera,547,115,54,89,56,3,26,47,8,20,2,86,0,0,0
SN,AH,shareera,548,107,55,87,49,3,28,46,7,19,2,85,0,0,0
SN,AH,shareera,549,108,55,87,51,3,28,46,6,18,2,84,0,0,0
SN,AH,shareera,550,107,56,86,51,2,29,47,6,17,2,82,0,0,0
SN,AH,shareera,551,106,56,88,51,2,28,46,6,18,2,82,0,0,0
SN,AH,shareera,552,106,56,89,51,2,26,47,6,18,2,82,0,0,0
SN,AH,shareera,553,105,55,92,53,3,26,46,6,18,2,81,0,0,0
SN,AH,shareera,554,106,55,92,52,3,26,46,6,18,2,81,0,0,0
SN,AH,shareera,555,105,55,93,54,3,28,49,6,19,2,81,0,0,0
SN,AH,shareera,556,104,55,93,55,3,29,48,6,19,2,81,0,0,0
SN,AH,shareera,557,101,55,94,57,3,28,48,6,20,2,81,0,0,0
SN,AH,shareera,558,102,55,94,58,3,28,47,6,20,2,80,0,0,0
SN,AH,shareera,559,101,55,95,58,3,28,47,6,20,2,80,0,0,0
SN,AH,shareera,560,101,55,93,57,3,29,49,6,20,2,80,0,0,0
SN,AH,shareera,561,101,55,96,59,3,29,51,6,20,2,81,0,0,0
SN,AH,shareera,562,100,55,97,59,3,29,51,6,20,2,81,0,0,0
SN,AH,shareera,563,103,55,98,61,3,29,52,6,20,2,82,0,0,0
SN,AH,shareera,564,102,56,97,59,3,28,52,6,20,2,84,0,0,0
SN,AH,shareera,565,102,56,101,59,3,28,54,6,21,2,85,0,0,0
SN,AH,shareera,566,102,56,100,60,3,28,54,6,21,2,85,0,0,0
SN,AH,shareera,567,101,56,100,60,3,28,54,6,21,2,86,0,0,0
SN,AH,shareera,568,101,56,99,61,3,27,55,6,21,2,86,0,0,0
SN,AH,shareera,569,101,55,100,62,3,27,55,6,22,2,86,0,0,0
SN,AH,shareera,570,101,55,101,61,3,27,56,6,21,2,86,0,0,0
SN,AH,shareera,571,101,55,101,61,3,27,56,6,21,2,86,0,0,0
SN,AH,shareera,572,102,55,98,59,3,27,56,7,21,2,87,0,0,0
SN,AH,shareera,573,104,56,98,59,3,28,55,6,21,2,85,0,0,0
SN,AH,shareera,574,105,56,98,59,4,27,55,6,21,2,84,0,0,0
SN,AH,shareera,575,104,56,99,59,4,27,56,6,21,2,83,0,0,0
SN,AH,shareera,576,105,56,99,60,4,26,55,6,21,2,83,0,0,0
SN,AH,shareera,577,102,56,99,60,4,26,56,6,22,2,84,0,0,0
SN,AH,shareera,578,101,55,99,61,4,26,56,7,22,2,84,0,0,0
SN,AH,shareera,579,99,55,101,61,4,26,56,7,23,2,83,0,0,0
SN,AH,shareera,580,98,56,99,61,4,26,57,7,22,2,83,0,0,0
SN,AH,shareera,581,96,55,99,62,4,26,60,7,23,2,83,0,0,0
SN,AH,shareera,582,95,56,100,59,4,24,61,7,23,2,84,0,0,0
SN,AH,shareera,583,97,55,100,59,4,24,62,7,23,2,84,0,0,0
SN,AH,shareera,584,97,56,98,59,4,25,61,7,22,2,84,0,0,0
SN,AH,shareera,585,97,56,96,59,4,25,62,7,23,2,84,0,0,0
SN,AH,shareera,586,97,56,96,59,4,26,60,7,24,2,84,0,0,0
SN,AH,shareera,587,99,57,95,57,4,27,60,6,24,2,84,0,0,0
SN,AH,shareera,588,100,58,93,57,4,28,60,5,24,2,84,0,0,0
SN,AH,shareera,589,100,57,95,58,5,27,59,5,25,2,84,0,0,0
SN,AH,shareera,590,101,57,95,56,5,26,60,5,25,2,85,0,0,0
SN,AH,shareera,591,99,57,96,56,5,25,63,5,25,2,84,0,0,0
SN,AH,shareera,592,99,57,96,56,5,26,63,5,24,2,84,0,0,0
SN,AH,shareera,593,101,56,96,57,6,26,62,5,25,2,83,0,0,0
SN,AH,shareera,594,100,56,97,57,6,26,62,5,25,2,83,0,0,0
SN,AH,shareera,595,101,55,98,59,7,26,61,5,26,2,81,0,0,0
SN,AH,shareera,596,98,55,94,58,7,28,60,5,26,2,80,0,0,0
SN,AH,shareera,597,97,54,95,59,7,28,61,5,27,2,80,0,0,0
SN,AH,shareera,598,96,54,95,60,7,28,61,5,27,2,80,0,0,0
SN,AH,shareera,599,97,54,95,59,7,28,61,5,27,2,80,0,0,0
SN,AH,shareera,600,97,55,94,59,7,29,59,5,26,2,80,0,0,0
SN,AH,shareera,601,98,54,94,60,7,28,58,5,28,2,81,0,0,0
SN,AH,shareera,602,98,55,92,59,6,27,58,5,29,2,82,0,0,0
SN,AH,shareera,603,98,55,93,59,6,27,56,5,29,2,83,0,0,0
SN,AH,shareera,604,97,55,94,60,6,27,56,5,28,2,83,0,0,0
SN,AH,shareera,605,97,54,95,61,6,28,56,5,29,2,82,0,0,0
SN,AH,shareera,606,96,54,96,61,6,27,56,5,29,2,83,0,0,0
SN,AH,shareera,607,97,54,98,62,6,28,58,5,29,2,84,0,0,0
SN,AH,shareera,608,96,55,97,61,6,27,58,5,29,2,85,0,0,0
SN,AH,shareera,609,95,55,98,62,6,27,57,5,29,2,85,0,0,0
SN,AH,shareera,610,92,56,101,63,6,26,58,4,29,2,84,0,0,0
SN,AH,shareera,611,92,56,103,63,6,26,57,4,29,2,83,0,0,0
SN,AH,shareera,612,92,56,104,64,6,25,57,4,29,2,82,0,0,0
SN,AH,shareera,613,90,56,106,64,6,24,58,4,29,2,82,0,0,0
SN,AH,shareera,614,89,57,105,63,5,24,59,4,28,2,83,0,0,0
SN,AH,shareera,615,89,57,106,65,5,24,60,3,28,2,82,0,0,0
SN,AH,shareera,616,89,58,103,65,5,24,59,3,28,2,83,0,0,0
SN,AH,shareera,617,89,58,103,64,5,25,61,3,30,1,82,0,0,0
SN,AH,shareera,618,88,58,102,63,5,25,62,3,31,1,83,0,0,0
SN,AH,shareera,619,87,58,100,64,5,25,64,3,31,1,83,0,0,0
SN,AH,shareera,620,87,58,98,62,5,25,64,4,32,0,81,0,0,0
SN,AH,shareera,621,86,58,98,63,5,26,66,3,32,0,81,0,0,0
SN,AH,shareera,622,89,58,98,62,5,26,65,3,31,0,81,0,0,0
SN,AH,shareera,623,89,58,98,62,5,24,66,3,31,0,82,0,0,0
SN,AH,shareera,624,87,59,96,61,5,25,65,3,32,0,83,0,0,0
SN,AH,shareera,625,87,58,98,62,5,24,65,3,32,0,84,0,0,0
SN,AH,shareera,626,89,58,97,62,5,25,64,3,31,0,84,0,0,0
SN,AH,shareera,627,88,57,100,63,5,25,63,3,33,0,83,0,0,0
SN,AH,shareera,628,89,58,96,62,4,26,63,3,33,0,84,0,0,0
SN,AH,shareera,629,88,57,95,61,4,27,65,4,33,0,84,0,0,0
SN,AH,shareera,630,87,57,94,59,4,26,62,4,32,0,85,0,0,0
SN,AH,shareera,631,87,56,94,59,4,27,65,4,32,0,84,0,0,0
SN,AH,shareera,632,88,56,95,57,4,27,65,4,31,0,85,0,0,0
SN,AH,shareera,633,90,55,96,57,4,27,67,4,31,1,85,0,0,0
SN,AH,shareera,634,91,55,96,56,4,27,67,4,31,1,85,0,0,0
SN,AH,shareera,635,91,54,97,56,4,26,66,5,32,1,85,0,0,0
SN,AH,shareera,636,91,54,93,54,4,26,65,5,32,1,84,0,0,0
SN,AH,shareera,637,93,54,93,54,4,27,65,5,30,1,83,0,0,0
SN,AH,shareera,638,89,54,91,52,4,28,65,5,30,1,82,0,0,0
SN,AH,shareera,639,91,53,91,52,4,31,65,5,30,2,82,0,0,0
SN,AH,shareera,640,91,53,87,51,4,31,64,5,29,2,81,0,0,0
SN,AH,shareera,641,91,53,87,50,4,31,64,5,30,2,81,0,0,0
SN,AH,shareera,642,91,53,88,50,4,31,63,5,31,2,80,0,0,0
SN,AH,shareera,643,91,53,90,49,4,31,62,5,31,2,80,0,0,0
SN,AH,shareera,644,90,53,92,47,4,30,63,6,29,2,80,0,0,0
SN,AH,shareera,645,89,52,92,46,4,30,63,7,30,2,81,0,0,0
SN,AH,shareera,646,88,52,92,46,4,31,63,7,30,2,81,0,0,0
SN,AH,shareera,647,86,53,93,47,4,32,63,6,30,2,80,0,0,0
SN,AH,shareera,648,86,53,92,47,4,32,64,6,30,2,80,0,0,0
SN,AH,shareera,649,86,53,91,48,3,32,64,6,30,2,81,0,0,0
SN,AH,shareera,650,88,52,90,47,3,32,63,7,30,2,82,0,0,0
SN,AH,shareera,651,90,51,93,47,4,31,62,7,30,2,81,0,0,0
SN,AH,shareera,652,92,51,93,47,4,31,61,7,29,2,81,0,0,0
SN,AH,shareera,653,90,52,93,47,4,31,63,6,29,2,81,0,0,0
SN,AH,shareera,654,89,51,91,47,4,32,64,7,29,2,82,0,0,0
SN,AH,shareera,655,89,51,90,46,4,33,64,7,29,2,83,0,0,0
SN,AH,shareera,656,90,51,90,46,4,34,60,8,28,2,83,0,0,0
SN,AH,shareera,657,93,50,90,47,4,34,60,8,28,2,82,0,0,0
SN,AH,shareera,658,92,51,87,46,4,36,60,8,28,2,82,0,0,0
SN,AH,shareera,659,93,51,85,48,4,35,62,8,29,2,82,0,0,0
SN,AH,shareera,660,92,51,86,50,4,35,62,8,28,2,81,0,0,0
SN,AH,shareera,661,92,51,87,49,4,34,64,8,27,2,81,0,0,0
SN,AH,shareera,662,92,51,87,49,4,34,64,8,27,2,81,0,0,0
SN,AH,shareera,663,91,51,88,51,4,33,63,8,27,2,81,0,0,0
SN,AH,shareera,664,91,51,87,49,3,33,65,9,26,2,81,0,0,0
SN,AH,shareera,665,92,50,89,50,3,33,65,9,27,2,79,0,0,0
SN,AH,shareera,666,91,50,90,50,3,34,63,9,27,2,80,0,0,0
SN,AH,shareera,667,91,50,90,51,3,33,63,9,27,2,80,0,0,0
SN,AH,shareera,668,91,51,89,50,2,33,64,9,25,2,81,0,0,0
SN,AH,shareera,669,92,51,88,50,2,33,63,9,26,2,81,0,0,0
SN,AH,shareera,670,90,52,89,48,1,33,63,9,25,2,83,0,0,0
SN,AH,shareera,671,89,52,90,48,1,31,64,9,26,2,83,0,0,0
SN,AH,shareera,672,88,53,88,48,1,31,63,9,26,2,84,0,0,0
SN,AH,shareera,673,90,53,88,46,1,32,62,9,26,2,84,0,0,0
SN,AH,shareera,674,90,53,87,47,1,32,62,9,26,2,84,0,0,0
SN,AH,shareera,675,90,53,87,46,1,31,64,9,26,2,84,0,0,0
SN,AH,shareera,676,91,54,86,44,1,33,64,9,24,2,83,0,0,0
SN,AH,shareera,677,94,54,86,42,1,33,64,9,23,2,83,0,0,0
SN,AH,shareera,678,94,54,86,42,1,33,65,9,23,2,82,0,0,0
SN,AH,shareera,679,95,53,85,42,1,33,64,10,23,2,83,0,0,0
SN,AH,shareera,680,94,54,83,41,1,32,64,10,24,2,84,0,0,0
SN,AH,shareera,681,93,54,84,41,1,33,64,10,24,2,83,0,0,0
SN,AH,shareera,682,92,54,82,40,1,32,62,10,24,2,82,0,0,0
SN,AH,shareera,683,95,54,81,39,1,32,60,10,24,2,83,0,0,0
SN,AH,shareera,684,96,54,81,38,1,32,60,10,24,2,83,0,0,0
SN,AH,shareera,685,99,53,79,38,1,32,59,10,26,2,84,0,0,0
SN,AH,shareera,686,99,53,79,38,1,32,60,10,25,2,84,0,0,0
SN,AH,shareera,687,99,53,79,37,1,33,60,10,25,2,84,0,0,0
SN,AH,shareera,688,99,53,78,38,1,34,59,10,25,2,84,0,0,0
SN,AH,shareera,689,100,53,79,40,1,34,62,10,26,2,84,0,0,0
SN,AH,shareera,690,99,54,78,38,1,35,61,10,26,2,85,0,0,0
SN,AH,shareera,691,102,54,78,36,1,35,61,10,25,2,85,0,0,0
SN,AH,shareera,692,103,55,78,35,1,34,60,10,23,2,86,0,0,0
SN,AH,shareera,693,105,54,79,36,1,34,61,10,23,2,84,0,0,0
SN,AH,shareera,694,106,53,81,34,1,34,60,11,23,2,84,0,0,0
SN,AH,shareera,695,105,53,83,36,2,33,61,10,23,2,83,0,0,0
SN,AH,shareera,696,107,54,83,34,2,32,59,10,23,2,83,0,0,0
SN,AH,shareera,697,104,53,84,35,2,32,60,11,23,2,83,0,0,0
SN,AH,shareera,698,104,53,84,35,2,33,60,11,23,2,82,0,0,0
SN,AH,shareera,699,105,53,85,35,2,33,59,11,22,2,82,0,0,0
SN,AH,shareera,700,107,53,83,33,2,33,59,12,22,2,81,0,0,0
SN,AH,shareera,701,106,53,82,34,2,33,59,12,23,2,81,0,0,0
SN,AH,shareera,702,108,54,79,33,2,33,60,12,22,2,80,0,0,0
SN,AH,shareera,703,108,54,81,33,2,32,60,12,21,2,80,0,0,0
SN,AH,shareera,704,109,55,82,33,2,32,58,11,21,2,80,0,0,0
SN,AH,shareera,705,110,54,83,34,2,32,60,11,21,2,78,0,0,0
SN,AH,shareera,706,110,54,83,34,2,30,57,12,21,2,80,0,0,0
SN,AH,shareera,707,110,54,82,34,2,32,57,12,21,2,79,0,0,0
SN,AH,shareera,708,109,55,79,34,2,32,56,12,21,1,79,0,0,0
SN,AH,shareera,709,109,54,81,35,3,31,57,12,21,1,78,0,0,0
SN,AH,shareera,710,110,55,80,35,3,31,57,11,21,1,78,0,0,0
SN,AH,shareera,711,110,54,83,36,3,32,57,11,21,2,78,0,0,0
SN,AH,shareera,712,110,54,82,36,3,31,58,11,22,2,78,0,0,0
SN,AH,shareera,713,111,53,83,37,3,31,57,11,24,2,77,0,0,0
SN,AH,shareera,714,110,53,82,38,3,29,56,12,24,1,76,0,0,0
SN,AH,shareera,715,109,53,82,39,3,29,56,12,24,1,76,0,0,0
SN,AH,shareera,716,108,53,83,40,3,30,56,12,23,1,75,0,0,0
SN,AH,shareera,717,109,53,82,40,3,30,57,12,22,1,75,0,0,0
SN,AH,shareera,718,110,53,79,41,3,30,57,12,23,1,75,0,0,0
SN,AH,shareera,719,114,53,78,42,3,30,58,11,24,2,74,0,0,0
SN,AH,shareera,720,115,53,78,42,3,31,57,11,24,2,73,0,0,0
SN,AH,shareera,721,117,52,78,43,3,31,58,11,24,2,72,0,0,0
SN,AH,shareera,722,117,52,77,43,3,30,58,11,24,2,74,0,0,0
SN,AH,shareera,723,115,52,80,43,3,29,57,11,25,2,74,0,0,0
SN,AH,shareera,724,113,52,81,43,3,29,57,11,25,2,75,0,0,0
SN,AH,shareera,725,110,53,80,43,3,29,59,10,26,2,76,0,0,0
