Text_Type,Book,Chapter,Window,GGG,G,GLG,LGG,LLL,LLG,GGL,L,GLL,LG,LGL,GL,GG,LL
SN,AH,shareera,726,109,54,77,43,2,30,59,10,26,2,77,0,0,0
SN,AH,shareera,727,107,53,76,46,2,31,60,10,27,2,77,0,0,0
SN,AH,shareera,728,108,53,76,45,2,32,59,10,27,2,77,0,0,0
SN,AH,shareera,729,110,54,77,45,2,31,59,9,26,2,76,0,0,0
SN,AH,shareera,730,110,54,77,45,2,31,59,9,26,2,76,0,0,0
SN,AH,shareera,731,110,54,79,46,2,31,60,8,26,2,75,0,0,0
SN,AH,shareera,732,110,55,78,45,2,31,58,8,26,2,76,0,0,0
SN,AH,shareera,733,109,54,79,45,2,30,59,9,26,2,76,0,0,0
SN,AH,shareera,734,109,54,80,42,2,30,57,9,26,2,77,0,0,0
SN,AH,shareera,735,109,54,82,40,2,30,57,9,27,2,76,0,0,0
SN,AH,shareera,736,109,54,81,40,2,30,57,9,28,2,76,0,0,0
SN,AH,shareera,737,107,54,83,40,2,29,57,9,28,2,77,0,0,0
SN,AH,shareera,738,107,54,84,38,2,29,58,9,28,2,77,0,0,0
SN,AH,shareera,739,111,54,85,40,2,29,56,8,28,3,77,0,0,0
SN,AH,shareera,740,111,55,85,39,2,29,55,8,26,3,78,0,0,0
SN,AH,shareera,741,113,55,84,39,2,28,55,8,26,3,78,0,0,0
SN,AH,shareera,742,111,55,85,38,2,28,57,8,26,3,78,0,0,0
SN,AH,shareera,743,111,55,85,39,2,28,56,8,26,3,78,0,0,0
SN,AH,shareera,744,109,55,85,39,2,29,57,8,25,3,79,0,0,0
SN,AH,shareera,745,109,55,85,39,2,29,58,8,25,3,78,0,0,0
SN,AH,shareera,746,110,55,85,39,2,29,57,8,25,3,78,0,0,0
SN,AH,shareera,747,112,55,85,38,2,29,57,8,25,3,77,0,0,0
SN,AH,shareera,748,111,54,87,38,2,28,57,9,25,3,77,0,0,0
SN,AH,shareera,749,110,54,88,38,2,28,57,9,25,3,77,0,0,0
SN,AH,shareera,750,112,54,87,38,2,28,55,9,25,3,78,0,0,0
SN,AH,shareera,751,111,54,88,39,2,26,55,9,26,3,78,0,0,0
SN,AH,shareera,752,110,54,88,40,2,26,55,9,26,3,78,0,0,0
SN,AH,shareera,753,110,53,89,42,3,26,55,9,26,3,77,0,0,0
SN,AH,shareera,754,109,54,90,42,3,26,55,8,26,3,77,0,0,0
SN,AH,shareera,755,110,53,91,43,3,27,55,8,26,3,76,0,0,0
SN,AH,shareera,756,111,53,90,43,3,26,55,8,27,3,76,0,0,0
SN,AH,shareera,757,113,52,91,44,3,26,56,8,26,3,75,0,0,0
SN,AH,shareera,758,112,52,92,44,3,26,57,8,26,3,74,0,0,0
SN,AH,shareera,759,113,51,93,45,3,26,58,8,26,4,75,0,0,0
SN,AH,shareera,760,112,51,93,44,3,26,59,9,24,4,75,0,0,0
SN,AH,shareera,761,113,51,92,44,3,26,58,9,24,4,76,0,0,0
SN,AH,shareera,762,112,50,91,44,3,26,60,10,24,4,76,0,0,0
SN,AH,shareera,763,114,49,90,45,3,25,61,10,25,4,76,0,0,0
SN,AH,shareera,764,114,49,88,43,3,26,57,10,24,4,76,0,0,0
SN,AH,shareera,765,116,48,89,45,4,25,56,10,24,4,75,0,0,0
SN,AH,shareera,766,115,47,89,45,4,25,56,11,25,4,75,0,0,0
SN,AH,shareera,767,114,47,88,46,4,25,57,11,25,4,75,0,0,0
SN,AH,shareera,768,112,48,87,47,4,26,55,11,24,4,76,0,0,0
SN,AH,shareera,769,111,49,87,48,4,26,55,10,24,4,76,0,0,0
SN,AH,shareera,770,112,50,85,47,3,26,55,10,23,4,77,0,0,0
SN,AH,shareera,771,110,49,83,47,3,27,58,11,23,4,77,0,0,0
SN,AH,shareera,772,111,49,81,46,3,29,58,11,23,4,77,0,0,0
SN,AH,shareera,773,112,48,81,46,3,32,58,11,23,5,78,0,0,0
SN,AH,shareera,774,111,48,81,46,3,31,59,11,24,5,78,0,0,0
SN,AH,shareera,775,111,48,82,48,3,32,58,10,24,5,78,0,0,0
SN,AH,shareera,776,110,48,82,49,3,32,58,10,24,5,78,0,0,0
SN,AH,shareera,777,110,47,83,51,4,32,57,10,24,5,78,0,0,0
SN,AH,shareera,778,109,47,81,51,4,32,59,10,25,5,78,0,0,0
SN,AH,shareera,779,107,47,81,52,4,31,60,10,26,5,78,0,0,0
SN,AH,shareera,780,108,48,80,51,4,30,58,10,26,5,79,0,0,0
SN,AH,shareera,781,107,49,81,50,4,30,60,9,26,5,78,0,0,0
SN,AH,shareera,782,107,49,81,50,4,29,60,9,27,5,78,0,0,0
SN,AH,shareera,783,106,49,81,49,4,30,60,9,27,5,79,0,0,0
SN,AH,shareera,784,105,50,80,48,3,30,59,9,28,5,80,0,0,0
SN,AH,shareera,785,106,49,82,48,3,31,58,9,28,5,80,0,0,0
SN,AH,shareera,786,106,50,79,47,3,32,56,9,28,4,80,0,0,0
SN,AH,shareera,787,105,49,81,47,3,33,55,9,30,4,80,0,0,0
SN,AH,shareera,788,105,50,81,46,3,32,55,9,28,4,81,0,0,0
SN,AH,shareera,789,106,51,81,45,3,32,55,8,28,4,81,0,0,0
SN,AH,shareera,790,106,51,82,44,3,33,54,8,28,4,81,0,0,0
SN,AH,shareera,791,106,51,81,44,3,32,55,8,28,4,82,0,0,0
SN,AH,shareera,792,106,51,81,44,3,32,54,8,28,4,83,0,0,0
SN,AH,shareera,793,106,51,83,43,3,32,55,8,27,4,82,0,0,0
SN,AH,shareera,794,103,51,83,42,3,32,53,9,26,3,84,0,0,0
SN,AH,shareera,795,104,51,85,43,3,31,54,8,26,3,83,0,0,0
SN,AH,shareera,796,103,52,83,43,3,31,52,8,27,3,84,0,0,0
SN,AH,shareera,797,103,51,83,44,3,32,52,8,29,3,83,0,0,0
SN,AH,shareera,798,104,51,81,44,3,33,52,8,29,3,83,0,0,0
SN,AH,shareera,799,104,50,80,43,3,33,52,9,29,3,85,0,0,0
SN,AH,shareera,800,105,50,80,44,3,33,50,9,29,3,85,0,0,0
SN,AH,shareera,801,105,50,82,43,3,32,50,9,29,3,85,0,0,0
SN,AH,shareera,802,106,51,82,41,3,31,50,9,29,3,84,0,0,0
SN,AH,shareera,803,107,51,81,42,3,30,49,9,29,3,85,0,0,0
SN,AH,shareera,804,106,51,80,42,3,32,48,9,29,3,86,0,0,0
SN,AH,shareera,805,108,50,80,44,3,31,48,9,30,3,85,0,0,0
SN,AH,shareera,806,108,51,78,43,3,30,47,9,31,3,86,0,0,0
SN,AH,shareera,807,105,51,78,44,3,30,47,9,33,3,86,0,0,0
SN,AH,shareera,808,105,51,80,45,3,29,45,9,33,3,86,0,0,0
SN,AH,shareera,809,105,50,83,46,3,29,46,9,32,3,85,0,0,0
SN,AH,shareera,810,107,50,82,46,3,29,45,9,31,3,86,0,0,0
SN,AH,shareera,811,108,50,83,46,3,30,43,9,30,3,86,0,0,0
SN,AH,shareera,812,109,50,81,46,3,31,43,9,31,3,85,0,0,0
SN,AH,shareera,813,109,49,81,49,3,31,43,9,32,3,84,0,0,0
SN,AH,shareera,814,105,50,79,47,3,31,45,9,32,2,85,0,0,0
SN,AH,shareera,815,106,49,80,48,3,31,45,9,32,3,87,0,0,0
SN,AH,shareera,816,104,49,80,49,3,31,45,9,33,3,87,0,0,0
SN,AH,shareera,817,104,48,80,51,3,32,45,9,33,3,87,0,0,0
SN,AH,shareera,818,102,48,81,51,3,32,45,9,33,3,88,0,0,0
SN,AH,shareera,819,103,48,81,51,3,31,44,9,34,3,88,0,0,0
SN,AH,shareera,820,103,48,81,52,3,32,42,9,34,3,88,0,0,0
SN,AH,shareera,821,102,48,82,51,3,33,42,9,34,3,88,0,0,0
SN,AH,shareera,822,101,48,83,52,3,33,42,9,33,3,88,0,0,0
SN,AH,shareera,823,101,49,83,52,3,33,42,8,33,3,88,0,0,0
SN,AH,shareera,824,101,49,84,51,3,34,41,8,33,3,88,0,0,0
SN,AH,shareera,825,102,48,86,52,3,34,43,8,33,4,87,0,0,0
SN,AH,shareera,826,102,48,87,52,3,34,43,8,32,4,87,0,0,0
SN,AH,shareera,827,101,47,88,53,4,34,45,8,32,4,86,0,0,0
SN,AH,shareera,828,100,48,86,53,3,34,44,8,33,4,87,0,0,0
SN,AH,shareera,829,99,48,86,52,3,35,45,8,34,4,86,0,0,0
SN,AH,shareera,830,99,49,86,51,3,35,44,8,32,4,87,0,0,0
SN,AH,shareera,831,97,48,87,54,3,36,45,8,31,5,89,0,0,0
SN,AH,shareera,832,95,49,87,53,3,36,44,8,31,5,90,0,0,0
SN,AH,shareera,833,93,48,90,54,3,36,44,8,33,5,89,0,0,0
SN,AH,shareera,834,90,49,90,54,3,36,43,8,33,4,88,0,0,0
SN,AH,shareera,835,90,50,90,54,3,37,42,7,33,4,88,0,0,0
SN,AH,shareera,836,88,50,91,55,3,37,43,7,33,4,87,0,0,0
SN,AH,shareera,837,89,51,91,56,3,36,41,6,34,4,87,0,0,0
SN,AH,shareera,838,88,52,90,54,3,37,42,6,33,4,87,0,0,0
SN,AH,shareera,839,87,52,90,54,3,37,42,6,33,4,88,0,0,0
SN,AH,shareera,840,84,53,89,53,2,37,42,6,35,4,89,0,0,0
SN,AH,shareera,841,84,53,89,55,2,38,43,5,34,4,89,0,0,0
SN,AH,shareera,842,83,53,89,56,2,38,42,5,35,4,89,0,0,0
SN,AH,shareera,843,83,52,91,55,2,37,42,6,35,4,89,0,0,0
SN,AH,shareera,844,84,52,90,54,2,37,43,6,35,4,89,0,0,0
SN,AH,shareera,845,83,52,90,55,2,37,43,6,35,4,89,0,0,0
SN,AH,shareera,846,84,53,92,55,2,37,40,5,35,4,89,0,0,0
SN,AH,shareera,847,84,54,93,55,2,36,40,4,35,4,89,0,0,0
SN,AH,shareera,848,82,55,96,54,2,32,39,4,35,3,89,0,0,0
SN,AH,shareera,849,83,55,97,53,2,32,38,4,35,3,89,0,0,0
SN,AH,shareera,850,83,56,97,51,2,31,38,4,35,3,89,0,0,0
SN,AH,shareera,851,84,55,99,51,3,30,39,4,35,3,88,0,0,0
SN,AH,shareera,852,82,56,99,50,2,30,39,4,34,3,90,0,0,0
SN,AH,shareera,853,82,55,103,50,2,30,39,4,33,3,90,0,0,0
SN,AH,shareera,854,84,55,103,50,2,30,38,4,32,3,90,0,0,0
SN,AH,shareera,855,83,55,103,50,2,30,38,4,32,3,91,0,0,0
SN,AH,shareera,856,85,55,102,50,2,30,36,4,33,3,91,0,0,0
SN,AH,shareera,857,85,54,104,52,2,29,38,4,32,3,90,0,0,0
SN,AH,shareera,858,84,54,106,54,2,28,37,4,32,3,89,0,0,0
SN,AH,shareera,859,83,54,106,54,2,28,38,4,31,3,90,0,0,0
SN,AH,shareera,860,82,55,105,54,2,27,39,4,30,3,90,0,0,0
SN,AH,shareera,861,82,55,106,54,2,25,40,4,30,3,90,0,0,0
SN,AH,shareera,862,82,56,105,55,2,25,40,4,27,3,90,0,0,0
SN,AH,shareera,863,81,55,104,55,2,25,42,5,27,3,90,0,0,0
SN,AH,shareera,864,80,54,106,55,2,24,42,6,27,3,90,0,0,0
SN,AH,shareera,865,80,54,106,55,2,24,42,6,27,3,90,0,0,0
SN,AH,shareera,866,82,54,107,54,2,24,41,6,27,3,89,0,0,0
SN,AH,shareera,867,83,53,108,55,2,25,42,6,27,3,87,0,0,0
SN,AH,shareera,868,83,53,107,56,2,25,41,6,28,3,87,0,0,0
SN,AH,shareera,869,84,53,107,56,3,25,44,5,28,3,85,0,0,0
SN,AH,shareera,870,82,54,104,56,3,26,44,5,28,3,86,0,0,0
SN,AH,shareera,871,83,54,104,55,3,26,45,5,27,3,86,0,0,0
SN,AH,shareera,872,84,55,103,53,3,26,46,5,25,3,86,0,0,0
SN,AH,shareera,873,83,54,104,55,3,27,47,5,24,3,86,0,0,0
SN,AH,shareera,874,84,55,106,55,3,28,46,4,24,3,83,0,0,0
SN,AH,shareera,875,84,54,108,55,3,28,47,4,24,3,83,0,0,0
SN,AH,shareera,876,82,54,107,55,3,28,50,4,24,3,83,0,0,0
SN,AH,shareera,877,83,54,107,54,3,29,50,4,23,3,83,0,0,0
SN,AH,shareera,878,81,54,109,54,3,29,51,4,23,3,82,0,0,0
SN,AH,shareera,879,81,54,109,55,3,28,51,4,23,3,82,0,0,0
SN,AH,shareera,880,79,54,108,53,3,29,50,5,23,3,84,0,0,0
SN,AH,shareera,881,78,54,107,52,3,30,52,5,22,3,85,0,0,0
SN,AH,shareera,882,80,54,108,51,3,30,52,5,20,3,85,0,0,0
SN,AH,shareera,883,81,55,107,51,3,30,52,4,20,3,85,0,0,0
SN,AH,shareera,884,81,56,105,50,3,30,51,4,20,3,86,0,0,0
SN,AH,shareera,885,80,56,103,51,3,31,51,4,21,3,86,0,0,0
SN,AH,shareera,886,79,56,103,52,3,30,52,4,21,3,86,0,0,0
SN,AH,shareera,887,77,56,104,53,3,29,52,4,21,3,87,0,0,0
SN,AH,shareera,888,76,57,102,51,3,29,52,4,21,3,89,0,0,0
SN,AH,shareera,889,77,56,105,52,3,31,50,4,21,4,89,0,0,0
SN,AH,shareera,890,74,57,102,51,3,31,50,4,21,3,86,0,0,0
SN,AH,shareera,891,74,57,102,50,3,33,49,4,20,3,87,0,0,0
SN,AH,shareera,892,76,58,101,49,3,32,47,4,20,3,87,0,0,0
SN,AH,shareera,893,79,58,100,48,3,32,47,4,20,3,86,0,0,0
SN,AH,shareera,894,78,58,100,48,3,31,48,4,20,3,87,0,0,0
SN,AH,shareera,895,79,58,101,47,3,30,48,4,20,3,87,0,0,0
SN,AH,shareera,896,80,57,99,47,3,30,49,5,19,3,88,0,0,0
SN,AH,shareera,897,80,56,99,47,3,30,49,6,19,3,88,0,0,0
SN,AH,shareera,898,80,56,97,48,3,30,49,6,20,3,88,0,0,0
SN,AH,shareera,899,79,55,99,50,3,29,51,6,20,3,87,0,0,0
SN,AH,shareera,900,77,56,98,49,3,29,49,6,20,2,88,0,0,0
SN,AH,shareera,901,78,55,97,48,5,29,50,6,22,2,87,0,0,0
SN,AH,shareera,902,77,56,96,47,4,30,48,6,23,2,88,0,0,0
SN,AH,shareera,903,76,56,96,46,4,31,49,6,22,2,89,0,0,0
SN,AH,shareera,904,78,56,96,46,4,30,48,6,22,2,89,0,0,0
SN,AH,shareera,905,77,56,96,46,4,30,48,6,22,2,90,0,0,0
SN,AH,shareera,906,77,57,95,44,4,29,48,6,22,1,89,0,0,0
SN,AH,shareera,907,76,56,95,46,5,30,49,6,22,1,88,0,0,0
SN,AH,shareera,908,78,57,92,45,5,30,49,6,21,1,88,0,0,0
SN,AH,shareera,909,78,57,92,45,5,31,48,6,21,1,88,0,0,0
SN,AH,shareera,910,77,57,91,46,5,31,49,6,21,1,88,0,0,0
SN,AH,shareera,911,77,57,91,46,5,31,48,6,21,1,89,0,0,0
SN,AH,shareera,912,77,57,92,47,5,30,48,6,20,1,89,0,0,0
SN,AH,shareera,913,77,56,93,48,5,29,46,7,21,1,89,0,0,0
SN,AH,shareera,914,76,55,94,49,5,28,47,8,21,1,88,0,0,0
SN,AH,shareera,915,77,55,95,48,5,29,47,8,19,1,88,0,0,0
SN,AH,shareera,916,75,56,96,47,5,29,46,8,19,1,88,0,0,0
SN,AH,shareera,917,76,55,97,45,5,30,45,9,18,1,89,0,0,0
SN,AH,shareera,918,77,56,96,45,5,30,45,8,18,1,89,0,0,0
SN,AH,shareera,919,77,55,97,46,5,30,44,8,19,1,90,0,0,0
SN,AH,shareera,920,77,55,98,45,5,30,44,8,19,1,90,0,0,0
SN,AH,shareera,921,76,54,98,46,5,30,46,8,20,1,90,0,0,0
SN,AH,shareera,922,76,54,98,46,5,30,46,8,20,1,90,0,0,0
SN,AH,shareera,923,79,54,95,46,5,31,46,8,20,1,89,0,0,0
SN,AH,shareera,924,80,54,94,46,5,31,46,8,19,1,90,0,0,0
SN,AH,shareera,925,80,54,94,46,5,32,45,8,19,1,90,0,0,0
SN,AH,shareera,926,79,55,93,45,4,32,45,8,18,1,92,0,0,0
SN,AH,shareera,927,81,55,91,44,4,33,46,8,18,1,91,0,0,0
SN,AH,shareera,928,82,56,87,43,4,34,45,8,18,1,92,0,0,0
SN,AH,shareera,929,82,56,87,42,4,34,46,8,18,1,92,0,0,0
SN,AH,shareera,930,81,56,88,42,4,34,47,8,18,1,91,0,0,0
SN,AH,shareera,931,82,56,92,42,4,34,48,8,18,1,93,0,0,0
SN,AH,shareera,932,82,57,90,42,4,34,46,8,18,1,94,0,0,0
SN,AH,shareera,933,83,57,90,40,4,34,46,8,19,1,94,0,0,0
SN,AH,shareera,934,84,57,88,41,4,35,45,8,19,1,94,0,0,0
SN,AH,shareera,935,82,56,90,44,4,35,46,8,19,1,93,0,0,0
SN,AH,shareera,936,80,55,89,45,4,35,47,9,19,1,94,0,0,0
SN,AH,shareera,937,81,54,89,44,4,34,48,10,19,1,94,0,0,0
SN,AH,shareera,938,81,55,88,44,4,35,48,9,19,1,94,0,0,0
SN,AH,shareera,939,81,55,87,47,4,36,48,8,20,1,93,0,0,0
SN,AH,shareera,940,81,55,85,48,4,35,49,8,20,1,94,0,0,0
SN,AH,shareera,941,80,55,85,49,4,35,49,8,20,1,94,0,0,0
SN,AH,shareera,942,77,56,85,49,4,34,48,8,20,1,96,0,0,0
SN,AH,shareera,943,76,55,87,51,4,34,49,8,20,1,95,0,0,0
SN,AH,shareera,944,74,56,85,51,3,35,47,8,22,1,96,0,0,0
SN,AH,shareera,945,74,55,87,53,3,36,46,8,22,1,95,0,0,0
SN,AH,shareera,946,75,55,88,53,3,35,45,8,22,1,95,0,0,0
SN,AH,shareera,947,75,54,91,55,3,34,44,8,23,1,94,0,0,0
SN,AH,shareera,948,77,55,89,54,3,32,43,8,23,1,95,0,0,0
SN,AH,shareera,949,76,54,87,56,3,31,45,9,23,1,95,0,0,0
SN,AH,shareera,950,77,55,86,55,3,32,44,9,22,1,94,0,0,0
SN,AH,shareera,951,77,55,85,55,3,33,44,9,22,1,94,0,0,0
SN,AH,shareera,952,75,55,85,57,3,32,45,9,22,1,94,0,0,0
SN,AH,shareera,953,77,55,84,56,3,33,44,9,22,1,94,0,0,0
SN,AH,shareera,954,78,55,85,55,3,32,45,9,22,1,93,0,0,0
SN,AH,shareera,955,79,55,87,56,4,31,47,8,21,1,91,0,0,0
SN,AH,shareera,956,81,55,87,56,4,31,46,8,21,1,90,0,0,0
SN,AH,shareera,957,81,54,86,57,4,32,49,8,21,1,89,0,0,0
SN,AH,shareera,958,82,54,85,57,4,32,49,8,21,1,89,0,0,0
SN,AH,shareera,959,83,54,83,58,4,32,50,8,21,1,88,0,0,0
SN,AH,shareera,960,82,54,84,57,4,31,52,8,20,1,89,0,0,0
SN,AH,shareera,961,83,54,83,56,4,31,53,8,20,1,89,0,0,0
SN,AH,shareera,962,83,54,84,57,4,31,53,8,19,1,88,0,0,0
SN,AH,shareera,963,83,54,86,57,4,31,52,8,19,1,87,0,0,0
SN,AH,shareera,964,82,55,83,56,4,30,54,8,19,0,86,0,0,0
SN,AH,shareera,965,82,55,84,56,4,31,55,8,19,0,88,0,0,0
SN,AH,shareera,966,82,54,85,57,4,29,55,9,20,0,87,0,0,0
SN,AH,shareera,967,82,53,85,56,4,29,55,10,20,0,88,0,0,0
SN,AH,shareera,968,79,52,86,57,4,30,55,11,20,0,88,0,0,0
SN,AH,shareera,969,81,51,88,57,4,30,54,12,19,0,86,0,0,0
SN,AH,shareera,970,82,51,85,57,4,32,54,12,19,0,86,0,0,0
SN,AH,shareera,971,82,51,87,60,4,31,55,11,19,0,84,0,0,0
SN,AH,shareera,972,84,52,86,59,4,31,55,10,19,0,84,0,0,0
SN,AH,shareera,973,83,52,86,59,4,31,55,10,19,0,85,0,0,0
SN,AH,shareera,974,85,53,82,58,4,32,53,10,19,0,86,0,0,0
SN,AH,shareera,975,83,53,82,59,4,33,53,10,20,0,85,0,0,0
SN,AH,shareera,976,81,54,82,59,2,34,52,10,20,0,86,0,0,0
SN,AH,shareera,977,81,54,83,59,2,33,52,10,20,0,86,0,0,0
SN,AH,shareera,978,81,54,83,60,2,32,51,10,21,0,86,0,0,0
SN,AH,shareera,979,79,54,83,61,2,32,53,10,20,0,86,0,0,0
SN,AH,shareera,980,78,53,85,61,2,31,53,11,21,0,85,0,0,0
SN,AH,shareera,981,79,53,85,61,2,31,53,11,21,0,84,0,0,0
SN,AH,shareera,982,79,53,84,60,1,30,54,12,21,0,84,0,0,0
SN,AH,shareera,983,78,53,84,60,1,30,55,12,20,0,85,0,0,0
SN,AH,shareera,984,79,53,83,60,1,30,55,12,20,0,85,0,0,0
SN,AH,shareera,985,78,52,87,61,2,30,54,12,20,0,84,0,0,0
SN,AH,shareera,986,78,52,87,60,2,31,55,12,20,0,83,0,0,0
SN,AH,shareera,987,78,52,87,58,2,31,57,12,20,0,83,0,0,0
SN,AH,shareera,988,79,52,87,57,2,31,58,12,19,0,83,0,0,0
SN,AH,shareera,989,78,52,88,57,2,31,57,12,19,0,84,0,0,0
SN,AH,shareera,990,78,52,87,57,2,31,57,12,19,0,85,0,0,0
SN,AH,shareera,991,78,51,88,57,2,30,57,13,19,0,85,0,0,0
SN,AH,shareera,992,77,51,89,57,2,29,59,13,19,0,84,0,0,0
SN,AH,shareera,993,75,50,90,57,2,29,59,14,20,0,84,0,0,0
SN,AH,shareera,994,74,50,89,58,2,29,59,15,19,0,83,0,0,0
SN,AH,shareera,995,74,50,89,57,2,30,58,15,19,0,84,0,0,0
SN,AH,shareera,996,76,51,87,56,2,30,57,15,18,0,84,0,0,0
SN,AH,shareera,997,75,51,88,57,2,30,56,15,18,0,84,0,0,0
SN,AH,shareera,998,72,51,88,57,2,30,59,15,18,0,84,0,0,0
SN,AH,shareera,999,71,50,88,57,2,31,60,16,18,0,83,0,0,0
SN,AH,shareera,1000,69,50,88,58,2,32,60,16,18,0,83,0,0,0
SN,AH,shareera,1001,70,49,90,58,2,33,59,16,19,0,82,0,0,0
SN,AH,shareera,1002,70,49,91,58,2,32,59,16,19,0,82,0,0,0
SN,AH,shareera,1003,70,49,91,58,2,32,59,16,20,0,81,0,0,0
SN,AH,shareera,1004,69,49,92,58,2,33,58,16,20,0,81,0,0,0
SN,AH,shareera,1005,70,49,90,59,2,33,57,16,21,0,81,0,0,0
SN,AH,shareera,1006,69,49,86,60,2,33,56,16,20,0,79,0,0,0
SN,AH,shareera,1007,71,48,88,59,2,34,57,16,20,1,79,0,0,0
SN,AH,shareera,1008,71,48,87,59,2,35,57,16,19,1,80,0,0,0
SN,AH,shareera,1009,71,47,89,60,3,34,58,16,20,1,78,0,0,0
SN,AH,shareera,1010,71,48,87,58,3,35,57,16,20,1,79,0,0,0
SN,AH,shareera,1011,72,49,87,58,3,36,56,15,20,1,78,0,0,0
SN,AH,shareera,1012,70,50,89,59,3,36,56,14,20,1,77,0,0,0
SN,AH,shareera,1013,69,50,91,59,3,36,55,14,20,1,77,0,0,0
SN,AH,shareera,1014,68,51,91,56,3,35,57,14,19,1,78,0,0,0
SN,AH,shareera,1015,68,50,91,56,3,36,57,15,19,1,77,0,0,0
SN,AH,shareera,1016,69,49,90,55,3,37,57,16,19,1,77,0,0,0
SN,AH,shareera,1017,71,49,89,55,3,37,57,16,19,1,76,0,0,0
SN,AH,shareera,1018,71,50,87,53,3,37,57,16,19,1,77,0,0,0
SN,AH,shareera,1019,73,50,88,53,3,36,57,16,17,1,77,0,0,0
SN,AH,shareera,1020,74,51,87,50,3,34,58,16,16,1,79,0,0,0
SN,AH,shareera,1021,71,51,88,51,3,34,59,16,16,1,79,0,0,0
SN,AH,shareera,1022,71,52,86,50,3,35,58,16,15,1,80,0,0,0
SN,AH,shareera,1023,70,52,87,49,3,36,58,16,15,1,80,0,0,0
SN,AH,shareera,1024,70,53,89,47,3,37,57,15,15,1,80,0,0,0
SN,AH,shareera,1025,68,53,88,48,3,37,58,15,15,1,81,0,0,0
SN,AH,shareera,1026,69,53,88,48,3,37,55,15,16,1,82,0,0,0
SN,AH,shareera,1027,69,53,88,47,3,37,54,15,17,1,83,0,0,0
SN,AH,shareera,1028,69,53,88,47,3,37,54,15,17,1,83,0,0,0
SN,AH,shareera,1029,68,53,90,47,3,37,53,15,17,1,83,0,0,0
SN,AH,shareera,1030,68,53,88,46,2,37,52,16,17,1,85,0,0,0
SN,AH,shareera,1031,68,53,89,46,2,36,51,16,18,1,85,0,0,0
SN,AH,shareera,1032,66,54,89,45,2,35,50,16,18,1,87,0,0,0
SN,AH,shareera,1033,64,53,90,45,2,36,53,16,18,1,87,0,0,0
SN,AH,shareera,1034,62,53,90,45,2,36,53,16,19,1,88,0,0,0
SN,AH,shareera,1035,62,53,90,46,2,37,51,16,19,1,88,0,0,0
SN,AH,shareera,1036,61,52,91,47,2,38,49,17,19,1,88,0,0,0
SN,AH,shareera,1037,61,51,92,47,3,38,50,17,20,1,87,0,0,0
SN,AH,shareera,1038,62,51,91,46,3,38,51,17,19,1,88,0,0,0
SN,AH,shareera,1039,64,50,93,47,3,37,50,17,20,1,87,0,0,0
SN,AH,shareera,1040,66,50,93,47,3,36,50,17,20,1,86,0,0,0
SN,AH,shareera,1041,68,51,92,47,3,36,50,16,19,1,86,0,0,0
SN,AH,shareera,1042,68,52,92,47,3,36,50,15,19,1,86,0,0,0
SN,AH,shareera,1043,68,53,90,47,3,35,51,14,20,1,87,0,0,0
SN,AH,shareera,1044,68,54,88,47,3,35,51,13,20,1,89,0,0,0
SN,AH,shareera,1045,69,54,89,47,3,33,51,13,20,1,89,0,0,0
SN,AH,shareera,1046,68,55,89,45,3,33,50,13,20,1,90,0,0,0
SN,AH,shareera,1047,66,55,89,46,3,33,51,13,20,1,90,0,0,0
SN,AH,shareera,1048,66,55,91,45,3,33,52,13,19,1,89,0,0,0
SN,AH,shareera,1049,66,54,92,46,3,34,52,13,20,1,88,0,0,0
SN,AH,shareera,1050,67,54,93,46,3,33,52,13,19,1,88,0,0,0
SN,AH,shareera,1051,71,54,94,49,3,33,53,13,17,1,89,0,0,0
SN,AH,shareera,1052,71,54,93,48,3,33,54,13,17,1,90,0,0,0
SN,AH,shareera,1053,72,53,95,47,4,35,57,13,16,2,88,0,0,0
SN,AH,shareera,1054,74,53,95,47,4,35,55,13,16,2,88,0,0,0
SN,AH,shareera,1055,75,53,94,49,4,36,55,12,17,2,87,0,0,0
SN,AH,shareera,1056,74,53,93,49,4,36,56,12,17,2,88,0,0,0
SN,AH,shareera,1057,76,54,93,48,4,36,55,11,17,2,88,0,0,0
SN,AH,shareera,1058,76,54,93,49,4,36,54,11,17,2,88,0,0,0
SN,AH,shareera,1059,75,53,96,48,4,35,56,11,19,2,87,0,0,0
SN,AH,shareera,1060,77,54,92,46,3,35,57,11,19,2,88,0,0,0
SN,AH,shareera,1061,79,53,91,47,4,34,58,11,19,3,90,0,0,0
SN,AH,shareera,1062,79,53,90,47,4,35,56,11,20,3,91,0,0,0
SN,AH,shareera,1063,78,54,91,47,4,35,55,10,21,3,91,0,0,0
SN,AH,shareera,1064,78,55,89,46,4,35,57,9,22,3,91,0,0,0
SN,AH,shareera,1065,78,54,89,48,4,35,58,9,23,3,90,0,0,0
SN,AH,shareera,1066,78,55,87,48,4,36,59,8,23,3,90,0,0,0
SN,AH,shareera,1067,81,55,87,49,4,37,59,7,23,4,90,0,0,0
SN,AH,shareera,1068,81,56,87,49,4,37,60,6,22,4,90,0,0,0
SN,AH,shareera,1069,81,56,88,50,4,38,61,5,22,4,89,0,0,0
SN,AH,shareera,1070,82,55,88,50,4,38,61,6,22,4,88,0,0,0
SN,AH,shareera,1071,82,55,89,51,4,37,60,6,22,4,88,0,0,0
