Text_Type,Book,Chapter,Window,GLG,GGL,G,LG,LGG,GGG,LLG,GLL,LLL,LGL,L,LL,GG
SN,AH,sutra,2239,91,70,45,1,48,85,36,20,4,81,9,1,0
SN,AH,sutra,2240,90,70,45,1,48,87,35,20,4,81,9,1,0
SN,AH,sutra,2241,90,69,45,1,48,88,35,20,4,81,9,1,0
SN,AH,sutra,2242,91,66,44,1,51,89,35,21,5,80,9,1,0
SN,AH,sutra,2243,91,64,45,1,49,90,34,22,5,80,9,1,0
SN,AH,sutra,2244,94,65,44,1,48,89,34,24,5,79,9,1,0
SN,AH,sutra,2245,91,67,45,1,47,86,34,24,5,81,9,1,0
SN,AH,sutra,2246,91,69,45,1,47,85,34,23,5,81,9,1,0
SN,AH,sutra,2247,90,69,45,1,47,86,34,23,5,81,9,1,0
SN,AH,sutra,2248,90,70,45,1,47,84,35,23,5,81,9,1,0
SN,AH,sutra,2249,90,69,46,1,47,83,34,23,4,82,9,1,0
SN,AH,sutra,2250,89,70,46,1,47,82,35,23,4,82,9,1,0
SN,AH,sutra,2251,88,70,46,1,48,81,35,24,4,82,9,1,0
SN,AH,sutra,2252,88,67,46,1,48,83,37,24,4,81,9,1,0
SN,AH,sutra,2253,89,63,47,0,48,84,35,24,4,80,9,1,0
SN,AH,sutra,2254,90,63,46,1,49,85,37,24,4,80,9,1,0
SN,AH,sutra,2255,89,63,47,1,50,87,36,24,4,79,8,1,0
SN,AH,sutra,2256,90,64,46,1,50,88,36,25,4,78,8,1,0
SN,AH,sutra,2257,89,63,47,1,50,91,36,25,4,77,7,1,0
SN,AH,sutra,2258,89,64,46,1,52,93,36,25,4,75,7,1,0
SN,AH,sutra,2259,88,65,47,1,51,92,35,24,4,76,7,1,0
SN,AH,sutra,2260,89,66,47,1,51,92,34,24,4,75,7,1,0
SN,AH,sutra,2261,86,66,46,1,51,91,34,24,4,74,7,1,1
SN,AH,sutra,2262,86,67,46,1,50,94,34,24,4,73,7,1,1
SN,AH,sutra,2263,87,69,45,1,48,97,34,23,4,72,8,1,1
SN,AH,sutra,2264,86,69,45,1,47,95,34,23,4,71,8,1,1
SN,AH,sutra,2265,85,68,45,1,45,97,35,23,4,72,8,1,1
SN,AH,sutra,2266,85,68,45,1,44,99,35,22,4,72,8,1,1
SN,AH,sutra,2267,83,67,46,1,42,99,34,20,4,72,8,1,1
SN,AH,sutra,2268,82,66,46,1,41,101,33,21,4,73,8,1,1
SN,AH,sutra,2269,83,67,45,1,42,99,33,21,4,72,9,1,1
SN,AH,sutra,2270,83,68,45,1,42,98,32,22,4,72,9,1,1
SN,AH,sutra,2271,82,66,46,1,40,97,32,24,4,73,9,1,1
SN,AH,sutra,2272,83,65,46,1,40,97,31,25,4,73,9,1,1
SN,AH,sutra,2273,81,63,47,1,39,97,30,24,4,72,8,1,1
SN,AH,sutra,2274,82,64,47,1,39,97,29,24,4,71,8,1,1
SN,AH,sutra,2275,80,64,48,1,37,99,28,24,4,71,8,1,1
SN,AH,sutra,2276,80,64,48,1,38,98,28,24,4,71,8,1,1
SN,AH,sutra,2277,78,64,49,1,39,97,28,23,4,71,8,1,1
SN,AH,sutra,2278,79,66,49,1,38,97,27,23,4,70,8,1,1
SN,AH,sutra,2279,80,66,49,1,37,97,27,23,4,70,8,1,1
SN,AH,sutra,2280,80,66,48,1,40,97,27,23,4,70,8,1,1
SN,AH,sutra,2281,81,64,48,1,40,97,26,23,4,71,8,1,1
SN,AH,sutra,2282,85,66,49,1,43,97,26,25,4,73,7,1,1
SN,AH,sutra,2283,86,64,49,1,44,97,24,26,4,73,7,1,1
SN,AH,sutra,2284,86,65,50,1,44,98,25,26,4,75,7,1,1
SN,AH,sutra,2285,87,64,50,1,44,99,23,26,4,75,7,1,1
SN,AH,sutra,2286,87,64,51,1,46,100,24,26,4,76,7,1,1
SN,AH,sutra,2287,88,62,51,1,48,99,22,27,4,76,7,1,1
SN,AH,sutra,2288,88,62,52,1,49,101,23,27,4,77,7,1,1
SN,AH,sutra,2289,86,62,52,1,49,102,24,25,3,76,7,1,1
SN,AH,sutra,2290,86,61,52,1,50,101,24,23,3,75,7,1,1
SN,AH,sutra,2291,84,58,52,1,49,100,24,22,3,73,7,1,2
SN,AH,sutra,2292,84,60,51,1,52,101,25,21,3,72,7,1,3
SN,AH,sutra,2293,86,61,51,1,50,101,24,20,3,72,8,1,3
SN,AH,sutra,2294,87,62,51,1,50,99,23,20,3,73,8,1,3
SN,AH,sutra,2295,86,62,52,1,48,96,22,19,3,73,8,1,3
SN,AH,sutra,2296,87,62,52,1,50,97,22,18,4,72,7,1,3
SN,AH,sutra,2297,83,59,53,1,51,97,22,19,3,73,7,0,3
SN,AH,sutra,2298,84,59,53,1,52,98,22,20,3,72,6,0,3
SN,AH,sutra,2299,85,58,54,1,53,98,21,21,3,71,5,0,3
SN,AH,sutra,2300,82,59,53,1,54,99,22,21,3,70,6,0,3
SN,AH,sutra,2301,82,59,53,1,54,98,23,21,3,70,6,0,3
SN,AH,sutra,2302,83,61,52,1,55,99,22,21,3,69,6,0,3
SN,AH,sutra,2303,82,61,53,1,52,99,22,21,3,70,6,0,3
SN,AH,sutra,2304,83,62,53,1,52,98,21,21,3,70,6,0,3
SN,AH,sutra,2305,80,62,54,1,52,98,21,21,3,70,6,0,3
SN,AH,sutra,2306,81,62,55,1,52,97,20,21,3,71,5,0,3
SN,AH,sutra,2307,81,61,55,1,54,96,20,21,3,71,5,0,3
SN,AH,sutra,2308,84,61,55,1,53,95,19,24,3,71,4,0,3
SN,AH,sutra,2309,80,60,56,1,51,94,20,26,3,73,4,0,3
SN,AH,sutra,2310,81,61,55,1,53,93,22,26,3,71,4,0,3
SN,AH,sutra,2311,81,60,56,1,53,92,22,25,3,71,4,0,3
SN,AH,sutra,2312,80,59,56,1,53,91,23,27,3,71,4,0,3
SN,AH,sutra,2313,78,58,57,1,52,89,25,28,2,72,4,0,3
SN,AH,sutra,2314,78,59,57,1,50,88,26,29,2,72,4,0,3
SN,AH,sutra,2315,79,60,56,1,50,86,26,29,2,72,5,0,3
SN,AH,sutra,2316,79,60,56,1,50,86,26,29,2,72,5,0,3
SN,AH,sutra,2317,78,61,57,1,48,84,27,29,1,73,5,0,3
SN,AH,sutra,2318,78,62,57,1,47,84,28,28,1,73,5,0,3
SN,AH,sutra,2319,74,63,58,1,48,84,28,27,1,73,5,0,3
SN,AH,sutra,2320,75,61,58,1,48,85,28,28,1,72,5,0,3
SN,AH,sutra,2321,74,59,57,1,49,87,28,28,1,72,6,0,3
SN,AH,sutra,2322,77,59,56,1,50,84,28,29,2,72,6,0,3
SN,AH,sutra,2323,78,58,56,1,50,83,28,30,2,72,6,0,3
SN,AH,sutra,2324,81,58,55,1,50,82,29,31,2,71,6,0,3
SN,AH,sutra,2325,81,59,55,1,49,82,28,31,2,72,6,0,3
SN,AH,sutra,2326,82,60,55,1,49,80,29,30,2,72,6,0,3
SN,AH,sutra,2327,83,60,55,1,49,80,27,31,2,72,6,0,3
SN,AH,sutra,2328,83,59,55,1,50,80,28,30,2,72,6,0,3
SN,AH,sutra,2329,81,61,56,0,49,79,26,30,2,71,6,0,3
SN,AH,sutra,2330,81,61,56,0,49,78,27,30,2,71,6,0,3
SN,AH,sutra,2331,78,61,57,0,49,77,27,29,2,73,6,0,3
SN,AH,sutra,2332,77,61,57,0,50,76,28,29,2,73,6,0,3
SN,AH,sutra,2333,76,62,57,0,48,74,28,29,2,74,7,0,3
SN,AH,sutra,2334,78,63,56,0,48,75,28,30,2,72,7,0,3
SN,AH,sutra,2335,77,61,56,0,48,76,28,31,2,73,7,0,3
SN,AH,sutra,2336,79,63,56,0,51,77,28,31,2,73,7,0,2
SN,AH,sutra,2337,79,61,56,0,52,75,28,31,2,74,7,0,2
SN,AH,sutra,2338,80,61,56,0,54,73,28,31,2,74,6,0,2
SN,AH,sutra,2339,81,61,56,0,55,74,28,32,2,75,6,0,2
SN,AH,sutra,2340,83,62,55,0,57,72,28,34,4,74,6,0,2
SN,AH,sutra,2341,85,62,55,0,58,69,28,34,7,74,6,0,2
SN,AH,sutra,2342,89,62,55,0,59,72,28,34,13,77,6,0,2
SN,AH,sutra,2343,91,63,55,0,59,70,28,33,13,77,6,0,2
SN,AH,sutra,2344,91,63,55,0,60,72,29,33,13,76,5,0,2
SN,AH,sutra,2345,93,62,55,0,62,70,29,32,13,76,5,0,2
SN,AH,sutra,2346,94,63,55,0,63,69,28,31,13,76,5,0,2
SN,AH,sutra,2347,92,63,55,0,64,69,29,30,13,77,5,0,2
SN,AH,sutra,2348,91,63,55,0,65,67,29,32,13,77,5,0,2
SN,AH,sutra,2349,91,64,54,0,65,66,29,32,13,77,6,0,2
SN,AH,sutra,2350,91,64,54,0,65,66,29,32,13,77,6,0,2
SN,AH,sutra,2351,90,62,54,0,65,67,30,33,13,77,6,0,2
SN,AH,sutra,2352,91,61,53,0,63,69,29,33,13,78,7,0,2
SN,AH,sutra,2353,90,60,53,0,63,70,29,33,13,79,7,0,2
SN,AH,sutra,2354,89,59,53,0,63,70,30,34,13,79,7,0,2
SN,AH,sutra,2355,88,59,54,0,60,69,31,34,13,80,7,0,2
SN,AH,sutra,2356,89,61,53,0,60,69,31,36,13,78,7,0,2
SN,AH,sutra,2357,88,59,53,0,57,70,31,34,13,77,7,0,2
SN,AH,sutra,2358,92,59,52,0,58,69,31,34,13,76,7,0,2
SN,AH,sutra,2359,92,58,52,0,58,70,31,34,13,76,7,0,2
SN,AH,sutra,2360,94,58,52,0,58,68,31,34,13,76,7,0,2
SN,AH,sutra,2361,96,59,52,0,56,67,30,35,13,76,7,0,2
SN,AH,sutra,2362,97,59,52,0,55,68,30,34,13,76,7,0,2
SN,AH,sutra,2363,98,61,52,0,55,66,29,34,13,76,7,0,2
SN,AH,sutra,2364,97,61,52,0,56,65,28,35,13,77,7,0,2
SN,AH,sutra,2365,97,62,52,0,55,64,28,35,13,78,7,0,2
SN,AH,sutra,2366,98,62,53,0,57,65,28,35,13,79,7,0,1
SN,AH,sutra,2367,99,60,54,0,55,64,28,35,13,78,7,0,0
SN,AH,sutra,2368,97,61,55,0,55,64,28,34,13,78,6,0,0
SN,AH,sutra,2369,97,59,55,0,57,65,28,34,13,77,6,0,0
SN,AH,sutra,2370,97,60,54,0,60,67,31,34,13,78,6,1,0
SN,AH,sutra,2371,95,60,54,0,58,66,31,34,12,81,7,1,0
SN,AH,sutra,2372,94,61,54,0,56,67,31,34,12,82,7,1,0
SN,AH,sutra,2373,92,61,55,0,56,66,31,33,12,83,7,1,0
SN,AH,sutra,2374,91,61,55,0,56,67,31,32,12,84,7,1,0
SN,AH,sutra,2375,91,59,55,0,56,67,31,33,12,85,7,1,0
SN,AH,sutra,2376,94,64,54,0,56,69,32,34,12,86,7,2,0
SN,AH,sutra,2377,94,63,55,0,56,67,31,34,12,87,7,2,0
SN,AH,sutra,2378,95,62,55,0,58,70,32,35,13,87,7,2,0
SN,AH,sutra,2379,94,61,55,0,57,73,32,35,13,87,7,2,0
SN,AH,sutra,2380,94,59,55,0,57,73,32,36,13,88,7,2,0
SN,AH,sutra,2381,93,58,54,0,57,75,32,36,13,88,8,2,0
SN,AH,sutra,2382,93,60,54,0,55,75,32,36,13,88,8,2,0
SN,AH,sutra,2383,91,61,55,0,55,75,32,33,13,89,8,2,0
SN,AH,sutra,2384,93,61,55,0,56,76,31,31,13,88,8,2,0
SN,AH,sutra,2385,92,59,56,0,53,79,30,31,13,89,8,2,0
SN,AH,sutra,2386,93,59,56,0,53,76,30,32,13,90,8,2,0
SN,AH,sutra,2387,93,59,56,0,53,77,30,31,13,90,8,2,0
SN,AH,sutra,2388,93,59,56,0,54,78,29,30,13,90,8,2,0
SN,AH,sutra,2389,93,58,56,0,54,81,28,29,13,90,8,2,0
SN,AH,sutra,2390,95,58,56,0,58,84,29,30,14,89,7,2,0
SN,AH,sutra,2391,94,58,56,0,58,83,30,31,14,89,7,2,0
SN,AH,sutra,2392,95,57,56,0,59,84,29,30,14,89,7,2,0
SN,AH,sutra,2393,95,57,56,0,60,84,28,30,14,89,7,2,0
SN,AH,sutra,2394,97,55,55,0,62,84,28,29,15,90,7,2,0
SN,AH,sutra,2395,97,56,55,0,62,84,28,28,15,90,7,2,0
SN,AH,sutra,2396,99,58,55,0,62,84,28,28,15,89,6,2,0
SN,AH,sutra,2397,98,58,56,0,62,85,28,27,14,88,6,2,0
SN,AH,sutra,2398,96,59,56,0,62,86,27,27,14,89,6,2,0
SN,AH,sutra,2399,93,60,57,0,62,86,26,26,14,90,6,2,0
SN,AH,sutra,2400,93,58,57,0,63,86,27,26,14,90,6,2,0
SN,AH,sutra,2401,94,57,57,0,62,88,26,26,14,90,6,2,0
SN,AH,sutra,2402,95,57,57,0,62,87,26,26,14,90,6,2,0
SN,AH,sutra,2403,96,57,57,0,61,87,26,26,14,90,6,2,0
SN,AH,sutra,2404,96,55,57,0,61,89,26,26,14,90,6,2,0
SN,AH,sutra,2405,96,55,57,0,60,91,25,26,14,90,6,2,0
SN,AH,sutra,2406,98,55,56,1,59,95,25,26,14,90,6,2,0
SN,AH,sutra,2407,98,55,55,1,58,93,24,26,14,89,6,2,1
SN,AH,sutra,2408,102,55,55,1,62,95,24,26,14,89,5,2,1
SN,AH,sutra,2409,101,53,56,1,63,94,24,25,14,90,5,2,1
SN,AH,sutra,2410,101,54,56,1,62,93,25,25,14,90,5,2,1
SN,AH,sutra,2411,102,52,57,1,60,92,25,25,14,91,5,2,1
SN,AH,sutra,2412,103,52,57,1,60,91,25,25,14,91,5,2,1
SN,AH,sutra,2413,101,50,58,1,60,91,25,25,14,92,5,2,1
SN,AH,sutra,2414,101,50,58,1,59,93,25,24,14,92,5,2,1
SN,AH,sutra,2415,99,49,59,1,58,94,26,22,12,92,5,2,1
SN,AH,sutra,2416,100,49,58,1,60,96,26,22,9,90,5,2,1
SN,AH,sutra,2417,97,51,58,1,59,94,26,22,3,88,5,2,1
SN,AH,sutra,2418,97,51,57,1,60,95,27,22,4,87,5,2,1
SN,AH,sutra,2419,96,51,58,1,59,94,26,22,4,88,5,2,1
SN,AH,sutra,2420,95,52,58,1,57,94,27,22,4,89,5,2,1
SN,AH,sutra,2421,94,53,57,1,56,95,28,21,4,89,6,2,1
SN,AH,sutra,2422,96,55,56,1,56,94,28,22,5,87,6,2,1
SN,AH,sutra,2423,97,55,56,1,55,96,28,21,5,86,6,2,1
SN,AH,sutra,2424,98,54,56,1,56,97,30,21,5,85,5,2,1
SN,AH,sutra,2425,97,53,56,1,57,97,30,21,5,86,5,2,1
SN,AH,sutra,2426,100,54,55,1,58,97,29,21,5,85,5,2,1
SN,AH,sutra,2427,100,55,56,1,58,97,29,21,5,84,4,2,1
SN,AH,sutra,2428,100,55,56,1,59,95,30,21,5,84,4,2,1
SN,AH,sutra,2429,101,57,56,1,59,94,29,20,5,84,4,2,1
SN,AH,sutra,2430,101,57,55,1,61,96,28,21,5,83,4,2,1
SN,AH,sutra,2431,101,55,56,1,62,96,27,19,5,84,4,2,1
SN,AH,sutra,2432,100,55,55,1,62,96,28,19,5,84,5,2,1
SN,AH,sutra,2433,96,55,56,1,62,96,28,19,5,85,5,2,1
SN,AH,sutra,2434,98,57,55,2,63,97,28,19,5,84,5,2,1
SN,AH,sutra,2435,97,57,55,2,63,97,29,19,5,84,5,2,1
SN,AH,sutra,2436,96,56,55,2,64,98,30,18,5,84,5,2,1
SN,AH,sutra,2437,95,56,55,2,63,98,32,18,5,84,5,2,1
SN,AH,sutra,2438,95,55,55,2,63,99,32,18,5,84,5,2,1
SN,AH,sutra,2439,95,54,55,2,62,99,34,19,5,83,5,2,1
SN,AH,sutra,2440,94,52,55,2,63,100,36,19,5,82,5,2,1
SN,AH,sutra,2441,95,52,55,2,61,100,36,19,5,83,5,2,1
SN,AH,sutra,2442,95,52,55,2,60,100,37,19,5,83,5,2,1
SN,AH,sutra,2443,96,50,55,2,60,100,37,19,5,84,5,2,1
SN,AH,sutra,2444,98,51,54,2,58,102,37,19,5,84,5,2,1
SN,AH,sutra,2445,98,51,55,2,55,102,35,19,5,84,5,1,1
SN,AH,sutra,2446,101,49,56,2,55,103,35,19,5,82,4,1,1
SN,AH,sutra,2447,104,49,56,2,55,102,35,18,5,81,4,1,1
SN,AH,sutra,2448,106,48,56,2,54,102,35,18,5,81,4,1,1
SN,AH,sutra,2449,106,49,56,2,53,102,35,18,5,81,4,1,1
SN,AH,sutra,2450,108,50,57,2,52,102,34,17,5,81,3,1,1
SN,AH,sutra,2451,104,45,57,2,51,99,32,16,5,79,3,0,2
SN,AH,sutra,2452,105,46,57,2,50,100,32,19,5,79,3,0,2
SN,AH,sutra,2453,104,48,57,2,48,96,31,20,4,79,3,0,2
SN,AH,sutra,2454,103,48,57,2,48,93,31,20,4,78,3,0,2
SN,AH,sutra,2455,103,48,57,2,47,95,31,19,4,78,3,0,2
SN,AH,sutra,2456,103,48,58,2,47,96,31,19,4,77,2,0,2
SN,AH,sutra,2457,104,47,57,2,49,97,32,19,4,76,2,0,2
SN,AH,sutra,2458,103,48,56,2,49,97,33,19,4,75,3,0,2
SN,AH,sutra,2459,103,48,55,2,49,96,34,19,4,75,4,0,2
SN,AH,sutra,2460,105,48,55,2,49,93,33,20,4,76,4,0,2
SN,AH,sutra,2461,104,49,55,2,49,94,33,19,4,76,4,0,2
SN,AH,sutra,2462,105,50,55,2,49,93,32,19,4,76,4,0,2
SN,AH,sutra,2463,105,50,54,2,48,94,31,19,4,77,5,0,2
SN,AH,sutra,2464,105,51,54,2,48,92,31,19,4,78,5,0,2
SN,AH,sutra,2465,103,49,55,2,45,90,30,18,3,79,5,0,2
SN,AH,sutra,2466,104,48,54,2,45,90,30,18,3,79,6,0,2
SN,AH,sutra,2467,104,49,53,2,46,89,33,18,3,78,6,0,2
SN,AH,sutra,2468,104,48,53,2,45,90,34,18,3,78,6,0,2
SN,AH,sutra,2469,103,48,54,2,43,90,35,19,2,77,6,0,2
SN,AH,sutra,2470,102,49,54,2,44,89,35,19,2,77,6,0,2
SN,AH,sutra,2471,100,47,55,2,44,88,35,20,2,78,6,0,2
SN,AH,sutra,2472,98,46,54,2,44,89,36,20,2,79,7,0,2
SN,AH,sutra,2473,101,46,53,2,45,89,37,19,2,78,7,0,2
SN,AH,sutra,2474,103,45,53,2,44,89,37,19,2,78,7,0,2
SN,AH,sutra,2475,107,46,52,2,48,91,36,21,3,76,7,0,2
SN,AH,sutra,2476,105,47,52,2,49,91,36,21,3,76,7,0,2
SN,AH,sutra,2477,103,49,51,2,51,91,37,21,3,76,7,0,2
SN,AH,sutra,2478,102,49,51,2,51,92,37,21,3,76,7,0,2
SN,AH,sutra,2479,102,49,51,2,52,90,37,21,3,77,7,0,2
SN,AH,sutra,2480,101,50,51,2,52,89,38,21,3,77,7,0,2
SN,AH,sutra,2481,102,50,51,1,54,86,38,21,3,75,7,0,2
SN,AH,sutra,2482,103,51,52,1,55,87,38,21,3,76,7,0,1
SN,AH,sutra,2483,99,49,53,1,51,87,38,21,3,76,7,0,1
SN,AH,sutra,2484,98,49,53,1,51,86,39,22,3,76,7,0,1
SN,AH,sutra,2485,98,48,53,1,52,86,39,21,3,77,7,0,1
SN,AH,sutra,2486,97,49,53,1,51,87,39,21,3,77,7,0,1
SN,AH,sutra,2487,95,51,53,1,51,88,39,21,3,76,7,0,1
SN,AH,sutra,2488,95,51,52,1,49,90,39,21,3,76,8,0,1
SN,AH,sutra,2489,95,52,52,1,49,89,39,21,3,76,8,0,1
SN,AH,sutra,2490,97,54,52,1,48,88,37,21,3,76,8,0,1
SN,AH,sutra,2491,96,55,52,1,47,89,37,21,3,76,8,0,1
SN,AH,sutra,2492,96,53,52,1,47,90,38,21,3,76,8,0,1
SN,AH,sutra,2493,95,53,53,1,46,91,37,21,2,76,8,0,1
SN,AH,sutra,2494,95,52,53,1,45,91,37,21,2,78,8,0,1
SN,AH,sutra,2495,96,53,53,1,45,92,36,21,2,76,8,0,1
SN,AH,sutra,2496,97,51,54,1,45,93,35,22,2,76,7,0,1
SN,AH,sutra,2497,96,51,55,1,45,93,34,21,1,77,7,0,1
SN,AH,sutra,2498,96,51,55,1,45,93,34,21,1,77,7,0,1
SN,AH,sutra,2499,96,50,55,2,46,96,33,21,1,77,7,0,1
SN,AH,sutra,2500,97,51,55,2,45,96,33,21,1,76,7,0,1
SN,AH,sutra,2501,96,52,56,2,43,95,33,20,1,77,7,0,1
SN,AH,sutra,2502,97,52,56,2,43,93,33,21,1,77,7,0,1
SN,AH,sutra,2503,97,51,56,2,43,94,33,22,1,76,7,0,1
SN,AH,sutra,2504,99,50,56,2,43,93,33,22,1,76,7,0,1
SN,AH,sutra,2505,100,49,57,2,42,92,33,21,1,76,7,0,1
SN,AH,sutra,2506,99,50,56,2,41,93,33,21,1,76,8,0,1
SN,AH,sutra,2507,98,51,57,2,41,94,32,21,1,76,7,0,1
SN,AH,sutra,2508,97,51,57,2,40,96,33,20,1,76,7,0,1
SN,AH,sutra,2509,96,50,58,1,39,93,32,21,1,77,7,0,1
SN,AH,sutra,2510,96,49,57,1,40,94,31,21,1,77,8,0,1
SN,AH,sutra,2511,97,49,56,1,41,95,30,22,2,76,8,0,1
SN,AH,sutra,2512,96,49,56,1,43,95,28,23,2,76,8,0,1
SN,AH,sutra,2513,96,48,55,1,43,96,29,25,3,75,8,0,1
SN,AH,sutra,2514,98,48,55,1,44,97,27,23,3,75,8,0,1
SN,AH,sutra,2515,99,48,55,1,44,97,26,23,3,75,8,0,1
SN,AH,sutra,2516,98,49,55,1,44,97,27,23,3,74,8,0,1
SN,AH,sutra,2517,98,49,55,1,46,97,25,23,3,74,8,0,1
SN,AH,sutra,2518,98,49,55,1,47,97,25,23,3,73,8,0,1
SN,AH,sutra,2519,95,49,56,1,47,96,26,24,3,72,8,0,1
SN,AH,sutra,2520,96,49,56,1,47,94,27,24,3,72,8,0,1
SN,AH,sutra,2521,94,50,55,2,48,97,28,25,4,71,8,0,1
SN,AH,sutra,2522,92,49,55,2,49,99,28,25,4,71,8,0,1
SN,AH,sutra,2523,91,50,55,2,49,100,27,25,4,71,8,0,1
SN,AH,sutra,2524,92,49,55,2,50,100,27,25,4,70,8,0,1
SN,AH,sutra,2525,91,49,55,2,51,100,27,25,4,70,8,0,1
SN,AH,sutra,2526,92,50,55,2,51,102,27,25,4,71,9,0,0
SN,AH,sutra,2527,92,49,55,2,51,101,27,22,4,71,9,0,0
SN,AH,sutra,2528,90,49,55,2,51,102,28,20,4,71,9,0,0
SN,AH,sutra,2529,90,51,55,2,52,103,28,20,4,72,9,0,0
SN,AH,sutra,2530,91,51,55,2,53,100,28,20,4,73,9,0,0
SN,AH,sutra,2531,91,52,54,2,55,99,28,21,4,73,9,0,0
SN,AH,sutra,2532,91,51,55,2,53,98,28,21,4,74,9,0,0
SN,AH,sutra,2533,95,49,55,2,54,98,28,21,5,73,8,0,0
SN,AH,sutra,2534,94,50,56,2,53,100,27,21,5,73,7,0,0
SN,AH,sutra,2535,95,51,56,2,55,102,27,22,6,73,7,0,0
SN,AH,sutra,2536,94,50,55,2,55,101,27,22,6,71,7,0,1
SN,AH,sutra,2537,95,50,54,2,55,101,27,23,7,72,8,0,1
SN,AH,sutra,2538,96,51,54,2,55,100,27,25,8,72,8,0,1
SN,AH,sutra,2539,95,50,54,2,55,99,27,25,8,70,8,0,1
SN,AH,sutra,2540,96,51,54,2,54,98,27,26,8,71,8,0,1
SN,AH,sutra,2541,97,53,54,2,54,98,26,26,8,71,8,0,1
SN,AH,sutra,2542,96,52,55,2,51,98,23,26,8,71,8,0,1
SN,AH,sutra,2543,99,53,54,2,53,97,24,28,8,71,8,1,1
SN,AH,sutra,2544,100,54,54,2,52,98,23,27,8,71,8,1,1
SN,AH,sutra,2545,101,52,54,2,51,98,24,27,8,72,8,1,1
SN,AH,sutra,2546,101,52,53,2,50,98,25,27,8,72,9,1,1
SN,AH,sutra,2547,102,52,53,2,49,97,25,27,8,73,9,1,1
SN,AH,sutra,2548,99,53,53,2,48,96,25,28,8,73,10,1,1
SN,AH,sutra,2549,96,53,52,2,48,97,26,29,8,73,11,1,1
SN,AH,sutra,2550,94,53,53,2,43,95,26,27,7,74,11,1,1
SN,AH,sutra,2551,97,54,52,2,44,93,27,27,7,73,11,1,1
SN,AH,sutra,2552,97,54,53,2,42,94,26,26,7,73,11,1,1
SN,AH,sutra,2553,96,54,53,2,44,93,25,27,7,73,11,1,1
SN,AH,sutra,2554,96,55,53,2,43,92,25,29,7,72,11,1,1
SN,AH,sutra,2555,99,57,53,2,45,92,27,29,7,74,11,1,1
SN,AH,sutra,2556,97,57,54,2,43,91,28,29,7,75,11,1,1
SN,AH,sutra,2557,97,58,54,2,42,91,28,29,7,75,11,1,1
SN,AH,sutra,2558,96,58,54,2,42,88,28,29,7,74,11,1,1
SN,AH,sutra,2559,96,59,53,2,45,89,27,29,7,73,11,1,1
SN,AH,sutra,2560,98,59,52,2,45,89,26,29,7,72,12,1,1
SN,AH,sutra,2561,99,59,51,2,47,89,26,30,7,71,12,1,1
SN,AH,sutra,2562,99,59,51,2,46,90,26,30,7,71,12,1,1
SN,AH,sutra,2563,99,61,51,2,47,89,27,30,7,71,11,1,1
SN,AH,sutra,2564,100,60,51,2,48,88,27,30,7,71,11,1,1
SN,AH,sutra,2565,104,62,50,2,52,89,27,30,7,71,11,1,1
SN,AH,sutra,2566,103,61,51,2,51,87,27,31,7,72,11,1,1
SN,AH,sutra,2567,104,63,51,2,51,85,26,31,7,72,11,1,1
SN,AH,sutra,2568,104,63,51,2,51,84,27,31,7,72,11,1,1
SN,AH,sutra,2569,103,63,51,2,53,84,28,31,7,70,11,1,1
SN,AH,sutra,2570,102,62,51,2,53,85,28,32,7,70,11,1,1
SN,AH,sutra,2571,104,63,51,2,53,85,28,32,7,70,11,1,1
SN,AH,sutra,2572,105,61,51,2,52,85,29,32,7,71,11,1,1
SN,AH,sutra,2573,104,61,51,2,53,84,29,32,7,72,11,1,1
SN,AH,sutra,2574,103,62,52,1,51,80,28,32,7,74,11,1,1
SN,AH,sutra,2575,102,63,52,1,51,78,28,33,7,75,11,1,1
SN,AH,sutra,2576,102,62,52,1,51,79,28,33,7,75,11,1,1
SN,AH,sutra,2577,102,64,51,1,53,79,28,32,8,74,11,1,1
SN,AH,sutra,2578,105,64,51,1,53,78,27,31,8,74,11,1,1
SN,AH,sutra,2579,103,66,51,1,53,78,27,31,8,74,11,1,1
SN,AH,sutra,2580,103,67,51,1,52,78,27,31,8,74,11,1,1
SN,AH,sutra,2581,103,66,51,1,55,76,28,33,8,74,10,1,1
SN,AH,sutra,2582,102,65,51,1,56,75,29,34,8,74,10,1,1
SN,AH,sutra,2583,103,65,50,1,58,74,30,35,8,73,10,1,1
SN,AH,sutra,2584,103,64,50,1,59,75,31,34,8,72,10,1,1
SN,AH,sutra,2585,101,66,51,1,59,74,31,34,8,73,9,1,1
SN,AH,sutra,2586,102,66,52,1,57,73,31,33,7,74,9,1,1
SN,AH,sutra,2587,105,66,51,1,58,73,31,33,7,73,9,1,1
SN,AH,sutra,2588,106,66,52,1,58,71,31,31,6,74,9,1,1
SN,AH,sutra,2589,105,68,51,1,60,71,32,31,6,73,9,1,1
SN,AH,sutra,2590,106,70,51,1,59,71,31,31,6,72,9,1,1
SN,AH,sutra,2591,107,70,51,1,59,71,30,31,6,72,9,1,1
SN,AH,sutra,2592,108,71,50,1,57,71,30,31,6,72,10,1,1
SN,AH,sutra,2593,108,72,50,1,56,72,30,31,6,71,10,1,1
SN,AH,sutra,2594,109,71,50,1,56,73,29,30,6,72,10,1,1
SN,AH,sutra,2595,112,74,49,2,56,75,27,30,6,71,10,1,1
