Text_Type,Book,Chapter,Window,GLG,GGL,G,LG,LGG,GGG,LLG,GLL,LLL,LGL,L,LL,GG
SN,AH,sutra,1882,99,69,57,5,69,94,23,25,4,82,2,0,1
SN,AH,sutra,1883,98,68,57,5,70,96,23,25,4,81,2,0,1
SN,AH,sutra,1884,99,69,58,5,65,98,22,23,4,82,2,0,1
SN,AH,sutra,1885,106,72,58,5,68,99,21,24,5,85,2,0,1
SN,AH,sutra,1886,106,74,58,5,68,99,20,25,5,85,2,0,1
SN,AH,sutra,1887,107,75,57,5,68,98,20,26,5,85,3,0,1
SN,AH,sutra,1888,108,76,57,5,68,97,20,26,5,86,3,0,1
SN,AH,sutra,1889,109,78,56,5,69,99,21,26,5,85,3,0,1
SN,AH,sutra,1890,111,78,55,5,69,97,21,27,5,86,4,0,1
SN,AH,sutra,1891,112,78,55,5,67,99,21,28,5,86,4,0,1
SN,AH,sutra,1892,113,80,55,5,66,99,20,29,5,86,4,0,1
SN,AH,sutra,1893,114,80,55,5,67,101,20,29,5,87,4,0,1
SN,AH,sutra,1894,116,76,56,4,61,102,19,28,5,87,4,0,1
SN,AH,sutra,1895,117,77,56,4,61,103,20,28,5,88,4,0,1
SN,AH,sutra,1896,116,75,55,4,61,102,20,28,5,90,5,0,1
SN,AH,sutra,1897,114,75,55,4,61,99,21,28,5,92,5,0,1
SN,AH,sutra,1898,114,75,55,4,61,99,22,28,5,91,5,0,1
SN,AH,sutra,1899,115,72,55,4,62,100,22,28,5,91,5,0,1
SN,AH,sutra,1900,115,72,55,4,62,101,22,28,5,90,5,0,1
SN,AH,sutra,1901,114,72,55,4,61,101,23,29,5,90,5,0,1
SN,AH,sutra,1902,112,73,55,4,61,101,23,30,5,90,5,0,1
SN,AH,sutra,1903,112,73,55,4,59,103,23,30,5,90,5,0,1
SN,AH,sutra,1904,107,73,55,4,59,103,22,29,5,89,5,0,1
SN,AH,sutra,1905,110,75,54,4,61,103,21,29,4,87,5,0,1
SN,AH,sutra,1906,109,74,54,4,62,104,21,29,4,87,5,0,1
SN,AH,sutra,1907,110,76,53,4,63,102,20,30,4,88,5,0,1
SN,AH,sutra,1908,108,75,54,4,63,102,20,29,4,89,5,0,1
SN,AH,sutra,1909,109,75,54,4,63,104,20,28,4,87,5,0,1
SN,AH,sutra,1910,108,74,55,4,61,104,22,26,4,88,5,0,1
SN,AH,sutra,1911,109,74,54,4,63,101,23,27,5,88,5,0,1
SN,AH,sutra,1912,109,75,54,4,64,99,23,28,5,87,5,0,1
SN,AH,sutra,1913,110,73,53,4,63,99,23,29,5,88,6,0,1
SN,AH,sutra,1914,108,71,53,4,64,96,22,29,5,87,6,0,1
SN,AH,sutra,1915,108,71,53,4,64,97,22,29,5,86,6,0,1
SN,AH,sutra,1916,108,70,54,3,63,93,21,29,5,88,6,0,1
SN,AH,sutra,1917,109,68,54,3,62,94,21,30,5,88,6,0,1
SN,AH,sutra,1918,109,68,55,2,61,92,19,30,5,88,6,0,1
SN,AH,sutra,1919,108,70,55,2,60,93,19,30,5,87,6,0,1
SN,AH,sutra,1920,108,69,56,2,58,94,18,28,5,89,6,0,1
SN,AH,sutra,1921,109,69,56,2,58,94,18,28,5,88,6,0,1
SN,AH,sutra,1922,107,68,57,1,59,93,17,28,5,87,6,0,1
SN,AH,sutra,1923,111,71,57,1,60,91,18,28,5,88,6,0,1
SN,AH,sutra,1924,111,70,58,1,57,90,19,28,5,89,6,0,1
SN,AH,sutra,1925,110,71,58,1,57,89,19,28,5,90,6,0,1
SN,AH,sutra,1926,109,70,59,1,58,89,19,26,4,91,6,0,1
SN,AH,sutra,1927,108,69,58,1,60,90,21,26,4,91,6,0,1
SN,AH,sutra,1928,105,69,58,1,62,90,22,26,4,91,6,0,1
SN,AH,sutra,1929,106,69,57,2,63,92,22,26,4,92,6,0,1
SN,AH,sutra,1930,106,69,57,2,62,93,23,26,4,91,6,0,1
SN,AH,sutra,1931,108,67,57,2,61,93,23,26,4,92,6,0,1
SN,AH,sutra,1932,108,65,58,2,61,91,23,26,2,91,6,0,1
SN,AH,sutra,1933,111,65,58,2,62,90,23,27,3,90,5,0,1
SN,AH,sutra,1934,112,65,59,2,62,91,24,27,3,91,5,0,1
SN,AH,sutra,1935,112,65,59,2,62,90,24,27,3,92,6,0,0
SN,AH,sutra,1936,111,63,60,1,59,86,23,26,3,93,6,0,0
SN,AH,sutra,1937,111,63,59,1,60,88,23,27,3,92,6,0,0
SN,AH,sutra,1938,106,63,59,1,59,86,24,26,3,92,6,0,0
SN,AH,sutra,1939,106,63,59,1,59,85,22,27,3,94,6,0,0
SN,AH,sutra,1940,103,61,59,1,56,87,22,27,3,92,6,0,0
SN,AH,sutra,1941,104,63,58,1,57,88,22,26,3,91,6,0,0
SN,AH,sutra,1942,104,63,58,1,57,88,23,26,3,90,6,0,0
SN,AH,sutra,1943,105,63,58,1,57,91,23,26,3,89,5,0,0
SN,AH,sutra,1944,105,63,58,1,56,92,23,25,3,90,5,0,0
SN,AH,sutra,1945,105,62,58,1,57,92,23,25,3,90,5,0,0
SN,AH,sutra,1946,104,62,58,1,57,94,23,24,3,90,5,0,0
SN,AH,sutra,1947,104,65,57,2,59,95,23,24,3,89,5,0,0
SN,AH,sutra,1948,104,65,56,2,57,94,22,24,3,88,5,0,1
SN,AH,sutra,1949,104,68,56,2,56,94,22,25,3,87,5,0,1
SN,AH,sutra,1950,105,69,56,2,55,94,22,25,3,88,5,0,1
SN,AH,sutra,1951,103,69,56,2,55,93,22,25,3,86,5,0,1
SN,AH,sutra,1952,105,69,56,3,55,96,21,26,3,86,5,0,1
SN,AH,sutra,1953,103,68,56,3,55,98,21,25,3,88,5,0,1
SN,AH,sutra,1954,102,68,56,3,52,98,22,25,3,88,5,0,1
SN,AH,sutra,1955,102,68,56,3,52,98,23,25,3,87,5,0,1
SN,AH,sutra,1956,104,69,56,3,52,96,23,25,3,86,5,0,1
SN,AH,sutra,1957,105,68,56,3,52,96,23,25,3,86,5,0,1
SN,AH,sutra,1958,105,69,56,3,51,96,23,25,3,86,5,0,1
SN,AH,sutra,1959,104,69,56,3,52,96,23,25,3,86,5,0,1
SN,AH,sutra,1960,98,66,56,3,49,95,23,24,2,83,5,0,1
SN,AH,sutra,1961,98,64,56,3,49,97,23,23,2,82,5,0,1
SN,AH,sutra,1962,97,63,56,3,51,97,24,24,2,81,4,0,1
SN,AH,sutra,1963,94,64,56,3,51,98,24,24,2,80,4,0,1
SN,AH,sutra,1964,92,61,56,3,51,97,24,23,2,81,5,0,1
SN,AH,sutra,1965,92,60,57,3,52,97,24,22,2,80,4,0,1
SN,AH,sutra,1966,92,58,57,3,52,96,24,22,2,81,4,0,1
SN,AH,sutra,1967,90,56,57,3,54,95,25,22,2,81,4,0,1
SN,AH,sutra,1968,91,57,56,4,55,94,27,22,2,82,4,0,1
SN,AH,sutra,1969,90,57,56,4,56,93,27,22,2,83,4,0,1
SN,AH,sutra,1970,89,56,56,4,56,95,26,23,2,83,4,0,1
SN,AH,sutra,1971,89,56,57,4,56,96,26,23,2,82,3,0,1
SN,AH,sutra,1972,91,54,56,4,57,97,25,23,2,81,4,0,1
SN,AH,sutra,1973,92,53,55,4,57,97,25,23,2,81,5,0,1
SN,AH,sutra,1974,90,55,55,4,56,96,26,23,2,82,5,0,1
SN,AH,sutra,1975,89,55,55,4,56,96,27,23,2,82,5,0,1
SN,AH,sutra,1976,89,55,55,4,57,97,26,22,2,82,5,0,1
SN,AH,sutra,1977,90,55,55,4,56,97,27,21,2,82,5,0,1
SN,AH,sutra,1978,90,54,55,4,56,98,27,21,2,82,5,0,1
SN,AH,sutra,1979,91,52,55,4,55,99,27,22,2,82,5,0,1
SN,AH,sutra,1980,88,51,56,4,53,101,28,21,2,83,5,0,1
SN,AH,sutra,1981,88,52,56,4,52,101,29,21,2,82,5,0,1
SN,AH,sutra,1982,89,49,57,4,52,104,30,22,2,84,5,0,1
SN,AH,sutra,1983,89,47,57,4,51,105,30,22,2,86,5,0,1
SN,AH,sutra,1984,89,49,56,4,53,103,30,22,3,86,5,0,1
SN,AH,sutra,1985,91,49,56,4,53,103,28,22,3,86,5,0,1
SN,AH,sutra,1986,94,50,56,4,51,103,27,23,2,85,5,0,1
SN,AH,sutra,1987,94,50,56,4,50,104,27,22,2,86,5,0,1
SN,AH,sutra,1988,94,52,56,4,53,104,27,21,2,85,4,0,1
SN,AH,sutra,1989,94,54,56,4,52,104,27,20,2,85,4,0,1
SN,AH,sutra,1990,96,55,55,4,54,102,27,20,3,84,4,0,1
SN,AH,sutra,1991,95,56,55,4,53,104,27,20,3,83,4,0,1
SN,AH,sutra,1992,94,57,55,4,53,105,27,19,3,83,4,0,1
SN,AH,sutra,1993,93,58,55,4,54,105,27,19,3,82,4,0,1
SN,AH,sutra,1994,93,58,54,4,55,105,27,21,3,82,4,0,1
SN,AH,sutra,1995,93,60,53,4,56,103,27,21,3,81,5,0,1
SN,AH,sutra,1996,95,59,52,4,57,102,27,22,3,82,5,0,1
SN,AH,sutra,1997,96,60,52,4,55,103,26,22,3,82,5,0,1
SN,AH,sutra,1998,93,59,52,4,53,102,25,23,3,81,5,0,1
SN,AH,sutra,1999,91,61,52,4,53,102,24,23,3,82,5,0,1
SN,AH,sutra,2000,93,60,51,4,54,103,25,24,3,80,5,0,1
SN,AH,sutra,2001,92,60,51,4,54,102,25,26,3,80,5,0,1
SN,AH,sutra,2002,93,61,52,4,52,101,23,26,3,80,5,0,1
SN,AH,sutra,2003,96,61,51,4,50,101,22,26,3,80,6,0,1
SN,AH,sutra,2004,98,62,51,3,49,99,21,26,3,79,6,0,1
SN,AH,sutra,2005,98,62,51,3,50,100,20,26,3,78,6,0,1
SN,AH,sutra,2006,98,62,51,3,51,99,19,26,3,79,6,0,1
SN,AH,sutra,2007,97,62,51,3,51,101,19,25,3,79,6,0,1
SN,AH,sutra,2008,96,62,52,3,51,100,19,24,2,80,6,0,1
SN,AH,sutra,2009,95,62,52,3,51,102,18,24,2,80,6,0,1
SN,AH,sutra,2010,95,61,52,3,50,104,18,24,2,80,6,0,1
SN,AH,sutra,2011,94,61,52,3,50,103,18,24,2,82,6,0,1
SN,AH,sutra,2012,93,60,53,3,50,100,18,24,2,84,6,0,1
SN,AH,sutra,2013,94,60,53,3,49,101,17,24,2,84,6,0,1
SN,AH,sutra,2014,94,61,53,3,48,103,18,23,2,82,6,0,1
SN,AH,sutra,2015,92,61,53,3,49,101,18,24,2,84,6,0,1
SN,AH,sutra,2016,90,61,54,3,46,102,19,24,2,84,6,0,1
SN,AH,sutra,2017,91,61,54,3,47,101,18,24,2,84,6,0,1
SN,AH,sutra,2018,91,62,55,3,46,98,18,23,2,85,6,0,1
SN,AH,sutra,2019,91,63,55,3,45,99,18,23,2,84,6,0,1
SN,AH,sutra,2020,92,65,55,3,44,98,18,24,2,84,6,0,1
SN,AH,sutra,2021,94,67,54,3,44,95,18,25,2,84,7,0,1
SN,AH,sutra,2022,93,67,54,2,42,95,18,26,3,84,7,0,1
SN,AH,sutra,2023,94,67,55,2,43,97,18,26,3,85,7,0,0
SN,AH,sutra,2024,93,65,55,2,44,96,19,25,3,86,7,0,0
SN,AH,sutra,2025,90,65,55,2,44,98,19,25,3,85,7,0,0
SN,AH,sutra,2026,91,66,55,2,44,99,19,26,3,86,7,0,0
SN,AH,sutra,2027,87,65,56,1,45,94,20,25,3,87,7,0,0
SN,AH,sutra,2028,89,65,55,1,46,93,21,27,3,85,7,0,0
SN,AH,sutra,2029,88,63,55,1,46,93,20,28,3,85,8,0,0
SN,AH,sutra,2030,88,64,54,2,46,94,22,28,3,86,8,0,0
SN,AH,sutra,2031,87,63,54,2,47,96,22,27,3,86,8,0,0
SN,AH,sutra,2032,87,63,53,3,47,99,23,27,3,87,8,0,0
SN,AH,sutra,2033,87,64,52,3,48,97,23,27,3,87,9,0,0
SN,AH,sutra,2034,89,64,52,3,47,96,24,27,3,86,9,0,0
SN,AH,sutra,2035,88,65,52,3,47,95,24,28,3,86,9,0,0
SN,AH,sutra,2036,86,67,52,3,48,94,24,28,3,86,9,0,0
SN,AH,sutra,2037,86,67,52,3,46,95,23,26,3,87,10,0,0
SN,AH,sutra,2038,86,67,51,3,46,95,23,26,3,87,11,0,0
SN,AH,sutra,2039,86,67,52,3,45,95,23,27,3,87,10,0,0
SN,AH,sutra,2040,86,68,51,3,47,94,23,29,3,86,10,0,0
SN,AH,sutra,2041,86,69,51,3,47,95,23,28,3,85,10,0,0
SN,AH,sutra,2042,86,71,51,3,45,96,22,28,3,85,10,0,0
SN,AH,sutra,2043,85,70,52,2,43,97,21,28,3,84,10,0,0
SN,AH,sutra,2044,85,70,52,2,43,97,22,28,3,83,10,0,0
SN,AH,sutra,2045,86,70,52,2,43,96,22,28,3,83,10,0,0
SN,AH,sutra,2046,86,71,52,2,43,94,22,28,3,84,10,0,0
SN,AH,sutra,2047,85,72,53,2,42,94,23,28,3,84,9,0,0
SN,AH,sutra,2048,87,75,54,2,43,95,23,28,3,85,8,0,0
SN,AH,sutra,2049,88,73,54,2,43,97,23,28,3,84,8,0,0
SN,AH,sutra,2050,89,77,53,2,44,94,22,30,3,83,8,0,0
SN,AH,sutra,2051,88,79,53,2,44,93,23,30,3,82,8,0,0
SN,AH,sutra,2052,90,79,52,2,46,92,22,31,3,82,8,0,0
SN,AH,sutra,2053,90,79,52,2,46,91,22,31,3,83,8,0,0
SN,AH,sutra,2054,89,79,51,3,47,93,25,30,3,84,8,0,0
SN,AH,sutra,2055,90,79,51,3,48,91,24,31,3,84,8,0,0
SN,AH,sutra,2056,91,82,50,4,49,91,24,31,3,84,8,0,0
SN,AH,sutra,2057,90,82,50,4,48,89,24,29,3,82,8,0,0
SN,AH,sutra,2058,92,82,50,4,48,89,24,29,3,80,8,0,0
SN,AH,sutra,2059,92,79,51,4,47,90,23,30,2,81,8,0,0
SN,AH,sutra,2060,93,78,50,4,49,91,23,31,2,80,8,0,0
SN,AH,sutra,2061,89,77,51,4,50,93,23,29,2,81,8,0,0
SN,AH,sutra,2062,93,76,50,4,53,91,23,30,2,79,8,0,0
SN,AH,sutra,2063,93,74,51,4,50,92,23,30,2,80,8,0,0
SN,AH,sutra,2064,93,72,51,4,50,93,24,30,2,80,8,0,0
SN,AH,sutra,2065,89,72,52,4,49,94,25,30,1,81,8,0,0
SN,AH,sutra,2066,89,71,52,4,49,95,25,30,1,81,8,0,0
SN,AH,sutra,2067,89,70,52,4,49,94,26,30,1,82,8,0,0
SN,AH,sutra,2068,90,69,51,4,50,95,27,30,2,81,8,0,0
SN,AH,sutra,2069,91,68,52,4,49,93,27,28,2,83,8,0,0
SN,AH,sutra,2070,92,66,53,4,47,95,27,29,2,83,7,0,0
SN,AH,sutra,2071,91,67,54,4,46,95,27,28,2,82,7,0,0
SN,AH,sutra,2072,93,68,53,4,46,95,27,28,2,82,7,0,0
SN,AH,sutra,2073,93,66,52,4,46,96,28,28,2,82,8,0,0
SN,AH,sutra,2074,93,65,51,5,46,100,31,28,2,81,8,0,0
SN,AH,sutra,2075,92,64,52,5,45,100,30,27,2,83,8,0,0
SN,AH,sutra,2076,94,65,51,5,45,102,30,25,3,82,8,0,0
SN,AH,sutra,2077,94,66,51,5,45,101,30,25,3,82,8,0,0
SN,AH,sutra,2078,91,67,51,5,46,102,30,25,3,82,8,0,0
SN,AH,sutra,2079,88,68,52,5,46,102,30,25,3,81,8,0,0
SN,AH,sutra,2080,87,67,52,5,45,103,31,25,3,82,8,0,0
SN,AH,sutra,2081,85,69,51,5,45,104,31,25,3,81,9,0,0
SN,AH,sutra,2082,84,69,51,5,45,104,31,25,3,82,9,0,0
SN,AH,sutra,2083,84,68,51,5,44,106,31,25,3,82,9,0,0
SN,AH,sutra,2084,83,70,51,5,44,104,32,25,3,82,9,0,0
SN,AH,sutra,2085,82,72,52,5,44,103,32,25,3,82,8,0,0
SN,AH,sutra,2086,83,71,52,5,45,103,33,25,3,80,8,0,0
SN,AH,sutra,2087,85,71,52,5,45,103,33,24,3,79,8,0,0
SN,AH,sutra,2088,85,70,52,5,46,103,33,24,3,79,8,0,0
SN,AH,sutra,2089,87,69,52,5,46,103,32,24,3,79,8,0,0
SN,AH,sutra,2090,90,69,51,5,47,104,33,23,4,76,8,0,0
SN,AH,sutra,2091,91,68,51,5,47,104,32,23,4,77,8,0,0
SN,AH,sutra,2092,89,69,50,5,49,105,33,24,4,76,8,0,0
SN,AH,sutra,2093,88,69,50,5,48,107,34,24,4,75,8,0,0
SN,AH,sutra,2094,90,67,50,5,48,106,35,24,4,75,8,0,0
SN,AH,sutra,2095,90,65,50,5,48,106,35,23,4,76,8,0,0
SN,AH,sutra,2096,88,64,51,5,48,108,35,22,4,76,7,0,0
SN,AH,sutra,2097,87,62,52,5,50,106,35,22,3,76,7,0,0
SN,AH,sutra,2098,87,62,52,5,50,105,35,23,3,76,7,0,0
SN,AH,sutra,2099,86,61,52,5,50,107,34,23,3,77,7,0,0
SN,AH,sutra,2100,88,60,51,6,50,108,36,23,3,78,7,0,0
SN,AH,sutra,2101,88,60,51,6,50,109,36,22,3,78,7,0,0
SN,AH,sutra,2102,87,62,50,6,49,110,36,22,3,77,7,1,0
SN,AH,sutra,2103,86,64,51,6,48,110,35,20,3,77,7,1,0
SN,AH,sutra,2104,88,64,52,6,49,110,35,20,3,77,6,1,0
SN,AH,sutra,2105,87,65,53,5,50,107,32,21,3,76,6,1,0
SN,AH,sutra,2106,88,67,52,5,50,106,33,21,3,76,6,1,0
SN,AH,sutra,2107,88,66,53,4,49,104,33,21,3,75,6,1,0
SN,AH,sutra,2108,87,64,54,4,48,105,35,21,3,76,5,1,0
SN,AH,sutra,2109,88,63,54,4,48,105,34,21,3,77,5,1,0
SN,AH,sutra,2110,88,66,54,4,48,104,34,20,3,76,5,1,0
SN,AH,sutra,2111,88,64,53,4,48,105,34,20,3,77,6,1,0
SN,AH,sutra,2112,89,65,54,4,47,104,35,20,3,76,5,1,0
SN,AH,sutra,2113,89,64,54,4,48,105,35,20,3,75,5,1,0
SN,AH,sutra,2114,90,64,54,4,48,106,34,19,3,75,5,1,0
SN,AH,sutra,2115,89,63,55,4,45,107,34,18,3,77,5,1,0
SN,AH,sutra,2116,88,63,55,4,46,107,34,18,3,77,5,1,0
SN,AH,sutra,2117,88,62,55,4,48,106,35,17,3,77,5,1,0
SN,AH,sutra,2118,92,63,54,4,49,104,34,18,3,76,5,1,0
SN,AH,sutra,2119,91,64,54,4,49,105,33,18,3,76,5,1,0
SN,AH,sutra,2120,90,65,54,4,50,104,33,17,3,77,5,1,0
SN,AH,sutra,2121,90,65,54,4,50,104,33,17,3,77,5,1,0
SN,AH,sutra,2122,91,66,53,4,50,104,32,18,3,77,6,1,0
SN,AH,sutra,2123,89,65,52,4,49,104,31,19,3,75,7,1,0
SN,AH,sutra,2124,90,67,51,4,52,104,31,20,3,74,7,1,0
SN,AH,sutra,2125,92,65,52,4,51,105,31,18,3,75,7,1,0
SN,AH,sutra,2126,97,69,51,4,55,108,32,19,3,77,7,1,1
SN,AH,sutra,2127,97,69,51,4,53,108,32,19,3,78,8,1,1
SN,AH,sutra,2128,97,72,50,5,54,110,32,21,3,77,8,1,1
SN,AH,sutra,2129,97,73,51,4,54,107,30,21,3,76,8,1,1
SN,AH,sutra,2130,96,73,51,4,54,107,30,21,3,77,8,1,1
SN,AH,sutra,2131,96,70,52,3,53,106,29,21,3,78,8,1,1
SN,AH,sutra,2132,97,72,51,3,54,106,29,21,3,77,8,1,1
SN,AH,sutra,2133,97,73,50,3,56,106,29,21,3,77,8,1,1
SN,AH,sutra,2134,98,73,50,3,55,107,29,20,3,77,8,1,1
SN,AH,sutra,2135,96,74,51,3,53,107,29,19,3,78,8,1,1
SN,AH,sutra,2136,95,75,51,3,53,107,29,19,3,78,8,1,1
SN,AH,sutra,2137,93,75,51,3,51,107,30,18,3,79,9,1,1
SN,AH,sutra,2138,96,76,50,4,53,107,31,17,3,78,9,1,1
SN,AH,sutra,2139,96,76,49,4,54,107,30,17,3,78,10,1,1
SN,AH,sutra,2140,98,76,48,4,53,106,29,18,3,78,11,1,1
SN,AH,sutra,2141,98,76,48,4,53,104,30,19,3,78,11,1,1
SN,AH,sutra,2142,98,77,47,5,56,104,30,21,3,77,11,1,1
SN,AH,sutra,2143,97,76,48,5,54,104,30,22,2,78,11,1,1
SN,AH,sutra,2144,97,75,47,5,56,106,31,23,2,76,11,1,1
SN,AH,sutra,2145,96,77,47,5,57,104,31,23,2,76,11,1,1
SN,AH,sutra,2146,95,77,46,5,56,108,32,25,2,76,11,2,1
SN,AH,sutra,2147,93,77,47,5,57,106,32,25,2,76,11,2,1
SN,AH,sutra,2148,93,79,48,5,57,106,31,24,2,76,10,2,1
SN,AH,sutra,2149,94,78,49,4,56,105,28,24,2,76,10,2,1
SN,AH,sutra,2150,93,79,49,4,56,105,28,24,2,76,10,2,1
SN,AH,sutra,2151,92,79,50,4,55,104,29,24,1,76,10,2,1
SN,AH,sutra,2152,91,77,50,4,56,105,30,24,1,76,10,2,1
SN,AH,sutra,2153,92,76,51,4,56,103,32,24,1,76,9,2,1
SN,AH,sutra,2154,94,74,50,4,56,104,33,25,1,76,9,2,1
SN,AH,sutra,2155,94,75,50,4,57,102,33,25,1,76,9,2,1
SN,AH,sutra,2156,94,73,51,4,56,104,34,25,1,76,8,2,1
SN,AH,sutra,2157,96,75,51,4,56,101,34,25,1,75,8,2,1
SN,AH,sutra,2158,95,75,51,4,56,102,34,25,1,75,8,2,1
SN,AH,sutra,2159,95,76,51,4,56,101,34,25,1,75,8,2,1
SN,AH,sutra,2160,96,74,51,4,56,102,34,25,1,75,8,2,1
SN,AH,sutra,2161,96,76,51,4,56,102,33,25,1,74,8,2,1
SN,AH,sutra,2162,94,76,50,4,56,104,33,25,1,74,9,2,1
SN,AH,sutra,2163,94,76,50,4,55,103,34,25,1,75,9,2,1
SN,AH,sutra,2164,94,76,50,4,57,101,34,25,1,75,9,2,1
SN,AH,sutra,2165,92,77,51,4,55,101,34,25,0,76,9,2,1
SN,AH,sutra,2166,92,78,51,4,55,100,34,25,0,76,9,2,1
SN,AH,sutra,2167,92,79,52,4,52,100,33,24,0,77,9,2,1
SN,AH,sutra,2168,93,79,51,4,55,98,33,24,0,78,9,2,1
SN,AH,sutra,2169,92,79,51,4,56,98,32,24,0,79,9,2,1
SN,AH,sutra,2170,93,79,50,4,58,100,32,24,0,77,9,2,1
SN,AH,sutra,2171,94,78,50,4,58,99,32,25,0,77,9,2,1
SN,AH,sutra,2172,95,78,50,4,56,101,32,24,0,77,9,2,1
SN,AH,sutra,2173,95,78,50,4,55,103,32,23,0,77,9,2,1
SN,AH,sutra,2174,96,79,49,4,55,104,33,23,1,75,9,2,1
SN,AH,sutra,2175,95,78,50,3,56,103,31,23,1,74,9,2,1
SN,AH,sutra,2176,95,77,50,3,56,104,31,23,1,74,9,2,1
SN,AH,sutra,2177,95,78,51,3,56,103,30,23,1,75,9,1,1
SN,AH,sutra,2178,94,81,50,4,56,102,32,24,1,76,9,1,1
SN,AH,sutra,2179,93,81,50,4,54,102,32,23,1,77,9,1,1
SN,AH,sutra,2180,95,79,49,4,53,102,33,22,1,78,10,1,1
SN,AH,sutra,2181,95,77,50,4,53,102,32,22,1,78,10,1,1
SN,AH,sutra,2182,96,78,49,4,53,100,31,22,1,79,11,1,1
SN,AH,sutra,2183,98,78,49,4,53,100,29,22,1,79,11,1,1
SN,AH,sutra,2184,97,78,48,4,54,101,30,23,1,79,11,1,1
SN,AH,sutra,2185,96,75,48,4,55,102,31,23,1,80,11,1,1
SN,AH,sutra,2186,99,75,49,4,54,101,31,23,1,79,10,1,1
SN,AH,sutra,2187,99,75,49,4,55,100,30,23,1,80,10,1,1
SN,AH,sutra,2188,99,74,50,4,56,98,30,24,1,81,9,1,1
SN,AH,sutra,2189,99,74,50,4,57,97,30,24,1,81,9,1,1
SN,AH,sutra,2190,99,75,50,4,59,96,30,23,1,80,9,1,1
SN,AH,sutra,2191,99,74,50,4,59,95,30,24,1,81,9,1,1
SN,AH,sutra,2192,101,74,49,4,59,95,30,26,1,80,9,1,1
SN,AH,sutra,2193,97,74,50,4,59,95,31,25,1,81,9,1,1
SN,AH,sutra,2194,98,73,50,4,58,95,31,25,1,82,9,1,1
SN,AH,sutra,2195,98,72,50,4,57,97,32,25,1,81,9,1,1
SN,AH,sutra,2196,98,73,49,4,59,98,33,25,1,79,9,1,1
SN,AH,sutra,2197,97,72,50,4,59,98,34,24,1,79,8,1,1
SN,AH,sutra,2198,99,72,50,4,59,98,35,24,1,82,8,1,1
SN,AH,sutra,2199,97,70,51,4,56,98,35,23,1,84,8,1,1
SN,AH,sutra,2200,97,69,50,4,58,97,36,23,1,84,8,1,1
SN,AH,sutra,2201,93,65,51,4,53,94,34,22,1,83,8,1,0
SN,AH,sutra,2202,92,65,51,4,54,95,35,22,1,82,7,1,0
SN,AH,sutra,2203,91,62,52,3,54,92,36,20,1,83,7,1,0
SN,AH,sutra,2204,91,62,52,3,54,93,35,20,1,83,7,1,0
SN,AH,sutra,2205,93,62,52,3,53,94,35,19,1,82,7,1,0
SN,AH,sutra,2206,91,63,52,3,53,95,37,19,1,81,7,1,0
SN,AH,sutra,2207,89,61,52,3,51,94,36,19,1,81,8,1,0
SN,AH,sutra,2208,87,62,53,3,49,93,38,19,1,81,8,1,0
SN,AH,sutra,2209,85,62,52,3,49,91,38,19,1,80,8,1,0
SN,AH,sutra,2210,84,63,52,3,49,90,40,19,1,80,8,1,0
SN,AH,sutra,2211,84,62,51,3,48,88,40,19,1,79,8,1,0
SN,AH,sutra,2212,82,64,52,3,47,89,41,19,1,79,7,1,0
SN,AH,sutra,2213,78,63,52,2,45,88,40,19,1,78,7,1,0
SN,AH,sutra,2214,80,63,53,2,44,87,40,21,2,79,6,1,0
SN,AH,sutra,2215,79,64,54,2,44,89,40,22,2,80,5,1,0
SN,AH,sutra,2216,80,67,53,2,45,89,39,22,2,81,5,1,0
SN,AH,sutra,2217,79,66,54,1,42,89,38,21,2,83,5,1,0
SN,AH,sutra,2218,80,67,53,1,44,87,38,22,2,83,5,1,0
SN,AH,sutra,2219,78,68,54,1,42,87,38,21,2,84,5,1,0
SN,AH,sutra,2220,79,66,53,1,43,90,39,21,2,83,5,1,0
SN,AH,sutra,2221,79,67,53,1,43,86,38,20,2,83,6,0,0
SN,AH,sutra,2222,83,68,52,1,43,86,38,20,3,82,6,1,0
SN,AH,sutra,2223,83,67,51,1,43,86,39,20,3,82,7,1,0
SN,AH,sutra,2224,83,68,50,1,43,83,40,20,3,83,8,1,0
SN,AH,sutra,2225,86,68,50,1,43,81,40,20,3,82,8,1,0
SN,AH,sutra,2226,85,67,50,1,44,82,39,20,3,83,8,1,0
SN,AH,sutra,2227,84,67,50,1,43,83,40,20,3,83,8,1,0
SN,AH,sutra,2228,86,68,49,1,45,84,38,20,3,82,8,1,0
SN,AH,sutra,2229,84,68,50,1,45,83,38,19,3,83,8,1,0
SN,AH,sutra,2230,87,70,49,1,45,83,37,19,3,82,8,1,0
SN,AH,sutra,2231,88,71,48,1,45,81,37,19,3,82,9,1,0
SN,AH,sutra,2232,87,70,48,1,45,83,37,19,3,82,9,1,0
SN,AH,sutra,2233,86,70,47,1,46,82,38,19,3,82,10,1,0
SN,AH,sutra,2234,90,68,46,1,48,83,37,19,3,81,10,1,0
SN,AH,sutra,2235,89,69,46,1,49,81,37,19,3,82,10,1,0
SN,AH,sutra,2236,89,68,45,1,48,84,37,20,3,83,10,1,0
SN,AH,sutra,2237,90,69,46,1,47,83,37,20,3,83,9,1,0
SN,AH,sutra,2238,92,70,45,1,48,84,36,20,4,81,9,1,0
