Text_Type,Book,Chapter,Window,GGL,G,GGG,GLG,LL,GLL,L,LLL,LGL,LLG,LG,LGG,GG,GL
SN,AH,kalpa,362,65,50,86,93,0,38,4,4,94,53,9,71,0,0
SN,AH,kalpa,363,66,50,87,93,0,37,4,4,93,52,9,72,0,0
SN,AH,kalpa,364,66,50,89,92,0,36,4,4,92,52,9,73,0,0
SN,AH,kalpa,365,67,49,90,92,0,35,4,4,92,52,9,75,0,0
SN,AH,kalpa,366,69,50,90,91,0,33,4,3,94,51,9,73,0,0
SN,AH,kalpa,367,68,49,92,92,0,33,4,4,93,52,9,73,0,0
SN,AH,kalpa,368,67,50,94,92,0,32,4,4,93,51,9,71,0,0
SN,AH,kalpa,369,67,50,96,97,0,34,4,4,95,50,9,73,0,0
SN,AH,kalpa,370,66,50,95,97,0,33,5,4,94,49,8,73,0,0
SN,AH,kalpa,371,65,50,99,97,0,33,5,5,94,51,8,74,0,0
SN,AH,kalpa,372,66,49,99,96,0,31,5,5,91,50,8,72,0,0
SN,AH,kalpa,373,67,48,100,97,0,32,5,5,89,50,8,71,0,0
SN,AH,kalpa,374,68,48,99,96,0,32,5,5,88,50,8,73,0,0
SN,AH,kalpa,375,69,49,99,98,0,31,4,7,89,49,8,74,0,0
SN,AH,kalpa,376,70,49,98,99,0,29,5,7,88,48,8,74,0,0
SN,AH,kalpa,377,69,49,98,99,0,30,5,7,88,47,8,75,0,0
SN,AH,kalpa,378,68,50,97,97,0,31,5,7,89,46,8,75,0,0
SN,AH,kalpa,379,70,49,96,98,0,31,5,7,88,47,8,76,0,0
SN,AH,kalpa,380,68,50,98,96,0,31,5,7,90,45,7,73,0,0
SN,AH,kalpa,381,68,49,101,96,0,32,5,7,89,45,7,73,0,0
SN,AH,kalpa,382,69,49,100,96,0,32,5,7,89,45,7,73,0,0
SN,AH,kalpa,383,71,48,104,97,0,31,6,7,87,46,7,76,0,0
SN,AH,kalpa,384,71,48,104,97,0,30,6,7,87,46,7,77,0,0
SN,AH,kalpa,385,71,47,104,100,0,29,6,7,86,46,7,79,0,0
SN,AH,kalpa,386,71,47,102,101,0,30,6,7,87,46,7,78,0,0
SN,AH,kalpa,387,72,47,103,101,0,30,6,7,87,44,7,78,0,0
SN,AH,kalpa,388,70,47,104,96,0,30,6,7,87,43,7,77,0,0
SN,AH,kalpa,389,71,46,106,95,0,30,6,7,87,43,7,78,0,0
SN,AH,kalpa,390,71,46,106,95,0,30,6,7,87,44,7,77,0,0
SN,AH,kalpa,391,70,46,106,96,0,30,6,7,88,44,7,76,0,0
SN,AH,kalpa,392,67,46,104,91,0,27,7,7,88,43,7,71,0,0
SN,AH,kalpa,393,66,46,105,92,0,26,7,7,88,43,7,71,0,0
SN,AH,kalpa,394,63,47,106,89,0,26,7,7,89,43,6,70,0,0
SN,AH,kalpa,395,65,47,111,88,0,26,7,7,88,44,6,72,0,0
SN,AH,kalpa,396,65,47,111,89,0,25,7,7,88,43,6,73,0,0
SN,AH,kalpa,397,63,46,114,90,0,25,7,8,88,43,7,75,0,0
SN,AH,kalpa,398,64,47,114,90,0,23,7,7,89,42,7,74,0,0
SN,AH,kalpa,399,64,48,115,89,0,23,6,7,89,42,7,74,0,0
SN,AH,kalpa,400,65,49,117,90,0,20,6,7,89,40,7,72,0,0
SN,AH,kalpa,401,65,48,120,92,0,21,6,7,89,38,8,73,0,0
SN,AH,kalpa,402,65,48,121,93,0,21,6,7,88,37,8,73,0,0
SN,AH,kalpa,403,69,47,122,97,0,22,6,7,87,37,8,75,0,0
SN,AH,kalpa,404,70,47,122,96,0,22,6,7,87,36,8,76,0,0
SN,AH,kalpa,405,72,46,122,97,0,22,6,7,87,36,9,78,0,0
SN,AH,kalpa,406,70,47,121,97,0,22,6,6,89,35,8,76,0,0
SN,AH,kalpa,407,70,46,123,96,0,21,7,6,87,36,8,77,0,0
SN,AH,kalpa,408,71,47,123,95,0,19,7,6,85,37,8,77,0,0
SN,AH,kalpa,409,71,47,125,99,0,19,7,6,85,38,8,78,0,0
SN,AH,kalpa,410,68,48,128,99,0,18,7,6,86,37,8,76,0,0
SN,AH,kalpa,411,69,47,126,102,0,18,7,6,85,37,8,78,0,0
SN,AH,kalpa,412,67,48,124,101,0,19,7,6,86,38,8,77,0,0
SN,AH,kalpa,413,69,47,124,102,0,19,7,6,85,37,8,79,0,0
SN,AH,kalpa,414,68,48,124,100,0,21,7,5,86,37,8,77,0,0
SN,AH,kalpa,415,70,48,124,100,0,20,7,5,86,38,8,75,0,0
SN,AH,kalpa,416,68,48,125,98,0,19,7,5,85,37,8,73,0,0
SN,AH,kalpa,417,68,49,126,98,0,19,6,5,84,37,8,73,0,0
SN,AH,kalpa,418,68,49,127,98,0,20,6,5,84,37,8,71,0,0
SN,AH,kalpa,419,69,49,128,99,0,20,6,5,83,36,8,70,0,0
SN,AH,kalpa,420,70,50,125,97,0,20,6,5,82,37,7,69,0,0
SN,AH,kalpa,421,71,50,123,98,0,21,6,5,83,36,7,68,0,0
SN,AH,kalpa,422,68,51,121,99,0,22,6,5,83,34,6,68,0,0
SN,AH,kalpa,423,68,50,119,103,0,23,6,6,81,34,6,69,0,0
SN,AH,kalpa,424,68,50,120,104,0,23,6,6,81,34,6,67,0,0
SN,AH,kalpa,425,68,49,119,104,0,24,6,6,81,35,6,69,0,0
SN,AH,kalpa,426,69,49,118,106,0,24,6,6,81,34,6,68,0,0
SN,AH,kalpa,427,70,49,121,108,0,25,6,6,82,35,6,67,0,0
SN,AH,kalpa,428,69,50,120,106,0,25,6,6,81,35,5,67,0,0
SN,AH,kalpa,429,69,49,121,108,0,25,6,6,81,34,5,68,0,0
SN,AH,kalpa,430,68,50,121,107,0,23,6,6,81,34,4,67,0,0
SN,AH,kalpa,431,67,49,122,107,0,24,6,6,80,34,4,70,0,0
SN,AH,kalpa,432,64,50,123,105,0,24,6,6,81,34,4,70,0,0
SN,AH,kalpa,433,64,49,125,107,0,23,6,6,81,35,5,71,0,0
SN,AH,kalpa,434,63,49,122,106,0,22,6,6,82,34,5,69,0,0
SN,AH,kalpa,435,63,48,122,106,0,23,7,6,82,34,5,68,0,0
SN,AH,kalpa,436,62,49,119,105,0,23,7,6,81,34,4,69,0,0
SN,AH,kalpa,437,64,48,119,103,0,23,7,6,80,35,4,72,0,0
SN,AH,kalpa,438,64,48,120,102,0,23,7,6,80,36,4,71,0,0
SN,AH,kalpa,439,65,48,118,102,0,25,7,6,80,36,4,70,0,0
SN,AH,kalpa,440,65,49,117,102,0,25,7,6,80,35,4,69,0,0
SN,AH,kalpa,441,64,48,121,102,0,27,7,6,79,36,5,69,0,0
SN,AH,kalpa,442,64,49,119,102,0,28,7,5,80,35,5,68,0,0
SN,AH,kalpa,443,66,48,122,101,0,28,7,5,79,36,6,69,0,0
SN,AH,kalpa,444,67,48,119,97,0,26,7,5,77,36,6,67,0,0
SN,AH,kalpa,445,67,48,120,98,0,25,6,5,77,36,6,69,0,0
SN,AH,kalpa,446,67,49,116,96,0,26,5,4,79,34,6,68,0,0
SN,AH,kalpa,447,67,50,116,99,0,26,5,4,81,35,6,70,0,0
SN,AH,kalpa,448,65,51,115,101,0,25,5,4,81,35,6,71,0,0
SN,AH,kalpa,449,63,50,116,103,0,26,5,4,81,35,6,72,0,0
SN,AH,kalpa,450,62,50,117,100,0,26,5,2,80,36,6,72,0,0
SN,AH,kalpa,451,60,50,119,102,0,26,4,3,81,36,6,71,0,0
SN,AH,kalpa,452,60,50,120,101,0,26,4,3,81,37,6,70,0,0
SN,AH,kalpa,453,60,50,122,102,0,25,4,3,81,37,6,68,0,0
SN,AH,kalpa,454,58,51,123,101,0,26,4,3,82,36,6,66,0,0
SN,AH,kalpa,455,60,50,121,102,0,26,5,3,80,37,6,66,0,0
SN,AH,kalpa,456,60,51,120,101,0,25,5,3,80,37,6,66,0,0
SN,AH,kalpa,457,59,50,123,100,0,25,5,4,80,39,7,67,0,0
SN,AH,kalpa,458,56,50,122,100,0,25,5,4,80,38,7,64,0,0
SN,AH,kalpa,459,55,49,123,102,0,27,5,4,79,38,7,64,0,0
SN,AH,kalpa,460,56,50,124,99,0,27,5,4,79,38,7,62,0,0
SN,AH,kalpa,461,56,50,125,99,0,27,5,4,78,38,7,62,0,0
SN,AH,kalpa,462,55,50,124,100,0,27,5,4,78,38,7,63,0,0
SN,AH,kalpa,463,56,49,122,100,0,27,6,4,78,39,7,63,0,0
SN,AH,kalpa,464,54,49,121,101,0,27,7,4,78,39,7,62,0,0
SN,AH,kalpa,465,57,49,123,102,0,27,7,4,79,39,7,63,0,0
SN,AH,kalpa,466,57,49,126,101,0,27,7,4,78,39,7,62,0,0
SN,AH,kalpa,467,57,50,130,102,0,27,6,4,78,40,7,64,0,0
SN,AH,kalpa,468,58,49,131,101,0,27,7,4,78,40,7,63,0,0
SN,AH,kalpa,469,59,48,131,103,0,28,7,4,77,40,7,63,0,0
SN,AH,kalpa,470,57,48,127,104,0,28,7,4,77,39,7,61,0,0
SN,AH,kalpa,471,57,48,128,104,0,28,7,4,77,39,7,60,0,0
SN,AH,kalpa,472,58,49,125,103,0,29,7,3,77,39,6,58,0,0
SN,AH,kalpa,473,57,49,125,103,0,30,7,3,78,39,6,57,0,0
SN,AH,kalpa,474,57,49,125,103,0,31,7,3,77,39,6,57,0,0
SN,AH,kalpa,475,57,48,127,105,0,31,7,3,78,39,7,57,0,0
SN,AH,kalpa,476,57,48,123,104,0,31,8,3,78,39,6,57,0,0
SN,AH,kalpa,477,57,47,123,104,0,32,8,3,78,39,6,59,0,0
SN,AH,kalpa,478,53,48,122,100,0,31,8,3,78,39,6,58,0,0
SN,AH,kalpa,479,52,47,123,101,0,31,8,3,78,42,7,59,0,0
SN,AH,kalpa,480,51,48,121,99,0,33,8,3,78,42,6,57,0,0
SN,AH,kalpa,481,51,47,121,100,0,33,8,4,76,42,6,60,0,0
SN,AH,kalpa,482,52,48,121,101,0,33,7,4,76,41,6,59,0,0
SN,AH,kalpa,483,53,48,122,100,0,33,7,4,76,41,6,58,0,0
SN,AH,kalpa,484,53,48,120,96,0,33,7,4,76,40,6,57,0,0
SN,AH,kalpa,485,54,48,119,96,0,33,7,4,76,40,6,57,0,0
SN,AH,kalpa,486,54,49,118,92,0,33,7,4,78,40,6,57,0,0
SN,AH,kalpa,487,55,48,117,95,0,33,7,4,78,42,7,57,0,0
SN,AH,kalpa,488,53,49,118,93,0,33,7,4,81,42,7,54,0,0
SN,AH,kalpa,489,53,48,117,94,0,32,7,4,80,44,7,57,0,0
SN,AH,kalpa,490,52,48,117,96,0,32,7,4,79,43,7,58,0,0
SN,AH,kalpa,491,53,47,118,97,0,32,7,4,79,43,8,60,0,0
SN,AH,kalpa,492,56,47,116,96,0,32,7,4,78,45,8,59,0,0
SN,AH,kalpa,493,58,46,114,96,0,32,7,4,78,45,8,62,0,0
SN,AH,kalpa,494,58,46,113,96,0,32,7,4,78,46,8,62,0,0
SN,AH,kalpa,495,58,45,115,98,0,32,7,4,78,47,9,62,0,0
SN,AH,kalpa,496,57,45,115,97,0,31,7,4,76,47,9,62,0,0
SN,AH,kalpa,497,57,45,114,97,0,31,7,4,76,48,9,62,0,0
SN,AH,kalpa,498,58,46,116,94,0,30,7,3,77,47,9,61,0,0
SN,AH,kalpa,499,58,46,116,94,0,30,7,3,77,46,9,62,0,0
SN,AH,kalpa,500,58,47,116,94,0,29,7,3,78,46,9,59,0,0
SN,AH,kalpa,501,59,46,116,93,0,30,7,3,78,47,9,60,0,0
SN,AH,kalpa,502,57,46,113,90,0,29,7,3,79,47,9,60,0,0
SN,AH,kalpa,503,58,45,113,94,0,30,7,4,80,49,9,61,0,0
SN,AH,kalpa,504,56,46,114,92,0,30,7,4,80,49,9,61,0,0
SN,AH,kalpa,505,57,45,114,94,0,30,7,4,80,48,9,62,0,0
SN,AH,kalpa,506,58,46,114,93,0,29,7,4,82,48,9,58,0,0
SN,AH,kalpa,507,60,45,118,96,0,31,7,4,84,49,10,57,0,0
SN,AH,kalpa,508,60,46,117,95,0,31,7,4,84,48,9,55,0,0
SN,AH,kalpa,509,61,45,117,96,0,32,7,4,82,47,9,58,0,0
SN,AH,kalpa,510,61,46,116,95,0,33,6,4,83,47,9,58,0,0
SN,AH,kalpa,511,60,45,119,98,0,33,6,4,82,46,9,58,0,0
SN,AH,kalpa,512,59,46,119,99,0,33,6,4,83,45,9,55,0,0
SN,AH,kalpa,513,58,45,122,100,0,33,6,4,83,46,10,56,0,0
SN,AH,kalpa,514,58,45,124,100,0,31,6,4,84,45,10,56,0,0
SN,AH,kalpa,515,59,44,125,102,0,31,6,4,83,45,10,56,0,0
SN,AH,kalpa,516,61,45,121,102,0,29,6,4,83,44,9,56,0,0
SN,AH,kalpa,517,63,44,122,100,0,28,6,4,85,46,10,57,0,0
SN,AH,kalpa,518,62,45,119,100,0,28,6,4,86,45,9,56,0,0
SN,AH,kalpa,519,61,45,119,100,0,28,6,4,86,46,9,56,0,0
SN,AH,kalpa,520,63,46,117,100,0,28,6,4,86,45,9,54,0,0
SN,AH,kalpa,521,63,46,117,100,0,28,6,4,84,46,9,55,0,0
SN,AH,kalpa,522,61,46,117,99,0,28,6,4,83,44,9,53,0,0
SN,AH,kalpa,523,64,45,119,97,0,28,6,5,84,44,10,53,0,0
SN,AH,kalpa,524,65,46,118,95,0,27,6,5,85,45,10,51,0,0
SN,AH,kalpa,525,68,46,117,95,0,27,6,5,85,44,10,50,0,0
SN,AH,kalpa,526,70,47,115,92,0,28,6,4,85,44,10,50,0,0
SN,AH,kalpa,527,71,46,113,93,0,29,6,4,85,43,10,53,0,0
SN,AH,kalpa,528,71,46,112,92,0,29,6,4,86,44,10,53,0,0
SN,AH,kalpa,529,73,45,110,93,0,29,6,4,85,46,10,54,0,0
SN,AH,kalpa,530,71,46,111,93,0,29,5,4,85,46,10,55,0,0
SN,AH,kalpa,531,74,46,112,95,0,29,5,4,86,46,10,56,0,0
SN,AH,kalpa,532,74,47,110,96,0,29,5,3,86,44,9,55,0,0
SN,AH,kalpa,533,76,48,108,95,0,29,4,3,85,45,9,56,0,0
SN,AH,kalpa,534,78,49,107,92,0,27,4,3,87,45,9,55,0,0
SN,AH,kalpa,535,77,49,105,93,0,27,4,3,88,46,9,55,0,0
SN,AH,kalpa,536,77,49,105,93,0,26,4,3,88,46,9,56,0,0
SN,AH,kalpa,537,78,49,105,92,0,26,4,3,88,47,9,55,0,0
SN,AH,kalpa,538,77,50,105,93,0,26,3,3,89,46,9,55,0,0
SN,AH,kalpa,539,78,50,106,92,0,26,3,3,88,46,9,55,0,0
SN,AH,kalpa,540,76,50,103,90,0,26,3,3,87,46,9,55,0,0
SN,AH,kalpa,541,77,50,105,92,0,27,3,3,87,46,9,57,0,0
SN,AH,kalpa,542,76,50,101,93,0,27,3,3,86,44,9,56,0,0
SN,AH,kalpa,543,77,50,99,96,0,27,2,3,85,44,9,58,0,0
SN,AH,kalpa,544,76,51,97,94,0,26,2,3,84,43,9,58,0,0
SN,AH,kalpa,545,77,50,103,92,0,27,2,3,84,45,10,61,0,0
SN,AH,kalpa,546,78,50,101,90,0,28,2,3,84,45,10,63,0,0
SN,AH,kalpa,547,78,49,104,88,0,27,2,3,84,47,11,66,0,0
SN,AH,kalpa,548,78,49,105,88,0,26,2,3,84,47,11,66,0,0
SN,AH,kalpa,549,79,48,106,91,0,26,2,3,83,47,12,67,0,0
SN,AH,kalpa,550,78,49,104,90,0,26,2,3,82,47,11,67,0,0
SN,AH,kalpa,551,80,49,104,90,0,26,1,3,82,48,11,67,0,0
SN,AH,kalpa,552,79,50,105,89,0,25,1,3,82,49,11,65,0,0
SN,AH,kalpa,553,79,49,108,90,0,25,1,3,82,49,11,64,0,0
SN,AH,kalpa,554,79,49,106,89,0,24,1,3,81,46,10,62,1,0
SN,AH,kalpa,555,80,49,110,89,0,22,1,3,80,45,10,62,1,0
