Text_Type,Book,Chapter,Window,LGL,L,GGG,GLL,LG,GG,GLG,LGG,LLL,G,LLG,GGL,LL
SN,AH,nidana,874,82,5,88,22,1,1,89,42,1,59,24,73,0
SN,AH,nidana,875,81,5,89,22,1,1,90,43,1,59,22,73,0
SN,AH,nidana,876,81,5,89,22,1,1,92,43,1,59,21,72,0
SN,AH,nidana,877,80,5,90,24,1,1,92,44,1,58,21,72,0
SN,AH,nidana,878,81,5,90,24,1,1,92,44,1,58,22,70,0
SN,AH,nidana,879,81,5,90,25,1,1,90,44,1,58,22,71,0
SN,AH,nidana,880,81,5,90,25,1,1,90,44,1,58,22,71,0
SN,AH,nidana,881,81,5,91,23,1,1,90,46,1,58,21,71,0
SN,AH,nidana,882,79,5,91,22,1,1,86,46,0,58,22,70,0
SN,AH,nidana,883,79,5,92,22,1,1,84,46,0,58,23,70,0
SN,AH,nidana,884,78,5,92,22,1,1,82,47,0,58,24,71,0
SN,AH,nidana,885,77,5,91,23,1,1,83,47,0,57,26,72,0
SN,AH,nidana,886,76,5,89,23,1,1,82,47,0,57,25,72,0
SN,AH,nidana,887,78,5,90,24,1,1,84,47,0,57,25,73,0
SN,AH,nidana,888,77,5,88,24,1,1,84,46,0,56,24,73,0
SN,AH,nidana,889,79,5,89,25,1,1,86,46,0,57,24,74,0
SN,AH,nidana,890,78,5,88,25,1,1,85,46,0,57,24,72,0
SN,AH,nidana,891,80,5,89,25,1,1,87,46,0,57,24,72,0
SN,AH,nidana,892,79,5,86,27,1,2,87,46,0,56,26,71,0
SN,AH,nidana,893,80,5,85,28,1,2,87,46,0,56,26,70,0
SN,AH,nidana,894,79,5,84,28,1,1,86,43,0,57,25,70,0
SN,AH,nidana,895,79,5,85,27,1,1,86,43,0,57,26,67,0
SN,AH,nidana,896,79,5,82,26,1,1,84,44,0,58,26,66,0
SN,AH,nidana,897,78,4,81,25,1,1,85,44,0,59,26,66,0
SN,AH,nidana,898,79,4,81,24,1,1,85,44,0,59,27,63,0
SN,AH,nidana,899,78,4,82,24,1,1,84,47,0,58,28,61,0
SN,AH,nidana,900,78,5,83,23,1,1,83,45,0,58,27,59,0
SN,AH,nidana,901,78,5,84,22,1,1,82,46,0,58,27,57,0
SN,AH,nidana,902,77,5,84,22,1,1,81,46,0,59,28,54,0
SN,AH,nidana,903,78,5,83,22,1,1,79,46,0,59,28,56,0
SN,AH,nidana,904,78,5,83,22,1,1,79,45,0,59,28,57,0
SN,AH,nidana,905,78,5,83,22,1,1,80,45,0,59,28,56,0
SN,AH,nidana,906,79,5,83,22,1,1,76,45,0,60,28,56,0
SN,AH,nidana,907,79,4,84,22,1,1,79,45,0,60,28,55,0
SN,AH,nidana,908,77,4,85,22,1,1,79,45,0,60,28,56,0
SN,AH,nidana,909,77,4,84,21,1,1,79,46,0,60,28,57,0
SN,AH,nidana,910,77,4,83,21,1,1,81,45,0,60,28,57,0
SN,AH,nidana,911,77,4,82,21,1,1,83,45,0,60,27,57,0
SN,AH,nidana,912,77,4,83,21,1,1,82,45,0,60,27,57,0
SN,AH,nidana,913,77,4,84,20,1,1,81,46,0,60,27,57,0
SN,AH,nidana,914,78,4,85,20,1,1,80,45,0,61,27,54,0
SN,AH,nidana,915,78,5,85,20,1,1,79,45,0,60,27,55,0
SN,AH,nidana,916,78,5,84,20,1,1,77,46,0,60,29,55,0
SN,AH,nidana,917,79,5,84,21,1,1,75,46,0,60,30,54,0
SN,AH,nidana,918,79,5,86,21,1,1,75,45,0,60,29,54,0
SN,AH,nidana,919,79,5,88,20,1,1,76,44,0,60,29,53,0
SN,AH,nidana,920,80,6,88,19,1,1,75,42,0,60,29,53,0
SN,AH,nidana,921,82,6,87,19,1,1,73,43,0,60,29,53,0
SN,AH,nidana,922,81,6,85,19,1,1,76,44,0,60,28,53,0
SN,AH,nidana,923,83,6,85,19,1,1,75,43,0,60,28,53,0
SN,AH,nidana,924,84,6,85,19,1,1,75,41,0,61,28,51,0
SN,AH,nidana,925,84,6,86,19,1,1,75,41,0,61,27,51,0
SN,AH,nidana,926,84,5,84,19,1,1,76,42,0,62,27,51,0
SN,AH,nidana,927,84,5,84,19,1,1,77,42,0,62,26,51,0
SN,AH,nidana,928,83,4,81,19,1,1,77,44,0,63,27,52,0
SN,AH,nidana,929,83,4,83,19,1,1,79,42,0,63,26,51,0
SN,AH,nidana,930,83,3,81,19,1,1,78,43,0,64,27,52,0
SN,AH,nidana,931,82,4,82,19,1,1,80,42,0,63,27,51,0
SN,AH,nidana,932,81,4,82,19,1,1,80,43,0,63,27,51,0
SN,AH,nidana,933,84,4,82,19,1,1,80,43,0,63,26,49,0
SN,AH,nidana,934,83,4,81,19,1,1,80,44,0,63,27,49,0
SN,AH,nidana,935,83,4,80,19,1,1,80,44,0,63,27,50,0
SN,AH,nidana,936,83,4,81,20,1,1,78,43,0,64,26,49,0
SN,AH,nidana,937,84,4,80,20,1,1,79,43,0,64,26,48,0
SN,AH,nidana,938,84,4,77,21,1,1,79,44,0,64,26,49,0
SN,AH,nidana,939,83,4,78,20,2,1,80,45,0,63,27,52,0
SN,AH,nidana,940,83,4,77,20,2,1,80,46,0,63,27,52,0
SN,AH,nidana,941,82,4,76,21,2,1,81,46,0,63,27,52,0
SN,AH,nidana,942,82,4,74,22,2,1,80,48,0,63,27,52,0
SN,AH,nidana,943,81,4,74,22,2,1,81,49,0,63,26,52,0
SN,AH,nidana,944,82,4,73,21,1,1,80,49,0,64,25,50,0
SN,AH,nidana,945,81,4,74,20,1,1,82,50,0,64,24,49,0
SN,AH,nidana,946,81,4,74,20,1,1,83,50,0,64,25,47,0
SN,AH,nidana,947,81,4,75,21,1,1,87,49,0,63,25,45,0
SN,AH,nidana,948,81,4,74,22,1,1,86,49,0,63,25,46,0
SN,AH,nidana,949,81,4,72,22,1,1,86,50,0,63,24,48,0
SN,AH,nidana,950,81,4,73,22,1,1,87,49,0,63,24,47,0
SN,AH,nidana,951,81,4,74,22,1,1,86,49,0,63,24,47,0
SN,AH,nidana,952,81,4,76,20,1,1,83,47,0,64,24,49,0
SN,AH,nidana,953,79,4,78,21,1,1,84,48,0,63,23,50,0
SN,AH,nidana,954,80,4,78,20,1,1,84,47,0,63,23,51,0
SN,AH,nidana,955,79,5,78,20,1,1,85,47,0,62,23,53,0
SN,AH,nidana,956,79,5,80,21,1,1,86,45,0,62,23,53,0
SN,AH,nidana,957,79,5,84,23,1,1,85,45,0,61,22,53,0
SN,AH,nidana,958,79,5,84,23,1,1,84,46,0,61,22,53,0
SN,AH,nidana,959,79,5,86,23,1,1,85,46,0,61,20,52,0
SN,AH,nidana,960,80,5,87,22,1,1,84,45,0,62,18,52,0
SN,AH,nidana,961,81,5,87,22,1,1,84,47,0,62,18,54,0
SN,AH,nidana,962,80,5,87,21,1,1,83,49,0,62,18,53,0
SN,AH,nidana,963,82,5,89,21,1,1,84,49,0,63,18,53,0
SN,AH,nidana,964,81,5,89,20,1,1,84,49,0,63,18,53,0
SN,AH,nidana,965,82,5,89,20,1,1,84,51,0,63,18,55,0
SN,AH,nidana,966,81,5,89,20,1,1,83,52,0,63,18,56,0
SN,AH,nidana,967,81,5,90,20,1,0,84,55,0,63,17,56,0
SN,AH,nidana,968,80,5,91,19,1,0,84,54,0,63,18,57,0
SN,AH,nidana,969,80,5,91,19,1,0,85,54,0,63,18,56,0
SN,AH,nidana,970,80,6,91,19,1,0,83,55,0,62,17,58,0
SN,AH,nidana,971,79,6,92,22,1,0,84,54,0,61,16,59,0
SN,AH,nidana,972,80,6,92,22,1,0,81,55,0,61,16,60,0
SN,AH,nidana,973,79,6,93,23,1,0,79,56,0,61,15,61,0
SN,AH,nidana,974,81,6,92,22,1,0,78,53,0,62,14,63,0
SN,AH,nidana,975,82,5,91,23,1,0,77,53,0,63,14,63,0
SN,AH,nidana,976,82,6,91,23,1,0,78,52,0,62,14,63,0
SN,AH,nidana,977,83,6,90,22,1,0,81,51,0,62,13,63,0
SN,AH,nidana,978,81,6,91,22,1,0,82,52,0,62,13,62,0
SN,AH,nidana,979,80,6,89,23,1,0,84,55,0,61,14,61,0
SN,AH,nidana,980,80,7,88,23,1,0,85,55,0,60,14,61,0
SN,AH,nidana,981,80,7,86,24,1,0,86,56,0,60,14,60,0
SN,AH,nidana,982,81,7,85,23,1,0,85,54,0,61,14,61,0
SN,AH,nidana,983,81,7,85,23,1,0,84,54,0,61,14,62,0
SN,AH,nidana,984,84,7,85,23,1,0,83,52,0,61,14,62,0
SN,AH,nidana,985,83,7,85,26,1,0,80,54,0,60,16,62,0
SN,AH,nidana,986,83,7,86,26,1,0,77,54,0,60,17,63,0
SN,AH,nidana,987,83,7,85,26,1,0,77,54,0,60,17,64,0
SN,AH,nidana,988,83,7,86,26,1,0,76,54,0,60,17,64,0
SN,AH,nidana,989,83,7,86,25,1,0,76,54,0,60,18,64,0
SN,AH,nidana,990,83,6,86,25,1,0,75,55,0,61,19,63,0
SN,AH,nidana,991,82,6,87,25,1,0,78,54,2,60,17,64,0
SN,AH,nidana,992,80,6,88,24,1,0,80,55,2,60,16,64,0
SN,AH,nidana,993,81,6,85,24,1,0,80,56,2,59,17,67,0
SN,AH,nidana,994,82,6,83,25,1,0,79,57,2,59,17,67,0
SN,AH,nidana,995,81,5,83,26,1,0,79,58,2,59,19,67,0
SN,AH,nidana,996,79,5,84,27,1,0,80,57,2,59,20,66,0
SN,AH,nidana,997,80,5,86,27,1,0,77,57,2,59,21,65,0
SN,AH,nidana,998,79,5,85,27,1,0,77,59,2,59,21,65,0
SN,AH,nidana,999,79,5,83,28,1,0,77,60,2,59,21,65,0
SN,AH,nidana,1000,79,5,81,28,1,0,78,61,2,59,21,65,0
SN,AH,nidana,1001,79,5,80,28,1,0,80,61,3,58,21,66,0
SN,AH,nidana,1002,79,5,79,28,1,0,81,61,3,58,21,66,0
SN,AH,nidana,1003,79,5,80,28,1,0,83,59,3,58,20,66,0
SN,AH,nidana,1004,79,5,79,29,1,0,81,61,3,58,20,66,0
SN,AH,nidana,1005,79,5,79,29,1,0,84,62,3,57,20,65,0
SN,AH,nidana,1006,79,4,79,29,1,0,84,62,3,58,21,64,0
SN,AH,nidana,1007,79,4,81,29,1,0,82,62,3,58,21,64,0
SN,AH,nidana,1008,77,4,81,29,1,0,82,63,3,58,22,64,0
SN,AH,nidana,1009,77,4,81,30,2,0,84,63,3,57,22,66,0
SN,AH,nidana,1010,77,4,81,30,2,0,84,62,3,57,23,66,0
SN,AH,nidana,1011,78,4,82,29,2,0,85,65,3,56,23,64,0
SN,AH,nidana,1012,78,4,82,29,2,0,86,65,3,56,23,63,0
SN,AH,nidana,1013,78,4,84,28,2,0,86,64,3,56,23,63,0
SN,AH,nidana,1014,78,4,83,29,1,0,85,62,3,57,23,61,0
SN,AH,nidana,1015,77,4,84,30,1,0,86,62,3,56,23,62,0
SN,AH,nidana,1016,77,4,85,30,1,0,85,62,3,56,23,62,0
SN,AH,nidana,1017,77,4,87,30,2,0,86,61,3,55,25,63,0
SN,AH,nidana,1018,77,4,86,31,2,0,85,62,3,55,25,63,0
SN,AH,nidana,1019,77,4,86,31,2,0,85,60,3,55,25,65,0
SN,AH,nidana,1020,77,4,87,31,2,0,83,59,3,55,25,67,0
SN,AH,nidana,1021,76,4,87,31,2,0,84,61,3,54,24,69,0
SN,AH,nidana,1022,76,4,87,31,2,0,81,60,3,55,25,69,0
SN,AH,nidana,1023,76,4,87,31,2,0,85,62,3,54,24,69,0
SN,AH,nidana,1024,76,4,87,32,2,0,85,62,3,54,24,68,0
SN,AH,nidana,1025,77,4,86,32,2,0,85,62,3,54,24,68,0
SN,AH,nidana,1026,77,4,86,32,2,0,85,61,3,54,24,69,0
SN,AH,nidana,1027,79,4,87,32,3,0,88,62,3,53,24,67,0
SN,AH,nidana,1028,80,4,85,31,3,0,86,63,3,54,24,67,0
SN,AH,nidana,1029,79,4,86,31,3,0,86,63,3,54,24,67,0
SN,AH,nidana,1030,80,3,86,31,3,0,83,63,3,55,24,67,0
SN,AH,nidana,1031,80,3,84,30,3,0,83,63,3,55,24,68,0
SN,AH,nidana,1032,80,3,80,28,3,0,83,63,3,56,25,69,0
SN,AH,nidana,1033,80,3,81,29,3,0,84,63,4,55,25,68,0
SN,AH,nidana,1034,80,4,80,29,3,0,85,62,4,54,26,68,0
SN,AH,nidana,1035,82,4,81,30,3,0,86,63,4,54,27,69,0
SN,AH,nidana,1036,83,4,82,30,3,0,88,61,4,54,27,67,0
SN,AH,nidana,1037,83,5,83,30,3,0,88,59,4,53,27,68,0
SN,AH,nidana,1038,81,5,82,31,3,0,87,60,4,53,27,70,0
SN,AH,nidana,1039,80,5,83,31,3,0,87,61,4,52,27,72,0
SN,AH,nidana,1040,82,5,84,31,3,0,88,59,4,52,27,70,0
SN,AH,nidana,1041,83,6,85,31,3,0,88,58,4,51,27,69,0
SN,AH,nidana,1042,84,6,85,29,3,0,88,56,4,52,27,69,0
SN,AH,nidana,1043,84,6,84,29,3,0,87,58,5,52,26,69,0
SN,AH,nidana,1044,84,6,83,29,3,0,87,59,5,52,27,68,0
SN,AH,nidana,1045,84,5,83,29,3,0,88,58,5,53,27,68,0
SN,AH,nidana,1046,85,5,83,27,3,0,87,58,5,54,27,67,0
SN,AH,nidana,1047,84,5,84,27,3,0,89,57,5,54,27,66,0
SN,AH,nidana,1048,84,5,83,26,3,0,91,57,5,54,28,65,0
SN,AH,nidana,1049,84,5,83,26,3,0,91,57,5,54,28,65,0
SN,AH,nidana,1050,83,5,84,26,3,0,90,58,5,54,28,65,0
SN,AH,nidana,1051,84,4,83,26,3,0,88,58,5,55,30,65,0
SN,AH,nidana,1052,82,4,84,26,3,0,86,58,5,55,30,68,0
SN,AH,nidana,1053,84,4,82,26,3,0,85,58,5,55,30,69,0
SN,AH,nidana,1054,85,4,83,26,3,0,83,56,5,56,29,69,0
SN,AH,nidana,1055,85,3,84,26,3,0,81,56,5,57,29,70,0
SN,AH,nidana,1056,86,3,86,25,3,0,81,54,5,57,29,70,0
SN,AH,nidana,1057,86,3,88,25,3,0,80,54,5,57,29,69,0
SN,AH,nidana,1058,88,4,86,25,3,0,82,54,5,56,29,67,0
SN,AH,nidana,1059,87,4,88,25,4,0,84,55,5,55,31,66,0
SN,AH,nidana,1060,88,4,90,22,4,0,84,54,5,56,30,65,0
SN,AH,nidana,1061,89,4,91,24,4,0,87,55,5,56,29,66,0
SN,AH,nidana,1062,90,4,91,24,4,0,87,55,5,56,29,65,0
SN,AH,nidana,1063,89,4,91,25,4,0,89,54,6,55,29,66,0
SN,AH,nidana,1064,89,4,91,25,4,0,89,54,6,55,29,66,0
SN,AH,nidana,1065,89,4,90,25,4,0,91,54,6,55,28,66,0
SN,AH,nidana,1066,91,4,88,26,4,0,89,55,4,56,28,65,0
SN,AH,nidana,1067,92,4,89,26,4,0,89,54,4,56,28,64,0
SN,AH,nidana,1068,91,4,90,27,4,0,88,53,4,57,28,62,0
SN,AH,nidana,1069,90,4,91,26,4,0,88,52,4,57,28,64,0
SN,AH,nidana,1070,91,4,91,25,4,0,87,51,4,58,26,65,0
SN,AH,nidana,1071,91,4,91,24,4,0,86,52,4,58,26,66,0
SN,AH,nidana,1072,91,4,90,25,4,0,86,53,4,58,25,66,0
SN,AH,nidana,1073,90,4,91,26,4,0,88,54,4,57,25,65,0
SN,AH,nidana,1074,90,5,92,25,4,0,90,52,4,56,25,65,0
SN,AH,nidana,1075,90,5,93,25,4,0,90,51,4,56,25,65,0
SN,AH,nidana,1076,90,5,93,25,4,0,89,51,3,57,25,64,0
SN,AH,nidana,1077,90,5,94,25,4,0,87,52,3,57,26,63,0
SN,AH,nidana,1078,90,5,94,25,4,0,86,53,3,57,26,63,0
SN,AH,nidana,1079,89,5,95,24,4,0,88,51,3,57,26,64,0
SN,AH,nidana,1080,90,5,95,24,4,0,85,49,3,58,25,66,0
SN,AH,nidana,1081,89,5,96,24,4,0,87,50,3,57,24,67,0
SN,AH,nidana,1082,89,6,95,24,4,0,88,51,3,56,24,66,0
SN,AH,nidana,1083,90,6,96,24,4,0,88,50,3,56,23,66,0
SN,AH,nidana,1084,90,6,96,23,3,0,86,50,3,57,23,64,0
SN,AH,nidana,1085,90,6,96,23,3,0,87,51,3,57,22,63,0
SN,AH,nidana,1086,90,6,95,23,3,0,87,48,3,58,22,64,0
SN,AH,nidana,1087,90,6,95,23,3,0,86,48,3,58,23,64,0
SN,AH,nidana,1088,91,6,94,23,3,0,85,48,3,58,23,65,0
SN,AH,nidana,1089,91,6,95,22,3,0,86,48,3,58,23,64,0
SN,AH,nidana,1090,91,6,95,21,3,0,85,47,3,59,24,63,0
SN,AH,nidana,1091,90,6,95,20,3,0,86,47,3,59,24,64,0
SN,AH,nidana,1092,90,6,94,19,2,0,86,47,3,60,23,62,0
SN,AH,nidana,1093,90,7,93,18,2,0,87,46,3,59,23,64,0
SN,AH,nidana,1094,90,7,94,18,2,0,87,48,3,59,22,62,0
SN,AH,nidana,1095,92,7,93,19,2,0,87,48,3,59,22,60,0
SN,AH,nidana,1096,93,7,93,19,2,0,85,47,3,60,22,59,0
SN,AH,nidana,1097,93,7,93,19,2,0,86,47,3,60,21,59,0
SN,AH,nidana,1098,93,7,93,18,2,0,84,45,3,61,22,58,0
SN,AH,nidana,1099,93,7,93,17,3,0,85,46,4,60,23,60,0
SN,AH,nidana,1100,92,7,92,17,3,0,84,46,4,60,23,63,0
SN,AH,nidana,1101,92,7,91,18,3,0,83,48,4,60,23,62,0
SN,AH,nidana,1102,92,7,87,18,2,0,82,47,4,61,23,63,0
SN,AH,nidana,1103,93,7,87,18,2,0,82,45,4,61,25,62,0
SN,AH,nidana,1104,93,7,88,18,2,0,82,45,4,61,25,61,0
SN,AH,nidana,1105,91,7,90,18,2,0,84,47,4,60,25,60,0
SN,AH,nidana,1106,90,7,89,18,2,0,82,48,4,60,25,63,0
SN,AH,nidana,1107,91,7,90,17,2,0,82,47,4,60,24,64,0
SN,AH,nidana,1108,91,7,89,16,2,0,82,47,3,61,23,65,0
SN,AH,nidana,1109,91,6,89,16,2,0,82,48,3,62,22,65,0
SN,AH,nidana,1110,89,6,88,15,2,0,80,48,3,62,22,63,0
SN,AH,nidana,1111,88,6,89,15,2,0,79,48,3,62,22,64,0
SN,AH,nidana,1112,88,5,87,16,2,0,80,48,3,63,23,63,0
SN,AH,nidana,1113,89,5,88,15,2,0,82,47,3,63,23,61,0
SN,AH,nidana,1114,90,5,87,15,2,0,80,47,3,64,23,60,0
SN,AH,nidana,1115,88,5,86,16,2,0,80,48,3,64,23,61,0
SN,AH,nidana,1116,87,4,87,16,2,0,79,48,3,65,23,62,0
SN,AH,nidana,1117,87,4,87,16,2,0,79,48,3,65,22,63,0
SN,AH,nidana,1118,87,4,90,16,2,0,80,46,2,65,22,62,0
SN,AH,nidana,1119,87,4,91,17,2,0,79,46,2,65,21,62,0
SN,AH,nidana,1120,87,4,90,17,2,0,79,48,2,65,21,61,0
SN,AH,nidana,1121,88,4,90,16,2,0,79,47,2,65,21,62,0
SN,AH,nidana,1122,89,4,89,16,2,0,79,47,2,65,21,62,0
SN,AH,nidana,1123,89,4,90,16,2,0,78,47,2,65,21,62,0
SN,AH,nidana,1124,89,4,89,17,2,0,78,48,2,65,21,61,0
SN,AH,nidana,1125,90,4,89,17,2,0,79,48,2,64,21,62,0
SN,AH,nidana,1126,89,4,89,17,2,0,80,50,2,64,19,62,0
SN,AH,nidana,1127,91,4,88,18,2,0,79,50,2,64,21,59,0
SN,AH,nidana,1128,90,5,89,18,2,0,79,50,2,63,22,58,0
SN,AH,nidana,1129,89,5,90,18,2,0,80,49,3,62,23,59,0
SN,AH,nidana,1130,89,5,88,18,2,0,81,49,3,62,24,59,0
SN,AH,nidana,1131,88,5,86,19,2,0,83,51,3,61,25,59,0
SN,AH,nidana,1132,88,5,86,19,2,0,83,51,3,61,25,59,0
SN,AH,nidana,1133,87,4,88,19,2,0,83,51,3,62,25,58,0
SN,AH,nidana,1134,85,4,87,19,1,0,82,51,3,63,23,59,0
SN,AH,nidana,1135,86,4,86,19,1,0,83,51,3,63,22,59,0
SN,AH,nidana,1136,87,4,84,18,1,0,80,49,3,63,22,58,0
SN,AH,nidana,1137,86,4,85,18,1,0,81,49,3,63,22,57,0
SN,AH,nidana,1138,86,4,85,17,1,0,79,50,2,64,23,56,0
SN,AH,nidana,1139,86,4,84,17,1,0,78,51,2,64,22,58,0
SN,AH,nidana,1140,86,4,85,17,1,0,76,51,2,64,22,59,0
SN,AH,nidana,1141,85,4,87,17,2,0,76,52,2,63,22,62,0
SN,AH,nidana,1142,85,4,86,18,2,0,76,52,2,63,22,62,0
SN,AH,nidana,1143,85,4,86,17,2,0,77,52,2,63,22,62,0
SN,AH,nidana,1144,85,4,84,17,2,0,77,53,2,63,23,62,0
SN,AH,nidana,1145,85,4,83,18,2,0,77,54,2,63,23,61,0
SN,AH,nidana,1146,86,4,85,18,2,0,77,53,2,63,22,60,0
SN,AH,nidana,1147,87,4,85,17,2,0,78,51,2,63,22,61,0
SN,AH,nidana,1148,88,4,85,16,2,0,79,48,2,64,22,60,0
SN,AH,nidana,1149,88,3,84,17,2,0,77,49,3,65,22,60,0
SN,AH,nidana,1150,89,3,84,17,2,0,77,49,3,65,22,59,0
SN,AH,nidana,1151,89,3,85,19,2,0,75,48,3,65,22,59,0
SN,AH,nidana,1152,89,3,85,19,2,0,76,47,3,65,21,60,0
SN,AH,nidana,1153,89,3,85,19,2,0,76,47,3,65,22,59,0
SN,AH,nidana,1154,90,3,85,19,2,0,74,47,3,65,22,60,0
SN,AH,nidana,1155,88,3,87,19,2,0,74,48,3,65,22,59,0
SN,AH,nidana,1156,90,3,86,19,2,0,70,47,3,66,23,59,0
SN,AH,nidana,1157,90,3,86,19,2,0,70,47,3,66,23,59,0
SN,AH,nidana,1158,89,3,85,19,2,0,71,47,3,66,23,60,0
SN,AH,nidana,1159,89,3,85,19,2,0,72,46,3,66,23,60,0
SN,AH,nidana,1160,90,3,84,19,2,0,70,46,3,66,23,62,0
SN,AH,nidana,1161,90,3,85,19,2,0,70,46,3,66,23,61,0
SN,AH,nidana,1162,90,3,84,19,2,0,71,46,3,66,22,62,0
SN,AH,nidana,1163,89,3,86,19,2,0,71,46,3,66,23,60,0
SN,AH,nidana,1164,89,3,84,19,2,0,73,47,3,66,22,60,0
SN,AH,nidana,1165,89,3,82,20,2,0,75,47,3,66,21,60,0
SN,AH,nidana,1166,90,3,80,20,2,0,76,47,3,66,21,60,0
SN,AH,nidana,1167,90,3,81,20,2,0,76,46,3,66,21,60,0
SN,AH,nidana,1168,90,2,82,20,2,0,76,45,3,67,21,60,0
SN,AH,nidana,1169,90,2,81,20,2,0,76,43,3,67,21,63,0
SN,AH,nidana,1170,89,3,81,19,2,0,77,43,3,66,21,64,0
SN,AH,nidana,1171,89,3,81,19,2,0,78,43,3,66,21,63,0
SN,AH,nidana,1172,90,3,80,18,2,0,77,43,3,66,23,63,0
SN,AH,nidana,1173,90,3,79,18,2,0,77,44,3,66,22,64,0
SN,AH,nidana,1174,90,3,81,18,1,0,76,42,2,67,21,62,0
SN,AH,nidana,1175,89,3,83,19,1,0,78,44,2,66,21,59,0
SN,AH,nidana,1176,89,3,83,18,1,0,79,43,2,66,22,59,0
SN,AH,nidana,1177,89,3,84,18,1,0,79,43,2,66,22,58,0
SN,AH,nidana,1178,87,3,85,18,1,0,80,43,2,66,20,60,0
SN,AH,nidana,1179,87,3,83,18,1,0,83,44,3,65,21,59,0
SN,AH,nidana,1180,88,3,83,18,1,0,81,43,3,66,21,58,0
SN,AH,nidana,1181,89,3,84,18,1,0,82,44,3,66,21,54,0
SN,AH,nidana,1182,88,3,85,18,1,0,82,45,3,66,22,52,0
SN,AH,nidana,1183,88,3,86,18,1,0,81,44,3,66,23,52,0
SN,AH,nidana,1184,87,3,85,18,1,1,79,43,3,65,23,52,0
SN,AH,nidana,1185,87,3,84,19,1,1,79,42,3,65,23,53,0
SN,AH,nidana,1186,87,3,82,20,1,1,80,43,3,65,23,52,0
SN,AH,nidana,1187,87,3,83,19,1,1,80,44,3,65,22,52,0
SN,AH,nidana,1188,87,3,82,19,1,1,79,45,3,65,22,53,0
SN,AH,nidana,1189,87,3,81,19,1,1,82,47,3,64,22,52,0
SN,AH,nidana,1190,87,3,83,18,1,1,82,47,3,64,22,51,0
SN,AH,nidana,1191,86,3,82,18,1,1,86,48,3,63,22,51,0
SN,AH,nidana,1192,87,3,84,18,1,1,85,47,3,63,22,50,0
SN,AH,nidana,1193,87,3,83,18,1,1,85,47,3,63,22,51,0
SN,AH,nidana,1194,88,3,83,18,1,1,84,47,3,63,22,51,0
SN,AH,nidana,1195,88,3,84,18,1,1,85,46,3,63,22,50,0
SN,AH,nidana,1196,87,3,84,18,1,1,86,46,3,63,22,50,0
SN,AH,nidana,1197,85,3,84,19,1,1,87,49,3,62,22,50,0
SN,AH,nidana,1198,85,3,86,19,1,1,86,48,3,62,21,51,0
SN,AH,nidana,1199,84,3,87,18,1,1,89,47,3,62,21,50,0
SN,AH,nidana,1200,83,3,86,19,1,1,88,46,3,63,22,49,0
SN,AH,nidana,1201,82,3,87,19,1,1,89,47,3,62,22,50,0
SN,AH,nidana,1202,81,3,88,18,1,1,91,47,3,62,20,51,0
SN,AH,nidana,1203,81,2,88,18,1,1,92,46,3,63,19,52,0
SN,AH,nidana,1204,82,3,87,18,1,1,92,46,2,63,18,51,0
SN,AH,nidana,1205,81,3,88,19,2,1,92,49,2,62,19,51,0
SN,AH,nidana,1206,81,3,91,18,2,1,90,47,2,63,18,51,0
SN,AH,nidana,1207,80,3,91,18,2,1,89,48,2,63,19,51,0
SN,AH,nidana,1208,80,3,91,18,2,1,87,48,2,63,20,52,0
SN,AH,nidana,1209,80,3,91,18,2,1,88,47,2,63,20,52,0
SN,AH,nidana,1210,79,4,92,18,2,1,87,46,2,62,21,53,0
SN,AH,nidana,1211,77,4,92,17,2,1,88,47,2,62,22,53,0
SN,AH,nidana,1212,77,5,93,17,2,1,87,47,2,61,22,53,0
SN,AH,nidana,1213,77,5,91,18,2,1,90,48,2,60,21,54,0
SN,AH,nidana,1214,77,5,90,18,2,1,91,47,2,60,23,53,0
SN,AH,nidana,1215,78,5,89,18,3,1,93,48,3,59,25,52,0
SN,AH,nidana,1216,77,5,88,17,2,1,93,48,3,60,25,50,0
SN,AH,nidana,1217,77,6,88,16,2,1,91,49,3,59,25,52,0
SN,AH,nidana,1218,78,6,88,16,2,1,92,49,3,59,24,51,0
SN,AH,nidana,1219,77,6,92,17,3,1,95,49,3,58,23,50,0
SN,AH,nidana,1220,77,6,94,16,3,1,94,48,3,58,25,49,0
SN,AH,nidana,1221,78,6,92,16,3,1,95,48,3,58,25,49,0
SN,AH,nidana,1222,77,7,92,16,3,1,96,49,3,57,25,48,0
SN,AH,nidana,1223,78,7,94,17,4,1,96,50,3,56,25,48,0
SN,AH,nidana,1224,79,7,95,17,4,1,95,49,2,56,26,48,0
SN,AH,nidana,1225,78,7,94,17,4,1,94,49,2,56,27,50,0
SN,AH,nidana,1226,78,7,96,15,4,1,94,49,2,56,27,50,0
SN,AH,nidana,1227,78,7,95,15,4,1,95,49,2,56,27,50,0
SN,AH,nidana,1228,78,7,96,15,4,1,95,48,2,56,26,51,0
SN,AH,nidana,1229,78,7,94,15,4,1,96,49,2,56,27,50,0
SN,AH,nidana,1230,79,7,93,17,4,1,96,48,2,56,27,49,0
SN,AH,nidana,1231,79,7,93,17,4,1,96,48,2,56,26,50,0
SN,AH,nidana,1232,79,6,93,17,4,1,96,46,2,57,26,52,0
SN,AH,nidana,1233,79,6,93,17,4,1,97,46,2,57,26,51,0
