Text_Type,Book,Chapter,Window,LGL,L,GGG,GLL,LG,GG,GLG,LGG,LLL,G,LLG,GGL,LL
SN,AH,nidana,1234,79,7,93,17,4,1,96,48,2,56,25,51,0
SN,AH,nidana,1235,78,7,94,17,4,1,98,47,2,56,25,50,0
SN,AH,nidana,1236,78,7,94,17,4,1,98,47,2,56,25,50,0
SN,AH,nidana,1237,78,8,95,17,4,1,95,47,2,55,27,50,0
SN,AH,nidana,1238,78,8,93,17,4,1,97,47,2,55,26,51,0
SN,AH,nidana,1239,78,8,95,17,4,1,94,46,2,55,27,52,0
SN,AH,nidana,1240,78,8,98,16,4,1,92,46,2,55,27,52,0
SN,AH,nidana,1241,77,8,100,16,4,1,90,47,2,55,27,52,0
SN,AH,nidana,1242,77,8,98,16,4,1,89,49,2,55,26,54,0
SN,AH,nidana,1243,77,8,98,16,4,1,90,50,2,55,26,52,0
SN,AH,nidana,1244,77,8,98,16,4,1,92,51,2,55,26,49,0
SN,AH,nidana,1245,76,7,97,17,4,1,92,53,2,56,26,48,0
SN,AH,nidana,1246,76,7,95,17,4,1,91,54,2,56,26,50,0
SN,AH,nidana,1247,76,7,96,17,4,1,92,54,2,56,24,50,0
SN,AH,nidana,1248,76,7,99,17,4,1,91,53,2,56,24,49,0
SN,AH,nidana,1249,76,7,97,17,4,1,91,54,2,56,25,49,0
SN,AH,nidana,1250,77,7,96,16,4,1,89,53,2,57,25,50,0
SN,AH,nidana,1251,78,7,96,17,4,1,88,53,2,57,24,50,0
SN,AH,nidana,1252,77,7,96,17,4,1,88,53,2,57,24,51,0
SN,AH,nidana,1253,78,8,95,17,4,1,87,54,2,56,24,51,0
SN,AH,nidana,1254,78,8,96,17,4,1,85,54,1,57,23,51,0
SN,AH,nidana,1255,79,8,95,16,4,1,85,53,1,57,24,52,0
SN,AH,nidana,1256,78,9,95,16,4,1,85,52,1,56,24,54,0
SN,AH,nidana,1257,77,9,93,16,4,1,89,54,1,55,23,55,0
SN,AH,nidana,1258,77,9,92,16,4,1,89,54,1,55,23,56,0
SN,AH,nidana,1259,77,9,94,16,4,0,91,57,2,55,23,56,0
SN,AH,nidana,1260,77,10,94,16,4,0,92,58,2,54,22,55,0
SN,AH,nidana,1261,78,10,94,15,4,0,92,58,2,54,22,55,0
SN,AH,nidana,1262,78,10,95,15,4,0,90,58,2,54,22,56,0
SN,AH,nidana,1263,80,10,95,15,4,0,89,57,2,54,22,56,0
SN,AH,nidana,1264,80,10,97,15,4,0,87,54,2,55,22,56,0
SN,AH,nidana,1265,82,10,97,16,5,0,86,53,2,54,23,59,0
SN,AH,nidana,1266,83,10,96,16,5,0,84,53,2,55,23,58,0
SN,AH,nidana,1267,82,10,95,16,5,0,85,54,2,55,23,58,0
SN,AH,nidana,1268,82,10,94,16,5,0,85,54,2,55,24,58,0
SN,AH,nidana,1269,82,10,94,15,5,0,85,54,2,55,25,58,0
SN,AH,nidana,1270,82,10,94,16,5,0,84,54,2,55,25,58,0
SN,AH,nidana,1271,82,10,96,16,6,0,85,55,2,54,26,58,0
SN,AH,nidana,1272,83,10,97,15,6,0,84,52,2,55,27,57,0
SN,AH,nidana,1273,83,10,95,16,6,0,84,54,2,55,27,56,0
SN,AH,nidana,1274,83,10,95,16,6,0,82,55,2,55,27,57,0
SN,AH,nidana,1275,84,10,95,15,6,0,82,55,2,55,28,56,0
SN,AH,nidana,1276,85,10,93,15,6,0,81,54,2,56,29,55,0
SN,AH,nidana,1277,85,10,94,15,7,0,82,55,2,55,31,55,0
SN,AH,nidana,1278,85,10,95,15,7,0,81,56,2,55,32,53,0
SN,AH,nidana,1279,85,9,94,14,7,0,81,57,2,56,32,54,0
SN,AH,nidana,1280,86,9,94,13,6,0,82,54,2,57,30,53,0
SN,AH,nidana,1281,86,9,92,13,6,0,81,55,2,57,31,54,0
SN,AH,nidana,1282,87,9,91,14,6,0,81,54,2,57,31,54,0
SN,AH,nidana,1283,89,9,91,15,6,0,81,56,2,57,32,56,0
SN,AH,nidana,1284,89,9,91,16,6,0,81,56,2,57,32,55,0
SN,AH,nidana,1285,89,8,90,16,6,0,82,57,2,58,32,54,0
SN,AH,nidana,1286,89,8,91,16,6,0,83,57,2,58,31,53,0
SN,AH,nidana,1287,89,7,92,16,7,0,84,58,2,58,32,54,0
SN,AH,nidana,1288,91,7,93,15,7,0,82,56,2,59,32,53,0
SN,AH,nidana,1289,90,7,94,15,7,0,83,58,2,58,32,53,0
SN,AH,nidana,1290,89,7,95,15,6,0,83,57,1,59,30,52,0
SN,AH,nidana,1291,89,7,97,17,6,0,84,56,1,58,30,51,0
SN,AH,nidana,1292,90,6,97,17,6,0,84,55,1,59,32,49,0
SN,AH,nidana,1293,90,6,96,18,6,0,82,55,1,59,32,51,0
SN,AH,nidana,1294,92,7,93,17,5,0,81,54,1,59,32,50,0
SN,AH,nidana,1295,92,7,92,17,5,0,85,55,1,58,30,51,0
SN,AH,nidana,1296,90,7,91,18,5,0,85,56,2,58,30,51,0
SN,AH,nidana,1297,91,6,92,18,6,0,85,56,2,58,32,52,0
SN,AH,nidana,1298,92,6,89,17,5,0,82,55,2,59,32,54,0
SN,AH,nidana,1299,92,6,90,16,5,0,82,56,2,59,31,54,0
SN,AH,nidana,1300,91,6,92,16,5,0,83,56,2,59,30,53,0
SN,AH,nidana,1301,91,6,89,17,5,0,84,57,2,59,30,53,0
SN,AH,nidana,1302,91,6,90,17,5,0,83,57,2,59,30,53,0
SN,AH,nidana,1303,91,7,89,17,5,0,84,58,2,58,30,52,0
SN,AH,nidana,1304,91,7,92,17,5,0,84,57,2,58,29,51,0
SN,AH,nidana,1305,91,7,91,16,5,0,84,58,2,58,29,52,0
SN,AH,nidana,1306,90,7,91,17,5,0,84,58,2,58,30,51,0
SN,AH,nidana,1307,90,7,90,17,5,1,84,60,2,57,31,49,0
SN,AH,nidana,1308,90,7,90,17,5,1,82,62,2,56,33,50,0
SN,AH,nidana,1309,91,6,90,17,5,1,82,60,2,57,33,51,0
SN,AH,nidana,1310,91,6,91,17,5,1,82,60,2,57,33,50,0
SN,AH,nidana,1311,92,6,89,17,5,1,82,59,2,57,34,51,0
SN,AH,nidana,1312,93,5,89,17,5,1,83,59,2,58,33,50,0
SN,AH,nidana,1313,94,5,88,17,5,1,81,60,2,58,33,51,0
SN,AH,nidana,1314,94,5,88,17,5,1,84,60,2,57,33,51,0
SN,AH,nidana,1315,95,5,86,19,5,1,83,60,2,57,33,51,0
SN,AH,nidana,1316,95,5,87,19,5,1,84,59,2,57,33,50,0
SN,AH,nidana,1317,96,5,87,19,5,1,85,58,2,57,33,49,0
SN,AH,nidana,1318,95,5,88,19,5,1,85,60,2,56,33,50,0
SN,AH,nidana,1319,96,5,89,19,5,1,84,59,2,56,33,50,0
SN,AH,nidana,1320,96,5,93,18,6,1,85,58,2,55,33,52,0
SN,AH,nidana,1321,96,5,96,18,6,1,85,56,2,55,34,50,0
SN,AH,nidana,1322,94,5,98,18,6,1,86,57,2,54,35,50,0
SN,AH,nidana,1323,94,5,97,18,6,1,86,57,2,54,35,51,0
SN,AH,nidana,1324,94,5,99,18,6,1,87,56,2,54,34,50,0
SN,AH,nidana,1325,94,5,99,18,6,1,87,55,2,54,35,50,0
SN,AH,nidana,1326,93,5,99,19,6,1,91,54,2,53,35,50,0
SN,AH,nidana,1327,93,5,98,20,6,1,91,54,2,53,35,50,0
SN,AH,nidana,1328,93,4,98,20,6,1,93,53,2,54,35,49,0
SN,AH,nidana,1329,94,4,97,20,6,1,92,52,2,54,36,50,0
SN,AH,nidana,1330,93,4,98,20,6,1,93,53,2,54,35,49,0
SN,AH,nidana,1331,94,3,98,20,6,1,92,52,2,55,36,49,0
SN,AH,nidana,1332,94,3,99,20,6,1,91,51,3,55,36,49,0
SN,AH,nidana,1333,94,3,99,20,6,1,92,51,3,55,36,48,0
SN,AH,nidana,1334,94,3,97,21,6,1,92,51,2,55,36,50,0
SN,AH,nidana,1335,95,2,97,20,6,1,92,50,2,56,37,50,0
SN,AH,nidana,1336,95,3,98,21,6,1,91,49,2,55,37,50,0
SN,AH,nidana,1337,94,3,97,21,6,1,92,48,2,55,38,51,0
SN,AH,nidana,1338,92,3,97,21,6,1,94,49,2,54,39,52,0
SN,AH,nidana,1339,93,3,95,21,6,1,94,49,2,54,41,51,0
SN,AH,nidana,1340,91,3,95,20,5,1,95,49,2,55,40,49,0
SN,AH,nidana,1341,91,3,96,20,5,1,93,48,2,55,41,50,0
SN,AH,nidana,1342,90,3,95,20,5,1,94,50,2,54,42,51,0
SN,AH,nidana,1343,92,3,94,20,5,1,93,51,2,54,41,51,0
SN,AH,nidana,1344,92,3,93,21,5,1,95,50,2,54,40,51,0
SN,AH,nidana,1345,92,3,94,20,5,1,96,49,2,54,40,51,0
SN,AH,nidana,1346,92,3,92,20,4,1,94,50,2,55,39,50,0
SN,AH,nidana,1347,92,3,91,20,4,1,94,52,2,55,38,50,0
SN,AH,nidana,1348,91,3,92,19,4,1,96,52,2,54,39,51,0
SN,AH,nidana,1349,91,3,92,19,4,1,96,52,2,54,39,51,0
SN,AH,nidana,1350,89,3,94,18,4,1,98,53,3,53,38,52,0
SN,AH,nidana,1351,89,3,97,18,4,1,97,51,3,53,38,52,0
SN,AH,nidana,1352,88,3,95,18,3,1,98,53,3,53,36,52,0
SN,AH,nidana,1353,88,4,95,18,3,1,99,53,3,52,35,52,0
SN,AH,nidana,1354,88,4,96,19,3,1,100,53,3,51,36,51,0
SN,AH,nidana,1355,88,4,96,19,3,1,98,53,3,51,38,51,0
SN,AH,nidana,1356,89,4,95,19,3,1,98,53,3,51,38,51,0
SN,AH,nidana,1357,88,4,95,18,3,1,99,54,3,51,37,52,0
SN,AH,nidana,1358,86,4,94,17,3,1,100,52,3,51,35,51,0
SN,AH,nidana,1359,85,4,94,16,3,1,100,53,3,51,35,52,0
SN,AH,nidana,1360,86,4,93,17,3,1,99,53,3,51,35,52,0
SN,AH,nidana,1361,88,4,92,17,3,1,97,52,3,51,35,54,0
SN,AH,nidana,1362,88,4,88,20,2,1,97,52,4,52,37,55,0
SN,AH,nidana,1363,86,4,88,20,2,1,97,53,4,52,37,56,0
SN,AH,nidana,1364,86,4,88,21,2,1,96,51,4,53,35,57,0
SN,AH,nidana,1365,87,4,89,21,2,1,95,50,4,53,35,57,0
SN,AH,nidana,1366,87,4,87,20,2,1,95,52,4,53,35,58,0
SN,AH,nidana,1367,86,4,89,20,2,1,96,52,4,53,33,58,0
SN,AH,nidana,1368,85,4,92,19,2,1,97,52,4,53,33,56,0
SN,AH,nidana,1369,84,3,93,19,2,1,96,52,4,54,33,57,0
SN,AH,nidana,1370,84,3,95,19,2,1,93,51,4,55,33,56,0
SN,AH,nidana,1371,84,3,96,19,2,1,92,51,3,55,33,57,0
SN,AH,nidana,1372,83,3,96,19,1,1,91,50,3,56,31,57,0
SN,AH,nidana,1373,81,4,97,19,1,1,92,51,3,55,31,56,0
SN,AH,nidana,1374,80,4,96,19,1,1,93,51,3,55,32,56,0
SN,AH,nidana,1375,81,4,95,19,1,1,92,51,3,55,32,57,0
SN,AH,nidana,1376,81,4,97,18,1,1,90,50,3,55,32,59,0
SN,AH,nidana,1377,81,4,96,18,1,1,90,51,3,55,32,59,0
SN,AH,nidana,1378,82,3,96,18,1,1,89,50,3,56,33,59,0
SN,AH,nidana,1379,82,3,94,18,1,1,89,50,3,56,33,61,0
SN,AH,nidana,1380,82,3,96,17,1,1,90,49,3,56,33,60,0
SN,AH,nidana,1381,82,3,96,16,1,1,90,51,3,56,33,59,0
SN,AH,nidana,1382,82,3,97,16,1,0,91,49,3,57,32,60,0
SN,AH,nidana,1383,84,3,97,17,1,0,90,47,3,58,30,59,0
SN,AH,nidana,1384,83,3,97,17,1,0,90,49,3,58,30,58,0
SN,AH,nidana,1385,83,3,96,18,1,0,89,50,3,58,30,58,0
SN,AH,nidana,1386,81,3,98,19,1,0,89,52,3,57,29,59,0
SN,AH,nidana,1387,80,4,99,19,1,0,89,53,3,56,28,59,0
SN,AH,nidana,1388,79,4,100,20,1,0,90,52,3,56,29,57,0
SN,AH,nidana,1389,80,4,100,20,1,0,87,53,3,57,28,56,0
SN,AH,nidana,1390,79,4,101,19,1,0,87,53,3,57,29,56,0
SN,AH,nidana,1391,79,4,100,19,1,0,88,53,3,57,29,56,0
SN,AH,nidana,1392,78,4,101,19,1,0,87,53,3,57,29,57,0
SN,AH,nidana,1393,79,4,100,19,1,0,86,50,3,58,30,57,0
SN,AH,nidana,1394,79,4,100,19,1,0,86,50,3,58,30,57,0
SN,AH,nidana,1395,79,4,98,19,0,0,85,50,3,59,30,55,0
SN,AH,nidana,1396,78,4,96,20,1,0,85,52,3,58,32,58,0
SN,AH,nidana,1397,79,4,94,20,1,0,83,51,3,59,31,60,0
SN,AH,nidana,1398,79,4,92,22,1,0,83,51,3,59,32,59,0
SN,AH,nidana,1399,79,4,92,22,1,0,82,52,3,59,32,59,0
SN,AH,nidana,1400,79,4,92,23,1,0,82,53,3,58,32,60,0
SN,AH,nidana,1401,79,4,93,21,1,0,78,53,3,59,33,61,0
SN,AH,nidana,1402,78,4,94,20,1,0,78,55,3,58,34,62,0
SN,AH,nidana,1403,78,4,96,20,1,0,76,55,3,58,34,62,0
SN,AH,nidana,1404,77,4,97,20,1,0,77,56,3,58,33,61,0
SN,AH,nidana,1405,77,4,96,20,1,0,78,56,3,58,33,61,0
SN,AH,nidana,1406,77,4,97,20,1,0,79,56,3,58,32,60,0
SN,AH,nidana,1407,78,4,98,21,1,0,76,54,2,59,33,59,0
SN,AH,nidana,1408,77,4,98,23,1,0,76,57,2,58,33,58,0
SN,AH,nidana,1409,78,4,99,22,1,0,75,54,2,59,34,57,0
SN,AH,nidana,1410,77,4,98,22,1,0,74,56,2,59,33,59,0
SN,AH,nidana,1411,75,3,97,21,1,1,73,56,2,59,33,59,0
SN,AH,nidana,1412,75,3,97,22,2,1,75,56,2,58,32,60,0
SN,AH,nidana,1413,76,3,97,22,2,1,73,55,2,59,33,58,0
SN,AH,nidana,1414,74,3,97,23,2,1,76,57,3,58,31,58,0
SN,AH,nidana,1415,74,3,95,25,2,1,76,57,3,58,32,57,0
SN,AH,nidana,1416,74,3,95,25,2,1,78,57,3,58,31,56,0
SN,AH,nidana,1417,75,3,96,25,2,1,78,54,3,59,30,55,0
SN,AH,nidana,1418,72,3,97,25,2,1,81,55,3,58,31,55,0
SN,AH,nidana,1419,71,4,99,24,2,1,81,55,3,57,31,55,0
SN,AH,nidana,1420,71,4,98,24,2,1,82,57,3,56,31,56,0
SN,AH,nidana,1421,73,4,98,24,2,1,82,55,3,56,31,56,0
SN,AH,nidana,1422,73,5,98,24,2,1,83,54,3,55,31,56,0
SN,AH,nidana,1423,75,5,96,24,2,1,82,52,3,56,31,56,0
SN,AH,nidana,1424,75,6,97,25,2,1,82,51,3,55,31,55,0
SN,AH,nidana,1425,76,7,97,26,2,1,81,50,2,55,30,54,0
SN,AH,nidana,1426,76,8,96,26,2,1,81,50,2,54,30,55,0
SN,AH,nidana,1427,77,8,99,26,2,1,77,48,2,55,30,54,0
SN,AH,nidana,1428,77,7,99,26,2,1,77,47,2,56,30,55,0
SN,AH,nidana,1429,77,7,100,25,2,1,75,46,2,57,29,56,0
SN,AH,nidana,1430,77,7,101,25,2,1,75,45,2,57,28,57,0
SN,AH,nidana,1431,76,8,103,25,2,1,75,44,2,56,29,56,0
SN,AH,nidana,1432,76,8,104,25,2,1,74,43,2,56,30,56,0
SN,AH,nidana,1433,77,8,105,25,2,1,73,43,2,56,30,55,0
SN,AH,nidana,1434,77,8,105,25,2,1,73,44,3,55,31,55,0
SN,AH,nidana,1435,76,8,106,24,2,1,74,44,3,55,30,56,0
SN,AH,nidana,1436,74,8,108,24,2,1,74,45,3,55,31,54,0
SN,AH,nidana,1437,75,8,109,22,2,1,72,45,2,55,28,52,0
SN,AH,nidana,1438,76,8,110,23,2,1,72,44,2,55,28,50,0
SN,AH,nidana,1439,77,8,109,22,2,1,74,44,2,55,28,49,0
SN,AH,nidana,1440,76,8,110,22,2,1,73,44,2,55,28,50,0
SN,AH,nidana,1441,77,8,112,21,2,1,71,41,2,56,28,50,0
SN,AH,nidana,1442,76,8,110,22,2,1,70,43,3,56,28,50,0
SN,AH,nidana,1443,76,8,108,22,2,1,71,44,3,56,28,50,0
SN,AH,nidana,1444,76,8,107,22,2,1,72,44,3,56,28,50,0
SN,AH,nidana,1445,77,9,105,22,2,1,72,44,3,55,28,51,0
SN,AH,nidana,1446,76,9,104,22,2,1,75,47,3,54,28,50,0
SN,AH,nidana,1447,76,9,103,22,2,1,75,49,3,54,28,49,0
SN,AH,nidana,1448,75,8,104,22,2,1,78,49,3,54,28,49,0
SN,AH,nidana,1449,75,8,104,22,2,1,79,48,3,54,27,50,0
SN,AH,nidana,1450,75,8,104,23,2,1,81,49,3,53,27,49,0
SN,AH,nidana,1451,75,8,104,23,2,1,82,49,3,53,28,47,0
SN,AH,nidana,1452,75,8,104,23,2,1,81,50,3,53,29,46,0
SN,AH,nidana,1453,74,8,103,24,2,1,80,50,3,53,30,47,0
SN,AH,nidana,1454,74,8,102,25,2,1,82,52,3,52,30,46,0
SN,AH,nidana,1455,74,8,102,25,2,1,80,52,3,52,31,47,0
SN,AH,nidana,1456,74,8,102,26,2,1,80,50,3,52,31,48,0
SN,AH,nidana,1457,75,8,102,27,2,1,79,50,3,52,31,47,0
SN,AH,nidana,1458,73,8,101,26,2,1,81,51,3,51,32,50,0
SN,AH,nidana,1459,73,8,100,26,2,1,82,50,3,51,32,51,0
SN,AH,nidana,1460,72,8,100,25,2,1,85,51,3,50,32,52,0
SN,AH,nidana,1461,73,8,98,24,2,1,85,51,3,51,33,50,0
SN,AH,nidana,1462,74,7,96,25,2,1,84,51,3,52,34,50,0
SN,AH,nidana,1463,74,7,96,24,2,1,85,51,3,52,33,51,0
SN,AH,nidana,1464,73,7,95,24,2,1,87,51,3,52,33,51,0
SN,AH,nidana,1465,73,7,93,23,2,1,90,52,3,52,32,51,0
SN,AH,nidana,1466,74,7,92,23,2,1,91,53,3,51,32,52,0
SN,AH,nidana,1467,74,7,92,23,2,1,93,52,3,51,32,51,0
SN,AH,nidana,1468,74,7,93,23,2,1,93,52,3,51,31,51,0
SN,AH,nidana,1469,73,7,92,23,2,1,94,53,3,51,31,51,0
SN,AH,nidana,1470,74,8,90,23,2,1,95,52,3,50,32,51,0
SN,AH,nidana,1471,75,8,92,22,1,1,96,50,3,51,29,48,0
SN,AH,nidana,1472,75,8,92,22,1,1,95,51,3,51,30,47,0
SN,AH,nidana,1473,75,8,95,20,1,1,95,51,3,51,29,47,0
SN,AH,nidana,1474,75,8,92,20,1,1,98,51,4,50,30,48,0
SN,AH,nidana,1475,75,8,91,20,1,1,99,50,4,51,30,46,0
SN,AH,nidana,1476,76,8,89,20,1,1,102,50,4,51,29,45,0
SN,AH,nidana,1477,77,8,89,20,1,1,101,48,4,52,28,45,0
SN,AH,nidana,1478,78,9,88,20,1,1,100,49,4,51,28,45,0
SN,AH,nidana,1479,78,9,86,20,1,1,99,48,4,51,29,48,0
SN,AH,nidana,1480,78,9,85,21,1,1,99,47,4,51,29,49,0
SN,AH,nidana,1481,78,9,85,21,1,1,99,48,4,51,29,48,0
SN,AH,nidana,1482,78,9,84,20,1,1,102,49,4,50,28,50,0
SN,AH,nidana,1483,79,10,85,18,1,1,102,47,4,50,27,50,0
SN,AH,nidana,1484,79,10,85,18,1,1,102,47,4,50,26,51,0
SN,AH,nidana,1485,80,10,85,19,1,1,102,46,4,50,26,50,0
SN,AH,nidana,1486,81,10,85,19,1,0,104,46,4,51,26,52,0
SN,AH,nidana,1487,82,10,84,18,0,0,102,46,4,52,26,52,0
SN,AH,nidana,1488,81,10,86,20,0,0,106,47,4,52,25,53,0
SN,AH,nidana,1489,82,10,89,19,0,0,102,45,3,53,25,54,0
SN,AH,nidana,1490,81,10,91,19,0,0,103,47,3,52,24,54,0
SN,AH,nidana,1491,81,10,91,19,0,0,101,48,3,52,25,54,0
SN,AH,nidana,1492,81,10,91,19,1,0,102,48,3,51,26,57,0
SN,AH,nidana,1493,83,10,91,19,1,0,101,46,3,52,25,56,0
SN,AH,nidana,1494,83,10,89,19,1,0,100,48,3,52,25,57,0
SN,AH,nidana,1495,83,10,90,19,1,0,98,47,3,53,25,56,0
SN,AH,nidana,1496,80,10,90,19,2,0,101,50,3,52,26,57,0
SN,AH,nidana,1497,80,9,93,19,2,0,99,49,3,53,26,57,0
SN,AH,nidana,1498,79,9,95,19,2,0,101,49,3,52,26,57,0
SN,AH,nidana,1499,81,8,94,18,2,0,100,49,3,53,26,58,0
SN,AH,nidana,1500,81,7,94,17,2,0,101,50,3,53,27,59,0
SN,AH,nidana,1501,83,7,93,17,2,0,102,50,3,53,26,58,0
SN,AH,nidana,1502,83,7,93,17,2,0,103,51,3,52,26,59,0
SN,AH,nidana,1503,83,7,92,17,2,0,104,51,3,52,27,58,0
SN,AH,nidana,1504,83,7,90,17,2,0,103,53,3,52,28,58,0
SN,AH,nidana,1505,83,7,90,17,2,0,104,53,3,52,28,57,0
SN,AH,nidana,1506,83,6,89,19,2,0,106,55,3,52,26,57,0
SN,AH,nidana,1507,83,6,89,19,2,0,106,56,3,52,26,56,0
SN,AH,nidana,1508,82,6,87,20,2,0,106,58,3,52,27,55,0
SN,AH,nidana,1509,83,6,86,21,2,0,104,58,2,53,26,55,0
SN,AH,nidana,1510,84,6,88,21,3,0,103,59,2,52,28,55,0
SN,AH,nidana,1511,84,6,86,22,3,0,103,59,2,52,27,57,0
SN,AH,nidana,1512,82,6,87,21,3,0,105,60,2,51,28,58,0
SN,AH,nidana,1513,82,6,88,20,3,0,104,60,2,51,29,58,0
SN,AH,nidana,1514,81,6,91,22,3,0,102,61,2,50,30,57,0
SN,AH,nidana,1515,82,6,88,23,3,0,102,62,2,50,30,57,0
SN,AH,nidana,1516,82,6,87,23,3,0,103,62,2,50,30,57,0
SN,AH,nidana,1517,83,6,88,22,3,0,104,60,1,50,30,58,0
SN,AH,nidana,1518,83,6,88,22,3,0,102,60,1,50,30,60,0
SN,AH,nidana,1519,83,6,89,22,3,0,101,61,1,50,30,59,0
SN,AH,nidana,1520,82,5,88,22,3,0,103,61,1,51,31,58,0
SN,AH,nidana,1521,84,5,89,22,3,0,100,57,1,52,31,59,0
SN,AH,nidana,1522,85,5,88,23,3,0,99,56,1,52,31,60,0
SN,AH,nidana,1523,85,5,86,24,3,0,96,56,1,53,31,61,0
SN,AH,nidana,1524,86,6,86,24,3,0,96,56,1,52,31,60,0
SN,AH,nidana,1525,86,6,86,23,3,0,96,55,1,53,31,59,0
SN,AH,nidana,1526,86,6,85,23,3,0,96,56,1,53,30,60,0
SN,AH,nidana,1527,86,6,84,24,3,0,99,54,1,53,29,60,0
SN,AH,nidana,1528,87,6,85,23,3,0,100,55,1,53,27,59,0
SN,AH,nidana,1529,86,6,85,22,3,1,97,53,1,53,27,58,0
SN,AH,nidana,1530,86,6,85,22,3,1,98,54,1,53,26,57,0
SN,AH,nidana,1531,86,6,84,21,3,1,99,56,1,53,26,56,0
SN,AH,nidana,1532,84,6,83,20,3,1,98,56,1,53,26,56,0
