Text_Type,Book,Chapter,Window,LL,GGG,L,GGL,LGL,LG,G,LLL,LGG,GLL,LLG,GLG,GG,GL
SN,AH,uttara,1,1,85,5,60,84,6,51,5,59,23,32,98,0,0
SN,AH,uttara,2,1,85,5,59,85,6,51,5,60,23,32,97,0,0
SN,AH,uttara,3,1,85,5,59,85,6,51,5,60,22,32,98,0,0
SN,AH,uttara,4,1,86,5,59,85,6,51,5,60,22,32,97,0,0
SN,AH,uttara,5,1,86,5,59,85,6,51,5,60,22,33,96,0,0
SN,AH,uttara,6,1,86,5,60,84,6,51,4,60,22,34,96,0,0
SN,AH,uttara,7,1,87,5,61,86,6,51,4,61,22,35,98,0,0
SN,AH,uttara,8,1,88,5,58,86,6,52,4,60,21,34,100,0,0
SN,AH,uttara,9,1,88,4,61,85,6,52,5,63,21,33,106,0,0
SN,AH,uttara,10,1,88,4,62,86,6,53,5,59,21,33,105,0,0
SN,AH,uttara,11,1,88,4,62,86,6,53,5,59,21,33,105,0,0
SN,AH,uttara,12,0,87,4,60,86,6,54,5,60,21,33,102,0,0
SN,AH,uttara,13,0,91,4,62,87,7,53,5,60,21,33,100,0,0
SN,AH,uttara,14,0,93,4,62,85,6,54,4,59,21,32,98,0,0
SN,AH,uttara,15,0,97,4,62,84,6,53,4,59,23,31,102,0,0
SN,AH,uttara,16,0,97,4,62,84,6,53,4,59,22,30,104,0,0
SN,AH,uttara,17,0,100,4,63,84,6,53,4,60,22,31,106,0,0
SN,AH,uttara,18,0,99,4,62,86,6,54,4,58,21,31,106,0,0
SN,AH,uttara,19,0,99,4,62,86,7,53,4,58,21,32,110,0,0
SN,AH,uttara,20,0,101,4,60,87,7,54,4,57,20,33,107,0,0
SN,AH,uttara,21,0,103,4,63,88,7,54,4,56,19,34,110,0,0
SN,AH,uttara,22,0,103,4,63,88,6,55,4,54,19,33,108,0,0
SN,AH,uttara,23,0,106,4,64,90,6,55,5,52,19,32,112,0,0
SN,AH,uttara,24,0,104,4,65,90,6,55,5,52,19,31,114,0,0
SN,AH,uttara,25,0,104,4,64,90,6,55,5,52,20,29,116,0,0
SN,AH,uttara,26,0,104,4,64,89,6,54,5,50,20,29,114,1,0
SN,AH,uttara,27,0,107,4,62,88,7,53,5,51,22,30,113,1,0
SN,AH,uttara,28,0,110,4,62,88,7,53,5,51,21,30,111,1,0
SN,AH,uttara,29,0,110,4,60,88,7,53,5,51,22,30,112,1,0
SN,AH,uttara,30,0,109,5,61,88,7,52,5,50,22,29,114,1,0
SN,AH,uttara,31,0,111,5,61,87,7,51,5,51,23,30,113,1,0
SN,AH,uttara,32,0,110,5,61,88,7,52,4,51,24,30,110,1,0
SN,AH,uttara,33,0,109,5,63,89,7,52,4,50,23,31,109,1,0
SN,AH,uttara,34,0,111,5,65,89,7,52,4,49,22,30,108,1,0
SN,AH,uttara,35,0,111,5,65,91,7,52,4,48,22,30,107,1,0
SN,AH,uttara,36,0,110,5,64,91,7,52,4,50,22,30,107,1,0
SN,AH,uttara,37,0,108,5,65,90,7,51,4,52,23,30,109,1,0
SN,AH,uttara,38,0,106,5,64,90,7,52,4,51,23,30,110,1,0
SN,AH,uttara,39,0,105,5,64,90,8,51,4,52,24,32,112,1,0
SN,AH,uttara,40,0,102,5,64,92,8,52,4,51,25,32,110,1,0
SN,AH,uttara,41,1,103,5,62,93,8,51,5,52,25,35,110,1,0
SN,AH,uttara,42,1,102,5,63,93,8,52,4,51,25,35,109,1,0
SN,AH,uttara,43,1,103,5,64,92,8,52,4,51,24,36,108,1,0
SN,AH,uttara,44,1,103,5,64,91,8,52,4,52,24,34,110,1,0
SN,AH,uttara,45,1,102,5,65,91,8,52,4,52,24,36,108,1,0
SN,AH,uttara,46,1,102,5,65,91,8,53,4,51,24,35,107,1,0
SN,AH,uttara,47,1,101,5,66,92,8,53,4,51,24,35,106,1,0
SN,AH,uttara,48,1,101,5,66,91,8,53,4,51,25,36,105,1,0
SN,AH,uttara,49,1,101,5,67,91,8,52,4,53,25,36,105,1,0
SN,AH,uttara,50,1,101,4,69,91,8,53,4,53,25,36,103,1,0
SN,AH,uttara,51,1,101,3,70,91,8,54,4,53,25,35,103,1,0
SN,AH,uttara,52,1,101,3,69,90,8,54,4,53,26,35,104,1,0
SN,AH,uttara,53,1,99,3,70,90,8,54,4,55,26,35,103,1,0
SN,AH,uttara,54,1,95,3,67,91,7,55,4,54,27,37,102,1,0
SN,AH,uttara,55,1,95,3,65,91,7,55,4,55,27,37,103,1,0
SN,AH,uttara,56,1,93,3,64,92,6,56,4,53,27,37,102,1,0
SN,AH,uttara,57,1,95,2,64,91,6,57,4,53,27,36,102,1,0
SN,AH,uttara,58,1,94,2,64,93,6,58,4,52,28,35,99,1,0
SN,AH,uttara,59,1,94,3,65,93,6,57,4,52,27,35,99,1,0
SN,AH,uttara,60,1,92,3,66,93,6,57,4,52,28,34,100,1,0
SN,AH,uttara,61,1,96,2,68,93,6,57,5,54,28,35,101,1,0
SN,AH,uttara,62,1,96,2,68,92,6,57,5,54,28,36,101,1,0
SN,AH,uttara,63,1,96,2,69,92,6,57,5,54,27,37,100,1,0
SN,AH,uttara,64,1,95,2,68,92,6,57,5,54,27,38,101,1,0
SN,AH,uttara,65,1,98,2,65,93,7,56,5,55,27,41,101,1,0
SN,AH,uttara,66,1,99,2,65,93,7,56,5,56,27,41,99,1,0
SN,AH,uttara,67,1,100,2,65,92,7,56,5,57,27,41,98,1,0
SN,AH,uttara,68,1,99,2,66,93,7,57,5,56,26,42,95,1,0
SN,AH,uttara,69,1,99,2,65,92,7,57,5,57,25,42,97,1,0
SN,AH,uttara,70,1,99,2,65,93,7,58,5,55,23,43,96,1,0
SN,AH,uttara,71,1,100,2,66,93,7,57,5,55,23,44,96,1,0
SN,AH,uttara,72,1,99,2,67,93,7,57,5,55,23,44,96,1,0
SN,AH,uttara,73,1,99,2,67,92,7,57,5,55,23,45,96,1,0
SN,AH,uttara,74,1,100,2,66,93,6,58,5,53,23,43,94,1,0
SN,AH,uttara,75,1,100,2,66,93,6,58,5,53,22,44,94,1,0
SN,AH,uttara,76,1,100,2,66,93,5,59,4,54,22,42,91,1,0
SN,AH,uttara,77,1,99,2,67,92,5,59,4,54,22,43,91,1,0
SN,AH,uttara,78,1,100,2,68,92,5,59,4,53,22,43,90,1,0
SN,AH,uttara,79,1,99,2,69,92,5,59,4,53,22,44,89,1,0
SN,AH,uttara,80,1,97,2,71,91,5,59,4,54,22,43,90,1,0
SN,AH,uttara,81,1,97,2,69,92,5,59,4,54,22,42,92,1,0
SN,AH,uttara,82,1,96,2,69,90,5,59,4,54,21,41,89,1,0
SN,AH,uttara,83,1,96,2,72,89,5,58,4,54,21,41,90,1,0
SN,AH,uttara,84,1,95,2,68,91,5,59,3,52,21,41,85,1,0
SN,AH,uttara,85,1,97,2,69,94,5,59,3,53,21,40,87,1,0
SN,AH,uttara,86,1,96,2,69,94,5,59,3,54,21,40,87,1,0
SN,AH,uttara,87,1,95,2,69,92,5,58,3,57,22,40,89,1,0
SN,AH,uttara,88,1,92,2,69,91,4,59,3,56,22,40,89,1,0
SN,AH,uttara,89,1,91,2,70,90,4,58,3,58,24,40,89,1,0
SN,AH,uttara,90,1,86,2,72,91,4,59,3,58,22,40,85,1,0
SN,AH,uttara,91,1,86,2,73,91,4,59,3,57,22,40,85,1,0
SN,AH,uttara,92,1,83,2,71,90,4,59,3,56,22,39,85,1,0
SN,AH,uttara,93,1,82,2,73,89,4,59,3,55,22,39,86,1,0
SN,AH,uttara,94,1,83,2,72,89,3,60,3,54,22,38,83,1,0
SN,AH,uttara,95,1,82,2,75,90,3,60,3,56,23,38,85,1,0
SN,AH,uttara,96,1,79,2,73,89,3,60,3,56,24,37,83,1,0
SN,AH,uttara,97,1,78,2,72,88,3,59,4,59,23,38,85,1,0
SN,AH,uttara,98,1,75,2,71,86,3,59,3,59,24,39,82,1,0
SN,AH,uttara,99,1,76,2,72,90,3,59,3,58,25,40,83,1,0
SN,AH,uttara,100,1,76,2,72,92,3,59,3,58,24,41,81,1,0
SN,AH,uttara,101,1,77,3,72,93,3,59,3,58,25,43,81,0,0
SN,AH,uttara,102,1,74,3,72,95,2,60,3,57,24,43,81,0,0
SN,AH,uttara,103,1,72,3,75,96,3,59,3,58,25,45,80,0,0
SN,AH,uttara,104,1,72,3,75,96,3,59,3,58,24,46,80,0,0
SN,AH,uttara,105,1,71,2,74,96,3,60,3,60,24,46,80,0,0
SN,AH,uttara,106,1,68,2,75,97,3,61,3,59,23,45,81,0,0
SN,AH,uttara,107,1,68,2,75,97,3,60,4,58,22,46,84,0,0
SN,AH,uttara,108,1,68,2,74,98,3,60,4,59,22,45,84,0,0
SN,AH,uttara,109,1,67,2,73,100,4,59,4,59,23,46,87,0,0
SN,AH,uttara,110,1,67,2,72,98,4,59,4,59,23,47,89,0,0
SN,AH,uttara,111,1,68,2,72,99,4,59,4,57,23,48,88,0,0
SN,AH,uttara,112,1,68,2,72,100,4,60,4,55,23,48,86,0,0
SN,AH,uttara,113,1,69,2,74,100,4,59,4,56,22,48,86,0,0
SN,AH,uttara,114,1,69,2,73,99,3,60,4,56,21,46,86,0,0
SN,AH,uttara,115,1,70,2,72,98,3,59,5,56,21,46,89,0,0
SN,AH,uttara,116,0,69,2,73,98,3,60,4,55,21,43,89,0,0
SN,AH,uttara,117,0,68,2,71,100,3,60,4,57,22,43,87,0,0
SN,AH,uttara,118,0,68,2,70,100,3,60,4,57,23,42,88,0,0
SN,AH,uttara,119,0,68,2,70,100,3,59,4,58,24,43,88,0,0
SN,AH,uttara,120,0,69,2,69,101,3,59,4,58,24,41,89,0,0
SN,AH,uttara,121,0,71,2,69,101,3,59,4,56,23,41,90,0,0
SN,AH,uttara,122,0,72,2,67,101,3,59,4,56,24,41,90,0,0
SN,AH,uttara,123,0,73,2,68,102,3,58,4,57,23,39,92,0,0
SN,AH,uttara,124,0,74,2,67,102,3,59,4,56,23,38,91,0,0
SN,AH,uttara,125,0,75,2,67,102,3,59,4,56,23,37,91,0,0
SN,AH,uttara,126,0,74,2,66,103,3,59,4,56,23,37,92,0,0
SN,AH,uttara,127,0,73,2,67,103,3,59,4,57,22,37,92,0,0
SN,AH,uttara,128,0,74,2,66,103,3,59,4,56,22,37,93,0,0
SN,AH,uttara,129,0,75,2,66,103,3,59,4,56,22,35,94,0,0
SN,AH,uttara,130,0,74,2,66,103,3,59,4,56,22,35,95,0,0
SN,AH,uttara,131,0,75,2,65,104,3,59,4,56,22,35,94,0,0
SN,AH,uttara,132,0,73,2,66,105,3,59,4,56,22,36,93,0,0
SN,AH,uttara,133,0,73,2,65,104,3,59,4,56,21,37,95,0,0
SN,AH,uttara,134,0,73,1,65,104,3,60,4,56,21,38,94,0,0
SN,AH,uttara,135,0,76,1,64,104,3,60,4,58,22,39,96,0,0
SN,AH,uttara,136,0,71,1,64,104,3,61,3,57,22,38,93,0,0
SN,AH,uttara,137,0,72,1,63,103,3,61,3,57,22,37,95,0,0
SN,AH,uttara,138,0,74,1,62,102,3,61,3,57,22,36,96,0,0
SN,AH,uttara,139,0,74,1,62,102,3,61,3,58,22,35,96,0,0
SN,AH,uttara,140,0,72,1,62,101,2,62,3,58,22,34,95,0,0
SN,AH,uttara,141,0,72,1,63,101,2,62,3,56,22,35,95,0,0
SN,AH,uttara,142,0,71,1,64,101,2,62,3,56,23,35,94,0,0
SN,AH,uttara,143,0,72,1,63,101,2,62,4,62,25,34,94,0,0
SN,AH,uttara,144,0,71,1,63,102,2,62,4,62,26,34,93,0,0
SN,AH,uttara,145,0,71,1,64,103,2,62,5,63,27,33,97,0,0
SN,AH,uttara,146,0,71,1,62,104,2,63,5,62,27,32,97,0,0
SN,AH,uttara,147,0,70,1,61,105,2,63,5,61,26,34,98,0,0
SN,AH,uttara,148,0,70,2,61,106,2,62,5,61,26,33,98,0,0
SN,AH,uttara,149,0,69,2,61,106,2,62,5,61,26,35,97,0,0
SN,AH,uttara,150,0,67,2,62,107,2,62,5,62,27,34,96,0,0
SN,AH,uttara,151,0,69,2,62,106,3,61,5,64,28,35,99,0,0
SN,AH,uttara,152,0,70,2,62,106,3,61,5,63,28,34,100,0,0
SN,AH,uttara,153,0,69,2,61,106,3,61,5,64,28,34,101,0,0
SN,AH,uttara,154,0,72,2,61,106,3,61,5,63,28,33,100,0,0
SN,AH,uttara,155,0,72,2,61,105,3,60,5,64,28,33,103,0,0
SN,AH,uttara,156,0,71,2,62,104,3,60,5,65,28,33,103,0,0
SN,AH,uttara,157,0,70,2,62,104,3,59,5,67,28,33,105,0,0
SN,AH,uttara,158,0,71,2,59,105,3,60,5,66,28,33,104,0,0
SN,AH,uttara,159,0,70,2,62,104,3,60,5,66,28,33,103,0,0
SN,AH,uttara,160,0,69,2,61,101,3,60,5,65,28,34,100,0,0
SN,AH,uttara,161,0,69,2,60,102,3,60,5,64,28,34,101,0,0
SN,AH,uttara,162,0,69,2,60,104,3,61,5,60,27,35,100,0,0
SN,AH,uttara,163,0,70,2,59,104,3,61,5,60,27,35,100,0,0
SN,AH,uttara,164,0,71,2,57,106,3,62,5,58,26,34,100,0,0
SN,AH,uttara,165,0,70,2,56,107,3,62,5,57,26,34,102,0,0
SN,AH,uttara,166,0,70,2,56,107,3,62,5,58,26,34,101,0,0
SN,AH,uttara,167,0,70,2,57,108,3,62,5,58,26,34,99,0,0
SN,AH,uttara,168,0,72,2,56,108,3,62,5,59,26,34,97,0,0
SN,AH,uttara,169,0,72,2,57,108,3,62,5,59,26,33,97,0,0
SN,AH,uttara,170,0,72,2,54,107,3,62,5,56,25,33,97,0,0
SN,AH,uttara,171,0,75,2,57,108,3,61,5,61,26,34,102,0,0
SN,AH,uttara,172,0,74,2,58,109,3,62,4,58,26,34,102,0,0
SN,AH,uttara,173,0,74,2,57,108,3,61,4,59,26,34,106,0,0
SN,AH,uttara,174,0,74,2,55,104,3,61,4,59,26,35,103,0,0
SN,AH,uttara,175,0,74,2,56,102,3,61,4,59,27,34,104,0,0
SN,AH,uttara,176,0,74,1,56,102,3,62,4,60,26,32,106,0,0
SN,AH,uttara,177,0,76,1,56,101,3,62,4,60,25,32,106,0,0
SN,AH,uttara,178,0,75,1,54,100,2,63,4,60,24,30,108,0,0
SN,AH,uttara,179,0,76,1,54,100,2,63,4,59,24,29,109,0,0
SN,AH,uttara,180,0,76,1,56,101,2,63,4,58,24,29,107,0,0
SN,AH,uttara,181,0,77,1,57,99,2,62,5,59,24,30,107,0,0
SN,AH,uttara,182,0,77,1,57,99,2,63,4,60,24,29,105,0,0
SN,AH,uttara,183,0,78,1,56,97,2,63,4,61,24,29,106,0,0
SN,AH,uttara,184,0,77,1,55,94,1,64,4,61,23,28,103,0,0
SN,AH,uttara,185,0,78,1,56,94,1,64,4,61,23,27,102,0,0
SN,AH,uttara,186,0,77,1,56,92,1,63,4,61,23,26,101,0,0
SN,AH,uttara,187,0,79,1,54,93,1,63,4,61,22,26,101,0,0
SN,AH,uttara,188,0,78,1,51,92,1,64,4,60,22,26,99,0,0
SN,AH,uttara,189,0,78,1,53,92,1,63,4,60,22,26,100,0,0
SN,AH,uttara,190,0,78,1,53,93,1,64,3,59,21,26,99,0,0
SN,AH,uttara,191,0,79,1,53,93,1,64,3,59,21,26,98,0,0
SN,AH,uttara,192,0,79,1,53,92,1,64,3,58,20,27,100,0,0
SN,AH,uttara,193,0,79,1,57,92,1,63,3,59,19,27,99,0,0
SN,AH,uttara,194,0,79,1,58,92,1,64,3,58,18,26,98,0,0
SN,AH,uttara,195,0,81,1,60,91,2,63,3,58,18,28,98,0,0
SN,AH,uttara,196,0,80,1,60,91,2,63,3,59,18,27,99,0,0
SN,AH,uttara,197,0,80,1,60,89,2,62,3,62,18,27,101,0,0
SN,AH,uttara,198,0,78,1,61,90,2,63,3,61,18,27,99,0,0
SN,AH,uttara,199,0,75,1,64,90,2,63,3,60,18,28,99,0,0
SN,AH,uttara,200,0,76,1,63,90,2,63,3,60,18,28,99,0,0
SN,AH,uttara,201,0,79,1,64,90,3,62,3,61,18,29,98,0,0
SN,AH,uttara,202,0,80,1,64,90,3,62,3,60,18,29,98,0,0
SN,AH,uttara,203,0,81,1,63,89,4,61,3,63,18,31,99,0,0
SN,AH,uttara,204,0,81,1,64,89,4,61,3,63,17,32,98,0,0
SN,AH,uttara,205,0,82,1,65,89,4,61,3,63,17,32,96,0,0
SN,AH,uttara,206,0,82,1,65,88,4,61,3,63,17,32,97,0,0
SN,AH,uttara,207,0,82,1,65,87,5,60,3,66,17,33,99,0,0
SN,AH,uttara,208,0,83,1,66,87,5,60,3,67,17,32,97,0,0
SN,AH,uttara,209,0,83,1,65,88,5,60,3,67,17,31,98,0,0
SN,AH,uttara,210,0,82,1,65,88,5,60,3,65,15,31,95,0,0
SN,AH,uttara,211,0,84,1,63,88,5,60,3,65,15,31,95,0,0
SN,AH,uttara,212,0,83,1,65,89,5,60,3,65,15,31,93,0,0
SN,AH,uttara,213,0,83,1,68,90,5,59,3,68,15,32,96,0,0
SN,AH,uttara,214,0,83,1,68,90,5,59,3,68,15,31,97,0,0
SN,AH,uttara,215,0,84,1,70,90,5,59,3,70,18,30,98,0,0
SN,AH,uttara,216,0,82,1,70,90,5,59,3,71,18,29,100,0,0
SN,AH,uttara,217,0,83,1,70,90,5,59,3,70,17,30,100,0,0
SN,AH,uttara,218,0,84,1,70,90,5,59,2,64,15,30,100,0,0
SN,AH,uttara,219,0,86,1,72,88,5,58,2,65,15,31,99,0,0
SN,AH,uttara,220,0,84,1,71,87,5,58,1,65,14,31,97,0,0
SN,AH,uttara,221,0,85,1,72,86,6,57,2,67,13,33,97,0,0
SN,AH,uttara,222,0,86,1,73,85,6,57,2,67,13,31,98,0,0
SN,AH,uttara,223,0,87,0,72,84,6,58,2,67,13,31,99,0,0
SN,AH,uttara,224,0,88,0,73,84,6,58,2,66,13,29,100,0,0
SN,AH,uttara,225,0,89,0,73,83,6,58,2,66,12,29,101,0,0
SN,AH,uttara,226,0,90,0,72,82,5,59,2,63,11,29,98,0,0
SN,AH,uttara,227,0,89,0,72,83,5,59,2,63,12,30,96,0,0
SN,AH,uttara,228,0,90,0,72,83,5,59,2,62,12,30,96,0,0
SN,AH,uttara,229,0,89,0,72,83,5,59,2,62,12,30,97,0,0
SN,AH,uttara,230,0,90,0,70,84,5,60,2,61,12,30,95,0,0
SN,AH,uttara,231,0,91,0,70,83,5,60,2,61,12,31,94,0,0
SN,AH,uttara,232,0,93,0,71,83,5,61,2,58,12,31,91,0,0
SN,AH,uttara,233,0,93,1,72,83,5,60,2,58,12,31,90,0,0
SN,AH,uttara,234,0,94,1,70,83,5,60,2,57,12,32,91,0,0
SN,AH,uttara,235,0,92,1,70,82,5,59,2,62,12,31,93,0,0
SN,AH,uttara,236,0,93,1,70,81,5,59,2,63,12,31,92,0,0
SN,AH,uttara,237,0,99,1,77,80,6,58,2,68,12,31,96,0,0
SN,AH,uttara,238,0,97,1,77,80,6,58,2,69,12,30,98,0,0
SN,AH,uttara,239,0,96,1,79,79,7,57,2,71,13,32,98,0,0
SN,AH,uttara,240,0,97,1,78,79,7,57,2,72,13,33,96,0,0
SN,AH,uttara,241,0,96,1,78,79,8,56,2,72,14,37,97,0,0
SN,AH,uttara,242,0,97,1,76,78,8,56,2,73,14,37,98,0,0
SN,AH,uttara,243,0,97,1,76,78,8,55,2,74,14,37,100,0,0
SN,AH,uttara,244,0,95,1,77,78,8,55,2,74,14,37,101,0,0
SN,AH,uttara,245,0,95,1,78,78,8,55,2,74,14,36,101,0,0
SN,AH,uttara,246,0,92,1,75,77,8,56,2,69,12,35,97,0,0
SN,AH,uttara,247,0,93,1,76,76,8,55,2,70,13,34,98,0,0
SN,AH,uttara,248,0,93,1,76,76,8,56,2,69,12,33,93,0,0
SN,AH,uttara,249,0,93,1,76,76,8,56,2,70,11,31,95,0,0
SN,AH,uttara,250,0,94,1,74,76,8,56,2,71,10,32,95,0,0
SN,AH,uttara,251,0,95,1,75,76,8,56,2,70,10,32,94,0,0
SN,AH,uttara,252,0,94,1,76,76,8,56,2,70,11,31,94,0,0
SN,AH,uttara,253,0,97,1,77,75,8,55,2,69,11,31,95,0,0
SN,AH,uttara,254,0,96,1,78,75,8,55,2,69,12,31,94,0,0
SN,AH,uttara,255,0,96,1,78,74,8,55,2,68,12,31,96,0,0
SN,AH,uttara,256,0,95,1,77,75,8,56,1,68,12,31,95,0,0
SN,AH,uttara,257,0,96,1,81,74,8,55,2,69,13,33,97,0,0
SN,AH,uttara,258,0,97,1,81,74,8,55,2,67,14,34,96,0,0
SN,AH,uttara,259,0,100,1,82,75,9,54,2,68,15,34,99,0,0
SN,AH,uttara,260,0,100,1,83,74,9,54,2,68,15,34,99,0,0
SN,AH,uttara,261,0,103,1,84,74,9,54,2,70,15,34,101,0,0
SN,AH,uttara,262,0,103,1,85,73,9,54,2,71,15,34,100,0,0
SN,AH,uttara,263,0,105,1,87,73,9,53,2,72,15,34,103,0,0
SN,AH,uttara,264,0,105,1,85,73,9,54,2,72,15,35,101,0,0
SN,AH,uttara,265,0,106,1,86,71,9,53,2,74,16,35,101,0,0
SN,AH,uttara,266,0,105,1,86,70,9,53,2,74,17,36,101,0,0
SN,AH,uttara,267,0,107,1,88,69,9,52,2,75,17,36,100,0,0
SN,AH,uttara,268,0,107,1,85,69,9,53,2,74,17,36,101,0,0
SN,AH,uttara,269,0,107,1,84,69,9,53,2,74,17,37,101,0,0
SN,AH,uttara,270,0,105,1,82,69,8,54,2,74,17,35,102,0,0
SN,AH,uttara,271,0,104,1,83,69,8,53,2,75,19,36,101,0,0
SN,AH,uttara,272,0,103,1,85,70,8,54,2,71,18,37,100,0,0
SN,AH,uttara,273,0,104,1,85,68,8,54,2,71,18,37,101,0,0
SN,AH,uttara,274,0,104,1,82,69,8,54,2,72,19,37,101,0,0
SN,AH,uttara,275,1,107,1,83,69,8,53,3,75,19,39,104,0,0
SN,AH,uttara,276,1,104,1,81,69,7,54,4,74,21,38,103,0,0
SN,AH,uttara,277,1,103,1,81,68,7,53,5,76,22,39,103,0,0
SN,AH,uttara,278,1,101,1,81,69,6,54,5,73,22,38,103,0,0
SN,AH,uttara,279,1,100,1,80,69,6,54,5,73,23,38,104,0,0
SN,AH,uttara,280,1,100,1,79,71,6,54,5,72,23,38,104,0,0
SN,AH,uttara,281,1,100,1,81,72,7,53,5,73,23,39,104,0,0
SN,AH,uttara,282,1,100,1,80,72,6,54,5,70,23,39,103,0,0
SN,AH,uttara,283,1,99,1,79,72,6,53,5,72,24,39,105,0,0
SN,AH,uttara,284,1,99,1,78,71,6,53,5,72,26,39,105,0,0
SN,AH,uttara,285,1,99,1,79,70,6,52,6,73,28,38,105,0,0
SN,AH,uttara,286,1,97,1,80,70,6,52,6,72,28,38,107,0,0
SN,AH,uttara,287,1,99,1,79,70,6,52,6,73,30,38,111,0,0
SN,AH,uttara,288,1,97,1,75,71,6,53,6,71,31,37,107,0,0
SN,AH,uttara,289,1,98,1,76,73,6,53,8,71,32,38,107,0,0
SN,AH,uttara,290,1,96,1,75,73,6,53,8,68,29,39,107,0,0
SN,AH,uttara,291,1,97,1,74,74,6,53,8,67,29,40,106,0,0
SN,AH,uttara,292,1,97,1,73,74,6,53,8,68,29,39,107,0,0
SN,AH,uttara,293,1,97,1,75,75,6,53,9,68,31,40,108,0,0
SN,AH,uttara,294,1,95,1,76,77,6,54,9,66,30,39,108,0,0
SN,AH,uttara,295,1,95,1,76,77,6,53,10,67,31,40,107,0,0
SN,AH,uttara,296,1,94,1,75,78,5,54,9,66,31,39,106,0,0
SN,AH,uttara,297,1,94,1,74,78,6,53,10,69,31,40,107,0,0
SN,AH,uttara,298,1,94,2,75,78,6,52,10,69,31,40,106,0,0
SN,AH,uttara,299,1,92,2,75,78,6,51,10,72,32,40,107,0,0
SN,AH,uttara,300,1,91,2,74,80,6,51,10,71,33,40,107,0,0
SN,AH,uttara,301,1,88,2,76,79,7,50,10,73,34,39,112,0,0
SN,AH,uttara,302,1,89,2,76,79,7,50,10,74,33,38,112,0,0
SN,AH,uttara,303,1,93,2,81,81,7,50,12,78,35,39,116,0,0
SN,AH,uttara,304,1,91,2,80,81,7,50,12,78,36,40,117,0,0
SN,AH,uttara,305,1,91,2,81,80,7,49,12,78,38,40,118,0,0
SN,AH,uttara,306,1,90,2,82,81,7,49,12,78,38,39,118,0,0
SN,AH,uttara,307,1,91,3,80,81,7,48,12,78,39,39,118,0,0
SN,AH,uttara,308,1,89,2,82,81,7,49,13,78,39,39,117,0,0
SN,AH,uttara,309,1,95,2,84,82,7,49,13,78,42,41,119,0,0
SN,AH,uttara,310,1,96,2,84,83,7,50,13,73,42,42,118,0,0
SN,AH,uttara,311,1,94,2,84,83,7,49,13,75,44,42,119,0,0
SN,AH,uttara,312,1,87,2,77,82,6,49,13,70,44,41,114,1,0
SN,AH,uttara,313,1,88,2,77,82,6,49,13,69,45,41,116,1,0
SN,AH,uttara,314,1,87,2,75,82,5,50,13,68,43,40,118,1,0
SN,AH,uttara,315,1,87,2,77,81,5,50,13,67,43,40,118,1,0
SN,AH,uttara,316,1,88,2,79,80,4,51,13,67,42,36,116,1,0
SN,AH,uttara,317,1,86,2,80,81,4,51,13,66,42,37,116,1,0
SN,AH,uttara,318,1,85,2,80,81,4,52,13,64,42,38,115,1,0
SN,AH,uttara,319,1,86,2,80,80,4,51,13,65,43,38,116,1,0
SN,AH,uttara,320,1,86,2,80,80,4,51,13,65,43,38,116,1,0
SN,AH,uttara,321,1,88,2,80,79,4,50,13,67,43,39,115,1,0
SN,AH,uttara,322,1,88,2,80,80,4,51,13,66,42,39,113,1,0
SN,AH,uttara,323,1,91,2,80,81,4,51,13,66,42,39,114,1,0
SN,AH,uttara,324,1,91,3,83,81,4,50,13,65,42,39,112,1,0
SN,AH,uttara,325,1,91,3,84,81,4,50,13,64,43,38,112,1,0
SN,AH,uttara,326,1,89,3,83,82,4,50,13,64,44,39,112,1,0
SN,AH,uttara,327,2,89,3,84,83,4,49,13,63,44,42,113,1,0
SN,AH,uttara,328,2,88,3,82,84,4,50,13,64,44,43,110,1,0
SN,AH,uttara,329,2,88,3,82,83,4,49,13,65,44,44,112,1,0
SN,AH,uttara,330,2,90,3,81,83,4,49,13,65,44,44,111,1,0
SN,AH,uttara,331,2,92,3,82,82,4,48,13,66,44,43,112,1,0
SN,AH,uttara,332,2,92,3,79,83,4,49,12,63,43,41,110,1,0
SN,AH,uttara,333,2,95,3,80,84,5,48,12,63,42,40,112,1,0
SN,AH,uttara,334,2,93,4,81,84,4,48,12,62,41,40,110,1,0
SN,AH,uttara,335,2,92,4,82,85,5,47,12,63,41,41,112,1,0
SN,AH,uttara,336,2,91,4,81,86,5,48,12,61,41,42,111,1,0
SN,AH,uttara,337,2,91,4,82,85,6,47,12,61,42,43,114,1,0
SN,AH,uttara,338,2,90,4,80,87,6,48,12,60,42,43,113,1,0
SN,AH,uttara,339,2,90,4,80,86,6,47,13,59,43,42,117,1,0
SN,AH,uttara,340,2,88,4,80,88,6,48,13,57,42,42,117,1,0
SN,AH,uttara,341,2,87,4,79,88,6,48,13,58,43,41,118,1,0
SN,AH,uttara,342,2,85,4,78,89,6,49,13,57,43,40,119,1,0
SN,AH,uttara,343,2,86,4,78,89,7,48,13,58,45,41,119,1,0
SN,AH,uttara,344,2,87,4,77,90,7,48,13,57,45,40,120,1,0
SN,AH,uttara,345,2,89,4,77,89,7,47,13,57,46,40,121,1,0
SN,AH,uttara,346,2,90,4,76,89,7,48,13,56,45,40,120,1,0
SN,AH,uttara,347,2,95,4,74,91,7,48,14,57,45,40,121,1,0
SN,AH,uttara,348,2,95,4,72,91,7,48,14,58,45,41,121,1,0
