Text_Type,Book,Chapter,Window,LL,GGG,L,GGL,LGL,LG,G,LLL,LGG,GLL,LLG,GLG,GG,GL
SN,AH,uttara,2195,0,86,5,66,90,9,55,2,43,31,38,90,0,0
SN,AH,uttara,2196,0,85,5,65,90,9,56,2,43,32,38,88,0,0
SN,AH,uttara,2197,0,85,5,67,89,9,55,2,44,32,38,89,0,0
SN,AH,uttara,2198,0,85,5,65,91,9,55,2,44,32,37,90,0,0
SN,AH,uttara,2199,0,85,5,64,91,9,55,2,44,32,37,91,0,0
SN,AH,uttara,2200,0,84,5,64,92,9,55,2,45,31,36,92,0,0
SN,AH,uttara,2201,0,85,5,65,93,9,55,1,44,30,36,92,0,0
SN,AH,uttara,2202,0,83,5,62,93,8,56,1,45,30,36,91,0,0
SN,AH,uttara,2203,0,81,4,62,92,8,57,1,47,31,36,91,0,0
SN,AH,uttara,2204,0,81,4,62,93,8,57,1,47,30,37,90,0,0
SN,AH,uttara,2205,0,81,4,63,92,8,56,1,49,31,36,91,0,0
SN,AH,uttara,2206,0,80,4,62,91,8,56,1,48,31,36,90,0,0
SN,AH,uttara,2207,0,79,5,63,92,8,55,1,46,32,36,92,0,0
SN,AH,uttara,2208,0,75,5,62,92,7,55,1,44,32,35,90,0,0
SN,AH,uttara,2209,0,74,5,64,92,7,55,1,44,33,35,90,0,0
SN,AH,uttara,2210,0,73,5,64,91,7,55,1,44,32,34,89,0,0
SN,AH,uttara,2211,0,73,5,66,91,7,55,1,42,33,34,90,0,0
SN,AH,uttara,2212,0,73,5,65,91,7,55,1,41,34,34,93,0,0
SN,AH,uttara,2213,0,73,5,64,91,7,55,1,41,35,34,95,0,0
SN,AH,uttara,2214,0,69,5,61,93,6,56,1,41,36,33,97,0,0
SN,AH,uttara,2215,0,68,6,60,92,6,55,2,43,36,34,97,0,0
SN,AH,uttara,2216,0,67,6,60,90,6,56,2,43,38,36,94,0,0
SN,AH,uttara,2217,0,67,6,60,89,6,56,3,44,38,36,94,0,0
SN,AH,uttara,2218,0,67,6,61,88,6,56,4,44,39,34,95,0,0
SN,AH,uttara,2219,0,68,6,61,87,6,55,4,44,40,34,95,0,0
SN,AH,uttara,2220,0,69,6,61,87,6,54,4,43,42,35,94,0,0
SN,AH,uttara,2221,0,72,6,62,86,6,53,4,47,41,34,97,0,0
SN,AH,uttara,2222,0,69,7,63,86,5,53,4,47,40,32,99,0,0
SN,AH,uttara,2223,0,69,7,67,87,5,53,4,47,40,32,99,0,0
SN,AH,uttara,2224,0,71,7,66,86,6,52,5,47,41,32,98,0,0
SN,AH,uttara,2225,0,75,7,66,86,6,51,6,47,41,32,99,0,0
SN,AH,uttara,2226,0,78,7,66,85,6,52,6,46,41,32,97,0,0
SN,AH,uttara,2227,0,79,6,68,84,7,52,7,48,41,32,100,0,0
SN,AH,uttara,2228,0,79,6,68,84,7,52,8,49,41,32,99,0,0
SN,AH,uttara,2229,0,81,6,71,86,7,52,10,54,42,33,104,0,0
SN,AH,uttara,2230,0,80,6,70,86,7,52,10,57,42,33,104,0,0
SN,AH,uttara,2231,0,80,6,74,88,8,51,10,57,45,34,108,0,0
SN,AH,uttara,2232,0,81,6,75,86,9,50,10,57,45,32,110,0,0
SN,AH,uttara,2233,0,82,6,79,85,10,49,10,57,46,30,112,0,0
SN,AH,uttara,2234,0,82,6,78,86,9,50,10,56,47,28,110,0,0
SN,AH,uttara,2235,0,81,6,81,85,10,49,13,57,48,30,113,0,0
SN,AH,uttara,2236,0,82,6,81,84,10,49,13,59,47,31,112,0,0
SN,AH,uttara,2237,0,83,7,83,84,10,48,13,58,47,33,115,0,0
SN,AH,uttara,2238,0,83,7,83,83,10,48,13,59,47,33,117,0,0
SN,AH,uttara,2239,0,86,7,84,83,11,47,13,61,48,35,120,0,0
SN,AH,uttara,2240,0,86,8,83,84,11,46,13,61,48,37,119,0,0
SN,AH,uttara,2241,0,84,8,86,85,11,45,13,62,49,38,119,1,0
SN,AH,uttara,2242,0,85,9,86,83,11,44,13,62,50,38,121,1,0
SN,AH,uttara,2243,0,87,9,92,83,11,43,13,61,50,38,120,2,0
SN,AH,uttara,2244,0,89,9,92,83,11,42,13,63,50,37,120,2,0
SN,AH,uttara,2245,0,92,8,91,84,11,43,13,62,50,38,118,2,0
SN,AH,uttara,2246,0,93,8,89,84,11,43,14,62,50,38,116,3,0
SN,AH,uttara,2247,0,95,8,90,83,11,42,14,64,51,37,117,3,0
SN,AH,uttara,2248,0,96,8,89,82,10,42,14,63,50,37,116,3,0
SN,AH,uttara,2249,0,96,8,89,81,10,41,15,63,50,38,116,4,0
SN,AH,uttara,2250,0,97,8,89,81,10,41,15,62,49,38,115,4,0
SN,AH,uttara,2251,0,101,8,89,82,10,40,17,61,51,39,115,5,0
SN,AH,uttara,2252,0,103,8,88,83,10,39,17,62,50,40,115,6,0
SN,AH,uttara,2253,0,102,8,89,83,10,39,17,61,52,40,116,6,0
SN,AH,uttara,2254,0,103,9,90,83,9,39,16,61,51,40,113,6,0
SN,AH,uttara,2255,0,103,9,90,84,9,39,16,61,52,40,113,6,0
SN,AH,uttara,2256,0,101,8,92,84,9,40,16,60,54,39,115,6,0
SN,AH,uttara,2257,0,101,8,92,85,9,39,16,61,54,39,117,6,0
SN,AH,uttara,2258,0,100,8,92,85,9,39,16,62,53,39,118,6,0
SN,AH,uttara,2259,0,99,8,91,86,9,39,16,62,53,39,119,6,0
SN,AH,uttara,2260,0,96,8,91,85,9,39,16,61,52,41,115,6,0
SN,AH,uttara,2261,0,96,8,91,86,9,39,16,59,52,41,116,6,0
SN,AH,uttara,2262,0,96,8,90,86,8,40,16,56,52,41,115,6,0
SN,AH,uttara,2263,0,95,8,90,86,8,40,16,57,52,41,116,6,0
SN,AH,uttara,2264,0,97,8,89,86,8,40,16,57,53,41,114,6,0
SN,AH,uttara,2265,0,97,8,88,88,8,39,16,58,55,40,113,6,0
SN,AH,uttara,2266,0,97,9,86,87,7,39,16,58,53,42,111,6,0
SN,AH,uttara,2267,0,95,9,86,86,7,39,17,61,53,42,111,6,0
SN,AH,uttara,2268,0,96,9,86,86,7,39,17,58,53,42,110,6,0
SN,AH,uttara,2269,0,96,9,86,86,8,38,20,62,52,42,112,6,0
SN,AH,uttara,2270,0,95,9,85,86,8,37,20,62,52,42,114,6,1
SN,AH,uttara,2271,0,97,9,86,85,8,37,20,61,51,43,113,6,1
SN,AH,uttara,2272,0,96,9,83,87,8,38,20,60,51,44,112,6,1
SN,AH,uttara,2273,0,96,9,84,84,8,37,21,61,51,45,114,6,1
SN,AH,uttara,2274,0,95,9,85,84,8,37,21,61,51,47,112,6,1
SN,AH,uttara,2275,0,95,9,85,84,8,37,21,60,51,47,113,6,1
SN,AH,uttara,2276,0,95,9,84,84,8,37,21,60,51,48,113,6,1
SN,AH,uttara,2277,0,96,9,85,84,8,36,21,60,50,47,116,6,1
SN,AH,uttara,2278,0,96,9,85,84,8,36,21,60,50,47,116,6,1
SN,AH,uttara,2279,0,96,9,87,82,8,35,21,62,50,46,118,6,1
SN,AH,uttara,2280,0,97,9,86,82,8,36,21,60,50,46,117,6,1
SN,AH,uttara,2281,0,98,9,86,85,8,36,21,60,50,47,117,6,1
SN,AH,uttara,2282,0,100,8,85,84,8,37,21,61,49,48,114,6,1
SN,AH,uttara,2283,0,101,8,85,85,8,38,21,62,49,48,116,6,1
SN,AH,uttara,2284,0,103,7,83,85,8,39,21,63,48,48,114,6,1
SN,AH,uttara,2285,0,104,8,85,86,8,38,21,63,48,49,114,6,1
SN,AH,uttara,2286,0,103,8,83,87,8,38,21,64,48,50,112,6,1
SN,AH,uttara,2287,0,105,8,82,88,8,38,21,64,47,50,109,6,1
SN,AH,uttara,2288,0,104,8,82,88,8,38,21,65,46,51,107,6,1
SN,AH,uttara,2289,0,104,8,82,87,8,38,21,65,46,53,104,6,1
SN,AH,uttara,2290,0,104,8,83,88,8,38,20,64,46,52,104,6,1
SN,AH,uttara,2291,0,106,8,83,89,8,38,20,64,43,50,105,6,1
SN,AH,uttara,2292,0,106,8,83,89,8,38,19,64,44,49,105,6,1
SN,AH,uttara,2293,0,107,8,82,91,8,38,18,63,43,49,105,6,1
SN,AH,uttara,2294,0,105,8,81,92,8,39,18,63,42,49,107,6,1
SN,AH,uttara,2295,0,105,8,81,92,8,40,18,63,40,49,107,6,1
SN,AH,uttara,2296,0,103,8,80,94,8,41,18,59,40,49,104,6,1
SN,AH,uttara,2297,0,103,7,78,94,8,42,18,59,40,49,104,6,1
SN,AH,uttara,2298,0,103,7,74,93,8,42,18,61,40,47,104,6,1
SN,AH,uttara,2299,0,103,7,77,94,7,42,17,62,41,47,109,6,1
SN,AH,uttara,2300,0,99,7,78,94,7,43,16,61,41,47,108,6,1
SN,AH,uttara,2301,0,99,7,77,95,7,43,16,61,41,47,106,6,1
SN,AH,uttara,2302,0,96,7,77,96,6,44,15,59,41,48,102,6,1
SN,AH,uttara,2303,0,95,7,77,95,6,44,14,60,42,48,102,6,1
SN,AH,uttara,2304,0,93,7,73,92,6,44,12,56,41,47,98,6,1
SN,AH,uttara,2305,0,95,7,75,91,6,43,12,54,41,47,99,6,1
SN,AH,uttara,2306,0,94,7,72,89,5,44,12,54,38,46,95,6,1
SN,AH,uttara,2307,0,95,7,74,89,4,44,12,55,38,46,94,6,1
SN,AH,uttara,2308,0,94,7,70,89,3,45,12,55,38,47,93,6,1
SN,AH,uttara,2309,0,94,7,70,88,3,45,12,56,36,47,94,6,1
SN,AH,uttara,2310,0,95,8,68,88,2,45,9,55,35,46,90,6,1
SN,AH,uttara,2311,0,96,8,68,88,2,45,9,54,35,46,89,6,1
SN,AH,uttara,2312,0,95,7,67,88,2,46,9,55,34,44,86,6,1
SN,AH,uttara,2313,0,94,7,66,90,2,46,9,55,34,44,84,6,1
SN,AH,uttara,2314,0,92,7,63,89,1,47,9,55,34,42,80,6,1
SN,AH,uttara,2315,0,92,6,62,89,1,48,9,56,34,40,81,6,1
SN,AH,uttara,2316,0,92,6,59,88,1,49,9,55,33,39,83,5,1
SN,AH,uttara,2317,0,92,5,58,88,1,49,9,56,33,40,83,5,1
SN,AH,uttara,2318,0,90,5,52,88,1,50,9,56,34,40,84,4,1
SN,AH,uttara,2319,0,87,5,53,87,1,50,9,55,35,42,85,4,1
SN,AH,uttara,2320,0,85,5,53,86,1,50,9,55,35,41,88,4,1
SN,AH,uttara,2321,0,87,5,54,87,1,51,8,53,35,40,87,3,1
SN,AH,uttara,2322,0,85,5,53,87,1,52,8,52,33,42,86,3,1
SN,AH,uttara,2323,0,87,5,57,87,1,52,8,57,36,41,91,3,1
SN,AH,uttara,2324,0,89,6,56,89,1,52,7,56,36,40,90,2,1
SN,AH,uttara,2325,0,92,6,57,90,1,53,7,56,37,40,91,2,1
SN,AH,uttara,2326,0,89,6,58,89,1,54,5,56,35,38,91,1,1
SN,AH,uttara,2327,0,87,6,59,87,1,54,5,57,36,37,93,0,1
SN,AH,uttara,2328,0,87,6,59,87,1,54,6,58,34,37,91,0,1
SN,AH,uttara,2329,0,88,5,58,87,1,55,6,58,33,38,89,0,1
SN,AH,uttara,2330,0,89,5,59,86,1,55,6,58,32,38,87,0,1
SN,AH,uttara,2331,0,91,5,58,86,1,55,6,58,30,38,86,0,1
SN,AH,uttara,2332,0,92,5,56,85,1,56,6,57,30,38,85,0,1
SN,AH,uttara,2333,0,93,5,57,84,1,55,7,57,33,37,84,0,1
SN,AH,uttara,2334,0,94,5,57,84,1,55,7,57,33,38,82,0,1
SN,AH,uttara,2335,0,93,5,59,85,1,55,7,58,32,36,82,0,1
SN,AH,uttara,2336,0,93,5,61,84,1,55,7,59,31,36,81,0,1
SN,AH,uttara,2337,0,94,5,65,83,1,55,7,61,31,36,83,0,1
SN,AH,uttara,2338,0,95,5,66,83,1,55,7,60,32,34,82,0,1
SN,AH,uttara,2339,0,94,5,67,85,1,55,7,59,30,34,83,0,1
SN,AH,uttara,2340,0,95,5,67,83,1,56,7,58,28,35,84,0,1
SN,AH,uttara,2341,0,94,4,68,84,1,57,7,57,29,33,85,0,1
SN,AH,uttara,2342,0,96,4,67,85,1,57,6,54,29,34,85,0,1
SN,AH,uttara,2343,0,97,4,65,85,1,57,6,54,28,35,89,0,1
SN,AH,uttara,2344,0,98,4,64,86,0,58,3,50,28,35,87,0,1
SN,AH,uttara,2345,0,100,4,64,86,0,59,3,50,28,35,85,0,0
SN,AH,uttara,2346,0,99,5,65,86,0,58,3,51,28,34,85,0,0
SN,AH,uttara,2347,0,101,5,67,86,0,58,3,51,30,33,88,0,0
SN,AH,uttara,2348,0,101,5,67,87,0,59,2,50,31,32,86,0,0
SN,AH,uttara,2349,0,100,5,66,88,0,59,2,51,32,31,86,0,0
SN,AH,uttara,2350,0,101,5,67,87,0,59,2,51,32,32,84,0,0
SN,AH,uttara,2351,0,101,5,68,86,0,59,2,51,32,31,85,0,0
SN,AH,uttara,2352,0,100,5,69,86,0,60,2,50,32,31,83,0,0
SN,AH,uttara,2353,0,103,5,70,89,0,60,2,49,31,31,86,0,0
SN,AH,uttara,2354,0,104,5,69,91,0,61,2,47,31,31,83,0,0
SN,AH,uttara,2355,0,105,5,69,91,0,60,3,48,31,30,84,0,0
SN,AH,uttara,2356,0,106,5,70,90,0,60,3,48,31,29,84,0,0
SN,AH,uttara,2357,0,105,5,70,90,0,59,3,48,32,28,88,0,0
SN,AH,uttara,2358,0,104,5,70,90,0,59,3,48,32,29,88,0,0
SN,AH,uttara,2359,0,104,5,71,90,0,59,3,47,32,29,88,0,0
SN,AH,uttara,2360,0,105,4,70,91,0,60,3,47,32,28,88,0,0
SN,AH,uttara,2361,0,106,4,71,90,0,60,3,47,31,27,89,0,0
SN,AH,uttara,2362,0,105,4,71,88,0,60,3,48,32,27,90,0,0
SN,AH,uttara,2363,0,105,4,71,87,0,59,3,49,33,26,93,0,0
SN,AH,uttara,2364,0,107,4,70,87,0,59,3,49,32,25,94,0,0
SN,AH,uttara,2365,0,108,3,69,87,0,59,3,49,33,25,96,0,0
SN,AH,uttara,2366,0,107,3,69,87,0,59,3,50,33,25,96,0,0
SN,AH,uttara,2367,0,106,3,69,87,0,59,3,49,32,26,98,0,0
SN,AH,uttara,2368,0,104,3,70,87,0,59,3,50,32,26,98,0,0
SN,AH,uttara,2369,0,105,3,70,87,0,58,3,52,33,26,97,0,0
SN,AH,uttara,2370,0,104,3,71,87,0,58,3,52,33,26,97,0,0
SN,AH,uttara,2371,0,105,3,71,86,0,58,3,52,32,26,98,0,0
SN,AH,uttara,2372,0,105,3,71,85,0,58,3,52,31,26,95,0,0
SN,AH,uttara,2373,0,105,3,72,85,0,58,3,51,31,26,95,0,0
SN,AH,uttara,2374,0,104,3,69,86,0,59,3,51,29,26,89,0,0
SN,AH,uttara,2375,0,104,3,68,87,0,59,3,51,29,26,89,0,0
SN,AH,uttara,2376,0,102,3,67,87,0,59,4,51,29,26,91,0,0
SN,AH,uttara,2377,0,103,3,66,88,0,59,4,51,29,25,91,0,0
SN,AH,uttara,2378,0,102,3,68,88,0,59,4,50,29,25,91,0,0
SN,AH,uttara,2379,0,101,3,69,89,0,59,4,50,29,25,90,0,0
SN,AH,uttara,2380,0,99,4,68,91,0,59,4,49,30,24,89,0,0
SN,AH,uttara,2381,0,101,4,67,92,0,59,4,48,30,24,88,0,0
SN,AH,uttara,2382,0,100,4,64,93,0,60,4,48,30,24,88,0,0
SN,AH,uttara,2383,0,99,4,64,93,0,60,4,49,29,23,90,0,0
SN,AH,uttara,2384,0,100,4,64,93,0,60,4,48,29,24,89,0,0
SN,AH,uttara,2385,0,101,3,64,94,1,60,4,48,30,25,90,0,0
SN,AH,uttara,2386,0,100,3,66,94,1,60,4,48,30,24,90,0,0
SN,AH,uttara,2387,0,99,3,65,95,1,60,4,47,30,24,92,0,0
SN,AH,uttara,2388,0,99,3,64,95,1,60,4,47,31,25,91,0,0
SN,AH,uttara,2389,0,99,3,65,94,1,59,5,46,30,25,95,0,0
SN,AH,uttara,2390,0,100,3,65,93,1,59,5,45,29,26,96,0,0
SN,AH,uttara,2391,0,100,3,66,91,1,58,5,48,29,26,97,0,0
SN,AH,uttara,2392,0,101,3,66,91,1,59,5,47,29,25,95,0,0
SN,AH,uttara,2393,0,101,3,66,90,1,58,5,50,30,25,95,0,0
SN,AH,uttara,2394,0,100,3,66,92,1,59,5,49,29,24,94,0,0
SN,AH,uttara,2395,0,102,3,67,92,2,58,5,50,30,27,91,0,0
SN,AH,uttara,2396,0,100,3,67,92,2,58,5,50,31,27,92,0,0
SN,AH,uttara,2397,0,100,3,68,92,3,57,5,50,34,27,93,0,0
SN,AH,uttara,2398,0,97,3,64,92,3,58,5,45,32,26,89,0,0
SN,AH,uttara,2399,0,97,2,66,92,4,58,5,47,31,27,90,0,0
SN,AH,uttara,2400,0,93,2,66,91,4,58,5,46,30,26,90,0,0
SN,AH,uttara,2401,0,94,2,65,91,5,57,5,48,32,28,89,0,0
SN,AH,uttara,2402,0,94,2,66,92,5,58,5,46,31,29,86,0,0
SN,AH,uttara,2403,0,96,2,64,92,5,58,4,46,31,29,87,0,0
SN,AH,uttara,2404,0,96,2,63,92,5,58,4,47,31,28,88,0,0
SN,AH,uttara,2405,0,94,2,62,92,5,58,4,47,32,28,90,0,0
SN,AH,uttara,2406,0,94,2,62,92,5,58,4,47,32,29,89,0,0
SN,AH,uttara,2407,0,95,2,62,91,5,58,4,47,32,30,88,0,0
SN,AH,uttara,2408,0,93,2,63,93,5,59,3,47,29,30,88,0,0
SN,AH,uttara,2409,0,94,2,64,92,6,58,3,47,30,31,90,0,0
SN,AH,uttara,2410,0,96,2,62,91,6,58,3,47,31,31,90,0,0
SN,AH,uttara,2411,0,100,2,63,92,6,58,3,49,32,31,92,0,0
SN,AH,uttara,2412,0,99,2,59,93,6,58,3,47,32,30,91,0,0
SN,AH,uttara,2413,0,101,2,59,92,7,57,4,48,31,31,93,0,0
SN,AH,uttara,2414,0,102,2,59,91,7,57,4,49,31,31,92,0,0
SN,AH,uttara,2415,0,102,2,60,91,7,57,4,49,32,30,91,0,0
SN,AH,uttara,2416,0,101,3,60,91,7,56,4,50,31,31,91,0,0
SN,AH,uttara,2417,0,100,3,61,90,7,55,4,53,31,32,91,0,0
SN,AH,uttara,2418,0,99,3,62,90,7,56,4,54,31,31,88,0,0
SN,AH,uttara,2419,0,100,3,64,89,8,55,4,54,31,31,91,0,0
SN,AH,uttara,2420,0,98,3,64,91,8,55,4,55,31,31,90,0,0
SN,AH,uttara,2421,0,97,2,64,91,8,56,4,55,31,32,90,0,0
SN,AH,uttara,2422,0,94,2,64,90,8,56,4,55,29,33,87,0,0
SN,AH,uttara,2423,0,94,2,63,89,8,55,4,57,29,35,88,0,0
SN,AH,uttara,2424,0,94,2,63,89,8,55,4,57,29,35,88,0,0
SN,AH,uttara,2425,0,98,2,62,92,8,54,4,59,29,37,91,0,0
SN,AH,uttara,2426,0,97,3,62,91,8,53,4,59,31,40,90,0,0
SN,AH,uttara,2427,0,98,3,61,90,8,52,4,60,35,40,90,0,0
SN,AH,uttara,2428,0,96,3,60,88,8,52,4,59,36,41,86,0,0
SN,AH,uttara,2429,0,94,3,60,88,8,52,4,61,36,41,86,0,0
SN,AH,uttara,2430,0,94,3,61,89,8,53,3,60,35,41,84,0,0
SN,AH,uttara,2431,0,94,3,63,87,9,52,3,61,35,42,87,0,0
SN,AH,uttara,2432,0,94,3,63,87,9,53,3,61,34,42,85,0,0
SN,AH,uttara,2433,0,95,3,65,88,9,53,3,63,35,41,87,0,0
SN,AH,uttara,2434,0,93,3,65,89,9,53,3,63,35,43,86,0,0
SN,AH,uttara,2435,0,93,3,65,90,10,52,3,64,35,44,88,0,0
SN,AH,uttara,2436,0,93,3,64,90,10,52,3,64,35,45,88,0,0
SN,AH,uttara,2437,0,93,3,64,91,10,52,3,63,34,45,89,0,0
SN,AH,uttara,2438,0,95,3,62,92,10,53,3,61,34,46,86,0,0
SN,AH,uttara,2439,0,94,3,62,93,10,53,3,62,35,45,85,0,0
SN,AH,uttara,2440,0,94,3,63,93,10,54,3,61,34,46,82,0,0
SN,AH,uttara,2441,0,94,3,63,93,10,54,3,61,34,47,81,0,0
SN,AH,uttara,2442,0,94,3,63,93,10,54,3,62,34,46,81,0,0
SN,AH,uttara,2443,0,94,3,62,92,10,53,4,63,35,46,83,0,0
SN,AH,uttara,2444,0,92,3,62,93,10,54,4,62,35,46,82,0,0
SN,AH,uttara,2445,0,91,3,61,92,10,53,5,64,36,46,84,0,0
SN,AH,uttara,2446,0,89,3,64,92,10,53,5,65,36,46,82,0,0
SN,AH,uttara,2447,0,90,3,66,92,10,52,6,66,37,46,84,0,0
SN,AH,uttara,2448,0,89,4,66,92,10,51,6,66,36,46,86,0,0
SN,AH,uttara,2449,0,91,4,66,90,10,50,6,65,38,47,87,0,0
SN,AH,uttara,2450,0,90,4,67,89,10,50,6,66,38,47,87,0,0
SN,AH,uttara,2451,0,90,4,67,89,10,50,5,66,38,47,88,0,0
SN,AH,uttara,2452,0,90,4,67,88,10,50,5,66,38,47,89,0,0
SN,AH,uttara,2453,0,93,4,66,87,10,49,5,65,37,47,93,0,0
SN,AH,uttara,2454,0,94,4,65,87,10,49,5,65,37,47,93,0,0
SN,AH,uttara,2455,0,95,3,64,85,10,49,5,68,38,47,94,0,0
SN,AH,uttara,2456,0,94,3,66,84,10,49,5,67,38,47,95,0,0
SN,AH,uttara,2457,0,94,3,68,84,10,49,5,66,38,47,94,0,0
SN,AH,uttara,2458,0,95,3,68,84,10,49,5,65,38,47,94,0,0
SN,AH,uttara,2459,0,93,3,70,84,10,49,5,65,39,46,96,0,0
SN,AH,uttara,2460,0,92,4,70,84,9,49,5,64,39,44,97,0,0
SN,AH,uttara,2461,0,91,4,68,86,9,49,5,63,39,44,99,0,0
SN,AH,uttara,2462,0,93,4,68,85,9,49,5,64,39,44,97,0,0
SN,AH,uttara,2463,0,95,4,69,83,9,48,5,65,38,43,100,0,0
SN,AH,uttara,2464,0,94,4,69,84,9,49,4,65,39,43,97,0,0
SN,AH,uttara,2465,0,96,4,71,84,10,48,4,67,39,44,95,0,0
SN,AH,uttara,2466,0,97,4,70,86,10,49,4,64,39,44,93,0,0
SN,AH,uttara,2467,0,96,4,69,86,10,49,4,65,38,45,94,0,0
SN,AH,uttara,2468,0,95,4,71,87,10,50,4,62,36,46,93,0,0
SN,AH,uttara,2469,0,96,4,70,86,10,50,4,61,36,45,96,0,0
SN,AH,uttara,2470,0,94,4,70,87,9,51,4,60,35,43,96,0,0
SN,AH,uttara,2471,0,95,4,69,87,9,50,4,61,35,44,97,0,0
SN,AH,uttara,2472,0,94,4,68,87,8,51,4,61,32,43,98,0,0
SN,AH,uttara,2473,0,94,4,68,86,8,50,5,64,31,44,98,0,0
SN,AH,uttara,2474,0,94,4,66,85,7,51,5,62,32,43,98,0,0
SN,AH,uttara,2475,0,95,4,65,85,7,50,5,64,33,43,98,0,0
SN,AH,uttara,2476,0,94,4,65,86,6,51,5,62,32,41,98,0,0
SN,AH,uttara,2477,0,95,4,65,87,6,51,5,62,32,40,97,0,0
SN,AH,uttara,2478,0,94,4,66,87,6,51,5,61,33,41,96,0,0
SN,AH,uttara,2479,0,94,4,67,87,6,51,5,60,34,41,95,0,0
SN,AH,uttara,2480,0,97,4,66,87,6,51,5,60,33,42,93,0,0
SN,AH,uttara,2481,0,98,4,68,87,6,51,5,63,34,41,95,0,0
SN,AH,uttara,2482,0,97,4,68,87,6,51,5,63,35,40,96,0,0
SN,AH,uttara,2483,0,98,4,68,85,6,50,5,64,35,41,98,0,0
SN,AH,uttara,2484,0,97,4,67,85,5,51,5,64,34,40,97,0,0
SN,AH,uttara,2485,0,98,4,67,85,5,51,5,63,33,41,97,0,0
SN,AH,uttara,2486,0,94,4,64,84,5,51,5,61,34,40,96,0,0
SN,AH,uttara,2487,0,93,4,65,83,5,50,6,62,34,41,97,0,0
SN,AH,uttara,2488,0,90,4,64,84,4,51,5,62,34,40,97,0,0
SN,AH,uttara,2489,1,90,4,65,84,4,50,6,62,34,40,100,0,0
SN,AH,uttara,2490,1,89,5,63,84,4,49,6,63,33,41,102,0,0
SN,AH,uttara,2491,1,89,4,62,84,4,50,6,64,34,40,102,0,0
SN,AH,uttara,2492,1,89,4,62,87,4,51,6,61,34,38,101,0,0
SN,AH,uttara,2493,1,88,4,61,89,4,51,6,60,34,39,101,0,0
SN,AH,uttara,2494,1,86,4,59,89,3,52,6,61,34,38,100,0,0
SN,AH,uttara,2495,1,87,4,59,86,3,51,6,63,34,38,103,0,0
SN,AH,uttara,2496,1,88,4,57,87,3,51,6,63,34,37,104,0,0
SN,AH,uttara,2497,1,89,4,57,86,3,50,6,65,34,36,106,0,0
SN,AH,uttara,2498,1,90,4,58,87,3,51,6,63,33,34,105,0,0
SN,AH,uttara,2499,1,90,4,59,86,3,51,6,63,32,33,107,0,0
SN,AH,uttara,2500,1,88,4,58,83,3,52,6,61,32,30,105,0,0
SN,AH,uttara,2501,1,89,3,59,84,3,53,6,61,30,27,105,0,0
SN,AH,uttara,2502,1,88,3,59,85,3,54,6,60,26,27,106,0,0
SN,AH,uttara,2503,1,88,3,61,84,3,53,6,61,26,26,108,0,0
SN,AH,uttara,2504,1,89,3,61,84,3,53,6,60,26,26,108,0,0
SN,AH,uttara,2505,1,87,3,61,83,3,52,6,61,27,26,112,0,0
SN,AH,uttara,2506,1,87,3,59,85,2,53,6,60,27,25,109,0,0
SN,AH,uttara,2507,1,88,3,60,85,2,52,6,60,28,26,108,0,0
SN,AH,uttara,2508,1,89,3,58,84,2,52,6,57,27,26,106,0,0
SN,AH,uttara,2509,1,91,3,57,82,2,51,7,58,27,24,110,0,0
SN,AH,uttara,2510,1,90,3,57,81,1,52,7,57,28,23,108,0,0
SN,AH,uttara,2511,1,89,3,57,81,1,52,7,57,29,23,108,0,0
SN,AH,uttara,2512,1,90,3,56,82,1,52,7,57,29,24,106,0,0
SN,AH,uttara,2513,1,88,3,57,82,1,51,8,58,28,23,110,0,0
SN,AH,uttara,2514,1,89,3,58,81,1,51,8,57,27,23,111,0,0
SN,AH,uttara,2515,1,88,3,58,82,1,50,8,58,27,23,113,0,0
SN,AH,uttara,2516,1,89,3,58,82,1,50,8,56,27,23,114,0,0
SN,AH,uttara,2517,1,90,3,58,83,1,50,8,55,27,23,113,0,0
SN,AH,uttara,2518,1,91,3,58,83,1,51,7,55,26,23,111,0,0
SN,AH,uttara,2519,1,92,3,59,81,1,50,7,55,26,23,114,0,0
SN,AH,uttara,2520,1,92,3,61,83,1,51,6,53,25,22,112,0,0
SN,AH,uttara,2521,1,94,3,59,83,1,51,6,52,25,22,113,0,0
SN,AH,uttara,2522,1,96,3,57,84,1,52,5,51,24,22,112,0,0
SN,AH,uttara,2523,1,97,2,57,84,1,53,5,51,24,23,110,0,0
SN,AH,uttara,2524,1,95,2,57,85,1,54,5,52,22,22,110,0,0
SN,AH,uttara,2525,1,96,2,58,85,1,54,5,51,22,22,109,0,0
SN,AH,uttara,2526,1,95,2,58,85,1,54,5,52,22,23,108,0,0
SN,AH,uttara,2527,1,96,2,61,87,1,54,5,53,22,23,109,0,0
SN,AH,uttara,2528,1,94,2,62,87,1,55,5,53,22,24,106,0,0
SN,AH,uttara,2529,1,95,2,62,87,1,55,5,52,22,25,105,0,0
SN,AH,uttara,2530,1,95,2,62,89,1,56,5,50,21,25,103,0,0
SN,AH,uttara,2531,1,96,2,61,90,2,55,5,50,21,27,105,0,0
SN,AH,uttara,2532,1,95,2,59,90,2,55,5,51,22,27,106,0,0
SN,AH,uttara,2533,1,96,2,60,90,2,55,5,51,22,28,103,0,0
