Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,AH,chikitsa,1,7.99,5.28,19.57,0.81,0.13,0.02
SN,AH,chikitsa,2,7.94,5.31,19.56,0.8,0.13,0.02
SN,AH,chikitsa,3,7.95,5.29,19.52,0.81,0.13,0.02
SN,AH,chikitsa,4,7.95,5.28,19.52,0.81,0.13,0.02
SN,AH,chikitsa,5,7.89,5.31,19.49,0.81,0.13,0.02
SN,AH,chikitsa,6,7.91,5.25,19.39,0.81,0.13,0.02
SN,AH,chikitsa,7,7.92,5.25,19.47,0.8,0.13,0.02
SN,AH,chikitsa,8,7.95,5.23,19.49,0.79,0.13,0.03
SN,AH,chikitsa,9,7.86,5.29,19.53,0.79,0.13,0.02
SN,AH,chikitsa,10,7.85,5.31,19.56,0.79,0.13,0.02
SN,AH,chikitsa,11,7.86,5.32,19.65,0.79,0.13,0.02
SN,AH,chikitsa,12,7.83,5.35,19.65,0.8,0.13,0.02
SN,AH,chikitsa,13,7.83,5.33,19.61,0.8,0.13,0.02
SN,AH,chikitsa,14,7.79,5.37,19.65,0.8,0.13,0.02
SN,AH,chikitsa,15,7.75,5.4,19.67,0.8,0.13,0.02
SN,AH,chikitsa,16,7.74,5.41,19.65,0.8,0.13,0.02
SN,AH,chikitsa,17,7.7,5.44,19.65,0.8,0.13,0.02
SN,AH,chikitsa,18,7.76,5.4,19.65,0.8,0.13,0.02
SN,AH,chikitsa,19,7.77,5.4,19.67,0.8,0.13,0.02
SN,AH,chikitsa,20,7.87,5.33,19.65,0.8,0.13,0.02
SN,AH,chikitsa,21,7.86,5.33,19.6,0.8,0.13,0.02
SN,AH,chikitsa,22,7.85,5.24,19.27,0.81,0.13,0.02
SN,AH,chikitsa,23,7.88,5.21,19.23,0.81,0.13,0.02
SN,AH,chikitsa,24,7.95,5.11,19.08,0.8,0.13,0.02
SN,AH,chikitsa,25,7.89,5.15,19.09,0.81,0.13,0.02
SN,AH,chikitsa,26,7.91,5.13,19.08,0.81,0.13,0.02
SN,AH,chikitsa,27,7.9,5.15,19.05,0.81,0.13,0.02
SN,AH,chikitsa,28,7.91,5.12,19.01,0.81,0.13,0.02
SN,AH,chikitsa,29,7.91,5.12,19.03,0.81,0.13,0.02
SN,AH,chikitsa,30,7.83,5.15,19.03,0.81,0.13,0.02
SN,AH,chikitsa,31,7.75,5.24,19.12,0.8,0.13,0.02
SN,AH,chikitsa,32,7.78,5.21,19.11,0.8,0.13,0.02
SN,AH,chikitsa,33,7.87,5.16,19.19,0.8,0.13,0.02
SN,AH,chikitsa,34,7.91,5.12,19.15,0.8,0.13,0.02
SN,AH,chikitsa,35,7.97,5.07,19.13,0.8,0.13,0.02
SN,AH,chikitsa,36,8.08,5.0,19.13,0.81,0.13,0.02
SN,AH,chikitsa,37,8.24,4.91,19.09,0.81,0.13,0.02
SN,AH,chikitsa,38,8.31,4.85,19.08,0.81,0.13,0.02
SN,AH,chikitsa,39,8.25,4.89,19.09,0.81,0.13,0.02
SN,AH,chikitsa,40,8.24,4.85,19.01,0.81,0.13,0.02
SN,AH,chikitsa,41,8.19,4.88,18.97,0.81,0.13,0.02
SN,AH,chikitsa,42,8.14,4.91,18.95,0.81,0.13,0.02
SN,AH,chikitsa,43,8.12,4.96,19.08,0.81,0.13,0.02
SN,AH,chikitsa,44,8.2,4.88,18.97,0.81,0.13,0.02
SN,AH,chikitsa,45,8.18,4.88,18.96,0.81,0.13,0.02
SN,AH,chikitsa,46,8.3,4.83,18.95,0.82,0.13,0.02
SN,AH,chikitsa,47,8.37,4.8,18.92,0.82,0.13,0.02
SN,AH,chikitsa,48,8.51,4.69,18.79,0.82,0.13,0.03
SN,AH,chikitsa,49,8.64,4.63,18.76,0.82,0.13,0.03
SN,AH,chikitsa,50,8.65,4.61,18.75,0.82,0.13,0.03
SN,AH,chikitsa,51,8.8,4.53,18.72,0.83,0.13,0.03
SN,AH,chikitsa,52,8.9,4.48,18.71,0.83,0.13,0.03
SN,AH,chikitsa,53,8.85,4.52,18.8,0.83,0.13,0.03
SN,AH,chikitsa,54,8.93,4.48,18.77,0.82,0.13,0.04
SN,AH,chikitsa,55,9.01,4.43,18.75,0.83,0.13,0.04
SN,AH,chikitsa,56,8.98,4.43,18.75,0.83,0.13,0.04
SN,AH,chikitsa,57,8.98,4.43,18.76,0.83,0.13,0.04
SN,AH,chikitsa,58,8.95,4.43,18.73,0.83,0.13,0.04
SN,AH,chikitsa,59,8.96,4.43,18.72,0.83,0.13,0.04
SN,AH,chikitsa,60,9.05,4.39,18.72,0.83,0.13,0.04
SN,AH,chikitsa,61,9.09,4.37,18.75,0.83,0.13,0.04
SN,AH,chikitsa,62,9.03,4.37,18.67,0.83,0.13,0.04
SN,AH,chikitsa,63,8.95,4.45,18.83,0.83,0.13,0.04
SN,AH,chikitsa,64,9.07,4.4,18.84,0.83,0.13,0.04
SN,AH,chikitsa,65,8.99,4.52,19.11,0.82,0.13,0.04
SN,AH,chikitsa,66,8.91,4.53,18.99,0.83,0.13,0.04
SN,AH,chikitsa,67,8.83,4.59,19.03,0.82,0.13,0.04
SN,AH,chikitsa,68,8.76,4.57,18.95,0.83,0.13,0.04
SN,AH,chikitsa,69,8.83,4.63,19.21,0.82,0.13,0.04
SN,AH,chikitsa,70,8.79,4.6,19.01,0.83,0.13,0.04
SN,AH,chikitsa,71,8.75,4.61,19.0,0.82,0.13,0.04
SN,AH,chikitsa,72,8.78,4.57,18.93,0.83,0.13,0.04
SN,AH,chikitsa,73,8.84,4.53,18.89,0.84,0.13,0.04
SN,AH,chikitsa,74,8.9,4.48,18.77,0.85,0.13,0.04
SN,AH,chikitsa,75,8.95,4.43,18.73,0.86,0.13,0.04
SN,AH,chikitsa,76,9.23,4.16,18.23,0.87,0.13,0.04
SN,AH,chikitsa,77,9.32,4.13,18.25,0.87,0.13,0.05
SN,AH,chikitsa,78,9.44,4.08,18.25,0.87,0.13,0.05
SN,AH,chikitsa,79,9.57,4.04,18.24,0.87,0.13,0.05
