Text_Type,Book,Chapter,Window,Avg Word Len,Avg Sen Len (Word),Avg Sen Len (Chr),Richness,Shannon,Avg Compound Words
SN,AH,uttara,1,7.62,5.92,20.44,0.79,0.12,0.0
SN,AH,uttara,2,7.59,5.93,20.43,0.79,0.12,0.0
SN,AH,uttara,3,7.62,5.91,20.41,0.79,0.12,0.0
SN,AH,uttara,4,7.67,5.87,20.39,0.79,0.12,0.0
SN,AH,uttara,5,7.68,5.87,20.4,0.79,0.12,0.0
SN,AH,uttara,6,7.7,5.87,20.4,0.79,0.12,0.0
SN,AH,uttara,7,7.68,6.0,20.76,0.78,0.12,0.0
SN,AH,uttara,8,7.72,5.95,20.67,0.78,0.12,0.0
SN,AH,uttara,9,7.76,6.08,21.17,0.77,0.13,0.01
SN,AH,uttara,10,7.78,6.03,21.07,0.77,0.13,0.01
SN,AH,uttara,11,7.8,6.0,21.05,0.78,0.12,0.01
SN,AH,uttara,12,7.9,5.84,20.79,0.79,0.12,0.01
SN,AH,uttara,13,7.91,5.92,21.0,0.79,0.12,0.01
SN,AH,uttara,14,7.94,5.85,20.79,0.79,0.12,0.01
SN,AH,uttara,15,7.9,6.01,21.13,0.78,0.12,0.01
SN,AH,uttara,16,7.97,5.96,21.12,0.79,0.12,0.01
SN,AH,uttara,17,8.0,6.07,21.48,0.78,0.12,0.01
SN,AH,uttara,18,8.04,5.99,21.36,0.78,0.12,0.01
SN,AH,uttara,19,7.99,6.09,21.6,0.78,0.12,0.01
SN,AH,uttara,20,7.98,6.07,21.48,0.78,0.12,0.01
SN,AH,uttara,21,7.91,6.21,21.79,0.77,0.12,0.01
SN,AH,uttara,22,7.94,6.13,21.55,0.78,0.12,0.01
SN,AH,uttara,23,7.87,6.28,21.85,0.77,0.12,0.01
SN,AH,uttara,24,7.96,6.2,21.84,0.77,0.13,0.01
SN,AH,uttara,25,7.98,6.19,21.84,0.77,0.13,0.01
SN,AH,uttara,26,7.95,6.15,21.64,0.77,0.13,0.01
SN,AH,uttara,27,7.97,6.17,21.8,0.77,0.12,0.01
SN,AH,uttara,28,7.94,6.21,21.8,0.77,0.12,0.01
SN,AH,uttara,29,7.88,6.25,21.84,0.77,0.12,0.01
SN,AH,uttara,30,7.88,6.25,21.83,0.77,0.12,0.01
SN,AH,uttara,31,7.85,6.31,21.93,0.77,0.12,0.01
SN,AH,uttara,32,7.87,6.27,21.85,0.77,0.12,0.01
SN,AH,uttara,33,7.86,6.28,21.88,0.77,0.12,0.01
SN,AH,uttara,34,7.91,6.27,21.88,0.77,0.12,0.01
SN,AH,uttara,35,7.89,6.29,21.95,0.77,0.12,0.01
SN,AH,uttara,36,7.86,6.32,22.0,0.77,0.12,0.01
SN,AH,uttara,37,7.8,6.41,22.13,0.77,0.12,0.01
SN,AH,uttara,38,7.78,6.4,22.04,0.77,0.12,0.01
SN,AH,uttara,39,7.76,6.48,22.27,0.76,0.12,0.01
SN,AH,uttara,40,7.82,6.39,22.13,0.76,0.13,0.01
SN,AH,uttara,41,7.88,6.4,22.35,0.76,0.13,0.01
SN,AH,uttara,42,7.91,6.35,22.24,0.76,0.13,0.02
SN,AH,uttara,43,7.92,6.35,22.23,0.75,0.13,0.02
SN,AH,uttara,44,7.92,6.36,22.24,0.75,0.13,0.02
SN,AH,uttara,45,7.98,6.31,22.23,0.75,0.13,0.02
SN,AH,uttara,46,8.0,6.24,22.08,0.75,0.13,0.02
SN,AH,uttara,47,7.98,6.25,22.09,0.75,0.13,0.02
SN,AH,uttara,48,7.93,6.29,22.09,0.75,0.13,0.02
SN,AH,uttara,49,7.92,6.33,22.21,0.75,0.13,0.02
SN,AH,uttara,50,7.98,6.29,22.24,0.75,0.13,0.02
SN,AH,uttara,51,7.93,6.33,22.27,0.75,0.13,0.02
SN,AH,uttara,52,8.0,6.28,22.28,0.76,0.13,0.02
SN,AH,uttara,53,7.97,6.29,22.28,0.76,0.13,0.02
SN,AH,uttara,54,8.0,6.17,22.03,0.76,0.13,0.02
SN,AH,uttara,55,7.99,6.16,22.01,0.76,0.13,0.02
SN,AH,uttara,56,7.94,6.12,21.77,0.76,0.13,0.02
SN,AH,uttara,57,7.96,6.13,21.8,0.76,0.13,0.02
SN,AH,uttara,58,7.96,6.08,21.69,0.76,0.13,0.02
SN,AH,uttara,59,8.01,6.05,21.69,0.76,0.13,0.02
SN,AH,uttara,60,8.01,6.05,21.69,0.75,0.13,0.02
SN,AH,uttara,61,8.0,6.23,22.17,0.74,0.13,0.02
SN,AH,uttara,62,7.96,6.25,22.19,0.74,0.13,0.02
SN,AH,uttara,63,8.0,6.23,22.2,0.74,0.13,0.02
SN,AH,uttara,64,8.07,6.16,22.17,0.73,0.13,0.03
SN,AH,uttara,65,8.13,6.17,22.43,0.73,0.13,0.03
SN,AH,uttara,66,8.09,6.2,22.41,0.74,0.13,0.03
SN,AH,uttara,67,8.02,6.27,22.44,0.74,0.13,0.02
SN,AH,uttara,68,8.09,6.17,22.29,0.74,0.13,0.03
SN,AH,uttara,69,8.11,6.16,22.31,0.74,0.13,0.03
SN,AH,uttara,70,8.11,6.12,22.21,0.74,0.13,0.03
SN,AH,uttara,71,8.12,6.16,22.36,0.74,0.13,0.03
SN,AH,uttara,72,8.11,6.16,22.36,0.74,0.13,0.03
SN,AH,uttara,73,8.12,6.15,22.36,0.74,0.13,0.03
SN,AH,uttara,74,8.18,6.03,22.11,0.74,0.13,0.03
SN,AH,uttara,75,8.3,5.95,22.07,0.74,0.13,0.03
SN,AH,uttara,76,8.34,5.87,21.83,0.74,0.13,0.03
SN,AH,uttara,77,8.36,5.85,21.84,0.74,0.13,0.03
SN,AH,uttara,78,8.3,5.91,21.88,0.74,0.13,0.03
SN,AH,uttara,79,8.31,5.91,21.91,0.74,0.13,0.03
SN,AH,uttara,80,8.31,5.89,21.85,0.74,0.13,0.03
SN,AH,uttara,81,8.29,5.89,21.81,0.74,0.13,0.03
SN,AH,uttara,82,8.3,5.79,21.45,0.74,0.13,0.03
SN,AH,uttara,83,8.28,5.81,21.51,0.74,0.13,0.03
SN,AH,uttara,84,8.28,5.67,21.0,0.75,0.13,0.03
SN,AH,uttara,85,8.15,5.84,21.36,0.75,0.13,0.03
SN,AH,uttara,86,8.05,5.91,21.39,0.75,0.13,0.03
SN,AH,uttara,87,8.01,5.99,21.53,0.74,0.13,0.03
SN,AH,uttara,88,7.98,5.93,21.33,0.75,0.13,0.03
SN,AH,uttara,89,7.94,5.99,21.48,0.75,0.13,0.03
SN,AH,uttara,90,7.97,5.84,21.15,0.75,0.13,0.03
SN,AH,uttara,91,7.89,5.89,21.17,0.75,0.13,0.02
SN,AH,uttara,92,7.82,5.81,20.8,0.76,0.13,0.03
SN,AH,uttara,93,7.76,5.88,20.84,0.76,0.13,0.02
SN,AH,uttara,94,7.83,5.76,20.6,0.76,0.13,0.03
SN,AH,uttara,95,7.83,5.87,20.95,0.76,0.13,0.03
SN,AH,uttara,96,7.92,5.71,20.64,0.77,0.13,0.03
SN,AH,uttara,97,7.96,5.71,20.75,0.77,0.13,0.03
SN,AH,uttara,98,8.06,5.53,20.44,0.77,0.13,0.03
SN,AH,uttara,99,7.93,5.71,20.81,0.76,0.13,0.02
SN,AH,uttara,100,7.98,5.67,20.8,0.77,0.13,0.03
SN,AH,uttara,101,7.95,5.73,20.99,0.76,0.13,0.03
SN,AH,uttara,102,8.01,5.64,20.84,0.76,0.13,0.03
SN,AH,uttara,103,7.99,5.69,21.05,0.76,0.13,0.03
SN,AH,uttara,104,8.08,5.63,21.01,0.76,0.13,0.03
SN,AH,uttara,105,8.2,5.53,20.99,0.76,0.13,0.03
SN,AH,uttara,106,8.24,5.47,20.88,0.77,0.13,0.03
SN,AH,uttara,107,8.3,5.44,20.96,0.77,0.13,0.03
SN,AH,uttara,108,8.4,5.37,20.93,0.76,0.13,0.03
SN,AH,uttara,109,8.37,5.44,21.15,0.76,0.13,0.03
SN,AH,uttara,110,8.39,5.43,21.09,0.76,0.13,0.03
SN,AH,uttara,111,8.43,5.39,21.08,0.77,0.13,0.03
SN,AH,uttara,112,8.53,5.28,20.96,0.78,0.13,0.04
SN,AH,uttara,113,8.56,5.29,21.07,0.78,0.13,0.04
SN,AH,uttara,114,8.68,5.16,20.83,0.78,0.13,0.04
SN,AH,uttara,115,8.63,5.23,20.93,0.78,0.13,0.04
SN,AH,uttara,116,8.52,5.23,20.72,0.79,0.13,0.04
SN,AH,uttara,117,8.5,5.23,20.72,0.79,0.13,0.03
SN,AH,uttara,118,8.61,5.16,20.71,0.79,0.13,0.04
SN,AH,uttara,119,8.66,5.16,20.84,0.79,0.13,0.04
SN,AH,uttara,120,8.59,5.2,20.84,0.79,0.13,0.03
SN,AH,uttara,121,8.54,5.24,20.84,0.79,0.13,0.03
SN,AH,uttara,122,8.63,5.19,20.81,0.79,0.13,0.03
SN,AH,uttara,123,8.68,5.2,20.92,0.79,0.13,0.04
SN,AH,uttara,124,8.67,5.17,20.79,0.79,0.13,0.04
SN,AH,uttara,125,8.64,5.2,20.77,0.79,0.13,0.03
SN,AH,uttara,126,8.78,5.12,20.73,0.79,0.13,0.04
SN,AH,uttara,127,8.71,5.16,20.73,0.79,0.13,0.04
SN,AH,uttara,128,8.82,5.09,20.69,0.79,0.13,0.04
SN,AH,uttara,129,8.85,5.08,20.69,0.79,0.13,0.04
SN,AH,uttara,130,8.86,5.08,20.71,0.78,0.13,0.04
SN,AH,uttara,131,8.93,5.04,20.69,0.79,0.13,0.04
SN,AH,uttara,132,8.95,5.0,20.67,0.78,0.13,0.04
SN,AH,uttara,133,8.93,5.01,20.67,0.78,0.13,0.04
SN,AH,uttara,134,8.93,5.0,20.65,0.79,0.13,0.04
SN,AH,uttara,135,8.96,5.08,20.99,0.78,0.13,0.04
SN,AH,uttara,136,9.08,4.87,20.49,0.79,0.13,0.05
SN,AH,uttara,137,9.04,4.89,20.52,0.78,0.13,0.05
SN,AH,uttara,138,9.05,4.89,20.51,0.78,0.13,0.05
SN,AH,uttara,139,8.97,4.93,20.49,0.78,0.13,0.05
SN,AH,uttara,140,9.0,4.85,20.27,0.78,0.13,0.05
SN,AH,uttara,141,9.05,4.83,20.27,0.78,0.13,0.05
SN,AH,uttara,142,9.01,4.84,20.24,0.78,0.13,0.05
SN,AH,uttara,143,8.8,5.04,20.6,0.75,0.14,0.04
SN,AH,uttara,144,8.86,5.0,20.59,0.76,0.14,0.05
SN,AH,uttara,145,8.82,5.11,20.93,0.75,0.14,0.04
SN,AH,uttara,146,8.93,5.01,20.77,0.75,0.14,0.05
SN,AH,uttara,147,8.99,4.97,20.76,0.75,0.14,0.05
SN,AH,uttara,148,9.01,4.96,20.75,0.75,0.14,0.05
SN,AH,uttara,149,9.0,4.96,20.75,0.75,0.14,0.05
SN,AH,uttara,150,8.88,5.03,20.75,0.75,0.13,0.05
SN,AH,uttara,151,8.79,5.17,21.19,0.76,0.13,0.04
SN,AH,uttara,152,8.77,5.2,21.19,0.76,0.13,0.04
SN,AH,uttara,153,8.73,5.23,21.17,0.76,0.13,0.04
SN,AH,uttara,154,8.63,5.29,21.16,0.75,0.13,0.04
SN,AH,uttara,155,8.57,5.36,21.29,0.75,0.13,0.04
SN,AH,uttara,156,8.57,5.36,21.31,0.75,0.13,0.04
SN,AH,uttara,157,8.59,5.37,21.41,0.75,0.13,0.04
SN,AH,uttara,158,8.64,5.33,21.32,0.76,0.13,0.04
SN,AH,uttara,159,8.69,5.31,21.29,0.76,0.13,0.04
SN,AH,uttara,160,8.92,5.11,20.92,0.78,0.13,0.04
SN,AH,uttara,161,9.04,5.04,20.89,0.78,0.13,0.04
SN,AH,uttara,162,9.05,4.99,20.75,0.78,0.13,0.04
SN,AH,uttara,163,9.04,5.0,20.76,0.78,0.13,0.04
SN,AH,uttara,164,9.06,4.96,20.61,0.78,0.13,0.04
SN,AH,uttara,165,9.09,4.93,20.6,0.78,0.13,0.04
SN,AH,uttara,166,9.09,4.93,20.59,0.77,0.13,0.04
SN,AH,uttara,167,9.09,4.93,20.6,0.77,0.13,0.04
SN,AH,uttara,168,9.09,4.93,20.59,0.77,0.13,0.04
SN,AH,uttara,169,8.98,5.0,20.64,0.77,0.13,0.04
SN,AH,uttara,170,8.96,4.92,20.33,0.78,0.13,0.04
SN,AH,uttara,171,8.63,5.36,21.25,0.74,0.13,0.04
SN,AH,uttara,172,8.6,5.35,21.17,0.74,0.13,0.04
SN,AH,uttara,173,8.51,5.44,21.28,0.74,0.13,0.04
SN,AH,uttara,174,8.66,5.27,20.92,0.74,0.13,0.04
