Text_Type,Book,Chapter,Window,GLG,GG,GGG,LGG,LG,L,GGL,G,GL,LLL,LGL,LLG,LL,GLL
SN,CS,indriya,396,45,1,46,24,0,11,36,36,0,0,64,31,0,14
SN,CS,indriya,397,45,1,46,24,0,11,36,36,0,0,63,31,0,15
SN,CS,indriya,398,45,1,45,23,0,11,36,36,0,0,64,32,0,15
SN,CS,indriya,399,43,1,45,23,0,10,36,37,0,0,65,32,0,16
SN,CS,indriya,400,44,1,45,23,0,10,35,37,0,0,66,31,0,16
SN,CS,indriya,401,43,1,45,22,0,11,35,36,0,0,67,32,0,16
SN,CS,indriya,402,44,1,46,22,0,10,35,37,0,0,66,32,0,15
SN,CS,indriya,403,43,1,45,22,0,10,36,37,0,0,66,33,0,15
SN,CS,indriya,404,43,1,47,23,0,9,35,38,0,0,65,32,0,15
SN,CS,indriya,405,43,1,46,23,0,9,36,38,0,0,65,32,0,15
SN,CS,indriya,406,43,1,46,26,0,9,33,38,0,0,64,32,0,16
SN,CS,indriya,407,44,1,46,26,0,10,33,37,0,0,64,32,0,15
SN,CS,indriya,408,47,1,46,25,0,10,32,37,0,0,64,31,0,15
SN,CS,indriya,409,47,1,46,25,0,10,32,37,0,0,63,31,0,16
SN,CS,indriya,410,49,1,45,24,0,10,32,37,0,0,63,31,0,16
SN,CS,indriya,411,52,1,45,24,0,11,30,36,0,0,63,30,0,16
SN,CS,indriya,412,53,1,44,25,0,11,31,36,0,0,63,29,0,15
SN,CS,indriya,413,53,1,43,27,0,11,30,36,0,0,63,28,0,16
SN,CS,indriya,414,52,1,45,27,0,11,31,36,0,0,62,27,0,16
SN,CS,indriya,415,53,1,44,27,0,11,31,36,0,0,63,26,0,16
SN,CS,indriya,416,53,1,45,27,0,12,30,35,0,0,63,26,0,16
SN,CS,indriya,417,54,1,46,27,1,12,29,34,0,0,62,26,0,17
SN,CS,indriya,418,53,1,48,27,1,13,28,33,0,0,62,26,0,17
SN,CS,indriya,419,54,1,47,28,1,12,27,34,0,0,62,26,0,17
SN,CS,indriya,420,53,1,48,28,1,12,26,34,0,0,63,27,0,16
SN,CS,indriya,421,54,1,48,27,1,12,27,34,0,0,63,26,0,16
SN,CS,indriya,422,53,2,48,27,1,12,25,33,0,0,62,27,0,17
SN,CS,indriya,423,52,2,48,25,1,11,26,34,0,0,62,25,0,17
SN,CS,indriya,424,54,2,49,25,1,12,24,34,0,0,59,25,0,16
SN,CS,indriya,425,52,2,49,23,1,13,24,34,0,0,60,23,0,16
SN,CS,indriya,426,54,1,50,22,1,13,24,35,0,0,61,23,0,15
SN,CS,indriya,427,55,1,49,21,1,13,24,35,0,0,61,24,0,15
SN,CS,indriya,428,54,1,48,22,1,13,25,35,0,0,61,24,0,15
SN,CS,indriya,429,55,1,48,23,1,13,24,35,0,0,61,23,0,15
SN,CS,indriya,430,56,1,49,23,1,13,23,35,0,0,61,22,0,15
SN,CS,indriya,431,57,1,49,22,1,13,23,35,0,0,62,21,0,15
SN,CS,indriya,432,59,1,50,22,1,13,21,35,0,0,62,21,0,14
SN,CS,indriya,433,59,1,50,21,1,12,20,36,0,0,62,22,0,15
SN,CS,indriya,434,58,1,52,20,1,12,20,36,0,0,62,22,0,15
SN,CS,indriya,435,58,1,52,19,1,11,19,37,0,0,63,22,0,16
SN,CS,indriya,436,59,1,51,19,1,11,19,37,0,0,63,23,0,15
SN,CS,indriya,437,59,1,49,19,1,11,20,37,0,0,63,24,0,15
SN,CS,indriya,438,60,1,50,18,1,11,19,37,0,0,63,24,0,15
SN,CS,indriya,439,60,1,51,17,1,10,19,38,0,0,63,24,0,15
SN,CS,indriya,440,59,1,54,17,1,10,18,38,0,0,62,24,0,15
SN,CS,indriya,441,59,1,55,17,1,10,19,38,0,0,61,23,0,15
SN,CS,indriya,442,59,1,57,16,1,10,19,38,0,0,61,23,0,14
SN,CS,indriya,443,59,1,57,17,1,9,19,39,0,0,61,23,0,13
SN,CS,indriya,444,60,1,58,17,1,8,20,40,0,0,60,21,0,13
SN,CS,indriya,445,61,1,58,17,1,8,20,40,0,0,59,21,0,13
SN,CS,indriya,446,60,1,60,17,1,8,21,40,0,0,59,20,0,12
SN,CS,indriya,447,61,1,59,18,1,8,21,40,0,0,59,20,0,11
SN,CS,indriya,448,61,1,60,18,1,8,22,40,0,0,58,19,0,11
SN,CS,indriya,449,61,1,60,18,1,8,23,40,0,0,57,20,0,10
SN,CS,indriya,450,60,1,61,18,1,8,24,40,0,0,56,20,0,10
SN,CS,indriya,451,59,1,61,18,1,7,26,41,0,0,55,20,0,10
SN,CS,indriya,452,58,1,62,17,1,7,27,41,0,0,55,20,0,10
SN,CS,indriya,453,57,1,63,17,1,7,27,41,0,0,55,20,0,10
SN,CS,indriya,454,56,1,63,16,1,7,27,41,0,0,55,21,0,11
SN,CS,indriya,455,55,1,63,16,1,7,28,41,0,0,55,22,0,10
SN,CS,indriya,456,57,1,65,13,1,7,28,41,0,0,55,22,0,9
SN,CS,indriya,457,57,1,65,14,1,6,27,42,0,0,55,22,0,9
SN,CS,indriya,458,55,1,67,13,1,6,27,42,0,0,55,22,0,10
SN,CS,indriya,459,54,1,67,13,2,6,29,41,0,1,54,23,0,9
SN,CS,indriya,460,53,1,67,14,2,5,30,42,0,1,54,23,0,8
SN,CS,indriya,461,50,2,69,15,2,4,29,42,0,1,54,23,0,8
SN,CS,indriya,462,49,3,68,15,2,4,28,41,0,1,53,24,0,9
SN,CS,indriya,463,49,3,70,14,2,4,28,41,0,1,53,24,0,8
SN,CS,indriya,464,48,3,68,15,2,4,27,41,0,1,54,25,0,9
SN,CS,indriya,465,47,3,68,15,2,4,28,41,0,1,54,25,0,9
SN,CS,indriya,466,46,3,69,15,2,3,27,42,0,1,54,26,0,9
SN,CS,indriya,467,46,3,68,16,1,3,27,43,0,1,55,25,0,8
SN,CS,indriya,468,46,3,67,15,1,2,28,44,0,1,55,25,0,9
SN,CS,indriya,469,44,3,68,15,1,2,27,44,0,1,55,26,0,10
SN,CS,indriya,470,44,3,68,15,1,2,29,44,0,1,54,25,0,10
SN,CS,indriya,471,44,3,69,14,1,2,28,44,0,1,54,25,0,11
SN,CS,indriya,472,44,2,71,14,1,2,28,45,0,1,55,25,0,10
SN,CS,indriya,473,44,2,71,15,1,2,27,45,0,1,54,26,0,10
SN,CS,indriya,474,43,2,70,16,1,2,28,45,0,1,54,26,0,10
SN,CS,indriya,475,43,2,68,16,1,1,29,46,0,1,54,26,0,11
SN,CS,indriya,476,43,2,69,16,1,1,29,46,0,1,54,25,0,11
SN,CS,indriya,477,41,2,70,16,1,2,29,45,0,1,55,24,0,12
SN,CS,indriya,478,42,2,71,16,1,3,27,44,0,1,55,24,0,12
SN,CS,indriya,479,42,2,70,16,1,4,27,43,0,1,55,25,0,12
SN,CS,indriya,480,40,2,69,17,1,5,27,42,0,1,56,26,0,12
SN,CS,indriya,481,40,2,70,17,1,5,28,42,0,1,55,25,0,12
SN,CS,indriya,482,39,2,70,17,1,6,29,41,0,1,55,25,0,12
SN,CS,indriya,483,39,2,71,18,1,6,29,41,0,1,55,24,0,11
SN,CS,indriya,484,38,2,70,18,1,7,29,40,0,1,56,24,0,12
SN,CS,indriya,485,37,2,70,19,1,7,29,40,0,1,56,25,0,11
SN,CS,indriya,486,35,2,70,19,1,8,29,39,0,1,57,25,0,12
SN,CS,indriya,487,35,2,69,20,1,9,30,38,0,1,57,23,0,13
SN,CS,indriya,488,34,2,68,21,1,9,31,38,0,1,57,23,0,13
SN,CS,indriya,489,36,2,67,21,1,9,31,38,0,1,57,22,0,13
SN,CS,indriya,490,37,2,64,22,1,9,32,38,0,1,57,22,0,13
SN,CS,indriya,491,38,2,62,23,1,10,31,37,0,1,58,22,0,13
SN,CS,indriya,492,38,2,59,25,1,10,31,37,0,1,58,22,0,14
SN,CS,indriya,493,37,2,58,26,1,10,32,37,0,1,58,22,0,14
SN,CS,indriya,494,37,2,56,26,1,10,31,37,0,1,59,24,0,14
SN,CS,indriya,495,36,2,57,26,1,10,31,37,0,1,59,25,0,13
SN,CS,indriya,496,35,2,56,26,1,10,31,37,0,1,60,26,0,13
SN,CS,indriya,497,33,2,56,25,1,10,32,37,0,1,61,26,0,14
SN,CS,indriya,498,33,2,55,25,1,11,31,36,0,1,62,27,0,14
SN,CS,indriya,499,35,2,54,25,1,11,30,36,0,1,63,26,0,14
SN,CS,indriya,500,34,2,52,27,1,12,29,35,0,1,63,26,0,16
SN,CS,indriya,501,34,2,51,27,1,12,29,35,0,1,64,26,0,16
SN,CS,indriya,502,33,2,51,28,1,12,28,35,0,1,64,27,0,16
SN,CS,indriya,503,32,2,51,28,1,12,28,35,0,1,66,26,0,16
SN,CS,indriya,504,33,2,50,28,1,12,29,35,0,1,66,26,0,15
SN,CS,indriya,505,33,2,49,29,1,12,29,35,0,1,66,25,0,16
SN,CS,indriya,506,33,2,48,29,1,12,29,35,0,1,66,25,0,17
SN,CS,indriya,507,32,2,47,30,1,12,29,35,0,1,66,25,0,18
SN,CS,indriya,508,32,2,46,30,1,12,30,35,0,1,66,26,0,17
SN,CS,indriya,509,32,2,44,31,0,12,30,36,0,0,68,25,0,17
SN,CS,indriya,510,32,2,45,30,0,12,29,36,0,0,67,25,0,19
SN,CS,indriya,511,32,1,46,29,0,12,30,37,0,0,67,25,0,19
SN,CS,indriya,512,33,0,46,28,0,12,33,38,0,0,68,24,0,18
SN,CS,indriya,513,33,0,44,29,0,13,34,37,0,0,69,23,0,18
SN,CS,indriya,514,34,0,45,28,0,13,35,37,0,0,68,23,0,17
SN,CS,indriya,515,37,0,46,28,1,13,34,36,0,1,66,22,0,17
SN,CS,indriya,516,38,0,45,29,1,13,34,36,0,1,66,21,0,17
SN,CS,indriya,517,38,0,46,30,1,13,34,35,0,1,66,22,0,18
SN,CS,indriya,518,37,1,45,31,1,13,33,34,0,1,65,23,0,18
SN,CS,indriya,519,38,1,45,30,1,13,34,34,0,1,65,23,0,17
SN,CS,indriya,520,40,1,45,30,1,13,32,34,0,1,65,23,0,17
SN,CS,indriya,521,39,1,43,30,1,14,34,33,0,1,65,25,0,16
SN,CS,indriya,522,39,1,41,30,1,14,35,33,0,1,65,25,0,17
SN,CS,indriya,523,40,1,42,29,1,14,35,33,0,1,65,24,0,17
SN,CS,indriya,524,40,1,42,29,1,14,35,33,0,1,65,24,0,17
SN,CS,indriya,525,40,1,42,30,1,14,34,33,0,1,65,24,0,17
SN,CS,indriya,526,40,1,40,31,1,14,34,33,0,1,65,25,0,17
SN,CS,indriya,527,40,1,40,32,1,13,34,34,0,1,64,26,0,16
SN,CS,indriya,528,41,1,38,32,1,12,34,35,0,1,65,26,0,16
SN,CS,indriya,529,40,1,37,32,1,11,36,36,0,1,65,26,0,16
SN,CS,indriya,530,43,1,36,32,1,10,36,37,0,1,64,25,0,16
SN,CS,indriya,531,41,1,37,32,1,10,36,37,0,1,65,25,0,16
SN,CS,indriya,532,42,1,38,31,1,9,35,38,0,1,65,25,0,16
SN,CS,indriya,533,43,1,36,30,1,9,37,38,0,1,65,25,0,16
SN,CS,indriya,534,44,1,36,30,1,8,37,39,0,1,63,26,0,16
SN,CS,indriya,535,44,1,36,29,1,9,38,38,0,1,62,26,0,17
SN,CS,indriya,536,44,1,36,29,1,8,40,39,0,1,61,26,0,16
SN,CS,indriya,537,45,1,38,28,1,8,39,39,0,1,61,26,0,15
SN,CS,indriya,538,46,1,39,27,1,8,39,39,0,1,61,25,0,15
SN,CS,indriya,539,45,1,39,27,1,8,38,39,0,1,62,26,0,15
SN,CS,indriya,540,45,1,41,26,1,8,38,39,0,1,62,25,0,15
SN,CS,indriya,541,44,1,41,26,1,8,37,39,0,1,61,27,0,16
SN,CS,indriya,542,47,1,42,24,1,8,37,39,0,1,61,26,0,15
SN,CS,indriya,543,46,1,43,23,1,8,37,39,0,1,62,26,0,15
SN,CS,indriya,544,47,1,44,23,1,8,37,39,0,1,62,24,0,15
SN,CS,indriya,545,48,1,42,23,1,8,37,39,0,1,63,23,0,16
SN,CS,indriya,546,50,1,42,23,1,8,37,39,0,1,62,22,0,16
SN,CS,indriya,547,50,1,42,24,1,8,37,39,0,1,61,23,0,15
SN,CS,indriya,548,50,1,42,24,1,8,39,39,0,1,60,22,0,15
SN,CS,indriya,549,49,1,42,24,1,8,39,39,0,1,59,23,0,16
SN,CS,indriya,550,50,1,44,22,1,7,39,40,0,1,60,23,0,14
SN,CS,indriya,551,51,1,44,22,1,7,37,40,0,1,61,23,0,14
SN,CS,indriya,552,52,1,43,21,1,7,37,40,0,1,61,23,0,15
SN,CS,indriya,553,52,1,43,21,1,8,37,39,0,1,59,25,0,15
SN,CS,indriya,554,52,1,43,21,1,8,37,39,0,1,60,24,0,15
SN,CS,indriya,555,52,1,43,20,1,8,37,39,0,1,61,25,0,14
SN,CS,indriya,556,50,1,42,22,1,8,38,39,0,1,61,25,0,14
SN,CS,indriya,557,50,1,44,20,1,8,38,39,0,1,62,25,0,13
SN,CS,indriya,558,50,1,45,20,1,8,38,39,0,1,62,24,0,13
SN,CS,indriya,559,50,1,47,20,1,8,36,39,0,1,61,25,0,13
SN,CS,indriya,560,49,1,48,20,1,8,36,39,0,1,61,26,0,12
SN,CS,indriya,561,49,1,46,21,1,8,36,39,0,1,61,27,0,12
SN,CS,indriya,562,49,1,48,21,1,8,33,39,0,1,61,27,0,13
SN,CS,indriya,563,51,1,49,19,1,7,32,40,0,1,60,28,0,13
SN,CS,indriya,564,51,1,49,19,1,7,32,40,0,1,60,28,0,13
SN,CS,indriya,565,48,1,47,19,0,7,33,41,0,0,63,29,0,13
SN,CS,indriya,566,48,1,47,19,0,7,33,41,0,0,63,29,0,13
SN,CS,indriya,567,48,1,47,17,0,7,33,42,0,0,63,28,0,12
SN,CS,indriya,568,49,0,47,16,0,7,33,43,0,0,64,28,0,13
SN,CS,indriya,569,48,0,47,16,0,8,34,42,0,0,64,28,0,13
SN,CS,indriya,570,48,0,45,18,0,8,34,42,0,0,64,28,0,13
SN,CS,indriya,571,49,0,46,19,0,7,32,43,0,0,64,26,0,14
SN,CS,indriya,572,49,0,48,18,0,8,32,42,0,0,65,25,0,13
SN,CS,indriya,573,47,0,48,18,0,8,32,42,0,0,65,27,0,13
SN,CS,indriya,574,47,0,50,17,0,7,31,43,0,0,65,27,0,13
SN,CS,indriya,575,47,0,49,16,0,8,32,42,0,0,66,28,0,12
SN,CS,indriya,576,46,0,50,15,0,8,33,42,0,0,66,28,0,12
SN,CS,indriya,577,46,0,50,14,0,8,33,42,0,0,67,28,0,12
SN,CS,indriya,578,44,0,51,13,0,8,33,42,0,0,67,29,0,13
SN,CS,indriya,579,46,0,51,13,0,8,31,42,0,0,67,28,0,14
SN,CS,indriya,580,44,0,51,14,0,8,31,42,0,0,67,29,0,14
SN,CS,indriya,581,47,0,49,14,0,9,30,41,0,0,66,29,0,15
SN,CS,indriya,582,46,0,47,15,0,10,31,40,0,0,67,29,0,15
SN,CS,indriya,583,47,0,47,15,0,11,29,39,0,0,67,29,0,16
SN,CS,indriya,584,47,0,47,15,0,11,30,39,0,0,67,29,0,15
SN,CS,indriya,585,47,0,46,16,0,10,30,40,0,0,67,30,0,14
SN,CS,indriya,586,50,0,45,16,0,10,28,40,0,0,68,29,0,14
SN,CS,indriya,587,50,0,43,16,0,9,28,41,0,0,68,31,0,14
SN,CS,indriya,588,50,0,42,17,0,9,27,41,0,0,68,31,0,15
SN,CS,indriya,589,49,0,45,17,0,10,27,40,0,0,67,30,0,15
SN,CS,indriya,590,50,0,43,18,0,10,26,40,0,0,68,30,0,15
SN,CS,indriya,591,52,0,44,17,0,9,26,41,0,0,68,29,0,14
SN,CS,indriya,592,50,0,43,18,0,9,26,41,0,0,68,31,0,14
SN,CS,indriya,593,52,0,42,18,0,9,26,40,0,0,67,31,0,16
SN,CS,indriya,594,51,0,42,19,0,9,26,40,0,0,67,31,0,16
SN,CS,indriya,595,51,0,43,19,0,9,27,40,0,0,66,31,0,15
SN,CS,indriya,596,50,0,43,19,0,9,27,40,0,0,66,32,0,15
SN,CS,indriya,597,50,0,44,18,0,9,27,40,0,0,66,32,0,15
SN,CS,indriya,598,49,0,44,19,0,8,25,41,0,0,66,32,0,17
SN,CS,indriya,599,48,0,44,19,0,8,26,41,0,0,66,33,0,16
SN,CS,indriya,600,49,0,43,19,0,8,27,41,0,0,65,33,0,16
SN,CS,indriya,601,49,0,45,19,0,8,28,41,0,0,63,32,0,16
SN,CS,indriya,602,50,0,44,19,0,8,29,41,0,0,63,31,0,16
SN,CS,indriya,603,52,0,43,21,0,8,28,41,0,0,63,29,0,16
SN,CS,indriya,604,52,0,43,21,0,8,27,41,0,0,63,29,0,17
SN,CS,indriya,605,52,0,44,21,0,8,26,41,0,0,62,29,0,18
SN,CS,indriya,606,53,0,44,19,0,9,25,40,0,0,63,30,0,18
SN,CS,indriya,607,54,0,42,19,0,9,25,40,0,0,62,30,0,20
SN,CS,indriya,608,53,0,43,19,0,10,24,39,0,0,62,31,0,20
SN,CS,indriya,609,53,0,42,19,0,10,24,39,0,0,63,31,0,20
SN,CS,indriya,610,54,0,42,19,0,11,24,38,0,0,64,30,0,19
SN,CS,indriya,611,55,0,43,18,0,11,23,38,0,0,64,29,0,20
SN,CS,indriya,612,56,0,42,18,0,12,23,37,0,0,64,29,0,20
SN,CS,indriya,613,54,0,43,18,0,12,24,37,0,0,64,29,0,20
SN,CS,indriya,614,55,0,42,19,0,12,23,37,0,0,64,28,0,21
SN,CS,indriya,615,56,0,44,19,0,12,22,37,0,0,62,28,0,21
SN,CS,indriya,616,56,0,44,18,0,12,22,37,0,0,62,29,0,21
SN,CS,indriya,617,55,0,44,18,0,13,22,36,0,0,62,30,0,21
SN,CS,indriya,618,56,0,45,19,0,13,22,36,0,0,62,29,0,19
SN,CS,indriya,619,57,0,45,19,0,12,21,37,0,0,62,29,0,19
SN,CS,indriya,620,55,0,46,17,0,13,22,36,0,0,63,30,0,19
SN,CS,indriya,621,55,0,46,16,0,13,22,36,0,0,64,30,0,19
SN,CS,indriya,622,56,0,46,17,0,12,21,37,0,0,63,30,0,19
SN,CS,indriya,623,57,0,46,17,0,12,21,37,0,0,64,28,0,19
SN,CS,indriya,624,55,0,46,18,0,13,21,36,0,0,64,29,0,19
SN,CS,indriya,625,55,0,47,18,0,13,20,36,0,0,64,29,0,19
SN,CS,indriya,626,55,0,48,18,0,14,19,35,0,0,64,29,0,19
SN,CS,indriya,627,55,0,47,18,0,14,21,35,0,0,63,29,0,19
SN,CS,indriya,628,55,0,46,18,0,14,23,35,0,0,63,29,0,18
SN,CS,indriya,629,54,0,49,17,0,14,23,35,0,0,63,29,0,17
SN,CS,indriya,630,54,0,50,16,0,15,24,34,0,0,63,28,0,17
SN,CS,indriya,631,52,0,52,16,0,14,24,35,0,0,63,28,0,17
SN,CS,indriya,632,52,0,53,15,0,13,24,36,0,0,62,28,0,18
SN,CS,indriya,633,50,0,53,16,0,12,25,37,0,0,62,29,0,17
SN,CS,indriya,634,51,0,52,16,1,12,24,36,0,0,62,29,0,18
SN,CS,indriya,635,51,0,53,15,1,12,24,36,0,0,62,28,0,19
SN,CS,indriya,636,49,0,54,15,1,12,25,36,0,0,61,29,0,19
SN,CS,indriya,637,50,0,54,15,1,12,24,36,0,0,62,28,0,19
SN,CS,indriya,638,48,0,54,16,1,12,25,36,0,0,62,29,0,18
SN,CS,indriya,639,47,0,53,17,1,11,25,37,0,0,62,30,0,18
SN,CS,indriya,640,46,0,53,17,1,11,25,37,0,0,61,31,0,19
SN,CS,indriya,641,46,0,52,18,1,11,25,37,0,0,61,31,0,19
SN,CS,indriya,642,48,0,52,17,1,11,25,37,0,0,61,29,0,20
SN,CS,indriya,643,46,0,53,17,1,11,25,38,0,0,61,30,0,18
SN,CS,indriya,644,47,0,53,16,1,11,26,38,0,0,60,30,0,18
SN,CS,indriya,645,46,0,54,16,1,11,25,38,0,0,60,30,0,19
SN,CS,indriya,646,47,0,54,17,1,11,24,38,0,0,60,29,0,19
SN,CS,indriya,647,48,0,54,17,1,11,24,38,0,0,60,28,0,19
SN,CS,indriya,648,48,0,54,17,1,11,24,38,0,0,61,29,0,17
SN,CS,indriya,649,48,0,55,17,1,12,22,37,0,0,62,28,0,18
SN,CS,indriya,650,47,0,55,17,1,13,22,36,0,0,63,28,0,18
SN,CS,indriya,651,46,0,54,17,1,13,22,36,0,0,65,28,0,18
SN,CS,indriya,652,46,0,55,17,1,13,22,36,0,0,65,28,0,17
SN,CS,indriya,653,44,0,56,16,1,12,23,37,0,0,65,29,0,17
SN,CS,indriya,654,44,0,56,17,1,12,24,37,0,0,64,29,0,16
SN,CS,indriya,655,45,0,55,18,1,13,25,36,0,0,64,28,0,15
SN,CS,indriya,656,45,0,56,18,1,13,26,36,0,0,63,27,0,15
SN,CS,indriya,657,44,0,57,18,1,14,27,35,0,0,64,27,0,13
SN,CS,indriya,658,45,0,56,19,1,13,28,36,0,0,63,26,0,13
SN,CS,indriya,659,47,0,55,19,1,14,29,35,0,0,62,25,0,13
SN,CS,indriya,660,47,0,54,20,1,14,29,35,0,0,61,25,0,14
SN,CS,indriya,661,48,0,52,21,1,15,29,34,0,0,61,25,0,14
SN,CS,indriya,662,47,0,51,23,1,14,30,35,0,0,61,25,0,13
SN,CS,indriya,663,48,0,50,23,1,14,29,35,0,0,62,25,0,13
SN,CS,indriya,664,46,0,52,22,1,14,30,35,0,0,62,26,0,12
SN,CS,indriya,665,45,0,52,22,1,15,31,34,0,0,62,26,0,12
SN,CS,indriya,666,46,0,51,23,1,15,30,34,0,0,62,26,0,12
SN,CS,indriya,667,46,0,48,24,1,14,32,35,0,0,62,25,0,13
SN,CS,indriya,668,44,0,47,23,1,14,34,35,0,0,62,27,0,13
SN,CS,indriya,669,43,0,47,23,1,14,34,35,0,0,62,27,0,14
SN,CS,indriya,670,44,0,48,23,1,13,34,36,0,0,61,26,0,14
SN,CS,indriya,671,43,0,48,23,1,13,35,36,0,0,60,27,0,14
SN,CS,indriya,672,44,0,47,22,1,13,35,36,0,0,60,28,0,14
SN,CS,indriya,673,45,0,46,23,1,13,35,36,0,0,59,28,0,14
SN,CS,indriya,674,47,0,45,22,1,12,36,37,0,0,59,27,0,14
SN,CS,indriya,675,47,0,44,24,1,12,36,37,0,0,58,27,0,14
SN,CS,indriya,676,47,0,44,25,1,12,36,37,0,0,58,26,0,14
SN,CS,indriya,677,48,0,45,26,1,13,34,36,0,0,58,25,0,14
SN,CS,indriya,678,48,0,46,27,1,13,32,36,0,0,57,25,0,15
SN,CS,indriya,679,48,0,45,27,1,13,33,36,0,0,57,25,0,15
SN,CS,indriya,680,48,0,45,27,1,12,32,37,0,0,57,25,0,16
SN,CS,indriya,681,47,0,45,27,1,12,32,37,0,0,58,25,0,16
SN,CS,indriya,682,48,0,44,27,1,13,32,36,0,0,58,25,0,16
SN,CS,indriya,683,48,0,45,26,1,13,32,36,0,0,58,25,0,16
SN,CS,indriya,684,47,0,46,26,0,13,33,37,0,0,58,25,0,15
SN,CS,indriya,685,49,0,46,26,0,14,32,36,0,0,58,25,0,14
SN,CS,indriya,686,49,0,45,27,0,14,32,36,0,0,58,25,0,14
SN,CS,indriya,687,48,0,47,27,0,15,32,35,0,0,57,25,0,14
SN,CS,indriya,688,48,0,49,25,0,15,32,35,0,0,57,25,0,14
SN,CS,indriya,689,48,0,48,24,0,15,32,35,0,0,57,25,0,16
SN,CS,indriya,690,47,0,49,23,0,15,33,35,0,0,58,25,0,15
SN,CS,indriya,691,46,0,52,22,1,15,33,34,0,0,57,25,0,16
SN,CS,indriya,692,45,0,53,23,1,15,33,34,0,0,57,25,0,15
SN,CS,indriya,693,47,0,52,22,1,15,34,33,0,0,60,24,0,15
SN,CS,indriya,694,46,0,51,22,1,15,35,32,0,0,63,24,0,16
