Text_Type,Book,Chapter,Window,LGL,G,LGG,L,GGG,GLL,GLG,GGL,GG,LLG,LLL,LL,LG,GL
SN,CS,siddi,1191,148,5,2,2,6,28,74,76,0,38,6,0,3,0
SN,CS,siddi,1192,150,5,2,2,6,26,76,77,0,36,6,0,3,0
SN,CS,siddi,1193,152,5,2,2,6,25,77,78,0,34,6,0,3,0
SN,CS,siddi,1194,154,5,2,2,6,24,78,79,0,32,6,0,3,0
SN,CS,siddi,1195,156,5,2,2,6,23,79,80,0,30,6,0,3,0
SN,CS,siddi,1196,158,5,2,2,6,22,80,81,0,28,6,0,3,0
SN,CS,siddi,1197,156,5,2,2,8,22,81,81,1,26,7,0,3,0
SN,CS,siddi,1198,155,5,3,2,8,20,82,81,2,25,7,0,3,0
SN,CS,siddi,1199,153,5,4,2,12,21,84,81,3,26,7,0,3,0
SN,CS,siddi,1200,152,5,4,2,13,21,84,80,4,24,7,0,3,0
SN,CS,siddi,1201,150,5,5,2,13,20,84,79,5,23,7,0,3,0
SN,CS,siddi,1202,149,6,6,2,14,18,85,79,5,21,7,0,3,0
SN,CS,siddi,1203,148,7,7,2,15,17,85,78,5,20,7,0,3,0
SN,CS,siddi,1204,147,8,8,2,15,17,85,77,5,19,7,0,3,0
SN,CS,siddi,1205,146,8,8,2,14,16,86,79,5,18,6,0,3,0
SN,CS,siddi,1206,146,7,10,3,14,15,85,79,5,17,5,0,3,0
SN,CS,siddi,1207,146,7,9,3,14,14,84,81,5,16,5,0,3,0
SN,CS,siddi,1208,146,8,9,2,14,13,86,81,5,14,4,0,3,0
SN,CS,siddi,1209,148,8,9,2,13,13,85,83,5,12,2,0,3,0
SN,CS,siddi,1210,148,9,9,1,13,14,85,83,5,10,1,0,3,0
SN,CS,siddi,1211,145,10,9,1,13,15,85,82,5,10,1,0,3,0
SN,CS,siddi,1212,142,11,9,1,15,15,84,81,5,10,1,0,3,0
SN,CS,siddi,1213,141,12,9,1,16,15,82,79,5,11,1,0,3,0
SN,CS,siddi,1214,138,13,10,1,16,15,81,79,5,11,1,0,3,0
SN,CS,siddi,1215,135,14,10,1,17,15,80,78,5,12,1,0,3,0
SN,CS,siddi,1216,134,15,11,1,18,14,78,77,5,13,1,0,2,0
SN,CS,siddi,1217,134,16,12,1,18,14,76,75,5,14,1,0,1,0
SN,CS,siddi,1218,132,17,12,1,19,15,75,73,5,14,1,0,1,0
SN,CS,siddi,1219,129,18,13,1,20,16,73,71,5,15,1,0,1,0
SN,CS,siddi,1220,126,19,14,1,22,16,72,69,5,15,1,0,1,0
SN,CS,siddi,1221,122,19,14,1,23,16,72,68,5,16,1,0,1,0
SN,CS,siddi,1222,119,20,14,1,24,16,71,67,5,17,1,0,1,0
SN,CS,siddi,1223,116,21,15,1,25,16,71,65,5,17,1,0,1,0
SN,CS,siddi,1224,114,21,20,1,30,18,74,65,5,17,4,0,1,0
SN,CS,siddi,1225,115,21,23,1,36,21,79,65,5,18,5,0,1,0
SN,CS,siddi,1226,116,22,25,1,38,21,82,65,5,20,5,0,1,0
SN,CS,siddi,1227,113,22,26,1,38,21,84,65,5,20,6,0,1,0
SN,CS,siddi,1228,110,22,31,1,39,22,84,64,5,23,6,0,2,0
SN,CS,siddi,1229,107,22,34,1,40,22,89,64,5,24,6,0,2,0
SN,CS,siddi,1230,105,22,39,1,44,22,94,64,5,24,6,0,2,0
SN,CS,siddi,1231,111,21,45,2,47,31,102,71,5,26,10,0,2,0
SN,CS,siddi,1232,108,22,46,2,48,31,102,70,5,26,11,0,2,0
SN,CS,siddi,1233,106,22,48,2,55,32,102,69,5,27,11,0,2,1
SN,CS,siddi,1234,104,22,51,3,57,33,102,67,5,28,11,0,2,1
SN,CS,siddi,1235,102,22,55,4,58,33,103,66,5,29,12,0,2,1
SN,CS,siddi,1236,99,22,57,4,58,34,102,64,5,30,12,0,2,1
SN,CS,siddi,1237,99,22,62,4,61,35,103,63,5,31,14,0,3,1
SN,CS,siddi,1238,101,22,68,4,67,34,107,65,6,34,15,0,2,1
SN,CS,siddi,1239,108,22,81,5,79,36,127,72,6,42,24,0,2,1
SN,CS,siddi,1240,106,23,86,5,83,40,127,77,6,44,24,0,2,1
SN,CS,siddi,1241,107,24,89,5,87,42,129,76,6,47,26,0,2,1
SN,CS,siddi,1242,105,24,91,5,89,44,128,76,6,48,27,0,2,1
SN,CS,siddi,1243,102,24,92,5,89,44,127,76,6,49,28,0,2,1
SN,CS,siddi,1244,103,24,95,5,89,45,126,75,7,50,29,0,2,1
SN,CS,siddi,1245,105,24,102,5,93,49,126,75,7,53,33,0,2,2
SN,CS,siddi,1246,113,24,113,6,101,54,129,82,7,60,39,0,2,2
SN,CS,siddi,1247,115,24,115,6,101,56,129,86,6,64,42,0,2,2
SN,CS,siddi,1248,114,24,119,6,101,59,131,87,5,63,46,0,2,2
SN,CS,siddi,1249,116,24,123,6,97,58,130,90,4,63,48,0,3,2
SN,CS,siddi,1250,119,24,125,6,99,60,131,90,4,63,51,0,3,2
SN,CS,siddi,1251,121,25,126,6,103,63,136,92,3,67,53,0,3,2
SN,CS,siddi,1252,126,24,127,6,103,67,139,96,3,68,56,0,3,2
SN,CS,siddi,1253,125,23,128,6,102,67,138,96,3,68,56,1,3,2
SN,CS,siddi,1254,125,23,128,6,103,66,138,97,3,67,57,1,3,2
SN,CS,siddi,1255,128,22,131,7,104,71,138,99,3,69,59,1,3,2
SN,CS,siddi,1256,128,22,133,6,104,73,139,102,4,71,61,1,3,2
SN,CS,siddi,1257,132,22,134,6,107,81,143,101,4,73,62,1,3,2
SN,CS,siddi,1258,132,21,134,6,109,84,141,102,4,73,63,1,3,2
SN,CS,siddi,1259,134,20,136,6,110,88,153,106,4,80,66,1,3,2
SN,CS,siddi,1260,135,20,138,6,112,88,156,107,4,83,71,1,3,2
SN,CS,siddi,1261,135,20,142,6,115,90,157,107,4,87,74,1,3,2
SN,CS,siddi,1262,134,19,142,6,115,96,157,107,4,91,76,1,3,2
SN,CS,siddi,1263,138,18,143,6,118,98,158,109,4,97,78,1,3,2
SN,CS,siddi,1264,138,17,145,6,120,98,157,107,4,99,78,1,3,2
SN,CS,siddi,1265,138,17,149,6,120,100,157,109,4,99,79,1,3,2
SN,CS,siddi,1266,139,16,153,6,120,101,159,110,4,100,79,1,4,2
SN,CS,siddi,1267,140,15,153,6,123,105,162,114,4,102,79,1,5,2
SN,CS,siddi,1268,141,14,154,6,124,106,164,117,4,107,79,1,5,3
SN,CS,siddi,1269,142,13,156,6,125,105,167,119,4,112,80,1,6,3
SN,CS,siddi,1270,144,13,157,6,125,109,166,119,4,115,81,1,6,3
SN,CS,siddi,1271,150,13,162,7,128,110,166,122,4,116,85,1,6,3
SN,CS,siddi,1272,149,13,163,7,128,110,165,122,4,116,85,1,6,3
SN,CS,siddi,1273,157,13,166,7,139,117,171,126,4,120,88,1,6,3
SN,CS,siddi,1274,159,13,166,7,137,116,170,126,4,122,87,1,6,3
SN,CS,siddi,1275,159,13,166,7,137,113,170,125,5,122,89,1,6,3
SN,CS,siddi,1276,163,12,176,7,144,119,170,136,5,126,94,1,6,3
SN,CS,siddi,1277,162,12,175,7,146,118,169,134,5,127,93,1,6,3
SN,CS,siddi,1278,162,12,171,7,148,117,168,134,5,124,93,1,5,3
SN,CS,siddi,1279,165,12,169,7,151,119,162,133,5,124,93,1,6,3
SN,CS,siddi,1280,164,13,170,7,153,121,163,138,5,128,100,1,6,3
SN,CS,siddi,1281,154,13,163,6,152,112,156,130,5,126,96,1,6,3
SN,CS,siddi,1282,159,13,162,6,152,113,163,129,5,130,96,1,6,3
SN,CS,siddi,1283,160,13,161,6,148,112,162,130,5,130,97,2,6,2
SN,CS,siddi,1284,159,13,159,5,148,112,162,130,5,129,97,2,6,2
SN,CS,siddi,1285,158,14,155,4,149,112,161,129,5,128,96,2,6,2
SN,CS,siddi,1286,160,15,153,4,150,111,161,129,5,127,96,2,6,2
SN,CS,siddi,1287,157,16,149,4,147,112,159,128,5,126,94,2,5,2
SN,CS,siddi,1288,154,17,143,4,143,111,154,126,4,123,93,2,5,2
SN,CS,siddi,1289,145,18,130,3,132,109,132,117,4,117,84,2,5,2
SN,CS,siddi,1290,144,17,125,4,129,106,131,111,4,115,84,2,5,2
SN,CS,siddi,1291,140,17,122,4,127,104,128,111,4,112,82,2,5,2
SN,CS,siddi,1292,138,17,120,4,127,103,129,110,4,111,81,2,6,2
SN,CS,siddi,1293,139,17,119,5,127,103,130,109,4,110,80,2,6,2
SN,CS,siddi,1294,135,18,117,5,127,102,131,108,3,110,79,2,6,2
SN,CS,siddi,1295,130,19,111,5,123,99,130,106,3,108,75,2,6,1
SN,CS,siddi,1296,119,20,101,4,115,94,126,97,3,103,69,2,6,1
SN,CS,siddi,1297,118,20,101,5,113,91,125,92,3,100,65,2,6,1
SN,CS,siddi,1298,120,20,97,6,114,89,122,90,3,100,61,2,6,1
SN,CS,siddi,1299,119,21,92,6,116,87,122,87,3,97,59,2,5,1
SN,CS,siddi,1300,116,22,91,6,115,84,120,87,2,98,56,2,5,1
SN,CS,siddi,1301,115,22,89,6,113,81,115,85,2,94,54,2,5,1
SN,CS,siddi,1302,110,23,88,6,113,77,113,80,2,93,51,2,5,1
SN,CS,siddi,1303,111,24,87,6,115,77,113,80,2,93,51,1,5,1
SN,CS,siddi,1304,111,24,87,6,116,77,113,79,2,93,50,1,5,1
SN,CS,siddi,1305,108,25,84,5,115,72,113,77,2,91,48,1,5,1
SN,CS,siddi,1306,108,26,81,5,114,70,115,74,1,88,46,1,5,1
SN,CS,siddi,1307,104,26,81,5,112,62,112,73,1,85,45,1,5,1
SN,CS,siddi,1308,104,27,82,5,110,59,113,72,1,85,44,1,5,1
SN,CS,siddi,1309,101,28,80,5,111,55,102,66,1,78,41,1,5,1
SN,CS,siddi,1310,100,28,78,5,110,53,99,65,1,76,36,1,5,1
SN,CS,siddi,1311,101,28,74,5,107,50,97,65,1,73,33,1,5,1
SN,CS,siddi,1312,102,29,74,5,108,44,97,64,1,69,31,1,5,1
SN,CS,siddi,1313,97,30,73,5,105,43,97,61,1,63,29,1,5,1
SN,CS,siddi,1314,97,31,72,5,103,43,99,61,1,61,29,1,5,1
SN,CS,siddi,1315,97,31,68,5,103,41,100,59,1,60,28,1,5,1
SN,CS,siddi,1316,96,32,63,5,104,41,99,57,1,58,28,1,4,1
SN,CS,siddi,1317,96,33,62,5,102,36,96,53,1,56,28,1,3,1
SN,CS,siddi,1318,94,34,61,5,101,34,93,52,1,52,28,1,3,0
SN,CS,siddi,1319,94,35,60,5,99,35,90,50,1,46,27,1,2,0
SN,CS,siddi,1320,92,35,58,5,98,31,92,51,1,43,26,1,2,0
SN,CS,siddi,1321,88,36,54,4,94,30,90,49,1,41,22,1,2,0
SN,CS,siddi,1322,89,36,55,4,93,31,90,49,1,40,22,1,2,0
SN,CS,siddi,1323,81,36,51,4,82,24,82,48,1,36,19,1,2,0
SN,CS,siddi,1324,78,37,47,4,79,24,80,46,1,34,17,1,2,0
SN,CS,siddi,1325,76,38,44,4,74,24,74,44,0,34,14,1,2,0
SN,CS,siddi,1326,68,39,33,4,66,18,70,32,0,28,9,1,2,0
SN,CS,siddi,1327,69,39,33,5,66,18,68,33,0,28,9,1,2,0
SN,CS,siddi,1328,69,40,34,5,63,18,69,32,0,28,9,1,2,0
SN,CS,siddi,1329,66,41,33,5,60,16,70,31,0,28,9,1,1,0
SN,CS,siddi,1330,66,41,29,5,55,14,63,24,0,24,2,1,1,0
SN,CS,siddi,1331,67,42,29,5,54,15,62,24,0,24,2,1,1,0
SN,CS,siddi,1332,62,42,30,5,53,14,54,26,0,20,1,1,1,0
SN,CS,siddi,1333,61,43,31,5,50,14,53,25,0,19,0,0,1,0
SN,CS,siddi,1334,61,44,31,5,50,13,52,25,0,19,0,0,1,0
SN,CS,siddi,1335,61,44,31,5,50,13,50,27,0,19,0,0,1,0
SN,CS,siddi,1336,59,44,31,5,49,13,51,29,0,19,0,0,1,0
SN,CS,siddi,1337,60,44,30,5,50,11,50,30,0,20,0,0,1,0
SN,CS,siddi,1338,61,44,30,5,49,11,50,30,0,20,0,0,1,0
SN,CS,siddi,1339,60,44,30,5,50,11,51,30,0,19,0,0,1,0
SN,CS,siddi,1340,61,45,30,4,50,10,52,29,0,19,0,0,1,0
SN,CS,siddi,1341,61,45,32,4,48,10,53,28,0,19,0,0,1,0
SN,CS,siddi,1342,62,46,32,4,48,9,52,27,0,20,0,0,0,0
SN,CS,siddi,1343,61,47,32,3,48,9,53,27,0,20,0,0,0,0
SN,CS,siddi,1344,61,46,31,4,50,9,52,27,0,20,0,0,0,0
SN,CS,siddi,1345,61,46,31,4,52,8,52,27,0,19,0,0,0,0
SN,CS,siddi,1346,61,46,30,4,53,9,53,27,0,17,0,0,0,0
SN,CS,siddi,1347,62,47,29,3,53,9,54,27,0,16,3,0,0,0
SN,CS,siddi,1348,62,48,29,2,52,8,56,27,0,16,6,0,0,0
SN,CS,siddi,1349,63,48,29,2,51,8,55,27,0,17,6,0,0,0
SN,CS,siddi,1350,63,48,28,2,50,8,55,29,0,17,6,0,0,0
SN,CS,siddi,1351,63,48,29,2,49,8,56,29,0,16,6,0,0,0
SN,CS,siddi,1352,63,47,29,3,48,9,56,29,0,16,6,0,0,0
SN,CS,siddi,1353,63,47,28,3,46,9,57,30,0,17,6,0,0,0
SN,CS,siddi,1354,64,47,27,3,44,9,57,31,0,18,6,0,0,0
SN,CS,siddi,1355,64,46,27,4,46,10,56,29,0,18,6,0,0,0
SN,CS,siddi,1356,64,46,26,4,47,10,54,31,0,18,6,0,0,0
SN,CS,siddi,1357,64,45,26,4,49,13,53,34,0,21,6,0,0,0
SN,CS,siddi,1358,63,45,26,4,50,13,52,34,0,22,7,0,0,0
SN,CS,siddi,1359,62,45,27,4,48,14,51,34,0,22,7,0,0,0
