Text_Type,Book,Chapter,Window,LGL,G,LGG,L,GGG,GLL,GLG,GGL,GG,LLG,LLL,LL,LG,GL
SN,CS,siddi,1,66,33,2,14,28,48,105,93,2,1,0,0,0,0
SN,CS,siddi,2,67,33,1,15,26,49,106,96,2,1,0,0,0,0
SN,CS,siddi,3,68,33,0,16,26,49,108,99,1,0,0,0,0,0
SN,CS,siddi,4,68,33,0,16,27,49,108,98,1,0,0,0,0,0
SN,CS,siddi,5,68,33,0,16,26,49,109,98,1,0,0,0,0,0
SN,CS,siddi,6,68,32,0,17,27,49,109,97,1,0,0,0,0,0
SN,CS,siddi,7,68,32,0,17,28,49,108,97,1,0,0,0,0,0
SN,CS,siddi,8,68,33,0,16,28,49,108,97,1,0,0,0,0,0
SN,CS,siddi,9,67,33,0,16,29,49,107,98,1,0,0,0,0,0
SN,CS,siddi,10,66,33,0,16,29,49,107,99,1,0,0,0,0,0
SN,CS,siddi,11,65,32,0,17,28,50,107,100,1,0,0,0,0,0
SN,CS,siddi,12,65,33,0,16,28,50,107,100,1,0,0,0,0,0
SN,CS,siddi,13,65,33,0,16,29,50,106,100,1,0,0,0,0,0
SN,CS,siddi,14,65,32,0,17,29,50,106,100,1,0,0,0,0,0
SN,CS,siddi,15,65,32,0,17,29,50,106,100,1,0,0,0,0,0
SN,CS,siddi,16,64,32,0,17,29,50,106,101,1,0,0,0,0,0
SN,CS,siddi,17,64,31,0,18,29,50,107,100,1,0,0,0,0,0
SN,CS,siddi,18,61,32,0,18,30,51,108,100,0,0,0,0,0,0
SN,CS,siddi,19,61,33,0,17,30,51,108,100,0,0,0,0,0,0
SN,CS,siddi,20,62,33,0,17,30,51,108,99,0,0,0,0,0,0
SN,CS,siddi,21,62,34,0,16,30,52,107,99,0,0,0,0,0,0
SN,CS,siddi,22,61,34,0,16,30,52,107,100,0,0,0,0,0,0
SN,CS,siddi,23,61,35,0,15,30,52,107,100,0,0,0,0,0,0
SN,CS,siddi,24,60,34,0,16,31,52,106,101,0,0,0,0,0,0
SN,CS,siddi,25,59,33,0,17,31,52,106,102,0,0,0,0,0,0
SN,CS,siddi,26,58,34,0,16,31,52,106,103,0,0,0,0,0,0
SN,CS,siddi,27,58,34,0,16,31,52,106,103,0,0,0,0,0,0
SN,CS,siddi,28,58,34,0,16,30,52,107,103,0,0,0,0,0,0
SN,CS,siddi,29,57,33,0,17,31,52,106,104,0,0,0,0,0,0
SN,CS,siddi,30,57,33,0,17,32,52,106,103,0,0,0,0,0,0
SN,CS,siddi,31,58,33,0,17,32,52,106,102,0,0,0,0,0,0
SN,CS,siddi,32,58,33,0,17,32,53,106,101,0,0,0,0,0,0
SN,CS,siddi,33,58,32,0,18,33,53,106,100,0,0,0,0,0,0
SN,CS,siddi,34,58,33,0,17,33,53,106,100,0,0,0,0,0,0
SN,CS,siddi,35,58,32,0,18,32,54,106,100,0,0,0,0,0,0
SN,CS,siddi,36,58,32,0,18,33,54,105,100,0,0,0,0,0,0
SN,CS,siddi,37,57,32,0,18,32,54,106,101,0,0,0,0,0,0
SN,CS,siddi,38,58,33,0,17,31,54,107,100,0,0,0,0,0,0
SN,CS,siddi,39,59,32,0,18,30,54,107,100,0,0,0,0,0,0
SN,CS,siddi,40,59,32,0,18,29,54,107,101,0,0,0,0,0,0
SN,CS,siddi,41,59,32,0,18,30,54,107,100,0,0,0,0,0,0
SN,CS,siddi,42,58,32,0,18,30,54,107,101,0,0,0,0,0,0
SN,CS,siddi,43,58,33,0,17,29,54,108,101,0,0,0,0,0,0
SN,CS,siddi,44,58,32,0,18,29,54,108,101,0,0,0,0,0,0
SN,CS,siddi,45,58,32,0,18,30,54,108,100,0,0,0,0,0,0
SN,CS,siddi,46,58,32,0,18,31,54,108,99,0,0,0,0,0,0
SN,CS,siddi,47,57,33,0,17,31,54,108,100,0,0,0,0,0,0
SN,CS,siddi,48,57,34,0,16,31,54,108,100,0,0,0,0,0,0
SN,CS,siddi,49,58,34,0,16,31,54,108,99,0,0,0,0,0,0
SN,CS,siddi,50,58,34,0,16,31,54,108,99,0,0,0,0,0,0
SN,CS,siddi,51,59,34,0,16,32,54,107,98,0,0,0,0,0,0
SN,CS,siddi,52,60,35,0,15,33,54,107,96,0,0,0,0,0,0
SN,CS,siddi,53,61,36,0,14,34,54,107,94,0,0,0,0,0,0
SN,CS,siddi,54,61,37,0,13,34,54,107,94,0,0,0,0,0,0
SN,CS,siddi,55,61,37,0,13,34,54,106,95,0,0,0,0,0,0
SN,CS,siddi,56,61,38,0,12,34,54,106,95,0,0,0,0,0,0
SN,CS,siddi,57,60,38,0,12,34,54,106,96,0,0,0,0,0,0
SN,CS,siddi,58,60,37,0,13,33,54,106,97,0,0,0,0,0,0
SN,CS,siddi,59,60,37,0,13,33,54,106,97,0,0,0,0,0,0
SN,CS,siddi,60,61,37,0,13,32,54,107,96,0,0,0,0,0,0
SN,CS,siddi,61,61,38,0,12,33,53,107,96,0,0,0,0,0,0
SN,CS,siddi,62,61,37,0,13,34,53,106,96,0,0,0,0,0,0
SN,CS,siddi,63,61,37,0,13,34,53,106,96,0,0,0,0,0,0
SN,CS,siddi,64,61,38,0,12,33,53,106,97,0,0,0,0,0,0
SN,CS,siddi,65,61,37,0,13,33,53,106,97,0,0,0,0,0,0
SN,CS,siddi,66,61,37,0,13,32,53,107,97,0,0,0,0,0,0
SN,CS,siddi,67,61,38,0,12,33,53,106,97,0,0,0,0,0,0
SN,CS,siddi,68,61,37,2,12,34,52,104,97,1,1,0,0,0,0
SN,CS,siddi,69,62,37,2,12,34,52,104,96,1,1,0,0,0,0
SN,CS,siddi,70,60,36,3,12,36,51,103,94,2,1,0,0,0,0
SN,CS,siddi,71,59,35,4,12,36,50,101,92,3,2,0,0,0,0
SN,CS,siddi,72,60,35,4,12,38,49,99,90,3,2,0,0,0,0
SN,CS,siddi,73,59,35,4,12,38,48,99,90,3,2,0,0,0,0
SN,CS,siddi,74,59,35,4,12,39,47,97,89,3,3,0,0,0,0
SN,CS,siddi,75,59,36,4,11,40,46,95,88,3,4,0,0,0,0
SN,CS,siddi,76,59,36,4,11,39,46,94,88,3,4,0,0,0,0
SN,CS,siddi,77,59,36,4,11,41,45,92,86,3,5,0,0,0,0
SN,CS,siddi,78,59,36,4,11,42,44,90,84,3,7,0,0,0,0
SN,CS,siddi,79,59,37,4,10,42,43,88,84,3,8,0,0,0,0
SN,CS,siddi,80,59,37,4,10,43,42,86,83,3,9,0,0,0,0
SN,CS,siddi,81,58,38,5,9,44,41,84,82,3,10,0,0,0,0
SN,CS,siddi,82,66,38,16,9,48,40,91,85,3,12,2,0,0,0
SN,CS,siddi,83,72,38,29,8,78,50,108,96,3,21,6,0,0,0
SN,CS,siddi,84,71,37,31,8,79,51,106,97,3,24,7,1,0,0
SN,CS,siddi,85,81,37,35,7,89,51,114,103,3,29,12,1,0,0
SN,CS,siddi,86,86,36,41,7,91,55,116,101,3,31,13,1,0,0
SN,CS,siddi,87,98,35,54,7,113,61,134,112,3,43,14,1,0,0
SN,CS,siddi,88,103,34,62,7,121,64,144,121,3,51,18,1,1,0
SN,CS,siddi,89,105,34,64,6,126,65,152,129,3,53,21,1,1,0
SN,CS,siddi,90,117,35,84,5,156,66,160,142,3,58,24,1,1,0
SN,CS,siddi,91,128,34,92,5,164,74,172,153,3,64,25,1,2,0
SN,CS,siddi,92,130,33,96,5,166,79,176,155,3,68,26,1,3,0
SN,CS,siddi,93,134,32,105,5,177,80,179,157,4,70,27,1,3,0
SN,CS,siddi,94,137,33,107,4,178,80,180,160,4,71,27,1,3,0
SN,CS,siddi,95,146,32,115,5,179,79,184,162,4,73,27,1,3,0
SN,CS,siddi,96,159,31,137,5,194,87,198,179,4,80,28,1,3,0
SN,CS,siddi,97,172,30,141,5,201,93,209,182,4,87,32,1,3,0
SN,CS,siddi,98,172,29,143,5,204,93,211,183,4,88,32,1,3,0
SN,CS,siddi,99,170,28,143,5,204,94,210,183,4,89,32,1,4,0
SN,CS,siddi,100,169,28,144,5,206,93,208,181,4,90,32,1,4,0
SN,CS,siddi,101,168,28,145,5,206,93,207,180,4,90,32,1,4,0
SN,CS,siddi,102,167,28,145,5,205,92,207,180,4,91,32,1,4,0
SN,CS,siddi,103,167,27,145,6,206,91,205,179,4,92,32,1,4,0
SN,CS,siddi,104,167,27,146,6,207,90,203,177,4,93,32,1,4,0
SN,CS,siddi,105,167,27,147,6,208,89,202,175,4,93,32,1,4,0
SN,CS,siddi,106,167,26,149,7,208,88,201,173,4,93,32,1,4,0
SN,CS,siddi,107,167,26,149,7,210,87,199,171,4,94,32,1,4,0
SN,CS,siddi,108,167,27,150,6,211,86,198,169,4,94,32,1,4,0
SN,CS,siddi,109,166,26,152,6,216,87,199,170,5,97,32,1,4,0
SN,CS,siddi,110,164,25,153,6,216,87,196,169,6,98,32,1,4,0
SN,CS,siddi,111,165,25,153,6,215,87,196,169,6,98,32,1,4,0
SN,CS,siddi,112,166,26,153,5,214,87,196,169,6,98,32,1,4,0
SN,CS,siddi,113,166,26,153,5,214,87,196,169,6,98,32,1,4,0
SN,CS,siddi,114,166,26,153,5,214,87,197,168,6,98,32,1,4,0
SN,CS,siddi,115,167,27,153,4,214,87,197,167,6,98,32,1,4,0
SN,CS,siddi,116,167,27,153,4,215,87,196,167,6,98,32,1,4,0
SN,CS,siddi,117,168,26,153,5,214,87,197,166,6,98,32,1,4,0
SN,CS,siddi,118,168,26,151,6,213,88,199,166,5,97,32,1,4,0
SN,CS,siddi,119,168,26,151,6,212,88,200,166,5,97,32,1,4,0
SN,CS,siddi,120,171,26,150,6,211,88,201,167,4,97,32,1,4,1
SN,CS,siddi,121,172,27,149,6,211,88,204,169,3,96,32,1,4,1
SN,CS,siddi,122,171,26,149,7,210,89,206,170,3,96,32,1,4,1
SN,CS,siddi,123,172,25,149,8,210,90,206,170,3,96,32,1,4,1
SN,CS,siddi,124,173,25,149,8,209,91,208,170,3,95,32,1,4,1
SN,CS,siddi,125,173,25,149,8,208,92,210,171,3,94,32,1,4,1
SN,CS,siddi,126,173,24,149,9,209,92,211,171,3,94,32,1,4,1
SN,CS,siddi,127,174,24,149,9,206,93,213,173,3,93,32,1,4,1
SN,CS,siddi,128,175,24,149,9,206,94,214,174,3,91,32,1,4,1
SN,CS,siddi,129,175,24,149,9,206,95,216,174,3,90,32,1,4,1
SN,CS,siddi,130,175,24,149,9,204,96,218,176,3,89,32,1,4,1
SN,CS,siddi,131,176,23,148,10,203,97,220,177,3,88,32,1,4,1
SN,CS,siddi,132,169,22,137,11,200,97,213,173,3,86,30,1,4,1
SN,CS,siddi,133,163,23,124,11,170,87,196,162,3,77,26,1,4,1
SN,CS,siddi,134,164,24,122,11,168,87,198,161,3,74,25,0,4,1
SN,CS,siddi,135,154,25,118,11,158,86,190,156,3,69,20,0,4,1
SN,CS,siddi,136,150,25,112,12,156,82,188,157,3,67,19,0,4,1
SN,CS,siddi,137,138,26,99,12,134,77,169,146,3,55,18,0,4,1
SN,CS,siddi,138,132,27,91,12,126,74,159,138,3,47,14,0,3,1
SN,CS,siddi,139,129,28,89,12,122,73,151,130,3,45,11,0,3,1
SN,CS,siddi,140,118,28,69,12,93,72,143,115,3,40,8,0,3,1
SN,CS,siddi,141,107,29,61,12,85,64,131,104,3,34,7,0,2,1
SN,CS,siddi,142,105,30,57,12,82,59,128,102,3,30,6,0,1,1
SN,CS,siddi,143,101,31,48,12,72,58,124,100,2,28,5,0,1,1
SN,CS,siddi,144,99,31,46,12,71,58,123,96,2,27,5,0,1,1
SN,CS,siddi,145,91,32,38,11,70,59,119,93,2,25,5,0,1,1
SN,CS,siddi,146,78,33,16,11,54,51,105,77,2,18,4,0,1,1
SN,CS,siddi,147,65,33,12,12,47,45,94,74,2,11,0,0,1,1
SN,CS,siddi,148,65,34,10,12,44,45,92,73,2,10,0,0,1,1
SN,CS,siddi,149,66,35,10,12,44,44,93,74,2,9,0,0,0,1
SN,CS,siddi,150,67,34,9,13,43,45,95,75,2,8,0,0,0,1
SN,CS,siddi,151,67,34,8,13,43,45,96,77,2,8,0,0,0,1
SN,CS,siddi,152,67,34,8,13,44,45,96,79,2,7,0,0,0,1
SN,CS,siddi,153,67,34,8,13,43,46,98,80,2,6,0,0,0,1
SN,CS,siddi,154,67,34,7,13,41,47,100,82,2,6,0,0,0,1
SN,CS,siddi,155,67,34,6,13,41,48,101,83,2,6,0,0,0,1
SN,CS,siddi,156,67,35,4,12,41,49,102,85,2,6,0,0,0,1
SN,CS,siddi,157,67,35,4,12,39,50,104,87,2,5,0,0,0,1
SN,CS,siddi,158,67,35,3,12,39,51,105,88,2,5,0,0,0,1
SN,CS,siddi,159,68,35,1,13,34,50,104,87,1,2,0,0,0,1
SN,CS,siddi,160,69,36,0,13,35,50,106,89,0,1,0,0,0,1
SN,CS,siddi,161,69,35,0,14,36,50,106,88,0,1,0,0,0,1
SN,CS,siddi,162,68,35,0,14,37,50,106,88,0,1,0,0,0,1
SN,CS,siddi,163,68,35,0,14,37,50,106,88,0,1,0,0,0,1
SN,CS,siddi,164,68,35,0,14,37,50,106,88,0,1,0,0,0,1
SN,CS,siddi,165,67,35,0,14,36,50,107,89,0,1,0,0,0,1
SN,CS,siddi,166,67,34,0,15,36,50,107,89,0,1,0,0,0,1
SN,CS,siddi,167,66,35,0,14,37,50,106,90,0,1,0,0,0,1
SN,CS,siddi,168,67,36,0,13,37,50,106,89,0,1,0,0,0,1
SN,CS,siddi,169,66,36,0,13,37,50,106,90,0,1,0,0,0,1
SN,CS,siddi,170,64,37,0,13,36,52,106,91,0,1,0,0,0,0
SN,CS,siddi,171,65,37,0,13,37,52,105,90,0,1,0,0,0,0
SN,CS,siddi,172,65,38,0,12,36,52,105,91,0,1,0,0,0,0
SN,CS,siddi,173,65,39,0,11,36,52,105,91,0,1,0,0,0,0
SN,CS,siddi,174,64,40,0,10,35,52,105,93,0,1,0,0,0,0
SN,CS,siddi,175,64,40,0,10,35,52,105,93,0,1,0,0,0,0
SN,CS,siddi,176,65,41,0,9,35,52,105,92,0,1,0,0,0,0
SN,CS,siddi,177,64,41,0,9,36,52,105,92,0,1,0,0,0,0
SN,CS,siddi,178,64,40,0,10,36,52,105,92,0,1,0,0,0,0
SN,CS,siddi,179,64,40,0,10,36,52,105,92,0,1,0,0,0,0
SN,CS,siddi,180,65,39,0,11,36,52,105,91,0,1,0,0,0,0
SN,CS,siddi,181,64,40,0,10,35,52,106,92,0,1,0,0,0,0
SN,CS,siddi,182,63,40,0,10,35,52,106,93,0,1,0,0,0,0
SN,CS,siddi,183,63,39,0,11,34,52,106,94,0,1,0,0,0,0
SN,CS,siddi,184,63,39,0,11,34,51,106,95,0,1,0,0,0,0
SN,CS,siddi,185,63,38,0,12,34,51,106,95,0,1,0,0,0,0
SN,CS,siddi,186,63,39,0,11,34,51,106,95,0,1,0,0,0,0
SN,CS,siddi,187,64,39,0,11,35,50,106,94,0,1,0,0,0,0
SN,CS,siddi,188,64,38,0,12,35,50,105,95,0,1,0,0,0,0
SN,CS,siddi,189,64,37,0,13,34,50,106,95,0,1,0,0,0,0
SN,CS,siddi,190,63,37,0,13,34,50,106,96,0,1,0,0,0,0
SN,CS,siddi,191,64,37,0,13,34,50,106,95,0,1,0,0,0,0
SN,CS,siddi,192,65,37,0,13,34,50,106,94,0,1,0,0,0,0
SN,CS,siddi,193,66,37,0,13,34,50,106,93,0,1,0,0,0,0
SN,CS,siddi,194,65,36,0,14,34,50,106,94,0,1,0,0,0,0
SN,CS,siddi,195,65,36,0,14,34,50,106,94,0,1,0,0,0,0
SN,CS,siddi,196,65,36,0,14,35,50,106,93,0,1,0,0,0,0
SN,CS,siddi,197,65,37,0,13,34,50,106,94,0,1,0,0,0,0
SN,CS,siddi,198,65,37,0,13,33,50,107,94,0,1,0,0,0,0
SN,CS,siddi,199,65,36,0,14,32,51,107,94,0,1,0,0,0,0
SN,CS,siddi,200,65,37,0,13,32,51,107,94,0,1,0,0,0,0
SN,CS,siddi,201,66,36,0,14,31,51,108,93,0,1,0,0,0,0
SN,CS,siddi,202,67,36,0,14,30,51,108,92,0,1,1,0,0,0
SN,CS,siddi,203,66,37,0,13,29,52,108,93,0,1,1,0,0,0
SN,CS,siddi,204,66,37,0,13,30,52,108,93,0,0,1,0,0,0
SN,CS,siddi,205,67,36,0,14,29,52,108,93,0,0,1,0,0,0
SN,CS,siddi,206,67,35,0,15,29,52,108,93,0,0,1,0,0,0
SN,CS,siddi,207,67,35,0,15,28,52,108,94,0,0,1,0,0,0
SN,CS,siddi,208,67,35,0,15,28,52,108,94,0,0,1,0,0,0
SN,CS,siddi,209,67,35,0,15,27,52,109,94,0,0,1,0,0,0
SN,CS,siddi,210,68,34,0,16,27,52,109,93,0,0,1,0,0,0
SN,CS,siddi,211,67,35,0,15,26,52,109,95,0,0,1,0,0,0
SN,CS,siddi,212,68,35,0,15,25,52,109,95,0,0,1,0,0,0
SN,CS,siddi,213,68,35,0,15,25,52,109,95,0,0,1,0,0,0
SN,CS,siddi,214,68,35,0,15,25,52,109,95,0,0,1,0,0,0
SN,CS,siddi,215,68,35,0,15,26,52,108,95,0,0,1,0,0,0
SN,CS,siddi,216,68,36,0,14,26,52,108,95,0,0,1,0,0,0
SN,CS,siddi,217,68,36,0,14,25,52,109,95,0,0,1,0,0,0
SN,CS,siddi,218,67,36,0,14,24,52,109,97,0,0,1,0,0,0
SN,CS,siddi,219,67,36,0,14,25,52,108,97,0,0,1,0,0,0
SN,CS,siddi,220,68,35,0,15,26,51,108,96,0,0,1,0,0,0
SN,CS,siddi,221,67,34,0,16,26,51,108,97,0,0,1,0,0,0
SN,CS,siddi,222,68,34,0,16,26,51,108,96,0,0,1,0,0,0
SN,CS,siddi,223,68,34,0,16,25,51,108,97,0,0,1,0,0,0
SN,CS,siddi,224,69,34,0,16,25,51,108,96,0,0,1,0,0,0
SN,CS,siddi,225,70,34,0,16,24,51,108,96,0,0,1,0,0,0
SN,CS,siddi,226,69,34,0,16,24,51,108,97,0,0,1,0,0,0
SN,CS,siddi,227,69,34,0,16,24,51,108,97,0,0,1,0,0,0
SN,CS,siddi,228,68,35,0,15,24,51,108,98,0,0,1,0,0,0
SN,CS,siddi,229,68,35,0,15,24,51,108,98,0,0,1,0,0,0
SN,CS,siddi,230,67,36,0,14,24,51,108,99,0,0,1,0,0,0
SN,CS,siddi,231,68,36,0,14,24,51,108,98,0,0,1,0,0,0
SN,CS,siddi,232,69,37,0,13,24,51,108,97,0,0,1,0,0,0
SN,CS,siddi,233,69,38,0,12,24,51,109,96,0,0,1,0,0,0
SN,CS,siddi,234,70,37,0,13,24,52,109,94,0,0,1,0,0,0
SN,CS,siddi,235,71,38,0,12,24,52,110,92,0,0,1,0,0,0
SN,CS,siddi,236,71,38,0,12,24,52,110,92,0,0,1,0,0,0
SN,CS,siddi,237,70,37,0,13,23,53,110,93,0,0,1,0,0,0
SN,CS,siddi,238,71,38,0,12,24,53,110,91,0,0,1,0,0,0
SN,CS,siddi,239,72,39,0,11,24,53,110,90,0,0,1,0,0,0
SN,CS,siddi,240,72,39,0,11,24,53,110,90,0,0,1,0,0,0
SN,CS,siddi,241,71,38,0,12,23,54,110,91,0,0,1,0,0,0
SN,CS,siddi,242,70,38,0,12,23,54,109,93,0,0,1,0,0,0
SN,CS,siddi,243,69,38,0,12,23,54,109,94,0,0,1,0,0,0
SN,CS,siddi,244,70,39,0,11,22,54,109,94,0,0,1,0,0,0
SN,CS,siddi,245,70,39,0,11,22,54,109,94,0,0,1,0,0,0
SN,CS,siddi,246,71,38,0,12,22,54,109,93,0,0,1,0,0,0
SN,CS,siddi,247,72,38,0,12,23,54,109,91,0,0,1,0,0,0
SN,CS,siddi,248,72,38,0,12,23,55,108,91,0,0,1,0,0,0
SN,CS,siddi,249,71,39,1,11,26,53,106,89,0,0,1,0,0,0
SN,CS,siddi,250,69,38,2,11,25,53,104,88,1,1,1,0,0,0
SN,CS,siddi,251,69,39,2,10,26,52,103,87,1,1,1,0,0,0
SN,CS,siddi,252,69,39,2,10,27,52,101,86,1,2,0,0,0,0
SN,CS,siddi,253,69,39,3,10,28,50,100,84,1,3,0,0,0,0
SN,CS,siddi,254,69,39,4,10,27,50,100,82,1,3,0,0,0,0
SN,CS,siddi,255,69,40,6,9,27,50,98,80,1,3,0,0,0,0
SN,CS,siddi,256,69,41,6,8,26,50,97,79,1,4,0,0,0,0
SN,CS,siddi,257,69,40,8,9,27,49,96,76,1,4,0,0,0,0
SN,CS,siddi,258,69,40,9,9,27,48,95,75,1,4,0,0,0,0
SN,CS,siddi,259,70,41,9,8,27,47,93,73,1,6,0,0,0,0
SN,CS,siddi,260,69,42,10,7,28,46,92,72,1,6,0,0,0,0
SN,CS,siddi,261,69,42,11,7,30,45,90,69,1,7,0,0,0,0
SN,CS,siddi,262,68,42,11,7,30,44,91,68,1,7,0,0,0,0
SN,CS,siddi,263,69,42,11,7,31,43,89,66,1,8,0,0,0,0
SN,CS,siddi,264,69,42,13,7,32,42,86,64,1,9,0,0,0,0
SN,CS,siddi,265,69,42,15,7,32,41,85,62,1,9,0,0,0,0
SN,CS,siddi,266,69,42,16,7,33,40,84,60,1,9,0,0,0,0
SN,CS,siddi,267,69,42,17,7,33,39,83,59,1,9,0,0,0,0
SN,CS,siddi,268,69,42,17,7,33,39,83,57,1,9,0,0,0,0
SN,CS,siddi,269,69,42,17,7,32,38,84,56,1,9,0,0,0,0
SN,CS,siddi,270,68,43,17,6,32,38,84,55,1,9,0,0,0,0
SN,CS,siddi,271,68,44,17,5,31,37,83,55,1,10,0,0,0,0
SN,CS,siddi,272,68,44,17,5,33,36,81,53,1,11,0,0,0,0
SN,CS,siddi,273,67,44,18,5,33,35,81,52,1,11,0,0,0,0
SN,CS,siddi,274,66,44,19,5,34,34,79,51,1,12,0,0,0,0
SN,CS,siddi,275,65,44,19,5,36,33,78,50,1,12,0,0,0,0
SN,CS,siddi,276,65,44,19,5,36,32,78,49,1,12,0,0,0,0
SN,CS,siddi,277,65,44,20,5,37,31,77,47,1,12,0,0,0,0
SN,CS,siddi,278,65,44,20,5,36,31,77,46,1,12,0,0,0,0
SN,CS,siddi,279,65,44,20,5,36,30,76,45,1,13,0,0,0,0
SN,CS,siddi,280,65,44,20,5,37,30,74,43,1,14,0,0,0,0
SN,CS,siddi,281,65,44,21,5,37,30,71,43,1,14,0,0,0,0
SN,CS,siddi,282,64,44,22,5,36,29,70,44,1,14,0,0,0,0
SN,CS,siddi,283,64,44,22,5,36,30,68,42,1,15,0,0,0,0
SN,CS,siddi,284,63,45,24,4,37,29,66,41,1,15,0,0,0,0
SN,CS,siddi,285,62,45,24,4,39,28,64,40,1,16,0,0,0,0
SN,CS,siddi,286,61,45,24,4,38,27,64,40,1,17,0,0,0,0
SN,CS,siddi,287,61,46,25,3,38,26,63,39,1,17,0,0,0,0
SN,CS,siddi,288,60,46,25,3,39,25,62,39,1,17,0,0,0,0
SN,CS,siddi,289,59,46,25,3,40,24,60,39,1,18,0,0,0,0
SN,CS,siddi,290,59,46,26,3,40,23,59,37,1,19,0,0,0,0
SN,CS,siddi,291,59,47,26,2,42,22,58,35,1,19,0,0,0,0
SN,CS,siddi,292,59,47,27,2,43,21,58,32,1,19,0,0,0,0
SN,CS,siddi,293,59,47,27,2,42,21,58,31,1,19,0,0,0,0
SN,CS,siddi,294,58,47,27,2,43,20,57,30,1,20,0,0,0,0
SN,CS,siddi,295,57,46,27,3,43,20,56,29,1,21,0,0,0,0
SN,CS,siddi,296,56,47,29,2,43,19,55,28,1,21,0,0,0,0
SN,CS,siddi,297,55,47,29,2,45,18,54,27,1,21,0,0,0,0
SN,CS,siddi,298,56,47,29,2,46,16,53,25,1,22,0,0,0,0
SN,CS,siddi,299,57,46,28,3,44,17,54,26,1,22,0,0,0,0
SN,CS,siddi,300,58,47,28,3,45,16,56,26,0,21,0,0,0,0
SN,CS,siddi,301,57,47,28,3,45,16,57,26,0,21,0,0,0,0
SN,CS,siddi,302,56,47,28,3,46,16,59,25,0,20,0,0,0,0
SN,CS,siddi,303,56,47,27,3,47,16,58,26,0,20,0,0,0,0
SN,CS,siddi,304,56,47,26,3,47,17,56,27,0,21,0,0,0,0
SN,CS,siddi,305,55,47,25,3,48,16,57,28,0,21,0,0,0,0
SN,CS,siddi,306,55,47,25,3,51,15,56,27,0,21,0,0,0,0
SN,CS,siddi,307,56,48,23,2,50,16,56,27,0,22,0,0,0,0
SN,CS,siddi,308,56,48,22,2,51,16,57,26,0,22,0,0,0,0
SN,CS,siddi,309,55,48,22,2,52,16,57,28,0,20,0,0,0,0
SN,CS,siddi,310,55,48,22,2,52,16,57,28,0,20,0,0,0,0
SN,CS,siddi,311,56,48,21,2,51,16,57,29,0,20,0,0,0,0
SN,CS,siddi,312,56,48,22,2,52,16,54,28,0,22,0,0,0,0
SN,CS,siddi,313,55,48,23,2,50,16,57,28,0,21,0,0,0,0
SN,CS,siddi,314,55,48,21,2,50,16,59,29,0,20,0,0,0,0
SN,CS,siddi,315,55,48,20,2,51,16,58,29,0,21,0,0,0,0
SN,CS,siddi,316,55,48,21,2,49,17,57,29,0,22,0,0,0,0
SN,CS,siddi,317,55,48,20,2,51,18,55,28,0,23,0,0,0,0
SN,CS,siddi,318,55,48,20,2,53,17,54,28,0,23,0,0,0,0
SN,CS,siddi,319,55,48,20,2,55,18,52,27,0,23,0,0,0,0
SN,CS,siddi,320,55,47,20,3,54,18,51,28,0,24,0,0,0,0
SN,CS,siddi,321,55,47,21,3,56,18,51,26,0,23,0,0,0,0
SN,CS,siddi,322,54,46,21,4,57,18,52,26,0,22,0,0,0,0
SN,CS,siddi,323,55,46,20,4,58,18,51,26,0,22,0,0,0,0
SN,CS,siddi,324,55,46,19,4,58,19,52,26,0,21,0,0,0,0
SN,CS,siddi,325,55,46,19,4,57,20,53,25,0,21,0,0,0,0
SN,CS,siddi,326,55,46,20,4,57,20,53,24,0,21,0,0,0,0
SN,CS,siddi,327,56,46,19,4,56,20,54,24,0,21,0,0,0,0
SN,CS,siddi,328,56,46,19,4,57,19,53,25,0,21,0,0,0,0
SN,CS,siddi,329,56,46,20,4,57,20,53,24,0,20,0,0,0,0
SN,CS,siddi,330,56,46,21,4,56,20,55,23,0,19,0,0,0,0
SN,CS,siddi,331,55,46,20,4,57,19,57,22,0,20,0,0,0,0
SN,CS,siddi,332,55,46,19,4,58,19,57,20,0,22,0,0,0,0
SN,CS,siddi,333,55,45,20,5,60,18,56,20,0,21,0,0,0,0
SN,CS,siddi,334,55,45,18,5,60,17,59,20,0,21,0,0,0,0
SN,CS,siddi,335,55,45,18,5,59,18,58,20,0,22,0,0,0,0
SN,CS,siddi,336,55,45,18,5,62,18,57,19,0,21,0,0,0,0
SN,CS,siddi,337,55,45,17,5,64,17,58,18,0,21,0,0,0,0
SN,CS,siddi,338,55,45,17,5,63,17,60,17,0,21,0,0,0,0
SN,CS,siddi,339,55,44,17,6,64,18,59,16,0,21,0,0,0,0
SN,CS,siddi,340,55,44,17,6,64,19,59,16,0,20,0,0,0,0
SN,CS,siddi,341,55,44,18,6,64,18,58,16,0,21,0,0,0,0
SN,CS,siddi,342,55,43,17,7,64,18,59,16,0,21,0,0,0,0
SN,CS,siddi,343,56,43,17,7,65,17,57,16,0,22,0,0,0,0
SN,CS,siddi,344,56,43,18,7,65,17,57,15,0,22,0,0,0,0
SN,CS,siddi,345,56,44,19,6,65,16,58,15,0,21,0,0,0,0
SN,CS,siddi,346,56,44,17,6,65,16,57,17,0,22,0,0,0,0
SN,CS,siddi,347,56,44,17,6,64,16,56,19,0,22,0,0,0,0
SN,CS,siddi,348,55,44,18,6,64,16,56,19,0,22,0,0,0,0
