Text_Type,Book,Chapter,Window,LLG,G,L,GLG,LGL,GGG,GLL,GGL,LGG,LLL,LG,LL,GG,GL
SN,AH,chikitsa,1096,9,21,1,27,30,33,6,20,10,1,1,0,0,0
SN,AH,chikitsa,1097,8,20,1,30,29,32,7,21,11,1,1,0,0,0
SN,AH,chikitsa,1098,7,20,1,33,30,31,7,20,10,1,1,0,0,0
SN,AH,chikitsa,1099,7,19,1,36,28,32,6,21,11,1,1,0,0,0
SN,AH,chikitsa,1100,6,18,1,36,27,30,5,21,11,1,1,0,1,0
SN,AH,chikitsa,1101,5,18,1,36,27,30,5,21,12,1,1,0,1,0
SN,AH,chikitsa,1102,5,18,1,38,26,29,5,20,13,1,1,0,1,0
SN,AH,chikitsa,1103,5,17,1,38,27,29,7,20,12,2,1,0,1,0
SN,AH,chikitsa,1104,5,17,1,36,28,30,6,20,13,2,1,0,1,0
SN,AH,chikitsa,1105,6,18,0,35,28,30,6,20,13,2,1,0,1,0
SN,AH,chikitsa,1106,5,17,1,36,28,30,5,21,13,2,1,0,1,0
SN,AH,chikitsa,1107,6,17,1,37,27,29,6,20,13,2,1,0,1,0
SN,AH,chikitsa,1108,7,18,1,35,27,29,6,20,11,2,1,0,1,0
SN,AH,chikitsa,1109,7,18,1,35,28,29,6,19,11,2,1,0,1,0
SN,AH,chikitsa,1110,7,18,1,35,28,29,7,18,11,2,1,0,1,0
SN,AH,chikitsa,1111,7,18,1,35,28,26,8,19,12,2,1,0,1,0
SN,AH,chikitsa,1112,7,19,1,33,30,24,9,17,12,2,1,0,1,0
SN,AH,chikitsa,1113,7,19,1,34,29,25,8,17,12,2,1,0,1,0
SN,AH,chikitsa,1114,7,19,1,33,29,25,10,16,12,2,1,0,1,0
SN,AH,chikitsa,1115,8,19,1,32,28,26,10,17,11,2,1,0,1,0
SN,AH,chikitsa,1116,9,19,1,30,28,26,11,16,12,2,1,0,1,0
SN,AH,chikitsa,1117,8,18,1,32,28,27,11,17,14,2,2,0,1,0
SN,AH,chikitsa,1118,8,18,1,32,28,25,11,19,14,2,2,0,1,0
SN,AH,chikitsa,1119,8,18,1,31,28,24,12,20,14,2,2,0,1,0
SN,AH,chikitsa,1120,8,19,1,30,28,21,12,20,14,1,1,0,1,0
SN,AH,chikitsa,1121,8,19,1,29,28,23,12,19,14,1,1,0,1,0
SN,AH,chikitsa,1122,9,20,1,26,29,25,11,18,12,1,1,0,1,0
SN,AH,chikitsa,1123,9,20,1,24,28,26,12,18,13,1,1,0,1,0
SN,AH,chikitsa,1124,10,21,1,21,29,26,12,17,12,1,1,0,1,0
SN,AH,chikitsa,1125,11,21,1,24,29,26,14,18,13,1,1,0,0,0
SN,AH,chikitsa,1126,12,21,1,24,29,26,14,17,13,1,1,0,0,0
SN,AH,chikitsa,1127,12,21,1,23,29,26,14,19,12,1,1,0,0,0
SN,AH,chikitsa,1128,12,22,1,23,28,25,13,20,12,0,1,0,0,0
SN,AH,chikitsa,1129,13,21,1,24,27,27,14,21,12,0,1,1,0,0
SN,AH,chikitsa,1130,12,21,1,25,27,27,14,21,12,0,1,1,0,0
SN,AH,chikitsa,1131,11,22,0,24,27,27,14,23,12,0,1,1,0,0
SN,AH,chikitsa,1132,11,22,0,24,27,27,13,23,13,0,1,1,0,0
SN,AH,chikitsa,1133,12,21,0,24,27,31,13,22,14,0,2,1,0,0
SN,AH,chikitsa,1134,13,21,0,25,26,31,13,21,14,0,2,1,0,0
SN,AH,chikitsa,1135,13,21,0,26,26,29,12,22,15,0,2,1,0,0
SN,AH,chikitsa,1136,13,21,0,26,26,30,11,23,14,0,2,1,0,0
SN,AH,chikitsa,1137,13,20,0,27,24,32,12,24,14,0,2,1,0,0
SN,AH,chikitsa,1138,12,20,0,27,24,31,12,25,15,0,2,1,0,0
SN,AH,chikitsa,1139,12,20,0,27,24,30,10,27,16,0,2,1,0,0
SN,AH,chikitsa,1140,13,20,0,28,24,28,10,27,16,0,2,1,0,0
SN,AH,chikitsa,1141,12,20,0,28,24,28,9,29,16,0,2,1,0,0
SN,AH,chikitsa,1142,13,21,0,26,25,27,8,29,13,0,1,1,0,0
SN,AH,chikitsa,1143,14,21,0,27,24,28,8,27,13,0,1,1,0,0
SN,AH,chikitsa,1144,15,21,0,27,25,28,8,25,13,0,1,1,0,0
SN,AH,chikitsa,1145,16,21,0,26,26,27,8,24,14,0,1,1,0,0
SN,AH,chikitsa,1146,16,20,0,25,25,24,8,24,14,0,1,1,1,0
SN,AH,chikitsa,1147,15,20,0,27,25,23,8,27,13,0,1,1,1,0
SN,AH,chikitsa,1148,15,20,0,28,25,23,8,29,12,0,1,1,1,0
SN,AH,chikitsa,1149,15,19,0,29,27,24,9,33,12,0,1,1,1,1
SN,AH,chikitsa,1150,14,19,1,28,29,25,8,33,11,0,1,1,1,1
SN,AH,chikitsa,1151,13,19,1,28,32,24,10,35,10,0,1,1,1,1
SN,AH,chikitsa,1152,13,19,1,28,32,26,10,32,11,0,1,1,1,1
SN,AH,chikitsa,1153,14,19,1,27,32,27,9,33,10,0,1,1,1,1
SN,AH,chikitsa,1154,13,20,1,26,33,25,8,32,10,0,1,0,1,1
SN,AH,chikitsa,1155,14,20,1,25,33,24,8,33,10,0,1,0,1,1
SN,AH,chikitsa,1156,14,20,1,25,33,26,8,30,11,0,1,0,1,1
SN,AH,chikitsa,1157,13,20,1,26,33,26,8,30,11,0,1,0,1,1
SN,AH,chikitsa,1158,11,21,1,26,33,24,9,29,10,0,0,0,1,1
SN,AH,chikitsa,1159,11,21,1,24,33,24,9,31,10,0,0,0,1,1
SN,AH,chikitsa,1160,11,20,1,24,33,25,10,34,9,1,1,0,1,1
SN,AH,chikitsa,1161,11,20,1,23,32,25,10,35,10,1,1,0,1,1
SN,AH,chikitsa,1162,11,21,1,22,34,24,8,34,10,1,1,0,1,1
SN,AH,chikitsa,1163,11,21,1,22,34,24,9,33,10,1,1,0,1,1
SN,AH,chikitsa,1164,11,20,1,22,34,29,11,31,10,1,2,0,1,1
SN,AH,chikitsa,1165,10,20,1,22,35,30,11,30,10,1,2,0,1,1
SN,AH,chikitsa,1166,10,20,1,23,35,30,13,28,9,1,2,0,1,1
SN,AH,chikitsa,1167,9,20,1,23,35,30,13,28,10,1,2,0,1,1
SN,AH,chikitsa,1168,9,20,1,21,35,30,14,28,11,1,2,0,1,1
SN,AH,chikitsa,1169,7,20,1,22,35,30,15,28,11,1,2,0,1,1
SN,AH,chikitsa,1170,6,19,1,24,36,30,16,30,11,1,3,0,1,1
SN,AH,chikitsa,1171,6,20,1,25,37,31,16,32,11,1,3,0,0,1
SN,AH,chikitsa,1172,6,20,1,25,38,30,17,29,11,1,3,0,0,1
SN,AH,chikitsa,1173,6,19,1,23,37,29,16,27,11,1,3,0,1,1
SN,AH,chikitsa,1174,6,20,1,22,35,27,15,24,11,1,3,0,1,0
SN,AH,chikitsa,1175,6,21,0,22,35,26,14,24,11,1,3,0,1,0
SN,AH,chikitsa,1176,6,20,1,24,32,27,12,22,11,1,3,0,1,0
SN,AH,chikitsa,1177,7,19,2,23,33,27,12,22,10,1,3,0,1,0
SN,AH,chikitsa,1178,7,18,2,25,32,26,12,21,13,2,3,0,1,0
SN,AH,chikitsa,1179,8,17,3,26,31,27,12,20,12,2,3,0,1,0
SN,AH,chikitsa,1180,8,16,3,28,30,28,14,18,13,2,3,0,1,0
SN,AH,chikitsa,1181,8,16,3,28,30,26,14,20,13,2,3,0,1,0
SN,AH,chikitsa,1182,8,16,3,27,31,26,15,20,12,2,3,0,1,0
SN,AH,chikitsa,1183,8,16,3,27,31,24,14,22,13,2,3,0,1,0
SN,AH,chikitsa,1184,7,15,3,31,30,24,15,21,14,2,3,0,1,0
SN,AH,chikitsa,1185,8,16,3,29,30,25,14,18,14,1,2,0,1,0
SN,AH,chikitsa,1186,8,16,3,30,31,25,14,17,13,1,2,0,1,0
SN,AH,chikitsa,1187,9,16,3,31,31,23,14,17,13,1,2,0,1,0
SN,AH,chikitsa,1188,9,16,3,32,31,23,13,17,13,1,2,0,1,0
SN,AH,chikitsa,1189,9,17,3,32,31,21,11,17,12,1,1,0,1,0
SN,AH,chikitsa,1190,9,17,3,31,29,21,11,19,13,1,1,0,1,0
SN,AH,chikitsa,1191,10,16,4,31,29,21,9,20,13,1,1,0,1,0
SN,AH,chikitsa,1192,10,16,4,33,28,21,9,20,12,1,1,0,1,0
SN,AH,chikitsa,1193,9,16,4,34,29,22,8,20,11,1,1,0,1,0
SN,AH,chikitsa,1194,9,16,4,34,28,23,7,21,11,1,1,0,1,0
SN,AH,chikitsa,1195,9,17,4,31,26,25,6,21,10,1,0,0,1,0
SN,AH,chikitsa,1196,9,16,4,31,25,25,7,21,13,1,0,0,1,0
SN,AH,chikitsa,1197,10,16,4,29,23,25,8,23,13,1,0,0,1,0
SN,AH,chikitsa,1198,10,17,4,31,25,26,8,23,13,1,0,0,0,0
SN,AH,chikitsa,1199,9,17,4,31,25,28,8,22,13,1,0,0,0,0
SN,AH,chikitsa,1200,9,17,4,30,24,30,8,21,14,1,0,0,0,0
SN,AH,chikitsa,1201,9,18,3,28,25,29,9,21,14,2,0,0,0,0
SN,AH,chikitsa,1202,8,19,2,29,24,28,9,22,15,2,0,0,0,0
SN,AH,chikitsa,1203,8,20,2,27,26,29,9,22,12,1,0,0,0,0
SN,AH,chikitsa,1204,7,21,1,26,26,29,10,23,12,1,0,0,0,0
SN,AH,chikitsa,1205,6,22,1,25,29,27,8,24,11,1,0,0,0,0
SN,AH,chikitsa,1206,7,22,1,26,32,28,11,24,10,1,0,0,0,0
SN,AH,chikitsa,1207,7,22,1,26,32,27,11,24,11,1,0,0,0,0
SN,AH,chikitsa,1208,7,22,1,25,33,28,12,23,10,1,0,0,0,0
SN,AH,chikitsa,1209,8,23,1,23,34,27,11,22,10,1,0,0,0,0
SN,AH,chikitsa,1210,7,22,1,25,33,25,12,23,13,1,0,0,0,0
SN,AH,chikitsa,1211,7,22,1,25,33,26,12,22,13,1,0,0,0,0
SN,AH,chikitsa,1212,7,21,1,26,31,27,12,24,16,1,1,0,0,0
SN,AH,chikitsa,1213,9,21,1,24,31,27,12,25,15,1,1,0,0,0
SN,AH,chikitsa,1214,9,21,1,25,32,24,13,25,15,1,1,0,0,0
SN,AH,chikitsa,1215,8,21,1,27,33,24,14,23,14,1,1,0,0,0
SN,AH,chikitsa,1216,7,21,0,29,33,24,15,23,15,1,1,0,0,0
SN,AH,chikitsa,1217,8,21,0,27,34,25,15,22,15,1,1,0,0,0
SN,AH,chikitsa,1218,9,21,0,29,34,28,15,23,16,1,1,0,0,0
SN,AH,chikitsa,1219,9,21,0,28,36,27,15,23,16,1,1,0,0,0
SN,AH,chikitsa,1220,9,20,0,31,35,27,15,23,16,2,1,0,0,0
SN,AH,chikitsa,1221,9,21,0,32,36,26,14,22,14,2,1,0,0,0
SN,AH,chikitsa,1222,8,21,0,33,37,29,12,20,14,2,1,0,0,0
SN,AH,chikitsa,1223,8,21,0,31,36,29,12,22,15,2,1,0,0,0
SN,AH,chikitsa,1224,9,20,0,32,37,31,12,22,15,2,2,0,0,0
SN,AH,chikitsa,1225,9,20,0,32,38,29,12,23,15,2,2,0,0,0
SN,AH,chikitsa,1226,10,19,0,35,36,29,11,23,18,1,2,0,0,0
SN,AH,chikitsa,1227,10,19,0,34,36,29,12,24,17,1,2,0,0,0
SN,AH,chikitsa,1228,9,18,0,36,36,31,13,23,19,1,3,0,0,0
SN,AH,chikitsa,1229,9,18,0,36,36,29,14,24,19,1,3,0,0,0
SN,AH,chikitsa,1230,9,18,0,35,35,29,14,24,21,1,3,0,0,0
SN,AH,chikitsa,1231,8,18,0,35,32,29,11,23,21,1,3,0,0,0
SN,AH,chikitsa,1232,9,18,0,34,31,31,10,23,21,1,3,0,0,0
SN,AH,chikitsa,1233,9,18,0,35,31,31,9,22,22,1,3,0,0,0
SN,AH,chikitsa,1234,8,18,0,34,31,33,9,23,21,1,3,0,0,0
SN,AH,chikitsa,1235,9,18,1,32,34,33,9,21,18,1,3,0,0,0
SN,AH,chikitsa,1236,9,18,1,31,35,31,10,20,20,1,3,0,0,0
SN,AH,chikitsa,1237,8,19,1,29,37,32,10,18,17,1,2,0,0,0
SN,AH,chikitsa,1238,6,18,1,30,36,32,11,19,20,1,2,0,0,0
SN,AH,chikitsa,1239,6,18,1,29,35,34,10,20,20,1,2,0,0,0
SN,AH,chikitsa,1240,6,17,1,29,35,37,9,20,23,1,3,0,0,0
SN,AH,chikitsa,1241,6,17,2,27,37,37,8,19,22,1,3,0,0,0
SN,AH,chikitsa,1242,7,16,2,29,35,35,10,20,23,1,3,0,0,0
SN,AH,chikitsa,1243,6,15,3,27,35,30,10,21,22,1,3,0,0,0
SN,AH,chikitsa,1244,7,14,3,28,32,31,10,20,26,1,3,0,0,0
SN,AH,chikitsa,1245,7,15,3,26,34,31,10,18,26,0,3,0,0,0
SN,AH,chikitsa,1246,8,15,3,25,34,31,11,18,25,0,3,0,0,0
SN,AH,chikitsa,1247,9,15,3,25,34,29,11,18,26,0,3,0,0,0
SN,AH,chikitsa,1248,10,15,3,26,35,28,11,17,25,0,3,0,0,0
SN,AH,chikitsa,1249,10,16,3,24,34,25,11,19,24,0,2,0,0,0
SN,AH,chikitsa,1250,10,16,3,24,34,26,11,18,24,0,2,0,0,0
SN,AH,chikitsa,1251,9,17,3,21,36,26,12,18,22,0,2,0,0,0
SN,AH,chikitsa,1252,9,17,3,22,37,25,11,18,22,0,2,0,0,0
SN,AH,chikitsa,1253,9,18,3,21,37,24,10,18,20,0,1,0,0,0
SN,AH,chikitsa,1254,10,17,3,24,37,24,8,19,22,0,2,0,0,0
SN,AH,chikitsa,1255,11,17,3,24,36,24,9,18,22,0,2,0,0,0
SN,AH,chikitsa,1256,11,17,3,23,36,24,9,19,22,0,2,0,0,0
SN,AH,chikitsa,1257,10,17,3,24,37,23,10,19,21,0,2,0,0,0
SN,AH,chikitsa,1258,10,17,3,23,36,24,10,21,20,0,2,0,0,0
SN,AH,chikitsa,1259,10,17,3,22,37,22,10,22,21,0,2,0,0,0
SN,AH,chikitsa,1260,10,17,2,23,35,23,11,22,23,0,2,0,0,0
SN,AH,chikitsa,1261,10,17,2,24,34,24,11,22,22,0,2,0,0,0
SN,AH,chikitsa,1262,10,17,2,24,33,24,12,22,22,0,2,0,0,0
SN,AH,chikitsa,1263,11,18,2,23,34,25,12,20,19,0,2,0,0,0
SN,AH,chikitsa,1264,12,18,2,25,35,26,14,20,19,1,2,0,0,0
SN,AH,chikitsa,1265,12,19,2,25,35,24,14,20,16,1,1,0,0,0
SN,AH,chikitsa,1266,13,19,1,26,32,25,16,20,16,2,1,0,0,0
SN,AH,chikitsa,1267,11,20,1,24,32,26,15,21,16,2,1,0,0,0
SN,AH,chikitsa,1268,12,21,0,23,30,26,16,21,17,2,1,0,0,0
SN,AH,chikitsa,1269,13,22,0,22,31,27,15,21,13,2,1,0,0,0
SN,AH,chikitsa,1270,13,22,0,22,31,25,15,23,13,2,1,0,0,0
SN,AH,chikitsa,1271,12,21,1,21,31,27,15,23,13,2,1,0,0,0
SN,AH,chikitsa,1272,11,20,1,24,30,28,15,25,12,2,1,0,0,0
SN,AH,chikitsa,1273,10,19,2,24,30,29,15,25,12,2,1,0,0,0
SN,AH,chikitsa,1274,10,18,2,26,29,32,16,24,13,2,2,0,0,0
SN,AH,chikitsa,1275,10,18,2,26,28,32,16,26,12,2,2,0,0,0
SN,AH,chikitsa,1276,11,17,2,28,26,35,15,26,12,2,2,0,0,0
SN,AH,chikitsa,1277,11,16,2,27,24,35,15,24,12,2,2,0,1,0
SN,AH,chikitsa,1278,12,16,2,26,23,35,15,25,12,2,2,0,1,0
SN,AH,chikitsa,1279,11,17,2,25,23,35,15,22,12,2,1,0,1,0
SN,AH,chikitsa,1280,10,16,2,28,23,36,14,22,12,3,1,0,1,0
SN,AH,chikitsa,1281,10,16,2,30,23,35,14,21,12,3,1,0,1,0
SN,AH,chikitsa,1282,11,15,3,30,22,35,14,21,12,3,1,0,1,0
SN,AH,chikitsa,1283,12,15,3,30,22,34,14,21,12,3,1,0,1,0
SN,AH,chikitsa,1284,12,15,3,32,21,34,14,21,11,3,1,0,1,0
SN,AH,chikitsa,1285,11,16,3,33,21,34,12,22,9,3,1,0,1,0
SN,AH,chikitsa,1286,12,16,3,32,21,35,11,23,8,3,1,0,1,0
SN,AH,chikitsa,1287,13,16,3,31,21,35,10,24,8,3,1,0,1,0
SN,AH,chikitsa,1288,12,16,3,33,21,35,9,24,8,3,1,0,1,0
SN,AH,chikitsa,1289,11,15,4,31,20,32,8,24,9,2,1,0,1,0
SN,AH,chikitsa,1290,11,14,5,30,20,31,8,26,9,2,1,0,1,0
SN,AH,chikitsa,1291,11,15,5,29,21,30,6,27,9,1,1,0,1,0
SN,AH,chikitsa,1292,11,15,5,30,22,31,5,26,8,1,1,0,1,0
SN,AH,chikitsa,1293,10,15,5,31,23,33,4,24,8,1,1,0,1,0
SN,AH,chikitsa,1294,8,14,5,34,22,32,4,26,10,1,1,0,1,0
SN,AH,chikitsa,1295,8,14,5,34,22,33,4,24,11,1,1,0,1,0
SN,AH,chikitsa,1296,8,15,4,35,22,34,3,23,11,1,1,0,1,0
SN,AH,chikitsa,1297,8,16,4,32,23,34,4,21,11,1,1,0,1,0
SN,AH,chikitsa,1298,8,17,3,33,23,34,4,20,11,1,1,0,1,0
SN,AH,chikitsa,1299,7,18,3,32,25,30,4,19,11,1,0,0,1,0
SN,AH,chikitsa,1300,8,17,3,33,24,30,5,17,14,1,0,0,1,0
SN,AH,chikitsa,1301,8,18,3,33,26,27,5,16,13,1,0,0,1,0
SN,AH,chikitsa,1302,9,19,3,33,27,28,6,16,14,1,0,0,0,0
SN,AH,chikitsa,1303,8,19,3,35,27,26,6,15,16,1,0,0,0,0
SN,AH,chikitsa,1304,11,18,3,34,26,27,6,17,16,2,1,0,0,0
SN,AH,chikitsa,1305,12,19,3,31,26,28,6,17,15,1,1,0,0,0
SN,AH,chikitsa,1306,12,19,3,29,29,30,8,19,16,1,1,0,0,0
SN,AH,chikitsa,1307,12,20,2,30,29,29,7,19,17,1,1,0,0,0
SN,AH,chikitsa,1308,13,20,2,30,29,29,7,17,18,1,1,0,0,0
SN,AH,chikitsa,1309,14,20,2,29,29,30,7,15,19,1,1,0,0,0
SN,AH,chikitsa,1310,15,19,2,29,28,30,7,15,22,1,1,0,0,0
SN,AH,chikitsa,1311,14,19,2,30,28,30,7,15,22,1,1,0,0,0
SN,AH,chikitsa,1312,14,19,2,30,28,29,7,15,23,1,1,0,0,0
SN,AH,chikitsa,1313,14,19,2,29,28,28,7,15,25,1,1,0,0,0
SN,AH,chikitsa,1314,14,19,2,29,28,30,6,15,24,1,1,0,0,0
SN,AH,chikitsa,1315,14,20,1,28,29,29,7,14,25,1,1,0,0,0
SN,AH,chikitsa,1316,14,20,1,28,29,29,7,13,26,1,1,0,0,0
SN,AH,chikitsa,1317,15,20,1,28,29,28,7,12,27,1,1,0,0,0
SN,AH,chikitsa,1318,15,19,1,29,30,30,8,13,26,1,2,0,0,0
SN,AH,chikitsa,1319,15,20,1,27,31,29,8,13,25,1,2,0,0,0
SN,AH,chikitsa,1320,15,20,1,26,31,29,8,14,24,2,2,0,0,0
SN,AH,chikitsa,1321,16,20,1,26,31,27,8,14,25,2,2,0,0,0
SN,AH,chikitsa,1322,16,20,1,25,31,27,8,15,25,2,2,0,0,0
SN,AH,chikitsa,1323,16,20,1,23,30,28,8,16,26,2,2,0,0,0
SN,AH,chikitsa,1324,16,20,1,24,29,28,7,16,27,2,2,0,0,0
SN,AH,chikitsa,1325,15,20,2,23,30,28,7,17,24,2,2,0,0,0
SN,AH,chikitsa,1326,15,19,3,21,29,30,7,18,24,2,2,0,0,0
SN,AH,chikitsa,1327,14,19,3,22,29,30,6,19,24,2,2,0,0,0
SN,AH,chikitsa,1328,14,19,3,21,31,31,6,19,22,2,2,0,0,0
SN,AH,chikitsa,1329,11,20,3,21,32,30,7,17,22,1,1,0,0,0
SN,AH,chikitsa,1330,10,19,3,23,32,30,7,19,22,1,1,0,0,0
SN,AH,chikitsa,1331,11,18,4,22,30,30,5,16,21,1,1,0,0,0
SN,AH,chikitsa,1332,10,18,4,21,30,31,5,18,20,1,1,0,0,0
SN,AH,chikitsa,1333,9,18,4,22,30,31,6,18,19,1,1,0,0,0
SN,AH,chikitsa,1334,9,18,4,21,30,32,6,19,18,1,1,0,0,0
SN,AH,chikitsa,1335,8,19,4,19,31,33,6,20,15,1,1,0,0,0
SN,AH,chikitsa,1336,9,18,4,19,30,33,7,20,17,1,1,0,0,0
SN,AH,chikitsa,1337,8,18,4,21,30,32,8,20,16,1,1,0,0,0
SN,AH,chikitsa,1338,9,18,4,22,30,32,8,20,14,1,1,0,0,0
SN,AH,chikitsa,1339,9,18,4,22,30,32,8,20,14,1,1,0,0,0
SN,AH,chikitsa,1340,9,18,4,23,29,33,7,19,15,1,1,0,0,0
SN,AH,chikitsa,1341,9,18,4,22,29,33,8,20,14,1,1,0,0,0
SN,AH,chikitsa,1342,9,17,4,24,28,34,8,21,15,2,2,0,0,0
SN,AH,chikitsa,1343,9,18,4,23,27,31,7,22,15,2,1,0,0,0
SN,AH,chikitsa,1344,9,18,4,24,27,32,7,21,14,2,1,0,0,0
SN,AH,chikitsa,1345,10,18,4,24,27,33,7,20,14,1,1,0,0,0
SN,AH,chikitsa,1346,10,18,4,24,26,33,7,22,13,1,1,0,0,0
SN,AH,chikitsa,1347,11,18,4,25,26,32,6,22,13,1,1,0,0,0
SN,AH,chikitsa,1348,12,18,4,25,26,30,6,23,13,1,1,0,0,0
SN,AH,chikitsa,1349,13,18,4,24,26,31,6,24,11,1,1,0,0,0
SN,AH,chikitsa,1350,14,18,3,26,26,30,5,25,12,1,1,0,0,0
SN,AH,chikitsa,1351,14,19,2,27,26,29,6,24,12,1,1,0,0,0
SN,AH,chikitsa,1352,14,18,2,30,26,28,8,23,11,2,1,0,0,0
SN,AH,chikitsa,1353,15,18,2,31,25,27,8,23,11,2,1,0,0,0
SN,AH,chikitsa,1354,16,18,2,31,26,27,8,23,9,2,1,0,0,0
SN,AH,chikitsa,1355,16,19,2,29,27,26,10,21,8,2,1,0,0,0
SN,AH,chikitsa,1356,16,19,1,31,27,24,11,22,9,2,1,0,0,0
SN,AH,chikitsa,1357,16,19,1,31,27,24,11,20,11,2,1,0,0,0
SN,AH,chikitsa,1358,15,18,1,33,26,24,10,21,13,3,1,0,0,0
SN,AH,chikitsa,1359,14,18,1,33,27,23,10,22,13,3,1,0,0,0
SN,AH,chikitsa,1360,14,18,1,34,28,23,10,20,13,3,1,0,0,0
SN,AH,chikitsa,1361,13,18,2,34,29,22,9,20,12,3,1,0,0,0
SN,AH,chikitsa,1362,13,17,3,33,30,23,9,19,12,3,1,0,0,0
SN,AH,chikitsa,1363,12,16,4,33,30,22,9,21,12,3,1,0,0,0
SN,AH,chikitsa,1364,12,17,3,33,30,20,10,21,13,3,1,0,0,0
SN,AH,chikitsa,1365,12,17,3,32,31,19,11,22,12,3,1,0,0,0
SN,AH,chikitsa,1366,12,17,3,32,32,18,10,23,12,3,1,0,0,0
SN,AH,chikitsa,1367,13,18,3,29,34,17,10,22,10,2,0,0,0,0
SN,AH,chikitsa,1368,13,18,3,30,35,17,10,20,10,2,0,0,0,0
SN,AH,chikitsa,1369,14,18,3,28,35,17,10,21,10,2,0,0,0,0
SN,AH,chikitsa,1370,14,17,3,30,35,17,10,24,10,2,1,0,0,0
SN,AH,chikitsa,1371,14,16,4,29,36,16,11,23,11,2,1,0,0,0
SN,AH,chikitsa,1372,13,16,4,29,36,17,11,22,12,2,1,0,0,0
SN,AH,chikitsa,1373,13,15,5,31,36,17,11,20,12,2,1,0,0,0
SN,AH,chikitsa,1374,12,15,5,30,37,17,11,21,12,2,1,0,0,0
SN,AH,chikitsa,1375,11,15,6,28,37,20,11,19,11,2,1,0,0,0
SN,AH,chikitsa,1376,11,14,6,29,37,23,10,20,12,2,2,0,0,0
SN,AH,chikitsa,1377,13,15,6,25,37,24,8,21,12,1,2,0,0,0
SN,AH,chikitsa,1378,14,14,6,26,35,27,8,21,12,1,2,0,0,0
SN,AH,chikitsa,1379,13,14,6,25,35,28,7,23,12,1,2,0,0,0
SN,AH,chikitsa,1380,13,13,6,28,35,30,5,25,12,1,3,0,0,0
SN,AH,chikitsa,1381,12,14,6,27,34,32,4,24,12,1,3,0,0,0
SN,AH,chikitsa,1382,12,14,6,28,34,32,4,25,10,1,3,0,0,0
SN,AH,chikitsa,1383,12,15,6,26,36,32,4,24,9,0,3,0,0,0
SN,AH,chikitsa,1384,12,15,6,28,35,32,4,23,9,0,3,0,0,0
SN,AH,chikitsa,1385,12,15,6,28,34,31,4,24,10,0,3,0,0,0
SN,AH,chikitsa,1386,13,16,5,27,34,30,4,25,10,0,3,0,0,0
SN,AH,chikitsa,1387,13,17,4,26,32,30,5,25,12,0,3,0,0,0
SN,AH,chikitsa,1388,15,17,3,26,31,30,5,26,13,0,3,0,0,0
SN,AH,chikitsa,1389,15,16,4,26,32,31,4,25,13,0,3,0,0,0
SN,AH,chikitsa,1390,17,16,4,27,31,31,3,24,13,0,3,0,0,0
SN,AH,chikitsa,1391,17,16,4,27,30,33,3,23,13,0,3,0,0,0
SN,AH,chikitsa,1392,16,15,4,28,28,33,4,26,14,0,3,0,0,0
SN,AH,chikitsa,1393,16,15,4,27,28,32,4,28,14,0,3,0,0,0
SN,AH,chikitsa,1394,16,14,4,27,27,34,5,28,15,0,3,0,0,0
SN,AH,chikitsa,1395,15,15,4,25,27,33,5,25,17,0,2,0,0,0
SN,AH,chikitsa,1396,14,16,3,25,28,33,5,25,17,0,2,0,0,0
SN,AH,chikitsa,1397,14,16,3,25,28,31,6,25,18,0,2,0,0,0
SN,AH,chikitsa,1398,14,16,2,24,28,32,7,26,19,0,2,0,0,0
SN,AH,chikitsa,1399,14,16,2,24,29,31,7,26,19,0,2,0,0,0
SN,AH,chikitsa,1400,14,16,1,25,28,30,8,26,22,0,2,0,0,0
SN,AH,chikitsa,1401,13,17,1,23,28,28,9,25,22,0,1,0,0,0
SN,AH,chikitsa,1402,11,17,1,24,28,28,9,26,22,0,1,0,0,0
SN,AH,chikitsa,1403,9,18,1,21,30,27,10,26,22,0,1,0,0,0
SN,AH,chikitsa,1404,9,17,1,23,28,26,11,26,25,0,1,0,0,0
SN,AH,chikitsa,1405,9,18,1,21,28,23,11,25,26,0,0,0,0,0
SN,AH,chikitsa,1406,10,18,1,20,28,22,11,26,26,0,0,0,0,0
SN,AH,chikitsa,1407,11,18,1,19,28,21,12,26,26,0,0,0,0,0
SN,AH,chikitsa,1408,12,18,1,19,28,20,12,26,26,0,0,0,0,0
SN,AH,chikitsa,1409,12,18,1,18,28,21,12,26,26,0,0,0,0,0
SN,AH,chikitsa,1410,13,18,1,19,29,20,12,25,25,0,0,0,0,0
SN,AH,chikitsa,1411,12,18,1,20,30,21,12,24,24,0,0,0,0,0
SN,AH,chikitsa,1412,14,17,1,21,32,21,11,26,23,0,1,0,0,0
SN,AH,chikitsa,1413,13,18,1,20,33,22,11,23,23,0,1,0,0,0
SN,AH,chikitsa,1414,14,19,0,23,32,23,11,26,24,0,1,0,0,0
SN,AH,chikitsa,1415,12,19,0,22,34,23,11,28,23,0,1,0,0,0
SN,AH,chikitsa,1416,13,18,0,23,33,22,13,27,25,0,1,0,0,0
SN,AH,chikitsa,1417,12,19,0,23,34,22,13,25,24,0,1,0,0,0
SN,AH,chikitsa,1418,12,18,1,24,35,22,13,23,24,0,1,0,0,0
SN,AH,chikitsa,1419,12,19,1,25,36,20,12,22,23,0,1,0,0,0
