Text_Type,Book,Chapter,Window,LL,L,GGL,G,LGG,GLL,GLG,GGG,LLL,LGL,LLG,LG,GG,GL
SN,AH,uttara,931,0,1,15,21,21,7,37,38,0,31,11,1,0,0
SN,AH,uttara,932,0,1,15,21,19,6,35,38,0,29,10,1,0,0
SN,AH,uttara,933,0,1,15,20,20,8,35,38,0,29,10,1,0,0
SN,AH,uttara,934,0,1,18,20,20,8,33,36,0,30,10,1,0,0
SN,AH,uttara,935,0,0,20,21,21,8,33,33,0,30,10,1,0,0
SN,AH,uttara,936,0,0,19,21,22,8,33,33,0,30,10,1,0,0
SN,AH,uttara,937,0,0,21,20,25,8,34,32,0,29,9,1,0,0
SN,AH,uttara,938,0,0,21,21,22,8,33,33,0,30,8,1,0,0
SN,AH,uttara,939,0,0,22,20,24,9,35,33,0,27,8,1,0,0
SN,AH,uttara,940,0,0,21,21,22,9,32,35,0,27,7,0,0,0
SN,AH,uttara,941,0,0,20,20,23,9,35,39,0,27,5,1,0,0
SN,AH,uttara,942,0,0,20,21,23,8,34,39,0,26,5,1,0,0
SN,AH,uttara,943,0,0,20,21,23,8,35,37,0,27,5,1,0,0
SN,AH,uttara,944,0,0,19,21,21,8,31,36,0,27,5,1,0,0
SN,AH,uttara,945,0,0,19,21,21,7,30,37,0,27,6,1,0,0
SN,AH,uttara,946,0,1,19,20,20,7,30,38,0,27,6,1,0,0
SN,AH,uttara,947,0,1,19,20,21,7,31,36,0,27,6,1,0,0
SN,AH,uttara,948,0,1,18,20,20,7,29,34,0,26,5,1,0,0
SN,AH,uttara,949,0,1,18,19,21,8,32,31,0,26,6,1,0,0
SN,AH,uttara,950,0,1,17,19,19,8,34,32,0,26,6,1,0,0
SN,AH,uttara,951,0,1,18,18,18,8,36,33,0,27,7,2,0,0
SN,AH,uttara,952,0,1,19,18,18,7,35,33,0,27,8,2,0,0
SN,AH,uttara,953,0,1,21,17,20,6,36,35,0,26,6,2,0,0
SN,AH,uttara,954,0,1,20,17,19,6,35,38,0,26,6,2,0,0
SN,AH,uttara,955,0,1,19,16,19,6,36,41,1,27,6,3,0,0
SN,AH,uttara,956,0,1,20,16,18,6,37,40,1,27,6,3,0,0
SN,AH,uttara,957,0,1,21,16,17,7,36,40,1,27,6,3,0,0
SN,AH,uttara,958,0,1,21,17,16,5,36,40,1,27,6,3,0,0
SN,AH,uttara,959,0,1,20,17,16,5,36,40,1,27,7,3,0,0
SN,AH,uttara,960,0,1,18,17,16,5,37,41,1,27,7,3,0,0
SN,AH,uttara,961,0,1,19,17,15,5,37,41,1,27,7,3,0,0
SN,AH,uttara,962,0,1,17,18,12,5,36,42,1,28,8,3,0,0
SN,AH,uttara,963,0,1,19,17,13,5,40,46,1,28,8,3,0,0
SN,AH,uttara,964,0,1,20,18,11,4,38,45,1,30,8,3,0,0
SN,AH,uttara,965,0,1,20,18,11,5,38,43,1,30,9,3,0,0
SN,AH,uttara,966,0,1,19,19,11,5,36,41,1,30,9,2,0,0
SN,AH,uttara,967,0,1,20,18,14,7,39,43,1,31,8,2,0,0
SN,AH,uttara,968,0,1,19,18,14,8,39,42,1,30,10,2,0,0
SN,AH,uttara,969,0,1,19,18,15,8,39,41,1,30,10,2,0,0
SN,AH,uttara,970,0,1,19,18,15,8,41,40,1,30,9,2,0,0
SN,AH,uttara,971,0,0,18,19,16,8,41,40,1,30,9,2,0,0
SN,AH,uttara,972,0,0,18,19,16,8,39,42,1,30,9,2,0,0
SN,AH,uttara,973,0,0,17,18,17,9,41,43,1,29,9,2,0,0
SN,AH,uttara,974,0,0,17,18,16,8,38,43,1,27,8,2,1,0
SN,AH,uttara,975,0,1,18,17,16,8,37,42,1,27,9,2,1,0
SN,AH,uttara,976,0,1,18,18,16,9,36,39,1,26,8,1,1,0
SN,AH,uttara,977,0,1,18,17,18,9,37,39,1,25,9,1,1,0
SN,AH,uttara,978,0,1,17,18,17,9,35,38,1,27,9,1,1,0
SN,AH,uttara,979,0,1,17,18,18,9,35,36,1,27,10,1,1,0
SN,AH,uttara,980,0,1,18,19,17,10,35,33,0,25,10,0,1,0
SN,AH,uttara,981,0,1,17,18,20,11,36,36,0,27,12,0,1,0
SN,AH,uttara,982,0,1,18,18,20,10,37,35,0,27,12,0,1,0
SN,AH,uttara,983,0,1,18,17,23,12,36,34,0,26,13,0,1,0
SN,AH,uttara,984,0,1,16,17,24,12,38,34,0,25,13,0,1,0
SN,AH,uttara,985,0,1,17,17,23,12,38,34,0,25,13,0,1,0
SN,AH,uttara,986,0,2,16,16,24,11,38,35,0,25,13,0,1,0
SN,AH,uttara,987,0,2,16,16,23,11,39,34,0,26,13,0,1,0
SN,AH,uttara,988,0,2,16,17,21,10,35,30,0,26,13,0,1,0
SN,AH,uttara,989,0,2,14,16,23,10,36,31,0,26,14,0,1,0
SN,AH,uttara,990,0,2,15,16,23,9,36,31,0,26,14,0,1,0
SN,AH,uttara,991,0,2,16,16,22,9,36,29,0,27,15,0,1,0
SN,AH,uttara,992,0,2,16,17,20,7,33,27,0,25,15,0,1,0
SN,AH,uttara,993,0,2,18,16,21,6,34,29,0,25,13,0,1,0
SN,AH,uttara,994,0,2,18,16,21,7,34,28,0,25,13,0,1,0
SN,AH,uttara,995,0,2,18,16,24,8,32,26,0,25,13,0,1,0
SN,AH,uttara,996,0,2,18,16,23,8,33,26,0,25,13,0,1,0
SN,AH,uttara,997,0,2,19,16,22,8,34,24,0,26,13,0,1,0
SN,AH,uttara,998,0,3,20,16,20,7,32,23,0,27,14,0,1,0
SN,AH,uttara,999,0,3,23,16,20,7,34,25,0,28,16,1,0,0
SN,AH,uttara,1000,0,2,23,17,21,7,34,24,0,28,16,1,0,0
SN,AH,uttara,1001,0,2,23,17,21,6,33,26,0,28,16,1,0,0
SN,AH,uttara,1002,0,2,23,18,19,7,33,24,0,30,14,1,0,0
SN,AH,uttara,1003,0,2,23,18,19,7,34,24,0,29,14,1,0,0
SN,AH,uttara,1004,0,2,23,18,18,7,35,23,0,31,13,1,0,0
SN,AH,uttara,1005,0,2,22,17,20,6,35,23,1,32,14,1,0,0
SN,AH,uttara,1006,0,2,22,18,19,6,33,19,1,30,12,1,0,0
SN,AH,uttara,1007,0,2,20,18,19,6,33,21,1,30,12,1,0,0
SN,AH,uttara,1008,0,2,20,19,17,4,34,20,1,32,11,1,0,0
SN,AH,uttara,1009,0,2,22,18,17,5,35,20,1,31,11,1,0,0
SN,AH,uttara,1010,0,2,22,18,18,5,34,20,1,31,11,1,0,0
SN,AH,uttara,1011,0,1,24,18,18,5,37,20,1,31,11,2,0,0
SN,AH,uttara,1012,0,1,25,18,18,5,35,21,1,31,11,2,0,0
SN,AH,uttara,1013,0,1,24,17,21,8,36,22,1,33,13,2,0,0
SN,AH,uttara,1014,0,1,26,18,19,8,35,22,1,32,12,2,0,0
SN,AH,uttara,1015,0,2,27,17,19,8,35,22,1,32,11,2,0,0
SN,AH,uttara,1016,0,2,27,17,19,8,35,23,1,32,10,2,0,0
SN,AH,uttara,1017,0,2,25,17,18,9,34,24,1,33,11,2,0,0
SN,AH,uttara,1018,0,2,23,18,17,9,32,24,1,34,12,2,0,0
SN,AH,uttara,1019,0,2,24,17,17,8,32,27,1,33,13,2,0,0
SN,AH,uttara,1020,0,2,26,17,14,8,32,27,1,34,13,2,0,0
SN,AH,uttara,1021,0,2,26,17,14,9,31,25,1,36,13,2,0,0
SN,AH,uttara,1022,0,2,27,17,14,9,32,25,1,35,12,2,0,0
SN,AH,uttara,1023,0,1,27,17,17,9,32,24,2,35,12,2,0,0
SN,AH,uttara,1024,0,1,25,18,17,9,30,23,2,35,12,1,0,0
SN,AH,uttara,1025,0,1,25,17,17,10,33,23,2,35,11,1,0,0
SN,AH,uttara,1026,0,1,25,17,18,11,32,21,2,36,11,1,0,0
SN,AH,uttara,1027,0,1,24,17,18,11,33,22,2,35,11,1,0,0
SN,AH,uttara,1028,0,1,23,17,17,11,34,22,2,36,11,1,0,0
SN,AH,uttara,1029,0,1,23,17,19,12,33,22,2,34,11,1,0,0
SN,AH,uttara,1030,0,1,24,18,19,12,32,21,1,34,10,1,0,0
SN,AH,uttara,1031,0,1,25,18,18,11,31,23,1,34,10,1,0,0
SN,AH,uttara,1032,0,1,24,18,19,11,31,23,1,34,10,1,0,0
SN,AH,uttara,1033,0,1,28,17,19,12,33,28,1,34,11,2,0,0
SN,AH,uttara,1034,0,1,27,18,18,11,30,29,1,35,12,2,0,0
SN,AH,uttara,1035,0,1,26,18,17,11,29,31,1,35,13,2,0,0
SN,AH,uttara,1036,0,1,24,19,17,12,25,29,1,36,14,1,0,0
SN,AH,uttara,1037,0,1,27,19,17,12,26,28,1,34,13,1,0,0
SN,AH,uttara,1038,0,1,27,20,14,10,25,26,1,32,12,1,0,0
SN,AH,uttara,1039,0,1,25,20,14,10,25,26,1,34,12,1,0,0
SN,AH,uttara,1040,0,0,24,21,14,11,24,26,1,34,13,1,0,0
SN,AH,uttara,1041,0,0,25,20,14,12,25,26,1,35,14,2,0,0
SN,AH,uttara,1042,0,0,25,20,15,11,27,24,1,35,14,2,0,0
SN,AH,uttara,1043,0,0,25,20,16,11,28,23,1,35,13,2,0,0
SN,AH,uttara,1044,0,0,24,21,15,11,28,21,1,37,12,2,0,0
SN,AH,uttara,1045,0,0,24,20,15,10,32,22,1,36,12,2,0,0
SN,AH,uttara,1046,0,0,25,20,15,9,31,22,1,37,12,2,0,0
SN,AH,uttara,1047,0,0,24,20,16,9,30,23,1,36,13,2,0,0
SN,AH,uttara,1048,0,0,23,21,13,9,30,24,0,37,13,2,0,0
SN,AH,uttara,1049,0,0,22,21,14,10,31,23,0,37,12,2,0,0
SN,AH,uttara,1050,0,0,21,22,14,9,29,24,0,37,12,2,0,0
SN,AH,uttara,1051,0,0,21,21,16,8,32,25,0,35,12,2,0,0
SN,AH,uttara,1052,0,0,21,21,16,7,32,24,0,36,13,2,0,0
SN,AH,uttara,1053,0,0,22,21,17,7,31,24,0,35,13,2,0,0
SN,AH,uttara,1054,0,0,23,21,17,6,30,24,0,35,14,2,0,0
SN,AH,uttara,1055,0,0,22,21,17,7,30,24,0,35,14,2,0,0
SN,AH,uttara,1056,0,0,21,21,17,7,31,23,0,36,14,2,0,0
SN,AH,uttara,1057,0,0,21,21,17,8,31,21,0,37,14,2,0,0
SN,AH,uttara,1058,0,0,17,22,18,8,27,16,0,36,14,1,0,0
SN,AH,uttara,1059,0,0,18,22,18,9,27,15,0,36,13,1,0,0
SN,AH,uttara,1060,0,0,18,22,18,10,29,12,0,36,13,1,0,0
SN,AH,uttara,1061,0,0,19,21,19,10,31,13,0,35,14,2,0,0
SN,AH,uttara,1062,0,0,15,21,20,12,31,13,0,36,14,2,0,0
SN,AH,uttara,1063,0,0,14,21,21,13,30,13,0,37,13,2,0,0
SN,AH,uttara,1064,0,0,16,21,22,14,29,12,0,35,13,2,0,0
SN,AH,uttara,1065,0,0,17,21,23,15,31,13,0,36,14,2,0,0
SN,AH,uttara,1066,0,0,16,22,23,14,30,14,0,34,13,1,0,0
SN,AH,uttara,1067,0,0,17,21,24,15,31,15,0,33,12,1,0,0
SN,AH,uttara,1068,0,0,17,21,24,16,31,15,0,32,12,1,0,0
SN,AH,uttara,1069,0,0,19,20,25,18,32,15,0,30,13,2,0,0
SN,AH,uttara,1070,0,0,17,21,25,18,29,17,0,30,13,2,0,0
SN,AH,uttara,1071,0,0,17,20,27,18,30,19,0,28,15,3,0,0
SN,AH,uttara,1072,0,0,17,20,26,18,31,19,0,29,14,3,0,0
SN,AH,uttara,1073,0,0,17,20,27,19,32,18,0,28,13,3,0,0
SN,AH,uttara,1074,0,0,17,20,26,18,32,21,0,28,12,3,0,0
SN,AH,uttara,1075,0,0,18,19,26,18,33,23,0,28,13,4,0,0
SN,AH,uttara,1076,0,0,18,20,23,18,31,23,0,29,14,4,0,0
SN,AH,uttara,1077,0,0,18,20,23,18,31,24,0,28,14,4,0,0
SN,AH,uttara,1078,0,0,17,20,22,18,31,26,0,28,14,4,0,0
SN,AH,uttara,1079,0,0,16,19,23,19,33,27,0,28,13,4,0,0
SN,AH,uttara,1080,0,0,16,19,21,18,33,29,0,29,13,4,0,0
SN,AH,uttara,1081,0,0,17,19,20,18,34,30,0,27,13,4,0,0
SN,AH,uttara,1082,0,0,20,19,19,17,34,30,0,26,13,4,0,0
SN,AH,uttara,1083,0,0,20,19,17,16,35,32,0,26,13,4,0,0
SN,AH,uttara,1084,0,0,18,19,17,16,35,34,0,27,12,4,0,0
SN,AH,uttara,1085,0,1,18,18,18,15,35,35,0,27,11,4,0,0
SN,AH,uttara,1086,0,1,17,19,17,14,35,35,0,27,9,3,0,0
SN,AH,uttara,1087,0,1,18,19,16,12,35,37,0,27,9,3,0,0
SN,AH,uttara,1088,0,1,18,19,16,10,35,39,0,27,9,3,0,0
SN,AH,uttara,1089,0,1,17,18,17,9,36,42,0,27,9,3,0,0
SN,AH,uttara,1090,0,1,15,17,16,7,34,40,0,25,7,3,1,0
SN,AH,uttara,1091,0,1,16,16,20,7,33,40,0,25,8,3,2,0
SN,AH,uttara,1092,0,1,16,17,18,7,32,40,0,27,8,3,2,0
SN,AH,uttara,1093,0,1,19,16,17,8,33,39,1,27,8,3,2,0
SN,AH,uttara,1094,0,1,17,17,16,6,32,40,1,28,7,2,2,0
SN,AH,uttara,1095,1,1,17,16,20,6,31,39,1,27,11,2,2,0
SN,AH,uttara,1096,1,1,17,17,18,6,30,40,1,26,9,1,2,0
SN,AH,uttara,1097,1,1,17,16,19,6,31,41,1,25,10,1,2,0
SN,AH,uttara,1098,1,2,17,15,19,5,29,43,1,25,11,1,2,0
SN,AH,uttara,1099,1,2,18,15,20,5,29,40,1,26,11,1,2,0
SN,AH,uttara,1100,1,2,17,16,20,6,26,38,1,27,10,0,2,0
SN,AH,uttara,1101,1,2,18,15,21,7,28,38,1,27,10,1,2,0
SN,AH,uttara,1102,1,2,20,15,22,7,27,38,1,26,9,1,2,0
SN,AH,uttara,1103,1,2,22,15,22,8,27,35,1,26,9,1,2,0
SN,AH,uttara,1104,1,2,23,16,20,7,26,35,1,26,9,1,2,0
SN,AH,uttara,1105,1,2,25,15,22,7,27,35,1,24,9,1,2,0
SN,AH,uttara,1106,1,2,25,15,22,8,26,33,1,26,9,1,2,0
SN,AH,uttara,1107,1,2,24,14,25,8,28,33,1,25,9,1,2,0
SN,AH,uttara,1108,1,3,25,13,26,9,28,31,1,25,8,1,2,0
SN,AH,uttara,1109,1,3,26,13,26,8,29,30,1,25,8,1,2,0
SN,AH,uttara,1110,1,3,28,13,26,8,27,30,1,25,8,1,2,0
SN,AH,uttara,1111,1,3,32,13,26,9,26,33,1,26,8,1,2,0
SN,AH,uttara,1112,1,3,32,13,26,9,27,32,1,26,8,1,2,0
SN,AH,uttara,1113,1,4,33,12,25,9,28,32,1,25,8,1,2,0
SN,AH,uttara,1114,1,4,34,13,23,9,27,31,1,25,8,1,2,0
SN,AH,uttara,1115,1,4,35,13,24,9,29,33,2,26,8,1,1,0
SN,AH,uttara,1116,1,4,34,14,20,9,30,33,2,26,7,1,0,0
SN,AH,uttara,1117,1,4,33,14,20,8,29,34,2,25,8,1,0,0
SN,AH,uttara,1118,1,5,30,14,20,6,27,36,1,25,10,1,0,0
SN,AH,uttara,1119,2,5,30,13,21,6,27,38,1,26,11,1,0,0
SN,AH,uttara,1120,1,6,32,13,17,7,27,36,1,27,8,1,0,0
SN,AH,uttara,1121,1,6,32,12,18,7,29,37,1,26,8,1,0,0
SN,AH,uttara,1122,1,6,31,13,17,7,26,39,1,27,7,1,0,0
SN,AH,uttara,1123,1,5,31,14,17,7,26,39,1,27,7,1,0,0
SN,AH,uttara,1124,1,6,30,13,16,7,25,41,1,27,8,1,0,0
SN,AH,uttara,1125,1,6,30,12,16,8,28,41,2,25,8,1,0,0
SN,AH,uttara,1126,1,6,30,13,15,7,26,41,2,25,7,0,0,0
SN,AH,uttara,1127,1,6,30,12,15,7,26,41,2,26,9,0,0,0
SN,AH,uttara,1128,1,6,31,12,16,6,25,41,2,26,9,0,0,0
SN,AH,uttara,1129,1,6,32,12,16,6,24,40,2,27,9,0,0,0
SN,AH,uttara,1130,1,7,31,12,14,6,22,41,2,28,9,0,0,0
SN,AH,uttara,1131,1,7,32,11,16,5,22,41,2,27,13,1,0,0
SN,AH,uttara,1132,1,8,32,11,13,5,19,42,2,28,14,1,0,0
SN,AH,uttara,1133,1,8,32,11,12,4,18,45,2,28,14,1,0,0
SN,AH,uttara,1134,1,8,31,11,12,4,19,45,2,28,14,1,0,0
SN,AH,uttara,1135,1,7,30,12,11,4,21,45,2,28,14,1,0,0
SN,AH,uttara,1136,1,7,26,12,10,3,22,42,2,27,15,1,0,0
SN,AH,uttara,1137,1,7,26,11,11,4,22,45,2,27,15,2,0,0
SN,AH,uttara,1138,1,6,25,12,11,4,23,43,2,28,16,2,0,0
SN,AH,uttara,1139,1,7,24,11,11,4,25,41,2,28,17,2,0,0
SN,AH,uttara,1140,1,7,25,12,10,5,24,40,1,27,17,2,0,0
SN,AH,uttara,1141,1,7,25,12,10,5,23,39,1,27,19,2,0,0
SN,AH,uttara,1142,1,7,26,12,10,5,22,38,1,28,19,2,0,0
SN,AH,uttara,1143,1,6,26,13,10,5,22,39,1,29,17,2,0,0
SN,AH,uttara,1144,0,6,25,14,10,6,22,35,1,29,16,2,0,0
SN,AH,uttara,1145,0,6,23,14,10,5,23,37,1,30,15,2,0,0
SN,AH,uttara,1146,0,6,24,15,9,5,21,34,1,31,16,2,0,0
SN,AH,uttara,1147,0,6,24,15,9,6,22,32,1,31,16,2,0,0
SN,AH,uttara,1148,0,6,25,15,9,6,23,32,1,30,15,2,0,0
SN,AH,uttara,1149,0,5,27,16,9,6,23,31,1,30,14,2,0,0
SN,AH,uttara,1150,0,5,28,17,8,4,21,31,0,31,15,2,0,0
SN,AH,uttara,1151,0,5,27,16,10,5,24,30,0,30,15,2,0,0
SN,AH,uttara,1152,0,5,26,17,10,5,25,29,0,29,14,2,0,0
SN,AH,uttara,1153,0,5,27,17,9,5,29,31,0,31,14,2,0,0
SN,AH,uttara,1154,0,5,26,17,8,6,30,32,0,30,14,2,0,0
SN,AH,uttara,1155,0,4,26,17,8,8,34,30,0,29,14,2,0,0
SN,AH,uttara,1156,0,4,24,18,7,8,35,30,0,29,11,1,0,0
SN,AH,uttara,1157,0,4,23,18,7,8,35,31,0,30,10,1,0,0
SN,AH,uttara,1158,0,3,22,19,7,8,36,30,0,30,11,1,0,0
SN,AH,uttara,1159,0,3,23,18,8,8,35,32,0,29,12,1,0,0
SN,AH,uttara,1160,0,3,22,17,8,8,33,31,0,28,12,1,1,0
SN,AH,uttara,1161,0,3,22,17,8,8,33,31,0,28,12,1,1,0
SN,AH,uttara,1162,0,3,22,18,8,7,33,27,0,28,12,0,1,0
SN,AH,uttara,1163,0,3,22,18,8,7,32,29,0,28,11,0,1,0
SN,AH,uttara,1164,0,2,22,19,8,7,30,31,0,28,11,0,1,0
SN,AH,uttara,1165,0,2,23,18,9,6,31,31,0,28,12,0,1,0
SN,AH,uttara,1166,0,2,24,18,10,6,31,30,0,28,11,0,1,0
SN,AH,uttara,1167,0,2,24,18,10,6,32,29,0,28,11,0,1,0
SN,AH,uttara,1168,0,2,25,18,10,6,32,28,0,27,12,0,1,0
SN,AH,uttara,1169,0,2,25,17,10,5,34,29,1,26,13,0,1,0
SN,AH,uttara,1170,0,1,26,18,11,5,33,28,1,25,14,0,1,0
SN,AH,uttara,1171,0,1,25,17,13,5,35,28,2,25,13,0,1,0
SN,AH,uttara,1172,0,1,26,17,14,5,34,26,2,26,13,0,1,0
SN,AH,uttara,1173,0,1,25,17,14,5,33,26,2,28,13,0,1,0
SN,AH,uttara,1174,0,2,23,16,15,5,33,27,2,27,14,0,1,0
SN,AH,uttara,1175,0,2,23,16,16,6,32,27,2,27,13,0,1,0
SN,AH,uttara,1176,0,2,22,17,15,6,30,27,2,28,13,0,1,0
SN,AH,uttara,1177,0,2,22,16,15,7,31,29,2,30,12,1,1,0
SN,AH,uttara,1178,0,2,20,16,15,7,28,27,2,28,13,1,1,0
SN,AH,uttara,1179,0,2,22,16,17,8,27,29,2,29,14,1,1,0
SN,AH,uttara,1180,0,2,21,17,18,6,23,29,2,30,16,1,1,0
SN,AH,uttara,1181,0,2,22,16,19,7,22,31,2,30,17,2,1,0
SN,AH,uttara,1182,0,1,22,17,20,7,23,30,2,29,17,2,1,0
SN,AH,uttara,1183,0,1,24,17,21,7,22,29,2,29,16,2,1,0
SN,AH,uttara,1184,0,1,24,18,20,7,22,28,2,29,15,2,1,0
SN,AH,uttara,1185,0,1,25,19,20,7,23,29,2,30,16,2,0,0
SN,AH,uttara,1186,0,1,25,19,22,7,21,28,2,31,16,2,0,0
SN,AH,uttara,1187,0,1,26,19,23,7,19,28,2,31,16,2,0,0
SN,AH,uttara,1188,0,2,27,18,23,8,19,26,2,31,16,2,0,0
SN,AH,uttara,1189,0,2,26,17,26,11,20,24,2,30,16,2,0,0
SN,AH,uttara,1190,0,2,25,18,25,11,19,24,2,31,15,2,0,0
SN,AH,uttara,1191,0,2,23,18,24,12,19,26,2,31,15,2,0,0
SN,AH,uttara,1192,0,2,22,18,24,13,19,28,2,30,14,2,0,0
SN,AH,uttara,1193,0,2,23,18,25,13,20,26,2,30,13,2,0,0
SN,AH,uttara,1194,0,2,23,19,24,13,18,26,1,31,13,2,0,0
SN,AH,uttara,1195,0,2,23,19,24,13,19,25,1,32,12,2,0,0
SN,AH,uttara,1196,0,2,22,20,22,14,19,25,0,32,12,2,0,0
SN,AH,uttara,1197,0,2,22,19,22,13,21,28,0,31,12,2,0,0
SN,AH,uttara,1198,0,2,23,19,21,13,22,27,0,31,12,2,0,0
SN,AH,uttara,1199,0,1,24,19,21,13,24,29,0,30,11,2,0,0
SN,AH,uttara,1200,0,1,23,19,21,12,24,31,0,30,11,2,0,0
SN,AH,uttara,1201,0,1,25,19,20,11,24,31,0,30,11,2,0,0
SN,AH,uttara,1202,0,1,24,20,21,10,22,29,0,29,12,1,0,0
SN,AH,uttara,1203,0,1,24,20,21,10,21,31,0,29,11,1,0,0
SN,AH,uttara,1204,0,1,22,20,19,9,23,28,0,28,10,1,0,0
SN,AH,uttara,1205,0,1,23,19,20,10,25,28,0,27,9,1,1,0
SN,AH,uttara,1206,0,1,22,19,18,10,24,26,0,28,10,1,1,0
SN,AH,uttara,1207,0,1,22,19,19,10,25,25,0,28,10,1,1,0
SN,AH,uttara,1208,0,1,20,18,18,10,25,26,0,28,12,1,2,0
SN,AH,uttara,1209,0,1,19,17,18,11,24,26,2,28,13,1,2,0
SN,AH,uttara,1210,0,1,19,17,19,13,23,26,2,28,12,1,2,0
SN,AH,uttara,1211,0,1,19,16,18,13,25,29,3,28,11,1,2,0
SN,AH,uttara,1212,0,1,19,16,16,14,26,29,3,27,12,1,2,0
SN,AH,uttara,1213,0,0,19,16,17,14,27,31,3,25,13,1,2,0
SN,AH,uttara,1214,0,0,19,17,15,11,27,32,3,27,12,1,2,0
SN,AH,uttara,1215,0,1,19,16,16,11,26,31,3,28,12,1,2,0
SN,AH,uttara,1216,0,1,19,16,18,10,26,31,3,28,11,1,2,0
SN,AH,uttara,1217,0,1,21,16,18,9,26,30,3,28,11,1,2,0
SN,AH,uttara,1218,0,1,19,16,17,11,26,31,3,28,11,1,2,0
SN,AH,uttara,1219,0,1,21,15,18,11,27,33,3,26,10,1,2,0
SN,AH,uttara,1220,0,1,20,15,17,11,27,35,3,26,10,1,2,0
SN,AH,uttara,1221,0,1,24,14,18,10,26,35,3,26,12,2,2,0
SN,AH,uttara,1222,0,1,25,15,17,10,24,32,3,26,14,2,2,0
SN,AH,uttara,1223,0,1,25,15,17,10,25,32,3,25,14,2,2,0
SN,AH,uttara,1224,0,1,24,16,17,10,26,28,3,26,14,2,2,0
SN,AH,uttara,1225,0,1,26,16,18,10,26,25,3,26,14,2,2,0
SN,AH,uttara,1226,0,1,24,16,19,10,26,26,3,26,14,2,2,0
SN,AH,uttara,1227,0,1,24,16,17,10,26,28,3,26,14,2,2,0
SN,AH,uttara,1228,0,1,23,16,17,11,28,27,3,25,14,2,2,0
SN,AH,uttara,1229,0,1,22,15,19,12,27,29,3,25,16,3,2,0
SN,AH,uttara,1230,0,1,21,16,17,11,25,28,3,25,15,3,1,0
SN,AH,uttara,1231,0,1,22,16,18,10,26,30,4,23,14,2,1,0
SN,AH,uttara,1232,0,1,21,15,16,10,24,30,4,22,14,2,1,0
SN,AH,uttara,1233,0,1,21,15,16,10,25,29,6,23,13,2,0,1
SN,AH,uttara,1234,0,1,21,15,16,9,25,27,4,22,12,2,0,1
SN,AH,uttara,1235,0,1,20,15,15,7,26,27,4,22,13,2,0,1
SN,AH,uttara,1236,0,1,20,16,14,7,24,24,3,20,13,2,0,1
SN,AH,uttara,1237,0,1,18,16,14,6,24,25,4,21,12,2,0,1
SN,AH,uttara,1238,0,1,17,16,13,5,22,23,4,21,11,2,0,1
SN,AH,uttara,1239,0,2,19,15,13,5,23,22,4,20,12,2,0,1
SN,AH,uttara,1240,0,1,17,16,12,7,24,23,4,21,12,2,0,1
SN,AH,uttara,1241,0,1,19,16,10,9,26,22,5,21,12,2,0,1
SN,AH,uttara,1242,0,2,18,15,11,11,27,22,5,22,12,2,0,1
SN,AH,uttara,1243,0,2,20,15,12,9,26,21,5,23,12,2,0,1
SN,AH,uttara,1244,0,2,19,16,12,9,25,19,5,24,12,2,0,1
SN,AH,uttara,1245,0,2,21,15,15,9,26,20,5,22,12,2,0,1
SN,AH,uttara,1246,0,3,19,15,14,9,27,22,5,21,10,1,0,1
SN,AH,uttara,1247,0,3,18,15,14,9,27,23,5,22,9,1,0,1
SN,AH,uttara,1248,0,3,17,15,14,9,26,24,5,23,9,1,0,1
SN,AH,uttara,1249,0,3,18,14,14,12,25,27,6,26,10,1,1,1
SN,AH,uttara,1250,0,3,17,13,12,13,26,29,7,26,11,1,2,1
SN,AH,uttara,1251,0,3,18,12,12,14,25,29,8,26,11,1,2,1
SN,AH,uttara,1252,0,3,18,12,13,15,25,28,9,25,12,1,2,1
SN,AH,uttara,1253,0,3,20,12,14,15,26,29,9,27,14,1,2,1
SN,AH,uttara,1254,0,3,20,12,15,14,28,28,9,26,12,0,2,1
SN,AH,uttara,1255,0,3,21,11,15,14,30,29,9,26,12,1,2,1
SN,AH,uttara,1256,0,3,21,12,14,14,29,29,8,27,11,1,2,1
SN,AH,uttara,1257,0,3,21,13,14,14,30,32,8,28,11,1,2,1
SN,AH,uttara,1258,0,3,21,14,14,14,29,34,6,27,11,1,2,0
SN,AH,uttara,1259,0,3,22,14,17,14,31,35,7,27,11,1,2,0
SN,AH,uttara,1260,0,3,22,14,18,14,32,35,7,27,10,1,2,0
SN,AH,uttara,1261,0,3,23,13,20,15,35,37,7,28,10,2,2,0
SN,AH,uttara,1262,0,3,23,12,21,15,35,38,7,27,10,3,2,0
SN,AH,uttara,1263,0,3,25,13,21,15,36,38,7,28,11,3,2,0
SN,AH,uttara,1264,0,2,24,14,21,15,34,39,7,29,10,3,2,0
SN,AH,uttara,1265,0,2,24,14,22,13,34,39,7,26,13,3,2,0
SN,AH,uttara,1266,0,2,23,13,23,11,32,40,6,26,14,4,2,0
SN,AH,uttara,1267,0,1,22,14,22,10,31,40,7,25,19,4,2,0
SN,AH,uttara,1268,0,2,20,13,21,11,32,41,8,24,21,4,2,0
SN,AH,uttara,1269,0,2,19,12,21,12,31,40,9,25,23,4,3,0
SN,AH,uttara,1270,0,2,19,12,20,12,30,37,10,25,23,4,4,0
SN,AH,uttara,1271,0,1,20,12,24,12,30,36,10,26,25,4,5,0
