Text_Type,Book,Chapter,Window,LL,L,GGL,G,LGG,GLL,GLG,GGG,LLL,LGL,LLG,LG,GG,GL
SN,AH,uttara,2501,0,1,19,17,23,14,34,26,3,29,11,2,0,0
SN,AH,uttara,2502,0,1,19,18,22,10,35,25,3,30,11,2,0,0
SN,AH,uttara,2503,0,1,20,17,22,9,39,27,3,28,10,2,0,0
SN,AH,uttara,2504,0,1,19,17,21,9,40,28,3,28,10,2,0,0
SN,AH,uttara,2505,0,1,18,16,24,11,42,27,3,26,10,2,0,0
SN,AH,uttara,2506,0,1,17,17,23,11,40,26,3,27,9,1,0,0
SN,AH,uttara,2507,0,1,19,17,22,11,39,26,3,27,9,1,0,0
SN,AH,uttara,2508,0,1,17,17,19,10,38,26,3,26,9,1,0,0
SN,AH,uttara,2509,0,1,19,17,19,11,40,26,3,25,7,1,0,0
SN,AH,uttara,2510,0,2,19,17,18,12,40,25,3,24,6,0,0,0
SN,AH,uttara,2511,0,2,19,17,17,12,41,24,3,26,5,0,0,0
SN,AH,uttara,2512,0,2,18,17,18,12,40,25,3,26,5,0,0,0
SN,AH,uttara,2513,0,2,19,16,20,11,43,25,3,25,4,0,0,0
SN,AH,uttara,2514,0,2,20,16,20,11,44,24,3,24,4,0,0,0
SN,AH,uttara,2515,0,2,21,15,22,11,44,25,3,24,5,1,0,0
SN,AH,uttara,2516,0,2,21,15,20,11,45,26,3,25,4,1,0,0
SN,AH,uttara,2517,0,2,21,15,20,11,44,26,3,25,5,1,0,0
SN,AH,uttara,2518,0,2,23,16,18,10,42,26,2,25,6,1,0,0
SN,AH,uttara,2519,0,2,23,16,17,9,44,27,2,24,6,1,0,0
SN,AH,uttara,2520,0,2,24,17,15,8,41,28,1,26,6,1,0,0
SN,AH,uttara,2521,0,2,21,16,15,9,43,30,1,26,7,1,0,0
SN,AH,uttara,2522,0,2,19,17,15,8,43,29,0,27,8,1,0,0
SN,AH,uttara,2523,0,1,18,17,17,8,42,31,1,26,9,1,0,0
SN,AH,uttara,2524,0,1,18,18,17,7,41,30,1,27,8,1,0,0
SN,AH,uttara,2525,0,1,17,17,18,8,42,31,1,27,8,1,0,0
SN,AH,uttara,2526,0,1,18,17,18,9,39,31,1,28,8,1,0,0
SN,AH,uttara,2527,0,1,19,17,18,9,37,31,1,29,8,1,0,0
SN,AH,uttara,2528,0,1,19,18,18,10,33,29,1,30,9,1,0,0
SN,AH,uttara,2529,0,1,20,18,17,11,32,30,1,29,9,1,0,0
SN,AH,uttara,2530,0,1,20,19,14,9,30,32,1,30,10,1,0,0
SN,AH,uttara,2531,0,1,21,19,17,10,31,34,1,30,10,1,0,0
SN,AH,uttara,2532,0,1,20,19,17,11,31,34,1,30,10,1,0,0
SN,AH,uttara,2533,0,1,22,18,19,11,30,34,1,29,11,1,0,0
SN,AH,uttara,2534,0,1,20,18,19,10,29,35,1,29,12,1,0,0
SN,AH,uttara,2535,0,0,19,19,19,9,27,37,1,28,13,1,0,0
SN,AH,uttara,2536,0,0,19,19,20,11,26,37,1,26,13,1,0,0
SN,AH,uttara,2537,0,0,20,18,20,11,27,36,2,26,14,1,0,0
SN,AH,uttara,2538,0,0,19,19,19,11,26,35,2,27,14,1,0,0
SN,AH,uttara,2539,1,0,20,18,19,10,28,37,3,27,14,1,0,0
SN,AH,uttara,2540,1,1,18,18,18,10,30,34,3,27,13,0,0,0
SN,AH,uttara,2541,1,1,18,18,20,11,30,32,3,26,13,0,0,0
SN,AH,uttara,2542,1,1,19,18,19,11,29,32,3,28,12,0,0,0
SN,AH,uttara,2543,1,1,17,18,19,11,29,33,3,29,12,0,0,0
SN,AH,uttara,2544,1,1,17,18,20,11,28,33,3,29,12,0,0,0
SN,AH,uttara,2545,1,1,17,17,23,11,31,33,3,27,11,0,0,0
SN,AH,uttara,2546,1,1,17,18,23,10,30,32,3,28,10,0,0,0
SN,AH,uttara,2547,1,1,19,17,24,10,31,33,3,27,9,0,0,0
SN,AH,uttara,2548,1,1,20,18,21,10,31,33,2,28,8,0,0,0
SN,AH,uttara,2549,1,1,21,18,22,9,32,31,2,28,8,0,0,0
SN,AH,uttara,2550,1,1,21,19,20,8,31,32,2,28,8,0,0,0
SN,AH,uttara,2551,1,1,22,19,20,7,32,32,2,27,8,0,0,0
SN,AH,uttara,2552,1,1,21,19,20,7,34,32,2,26,8,0,0,0
SN,AH,uttara,2553,1,1,22,18,21,7,36,32,2,26,7,0,0,0
SN,AH,uttara,2554,1,1,22,18,22,6,36,31,2,27,7,0,0,0
SN,AH,uttara,2555,1,1,23,17,23,7,40,28,2,27,6,0,0,0
SN,AH,uttara,2556,1,1,21,17,20,6,38,27,2,28,6,0,0,0
SN,AH,uttara,2557,1,1,21,16,21,6,38,28,2,28,7,0,0,0
SN,AH,uttara,2558,1,1,19,17,19,6,38,29,2,29,6,0,0,0
SN,AH,uttara,2559,1,1,18,16,20,6,41,30,3,28,5,0,0,0
SN,AH,uttara,2560,1,1,19,16,20,7,41,28,3,29,4,0,0,0
SN,AH,uttara,2561,1,1,19,16,20,6,41,28,3,29,5,0,0,0
SN,AH,uttara,2562,1,1,18,17,19,6,39,29,2,30,5,0,0,0
SN,AH,uttara,2563,1,1,19,16,19,6,41,28,3,30,5,0,0,0
SN,AH,uttara,2564,0,1,18,17,18,6,39,28,2,30,5,0,0,0
SN,AH,uttara,2565,0,0,19,17,18,6,39,29,2,31,5,0,0,0
SN,AH,uttara,2566,0,0,19,17,16,5,39,31,2,31,6,0,0,0
SN,AH,uttara,2567,0,0,18,17,16,5,40,32,2,30,6,0,0,0
SN,AH,uttara,2568,0,0,18,17,18,5,40,32,2,29,5,0,0,0
SN,AH,uttara,2569,0,0,19,16,18,6,42,32,2,28,5,0,0,0
SN,AH,uttara,2570,0,0,20,17,15,6,40,31,2,30,5,0,0,0
SN,AH,uttara,2571,0,0,21,17,14,6,40,32,2,29,5,0,0,0
SN,AH,uttara,2572,0,0,19,18,12,6,38,34,2,30,5,0,0,0
SN,AH,uttara,2573,0,0,19,18,13,6,37,33,2,30,6,0,0,0
SN,AH,uttara,2574,0,0,18,18,13,6,37,34,2,30,6,0,0,0
SN,AH,uttara,2575,0,0,20,18,13,6,36,33,2,30,6,0,0,0
SN,AH,uttara,2576,0,0,18,18,14,6,37,32,2,30,7,0,0,0
SN,AH,uttara,2577,0,0,21,18,15,6,38,33,2,32,7,0,0,0
SN,AH,uttara,2578,0,0,21,19,14,5,37,33,2,31,8,0,0,0
SN,AH,uttara,2579,0,0,20,19,13,5,37,34,2,31,9,0,0,0
SN,AH,uttara,2580,0,0,19,20,13,5,33,35,2,32,9,0,0,0
SN,AH,uttara,2581,0,0,19,19,13,5,36,35,2,32,11,1,0,0
SN,AH,uttara,2582,0,0,18,20,13,5,37,33,2,32,10,1,0,0
SN,AH,uttara,2583,0,0,19,20,13,5,35,33,2,32,11,1,0,0
SN,AH,uttara,2584,0,0,20,21,12,5,32,32,1,34,11,1,0,0
SN,AH,uttara,2585,0,0,21,20,14,5,33,33,1,32,11,1,0,0
SN,AH,uttara,2586,0,0,23,20,13,4,33,34,1,32,10,1,0,0
SN,AH,uttara,2587,0,1,24,19,13,4,33,34,1,31,10,1,0,0
SN,AH,uttara,2588,0,1,24,20,12,4,29,36,0,31,11,1,0,0
SN,AH,uttara,2589,0,1,23,20,12,4,29,34,0,33,12,1,0,0
SN,AH,uttara,2590,0,1,22,21,11,4,28,36,0,32,11,1,0,0
SN,AH,uttara,2591,0,1,25,20,12,4,29,37,0,31,11,2,0,0
SN,AH,uttara,2592,0,2,25,19,14,4,29,36,0,30,11,2,0,0
SN,AH,uttara,2593,0,2,26,19,12,4,29,36,0,30,12,2,0,0
SN,AH,uttara,2594,0,2,26,20,11,3,26,37,0,30,13,2,0,0
SN,AH,uttara,2595,0,2,27,19,12,3,28,37,0,28,14,2,0,0
SN,AH,uttara,2596,0,2,27,19,12,3,29,35,0,29,14,2,0,0
SN,AH,uttara,2597,0,2,28,18,13,3,30,33,0,29,16,2,0,0
SN,AH,uttara,2598,0,2,27,18,12,3,30,33,0,30,17,2,0,0
SN,AH,uttara,2599,0,2,28,18,12,3,28,34,0,30,17,2,0,0
SN,AH,uttara,2600,0,2,26,18,13,5,28,32,0,31,17,2,0,0
SN,AH,uttara,2601,0,2,27,18,12,5,27,33,0,32,16,2,0,0
SN,AH,uttara,2602,0,2,25,18,12,5,24,32,0,30,16,2,0,0
SN,AH,uttara,2603,0,2,24,18,13,5,24,32,0,31,15,2,0,0
SN,AH,uttara,2604,0,3,24,17,13,6,25,31,0,31,14,2,0,0
SN,AH,uttara,2605,0,3,27,16,13,5,27,30,1,30,16,3,0,0
SN,AH,uttara,2606,0,3,29,17,13,5,24,28,1,29,15,2,0,0
SN,AH,uttara,2607,0,3,29,16,14,6,25,28,1,28,16,2,0,0
SN,AH,uttara,2608,0,3,30,16,15,6,25,27,1,28,15,2,0,0
SN,AH,uttara,2609,0,3,29,16,16,6,26,26,1,28,15,2,0,0
SN,AH,uttara,2610,0,3,27,17,16,5,25,26,1,29,15,2,0,0
SN,AH,uttara,2611,0,3,27,17,17,6,28,27,1,31,15,2,0,0
SN,AH,uttara,2612,0,2,26,18,17,6,31,26,1,31,14,2,0,0
SN,AH,uttara,2613,0,2,26,17,24,6,36,27,1,30,13,2,0,0
SN,AH,uttara,2614,0,2,26,17,24,6,37,28,1,29,12,2,0,0
SN,AH,uttara,2615,0,2,27,16,25,8,38,27,1,28,12,2,0,0
SN,AH,uttara,2616,0,2,24,17,24,8,37,26,1,30,11,1,0,0
SN,AH,uttara,2617,0,1,26,18,22,8,37,26,1,30,11,1,0,0
SN,AH,uttara,2618,0,1,26,18,22,9,36,26,2,30,10,1,0,0
SN,AH,uttara,2619,0,1,26,17,26,10,41,28,2,30,9,1,0,0
SN,AH,uttara,2620,0,1,23,18,25,10,39,31,2,31,8,1,0,0
SN,AH,uttara,2621,0,1,24,17,26,12,39,33,2,30,8,2,0,0
SN,AH,uttara,2622,0,1,23,18,25,12,39,33,2,30,7,2,0,0
SN,AH,uttara,2623,0,1,23,18,25,13,40,33,2,29,6,2,0,0
SN,AH,uttara,2624,0,1,22,18,24,14,42,31,2,29,7,2,0,0
SN,AH,uttara,2625,0,1,23,18,23,12,44,32,2,28,7,2,0,0
SN,AH,uttara,2626,0,1,24,18,24,13,44,31,2,26,7,2,0,0
SN,AH,uttara,2627,0,1,22,17,24,14,47,34,2,25,8,3,0,0
SN,AH,uttara,2628,0,1,22,17,23,14,48,33,2,25,9,3,0,0
SN,AH,uttara,2629,0,0,23,17,24,13,48,36,2,24,9,3,0,0
SN,AH,uttara,2630,0,0,22,18,23,13,46,37,1,25,7,2,0,0
SN,AH,uttara,2631,0,0,19,17,24,14,48,40,1,25,8,3,0,0
SN,AH,uttara,2632,0,0,20,18,23,12,46,40,1,26,8,3,0,0
SN,AH,uttara,2633,0,0,18,17,23,12,49,40,3,25,9,3,0,0
SN,AH,uttara,2634,0,0,18,17,22,12,47,43,3,24,10,3,0,0
SN,AH,uttara,2635,0,0,19,16,21,13,47,44,3,25,12,4,0,0
SN,AH,uttara,2636,0,0,17,16,21,13,43,43,3,23,13,4,0,0
SN,AH,uttara,2637,0,0,18,16,21,13,41,44,3,22,14,4,0,0
SN,AH,uttara,2638,0,0,18,17,14,13,37,43,3,23,14,4,0,0
SN,AH,uttara,2639,0,0,20,16,14,13,37,46,3,22,15,5,0,0
SN,AH,uttara,2640,0,0,21,17,13,11,35,46,3,23,15,5,0,0
SN,AH,uttara,2641,0,0,22,16,15,11,36,47,3,23,15,6,0,0
SN,AH,uttara,2642,0,0,22,16,15,11,36,47,3,23,15,6,0,0
SN,AH,uttara,2643,0,0,21,15,16,12,38,49,3,24,15,7,0,0
SN,AH,uttara,2644,0,1,20,15,12,11,32,45,3,24,15,7,0,0
SN,AH,uttara,2645,0,1,22,15,12,11,31,43,3,24,17,7,0,0
SN,AH,uttara,2646,0,1,20,15,11,9,29,41,3,23,17,6,0,0
SN,AH,uttara,2647,0,1,23,14,12,9,28,43,4,23,18,7,0,0
SN,AH,uttara,2648,0,1,23,13,12,8,27,42,4,22,17,7,0,0
SN,AH,uttara,2649,0,1,27,12,15,9,28,45,5,23,17,7,0,0
SN,AH,uttara,2650,0,1,26,11,15,9,26,44,5,22,17,7,0,0
SN,AH,uttara,2651,0,1,26,10,14,9,27,46,5,24,19,8,0,0
SN,AH,uttara,2652,0,1,26,11,13,9,24,43,5,26,19,7,0,0
SN,AH,uttara,2653,0,1,26,10,14,12,24,43,5,25,19,7,0,0
SN,AH,uttara,2654,0,1,26,11,14,12,23,41,5,24,20,7,0,0
SN,AH,uttara,2655,0,1,26,11,14,12,24,40,5,24,20,7,0,0
SN,AH,uttara,2656,0,1,26,12,15,12,22,38,5,24,18,6,0,0
SN,AH,uttara,2657,0,1,26,11,17,12,22,39,5,23,19,6,0,0
SN,AH,uttara,2658,0,2,26,11,16,12,20,40,3,24,19,6,0,0
SN,AH,uttara,2659,0,2,26,11,17,13,20,37,3,24,20,6,0,0
SN,AH,uttara,2660,0,2,27,12,16,12,22,34,3,23,18,5,0,0
SN,AH,uttara,2661,0,2,28,11,15,12,24,34,4,22,19,5,0,0
SN,AH,uttara,2662,0,2,29,11,15,12,24,32,4,24,18,5,0,0
SN,AH,uttara,2663,0,2,30,10,16,12,26,32,4,24,19,6,0,0
SN,AH,uttara,2664,0,2,29,11,16,13,25,29,4,24,18,5,0,0
SN,AH,uttara,2665,0,3,29,10,16,13,25,28,4,25,18,5,0,0
SN,AH,uttara,2666,0,3,28,11,15,14,23,26,4,25,18,4,0,0
SN,AH,uttara,2667,0,3,28,11,15,14,23,26,4,25,18,4,0,0
SN,AH,uttara,2668,0,3,29,12,14,12,23,23,3,24,19,3,0,0
SN,AH,uttara,2669,0,2,30,12,15,13,25,25,3,24,20,3,0,0
SN,AH,uttara,2670,0,2,29,12,16,13,26,24,3,24,19,3,0,0
SN,AH,uttara,2671,0,2,30,12,17,14,29,24,4,24,20,3,0,0
SN,AH,uttara,2672,0,2,27,13,17,14,29,23,3,24,18,2,0,0
SN,AH,uttara,2673,0,2,28,14,19,14,29,24,3,25,18,2,0,0
SN,AH,uttara,2674,0,2,25,15,17,12,27,21,2,25,17,2,0,0
SN,AH,uttara,2675,0,2,27,15,19,13,29,23,2,26,17,3,0,0
SN,AH,uttara,2676,0,2,26,16,19,12,30,21,2,25,15,2,0,0
SN,AH,uttara,2677,0,2,29,15,19,12,32,22,2,24,15,3,0,0
SN,AH,uttara,2678,0,2,30,16,18,9,31,23,2,24,15,3,0,0
SN,AH,uttara,2679,0,2,30,15,18,10,33,23,2,24,15,3,0,0
SN,AH,uttara,2680,0,2,30,15,18,10,33,24,2,23,15,3,0,0
SN,AH,uttara,2681,0,2,31,15,16,9,34,24,2,23,16,3,0,0
SN,AH,uttara,2682,0,2,30,16,14,9,35,23,2,24,15,3,0,0
SN,AH,uttara,2683,0,1,32,16,15,9,38,21,2,24,14,3,0,0
SN,AH,uttara,2684,0,1,33,16,14,8,39,22,2,24,13,3,0,0
SN,AH,uttara,2685,0,1,33,16,17,9,41,23,2,25,13,3,0,0
SN,AH,uttara,2686,0,1,32,17,17,8,40,23,1,28,11,3,0,0
SN,AH,uttara,2687,0,1,30,16,17,9,41,25,1,28,12,3,0,0
SN,AH,uttara,2688,0,1,28,17,17,9,40,23,1,28,12,2,0,0
SN,AH,uttara,2689,0,1,27,17,18,9,40,22,1,28,13,2,0,0
SN,AH,uttara,2690,0,0,27,18,18,9,41,22,1,27,13,2,0,0
SN,AH,uttara,2691,0,0,28,17,18,9,43,24,1,26,14,3,0,0
SN,AH,uttara,2692,0,0,27,17,18,9,42,25,1,27,14,3,0,0
SN,AH,uttara,2693,0,0,26,16,18,9,42,31,1,28,13,4,0,0
SN,AH,uttara,2694,0,0,26,17,18,9,41,29,1,29,12,4,0,0
SN,AH,uttara,2695,0,0,27,16,19,9,42,30,1,30,12,5,0,0
SN,AH,uttara,2696,0,0,26,17,18,8,40,33,0,31,11,5,0,0
SN,AH,uttara,2697,0,0,27,17,17,8,40,32,0,31,12,5,0,0
SN,AH,uttara,2698,0,0,26,17,15,8,42,33,0,31,12,5,0,0
SN,AH,uttara,2699,0,0,26,16,15,8,43,36,0,31,13,6,0,0
SN,AH,uttara,2700,0,0,24,17,13,7,41,36,0,32,14,5,0,0
SN,AH,uttara,2701,0,0,24,16,14,7,39,40,0,33,15,6,0,0
SN,AH,uttara,2702,0,0,22,17,14,6,40,38,0,33,14,5,0,0
SN,AH,uttara,2703,0,0,20,16,15,6,40,42,0,35,14,6,0,0
SN,AH,uttara,2704,0,0,19,17,15,5,38,42,0,36,14,6,0,0
SN,AH,uttara,2705,0,0,18,16,17,5,38,44,0,35,15,6,0,0
SN,AH,uttara,2706,0,0,18,16,17,7,38,44,0,34,14,6,0,0
SN,AH,uttara,2707,0,0,18,15,18,7,38,47,1,33,13,6,0,0
SN,AH,uttara,2708,0,0,16,16,18,7,34,48,1,33,15,6,0,0
SN,AH,uttara,2709,0,0,15,16,18,7,35,49,1,33,14,6,0,0
SN,AH,uttara,2710,0,0,14,16,16,7,31,48,1,32,15,6,0,0
SN,AH,uttara,2711,0,0,15,15,18,7,33,49,1,29,15,6,0,0
SN,AH,uttara,2712,0,0,16,16,19,6,31,49,1,28,14,6,0,0
SN,AH,uttara,2713,0,0,17,16,18,6,29,51,1,29,13,6,0,0
SN,AH,uttara,2714,0,0,17,16,18,5,31,51,1,29,12,6,0,0
SN,AH,uttara,2715,0,0,15,16,18,5,31,53,1,29,12,6,0,0
SN,AH,uttara,2716,0,0,15,17,18,4,29,52,1,29,11,5,0,0
SN,AH,uttara,2717,0,0,14,17,19,5,29,52,1,28,11,5,0,0
SN,AH,uttara,2718,0,0,15,18,19,5,28,48,1,27,11,4,0,0
SN,AH,uttara,2719,0,1,16,17,19,4,27,48,1,28,11,4,0,0
SN,AH,uttara,2720,0,1,14,18,17,5,27,48,1,27,10,3,0,0
SN,AH,uttara,2721,0,1,15,17,19,6,27,46,1,27,13,4,0,0
SN,AH,uttara,2722,0,1,15,17,19,6,26,48,1,27,12,4,0,0
SN,AH,uttara,2723,0,1,16,17,20,6,25,47,1,27,12,4,0,0
SN,AH,uttara,2724,0,1,15,18,19,6,25,45,1,26,12,3,0,0
SN,AH,uttara,2725,0,1,16,18,19,6,27,44,1,25,11,3,0,0
SN,AH,uttara,2726,0,1,16,19,19,7,26,41,1,24,10,2,0,0
SN,AH,uttara,2727,0,1,17,19,19,7,23,42,1,25,10,2,0,0
SN,AH,uttara,2728,0,1,17,20,18,7,24,38,1,25,9,1,0,0
SN,AH,uttara,2729,0,1,20,20,18,7,26,38,1,27,10,1,0,0
SN,AH,uttara,2730,0,1,21,21,16,7,26,36,1,28,9,1,0,0
SN,AH,uttara,2731,0,1,21,20,18,5,26,35,1,31,10,1,0,0
SN,AH,uttara,2732,0,1,21,21,17,5,26,33,0,32,10,1,0,0
SN,AH,uttara,2733,0,1,26,21,18,5,26,34,0,33,10,1,0,0
SN,AH,uttara,2734,0,2,26,20,18,5,25,35,0,33,10,1,0,0
SN,AH,uttara,2735,0,2,28,19,18,4,28,43,1,32,9,1,0,0
SN,AH,uttara,2736,0,2,27,20,16,4,27,42,1,34,9,1,0,0
SN,AH,uttara,2737,0,2,27,20,16,4,27,42,1,34,9,1,0,0
SN,AH,uttara,2738,0,3,27,19,16,4,27,42,1,33,10,1,0,0
SN,AH,uttara,2739,0,3,28,18,17,8,26,44,2,34,12,1,0,0
SN,AH,uttara,2740,0,3,29,18,17,8,25,42,2,36,12,1,0,0
SN,AH,uttara,2741,0,3,28,18,17,8,26,42,2,36,12,1,0,0
SN,AH,uttara,2742,0,4,29,17,16,7,26,42,2,36,13,1,0,0
SN,AH,uttara,2743,0,5,28,16,17,7,25,42,2,36,14,1,0,0
SN,AH,uttara,2744,0,4,27,17,16,7,26,44,2,34,15,1,0,0
SN,AH,uttara,2745,0,4,29,16,17,6,26,44,3,33,16,1,0,0
SN,AH,uttara,2746,0,4,28,17,16,5,26,45,3,33,13,0,0,0
SN,AH,uttara,2747,0,4,28,16,17,6,29,44,3,32,13,0,0,0
SN,AH,uttara,2748,0,4,27,16,16,8,30,43,3,32,13,0,0,0
SN,AH,uttara,2749,0,4,27,15,17,9,31,44,3,31,13,0,0,0
SN,AH,uttara,2750,0,4,26,15,17,9,29,44,3,33,14,0,0,0
SN,AH,uttara,2751,0,4,26,15,16,8,30,44,3,33,15,0,0,0
SN,AH,uttara,2752,0,4,25,15,17,8,30,44,3,33,15,0,0,0
SN,AH,uttara,2753,0,4,27,14,18,9,30,44,3,33,16,1,0,0
SN,AH,uttara,2754,0,4,24,14,18,9,29,43,3,31,15,1,0,0
SN,AH,uttara,2755,0,4,23,13,20,9,29,43,3,32,16,1,0,0
SN,AH,uttara,2756,0,4,22,14,19,9,30,43,3,31,15,1,0,0
SN,AH,uttara,2757,1,4,25,13,20,9,29,45,3,31,15,1,0,0
SN,AH,uttara,2758,1,4,21,13,18,9,29,46,3,30,13,1,0,0
SN,AH,uttara,2759,1,3,22,14,18,9,29,45,3,30,13,1,0,0
SN,AH,uttara,2760,1,3,20,15,17,9,27,39,2,31,13,1,0,0
SN,AH,uttara,2761,1,3,21,14,18,9,27,42,2,31,13,2,0,0
SN,AH,uttara,2762,1,3,20,14,17,9,28,42,2,31,14,2,0,0
SN,AH,uttara,2763,1,2,19,14,18,9,31,42,3,30,14,2,0,0
SN,AH,uttara,2764,1,2,19,15,17,5,31,40,2,29,12,2,0,0
SN,AH,uttara,2765,1,2,20,15,17,5,32,41,2,26,12,2,0,0
SN,AH,uttara,2766,1,2,22,15,16,5,31,39,2,28,12,2,0,0
SN,AH,uttara,2767,1,1,24,15,18,5,32,38,2,28,11,2,0,0
SN,AH,uttara,2768,1,0,26,16,18,5,32,37,2,28,10,2,0,0
SN,AH,uttara,2769,1,0,29,15,20,5,34,41,2,30,10,3,0,0
SN,AH,uttara,2770,1,0,27,15,19,5,32,40,1,30,9,3,1,0
SN,AH,uttara,2771,1,0,27,15,18,5,33,40,1,30,9,3,1,0
SN,AH,uttara,2772,1,0,27,16,17,4,30,39,1,33,9,3,1,0
SN,AH,uttara,2773,1,0,28,15,18,3,30,43,1,33,9,4,1,0
SN,AH,uttara,2774,1,0,28,16,19,2,29,41,1,34,8,4,1,0
SN,AH,uttara,2775,1,0,29,15,20,3,31,41,1,33,7,4,1,0
SN,AH,uttara,2776,1,0,28,15,21,3,33,40,1,33,6,4,1,0
SN,AH,uttara,2777,1,0,28,15,21,4,33,39,1,32,7,4,1,0
SN,AH,uttara,2778,1,0,27,16,20,3,32,40,1,31,6,3,1,0
SN,AH,uttara,2779,1,0,29,15,19,4,35,40,1,30,5,3,1,0
SN,AH,uttara,2780,1,0,28,16,17,4,36,41,1,29,4,3,1,0
SN,AH,uttara,2781,2,0,28,15,19,4,36,43,1,27,7,3,1,0
SN,AH,uttara,2782,1,1,25,15,18,4,37,41,1,27,7,3,1,0
SN,AH,uttara,2783,1,1,25,15,19,4,37,40,1,27,7,3,1,0
SN,AH,uttara,2784,1,1,24,15,19,4,37,39,1,27,9,3,1,0
SN,AH,uttara,2785,1,1,27,14,20,4,37,38,1,26,10,3,1,0
SN,AH,uttara,2786,1,1,26,15,19,5,37,35,1,25,10,2,1,0
SN,AH,uttara,2787,1,1,27,15,20,5,37,34,1,25,9,2,1,0
SN,AH,uttara,2788,1,1,27,16,20,5,34,34,0,26,9,2,1,0
SN,AH,uttara,2789,1,1,28,15,22,5,35,34,0,25,9,2,1,0
SN,AH,uttara,2790,1,2,27,14,22,5,35,33,0,26,10,2,1,0
SN,AH,uttara,2791,1,2,26,13,23,6,37,35,0,24,12,3,1,0
SN,AH,uttara,2792,1,2,23,14,23,6,36,35,0,25,12,3,1,0
SN,AH,uttara,2793,1,2,22,13,23,7,40,35,0,24,12,3,1,0
SN,AH,uttara,2794,1,2,18,14,22,7,40,29,0,23,11,2,1,0
SN,AH,uttara,2795,1,2,19,14,24,9,42,30,0,23,11,2,0,0
SN,AH,uttara,2796,1,2,19,14,24,9,41,31,0,23,11,2,0,0
SN,AH,uttara,2797,1,2,20,13,26,9,44,31,0,20,11,2,0,0
SN,AH,uttara,2798,1,2,19,14,26,9,44,27,0,20,11,1,0,0
SN,AH,uttara,2799,1,2,21,14,24,9,42,27,0,22,11,1,0,0
SN,AH,uttara,2800,1,3,20,14,23,8,41,28,0,22,11,1,0,0
SN,AH,uttara,2801,1,3,21,13,23,9,41,30,0,21,11,1,0,0
SN,AH,uttara,2802,1,3,20,13,22,8,42,31,0,21,12,1,0,0
SN,AH,uttara,2803,1,3,20,12,25,8,43,30,1,20,12,1,0,0
SN,AH,uttara,2804,1,3,18,13,25,7,40,31,1,22,12,1,0,0
SN,AH,uttara,2805,1,3,19,12,26,8,41,30,1,21,13,1,0,0
SN,AH,uttara,2806,0,3,19,13,23,9,39,30,1,22,11,1,0,0
SN,AH,uttara,2807,0,2,21,13,23,9,38,30,1,23,14,2,0,0
SN,AH,uttara,2808,0,2,20,13,24,9,39,29,1,23,14,2,0,0
SN,AH,uttara,2809,0,2,23,12,26,9,40,29,1,22,14,3,0,0
SN,AH,uttara,2810,0,2,20,13,25,10,40,28,1,23,14,3,0,0
SN,AH,uttara,2811,0,2,22,12,25,9,40,29,1,24,16,4,0,0
SN,AH,uttara,2812,0,2,21,12,25,9,40,30,1,24,16,4,0,0
SN,AH,uttara,2813,0,2,22,12,24,10,41,28,1,24,16,4,0,0
SN,AH,uttara,2814,0,2,20,13,22,10,39,29,1,25,17,4,0,0
SN,AH,uttara,2815,0,1,20,13,24,10,40,29,2,24,17,4,0,0
SN,AH,uttara,2816,0,1,19,14,24,9,40,28,2,24,15,3,0,0
SN,AH,uttara,2817,0,1,20,14,23,9,42,27,2,23,15,3,0,0
SN,AH,uttara,2818,0,1,19,15,23,8,39,27,2,25,15,3,0,0
SN,AH,uttara,2819,0,1,20,15,22,8,38,28,2,25,15,3,0,0
SN,AH,uttara,2820,0,1,20,16,21,6,36,27,2,26,17,3,0,0
SN,AH,uttara,2821,0,1,20,16,21,7,37,25,2,26,17,3,0,0
SN,AH,uttara,2822,0,1,19,17,20,8,35,24,2,27,17,3,0,0
SN,AH,uttara,2823,0,1,19,16,22,8,36,25,2,26,17,3,0,0
SN,AH,uttara,2824,0,1,18,16,23,9,37,25,2,24,17,3,0,0
SN,AH,uttara,2825,0,0,20,16,27,9,37,23,2,22,18,3,0,0
SN,AH,uttara,2826,0,0,20,17,27,8,35,22,2,23,18,3,0,0
SN,AH,uttara,2827,0,0,21,17,27,8,35,23,2,23,16,3,0,0
SN,AH,uttara,2828,0,0,21,18,25,8,34,23,1,24,16,3,0,0
SN,AH,uttara,2829,0,0,24,18,26,8,35,24,1,24,18,3,0,0
SN,AH,uttara,2830,0,0,25,19,25,8,32,25,1,24,17,3,0,0
SN,AH,uttara,2831,0,0,26,19,27,8,34,26,1,26,17,3,0,0
SN,AH,uttara,2832,0,0,28,20,26,8,33,25,1,25,14,2,0,0
SN,AH,uttara,2833,0,0,28,19,24,10,32,27,1,27,16,3,0,0
SN,AH,uttara,2834,0,1,25,19,22,10,31,28,1,28,15,2,0,0
SN,AH,uttara,2835,0,1,26,18,23,9,31,31,1,27,15,2,0,0
SN,AH,uttara,2836,0,1,24,19,23,9,30,30,1,28,13,1,0,0
SN,AH,uttara,2837,0,1,25,19,22,9,29,29,1,29,14,1,0,0
SN,AH,uttara,2838,0,1,24,19,23,8,29,30,1,29,14,1,0,0
SN,AH,uttara,2839,0,1,25,19,23,8,30,29,1,29,13,1,0,0
