Text_Type,Book,Chapter,Window,GLL,G,LGL,GLG,LGG,LLG,GGL,L,GGG,LLL,LG,GL,GG,LL
SN,AH,shareera,517,22,7,30,42,15,21,32,5,40,8,1,0,6,0
SN,AH,shareera,518,20,7,28,41,14,19,31,5,39,7,1,0,6,0
SN,AH,shareera,519,22,7,27,44,14,17,32,6,40,7,1,0,5,0
SN,AH,shareera,520,21,8,27,43,13,16,32,5,40,7,1,0,5,0
SN,AH,shareera,521,20,8,26,41,17,16,30,4,43,7,1,0,5,0
SN,AH,shareera,522,19,8,25,40,20,16,27,4,45,7,1,0,5,0
SN,AH,shareera,523,20,7,26,40,28,15,28,5,53,7,1,0,5,0
SN,AH,shareera,524,21,7,27,40,25,15,30,6,49,7,1,0,5,0
SN,AH,shareera,525,22,6,30,39,26,15,29,6,47,8,1,0,5,0
SN,AH,shareera,526,22,7,30,39,25,11,28,6,47,8,0,0,5,0
SN,AH,shareera,527,17,8,32,38,25,13,28,6,48,6,0,0,5,0
SN,AH,shareera,528,18,9,31,38,25,12,28,6,47,5,0,0,4,0
SN,AH,shareera,529,17,10,30,38,27,11,28,6,46,4,0,0,3,0
SN,AH,shareera,530,17,10,31,37,27,11,26,6,46,4,0,0,3,0
SN,AH,shareera,531,17,11,32,37,27,11,25,5,44,4,0,0,3,0
SN,AH,shareera,532,16,12,31,35,27,12,24,4,46,4,0,0,3,0
SN,AH,shareera,533,15,13,32,35,27,12,23,3,45,4,0,0,3,0
SN,AH,shareera,534,14,14,31,33,28,13,20,3,46,4,0,0,3,0
SN,AH,shareera,535,14,14,31,34,29,12,19,3,46,4,0,0,3,0
SN,AH,shareera,536,14,15,32,32,25,12,20,3,45,4,0,0,3,0
SN,AH,shareera,537,16,15,34,30,25,12,18,3,43,4,0,0,3,0
SN,AH,shareera,538,15,15,33,29,25,12,17,3,45,4,0,0,3,0
SN,AH,shareera,539,14,14,31,29,27,13,16,3,47,4,0,0,3,0
SN,AH,shareera,540,13,15,30,29,28,12,16,3,47,3,0,0,2,0
SN,AH,shareera,541,12,16,30,29,28,11,16,3,47,2,0,0,1,0
SN,AH,shareera,542,9,17,30,27,26,10,17,3,48,1,0,0,1,0
SN,AH,shareera,543,9,18,30,29,25,8,16,3,48,1,0,0,0,0
SN,AH,shareera,544,8,19,30,26,25,8,14,2,48,1,0,0,0,0
SN,AH,shareera,545,8,19,30,23,27,8,12,2,49,1,0,0,0,0
SN,AH,shareera,546,8,20,31,25,23,8,13,2,46,1,0,0,0,0
SN,AH,shareera,547,8,20,31,29,21,8,14,2,43,1,0,0,0,0
SN,AH,shareera,548,7,20,32,28,13,8,14,2,34,1,0,0,0,0
SN,AH,shareera,549,6,21,32,27,13,9,13,1,34,1,0,0,0,0
SN,AH,shareera,550,5,22,30,27,13,9,12,1,35,0,0,0,0,0
SN,AH,shareera,551,5,22,30,27,13,10,12,1,34,0,0,0,0,0
SN,AH,shareera,552,5,22,29,28,13,8,12,1,36,0,0,0,0,0
SN,AH,shareera,553,4,22,29,28,13,8,11,1,38,0,0,0,0,0
SN,AH,shareera,554,4,22,30,27,11,8,11,1,40,0,0,0,0,0
SN,AH,shareera,555,5,21,29,30,12,8,11,1,39,0,0,0,0,0
SN,AH,shareera,556,5,21,29,30,12,8,11,1,39,0,0,0,0,0
SN,AH,shareera,557,5,20,28,31,15,9,12,1,37,0,0,0,0,0
SN,AH,shareera,558,5,20,27,32,16,9,11,1,37,0,0,0,0,0
SN,AH,shareera,559,6,19,27,36,16,8,12,1,35,0,0,0,0,0
SN,AH,shareera,560,6,19,28,36,15,8,12,1,35,0,0,0,0,0
SN,AH,shareera,561,6,19,28,35,16,8,13,1,34,0,0,0,0,0
SN,AH,shareera,562,4,18,27,36,18,8,13,2,34,0,0,0,0,0
SN,AH,shareera,563,4,17,27,36,18,8,14,3,33,0,0,0,0,0
SN,AH,shareera,564,4,18,28,34,17,8,14,3,32,0,0,0,0,0
SN,AH,shareera,565,5,18,28,33,18,9,14,3,30,0,0,0,0,0
SN,AH,shareera,566,5,18,27,32,18,10,14,3,31,0,0,0,0,0
SN,AH,shareera,567,6,18,27,32,18,10,13,3,31,0,0,0,0,0
SN,AH,shareera,568,7,18,26,32,18,9,14,3,31,0,0,0,0,0
SN,AH,shareera,569,6,18,26,32,17,9,15,3,32,0,0,0,0,0
SN,AH,shareera,570,5,18,27,32,15,9,17,3,32,0,0,0,0,0
SN,AH,shareera,571,5,18,28,34,17,9,17,3,35,0,0,0,0,0
SN,AH,shareera,572,5,19,29,32,15,9,16,3,36,0,0,0,0,0
SN,AH,shareera,573,5,20,27,31,16,9,16,2,38,0,0,0,0,0
SN,AH,shareera,574,5,20,27,31,17,8,16,2,38,0,0,0,0,0
SN,AH,shareera,575,6,19,27,32,17,8,18,2,37,0,0,0,0,0
SN,AH,shareera,576,6,19,27,33,18,7,17,2,37,0,0,0,0,0
SN,AH,shareera,577,6,18,26,35,21,8,17,2,34,1,0,0,0,0
SN,AH,shareera,578,6,18,26,34,21,8,19,2,33,1,0,0,0,0
SN,AH,shareera,579,7,18,25,34,21,8,20,2,32,1,0,0,0,0
SN,AH,shareera,580,6,19,26,31,20,8,21,2,32,1,0,0,0,0
SN,AH,shareera,581,6,19,26,30,20,9,20,2,33,1,0,0,0,0
SN,AH,shareera,582,7,20,28,30,17,7,19,2,33,1,0,0,0,0
SN,AH,shareera,583,7,19,27,29,18,8,21,2,34,1,0,0,0,0
SN,AH,shareera,584,6,20,27,25,17,8,22,2,36,1,0,0,0,0
SN,AH,shareera,585,6,19,26,23,17,9,22,3,38,1,0,0,0,0
SN,AH,shareera,586,7,19,27,23,16,9,21,3,38,1,0,0,0,0
SN,AH,shareera,587,7,20,28,22,14,11,21,2,38,1,0,0,0,0
SN,AH,shareera,588,7,21,28,21,14,12,20,1,39,1,0,0,0,0
SN,AH,shareera,589,8,20,27,23,14,11,19,1,41,2,0,0,0,0
SN,AH,shareera,590,7,19,27,24,12,10,20,2,43,2,0,0,0,0
SN,AH,shareera,591,8,18,26,28,14,9,21,2,40,2,0,0,0,0
SN,AH,shareera,592,7,17,26,28,16,9,21,2,39,2,1,0,0,0
SN,AH,shareera,593,6,17,26,27,17,9,20,2,41,2,1,0,0,0
SN,AH,shareera,594,6,17,26,29,18,8,19,2,40,2,1,0,0,0
SN,AH,shareera,595,6,16,27,31,20,9,17,2,41,2,2,0,0,0
SN,AH,shareera,596,6,15,26,29,19,9,16,3,38,2,2,0,0,0
SN,AH,shareera,597,7,15,26,28,20,9,17,3,36,2,2,0,0,0
SN,AH,shareera,598,7,15,26,28,20,11,16,3,35,2,2,0,0,0
SN,AH,shareera,599,7,14,25,29,21,11,17,3,36,2,2,0,0,0
SN,AH,shareera,600,6,15,25,27,21,12,17,3,35,2,2,0,0,0
SN,AH,shareera,601,7,15,25,28,20,11,17,3,35,2,2,0,0,0
SN,AH,shareera,602,7,16,27,26,17,10,18,3,36,1,2,0,0,0
SN,AH,shareera,603,8,15,26,30,19,10,16,3,34,2,2,0,0,0
SN,AH,shareera,604,7,15,26,31,20,10,15,3,34,2,2,0,0,0
SN,AH,shareera,605,8,15,26,32,22,12,17,3,34,2,2,0,0,0
SN,AH,shareera,606,8,15,26,33,23,12,17,3,32,2,2,0,0,0
SN,AH,shareera,607,8,15,25,33,25,12,17,3,31,2,2,0,0,0
SN,AH,shareera,608,8,16,26,33,24,11,15,3,31,2,2,0,0,0
SN,AH,shareera,609,8,16,26,34,25,12,13,3,30,2,2,0,0,0
SN,AH,shareera,610,8,17,26,34,25,12,15,2,28,2,2,0,0,0
SN,AH,shareera,611,7,17,26,38,27,12,17,2,29,2,2,0,0,0
SN,AH,shareera,612,9,17,26,39,27,10,17,2,28,2,2,0,0,0
SN,AH,shareera,613,9,17,27,41,29,9,18,2,31,2,2,0,0,0
SN,AH,shareera,614,8,18,29,40,28,9,19,2,29,1,2,0,0,0
SN,AH,shareera,615,9,19,30,44,29,9,20,1,29,1,2,0,0,0
SN,AH,shareera,616,8,20,32,40,28,9,19,1,31,1,2,0,0,0
SN,AH,shareera,617,8,21,33,40,26,9,20,1,31,1,1,0,0,0
SN,AH,shareera,618,8,21,34,40,26,9,21,1,29,1,1,0,0,0
SN,AH,shareera,619,10,20,34,39,27,10,21,1,29,1,1,0,0,0
SN,AH,shareera,620,10,21,32,38,26,9,22,1,28,1,0,0,0,0
SN,AH,shareera,621,10,22,32,38,25,9,23,0,28,1,0,0,0,0
SN,AH,shareera,622,9,21,32,38,24,9,23,1,30,1,0,0,0,0
SN,AH,shareera,623,9,21,32,39,23,8,23,1,31,1,0,0,0,0
SN,AH,shareera,624,9,22,32,38,21,8,22,1,31,2,0,0,0,0
SN,AH,shareera,625,9,22,31,40,21,7,21,1,32,2,0,0,0,0
SN,AH,shareera,626,8,22,31,38,22,8,21,1,33,2,0,0,0,0
SN,AH,shareera,627,9,22,31,38,22,8,21,1,32,2,0,0,0,0
SN,AH,shareera,628,8,22,32,35,21,8,21,2,34,1,0,0,0,0
SN,AH,shareera,629,9,22,32,36,20,8,21,2,33,1,0,0,0,0
SN,AH,shareera,630,8,22,31,36,19,6,19,2,32,1,0,0,0,0
SN,AH,shareera,631,9,21,31,36,19,5,23,2,31,1,0,0,0,0
SN,AH,shareera,632,8,21,31,37,17,5,25,2,31,1,0,0,0,0
SN,AH,shareera,633,8,20,31,38,17,5,26,2,32,1,0,0,0,0
SN,AH,shareera,634,8,20,31,39,17,5,26,2,31,1,0,0,0,0
SN,AH,shareera,635,9,20,32,39,17,4,25,2,31,1,0,0,0,0
SN,AH,shareera,636,10,20,31,35,16,5,22,2,30,1,0,0,0,0
SN,AH,shareera,637,8,20,30,34,16,6,22,2,33,1,0,0,0,0
SN,AH,shareera,638,8,20,29,31,14,7,22,2,30,1,0,0,0,0
SN,AH,shareera,639,9,19,28,32,16,7,21,2,30,2,0,0,0,0
SN,AH,shareera,640,9,19,28,27,15,7,20,2,29,2,0,0,0,0
SN,AH,shareera,641,9,19,26,28,14,7,23,2,28,2,0,0,0,0
SN,AH,shareera,642,9,19,25,28,14,8,22,2,29,2,0,0,0,0
SN,AH,shareera,643,11,18,23,29,14,8,21,2,31,3,0,0,0,0
SN,AH,shareera,644,9,19,23,29,12,8,22,2,31,3,0,0,0,0
SN,AH,shareera,645,10,18,22,29,13,8,22,2,32,4,0,0,0,0
SN,AH,shareera,646,10,18,22,27,14,10,21,2,32,4,0,0,0,0
SN,AH,shareera,647,11,18,22,29,15,10,21,1,31,4,0,0,0,0
SN,AH,shareera,648,11,18,22,28,17,9,22,1,30,4,0,0,0,0
SN,AH,shareera,649,11,18,23,28,17,9,22,1,30,3,0,0,0,0
SN,AH,shareera,650,11,18,24,27,17,10,21,1,30,3,0,0,0,0
SN,AH,shareera,651,13,17,25,28,18,9,20,1,30,3,0,0,0,0
SN,AH,shareera,652,13,17,24,28,20,9,19,1,30,3,0,0,0,0
SN,AH,shareera,653,13,18,25,28,19,9,19,0,30,3,0,0,0,0
SN,AH,shareera,654,12,18,25,27,20,9,20,0,30,3,0,0,0,0
SN,AH,shareera,655,13,17,25,27,20,10,20,0,31,3,0,0,0,0
SN,AH,shareera,656,12,18,26,27,19,10,16,0,33,3,0,0,0,0
SN,AH,shareera,657,13,18,28,28,20,11,16,0,35,3,0,0,0,0
SN,AH,shareera,658,13,19,28,26,20,11,17,0,33,3,0,0,0,0
SN,AH,shareera,659,13,19,28,25,20,10,18,0,34,3,0,0,0,0
SN,AH,shareera,660,12,19,26,28,21,10,18,0,33,3,0,0,0,0
SN,AH,shareera,661,12,19,26,30,20,9,18,0,33,3,0,0,0,0
SN,AH,shareera,662,12,19,26,31,21,9,18,0,31,3,0,0,0,0
SN,AH,shareera,663,12,19,26,34,21,8,18,0,29,3,0,0,0,0
SN,AH,shareera,664,11,20,26,33,19,8,19,0,30,2,0,0,0,0
SN,AH,shareera,665,10,19,24,35,21,8,20,0,31,2,0,0,0,0
SN,AH,shareera,666,11,19,25,35,23,8,17,0,30,2,0,0,0,0
SN,AH,shareera,667,13,18,24,35,24,8,19,0,29,2,0,0,0,0
SN,AH,shareera,668,12,19,26,33,23,8,20,0,28,1,0,0,0,0
SN,AH,shareera,669,12,19,26,32,25,7,21,0,27,1,0,0,0,0
SN,AH,shareera,670,12,19,27,31,23,8,20,1,27,0,0,0,0,0
SN,AH,shareera,671,12,18,27,33,24,7,22,1,26,0,0,0,0,0
SN,AH,shareera,672,11,19,27,31,23,7,21,1,28,0,0,0,0,0
SN,AH,shareera,673,11,19,28,31,22,7,21,1,28,0,0,0,0,0
SN,AH,shareera,674,12,19,28,30,23,8,21,1,26,0,0,0,0,0
SN,AH,shareera,675,12,18,29,31,24,7,23,1,25,0,0,0,0,0
SN,AH,shareera,676,10,19,28,31,22,8,23,1,26,0,0,0,0,0
SN,AH,shareera,677,11,18,28,34,21,8,23,1,26,0,0,0,0,0
SN,AH,shareera,678,12,18,27,33,22,9,23,1,25,0,0,0,0,0
SN,AH,shareera,679,12,17,27,32,21,10,24,2,25,0,0,0,0,0
SN,AH,shareera,680,11,18,29,31,20,10,23,2,24,0,0,0,0,0
SN,AH,shareera,681,11,17,27,31,21,12,26,2,23,0,0,0,0,0
SN,AH,shareera,682,10,17,26,30,20,11,24,2,22,0,0,0,0,0
SN,AH,shareera,683,10,16,26,32,20,11,24,2,25,0,1,0,0,0
SN,AH,shareera,684,10,16,26,32,19,12,23,2,26,0,1,0,0,0
SN,AH,shareera,685,11,15,27,30,18,12,23,3,27,0,1,0,0,0
SN,AH,shareera,686,10,15,27,28,18,12,25,3,28,0,1,0,0,0
SN,AH,shareera,687,10,15,27,28,17,12,25,3,29,0,1,0,0,0
SN,AH,shareera,688,10,15,27,26,17,13,25,3,30,0,1,0,0,0
SN,AH,shareera,689,10,14,28,26,17,16,25,3,31,0,2,0,0,0
SN,AH,shareera,690,10,15,29,25,15,16,24,3,31,0,2,0,0,0
SN,AH,shareera,691,10,15,30,24,13,16,24,3,33,0,2,0,0,0
SN,AH,shareera,692,9,16,31,25,12,15,22,3,33,0,2,0,0,0
SN,AH,shareera,693,8,16,31,28,12,15,21,3,32,0,2,0,0,0
SN,AH,shareera,694,8,15,31,31,10,15,20,4,32,0,2,0,0,0
SN,AH,shareera,695,8,15,32,32,10,14,21,4,30,0,2,0,0,0
SN,AH,shareera,696,8,16,32,32,8,14,20,4,30,0,2,0,0,0
SN,AH,shareera,697,8,16,31,33,9,15,21,4,27,0,2,0,0,0
SN,AH,shareera,698,8,16,30,33,8,16,21,4,28,0,2,0,0,0
SN,AH,shareera,699,7,16,30,33,8,15,21,4,30,0,2,0,0,0
SN,AH,shareera,700,7,16,29,32,6,15,19,5,33,0,2,0,0,0
SN,AH,shareera,701,7,15,28,34,7,14,19,5,34,1,2,0,0,0
SN,AH,shareera,702,5,16,29,31,6,14,19,5,36,1,2,0,0,0
SN,AH,shareera,703,4,16,29,32,6,13,21,5,35,1,2,0,0,0
SN,AH,shareera,704,5,16,30,32,6,13,20,5,34,1,2,0,0,0
SN,AH,shareera,705,5,16,29,32,6,13,21,5,34,1,2,0,0,0
SN,AH,shareera,706,5,16,30,32,6,12,18,6,34,1,2,0,0,0
SN,AH,shareera,707,5,15,28,32,7,12,20,6,36,1,2,0,0,0
SN,AH,shareera,708,5,16,28,29,6,14,19,6,34,1,1,0,0,0
SN,AH,shareera,709,6,16,28,28,9,13,21,6,33,1,1,0,0,0
SN,AH,shareera,710,5,17,28,28,11,13,21,5,32,1,1,0,0,0
SN,AH,shareera,711,5,17,28,29,11,13,21,5,31,1,1,0,0,0
SN,AH,shareera,712,5,17,28,28,11,13,21,5,32,1,1,0,0,0
SN,AH,shareera,713,5,17,28,28,13,12,20,5,32,1,1,0,0,0
SN,AH,shareera,714,5,17,27,28,13,9,21,6,30,1,0,0,0,0
SN,AH,shareera,715,7,16,26,29,14,9,21,6,30,1,0,0,0,0
SN,AH,shareera,716,6,16,25,31,14,10,22,6,28,1,0,0,0,0
SN,AH,shareera,717,5,16,25,30,15,10,22,6,29,1,0,0,0,0
SN,AH,shareera,718,5,16,24,28,15,10,23,6,31,1,0,0,0,0
SN,AH,shareera,719,6,17,24,25,15,11,22,5,33,1,0,0,0,0
SN,AH,shareera,720,5,18,24,26,15,11,22,4,33,1,0,0,0,0
SN,AH,shareera,721,6,18,24,25,16,10,22,4,33,1,0,0,0,0
SN,AH,shareera,722,7,18,26,24,16,9,21,4,33,1,0,0,0,0
SN,AH,shareera,723,7,18,26,24,16,9,20,4,34,1,0,0,0,0
SN,AH,shareera,724,7,18,26,24,16,9,20,4,34,1,0,0,0,0
SN,AH,shareera,725,7,19,26,24,16,9,22,3,32,1,0,0,0,0
SN,AH,shareera,726,7,20,27,21,15,11,22,3,31,0,0,0,0,0
SN,AH,shareera,727,7,20,26,21,15,11,22,3,32,0,0,0,0,0
SN,AH,shareera,728,7,20,26,21,14,11,21,3,34,0,0,0,0,0
SN,AH,shareera,729,6,20,26,21,15,10,20,3,36,0,0,0,0,0
SN,AH,shareera,730,8,20,26,20,15,9,20,3,36,0,0,0,0,0
SN,AH,shareera,731,8,21,26,21,14,9,20,2,36,0,0,0,0,0
SN,AH,shareera,732,9,22,28,20,13,9,18,2,34,0,0,0,0,0
SN,AH,shareera,733,9,22,29,20,13,7,17,2,36,0,0,0,0,0
SN,AH,shareera,734,8,22,29,21,10,7,16,2,37,0,0,0,0,0
SN,AH,shareera,735,10,21,29,21,9,7,15,2,40,0,0,0,0,0
SN,AH,shareera,736,10,21,29,22,9,7,14,2,40,0,0,0,0,0
SN,AH,shareera,737,10,21,29,23,9,8,14,2,38,0,0,0,0,0
SN,AH,shareera,738,10,21,29,24,8,9,14,2,37,0,0,0,0,0
SN,AH,shareera,739,11,22,29,25,10,9,16,1,39,0,0,0,0,0
SN,AH,shareera,740,9,23,30,24,9,10,16,1,38,0,0,0,0,0
SN,AH,shareera,741,9,23,30,23,9,9,15,1,41,0,0,0,0,0
SN,AH,shareera,742,9,23,30,23,8,9,16,1,41,0,0,0,0,0
SN,AH,shareera,743,10,22,29,23,9,9,17,1,42,0,0,0,0,0
SN,AH,shareera,744,9,21,29,25,9,8,18,2,41,0,0,0,0,0
SN,AH,shareera,745,10,20,27,25,11,8,18,2,42,1,0,0,0,0
SN,AH,shareera,746,9,20,27,26,10,8,17,2,44,1,0,0,0,0
SN,AH,shareera,747,8,19,26,27,10,8,18,3,44,1,0,0,0,0
SN,AH,shareera,748,8,19,26,27,11,8,19,3,42,1,0,0,0,0
SN,AH,shareera,749,8,19,26,28,11,9,18,3,41,1,0,0,0,0
SN,AH,shareera,750,8,18,26,27,11,9,18,4,42,1,0,0,0,0
SN,AH,shareera,751,9,18,26,27,12,8,18,4,41,1,0,0,0,0
SN,AH,shareera,752,10,18,25,27,12,8,19,4,40,1,0,0,0,0
SN,AH,shareera,753,10,18,25,28,13,8,18,4,39,1,0,0,0,0
SN,AH,shareera,754,10,19,24,29,12,9,18,3,39,1,0,0,0,0
SN,AH,shareera,755,8,18,23,31,13,10,19,3,40,1,0,0,0,0
SN,AH,shareera,756,8,17,24,30,14,9,19,4,40,1,0,0,0,0
SN,AH,shareera,757,7,17,23,30,14,11,19,4,40,1,0,0,0,0
SN,AH,shareera,758,7,17,22,30,15,11,20,4,39,1,0,0,0,0
SN,AH,shareera,759,7,16,21,32,16,11,20,4,39,2,0,0,0,0
SN,AH,shareera,760,6,17,21,31,15,11,21,4,38,2,0,0,0,0
SN,AH,shareera,761,6,16,21,32,16,12,22,4,39,2,1,0,0,0
SN,AH,shareera,762,7,16,21,31,16,10,23,4,40,2,1,0,0,0
SN,AH,shareera,763,9,15,20,31,16,10,23,4,42,2,1,0,0,0
SN,AH,shareera,764,8,14,20,29,15,11,19,5,41,2,1,0,0,0
SN,AH,shareera,765,8,14,20,29,16,10,19,5,41,2,1,0,0,0
SN,AH,shareera,766,8,14,20,29,17,11,19,5,39,2,1,0,0,0
SN,AH,shareera,767,8,14,20,29,17,11,19,5,39,2,1,0,0,0
SN,AH,shareera,768,8,15,22,28,17,11,17,5,37,2,1,0,0,0
SN,AH,shareera,769,9,15,21,28,18,11,18,4,40,2,2,0,0,0
SN,AH,shareera,770,9,15,22,27,16,12,17,5,40,1,2,0,0,0
SN,AH,shareera,771,9,14,21,27,17,13,19,5,40,1,2,0,0,0
SN,AH,shareera,772,9,15,22,26,17,13,19,4,40,1,2,0,0,0
SN,AH,shareera,773,10,15,22,29,16,12,18,4,39,1,2,0,0,0
SN,AH,shareera,774,10,15,23,29,16,11,19,4,38,1,2,0,0,0
SN,AH,shareera,775,11,16,24,29,16,11,19,3,36,1,2,0,0,0
SN,AH,shareera,776,10,16,24,29,16,11,19,3,37,1,2,0,0,0
SN,AH,shareera,777,10,15,26,28,19,12,19,3,35,1,2,0,0,0
SN,AH,shareera,778,10,15,26,27,18,13,20,3,35,1,2,0,0,0
SN,AH,shareera,779,10,15,26,27,18,12,21,3,35,1,2,0,0,0
SN,AH,shareera,780,10,16,27,26,17,12,20,3,34,1,2,0,0,0
SN,AH,shareera,781,10,16,25,28,18,13,21,2,34,1,2,0,0,0
SN,AH,shareera,782,10,16,25,28,18,11,21,2,36,1,2,0,0,0
SN,AH,shareera,783,10,15,25,29,17,12,22,3,34,1,2,0,0,0
SN,AH,shareera,784,11,16,27,27,16,12,21,3,33,0,2,0,0,0
SN,AH,shareera,785,11,16,26,30,16,12,21,3,31,0,2,0,0,0
SN,AH,shareera,786,12,17,26,27,15,11,21,3,30,0,1,0,0,0
SN,AH,shareera,787,11,17,27,29,15,11,20,3,29,0,1,0,0,0
SN,AH,shareera,788,9,18,28,29,14,10,21,3,28,0,1,0,0,0
SN,AH,shareera,789,9,18,28,31,15,9,21,2,31,0,2,0,0,0
SN,AH,shareera,790,9,18,28,32,14,9,20,2,32,0,2,0,0,0
SN,AH,shareera,791,9,18,28,32,13,8,21,2,33,0,2,0,0,0
SN,AH,shareera,792,9,18,28,33,13,8,22,2,31,0,2,0,0,0
SN,AH,shareera,793,8,18,27,34,13,8,22,2,32,0,2,0,0,0
SN,AH,shareera,794,7,19,29,32,12,10,21,2,28,0,1,0,0,0
SN,AH,shareera,795,6,20,29,33,12,9,23,1,27,0,1,0,0,0
SN,AH,shareera,796,7,21,30,32,12,8,21,1,26,0,1,0,0,0
SN,AH,shareera,797,8,21,29,32,11,8,20,1,28,0,1,0,0,0
SN,AH,shareera,798,7,20,29,31,11,8,20,2,30,0,1,0,0,0
SN,AH,shareera,799,7,20,28,31,11,8,20,2,31,0,1,0,0,0
SN,AH,shareera,800,6,20,28,31,11,8,18,2,34,0,1,0,0,0
SN,AH,shareera,801,7,20,28,32,11,7,18,2,33,0,1,0,0,0
SN,AH,shareera,802,6,21,27,33,9,6,17,2,35,0,1,0,0,0
SN,AH,shareera,803,6,20,26,34,11,5,17,2,36,1,1,0,0,0
SN,AH,shareera,804,6,20,27,34,12,5,16,2,35,1,1,0,0,0
SN,AH,shareera,805,8,19,26,34,13,5,16,2,36,1,1,0,0,0
SN,AH,shareera,806,9,20,27,32,11,4,15,2,37,1,1,0,0,0
SN,AH,shareera,807,9,19,27,33,12,4,16,2,37,1,1,0,0,0
SN,AH,shareera,808,9,20,27,33,12,3,15,1,39,1,1,0,0,0
SN,AH,shareera,809,8,19,27,34,13,3,17,1,41,1,2,0,0,0
SN,AH,shareera,810,7,18,28,32,13,3,17,2,43,1,2,0,0,0
SN,AH,shareera,811,6,18,29,33,13,3,15,2,44,1,2,0,0,0
SN,AH,shareera,812,6,17,28,31,13,5,17,3,43,1,2,0,0,0
SN,AH,shareera,813,7,16,28,30,15,5,17,3,44,1,2,0,0,0
SN,AH,shareera,814,7,17,28,28,13,6,17,3,42,1,1,0,0,0
SN,AH,shareera,815,7,16,27,28,15,6,17,3,43,2,1,0,0,0
SN,AH,shareera,816,8,15,27,28,15,6,16,4,43,2,1,0,0,0
SN,AH,shareera,817,8,15,27,26,16,6,16,4,44,2,1,0,0,0
SN,AH,shareera,818,8,15,27,25,17,7,16,4,43,2,1,0,0,0
SN,AH,shareera,819,8,15,26,27,18,5,16,4,43,2,1,0,0,0
SN,AH,shareera,820,8,15,26,25,19,5,15,4,45,2,1,0,0,0
SN,AH,shareera,821,7,14,26,24,18,6,18,5,44,2,1,0,0,0
SN,AH,shareera,822,6,13,26,23,18,8,19,6,43,2,1,0,0,0
SN,AH,shareera,823,6,13,27,21,19,12,20,5,43,2,2,0,0,0
SN,AH,shareera,824,7,13,27,21,19,12,20,5,42,2,2,0,0,0
SN,AH,shareera,825,7,12,26,22,21,13,21,5,41,2,2,0,0,0
SN,AH,shareera,826,7,12,26,21,22,14,21,5,40,2,2,0,0,0
SN,AH,shareera,827,8,11,25,22,23,14,21,5,40,3,2,0,0,0
SN,AH,shareera,828,9,12,26,20,22,14,22,5,38,2,2,0,0,0
SN,AH,shareera,829,10,12,25,20,22,14,23,5,37,2,2,0,0,0
SN,AH,shareera,830,8,13,26,20,21,13,22,5,38,2,2,0,0,0
SN,AH,shareera,831,7,13,26,21,21,13,24,5,36,2,2,0,0,0
SN,AH,shareera,832,8,14,26,20,20,14,23,5,34,2,2,0,0,0
SN,AH,shareera,833,8,14,27,19,20,15,23,5,33,2,2,0,0,0
SN,AH,shareera,834,9,15,26,19,19,15,21,5,31,2,1,0,0,0
SN,AH,shareera,835,10,15,26,20,19,16,20,4,32,2,1,0,0,0
SN,AH,shareera,836,10,15,25,19,19,18,20,4,32,2,1,0,0,0
SN,AH,shareera,837,13,15,25,21,19,17,18,3,33,2,1,0,0,0
SN,AH,shareera,838,12,16,25,22,17,17,17,3,33,2,1,0,0,0
SN,AH,shareera,839,12,16,25,22,17,17,17,3,33,2,1,0,0,0
SN,AH,shareera,840,12,17,26,22,15,18,17,3,31,1,1,0,0,0
SN,AH,shareera,841,11,18,27,21,16,18,18,2,30,1,1,0,0,0
SN,AH,shareera,842,11,18,28,22,15,18,16,2,31,1,1,0,0,0
SN,AH,shareera,843,11,18,28,24,13,17,17,2,31,1,1,0,0,0
SN,AH,shareera,844,11,17,29,24,12,17,16,3,32,1,1,0,0,0
SN,AH,shareera,845,12,16,28,27,12,17,16,3,32,1,1,0,0,0
SN,AH,shareera,846,13,17,28,27,13,17,13,2,33,1,1,0,0,0
SN,AH,shareera,847,15,17,28,28,15,16,13,1,32,1,1,0,0,0
SN,AH,shareera,848,16,18,27,29,14,13,12,1,31,1,0,0,0,0
SN,AH,shareera,849,15,17,30,28,13,13,12,2,31,1,0,0,0,0
SN,AH,shareera,850,16,18,31,27,12,12,11,2,30,1,0,0,0,0
SN,AH,shareera,851,15,18,31,29,10,11,11,2,32,1,0,0,0,0
SN,AH,shareera,852,15,19,32,27,9,11,12,2,31,0,0,0,0,0
SN,AH,shareera,853,14,19,33,27,9,11,10,2,33,0,0,0,0,0
SN,AH,shareera,854,13,19,34,26,8,13,9,2,34,0,0,0,0,0
SN,AH,shareera,855,14,18,33,26,10,13,10,2,34,0,0,0,0,0
SN,AH,shareera,856,15,18,33,25,11,13,8,2,35,0,0,0,0,0
SN,AH,shareera,857,16,18,33,25,12,12,8,2,34,0,0,0,0,0
SN,AH,shareera,858,16,17,32,28,13,11,7,3,33,0,0,0,0,0
SN,AH,shareera,859,15,16,32,30,14,11,8,3,33,0,0,0,0,0
SN,AH,shareera,860,14,17,32,30,14,10,8,3,32,0,0,0,0,0
SN,AH,shareera,861,14,17,32,31,14,9,8,3,32,0,0,0,0,0
SN,AH,shareera,862,12,18,32,29,14,9,8,3,33,0,0,0,0,0
SN,AH,shareera,863,13,17,31,29,17,9,9,3,32,0,0,0,0,0
SN,AH,shareera,864,13,17,32,29,17,8,11,3,30,0,0,0,0,0
