Text_Type,Book,Chapter,Window,GLL,G,LGL,GLG,LGG,LLG,GGL,L,GGG,LLL,LG,GL,GG,LL
SN,AH,shareera,865,13,16,34,30,18,7,11,3,32,0,1,0,0,0
SN,AH,shareera,866,14,16,33,31,18,7,11,3,31,0,1,0,0,0
SN,AH,shareera,867,14,15,32,32,20,8,13,3,29,0,1,0,0,0
SN,AH,shareera,868,14,15,33,32,21,8,12,3,28,0,1,0,0,0
SN,AH,shareera,869,15,16,33,30,21,9,12,2,28,0,1,0,0,0
SN,AH,shareera,870,14,17,34,29,21,10,11,2,26,0,1,0,0,0
SN,AH,shareera,871,14,17,34,31,20,10,11,2,25,0,1,0,0,0
SN,AH,shareera,872,12,18,34,32,19,9,10,2,26,0,1,0,0,0
SN,AH,shareera,873,11,18,34,33,19,8,10,2,27,0,1,0,0,0
SN,AH,shareera,874,11,19,31,35,19,9,9,1,28,0,1,0,0,0
SN,AH,shareera,875,10,18,30,37,19,9,11,1,31,0,2,0,0,0
SN,AH,shareera,876,10,18,30,37,20,9,11,1,30,0,2,0,0,0
SN,AH,shareera,877,9,17,29,39,21,9,12,1,30,1,2,0,0,0
SN,AH,shareera,878,10,17,28,39,22,9,12,1,29,1,2,0,0,0
SN,AH,shareera,879,11,17,27,40,22,8,13,1,28,1,2,0,0,0
SN,AH,shareera,880,10,18,28,40,20,9,12,1,27,1,2,0,0,0
SN,AH,shareera,881,9,17,30,41,22,10,13,1,26,1,3,0,0,0
SN,AH,shareera,882,7,17,31,42,21,10,13,1,27,1,3,0,0,0
SN,AH,shareera,883,9,17,30,43,21,10,14,0,27,1,3,0,0,0
SN,AH,shareera,884,9,18,30,41,21,10,14,0,26,1,3,0,0,0
SN,AH,shareera,885,9,18,30,40,21,11,14,0,26,1,3,0,0,0
SN,AH,shareera,886,9,18,30,41,22,10,15,0,24,1,3,0,0,0
SN,AH,shareera,887,9,18,30,41,23,10,15,0,23,1,3,0,0,0
SN,AH,shareera,888,8,19,31,39,20,11,16,0,23,1,3,0,0,0
SN,AH,shareera,889,8,19,31,39,20,12,14,0,24,1,3,0,0,0
SN,AH,shareera,890,10,20,29,37,20,12,14,0,21,1,2,0,0,0
SN,AH,shareera,891,9,19,29,37,21,13,14,0,23,1,2,0,0,0
SN,AH,shareera,892,10,20,29,35,21,12,13,0,23,1,2,0,0,0
SN,AH,shareera,893,10,19,28,35,21,12,13,1,24,1,2,0,0,0
SN,AH,shareera,894,9,19,27,36,21,11,15,1,24,1,2,0,0,0
SN,AH,shareera,895,9,19,27,34,22,10,16,1,25,1,2,0,0,0
SN,AH,shareera,896,8,19,27,34,22,10,16,1,26,1,2,0,0,0
SN,AH,shareera,897,8,19,27,33,21,11,17,1,26,1,2,0,0,0
SN,AH,shareera,898,8,19,28,34,21,11,17,1,24,1,2,0,0,0
SN,AH,shareera,899,9,19,28,34,21,10,17,1,24,1,2,0,0,0
SN,AH,shareera,900,9,20,28,33,20,10,16,1,22,1,1,0,0,0
SN,AH,shareera,901,10,19,27,33,21,10,17,1,22,2,1,0,0,0
SN,AH,shareera,902,10,20,29,33,20,10,15,1,21,1,1,0,0,0
SN,AH,shareera,903,9,19,29,37,19,10,17,1,20,1,1,0,0,0
SN,AH,shareera,904,8,19,29,37,20,9,16,1,22,1,1,0,0,0
SN,AH,shareera,905,8,19,30,37,20,8,16,1,22,1,1,0,0,0
SN,AH,shareera,906,9,20,28,36,17,7,15,1,24,1,0,0,0,0
SN,AH,shareera,907,9,19,26,37,19,7,17,1,24,1,0,0,0,0
SN,AH,shareera,908,7,20,27,35,20,7,16,1,24,1,0,0,0,0
SN,AH,shareera,909,7,20,28,35,19,7,16,1,24,1,0,0,0,0
SN,AH,shareera,910,7,20,28,35,19,6,17,1,24,1,0,0,0,0
SN,AH,shareera,911,7,20,28,34,18,6,17,1,26,1,0,0,0,0
SN,AH,shareera,912,6,20,28,35,18,6,17,1,26,1,0,0,0,0
SN,AH,shareera,913,6,19,28,36,18,5,17,2,26,1,0,0,0,0
SN,AH,shareera,914,6,18,27,38,18,4,17,3,26,1,0,0,0,0
SN,AH,shareera,915,4,18,27,39,17,5,17,3,27,1,0,0,0,0
SN,AH,shareera,916,4,19,27,39,15,4,16,3,28,1,0,0,0,0
SN,AH,shareera,917,3,18,26,41,14,5,16,3,31,1,0,0,0,0
SN,AH,shareera,918,4,19,26,40,14,5,16,2,31,1,0,0,0,0
SN,AH,shareera,919,4,18,25,41,14,5,17,2,32,2,0,0,0,0
SN,AH,shareera,920,5,18,25,41,13,6,17,2,31,2,0,0,0,0
SN,AH,shareera,921,5,18,25,39,13,6,18,2,32,2,0,0,0,0
SN,AH,shareera,922,5,18,25,38,13,6,19,2,32,2,0,0,0,0
SN,AH,shareera,923,5,17,24,37,15,8,20,2,32,2,0,0,0,0
SN,AH,shareera,924,4,17,24,37,15,9,20,2,32,2,0,0,0,0
SN,AH,shareera,925,5,16,25,38,16,9,20,2,31,2,0,0,0,0
SN,AH,shareera,926,4,17,26,37,14,9,22,2,30,1,0,0,0,0
SN,AH,shareera,927,4,17,25,35,13,10,23,2,32,1,0,0,0,0
SN,AH,shareera,928,4,18,25,33,13,10,22,2,32,1,0,0,0,0
SN,AH,shareera,929,4,18,26,32,13,11,22,2,31,1,0,0,0,0
SN,AH,shareera,930,5,17,26,31,13,12,22,3,30,1,0,0,0,0
SN,AH,shareera,931,4,17,27,30,13,13,24,3,28,1,0,0,0,0
SN,AH,shareera,932,4,18,28,29,11,13,22,3,29,1,0,0,0,0
SN,AH,shareera,933,4,18,28,29,10,13,22,3,30,1,0,0,0,0
SN,AH,shareera,934,4,18,28,29,10,13,21,3,31,1,0,0,0,0
SN,AH,shareera,935,5,18,28,28,11,14,20,3,30,1,0,0,0,0
SN,AH,shareera,936,5,18,28,28,12,14,20,3,29,1,0,0,0,0
SN,AH,shareera,937,6,18,29,28,12,13,20,3,28,1,0,0,0,0
SN,AH,shareera,938,7,19,30,27,13,13,19,2,27,1,0,0,0,0
SN,AH,shareera,939,7,19,31,28,14,15,19,1,27,1,1,0,0,0
SN,AH,shareera,940,7,19,30,26,14,14,19,1,26,1,1,0,0,0
SN,AH,shareera,941,7,19,31,26,14,16,19,1,23,1,1,0,0,0
SN,AH,shareera,942,7,20,32,25,14,15,18,1,22,1,1,0,0,0
SN,AH,shareera,943,6,20,32,25,13,15,18,1,24,1,1,0,0,0
SN,AH,shareera,944,7,21,35,23,13,15,16,1,22,0,1,0,0,0
SN,AH,shareera,945,6,21,35,26,12,14,15,1,23,0,1,0,0,0
SN,AH,shareera,946,6,20,36,26,12,14,15,2,22,0,1,0,0,0
SN,AH,shareera,947,6,19,36,28,13,13,13,3,22,0,1,0,0,0
SN,AH,shareera,948,7,20,36,26,12,11,12,3,24,0,1,0,0,0
SN,AH,shareera,949,7,19,35,28,14,10,14,3,23,0,1,0,0,0
SN,AH,shareera,950,6,20,35,27,13,10,13,3,24,0,1,0,0,0
SN,AH,shareera,951,8,19,34,27,13,10,11,3,26,2,1,0,0,0
SN,AH,shareera,952,9,19,34,28,14,10,10,3,24,2,1,0,0,0
SN,AH,shareera,953,9,19,35,26,14,11,10,3,24,2,1,0,0,0
SN,AH,shareera,954,10,19,34,27,13,10,10,3,25,2,1,0,0,0
SN,AH,shareera,955,9,20,34,28,13,10,10,2,25,2,1,0,0,0
SN,AH,shareera,956,9,20,34,29,14,9,9,2,25,2,1,0,0,0
SN,AH,shareera,957,9,19,34,29,16,10,10,2,23,3,1,0,0,0
SN,AH,shareera,958,10,19,33,28,15,10,11,2,24,3,1,0,0,0
SN,AH,shareera,959,10,19,32,28,16,11,11,2,23,3,1,0,0,0
SN,AH,shareera,960,9,19,32,28,16,11,12,2,23,3,1,0,0,0
SN,AH,shareera,961,9,19,33,29,16,11,11,2,22,3,1,0,0,0
SN,AH,shareera,962,8,19,32,29,17,11,11,2,23,3,1,0,0,0
SN,AH,shareera,963,8,18,31,30,17,11,10,3,24,3,1,0,0,0
SN,AH,shareera,964,8,18,30,28,17,9,11,4,23,3,0,0,0,0
SN,AH,shareera,965,8,18,31,30,17,10,11,4,24,3,0,0,0,0
SN,AH,shareera,966,8,18,30,31,18,9,11,4,24,3,0,0,0,0
SN,AH,shareera,967,8,17,31,31,17,10,11,5,23,3,0,0,0,0
SN,AH,shareera,968,8,17,31,31,18,10,11,5,22,3,0,0,0,0
SN,AH,shareera,969,8,16,30,33,19,10,11,5,23,3,0,0,0,0
SN,AH,shareera,970,8,16,30,31,20,10,12,5,23,3,0,0,0,0
SN,AH,shareera,971,9,16,29,33,21,10,13,4,22,3,0,0,0,0
SN,AH,shareera,972,9,17,29,32,20,11,14,3,22,3,0,0,0,0
SN,AH,shareera,973,8,17,29,32,19,12,14,3,23,3,0,0,0,0
SN,AH,shareera,974,8,18,31,29,17,12,12,3,25,3,0,0,0,0
SN,AH,shareera,975,8,18,30,29,17,13,12,3,25,3,0,0,0,0
SN,AH,shareera,976,6,19,32,29,18,13,12,3,23,1,0,0,0,0
SN,AH,shareera,977,5,19,32,28,17,13,13,3,25,1,0,0,0,0
SN,AH,shareera,978,5,19,32,28,16,13,13,3,26,1,0,0,0,0
SN,AH,shareera,979,4,19,32,28,16,13,14,3,26,1,0,0,0,0
SN,AH,shareera,980,4,19,31,29,16,12,15,3,26,1,0,0,0,0
SN,AH,shareera,981,5,19,32,33,15,12,15,3,29,1,0,0,0,0
SN,AH,shareera,982,5,20,32,32,15,11,14,3,30,0,0,0,0,0
SN,AH,shareera,983,5,20,33,33,15,11,13,3,29,0,0,0,0,0
SN,AH,shareera,984,5,20,34,31,15,11,13,3,30,0,0,0,0,0
SN,AH,shareera,985,5,19,33,34,17,10,14,3,29,0,0,0,0,0
SN,AH,shareera,986,5,18,33,32,17,10,16,4,29,0,0,0,0,0
SN,AH,shareera,987,5,17,33,32,15,10,17,5,30,0,0,0,0,0
SN,AH,shareera,988,4,18,33,31,14,11,19,4,30,0,0,0,0,0
SN,AH,shareera,989,5,18,32,31,16,12,18,3,31,0,0,0,0,0
SN,AH,shareera,990,5,18,33,29,17,11,19,3,31,0,0,0,0,0
SN,AH,shareera,991,5,18,33,28,17,10,19,3,33,0,0,0,0,0
SN,AH,shareera,992,5,19,33,29,18,9,19,2,32,0,0,0,0,0
SN,AH,shareera,993,6,18,32,31,20,9,20,2,30,0,0,0,0,0
SN,AH,shareera,994,7,19,31,29,19,10,20,2,29,0,0,0,0,0
SN,AH,shareera,995,8,18,30,30,21,12,19,2,28,0,0,0,0,0
SN,AH,shareera,996,7,19,30,29,20,11,17,2,31,0,0,0,0,0
SN,AH,shareera,997,8,18,29,31,22,10,17,2,31,0,0,0,0,0
SN,AH,shareera,998,8,18,30,31,23,9,17,2,30,0,0,0,0,0
SN,AH,shareera,999,8,17,29,30,25,9,19,3,28,0,0,0,0,0
SN,AH,shareera,1000,8,17,29,30,25,9,19,3,28,0,0,0,0,0
SN,AH,shareera,1001,8,17,28,29,24,10,21,3,28,0,0,0,0,0
SN,AH,shareera,1002,8,17,28,29,26,9,22,3,26,0,0,0,0,0
SN,AH,shareera,1003,8,17,27,30,26,9,21,3,27,0,0,0,0,0
SN,AH,shareera,1004,8,17,27,30,26,9,21,3,27,0,0,0,0,0
SN,AH,shareera,1005,8,16,26,30,27,9,22,3,28,1,0,0,0,0
SN,AH,shareera,1006,7,16,24,25,27,10,22,3,27,1,0,0,0,0
SN,AH,shareera,1007,7,15,23,25,26,11,25,3,28,1,0,0,0,0
SN,AH,shareera,1008,6,15,23,24,27,11,25,3,29,1,0,0,0,0
SN,AH,shareera,1009,6,15,22,24,27,10,26,3,30,1,0,0,0,0
SN,AH,shareera,1010,6,16,24,22,24,10,26,3,30,1,0,0,0,0
SN,AH,shareera,1011,6,17,23,22,23,10,26,2,32,1,0,0,0,0
SN,AH,shareera,1012,6,18,23,23,25,10,25,1,30,1,0,0,0,0
SN,AH,shareera,1013,7,18,23,25,26,9,23,1,29,1,0,0,0,0
SN,AH,shareera,1014,6,19,24,24,23,9,25,1,28,1,0,0,0,0
SN,AH,shareera,1015,6,19,24,25,22,10,25,1,27,1,0,0,0,0
SN,AH,shareera,1016,7,18,24,26,22,10,25,2,25,1,0,0,0,0
SN,AH,shareera,1017,7,17,24,25,21,10,25,3,27,1,0,0,0,0
SN,AH,shareera,1018,6,17,25,24,19,11,24,4,27,1,0,0,0,0
SN,AH,shareera,1019,4,16,25,26,19,10,23,5,29,1,0,0,0,0
SN,AH,shareera,1020,3,17,26,24,16,10,23,5,31,1,0,0,0,0
SN,AH,shareera,1021,3,16,25,25,19,10,25,5,29,1,0,0,0,0
SN,AH,shareera,1022,2,17,26,23,17,10,24,5,31,1,0,0,0,0
SN,AH,shareera,1023,3,17,26,23,17,10,24,5,30,1,0,0,0,0
SN,AH,shareera,1024,3,18,26,23,16,11,22,4,32,1,0,0,0,0
SN,AH,shareera,1025,4,18,26,23,17,11,22,4,30,1,0,0,0,0
SN,AH,shareera,1026,6,18,26,24,17,11,19,4,30,1,0,0,0,0
SN,AH,shareera,1027,7,18,26,26,16,11,17,4,30,1,0,0,0,0
SN,AH,shareera,1028,8,18,27,25,18,10,17,4,28,1,0,0,0,0
SN,AH,shareera,1029,8,18,27,25,19,10,18,4,26,1,0,0,0,0
SN,AH,shareera,1030,9,18,28,26,18,10,16,5,24,0,0,0,0,0
SN,AH,shareera,1031,9,18,28,27,19,9,16,5,23,0,0,0,0,0
SN,AH,shareera,1032,9,18,29,27,19,8,15,6,21,0,0,0,0,0
SN,AH,shareera,1033,9,18,29,27,18,8,17,6,20,0,0,0,0,0
SN,AH,shareera,1034,9,18,29,28,18,9,16,6,19,0,0,0,0,0
SN,AH,shareera,1035,9,17,27,31,20,10,14,6,19,1,0,0,0,0
SN,AH,shareera,1036,9,17,27,33,20,11,13,6,17,1,0,0,0,0
SN,AH,shareera,1037,9,17,27,32,18,11,15,6,18,1,0,0,0,0
SN,AH,shareera,1038,8,16,27,31,17,11,16,7,20,1,0,0,0,0
SN,AH,shareera,1039,8,15,28,33,18,10,14,8,19,1,0,0,0,0
SN,AH,shareera,1040,8,15,28,33,18,10,13,8,20,1,0,0,0,0
SN,AH,shareera,1041,7,15,28,34,18,10,13,8,20,1,0,0,0,0
SN,AH,shareera,1042,7,15,27,35,18,10,15,8,18,1,0,0,0,0
SN,AH,shareera,1043,8,15,27,35,18,9,15,8,18,1,0,0,0,0
SN,AH,shareera,1044,8,15,27,34,20,9,16,8,16,1,0,0,0,0
SN,AH,shareera,1045,8,15,28,35,20,8,16,8,15,1,0,0,0,0
SN,AH,shareera,1046,8,16,29,33,17,9,15,8,16,1,0,0,0,0
SN,AH,shareera,1047,8,16,29,34,18,10,15,8,13,1,0,0,0,0
SN,AH,shareera,1048,7,16,28,34,17,11,18,8,12,1,0,0,0,0
SN,AH,shareera,1049,7,15,28,35,16,11,19,9,11,1,0,0,0,0
SN,AH,shareera,1050,6,15,28,35,16,12,19,9,11,1,0,0,0,0
SN,AH,shareera,1051,5,14,28,37,17,12,19,9,12,1,0,0,0,0
SN,AH,shareera,1052,4,14,28,36,16,12,20,9,14,1,0,0,0,0
SN,AH,shareera,1053,4,14,27,36,14,13,21,9,15,1,0,0,0,0
SN,AH,shareera,1054,4,14,27,37,13,14,19,9,16,1,0,0,0,0
SN,AH,shareera,1055,4,15,27,34,14,14,19,8,18,1,0,0,0,0
SN,AH,shareera,1056,4,15,27,34,14,14,18,8,19,1,0,0,0,0
SN,AH,shareera,1057,4,15,27,36,14,15,17,7,22,1,1,0,0,0
SN,AH,shareera,1058,4,15,28,36,14,16,15,7,22,1,1,0,0,0
SN,AH,shareera,1059,5,14,27,37,15,15,16,7,22,2,1,0,0,0
SN,AH,shareera,1060,5,15,28,34,14,15,17,7,22,1,1,0,0,0
SN,AH,shareera,1061,5,15,28,32,15,15,17,7,23,1,1,0,0,0
SN,AH,shareera,1062,5,15,27,34,16,15,16,7,22,1,1,0,0,0
SN,AH,shareera,1063,5,16,27,35,16,16,16,6,20,1,1,0,0,0
SN,AH,shareera,1064,5,17,26,34,15,16,18,5,21,1,1,0,0,0
SN,AH,shareera,1065,5,16,25,33,16,16,19,6,21,1,1,0,0,0
SN,AH,shareera,1066,5,16,25,30,15,17,19,6,24,1,1,0,0,0
SN,AH,shareera,1067,5,17,25,29,16,17,17,5,26,1,1,0,0,0
SN,AH,shareera,1068,5,18,25,28,16,17,18,4,26,1,1,0,0,0
SN,AH,shareera,1069,5,19,25,28,14,17,18,3,28,1,1,0,0,0
SN,AH,shareera,1070,5,19,25,28,14,16,19,3,28,1,1,0,0,0
SN,AH,shareera,1071,5,19,25,30,15,15,19,3,26,1,1,0,0,0
SN,AH,shareera,1072,5,19,25,29,15,15,19,3,27,1,1,0,0,0
SN,AH,shareera,1073,5,19,26,30,15,15,16,3,28,1,1,0,0,0
SN,AH,shareera,1074,5,20,26,31,15,15,16,2,27,1,1,0,0,0
SN,AH,shareera,1075,5,20,27,30,15,14,17,2,27,1,1,0,0,0
SN,AH,shareera,1076,5,21,28,27,14,14,17,2,27,1,1,0,0,0
SN,AH,shareera,1077,6,21,29,26,15,14,17,2,25,1,1,0,0,0
SN,AH,shareera,1078,5,21,29,27,15,14,16,2,26,1,1,0,0,0
SN,AH,shareera,1079,5,21,29,28,15,13,16,2,26,1,1,0,0,0
SN,AH,shareera,1080,4,20,30,28,14,13,17,3,26,1,1,0,0,0
SN,AH,shareera,1081,5,20,30,28,13,13,17,3,26,1,1,0,0,0
SN,AH,shareera,1082,5,21,31,26,12,12,18,3,23,1,0,0,0,0
SN,AH,shareera,1083,5,20,30,27,13,12,21,3,22,1,0,0,0,0
SN,AH,shareera,1084,5,21,32,25,12,12,21,3,21,0,0,0,0,0
SN,AH,shareera,1085,5,21,33,25,12,12,20,3,21,0,0,0,0,0
SN,AH,shareera,1086,5,20,33,26,12,12,19,4,21,0,0,0,0,0
SN,AH,shareera,1087,6,19,33,26,13,12,19,4,21,1,0,0,0,0
SN,AH,shareera,1088,6,19,34,25,13,11,19,4,22,1,0,0,0,0
SN,AH,shareera,1089,7,18,33,26,14,11,18,4,24,1,0,0,0,0
SN,AH,shareera,1090,7,19,33,27,13,10,18,3,25,1,0,0,0,0
SN,AH,shareera,1091,7,20,33,28,14,9,18,2,24,1,0,0,0,0
SN,AH,shareera,1092,7,20,34,28,13,9,18,2,24,1,0,0,0,0
SN,AH,shareera,1093,7,20,35,27,13,9,18,2,24,1,0,0,0,0
SN,AH,shareera,1094,7,20,37,26,13,9,17,2,24,1,0,0,0,0
SN,AH,shareera,1095,7,20,36,26,13,9,16,2,26,1,0,0,0,0
SN,AH,shareera,1096,7,20,36,26,13,9,16,2,26,1,0,0,0,0
SN,AH,shareera,1097,7,20,36,26,13,8,17,2,26,1,0,0,0,0
SN,AH,shareera,1098,7,20,35,27,13,7,18,2,26,1,0,0,0,0
SN,AH,shareera,1099,8,19,34,26,15,8,17,2,28,1,0,0,0,0
SN,AH,shareera,1100,8,19,33,28,15,7,16,2,29,1,0,0,0,0
SN,AH,shareera,1101,7,19,33,30,18,7,17,2,32,1,0,0,0,0
SN,AH,shareera,1102,7,19,33,31,17,7,17,2,32,1,0,0,0,0
SN,AH,shareera,1103,7,18,32,32,18,8,20,2,31,2,1,0,0,0
SN,AH,shareera,1104,7,18,32,30,19,8,20,2,32,2,1,0,0,0
SN,AH,shareera,1105,9,18,30,32,21,9,19,1,31,2,1,0,0,0
SN,AH,shareera,1106,8,18,31,31,22,9,21,1,29,2,1,0,0,0
SN,AH,shareera,1107,8,18,30,31,22,9,20,1,31,2,1,0,0,0
SN,AH,shareera,1108,8,19,30,30,22,8,18,1,32,2,1,0,0,0
SN,AH,shareera,1109,9,18,28,34,21,8,19,1,32,2,1,0,0,0
SN,AH,shareera,1110,9,18,27,33,20,8,20,1,34,2,1,0,0,0
SN,AH,shareera,1111,9,18,29,33,20,7,22,0,35,3,2,0,0,0
SN,AH,shareera,1112,9,19,31,30,18,8,21,0,36,2,2,0,0,0
SN,AH,shareera,1113,10,19,30,31,18,8,20,0,36,2,2,0,0,0
SN,AH,shareera,1114,10,20,32,29,17,8,21,0,33,2,2,0,0,0
SN,AH,shareera,1115,11,19,32,29,19,9,21,0,32,2,2,0,0,0
SN,AH,shareera,1116,11,19,32,29,19,10,22,0,30,2,2,0,0,0
SN,AH,shareera,1117,11,18,31,30,20,11,24,0,31,2,3,0,0,0
SN,AH,shareera,1118,10,18,30,32,20,11,24,0,31,2,3,0,0,0
SN,AH,shareera,1119,10,17,27,34,23,12,26,0,29,2,3,0,0,0
SN,AH,shareera,1120,10,16,27,34,23,13,26,1,28,2,3,0,0,0
SN,AH,shareera,1121,10,16,27,33,23,13,25,1,30,2,3,0,0,0
SN,AH,shareera,1122,11,16,28,32,22,13,25,1,30,2,3,0,0,0
SN,AH,shareera,1123,11,16,27,30,23,14,26,1,30,2,3,0,0,0
SN,AH,shareera,1124,10,16,27,29,21,12,26,1,28,2,3,0,1,0
