Text_Type,Book,Chapter,Window,GLG,LGG,GLL,GGL,L,G,LLL,LG,LGL,GGG,LLG,LL,GG,GL
SN,AS,chikitsa,1151,47,28,9,26,5,42,0,1,55,48,30,0,0,0
SN,AS,chikitsa,1152,45,30,10,26,5,42,0,1,55,48,29,0,0,0
SN,AS,chikitsa,1153,47,30,10,26,5,42,1,1,54,46,29,0,0,0
SN,AS,chikitsa,1154,46,29,10,25,5,42,1,1,55,48,29,0,0,0
SN,AS,chikitsa,1155,46,29,10,25,5,42,1,1,55,48,29,0,0,0
SN,AS,chikitsa,1156,47,28,10,25,5,42,1,1,55,49,28,0,0,0
SN,AS,chikitsa,1157,46,30,11,25,5,42,1,1,56,46,28,0,0,0
SN,AS,chikitsa,1158,48,31,11,23,5,42,1,1,57,45,27,0,0,0
SN,AS,chikitsa,1159,48,32,11,23,5,42,1,1,56,45,27,0,0,0
SN,AS,chikitsa,1160,49,31,10,24,5,41,1,1,55,46,27,0,0,0
SN,AS,chikitsa,1161,50,29,10,23,5,41,1,1,55,48,27,0,0,0
SN,AS,chikitsa,1162,52,29,10,24,5,41,1,1,55,46,26,0,0,0
SN,AS,chikitsa,1163,50,29,10,26,5,41,1,1,56,46,25,0,0,0
SN,AS,chikitsa,1164,50,29,10,25,5,41,1,1,56,47,25,0,0,0
SN,AS,chikitsa,1165,51,29,10,24,4,42,1,1,57,46,25,0,0,0
SN,AS,chikitsa,1166,52,29,9,23,4,42,1,1,57,47,25,0,0,0
SN,AS,chikitsa,1167,54,29,9,21,4,42,1,1,58,47,24,0,0,0
SN,AS,chikitsa,1168,55,29,9,20,4,42,1,1,58,48,23,0,0,0
SN,AS,chikitsa,1169,56,28,9,20,4,42,1,1,57,48,24,0,0,0
SN,AS,chikitsa,1170,56,27,9,20,4,42,1,1,57,49,24,0,0,0
SN,AS,chikitsa,1171,56,28,10,20,4,42,1,1,57,48,23,0,0,0
SN,AS,chikitsa,1172,56,28,11,20,4,42,1,1,57,47,23,0,0,0
SN,AS,chikitsa,1173,55,28,10,22,4,42,1,1,57,48,22,0,0,0
SN,AS,chikitsa,1174,54,30,10,21,4,42,1,1,57,47,23,0,0,0
SN,AS,chikitsa,1175,56,29,10,22,4,42,1,1,57,46,22,0,0,0
SN,AS,chikitsa,1176,55,28,10,22,4,42,1,1,58,47,22,0,0,0
SN,AS,chikitsa,1177,54,28,10,23,4,42,1,1,58,47,22,0,0,0
SN,AS,chikitsa,1178,55,27,10,23,4,42,1,1,57,48,22,0,0,0
SN,AS,chikitsa,1179,55,27,10,23,3,43,1,1,58,47,22,0,0,0
SN,AS,chikitsa,1180,55,27,11,24,3,43,1,1,57,46,22,0,0,0
SN,AS,chikitsa,1181,55,27,12,24,3,43,2,1,57,45,21,0,0,0
SN,AS,chikitsa,1182,55,27,12,25,2,44,2,1,57,45,20,0,0,0
SN,AS,chikitsa,1183,55,27,12,26,2,44,2,1,56,44,21,0,0,0
SN,AS,chikitsa,1184,56,27,13,26,2,44,2,1,56,43,20,0,0,0
SN,AS,chikitsa,1185,55,26,13,26,2,44,2,1,56,45,20,0,0,0
SN,AS,chikitsa,1186,55,26,13,26,2,44,2,1,55,46,20,0,0,0
SN,AS,chikitsa,1187,55,25,13,26,2,44,2,1,56,48,21,0,0,0
SN,AS,chikitsa,1188,55,26,13,27,2,45,2,1,59,47,20,0,0,0
SN,AS,chikitsa,1189,53,24,13,27,2,46,2,1,61,49,20,0,0,0
SN,AS,chikitsa,1190,52,24,14,26,2,47,2,0,63,49,20,0,0,0
SN,AS,chikitsa,1191,51,24,14,26,2,47,2,0,63,49,21,0,0,0
SN,AS,chikitsa,1192,51,25,14,26,2,47,2,0,63,49,20,0,0,0
SN,AS,chikitsa,1193,52,26,15,24,2,47,2,0,63,48,20,0,0,0
SN,AS,chikitsa,1194,53,26,16,25,2,47,2,0,63,46,19,0,0,0
SN,AS,chikitsa,1195,53,25,16,25,2,47,2,0,64,46,19,0,0,0
SN,AS,chikitsa,1196,53,25,17,24,2,47,2,0,64,45,20,0,0,0
SN,AS,chikitsa,1197,53,26,17,21,1,48,2,0,64,47,20,0,0,0
SN,AS,chikitsa,1198,56,25,16,21,1,48,2,0,63,48,19,0,0,0
SN,AS,chikitsa,1199,55,25,16,21,1,48,2,0,64,48,19,0,0,0
SN,AS,chikitsa,1200,56,25,15,21,1,48,2,0,64,49,18,0,0,0
SN,AS,chikitsa,1201,56,25,14,21,1,48,2,0,65,49,18,0,0,0
SN,AS,chikitsa,1202,56,24,15,21,1,48,2,0,66,48,18,0,0,0
SN,AS,chikitsa,1203,54,25,16,20,1,48,1,0,68,48,18,0,0,0
SN,AS,chikitsa,1204,55,25,16,20,1,48,1,0,68,47,18,0,0,0
SN,AS,chikitsa,1205,57,25,15,19,1,48,1,0,69,47,17,0,0,0
SN,AS,chikitsa,1206,56,27,16,19,1,48,1,0,69,45,17,0,0,0
SN,AS,chikitsa,1207,56,25,15,21,1,48,1,0,68,47,17,0,0,0
SN,AS,chikitsa,1208,54,26,15,23,1,48,1,0,67,47,17,0,0,0
SN,AS,chikitsa,1209,56,25,15,23,1,48,1,0,67,46,17,0,0,0
SN,AS,chikitsa,1210,54,25,16,23,1,49,1,0,68,46,17,0,0,0
SN,AS,chikitsa,1211,54,25,16,26,1,49,1,0,67,44,17,0,0,0
SN,AS,chikitsa,1212,52,25,16,26,2,48,1,0,68,45,17,0,0,0
SN,AS,chikitsa,1213,52,24,17,25,1,49,1,0,69,45,17,0,0,0
SN,AS,chikitsa,1214,52,24,17,26,1,49,1,0,70,43,17,0,0,0
SN,AS,chikitsa,1215,51,25,17,26,2,48,1,0,69,44,17,0,0,0
SN,AS,chikitsa,1216,50,24,18,26,2,48,1,0,70,44,17,0,0,0
SN,AS,chikitsa,1217,49,24,19,26,2,48,2,0,70,43,17,0,0,0
SN,AS,chikitsa,1218,49,23,20,26,2,48,2,0,70,43,17,0,0,0
SN,AS,chikitsa,1219,49,24,20,26,2,48,2,0,70,42,17,0,0,0
SN,AS,chikitsa,1220,49,25,20,26,2,48,2,0,70,41,17,0,0,0
SN,AS,chikitsa,1221,50,25,20,25,2,48,2,0,70,41,17,0,0,0
SN,AS,chikitsa,1222,50,25,19,25,2,48,2,0,71,42,16,0,0,0
SN,AS,chikitsa,1223,50,25,19,24,2,48,2,0,72,41,17,0,0,0
SN,AS,chikitsa,1224,51,24,19,25,2,48,2,0,72,41,16,0,0,0
SN,AS,chikitsa,1225,49,24,19,26,2,48,2,0,73,40,17,0,0,0
SN,AS,chikitsa,1226,49,25,20,25,2,48,2,0,72,39,18,0,0,0
SN,AS,chikitsa,1227,49,24,20,26,2,48,2,0,72,39,18,0,0,0
SN,AS,chikitsa,1228,48,26,20,26,2,48,2,0,72,38,18,0,0,0
SN,AS,chikitsa,1229,49,27,20,27,2,48,2,0,71,36,18,0,0,0
SN,AS,chikitsa,1230,49,27,19,27,2,48,2,0,72,36,18,0,0,0
SN,AS,chikitsa,1231,49,27,18,29,2,48,1,0,72,36,18,0,0,0
SN,AS,chikitsa,1232,49,26,18,28,2,48,1,0,72,38,18,0,0,0
SN,AS,chikitsa,1233,47,27,18,27,2,48,1,0,72,39,19,0,0,0
SN,AS,chikitsa,1234,48,27,17,28,2,48,1,0,72,38,19,0,0,0
SN,AS,chikitsa,1235,47,28,17,29,2,48,1,0,73,36,19,0,0,0
SN,AS,chikitsa,1236,47,28,17,29,2,48,1,0,73,36,19,0,0,0
SN,AS,chikitsa,1237,47,28,17,30,2,48,1,0,73,35,19,0,0,0
SN,AS,chikitsa,1238,48,27,18,29,2,48,1,0,72,36,19,0,0,0
SN,AS,chikitsa,1239,48,27,19,30,2,48,1,0,72,34,19,0,0,0
SN,AS,chikitsa,1240,48,27,18,31,2,48,1,0,71,35,19,0,0,0
SN,AS,chikitsa,1241,48,27,18,31,2,48,1,0,72,35,18,0,0,0
SN,AS,chikitsa,1242,47,26,19,31,2,48,1,0,72,35,19,0,0,0
SN,AS,chikitsa,1243,47,25,18,32,2,48,1,0,72,36,19,0,0,0
SN,AS,chikitsa,1244,46,25,17,31,2,48,1,0,73,38,19,0,0,0
SN,AS,chikitsa,1245,48,24,17,31,2,48,1,0,72,39,18,0,0,0
SN,AS,chikitsa,1246,47,23,16,31,2,48,1,0,72,42,18,0,0,0
SN,AS,chikitsa,1247,48,22,17,31,2,48,1,0,73,40,18,0,0,0
SN,AS,chikitsa,1248,46,23,17,32,2,48,1,0,73,40,18,0,0,0
SN,AS,chikitsa,1249,44,24,17,32,2,48,1,0,72,41,19,0,0,0
SN,AS,chikitsa,1250,42,24,17,33,2,48,1,0,72,41,20,0,0,0
SN,AS,chikitsa,1251,43,24,16,33,2,48,1,0,71,42,20,0,0,0
SN,AS,chikitsa,1252,44,24,14,35,2,48,1,0,70,42,20,0,0,0
SN,AS,chikitsa,1253,44,23,13,36,2,48,1,0,68,43,22,0,0,0
SN,AS,chikitsa,1254,44,23,13,36,2,48,1,0,67,44,22,0,0,0
SN,AS,chikitsa,1255,42,24,13,38,2,48,1,0,67,43,22,0,0,0
SN,AS,chikitsa,1256,42,22,13,40,2,48,1,0,67,43,22,0,0,0
SN,AS,chikitsa,1257,43,22,13,38,2,48,1,0,68,43,22,0,0,0
SN,AS,chikitsa,1258,44,21,13,36,2,48,1,0,68,44,23,0,0,0
SN,AS,chikitsa,1259,43,21,13,37,3,47,1,0,68,44,23,0,0,0
SN,AS,chikitsa,1260,44,20,13,37,3,47,1,0,68,44,23,0,0,0
SN,AS,chikitsa,1261,44,21,14,34,3,47,1,0,68,45,23,0,0,0
SN,AS,chikitsa,1262,45,22,15,32,2,48,1,0,68,44,23,0,0,0
SN,AS,chikitsa,1263,47,22,15,31,2,48,1,0,66,45,23,0,0,0
SN,AS,chikitsa,1264,45,22,15,30,2,48,1,0,66,47,24,0,0,0
SN,AS,chikitsa,1265,45,21,15,31,1,49,1,0,66,48,23,0,0,0
SN,AS,chikitsa,1266,44,22,14,32,1,49,1,0,66,48,23,0,0,0
SN,AS,chikitsa,1267,44,23,13,33,1,49,0,0,64,50,23,0,0,0
SN,AS,chikitsa,1268,45,23,12,33,1,49,0,0,65,49,23,0,0,0
SN,AS,chikitsa,1269,44,23,11,35,1,49,0,0,65,50,22,0,0,0
SN,AS,chikitsa,1270,43,22,11,35,1,49,0,0,65,51,23,0,0,0
SN,AS,chikitsa,1271,42,20,10,36,1,49,0,0,66,52,24,0,0,0
SN,AS,chikitsa,1272,43,20,10,37,1,49,0,0,65,51,24,0,0,0
SN,AS,chikitsa,1273,43,21,10,36,2,48,0,0,65,51,24,0,0,0
SN,AS,chikitsa,1274,42,20,10,37,2,48,0,0,66,51,24,0,0,0
SN,AS,chikitsa,1275,44,20,10,35,2,48,0,0,66,52,23,0,0,0
SN,AS,chikitsa,1276,45,19,9,35,2,48,0,0,66,54,22,0,0,0
SN,AS,chikitsa,1277,45,19,9,35,2,48,0,0,66,54,22,0,0,0
SN,AS,chikitsa,1278,47,17,9,36,2,48,0,0,66,54,21,0,0,0
SN,AS,chikitsa,1279,46,18,10,36,2,48,0,0,66,54,20,0,0,0
SN,AS,chikitsa,1280,44,20,10,37,2,48,0,0,65,54,20,0,0,0
SN,AS,chikitsa,1281,44,19,11,35,2,48,0,0,65,56,20,0,0,0
SN,AS,chikitsa,1282,44,19,11,35,2,48,0,0,65,55,21,0,0,0
SN,AS,chikitsa,1283,45,19,12,35,2,48,0,0,65,55,19,0,0,0
SN,AS,chikitsa,1284,44,20,13,34,2,48,0,0,66,54,19,0,0,0
SN,AS,chikitsa,1285,45,19,13,32,2,48,0,0,65,57,19,0,0,0
SN,AS,chikitsa,1286,45,18,13,32,2,48,0,0,65,59,18,0,0,0
SN,AS,chikitsa,1287,45,18,13,32,2,48,0,0,65,60,17,0,0,0
SN,AS,chikitsa,1288,45,18,12,32,2,48,0,0,64,61,18,0,0,0
SN,AS,chikitsa,1289,47,18,11,31,2,48,0,0,63,62,18,0,0,0
SN,AS,chikitsa,1290,46,18,11,30,2,47,0,0,62,62,18,0,0,0
SN,AS,chikitsa,1291,44,19,11,30,2,47,0,0,60,61,19,0,0,0
SN,AS,chikitsa,1292,44,21,10,30,2,47,0,0,59,62,19,0,0,0
SN,AS,chikitsa,1293,45,21,10,30,2,46,0,1,58,61,19,0,0,0
SN,AS,chikitsa,1294,44,21,10,30,2,46,0,1,57,61,21,0,0,0
SN,AS,chikitsa,1295,42,21,10,30,2,46,0,1,57,63,21,0,0,0
SN,AS,chikitsa,1296,42,21,11,30,2,46,0,1,58,60,22,0,0,0
SN,AS,chikitsa,1297,41,22,10,31,2,46,0,1,57,61,22,0,0,0
SN,AS,chikitsa,1298,41,21,10,31,2,46,0,1,58,61,22,0,0,0
SN,AS,chikitsa,1299,42,21,10,32,2,46,0,1,58,59,22,0,0,0
SN,AS,chikitsa,1300,43,20,10,32,2,46,0,1,58,60,21,0,0,0
SN,AS,chikitsa,1301,44,20,11,32,2,46,0,1,58,59,20,0,0,0
SN,AS,chikitsa,1302,45,19,11,32,3,45,0,1,58,59,20,0,0,0
SN,AS,chikitsa,1303,46,20,12,31,3,45,0,1,58,58,19,0,0,0
SN,AS,chikitsa,1304,44,20,13,31,3,45,0,1,59,56,21,0,0,0
SN,AS,chikitsa,1305,45,19,13,29,3,45,0,1,58,59,21,0,0,0
SN,AS,chikitsa,1306,44,19,14,27,3,45,0,1,58,60,22,0,0,0
SN,AS,chikitsa,1307,44,19,15,27,3,45,0,1,57,59,23,0,0,0
SN,AS,chikitsa,1308,45,18,15,28,3,45,0,1,58,58,22,0,0,0
SN,AS,chikitsa,1309,44,19,16,27,2,46,0,1,60,57,21,0,0,0
SN,AS,chikitsa,1310,45,19,16,27,2,46,0,1,60,56,21,0,0,0
SN,AS,chikitsa,1311,45,19,15,27,2,46,0,1,60,56,22,0,0,0
SN,AS,chikitsa,1312,44,18,14,28,2,46,0,1,59,57,24,0,0,0
SN,AS,chikitsa,1313,42,19,13,28,2,46,0,1,59,58,25,0,0,0
SN,AS,chikitsa,1314,42,20,13,29,2,46,0,1,60,56,24,0,0,0
SN,AS,chikitsa,1315,41,22,13,29,2,46,0,1,61,54,24,0,0,0
SN,AS,chikitsa,1316,42,21,13,29,2,46,0,1,60,54,25,0,0,0
SN,AS,chikitsa,1317,43,20,13,28,2,46,0,1,62,52,26,0,0,0
SN,AS,chikitsa,1318,43,20,13,30,2,46,0,1,61,51,26,0,0,0
SN,AS,chikitsa,1319,45,19,13,28,2,46,0,1,61,52,26,0,0,0
SN,AS,chikitsa,1320,46,20,13,28,2,46,0,1,62,50,25,0,0,0
SN,AS,chikitsa,1321,48,20,13,27,2,46,0,1,62,50,24,0,0,0
SN,AS,chikitsa,1322,46,21,13,28,2,46,0,1,62,50,24,0,0,0
SN,AS,chikitsa,1323,46,20,13,28,1,47,0,1,61,51,25,0,0,0
SN,AS,chikitsa,1324,45,22,13,28,1,47,0,1,60,51,25,0,0,0
SN,AS,chikitsa,1325,45,22,13,28,2,46,0,1,60,51,25,0,0,0
SN,AS,chikitsa,1326,44,22,13,29,2,46,0,1,62,49,25,0,0,0
SN,AS,chikitsa,1327,44,22,13,27,2,46,0,1,62,50,26,0,0,0
SN,AS,chikitsa,1328,42,22,13,26,2,46,0,1,63,51,27,0,0,0
SN,AS,chikitsa,1329,43,21,12,26,2,46,0,1,63,51,28,0,0,0
SN,AS,chikitsa,1330,45,20,12,24,2,46,0,1,63,52,28,0,0,0
SN,AS,chikitsa,1331,45,21,12,24,2,46,0,1,64,50,28,0,0,0
SN,AS,chikitsa,1332,47,21,12,25,2,46,0,1,64,48,27,0,0,0
SN,AS,chikitsa,1333,46,21,12,26,2,46,0,1,64,47,28,0,0,0
SN,AS,chikitsa,1334,46,21,11,27,2,46,0,1,63,48,28,0,0,0
SN,AS,chikitsa,1335,45,21,12,27,2,46,0,1,63,47,29,0,0,0
SN,AS,chikitsa,1336,44,21,13,28,3,45,0,1,63,45,30,0,0,0
SN,AS,chikitsa,1337,46,21,13,28,3,45,0,1,63,44,29,0,0,0
SN,AS,chikitsa,1338,45,23,13,30,3,45,0,1,63,42,28,0,0,0
SN,AS,chikitsa,1339,43,23,13,30,3,45,0,1,64,42,29,0,0,0
SN,AS,chikitsa,1340,43,23,13,31,3,46,0,1,67,42,28,0,0,0
SN,AS,chikitsa,1341,44,22,13,34,4,45,0,1,68,42,27,0,0,0
SN,AS,chikitsa,1342,43,21,13,35,4,45,0,1,70,40,27,0,0,0
SN,AS,chikitsa,1343,42,21,14,34,4,46,0,0,71,42,26,0,0,0
SN,AS,chikitsa,1344,43,21,14,35,4,46,0,0,71,42,24,0,0,0
SN,AS,chikitsa,1345,43,21,14,36,4,46,0,0,72,40,24,0,0,0
SN,AS,chikitsa,1346,43,21,14,36,4,46,0,0,71,41,24,0,0,0
SN,AS,chikitsa,1347,42,21,14,35,4,46,0,0,71,42,25,0,0,0
SN,AS,chikitsa,1348,42,22,14,35,4,46,0,0,71,41,25,0,0,0
SN,AS,chikitsa,1349,42,21,14,34,4,46,0,0,72,43,24,0,0,0
SN,AS,chikitsa,1350,41,21,15,33,4,46,0,0,72,42,26,0,0,0
SN,AS,chikitsa,1351,39,21,14,32,4,46,0,0,74,44,26,0,0,0
SN,AS,chikitsa,1352,38,22,14,30,3,47,0,0,74,46,26,0,0,0
SN,AS,chikitsa,1353,39,21,14,31,3,47,0,0,74,46,25,0,0,0
SN,AS,chikitsa,1354,40,21,13,33,3,47,0,0,73,47,23,0,0,0
SN,AS,chikitsa,1355,40,22,13,33,3,47,0,0,73,46,23,0,0,0
SN,AS,chikitsa,1356,42,22,11,33,3,47,0,0,74,45,23,0,0,0
SN,AS,chikitsa,1357,41,24,10,35,3,47,0,0,74,44,22,0,0,0
SN,AS,chikitsa,1358,40,25,10,36,3,47,0,0,73,44,22,0,0,0
SN,AS,chikitsa,1359,40,25,10,36,3,47,0,0,72,45,22,0,0,0
SN,AS,chikitsa,1360,38,25,9,37,4,46,0,0,73,46,22,0,0,0
SN,AS,chikitsa,1361,38,24,9,37,4,46,0,0,73,48,21,0,0,0
SN,AS,chikitsa,1362,40,24,10,37,4,46,0,0,73,47,19,0,0,0
SN,AS,chikitsa,1363,40,24,11,38,4,46,0,0,73,46,18,0,0,0
SN,AS,chikitsa,1364,42,24,11,38,4,46,0,0,71,46,18,0,0,0
SN,AS,chikitsa,1365,44,23,11,37,4,46,0,0,70,47,18,0,0,0
SN,AS,chikitsa,1366,44,23,11,37,4,46,0,0,70,47,18,0,0,0
SN,AS,chikitsa,1367,44,24,11,37,4,46,0,0,69,48,17,0,0,0
SN,AS,chikitsa,1368,44,24,11,36,4,46,0,0,70,48,17,0,0,0
SN,AS,chikitsa,1369,43,25,11,36,4,46,0,0,70,48,17,0,0,0
SN,AS,chikitsa,1370,42,24,11,38,4,46,0,0,70,48,17,0,0,0
SN,AS,chikitsa,1371,42,25,12,38,4,46,0,0,69,47,17,0,0,0
SN,AS,chikitsa,1372,44,25,13,36,4,46,0,0,69,46,17,0,0,0
SN,AS,chikitsa,1373,44,26,13,38,4,46,0,0,69,45,15,0,0,0
SN,AS,chikitsa,1374,45,24,14,36,4,46,0,0,70,46,15,0,0,0
SN,AS,chikitsa,1375,43,26,15,36,4,46,0,0,69,46,15,0,0,0
SN,AS,chikitsa,1376,44,27,15,35,4,46,0,0,67,47,15,0,0,0
SN,AS,chikitsa,1377,43,27,16,35,4,46,1,0,69,45,14,0,0,0
SN,AS,chikitsa,1378,43,27,17,36,4,46,2,0,69,43,13,0,0,0
SN,AS,chikitsa,1379,43,26,17,36,4,46,2,0,69,45,12,0,0,0
SN,AS,chikitsa,1380,43,26,17,36,4,46,2,0,70,44,12,0,0,0
SN,AS,chikitsa,1381,43,26,16,37,4,46,2,0,69,45,12,0,0,0
SN,AS,chikitsa,1382,41,26,16,36,5,45,2,0,69,48,12,0,0,0
SN,AS,chikitsa,1383,41,26,15,37,5,45,2,0,69,49,11,0,0,0
SN,AS,chikitsa,1384,41,25,15,37,5,45,2,0,70,49,11,0,0,0
SN,AS,chikitsa,1385,42,25,15,38,5,45,2,0,71,47,10,0,0,0
SN,AS,chikitsa,1386,42,27,15,37,4,46,2,0,71,46,10,0,0,0
SN,AS,chikitsa,1387,40,28,15,36,4,46,2,0,71,47,11,0,0,0
SN,AS,chikitsa,1388,41,27,15,36,5,45,2,0,71,47,11,0,0,0
SN,AS,chikitsa,1389,41,27,15,37,5,45,2,0,72,46,10,0,0,0
SN,AS,chikitsa,1390,41,27,16,37,5,45,2,0,71,46,10,0,0,0
SN,AS,chikitsa,1391,41,28,16,34,4,46,2,0,71,48,10,0,0,0
SN,AS,chikitsa,1392,44,27,16,33,4,46,2,0,71,48,9,0,0,0
SN,AS,chikitsa,1393,45,27,15,34,4,46,2,0,71,47,9,0,0,0
SN,AS,chikitsa,1394,45,27,15,34,4,46,2,0,71,47,9,0,0,0
SN,AS,chikitsa,1395,45,27,16,33,4,46,2,0,70,47,10,0,0,0
SN,AS,chikitsa,1396,45,28,15,36,4,46,2,0,70,46,8,0,0,0
SN,AS,chikitsa,1397,47,27,15,37,4,46,2,0,70,45,7,0,0,0
SN,AS,chikitsa,1398,46,27,15,37,4,46,2,0,71,45,7,0,0,0
SN,AS,chikitsa,1399,46,27,15,38,4,46,2,0,70,45,7,0,0,0
SN,AS,chikitsa,1400,48,27,14,38,4,46,2,0,71,45,5,0,0,0
SN,AS,chikitsa,1401,49,28,14,38,4,46,2,0,70,44,5,0,0,0
SN,AS,chikitsa,1402,50,28,14,38,4,46,2,0,70,43,5,0,0,0
SN,AS,chikitsa,1403,49,28,13,37,4,46,3,0,70,44,6,0,0,0
SN,AS,chikitsa,1404,50,28,13,35,4,46,3,0,70,45,6,0,0,0
SN,AS,chikitsa,1405,49,27,13,35,4,45,3,1,69,43,8,0,0,0
SN,AS,chikitsa,1406,48,29,13,35,4,45,3,1,68,43,8,0,0,0
SN,AS,chikitsa,1407,49,27,13,36,4,45,3,1,68,43,8,0,0,0
SN,AS,chikitsa,1408,49,26,13,34,4,45,3,1,69,44,9,0,0,0
SN,AS,chikitsa,1409,51,25,12,34,4,45,3,1,69,44,9,0,0,0
SN,AS,chikitsa,1410,52,26,12,33,3,46,3,1,68,43,10,0,0,0
SN,AS,chikitsa,1411,51,26,12,33,3,46,3,1,69,42,11,0,0,0
SN,AS,chikitsa,1412,52,26,11,32,3,46,3,1,69,43,11,0,0,0
SN,AS,chikitsa,1413,53,25,11,31,3,46,3,1,70,43,11,0,0,0
SN,AS,chikitsa,1414,52,24,11,30,3,46,3,1,70,46,11,0,0,0
SN,AS,chikitsa,1415,51,23,11,32,3,46,3,1,71,45,11,0,0,0
SN,AS,chikitsa,1416,53,24,11,31,3,46,3,1,71,44,10,0,0,0
SN,AS,chikitsa,1417,51,23,12,31,3,46,3,1,71,45,11,0,0,0
SN,AS,chikitsa,1418,50,23,12,32,4,45,3,1,71,45,11,0,0,0
SN,AS,chikitsa,1419,49,22,12,34,4,45,3,1,71,44,12,0,0,0
SN,AS,chikitsa,1420,49,23,12,32,4,45,3,1,72,44,12,0,0,0
SN,AS,chikitsa,1421,50,22,11,32,4,45,3,1,72,45,12,0,0,0
SN,AS,chikitsa,1422,49,21,11,33,4,45,3,1,72,45,13,0,0,0
SN,AS,chikitsa,1423,50,20,11,32,4,45,3,1,73,45,13,0,0,0
SN,AS,chikitsa,1424,50,20,11,33,4,45,3,1,73,44,13,0,0,0
SN,AS,chikitsa,1425,51,19,11,33,3,46,3,1,74,43,13,0,0,0
SN,AS,chikitsa,1426,50,18,13,33,3,45,3,2,73,43,14,0,0,0
SN,AS,chikitsa,1427,50,19,13,33,3,45,2,2,71,45,14,0,0,0
SN,AS,chikitsa,1428,50,19,12,33,3,45,1,2,72,46,14,0,0,0
SN,AS,chikitsa,1429,50,19,12,33,3,45,1,2,72,46,14,0,0,0
SN,AS,chikitsa,1430,50,18,14,33,4,44,1,2,71,46,14,0,0,0
SN,AS,chikitsa,1431,50,17,14,33,4,44,1,2,73,45,14,0,0,0
SN,AS,chikitsa,1432,49,17,14,33,3,44,1,3,73,42,15,0,0,0
SN,AS,chikitsa,1433,49,16,16,31,3,44,1,3,75,41,15,0,0,0
SN,AS,chikitsa,1434,50,16,16,30,3,44,1,3,74,41,16,0,0,0
SN,AS,chikitsa,1435,49,17,16,29,3,44,1,3,74,42,16,0,0,0
SN,AS,chikitsa,1436,50,16,15,29,3,44,1,3,74,44,15,0,0,0
SN,AS,chikitsa,1437,50,15,16,31,3,44,1,3,75,42,14,0,0,0
SN,AS,chikitsa,1438,50,14,17,29,2,45,1,3,76,42,15,0,0,0
SN,AS,chikitsa,1439,51,14,18,29,2,45,1,3,74,42,15,0,0,0
SN,AS,chikitsa,1440,51,15,17,30,2,45,1,3,74,41,15,0,0,0
SN,AS,chikitsa,1441,52,15,17,30,2,45,1,3,74,40,15,0,0,0
SN,AS,chikitsa,1442,51,15,18,30,2,45,1,3,73,41,15,0,0,0
SN,AS,chikitsa,1443,50,15,18,30,2,45,1,3,74,41,15,0,0,0
SN,AS,chikitsa,1444,49,17,18,30,2,45,1,3,75,39,15,0,0,0
SN,AS,chikitsa,1445,50,17,18,31,2,45,1,3,75,38,14,0,0,0
SN,AS,chikitsa,1446,51,17,18,29,2,45,1,3,75,39,14,0,0,0
SN,AS,chikitsa,1447,49,17,18,29,2,45,1,3,75,39,16,0,0,0
SN,AS,chikitsa,1448,52,16,19,28,2,45,1,3,73,39,16,0,0,0
SN,AS,chikitsa,1449,52,17,20,28,2,45,1,3,73,37,16,0,0,0
SN,AS,chikitsa,1450,52,18,20,28,2,45,1,3,72,37,16,0,0,0
SN,AS,chikitsa,1451,52,17,20,29,2,45,1,3,71,38,16,0,0,0
SN,AS,chikitsa,1452,51,16,20,31,2,45,1,3,71,37,17,0,0,0
SN,AS,chikitsa,1453,51,16,20,32,2,45,0,3,72,37,16,0,0,0
SN,AS,chikitsa,1454,51,16,20,32,2,45,0,3,73,35,17,0,0,0
SN,AS,chikitsa,1455,51,18,20,34,2,46,0,2,74,35,15,0,0,0
SN,AS,chikitsa,1456,50,16,20,36,2,46,0,2,74,36,15,0,0,0
SN,AS,chikitsa,1457,49,17,21,33,2,46,0,2,74,37,16,0,0,0
SN,AS,chikitsa,1458,50,17,22,34,2,46,0,2,73,36,15,0,0,0
SN,AS,chikitsa,1459,49,18,22,35,2,46,0,2,72,35,16,0,0,0
SN,AS,chikitsa,1460,50,18,22,34,2,46,0,2,73,35,15,0,0,0
SN,AS,chikitsa,1461,51,18,22,36,2,46,0,2,72,34,14,0,0,0
SN,AS,chikitsa,1462,50,18,22,37,2,46,0,2,72,34,14,0,0,0
SN,AS,chikitsa,1463,51,18,21,37,3,45,0,2,72,34,14,0,0,0
SN,AS,chikitsa,1464,52,18,21,38,4,44,0,2,72,32,14,0,0,0
SN,AS,chikitsa,1465,52,18,21,37,4,44,0,2,72,33,14,0,0,0
SN,AS,chikitsa,1466,49,19,22,38,4,44,0,2,72,33,14,0,0,0
SN,AS,chikitsa,1467,49,19,21,40,4,44,0,2,73,32,13,0,0,0
SN,AS,chikitsa,1468,49,19,22,39,3,45,0,2,72,33,13,0,0,0
SN,AS,chikitsa,1469,50,20,22,37,3,45,0,2,72,34,12,0,0,0
SN,AS,chikitsa,1470,51,20,22,37,3,45,0,2,70,35,12,0,0,0
SN,AS,chikitsa,1471,48,21,23,38,3,45,0,2,71,34,12,0,0,0
SN,AS,chikitsa,1472,48,21,22,38,3,45,0,2,71,36,11,0,0,0
SN,AS,chikitsa,1473,48,22,22,37,3,45,0,2,70,36,12,0,0,0
SN,AS,chikitsa,1474,48,22,21,37,3,45,0,2,70,37,12,0,0,0
