Text_Type,Book,Chapter,Window,GLG,LGG,GLL,GGL,L,G,LLL,LG,LGL,GGG,LLG,LL,GG,GL
SN,AS,chikitsa,1,52,15,13,33,6,43,1,1,60,54,20,0,0,0
SN,AS,chikitsa,2,51,16,13,33,6,43,0,1,61,54,21,0,0,0
SN,AS,chikitsa,3,50,16,13,34,6,44,0,0,62,54,21,0,0,0
SN,AS,chikitsa,4,51,16,14,34,6,44,0,0,62,52,21,0,0,0
SN,AS,chikitsa,5,51,16,14,35,6,44,0,0,62,51,21,0,0,0
SN,AS,chikitsa,6,51,16,14,34,6,44,0,0,62,51,22,0,0,0
SN,AS,chikitsa,7,51,15,14,35,6,44,0,0,62,51,22,0,0,0
SN,AS,chikitsa,8,50,15,15,36,6,44,0,0,62,51,21,0,0,0
SN,AS,chikitsa,9,49,16,15,35,6,44,0,0,62,51,22,0,0,0
SN,AS,chikitsa,10,49,16,15,36,6,44,0,0,63,49,22,0,0,0
SN,AS,chikitsa,11,48,15,15,38,6,44,0,0,63,49,22,0,0,0
SN,AS,chikitsa,12,48,15,15,37,6,44,0,0,65,48,22,0,0,0
SN,AS,chikitsa,13,48,15,15,38,6,44,0,0,65,48,21,0,0,0
SN,AS,chikitsa,14,47,15,14,39,6,44,0,0,65,48,22,0,0,0
SN,AS,chikitsa,15,48,15,14,37,6,44,0,0,66,48,22,0,0,0
SN,AS,chikitsa,16,49,14,13,37,6,44,0,0,66,49,22,0,0,0
SN,AS,chikitsa,17,49,14,13,38,6,44,0,0,64,50,22,0,0,0
SN,AS,chikitsa,18,49,14,14,39,6,44,0,0,65,47,22,0,0,0
SN,AS,chikitsa,19,48,15,13,41,6,44,0,0,65,47,21,0,0,0
SN,AS,chikitsa,20,49,17,13,41,6,44,0,0,63,46,21,0,0,0
SN,AS,chikitsa,21,50,17,14,41,5,45,0,0,62,45,21,0,0,0
SN,AS,chikitsa,22,49,17,15,41,6,44,1,0,62,44,21,0,0,0
SN,AS,chikitsa,23,50,19,15,41,6,44,1,0,60,43,21,0,0,0
SN,AS,chikitsa,24,48,19,15,42,6,44,1,0,60,44,21,0,0,0
SN,AS,chikitsa,25,47,20,15,41,6,44,1,0,61,44,21,0,0,0
SN,AS,chikitsa,26,47,20,14,41,6,44,1,0,60,45,22,0,0,0
SN,AS,chikitsa,27,46,21,14,41,7,43,1,0,60,45,22,0,0,0
SN,AS,chikitsa,28,46,20,13,43,7,43,1,0,60,45,22,0,0,0
SN,AS,chikitsa,29,47,20,13,45,7,43,1,0,60,44,20,0,0,0
SN,AS,chikitsa,30,45,20,13,46,8,42,1,0,60,45,20,0,0,0
SN,AS,chikitsa,31,46,19,13,45,7,43,1,0,60,46,20,0,0,0
SN,AS,chikitsa,32,45,20,14,45,6,44,1,0,60,45,20,0,0,0
SN,AS,chikitsa,33,44,21,15,45,6,44,1,0,60,46,18,0,0,0
SN,AS,chikitsa,34,43,20,16,45,6,44,1,0,62,45,18,0,0,0
SN,AS,chikitsa,35,43,21,16,44,6,44,1,0,62,45,18,0,0,0
SN,AS,chikitsa,36,43,21,16,44,6,44,1,0,62,44,19,0,0,0
SN,AS,chikitsa,37,43,20,15,45,6,44,1,0,62,44,20,0,0,0
SN,AS,chikitsa,38,45,22,15,44,6,44,1,0,61,43,19,0,0,0
SN,AS,chikitsa,39,45,22,15,44,6,44,1,0,62,43,18,0,0,0
SN,AS,chikitsa,40,45,22,14,45,5,45,1,0,62,43,18,0,0,0
SN,AS,chikitsa,41,44,22,15,45,4,46,1,0,62,42,19,0,0,0
SN,AS,chikitsa,42,44,22,15,46,4,46,1,0,63,40,19,0,0,0
SN,AS,chikitsa,43,44,22,15,46,5,45,1,0,63,39,20,0,0,0
SN,AS,chikitsa,44,46,20,15,45,5,45,1,0,63,40,20,0,0,0
SN,AS,chikitsa,45,45,20,15,45,5,45,1,0,64,40,20,0,0,0
SN,AS,chikitsa,46,44,19,15,45,6,44,1,0,64,41,21,0,0,0
SN,AS,chikitsa,47,43,20,14,45,6,44,1,0,64,42,21,0,0,0
SN,AS,chikitsa,48,44,20,13,45,7,43,1,0,63,43,21,0,0,0
SN,AS,chikitsa,49,43,21,13,45,7,43,1,0,63,42,22,0,0,0
SN,AS,chikitsa,50,42,22,13,45,8,42,1,0,63,43,21,0,0,0
SN,AS,chikitsa,51,41,22,14,44,8,42,1,0,64,44,20,0,0,0
SN,AS,chikitsa,52,42,20,15,45,8,42,1,0,65,43,19,0,0,0
SN,AS,chikitsa,53,43,20,15,43,8,42,1,0,65,45,18,0,0,0
SN,AS,chikitsa,54,42,20,14,42,8,42,1,0,65,47,19,0,0,0
SN,AS,chikitsa,55,42,21,15,41,8,42,1,0,65,47,18,0,0,0
SN,AS,chikitsa,56,41,22,15,42,8,42,1,0,65,46,18,0,0,0
SN,AS,chikitsa,57,40,23,15,41,8,42,1,0,65,46,19,0,0,0
SN,AS,chikitsa,58,41,23,14,41,7,43,1,0,66,44,20,0,0,0
SN,AS,chikitsa,59,41,23,15,42,7,43,1,0,66,42,20,0,0,0
SN,AS,chikitsa,60,41,24,15,40,7,43,1,0,66,43,20,0,0,0
SN,AS,chikitsa,61,42,24,16,38,7,43,1,0,65,43,21,0,0,0
SN,AS,chikitsa,62,43,25,16,39,7,43,1,0,63,42,21,0,0,0
SN,AS,chikitsa,63,42,26,17,39,7,43,1,0,64,41,20,0,0,0
SN,AS,chikitsa,64,42,27,17,38,7,43,1,0,65,41,19,0,0,0
SN,AS,chikitsa,65,39,27,18,38,7,43,1,0,64,42,21,0,0,0
SN,AS,chikitsa,66,41,27,18,37,7,43,1,0,64,41,21,0,0,0
SN,AS,chikitsa,67,41,27,19,36,7,43,1,0,64,40,22,0,0,0
SN,AS,chikitsa,68,42,27,19,35,7,43,1,0,64,40,22,0,0,0
SN,AS,chikitsa,69,43,27,20,33,7,43,1,0,63,41,22,0,0,0
SN,AS,chikitsa,70,42,26,20,33,7,43,1,0,64,42,22,0,0,0
SN,AS,chikitsa,71,41,28,20,33,7,43,1,0,65,41,21,0,0,0
SN,AS,chikitsa,72,43,28,19,32,6,44,0,0,65,42,21,0,0,0
SN,AS,chikitsa,73,43,26,18,33,6,44,0,0,65,44,21,0,0,0
SN,AS,chikitsa,74,44,28,17,31,6,44,0,0,65,43,22,0,0,0
SN,AS,chikitsa,75,45,27,17,32,6,44,0,0,64,43,22,0,0,0
SN,AS,chikitsa,76,46,28,17,32,6,44,0,0,64,42,21,0,0,0
SN,AS,chikitsa,77,47,27,17,32,5,45,0,0,64,42,21,0,0,0
SN,AS,chikitsa,78,49,27,17,29,5,45,0,0,64,43,21,0,0,0
SN,AS,chikitsa,79,51,26,18,27,5,45,0,0,64,43,21,0,0,0
SN,AS,chikitsa,80,51,26,18,28,4,46,0,0,64,41,22,0,0,0
SN,AS,chikitsa,81,51,27,18,28,4,46,0,0,64,41,21,0,0,0
SN,AS,chikitsa,82,53,26,17,27,4,46,0,0,65,41,21,0,0,0
SN,AS,chikitsa,83,54,24,16,28,4,46,0,0,65,41,22,0,0,0
SN,AS,chikitsa,84,55,24,15,31,4,46,0,0,63,40,22,0,0,0
SN,AS,chikitsa,85,56,24,15,31,4,46,0,0,63,39,22,0,0,0
SN,AS,chikitsa,86,57,24,15,32,4,46,0,0,63,39,20,0,0,0
SN,AS,chikitsa,87,56,25,15,32,4,46,0,0,65,38,19,0,0,0
SN,AS,chikitsa,88,54,26,16,32,4,46,0,0,65,38,19,0,0,0
SN,AS,chikitsa,89,54,26,16,33,4,46,0,0,64,38,19,0,0,0
SN,AS,chikitsa,90,53,27,16,32,4,46,0,0,64,38,20,0,0,0
SN,AS,chikitsa,91,53,27,15,33,4,46,0,0,64,38,20,0,0,0
SN,AS,chikitsa,92,52,28,15,31,4,46,0,0,63,40,21,0,0,0
SN,AS,chikitsa,93,53,29,15,31,3,47,0,0,63,40,19,0,0,0
SN,AS,chikitsa,94,52,29,15,31,3,47,0,0,64,39,20,0,0,0
SN,AS,chikitsa,95,52,30,16,30,3,47,0,0,64,38,20,0,0,0
SN,AS,chikitsa,96,52,30,17,31,2,48,0,0,64,36,20,0,0,0
SN,AS,chikitsa,97,50,29,17,32,2,48,0,0,64,37,21,0,0,0
SN,AS,chikitsa,98,49,30,18,32,1,49,0,0,64,36,21,0,0,0
SN,AS,chikitsa,99,48,31,18,31,1,49,0,0,64,37,21,0,0,0
SN,AS,chikitsa,100,49,31,18,30,0,50,0,0,64,37,21,0,0,0
SN,AS,chikitsa,101,49,32,17,32,0,50,0,0,63,36,21,0,0,0
SN,AS,chikitsa,102,48,32,18,31,0,50,0,0,62,36,23,0,0,0
SN,AS,chikitsa,103,47,33,18,31,0,50,0,0,63,34,24,0,0,0
SN,AS,chikitsa,104,48,33,18,32,0,50,0,0,63,33,23,0,0,0
SN,AS,chikitsa,105,47,32,17,32,0,50,0,0,65,33,24,0,0,0
SN,AS,chikitsa,106,49,31,17,31,0,50,0,0,65,33,24,0,0,0
SN,AS,chikitsa,107,48,31,18,31,0,50,0,0,65,33,24,0,0,0
SN,AS,chikitsa,108,48,31,18,30,0,50,0,0,64,35,24,0,0,0
SN,AS,chikitsa,109,50,30,17,30,0,50,0,0,64,36,23,0,0,0
SN,AS,chikitsa,110,49,30,17,32,0,50,0,0,63,35,24,0,0,0
SN,AS,chikitsa,111,48,31,16,34,0,50,0,0,63,34,24,0,0,0
SN,AS,chikitsa,112,47,30,16,33,0,50,0,0,63,37,24,0,0,0
SN,AS,chikitsa,113,47,29,15,34,0,50,0,0,62,39,24,0,0,0
SN,AS,chikitsa,114,46,29,16,35,0,50,0,0,61,38,25,0,0,0
SN,AS,chikitsa,115,47,30,15,36,0,50,0,0,62,37,23,0,0,0
SN,AS,chikitsa,116,46,30,16,35,0,50,0,0,63,37,23,0,0,0
SN,AS,chikitsa,117,44,30,16,36,0,50,0,0,63,39,22,0,0,0
SN,AS,chikitsa,118,42,30,16,38,0,50,0,0,62,39,23,0,0,0
SN,AS,chikitsa,119,43,29,15,38,0,50,0,0,63,39,23,0,0,0
SN,AS,chikitsa,120,45,28,16,37,1,49,0,0,62,39,23,0,0,0
SN,AS,chikitsa,121,46,26,15,38,1,49,0,0,61,40,24,0,0,0
SN,AS,chikitsa,122,46,26,15,37,1,49,0,0,61,41,24,0,0,0
SN,AS,chikitsa,123,45,27,15,36,1,49,0,0,61,41,25,0,0,0
SN,AS,chikitsa,124,46,25,15,36,1,49,0,0,62,42,24,0,0,0
SN,AS,chikitsa,125,46,25,15,36,1,49,0,0,62,43,23,0,0,0
SN,AS,chikitsa,126,45,24,15,36,1,49,0,0,63,43,24,0,0,0
SN,AS,chikitsa,127,45,25,14,36,1,49,0,0,63,42,25,0,0,0
SN,AS,chikitsa,128,43,25,14,38,2,48,0,0,63,41,26,0,0,0
SN,AS,chikitsa,129,40,26,13,40,2,48,0,0,63,42,26,0,0,0
SN,AS,chikitsa,130,40,27,13,39,2,48,0,0,63,43,25,0,0,0
SN,AS,chikitsa,131,40,28,13,39,2,48,0,0,62,42,26,0,0,0
SN,AS,chikitsa,132,38,30,14,39,2,48,0,0,61,42,26,0,0,0
SN,AS,chikitsa,133,39,30,14,38,2,48,0,0,61,43,25,0,0,0
SN,AS,chikitsa,134,39,32,15,35,2,48,0,0,61,43,25,0,0,0
SN,AS,chikitsa,135,38,31,15,35,2,48,0,0,62,42,27,0,0,0
SN,AS,chikitsa,136,39,31,15,33,2,48,0,0,63,42,27,0,0,0
SN,AS,chikitsa,137,40,30,15,33,2,48,0,0,63,42,27,0,0,0
SN,AS,chikitsa,138,40,27,14,34,2,48,0,0,63,44,28,0,0,0
SN,AS,chikitsa,139,38,26,14,33,2,48,0,0,63,47,29,0,0,0
SN,AS,chikitsa,140,39,25,15,32,2,48,0,0,63,47,29,0,0,0
SN,AS,chikitsa,141,41,25,15,31,2,48,0,0,63,47,28,0,0,0
SN,AS,chikitsa,142,42,25,15,31,2,48,0,0,63,47,27,0,0,0
SN,AS,chikitsa,143,41,25,15,31,2,48,0,0,64,47,27,0,0,0
SN,AS,chikitsa,144,40,26,15,32,2,48,0,0,63,48,26,0,0,0
SN,AS,chikitsa,145,40,26,14,33,3,47,0,0,62,49,26,0,0,0
SN,AS,chikitsa,146,41,26,13,33,3,47,0,0,62,49,26,0,0,0
SN,AS,chikitsa,147,42,26,13,33,3,47,0,0,62,48,26,0,0,0
SN,AS,chikitsa,148,42,25,12,34,4,46,0,0,62,49,26,0,0,0
SN,AS,chikitsa,149,42,23,12,37,4,46,0,0,62,48,26,0,0,0
SN,AS,chikitsa,150,42,22,11,39,4,46,0,0,62,48,26,0,0,0
SN,AS,chikitsa,151,42,21,12,39,4,46,1,0,62,47,26,0,0,0
SN,AS,chikitsa,152,42,21,11,39,4,46,1,0,62,49,25,0,0,0
SN,AS,chikitsa,153,42,21,11,39,4,46,1,0,61,51,24,0,0,0
SN,AS,chikitsa,154,41,21,11,41,4,46,1,0,62,49,24,0,0,0
SN,AS,chikitsa,155,43,21,11,42,4,46,1,0,60,49,23,0,0,0
SN,AS,chikitsa,156,42,21,12,42,4,46,1,0,61,49,22,0,0,0
SN,AS,chikitsa,157,42,20,11,43,4,46,1,0,61,50,22,0,0,0
SN,AS,chikitsa,158,43,20,11,43,4,46,1,0,62,48,22,0,0,0
SN,AS,chikitsa,159,41,20,13,43,4,46,2,0,62,47,22,0,0,0
SN,AS,chikitsa,160,41,19,13,42,4,46,2,0,63,48,22,0,0,0
SN,AS,chikitsa,161,42,18,14,41,4,46,2,0,63,49,21,0,0,0
SN,AS,chikitsa,162,43,18,14,41,4,46,2,0,64,47,21,0,0,0
SN,AS,chikitsa,163,44,19,14,39,4,46,2,0,65,46,21,0,0,0
SN,AS,chikitsa,164,46,18,13,38,5,45,2,0,66,47,20,0,0,0
SN,AS,chikitsa,165,45,18,13,39,5,45,2,0,65,47,21,0,0,0
SN,AS,chikitsa,166,44,19,12,40,5,45,2,0,64,47,22,0,0,0
SN,AS,chikitsa,167,45,19,12,40,5,45,2,0,65,45,22,0,0,0
SN,AS,chikitsa,168,46,20,11,38,5,45,2,0,65,47,21,0,0,0
SN,AS,chikitsa,169,44,21,11,40,5,45,2,0,65,46,21,0,0,0
SN,AS,chikitsa,170,43,22,10,42,4,46,2,0,65,45,21,0,0,0
SN,AS,chikitsa,171,45,22,10,42,4,46,2,0,65,44,20,0,0,0
SN,AS,chikitsa,172,44,22,10,43,5,45,2,0,65,43,21,0,0,0
SN,AS,chikitsa,173,44,21,10,45,5,45,2,0,66,41,21,0,0,0
SN,AS,chikitsa,174,43,22,10,45,5,45,2,0,66,41,21,0,0,0
SN,AS,chikitsa,175,42,23,10,45,5,45,2,0,66,41,21,0,0,0
SN,AS,chikitsa,176,42,24,10,44,5,45,2,0,65,40,20,0,0,0
SN,AS,chikitsa,177,40,23,10,44,5,45,2,0,65,41,19,0,0,0
SN,AS,chikitsa,178,40,25,10,43,4,45,2,0,64,41,19,0,0,0
SN,AS,chikitsa,179,42,24,10,42,4,44,2,1,63,40,20,0,0,0
SN,AS,chikitsa,180,42,23,10,42,4,44,2,1,63,40,21,0,0,0
SN,AS,chikitsa,181,41,23,10,43,5,43,2,1,64,40,20,0,0,0
SN,AS,chikitsa,182,42,21,11,43,5,43,2,1,64,40,20,0,0,0
SN,AS,chikitsa,183,40,22,11,45,5,43,2,1,64,38,21,0,0,0
SN,AS,chikitsa,184,40,20,10,45,5,43,2,1,64,40,22,0,0,0
SN,AS,chikitsa,185,40,20,11,45,5,43,2,1,63,41,21,0,0,0
SN,AS,chikitsa,186,39,20,11,47,5,43,2,1,62,40,22,0,0,0
SN,AS,chikitsa,187,39,20,11,47,5,43,2,1,60,41,23,0,0,0
SN,AS,chikitsa,188,40,21,11,46,5,43,2,1,60,41,22,0,0,0
SN,AS,chikitsa,189,40,22,11,48,5,43,2,1,60,39,21,0,0,0
SN,AS,chikitsa,190,39,22,10,49,5,43,2,1,61,38,22,0,0,0
SN,AS,chikitsa,191,37,22,10,49,5,43,2,1,62,37,24,0,0,0
SN,AS,chikitsa,192,36,23,10,50,5,43,2,1,63,35,24,0,0,0
SN,AS,chikitsa,193,35,23,11,51,5,43,2,1,63,34,24,0,0,0
SN,AS,chikitsa,194,35,23,11,49,5,43,2,1,63,35,25,0,0,0
SN,AS,chikitsa,195,36,22,11,49,4,44,2,1,63,35,25,0,0,0
SN,AS,chikitsa,196,35,22,11,48,4,44,2,1,63,36,26,0,0,0
SN,AS,chikitsa,197,34,24,11,49,4,44,2,1,63,35,25,0,0,0
SN,AS,chikitsa,198,33,23,12,48,3,45,2,1,64,36,25,0,0,0
SN,AS,chikitsa,199,35,24,12,45,3,45,2,1,64,37,24,0,0,0
SN,AS,chikitsa,200,35,25,12,43,3,45,2,1,65,37,24,0,0,0
SN,AS,chikitsa,201,37,26,11,41,3,45,1,1,65,38,24,0,0,0
SN,AS,chikitsa,202,38,26,11,41,3,45,1,1,65,38,23,0,0,0
SN,AS,chikitsa,203,37,26,12,41,3,45,1,1,65,37,24,0,0,0
SN,AS,chikitsa,204,38,26,12,38,3,45,1,1,64,38,26,0,0,0
SN,AS,chikitsa,205,36,26,12,38,3,45,1,1,67,37,26,0,0,0
SN,AS,chikitsa,206,35,26,11,38,3,45,1,1,66,38,28,0,0,0
SN,AS,chikitsa,207,36,26,12,37,3,45,1,1,66,37,28,0,0,0
SN,AS,chikitsa,208,35,27,13,37,3,45,1,1,65,37,28,0,0,0
SN,AS,chikitsa,209,36,28,11,36,3,45,0,1,66,38,28,0,0,0
SN,AS,chikitsa,210,37,29,11,36,3,45,0,1,65,37,28,0,0,0
SN,AS,chikitsa,211,37,31,11,35,3,45,0,1,65,36,28,0,0,0
SN,AS,chikitsa,212,36,31,11,35,3,45,0,1,66,36,28,0,0,0
SN,AS,chikitsa,213,35,30,11,36,3,45,0,1,65,36,30,0,0,0
SN,AS,chikitsa,214,34,30,11,36,2,46,0,1,65,37,30,0,0,0
SN,AS,chikitsa,215,35,29,11,34,2,46,0,1,65,39,30,0,0,0
SN,AS,chikitsa,216,35,28,11,35,2,46,0,1,66,39,29,0,0,0
SN,AS,chikitsa,217,34,28,10,36,2,46,0,1,65,40,30,0,0,0
SN,AS,chikitsa,218,34,27,10,36,2,46,0,1,65,40,31,0,0,0
SN,AS,chikitsa,219,35,26,10,35,2,46,0,1,64,42,31,0,0,0
SN,AS,chikitsa,220,35,25,11,33,2,46,0,1,64,43,32,0,0,0
SN,AS,chikitsa,221,33,25,11,33,2,46,0,1,65,43,33,0,0,0
SN,AS,chikitsa,222,35,25,11,32,1,47,0,1,66,42,32,0,0,0
SN,AS,chikitsa,223,36,26,11,31,1,46,0,1,65,44,31,0,0,0
SN,AS,chikitsa,224,35,26,12,31,1,46,0,1,64,44,32,0,0,0
SN,AS,chikitsa,225,35,27,12,31,2,45,0,1,64,42,33,0,0,0
SN,AS,chikitsa,226,37,26,12,31,2,45,0,1,64,44,33,0,0,0
SN,AS,chikitsa,227,38,26,13,32,2,45,0,1,65,43,33,0,0,0
SN,AS,chikitsa,228,38,24,13,33,2,46,0,1,68,42,32,0,0,0
SN,AS,chikitsa,229,37,25,13,32,2,47,0,0,69,42,33,0,0,0
SN,AS,chikitsa,230,36,26,13,33,2,47,0,0,69,42,32,0,0,0
SN,AS,chikitsa,231,37,24,14,31,1,48,0,0,70,43,32,0,0,0
SN,AS,chikitsa,232,36,25,13,31,1,48,0,0,71,44,31,0,0,0
SN,AS,chikitsa,233,37,25,14,29,1,48,0,0,71,45,30,0,0,0
SN,AS,chikitsa,234,36,26,14,31,1,48,0,0,71,43,30,0,0,0
SN,AS,chikitsa,235,35,27,13,33,1,48,0,0,72,42,29,0,0,0
SN,AS,chikitsa,236,36,28,13,31,1,48,0,0,72,43,28,0,0,0
SN,AS,chikitsa,237,35,28,13,33,1,48,0,0,72,42,28,0,0,0
SN,AS,chikitsa,238,35,27,13,35,1,48,0,0,72,40,29,0,0,0
SN,AS,chikitsa,239,35,26,13,33,1,48,0,0,72,41,31,0,0,0
SN,AS,chikitsa,240,36,26,13,32,1,48,0,0,71,44,29,0,0,0
SN,AS,chikitsa,241,36,27,13,32,1,48,0,0,70,44,29,0,0,0
SN,AS,chikitsa,242,36,25,14,31,1,48,0,0,69,46,30,0,0,0
SN,AS,chikitsa,243,36,24,13,32,1,48,0,0,69,47,30,0,0,0
SN,AS,chikitsa,244,36,24,13,34,1,48,0,0,69,46,29,0,0,0
SN,AS,chikitsa,245,35,24,13,34,1,48,0,0,70,45,30,0,0,0
SN,AS,chikitsa,246,35,25,13,33,1,48,0,0,70,45,30,0,0,0
SN,AS,chikitsa,247,36,23,13,32,1,48,0,0,71,46,30,0,0,0
SN,AS,chikitsa,248,37,25,12,32,1,48,0,0,70,45,30,0,0,0
SN,AS,chikitsa,249,36,24,13,33,1,48,0,0,70,44,31,0,0,0
SN,AS,chikitsa,250,36,23,13,34,1,48,0,0,69,44,32,0,0,0
SN,AS,chikitsa,251,35,23,13,34,1,48,0,0,70,44,32,0,0,0
SN,AS,chikitsa,252,35,23,12,35,1,48,0,0,70,43,33,0,0,0
SN,AS,chikitsa,253,36,23,12,35,1,48,0,0,70,43,32,0,0,0
SN,AS,chikitsa,254,36,24,13,36,1,48,0,0,70,42,30,0,0,0
SN,AS,chikitsa,255,36,25,14,35,1,48,0,0,69,42,30,0,0,0
SN,AS,chikitsa,256,36,25,15,36,1,48,0,0,69,41,29,0,0,0
SN,AS,chikitsa,257,35,26,14,37,1,48,0,0,69,42,28,0,0,0
SN,AS,chikitsa,258,36,25,13,37,1,48,0,0,70,43,27,0,0,0
SN,AS,chikitsa,259,37,24,14,37,1,48,0,0,69,43,27,0,0,0
SN,AS,chikitsa,260,37,23,14,39,2,47,0,0,69,43,26,0,0,0
SN,AS,chikitsa,261,38,21,13,39,2,47,0,0,69,45,26,0,0,0
SN,AS,chikitsa,262,37,22,13,40,2,47,0,0,68,45,26,0,0,0
SN,AS,chikitsa,263,38,22,13,39,2,47,0,0,69,46,24,0,0,0
SN,AS,chikitsa,264,37,23,14,40,2,47,0,0,68,44,25,0,0,0
SN,AS,chikitsa,265,37,23,14,40,2,47,0,0,69,44,24,0,0,0
SN,AS,chikitsa,266,36,23,14,39,2,47,0,0,69,46,24,0,0,0
SN,AS,chikitsa,267,37,24,14,37,2,47,0,0,69,47,23,0,0,0
SN,AS,chikitsa,268,37,25,14,37,2,47,0,0,69,46,23,0,0,0
SN,AS,chikitsa,269,38,26,14,36,2,47,1,0,69,44,23,0,0,0
SN,AS,chikitsa,270,38,26,13,38,2,47,1,0,69,44,22,0,0,0
SN,AS,chikitsa,271,37,26,13,38,2,47,1,0,70,45,21,0,0,0
SN,AS,chikitsa,272,35,26,14,38,2,47,1,0,69,47,21,0,0,0
SN,AS,chikitsa,273,35,25,15,38,2,48,1,0,69,45,22,0,0,0
SN,AS,chikitsa,274,36,24,14,39,2,48,1,0,70,45,21,0,0,0
SN,AS,chikitsa,275,38,23,14,38,1,49,1,0,70,46,20,0,0,0
SN,AS,chikitsa,276,36,25,14,38,1,49,1,0,70,45,21,0,0,0
SN,AS,chikitsa,277,37,25,13,37,1,49,1,0,69,47,21,0,0,0
SN,AS,chikitsa,278,37,25,14,35,1,49,1,0,67,49,22,0,0,0
SN,AS,chikitsa,279,37,25,15,35,1,49,1,0,67,50,20,0,0,0
SN,AS,chikitsa,280,37,24,15,35,1,49,1,0,68,49,21,0,0,0
SN,AS,chikitsa,281,36,24,15,35,1,49,1,0,68,50,21,0,0,0
SN,AS,chikitsa,282,36,23,14,36,1,49,2,0,69,49,21,0,0,0
SN,AS,chikitsa,283,35,23,13,37,1,49,3,0,70,48,21,0,0,0
SN,AS,chikitsa,284,36,24,13,35,1,49,3,0,70,49,20,0,0,0
SN,AS,chikitsa,285,37,23,15,33,1,49,3,0,69,49,21,0,0,0
SN,AS,chikitsa,286,36,22,15,34,1,49,3,0,70,48,22,0,0,0
SN,AS,chikitsa,287,37,23,15,33,1,49,3,0,70,48,21,0,0,0
SN,AS,chikitsa,288,38,23,15,33,1,49,3,0,70,48,20,0,0,0
SN,AS,chikitsa,289,38,25,15,35,1,49,3,0,70,46,18,0,0,0
SN,AS,chikitsa,290,39,25,15,36,1,49,3,0,71,43,18,0,0,0
SN,AS,chikitsa,291,39,25,16,35,1,49,3,0,72,43,17,0,0,0
SN,AS,chikitsa,292,40,26,15,37,1,49,3,0,72,41,16,0,0,0
SN,AS,chikitsa,293,40,27,15,35,1,49,3,0,71,42,17,0,0,0
SN,AS,chikitsa,294,41,26,15,33,1,49,3,0,72,43,17,0,0,0
SN,AS,chikitsa,295,41,26,15,34,1,49,3,0,71,43,17,0,0,0
SN,AS,chikitsa,296,42,25,16,35,1,49,3,0,71,43,15,0,0,0
SN,AS,chikitsa,297,41,25,16,35,1,49,3,0,70,44,16,0,0,0
SN,AS,chikitsa,298,40,23,16,35,1,49,3,0,71,45,17,0,0,0
SN,AS,chikitsa,299,40,23,15,34,1,48,3,1,70,47,17,0,0,0
SN,AS,chikitsa,300,40,23,15,33,1,48,3,1,70,49,16,0,0,0
SN,AS,chikitsa,301,40,22,15,34,1,48,3,1,70,49,16,0,0,0
SN,AS,chikitsa,302,40,22,17,33,1,48,3,1,70,48,16,0,0,0
SN,AS,chikitsa,303,39,22,17,34,2,47,4,1,70,47,16,0,0,0
SN,AS,chikitsa,304,39,21,16,33,2,47,4,1,71,48,17,0,0,0
SN,AS,chikitsa,305,40,21,16,33,2,47,4,1,70,48,17,0,0,0
SN,AS,chikitsa,306,40,22,16,33,2,47,4,1,70,48,16,0,0,0
SN,AS,chikitsa,307,41,22,17,32,2,47,4,1,70,47,16,0,0,0
SN,AS,chikitsa,308,40,22,18,32,2,47,4,1,70,47,16,0,0,0
SN,AS,chikitsa,309,39,23,18,32,2,47,4,1,70,47,16,0,0,0
SN,AS,chikitsa,310,40,24,18,29,1,48,4,1,70,47,17,0,0,0
SN,AS,chikitsa,311,39,25,18,29,1,48,4,1,70,47,17,0,0,0
SN,AS,chikitsa,312,39,24,18,28,1,48,4,1,70,48,18,0,0,0
SN,AS,chikitsa,313,39,24,18,29,1,48,4,1,69,48,18,0,0,0
SN,AS,chikitsa,314,39,23,18,28,1,48,4,1,69,50,18,0,0,0
SN,AS,chikitsa,315,40,24,18,29,1,48,4,1,68,48,18,0,0,0
SN,AS,chikitsa,316,40,24,18,29,1,48,4,1,68,47,19,0,0,0
SN,AS,chikitsa,317,39,23,18,30,1,48,4,1,69,47,19,0,0,0
SN,AS,chikitsa,318,40,23,18,30,1,48,4,1,69,47,18,0,0,0
SN,AS,chikitsa,319,39,22,18,30,1,48,3,1,69,50,18,0,0,0
SN,AS,chikitsa,320,39,22,19,28,1,48,3,1,69,50,19,0,0,0
SN,AS,chikitsa,321,40,22,20,27,1,48,3,1,67,51,19,0,0,0
SN,AS,chikitsa,322,41,24,19,27,1,48,3,1,67,49,19,0,0,0
SN,AS,chikitsa,323,40,25,19,26,1,48,3,1,67,50,19,0,0,0
SN,AS,chikitsa,324,39,26,20,25,1,48,3,1,68,49,19,0,0,0
SN,AS,chikitsa,325,38,25,21,25,1,48,3,1,69,49,19,0,0,0
SN,AS,chikitsa,326,40,23,21,25,1,48,3,1,69,49,19,0,0,0
SN,AS,chikitsa,327,40,23,21,27,1,48,3,1,69,47,19,0,0,0
SN,AS,chikitsa,328,41,23,21,28,1,48,3,1,70,45,18,0,0,0
SN,AS,chikitsa,329,41,23,20,29,1,48,3,1,70,45,18,0,0,0
SN,AS,chikitsa,330,42,23,20,27,1,48,3,1,69,48,17,0,0,0
SN,AS,chikitsa,331,42,23,20,28,1,48,3,1,68,47,18,0,0,0
