Text_Type,Book,Chapter,Window,LGL,GGL,GLG,GL,GG,GGG,GLL,LLG,LGG,G,LL,LLL,LG,L
SN,AS,nidana,841,36,44,63,3,5,69,26,29,55,15,0,22,4,1
SN,AS,nidana,842,37,47,65,3,5,68,26,29,53,16,0,22,4,1
SN,AS,nidana,843,38,49,65,3,6,67,26,29,53,16,0,21,4,1
SN,AS,nidana,844,39,50,65,3,5,67,27,28,53,17,0,21,4,1
SN,AS,nidana,845,40,52,66,3,5,66,28,28,52,18,0,21,4,1
SN,AS,nidana,846,40,52,66,3,5,65,27,27,53,19,0,21,4,1
SN,AS,nidana,847,40,51,65,3,5,65,27,27,54,19,0,20,4,1
SN,AS,nidana,848,39,51,65,3,6,64,28,28,55,19,0,20,4,1
SN,AS,nidana,849,39,52,65,3,6,63,28,29,55,18,0,19,5,1
SN,AS,nidana,850,41,51,65,3,6,63,28,29,53,19,0,19,5,1
SN,AS,nidana,851,42,50,66,3,6,64,28,29,53,19,0,19,5,1
SN,AS,nidana,852,42,48,65,3,5,67,28,29,53,20,0,19,5,1
SN,AS,nidana,853,43,49,65,3,5,69,27,29,49,21,0,19,5,1
SN,AS,nidana,854,43,49,65,3,5,67,28,28,51,20,0,19,5,2
SN,AS,nidana,855,45,50,65,3,5,67,27,26,50,20,0,19,5,2
SN,AS,nidana,856,46,50,64,3,4,68,28,26,50,21,0,19,5,2
SN,AS,nidana,857,47,51,64,3,4,67,28,26,50,22,0,19,5,2
SN,AS,nidana,858,47,50,64,3,4,67,26,23,50,23,0,17,5,2
SN,AS,nidana,859,47,50,65,3,4,65,24,22,48,24,0,14,5,2
SN,AS,nidana,860,47,50,66,3,4,65,25,22,48,25,0,14,5,2
SN,AS,nidana,861,48,47,67,3,4,66,25,22,48,25,0,14,5,2
SN,AS,nidana,862,48,48,63,3,4,66,25,20,43,26,0,12,5,2
SN,AS,nidana,863,49,48,63,2,4,68,25,19,41,27,0,12,5,2
SN,AS,nidana,864,49,50,65,2,3,66,24,19,41,28,0,12,5,2
SN,AS,nidana,865,49,48,64,2,3,67,23,20,41,29,0,9,5,2
SN,AS,nidana,866,47,47,61,2,3,64,24,20,41,30,0,9,5,1
SN,AS,nidana,867,49,47,58,2,3,63,24,19,38,31,0,8,5,1
SN,AS,nidana,868,50,47,57,2,3,61,23,19,36,32,0,8,5,1
SN,AS,nidana,869,47,43,54,2,3,58,20,18,34,33,0,6,5,1
SN,AS,nidana,870,48,44,55,2,3,58,20,17,35,33,0,6,5,1
SN,AS,nidana,871,48,44,56,2,3,59,20,17,35,34,0,5,5,1
SN,AS,nidana,872,49,45,55,2,3,61,20,18,35,35,0,5,5,1
SN,AS,nidana,873,47,43,54,1,3,64,18,18,33,35,0,5,5,2
SN,AS,nidana,874,45,44,54,1,3,63,18,19,30,34,0,5,5,2
SN,AS,nidana,875,47,43,52,1,3,65,16,19,29,34,0,5,4,3
SN,AS,nidana,876,48,44,51,1,3,61,15,20,28,35,0,5,3,3
SN,AS,nidana,877,48,43,53,1,3,63,15,18,27,34,0,5,3,4
SN,AS,nidana,878,50,44,50,1,3,63,15,18,27,35,0,5,3,4
SN,AS,nidana,879,51,43,48,1,3,62,15,18,26,36,0,4,2,4
SN,AS,nidana,880,52,42,48,1,3,63,15,19,25,37,0,4,2,4
SN,AS,nidana,881,54,40,46,1,3,61,15,17,23,38,0,3,2,4
SN,AS,nidana,882,55,38,47,1,3,61,11,16,24,38,0,3,2,4
SN,AS,nidana,883,55,38,46,0,3,62,11,17,25,39,0,3,2,4
SN,AS,nidana,884,55,38,45,0,3,60,11,16,23,40,0,3,1,4
SN,AS,nidana,885,56,38,46,0,2,62,9,16,22,41,0,2,1,4
SN,AS,nidana,886,55,37,47,0,2,61,10,14,23,42,0,2,1,4
SN,AS,nidana,887,56,37,48,0,2,62,10,15,23,41,0,1,2,4
SN,AS,nidana,888,56,38,49,0,2,62,10,14,22,41,0,1,2,4
SN,AS,nidana,889,57,36,48,0,2,63,10,15,22,41,0,1,2,4
SN,AS,nidana,890,57,35,48,0,2,61,11,16,23,41,0,1,2,4
SN,AS,nidana,891,58,35,47,0,2,60,12,17,22,41,0,1,2,4
SN,AS,nidana,892,58,34,45,0,2,62,11,17,22,41,0,1,2,4
SN,AS,nidana,893,58,33,44,0,1,62,11,16,23,42,0,1,2,4
SN,AS,nidana,894,57,31,43,0,1,64,10,17,23,42,0,1,2,4
SN,AS,nidana,895,57,29,41,0,1,66,9,18,23,42,0,1,2,4
SN,AS,nidana,896,58,30,42,0,1,67,9,18,23,42,0,0,2,4
SN,AS,nidana,897,59,30,44,0,1,68,9,18,22,42,0,0,2,4
SN,AS,nidana,898,60,32,44,0,0,67,8,18,21,43,0,0,2,4
SN,AS,nidana,899,62,31,44,0,0,67,8,18,21,44,0,0,1,4
SN,AS,nidana,900,61,32,43,0,0,67,9,17,22,44,0,0,1,4
SN,AS,nidana,901,62,32,42,0,0,65,10,18,22,44,0,0,1,4
SN,AS,nidana,902,62,32,42,0,0,63,10,19,23,44,0,0,1,4
SN,AS,nidana,903,62,32,43,0,0,61,10,19,24,44,0,0,1,4
SN,AS,nidana,904,62,32,44,0,0,62,9,20,22,45,0,0,1,3
SN,AS,nidana,905,61,32,43,0,0,61,9,22,23,45,0,0,1,3
SN,AS,nidana,906,61,33,42,0,0,62,8,23,22,45,0,0,1,3
SN,AS,nidana,907,62,33,44,0,0,61,9,23,21,45,0,0,1,3
SN,AS,nidana,908,63,34,45,0,0,61,10,22,20,45,0,0,1,3
SN,AS,nidana,909,64,33,45,0,0,60,10,23,20,45,0,0,1,3
SN,AS,nidana,910,65,32,44,0,0,60,10,23,21,45,0,0,1,3
SN,AS,nidana,911,64,34,44,0,0,60,10,23,20,45,0,0,1,3
SN,AS,nidana,912,64,33,44,0,0,60,10,24,20,45,0,0,1,3
SN,AS,nidana,913,70,46,51,0,0,71,20,28,30,44,0,1,1,3
SN,AS,nidana,914,73,44,52,0,0,74,20,28,31,43,0,1,1,3
SN,AS,nidana,915,73,48,60,0,0,78,23,29,35,43,0,1,1,3
SN,AS,nidana,916,72,47,61,1,0,79,23,29,35,42,0,1,1,3
SN,AS,nidana,917,75,49,64,1,0,80,24,31,38,41,0,1,1,4
SN,AS,nidana,918,78,58,73,1,0,90,30,34,46,40,0,8,1,5
SN,AS,nidana,919,80,62,75,2,0,97,33,37,47,39,0,10,1,5
SN,AS,nidana,920,80,64,77,2,0,101,34,40,52,38,0,11,1,6
SN,AS,nidana,921,79,65,76,2,1,100,34,40,51,37,0,11,1,6
SN,AS,nidana,922,78,64,76,2,1,98,35,39,51,37,0,11,1,6
SN,AS,nidana,923,77,64,76,2,1,96,36,39,52,37,0,12,1,5
SN,AS,nidana,924,78,63,78,2,1,95,37,39,57,37,1,12,1,5
SN,AS,nidana,925,78,67,78,2,1,94,38,43,60,37,1,13,1,5
SN,AS,nidana,926,77,68,82,3,1,96,38,44,60,36,1,15,1,5
SN,AS,nidana,927,77,69,86,4,1,99,39,45,64,36,1,16,1,4
SN,AS,nidana,928,77,68,87,4,1,99,40,45,65,35,1,17,1,4
SN,AS,nidana,929,76,67,87,4,1,99,40,45,65,35,1,17,1,4
SN,AS,nidana,930,75,66,86,4,2,99,40,44,67,34,1,18,1,4
SN,AS,nidana,931,74,67,86,4,2,97,40,44,68,33,1,18,1,4
SN,AS,nidana,932,75,69,85,4,2,95,40,45,69,32,1,18,1,4
SN,AS,nidana,933,74,69,85,5,2,94,39,44,68,31,1,19,1,4
SN,AS,nidana,934,74,69,86,5,2,92,39,44,69,31,1,19,1,4
SN,AS,nidana,935,74,69,86,5,2,91,39,45,69,31,1,19,1,4
SN,AS,nidana,936,74,70,86,5,2,92,38,45,68,31,1,19,1,4
SN,AS,nidana,937,75,71,85,5,2,90,39,45,68,32,1,19,0,4
SN,AS,nidana,938,75,72,84,5,2,88,40,46,68,32,1,19,0,4
SN,AS,nidana,939,74,72,85,5,2,88,41,45,68,32,1,19,0,4
SN,AS,nidana,940,74,72,87,5,2,88,40,44,68,32,1,19,0,4
SN,AS,nidana,941,73,72,87,5,2,91,39,43,68,32,1,19,0,4
SN,AS,nidana,942,73,72,88,5,2,90,39,43,68,32,1,19,0,4
SN,AS,nidana,943,74,72,88,5,2,91,39,43,66,32,1,19,0,4
SN,AS,nidana,944,73,72,88,5,3,89,39,43,66,31,1,19,0,4
SN,AS,nidana,945,72,72,88,5,3,86,39,42,68,31,1,19,0,4
SN,AS,nidana,946,72,71,87,5,4,87,39,42,68,30,1,20,0,4
SN,AS,nidana,947,71,72,87,5,4,86,39,43,67,29,1,20,1,4
SN,AS,nidana,948,72,71,87,5,4,87,39,42,67,28,1,20,1,5
SN,AS,nidana,949,71,72,85,5,4,88,39,42,68,28,1,20,1,5
SN,AS,nidana,950,71,71,86,5,4,89,38,42,68,28,1,20,1,5
SN,AS,nidana,951,70,72,86,5,4,91,37,41,68,28,1,20,1,5
SN,AS,nidana,952,70,73,85,5,4,90,38,40,69,28,1,20,1,5
SN,AS,nidana,953,70,72,85,5,4,91,38,39,70,28,1,20,1,5
SN,AS,nidana,954,71,71,85,5,4,92,38,38,70,28,1,20,1,5
SN,AS,nidana,955,71,71,87,5,4,93,38,36,69,28,1,20,1,5
SN,AS,nidana,956,71,72,87,5,4,91,38,35,71,28,1,20,1,5
SN,AS,nidana,957,70,72,85,5,4,92,37,35,72,28,1,20,1,5
SN,AS,nidana,958,69,72,85,5,4,92,36,35,72,27,1,20,1,6
SN,AS,nidana,959,68,73,85,5,4,92,36,35,72,27,1,20,1,6
SN,AS,nidana,960,67,74,86,5,4,93,35,35,71,27,1,20,1,6
SN,AS,nidana,961,67,74,85,5,4,93,35,35,72,26,1,20,1,7
SN,AS,nidana,962,68,75,83,5,4,93,35,35,72,25,1,20,1,8
SN,AS,nidana,963,63,64,74,5,4,80,25,31,63,26,1,19,1,8
SN,AS,nidana,964,60,65,72,5,4,77,26,32,62,27,1,19,1,8
SN,AS,nidana,965,60,62,64,5,4,73,24,30,56,27,1,20,1,8
SN,AS,nidana,966,62,63,64,4,4,71,24,30,55,28,1,20,1,8
SN,AS,nidana,967,58,61,63,4,4,69,23,28,52,28,1,20,1,8
SN,AS,nidana,968,56,51,55,4,4,58,17,25,44,29,1,13,1,7
SN,AS,nidana,969,53,46,55,3,4,51,14,21,44,29,1,11,1,7
SN,AS,nidana,970,53,45,54,3,4,46,13,18,38,30,1,10,1,6
SN,AS,nidana,971,54,44,56,3,3,46,13,18,39,30,1,10,1,7
SN,AS,nidana,972,55,44,57,3,3,46,13,18,41,30,1,10,1,7
SN,AS,nidana,973,57,45,58,3,3,45,12,18,40,31,1,9,1,7
SN,AS,nidana,974,57,45,56,3,3,45,12,17,35,32,0,9,1,7
SN,AS,nidana,975,59,41,56,3,3,43,12,13,32,33,0,8,1,6
SN,AS,nidana,976,59,41,53,2,3,41,12,12,31,33,0,6,1,7
SN,AS,nidana,977,59,41,47,1,3,37,11,12,28,34,0,5,1,7
SN,AS,nidana,978,58,42,47,1,3,38,10,12,26,35,0,4,1,7
SN,AS,nidana,979,59,44,45,1,3,39,10,12,26,35,0,4,1,7
SN,AS,nidana,980,60,44,46,1,2,40,10,13,24,36,0,3,1,7
SN,AS,nidana,981,60,44,45,1,2,41,10,14,24,37,0,3,1,7
SN,AS,nidana,982,59,43,45,1,2,41,12,13,23,38,0,3,1,7
SN,AS,nidana,983,60,43,47,0,2,42,12,13,24,39,0,2,1,7
SN,AS,nidana,984,60,42,45,0,2,43,12,15,24,39,0,2,1,7
SN,AS,nidana,985,61,42,44,0,2,42,13,14,25,39,0,2,1,7
SN,AS,nidana,986,61,42,44,0,2,42,13,14,25,39,0,2,1,7
SN,AS,nidana,987,60,41,45,0,2,43,13,14,25,39,0,2,1,7
SN,AS,nidana,988,60,39,45,0,2,45,12,14,26,39,0,2,1,7
SN,AS,nidana,989,60,40,44,0,2,43,12,14,28,39,0,2,1,7
SN,AS,nidana,990,60,40,43,0,2,42,13,14,29,39,0,2,1,7
SN,AS,nidana,991,60,40,44,0,2,40,13,14,30,39,0,2,1,7
SN,AS,nidana,992,61,38,44,0,2,39,14,14,31,39,0,2,1,7
SN,AS,nidana,993,60,37,46,0,2,39,14,14,31,39,0,2,1,7
SN,AS,nidana,994,61,38,47,0,1,40,14,13,31,40,0,2,1,7
SN,AS,nidana,995,62,38,47,0,1,41,15,13,31,40,0,2,1,7
SN,AS,nidana,996,63,38,49,0,0,39,16,13,30,41,0,1,1,7
SN,AS,nidana,997,64,37,49,0,0,40,16,13,30,42,0,1,0,7
SN,AS,nidana,998,63,37,48,0,0,41,16,13,31,43,0,1,0,6
SN,AS,nidana,999,63,36,49,0,0,41,16,13,31,43,0,1,0,6
SN,AS,nidana,1000,64,36,48,0,0,40,16,14,31,43,0,1,0,6
SN,AS,nidana,1001,64,36,48,0,0,39,16,15,31,43,0,1,0,6
SN,AS,nidana,1002,64,35,50,0,0,40,16,15,29,43,0,1,0,6
SN,AS,nidana,1003,64,35,52,0,0,40,16,15,27,43,0,1,0,6
SN,AS,nidana,1004,63,36,51,0,0,40,16,16,27,43,0,1,0,6
SN,AS,nidana,1005,63,36,49,0,0,40,17,17,27,43,0,1,0,6
SN,AS,nidana,1006,63,35,49,0,0,41,17,18,26,43,0,1,0,6
SN,AS,nidana,1007,64,36,49,0,0,42,19,19,25,42,0,1,1,6
SN,AS,nidana,1008,64,36,47,0,0,41,20,19,27,43,0,1,1,5
SN,AS,nidana,1009,64,37,46,0,0,41,20,19,27,43,0,1,1,5
SN,AS,nidana,1010,64,36,46,0,0,42,20,19,27,43,0,1,1,5
SN,AS,nidana,1011,64,34,47,0,0,42,21,20,26,44,0,1,1,4
SN,AS,nidana,1012,63,34,48,0,0,41,21,20,27,45,0,1,1,3
SN,AS,nidana,1013,63,32,48,0,0,42,22,20,27,45,0,1,1,3
SN,AS,nidana,1014,64,31,48,0,0,43,21,20,27,45,0,1,1,3
SN,AS,nidana,1015,64,31,49,0,0,44,20,20,27,45,0,0,1,3
SN,AS,nidana,1016,63,32,48,0,0,45,19,21,27,45,0,0,1,3
SN,AS,nidana,1017,63,33,46,0,0,44,19,21,29,46,0,0,1,2
SN,AS,nidana,1018,62,35,43,0,0,46,19,21,29,46,0,0,1,2
SN,AS,nidana,1019,64,37,41,0,0,44,20,21,28,47,0,0,1,2
SN,AS,nidana,1020,64,36,42,0,0,44,20,21,28,47,0,0,1,2
SN,AS,nidana,1021,64,37,40,0,0,43,21,22,28,48,0,0,1,1
SN,AS,nidana,1022,63,37,40,0,0,44,21,22,27,47,0,1,1,1
SN,AS,nidana,1023,62,36,40,0,0,45,21,23,27,46,0,1,1,2
SN,AS,nidana,1024,63,36,40,0,0,44,20,23,28,46,0,1,1,2
SN,AS,nidana,1025,61,36,42,0,0,45,19,23,28,46,0,1,1,2
SN,AS,nidana,1026,61,35,42,0,0,47,19,22,28,46,0,1,1,2
SN,AS,nidana,1027,61,35,42,0,0,47,20,21,28,46,0,1,1,2
SN,AS,nidana,1028,61,33,42,0,0,47,20,22,29,46,0,1,1,2
SN,AS,nidana,1029,62,31,44,0,0,46,20,22,29,46,0,1,1,2
SN,AS,nidana,1030,63,31,44,0,0,46,20,21,29,45,0,1,1,3
SN,AS,nidana,1031,63,30,44,0,0,46,20,22,29,45,0,1,1,3
SN,AS,nidana,1032,63,29,44,0,0,46,19,22,30,45,0,2,1,3
SN,AS,nidana,1033,64,29,44,0,0,45,19,23,29,45,0,2,1,3
SN,AS,nidana,1034,64,31,45,0,0,45,19,21,28,45,0,2,1,3
SN,AS,nidana,1035,63,32,45,0,0,45,19,21,28,45,0,2,1,3
SN,AS,nidana,1036,62,32,46,0,0,45,19,21,28,45,0,2,1,3
SN,AS,nidana,1037,62,32,46,0,0,44,18,22,29,45,0,2,1,3
SN,AS,nidana,1038,61,32,46,0,0,42,18,21,30,45,0,2,1,3
SN,AS,nidana,1039,61,31,47,0,1,42,17,21,28,44,0,2,1,3
SN,AS,nidana,1040,60,31,47,0,1,45,16,23,27,43,0,2,1,3
SN,AS,nidana,1041,59,31,48,0,1,44,16,24,26,42,0,2,2,3
SN,AS,nidana,1042,59,33,47,0,1,45,15,24,25,42,0,2,2,3
SN,AS,nidana,1043,59,33,45,0,1,45,16,24,26,42,0,2,2,3
SN,AS,nidana,1044,60,32,44,0,1,45,16,25,26,42,0,2,2,3
SN,AS,nidana,1045,60,34,45,0,1,45,15,25,24,42,0,2,2,3
SN,AS,nidana,1046,60,36,43,0,1,45,14,25,25,42,0,2,2,3
SN,AS,nidana,1047,60,36,42,0,1,45,15,24,26,42,0,2,2,3
SN,AS,nidana,1048,60,36,43,0,1,44,15,24,26,42,0,2,2,3
SN,AS,nidana,1049,61,36,44,0,1,44,15,23,25,42,0,2,2,3
SN,AS,nidana,1050,61,36,45,0,1,45,15,22,24,42,0,2,2,3
SN,AS,nidana,1051,62,36,46,0,1,44,15,21,24,41,0,2,2,4
SN,AS,nidana,1052,62,37,44,0,1,43,15,21,26,41,0,2,2,4
SN,AS,nidana,1053,62,37,41,0,1,44,15,22,27,41,0,2,2,4
SN,AS,nidana,1054,62,36,43,0,1,44,15,21,27,41,0,2,2,4
SN,AS,nidana,1055,63,36,44,0,1,44,14,20,27,41,0,2,2,4
SN,AS,nidana,1056,63,36,44,0,1,43,15,19,28,40,0,2,2,5
SN,AS,nidana,1057,62,34,44,0,1,43,13,19,28,41,0,2,1,5
SN,AS,nidana,1058,62,34,46,0,1,43,12,19,27,41,0,2,1,5
SN,AS,nidana,1059,63,32,47,0,1,42,13,18,28,41,0,2,1,5
SN,AS,nidana,1060,63,32,47,0,1,42,13,18,28,41,0,2,1,5
SN,AS,nidana,1061,63,33,46,0,1,42,13,18,28,41,0,2,1,5
SN,AS,nidana,1062,63,34,45,0,1,44,13,17,27,41,0,2,1,5
SN,AS,nidana,1063,62,36,46,0,1,44,12,17,26,41,0,2,1,5
SN,AS,nidana,1064,61,37,45,0,1,44,12,17,27,41,0,2,1,5
SN,AS,nidana,1065,61,36,44,0,1,43,13,17,29,41,0,2,1,5
SN,AS,nidana,1066,62,34,47,0,1,42,13,16,29,41,0,2,1,5
SN,AS,nidana,1067,62,33,49,0,1,43,13,16,27,40,0,2,1,6
SN,AS,nidana,1068,62,32,50,0,1,43,13,16,27,40,0,2,1,6
SN,AS,nidana,1069,61,30,53,0,1,43,12,16,28,40,0,2,1,6
SN,AS,nidana,1070,61,29,50,0,1,45,12,17,29,40,0,2,1,6
SN,AS,nidana,1071,61,29,51,0,1,46,11,16,29,40,0,2,1,6
SN,AS,nidana,1072,62,29,52,0,1,47,10,16,28,41,0,1,1,6
SN,AS,nidana,1073,63,31,51,0,1,46,10,15,28,42,0,1,1,5
SN,AS,nidana,1074,62,31,51,0,1,48,10,15,27,42,0,1,1,5
SN,AS,nidana,1075,61,31,50,0,1,48,10,15,29,41,0,1,1,6
SN,AS,nidana,1076,62,30,50,0,1,48,10,15,29,42,0,1,1,5
SN,AS,nidana,1077,62,29,51,0,1,48,9,16,29,42,0,1,1,5
SN,AS,nidana,1078,62,29,52,0,1,48,9,15,29,42,0,1,1,5
SN,AS,nidana,1079,60,30,51,0,1,49,9,15,30,42,0,1,1,5
SN,AS,nidana,1080,59,31,52,0,1,47,9,16,30,43,0,1,1,4
SN,AS,nidana,1081,60,33,52,0,1,47,9,14,29,43,0,1,1,4
SN,AS,nidana,1082,60,33,53,0,1,49,8,15,27,43,0,0,1,4
SN,AS,nidana,1083,59,33,52,0,1,51,8,15,27,43,0,0,1,4
SN,AS,nidana,1084,59,33,52,0,1,51,8,15,27,43,0,0,1,4
SN,AS,nidana,1085,59,32,53,0,1,51,7,16,27,43,0,0,1,4
SN,AS,nidana,1086,59,33,52,0,1,50,7,16,28,42,0,0,1,5
SN,AS,nidana,1087,59,33,51,0,1,52,7,15,28,42,0,0,1,5
SN,AS,nidana,1088,62,33,51,0,1,53,8,15,26,42,0,0,1,5
SN,AS,nidana,1089,62,34,50,0,0,55,8,15,27,43,0,0,1,5
SN,AS,nidana,1090,63,34,51,0,0,53,9,13,26,44,0,0,1,5
SN,AS,nidana,1091,64,33,50,0,0,54,9,14,26,45,0,0,0,5
SN,AS,nidana,1092,63,31,52,0,0,54,9,15,26,45,0,0,0,5
SN,AS,nidana,1093,63,32,53,0,0,53,9,15,25,45,0,0,0,5
SN,AS,nidana,1094,62,32,52,0,0,53,10,14,27,45,0,0,0,5
SN,AS,nidana,1095,63,31,53,0,0,52,10,14,27,45,0,0,0,5
SN,AS,nidana,1096,63,29,54,0,0,52,10,15,27,45,0,0,0,5
SN,AS,nidana,1097,63,30,53,0,0,54,9,15,26,45,0,0,0,5
SN,AS,nidana,1098,63,29,52,0,0,56,9,16,25,45,0,0,0,5
SN,AS,nidana,1099,61,29,51,0,0,57,11,16,25,44,0,0,0,5
SN,AS,nidana,1100,61,31,50,0,0,56,11,16,25,44,0,0,0,5
SN,AS,nidana,1101,60,31,49,0,0,57,11,16,26,45,0,0,0,4
SN,AS,nidana,1102,60,30,51,0,0,58,10,16,25,45,0,0,0,4
SN,AS,nidana,1103,60,30,52,0,0,57,10,16,25,45,0,0,0,4
SN,AS,nidana,1104,60,31,51,0,0,57,10,16,25,45,0,0,0,4
SN,AS,nidana,1105,59,30,52,0,0,56,11,17,25,45,0,0,0,4
SN,AS,nidana,1106,59,29,54,0,0,58,10,17,23,46,0,0,0,3
SN,AS,nidana,1107,59,31,53,0,0,57,10,16,24,46,0,0,0,3
SN,AS,nidana,1108,59,31,52,0,0,57,11,16,24,46,0,0,0,3
SN,AS,nidana,1109,58,32,51,0,0,60,10,16,23,46,0,0,0,3
SN,AS,nidana,1110,58,33,50,0,0,59,10,16,24,46,0,0,0,3
SN,AS,nidana,1111,58,32,51,0,0,61,9,15,24,46,0,0,0,3
SN,AS,nidana,1112,58,30,52,0,0,60,10,15,25,46,0,0,0,3
SN,AS,nidana,1113,58,29,52,0,0,59,10,15,27,46,0,0,0,3
SN,AS,nidana,1114,59,30,52,0,0,59,10,14,26,46,0,0,0,3
SN,AS,nidana,1115,60,31,54,0,0,58,9,14,24,46,0,0,0,3
SN,AS,nidana,1116,59,31,52,0,0,59,9,15,25,46,0,0,0,3
SN,AS,nidana,1117,60,32,49,0,0,58,10,15,26,47,0,0,0,2
SN,AS,nidana,1118,59,32,50,0,0,56,10,16,27,46,0,0,1,2
SN,AS,nidana,1119,59,32,48,0,0,57,10,16,28,46,0,0,1,2
SN,AS,nidana,1120,60,32,48,0,0,55,11,17,27,46,0,0,1,2
SN,AS,nidana,1121,60,32,47,0,0,55,11,18,27,45,0,0,1,3
SN,AS,nidana,1122,60,34,45,0,0,53,11,18,28,45,0,1,1,3
SN,AS,nidana,1123,59,33,45,0,0,53,11,19,29,45,0,1,1,3
SN,AS,nidana,1124,61,32,46,0,0,51,11,19,29,45,0,1,1,3
SN,AS,nidana,1125,62,32,46,0,0,52,11,19,27,46,0,1,1,2
SN,AS,nidana,1126,61,32,47,0,0,52,11,19,27,46,0,1,1,2
SN,AS,nidana,1127,61,32,47,0,0,52,12,18,27,46,0,1,1,2
SN,AS,nidana,1128,62,32,46,0,0,52,12,18,27,46,0,1,1,2
SN,AS,nidana,1129,64,32,45,0,0,51,13,18,26,46,0,1,1,2
SN,AS,nidana,1130,64,31,45,0,0,52,13,17,27,46,0,1,1,2
SN,AS,nidana,1131,63,29,45,0,0,53,13,18,28,46,0,1,1,2
SN,AS,nidana,1132,63,31,44,0,0,52,13,17,29,46,0,1,1,2
SN,AS,nidana,1133,63,33,43,0,0,51,13,16,30,46,0,1,1,2
SN,AS,nidana,1134,63,32,43,0,0,51,13,17,30,46,0,1,1,2
SN,AS,nidana,1135,63,32,44,0,0,51,14,16,29,46,0,1,1,2
SN,AS,nidana,1136,63,31,44,0,0,52,14,17,28,47,0,1,1,1
SN,AS,nidana,1137,63,33,44,0,0,50,14,17,28,47,0,1,1,1
SN,AS,nidana,1138,61,34,45,0,0,49,14,17,29,47,0,1,1,1
SN,AS,nidana,1139,62,33,45,0,0,50,14,17,28,47,0,1,1,1
SN,AS,nidana,1140,63,34,44,0,0,50,13,17,28,47,0,1,1,1
SN,AS,nidana,1141,63,34,46,0,0,50,13,15,28,47,0,1,1,1
SN,AS,nidana,1142,64,34,46,0,0,50,13,14,28,47,0,1,1,1
SN,AS,nidana,1143,64,32,46,0,0,51,14,14,28,47,0,1,1,1
SN,AS,nidana,1144,64,33,47,0,0,52,13,14,26,47,0,1,1,1
SN,AS,nidana,1145,63,32,46,0,0,53,13,15,27,47,0,1,1,1
SN,AS,nidana,1146,62,34,45,0,0,55,13,14,26,47,0,1,1,1
SN,AS,nidana,1147,62,33,46,0,0,54,13,14,27,47,0,1,1,1
SN,AS,nidana,1148,63,34,46,0,0,52,13,14,27,47,0,1,1,1
SN,AS,nidana,1149,64,34,46,0,0,51,11,14,29,47,0,1,1,2
SN,AS,nidana,1150,63,33,48,0,0,51,11,14,29,47,0,1,1,2
SN,AS,nidana,1151,63,32,49,0,0,51,11,14,29,47,0,1,1,2
SN,AS,nidana,1152,64,34,47,0,0,50,11,14,29,47,0,1,1,2
SN,AS,nidana,1153,64,34,47,0,0,51,11,13,29,47,0,1,1,2
SN,AS,nidana,1154,64,34,49,0,0,49,11,13,29,47,0,1,1,2
SN,AS,nidana,1155,64,34,47,0,0,52,10,13,29,47,0,1,1,2
SN,AS,nidana,1156,64,34,48,0,0,50,10,13,30,47,0,1,1,2
SN,AS,nidana,1157,64,32,51,0,0,49,11,13,29,47,0,1,1,2
SN,AS,nidana,1158,65,32,52,0,0,49,10,13,28,47,0,1,1,2
SN,AS,nidana,1159,65,31,53,0,0,48,10,14,28,47,0,1,1,2
SN,AS,nidana,1160,65,32,53,0,0,48,10,14,27,47,0,1,1,2
SN,AS,nidana,1161,65,35,52,0,0,46,10,14,27,47,0,1,1,2
SN,AS,nidana,1162,66,36,52,0,0,46,9,14,26,46,0,1,1,3
SN,AS,nidana,1163,66,35,52,0,0,48,9,14,25,46,0,1,1,3
SN,AS,nidana,1164,66,33,53,0,0,47,9,16,25,46,0,1,1,3
SN,AS,nidana,1165,65,33,53,0,0,47,9,16,26,46,0,1,1,3
SN,AS,nidana,1166,64,34,52,0,0,49,9,15,26,46,0,1,1,3
SN,AS,nidana,1167,63,34,54,0,0,50,8,15,25,46,0,1,1,3
SN,AS,nidana,1168,65,33,53,0,0,51,8,15,24,47,0,1,0,3
SN,AS,nidana,1169,66,33,54,0,0,51,8,15,22,47,0,1,0,3
SN,AS,nidana,1170,65,34,56,0,0,52,7,13,22,47,0,1,0,3
SN,AS,nidana,1171,65,34,57,0,0,51,8,12,22,48,0,1,0,2
SN,AS,nidana,1172,65,32,57,0,0,53,9,12,22,48,0,0,0,2
SN,AS,nidana,1173,65,32,56,0,0,55,9,12,21,48,0,0,0,2
SN,AS,nidana,1174,63,32,55,0,1,55,9,12,21,47,0,0,0,2
SN,AS,nidana,1175,61,32,55,0,2,53,9,12,21,46,0,1,0,2
SN,AS,nidana,1176,60,32,53,0,3,54,9,12,23,45,0,2,0,2
SN,AS,nidana,1177,59,33,54,0,3,53,8,13,22,44,0,2,1,2
SN,AS,nidana,1178,58,34,53,0,3,53,9,14,21,44,0,2,1,2
SN,AS,nidana,1179,56,33,55,0,3,53,9,14,22,44,0,2,1,2
SN,AS,nidana,1180,56,33,55,0,3,53,9,14,22,44,0,2,1,2
SN,AS,nidana,1181,57,33,56,0,3,52,9,13,22,44,0,2,1,2
SN,AS,nidana,1182,57,31,59,0,3,51,9,13,22,44,0,2,1,2
SN,AS,nidana,1183,57,30,60,0,3,51,9,13,22,44,0,2,1,2
