Text_Type,Book,Chapter,Window,GGG,LGG,GLL,LL,L,GLG,GL,LLG,LLL,GG,LGL,G,LG,GGL
SN,AS,kalpa,1,83,69,36,1,2,90,3,59,44,2,42,10,17,82
SN,AS,kalpa,2,81,68,36,1,2,90,3,60,43,2,42,11,17,84
SN,AS,kalpa,3,82,68,36,1,2,91,4,59,44,2,43,11,16,86
SN,AS,kalpa,4,80,67,37,1,2,91,5,58,41,2,42,10,16,88
SN,AS,kalpa,5,80,67,36,1,2,92,5,58,41,2,42,9,17,91
SN,AS,kalpa,6,79,62,34,1,3,89,5,56,41,2,39,9,16,88
SN,AS,kalpa,7,75,61,33,1,3,88,6,52,37,2,36,9,15,85
SN,AS,kalpa,8,74,59,34,1,3,85,6,51,32,2,37,9,16,81
SN,AS,kalpa,9,69,54,33,1,3,82,6,50,30,2,34,9,16,76
SN,AS,kalpa,10,70,54,36,1,3,82,6,50,29,2,35,9,15,74
SN,AS,kalpa,11,71,58,38,1,2,85,6,51,30,3,36,9,15,75
SN,AS,kalpa,12,70,53,39,1,2,86,6,49,31,3,35,9,14,75
SN,AS,kalpa,13,70,55,43,1,3,91,6,51,32,3,35,9,13,75
SN,AS,kalpa,14,67,55,46,1,3,91,5,54,32,3,34,9,14,75
SN,AS,kalpa,15,68,55,49,1,3,89,5,54,31,3,36,8,15,72
SN,AS,kalpa,16,69,55,49,1,3,88,5,55,32,3,35,9,15,73
SN,AS,kalpa,17,68,53,53,1,2,88,5,59,33,3,37,9,15,73
SN,AS,kalpa,18,65,53,53,1,2,85,5,57,34,3,32,9,15,68
SN,AS,kalpa,19,59,53,44,1,2,82,5,56,31,3,32,10,14,62
SN,AS,kalpa,20,57,50,45,1,2,79,5,53,30,3,32,10,14,57
SN,AS,kalpa,21,54,49,45,1,2,78,5,52,28,3,33,11,13,57
SN,AS,kalpa,22,55,49,45,1,2,76,5,51,28,3,34,12,12,56
SN,AS,kalpa,23,56,51,45,1,2,73,5,51,28,3,35,13,11,55
SN,AS,kalpa,24,54,50,44,1,2,72,5,51,27,3,34,12,12,52
SN,AS,kalpa,25,53,44,39,1,2,67,5,47,23,3,32,12,12,47
SN,AS,kalpa,26,52,43,38,0,2,68,5,43,22,3,30,12,13,45
SN,AS,kalpa,27,52,42,37,0,2,67,5,42,22,3,30,12,14,44
SN,AS,kalpa,28,51,42,37,0,2,67,6,40,20,3,32,12,13,43
SN,AS,kalpa,29,51,42,38,0,2,68,7,41,19,3,32,12,13,43
SN,AS,kalpa,30,52,44,38,0,2,71,7,42,21,3,32,13,13,43
SN,AS,kalpa,31,53,46,38,0,3,73,7,43,24,3,31,13,12,40
SN,AS,kalpa,32,56,50,39,0,3,76,8,47,25,3,32,12,12,40
SN,AS,kalpa,33,57,50,39,0,3,76,8,49,26,3,32,11,13,41
SN,AS,kalpa,34,58,49,39,0,3,76,8,49,26,3,33,12,12,43
SN,AS,kalpa,35,60,49,39,0,4,78,8,50,26,3,33,12,12,42
SN,AS,kalpa,36,63,51,40,0,4,77,9,50,25,3,34,12,12,42
SN,AS,kalpa,37,62,49,41,0,4,78,10,50,25,3,34,12,12,41
SN,AS,kalpa,38,58,53,47,0,5,84,10,57,28,3,39,11,12,40
SN,AS,kalpa,39,56,53,47,0,5,82,11,57,29,3,39,11,12,39
SN,AS,kalpa,40,56,53,46,0,5,82,11,58,28,2,41,12,12,39
SN,AS,kalpa,41,58,52,45,0,5,81,11,56,28,2,42,13,11,38
SN,AS,kalpa,42,59,52,45,0,5,81,11,56,28,2,43,13,11,38
SN,AS,kalpa,43,58,51,45,0,5,80,11,55,28,1,44,14,11,38
SN,AS,kalpa,44,58,51,46,0,5,77,11,54,28,1,45,15,10,38
SN,AS,kalpa,45,60,49,47,0,5,76,11,54,27,1,47,16,10,37
SN,AS,kalpa,46,61,47,46,0,5,74,11,54,26,1,46,16,10,36
SN,AS,kalpa,47,60,48,46,0,5,75,11,54,26,1,46,17,9,36
SN,AS,kalpa,48,59,49,45,0,5,73,11,55,26,1,47,18,9,37
SN,AS,kalpa,49,57,47,44,0,6,74,10,53,25,1,46,18,9,33
SN,AS,kalpa,50,56,48,44,0,6,73,10,54,25,1,47,18,9,33
SN,AS,kalpa,51,55,49,45,0,6,72,10,53,24,1,49,19,9,33
SN,AS,kalpa,52,56,49,45,0,6,74,10,52,24,1,50,19,9,32
SN,AS,kalpa,53,56,49,46,0,6,72,9,52,23,1,50,20,9,30
SN,AS,kalpa,54,55,49,45,0,6,71,8,54,22,1,52,21,9,28
SN,AS,kalpa,55,52,49,45,0,6,70,8,54,22,1,54,22,8,26
SN,AS,kalpa,56,51,50,44,0,5,70,8,56,21,1,55,23,8,26
SN,AS,kalpa,57,50,49,45,0,5,70,7,56,20,1,55,24,8,25
SN,AS,kalpa,58,50,49,44,0,5,71,7,57,20,1,55,25,7,26
SN,AS,kalpa,59,50,49,43,0,5,70,7,57,19,1,56,26,6,26
SN,AS,kalpa,60,50,46,40,0,5,71,7,55,19,1,56,27,6,27
SN,AS,kalpa,61,50,42,39,0,5,69,7,54,17,0,56,28,6,26
SN,AS,kalpa,62,48,41,37,0,5,67,7,55,16,0,57,29,6,25
SN,AS,kalpa,63,47,39,34,0,4,63,7,52,15,0,58,30,6,22
SN,AS,kalpa,64,47,38,32,0,4,62,7,48,15,0,59,31,5,23
SN,AS,kalpa,65,46,39,31,0,4,61,7,46,14,0,57,32,4,23
SN,AS,kalpa,66,44,40,30,0,4,63,7,44,13,0,58,32,4,21
SN,AS,kalpa,67,45,38,26,0,5,61,7,38,12,0,57,32,4,22
SN,AS,kalpa,68,46,39,26,0,5,62,6,39,11,0,58,33,4,22
SN,AS,kalpa,69,49,39,26,0,5,62,6,38,11,0,57,33,4,21
SN,AS,kalpa,70,49,39,23,0,5,63,6,38,11,0,58,34,4,21
SN,AS,kalpa,71,49,38,23,0,5,65,6,38,11,0,59,34,4,22
SN,AS,kalpa,72,48,38,23,0,5,66,6,39,11,0,59,34,4,24
SN,AS,kalpa,73,49,37,23,0,5,67,6,39,11,0,59,34,4,24
SN,AS,kalpa,74,50,38,23,0,5,66,6,39,11,0,60,35,3,23
SN,AS,kalpa,75,48,40,24,0,5,65,6,39,11,0,61,36,3,23
SN,AS,kalpa,76,50,40,24,0,5,66,6,39,11,0,62,37,2,23
SN,AS,kalpa,77,50,40,24,0,5,68,6,39,11,0,63,38,1,24
SN,AS,kalpa,78,51,40,24,0,5,68,5,39,11,0,63,39,1,25
SN,AS,kalpa,79,53,39,23,0,5,68,4,38,11,0,64,40,1,25
SN,AS,kalpa,80,52,38,22,0,5,65,4,37,9,0,65,40,1,25
SN,AS,kalpa,81,51,35,22,0,4,65,4,37,6,0,67,41,1,25
SN,AS,kalpa,82,48,31,22,0,4,62,3,33,5,0,67,42,1,26
SN,AS,kalpa,83,50,30,22,0,4,62,3,31,4,0,68,43,0,25
SN,AS,kalpa,84,51,30,22,0,4,63,3,31,4,0,68,43,0,23
SN,AS,kalpa,85,50,29,21,0,3,61,3,32,4,0,69,44,0,23
SN,AS,kalpa,86,47,27,20,0,3,61,2,32,4,0,71,45,0,23
SN,AS,kalpa,87,45,28,19,0,4,58,1,30,4,0,72,45,0,24
SN,AS,kalpa,88,45,23,13,0,3,52,1,22,1,0,66,46,0,24
SN,AS,kalpa,89,46,23,13,0,3,54,0,22,0,0,67,47,0,25
SN,AS,kalpa,90,47,24,14,0,3,53,0,21,0,0,66,47,0,25
SN,AS,kalpa,91,46,24,15,0,3,54,0,21,0,0,65,47,0,25
SN,AS,kalpa,92,46,24,15,0,3,55,0,20,0,0,66,47,0,24
SN,AS,kalpa,93,47,24,16,0,3,55,0,19,0,0,66,47,0,23
SN,AS,kalpa,94,48,25,15,0,3,53,0,20,0,0,66,47,0,23
SN,AS,kalpa,95,48,26,14,0,3,54,0,20,0,0,65,47,0,23
SN,AS,kalpa,96,49,25,14,0,3,55,0,20,0,0,65,47,0,22
SN,AS,kalpa,97,50,23,14,0,3,54,0,21,0,0,65,47,0,23
SN,AS,kalpa,98,51,22,14,0,3,55,0,20,0,0,65,47,0,23
SN,AS,kalpa,99,51,22,15,0,3,54,0,20,0,0,65,47,0,23
SN,AS,kalpa,100,51,21,15,0,3,56,0,19,0,0,64,47,0,24
SN,AS,kalpa,101,52,21,14,0,3,57,0,19,0,0,62,47,0,25
SN,AS,kalpa,102,52,21,14,0,3,55,0,20,0,0,62,47,0,26
SN,AS,kalpa,103,51,21,14,0,3,54,0,21,0,0,63,47,0,26
SN,AS,kalpa,104,51,21,14,0,3,54,0,20,0,0,63,47,0,27
SN,AS,kalpa,105,51,21,14,0,3,56,0,20,0,0,62,47,0,26
SN,AS,kalpa,106,51,21,15,0,3,57,0,18,0,0,62,47,0,26
SN,AS,kalpa,107,53,19,14,0,3,57,0,18,0,0,62,47,0,27
SN,AS,kalpa,108,54,20,14,0,3,56,0,17,0,0,62,47,0,27
SN,AS,kalpa,109,54,20,14,0,3,56,0,18,0,0,61,47,0,27
SN,AS,kalpa,110,52,20,15,0,3,56,0,20,0,0,61,47,0,26
SN,AS,kalpa,111,53,20,14,0,3,55,0,20,0,0,61,47,0,27
SN,AS,kalpa,112,54,20,15,0,3,53,0,21,0,0,60,47,0,27
SN,AS,kalpa,113,55,19,14,0,3,53,0,21,0,0,60,47,0,28
SN,AS,kalpa,114,56,19,14,0,4,52,0,22,0,0,61,46,0,26
SN,AS,kalpa,115,58,19,12,0,4,53,0,22,0,0,61,46,0,25
SN,AS,kalpa,116,60,18,12,0,4,50,0,22,0,0,61,46,0,27
SN,AS,kalpa,117,59,19,12,0,3,50,0,23,0,0,61,47,0,26
SN,AS,kalpa,118,59,19,12,0,3,49,0,23,0,0,61,47,0,27
SN,AS,kalpa,119,58,19,12,0,3,49,0,23,0,0,62,47,0,27
SN,AS,kalpa,120,59,18,13,0,3,48,0,24,0,0,61,47,0,27
SN,AS,kalpa,121,60,19,13,0,3,47,0,25,0,0,60,47,0,26
SN,AS,kalpa,122,60,19,13,0,3,48,0,24,0,0,60,47,0,26
SN,AS,kalpa,123,58,19,13,0,3,49,0,25,0,0,60,47,0,26
SN,AS,kalpa,124,58,18,13,0,3,49,0,25,0,0,61,47,0,26
SN,AS,kalpa,125,59,16,12,0,3,50,0,27,0,0,60,47,0,26
SN,AS,kalpa,126,57,18,12,0,3,49,0,28,0,0,60,47,0,26
SN,AS,kalpa,127,57,19,12,0,3,48,0,29,0,0,60,47,0,25
SN,AS,kalpa,128,56,19,13,0,3,49,0,30,0,0,59,47,0,24
SN,AS,kalpa,129,55,19,13,0,3,49,0,30,0,0,59,47,0,25
SN,AS,kalpa,130,54,18,14,0,3,49,0,30,0,0,60,47,0,25
SN,AS,kalpa,131,55,19,14,0,3,48,0,29,0,0,59,47,0,26
SN,AS,kalpa,132,54,20,13,0,4,48,0,30,0,0,59,46,0,26
SN,AS,kalpa,133,52,21,15,0,5,47,0,30,0,0,59,45,0,26
SN,AS,kalpa,134,52,22,15,0,6,46,0,30,0,0,59,44,0,26
SN,AS,kalpa,135,52,21,15,0,6,47,0,28,0,0,60,44,0,27
SN,AS,kalpa,136,50,23,15,0,6,48,0,28,0,0,58,44,0,28
SN,AS,kalpa,137,51,23,15,0,5,47,0,28,0,0,58,45,0,28
SN,AS,kalpa,138,52,23,16,0,5,47,0,27,0,0,58,45,0,27
SN,AS,kalpa,139,52,23,16,0,5,47,0,27,0,0,58,45,0,27
SN,AS,kalpa,140,51,23,16,0,5,47,0,27,0,0,59,45,0,27
SN,AS,kalpa,141,51,24,16,0,5,45,0,28,0,0,59,45,0,27
SN,AS,kalpa,142,52,24,16,0,5,44,0,28,0,0,58,45,0,28
SN,AS,kalpa,143,52,24,16,0,5,44,0,28,0,0,58,45,0,28
SN,AS,kalpa,144,52,23,17,0,5,45,0,27,0,0,58,45,0,28
SN,AS,kalpa,145,52,22,17,0,5,44,0,28,0,0,58,45,0,29
SN,AS,kalpa,146,50,23,17,0,5,45,0,27,0,0,59,45,0,29
SN,AS,kalpa,147,51,23,17,0,6,46,0,26,0,0,59,44,0,28
SN,AS,kalpa,148,52,23,17,0,6,45,0,27,0,0,59,44,0,27
SN,AS,kalpa,149,52,24,17,0,5,45,0,26,0,0,59,45,0,27
SN,AS,kalpa,150,54,24,16,0,5,45,0,26,0,0,59,45,0,26
SN,AS,kalpa,151,54,23,16,0,5,46,0,26,0,0,60,45,0,25
SN,AS,kalpa,152,53,23,17,0,5,46,0,25,0,0,61,45,0,25
SN,AS,kalpa,153,55,24,17,0,5,46,0,24,0,0,60,45,0,24
SN,AS,kalpa,154,55,25,17,0,5,48,0,23,0,0,59,45,0,23
SN,AS,kalpa,155,56,24,18,0,5,46,0,23,0,0,60,45,0,23
SN,AS,kalpa,156,56,23,18,0,5,46,0,24,0,0,60,45,0,23
SN,AS,kalpa,157,56,23,18,0,5,47,0,24,0,0,60,45,0,22
SN,AS,kalpa,158,56,22,18,0,6,48,0,24,0,0,61,44,0,21
SN,AS,kalpa,159,55,22,18,0,6,50,0,22,0,0,62,44,0,21
SN,AS,kalpa,160,56,23,17,0,6,50,0,20,0,0,62,44,0,22
SN,AS,kalpa,161,54,23,17,0,6,51,0,20,0,0,62,44,0,23
SN,AS,kalpa,162,53,24,17,0,6,52,0,18,0,0,63,44,0,23
SN,AS,kalpa,163,52,25,17,0,6,50,0,19,0,0,63,44,0,24
SN,AS,kalpa,164,51,26,16,0,5,51,0,19,0,0,62,45,0,25
SN,AS,kalpa,165,50,25,16,0,6,51,0,19,0,0,63,44,0,26
SN,AS,kalpa,166,49,27,16,0,6,51,0,19,0,0,63,44,0,25
SN,AS,kalpa,167,48,26,17,0,6,51,0,18,0,0,63,44,0,27
SN,AS,kalpa,168,47,27,17,0,6,53,0,17,0,0,63,44,0,26
SN,AS,kalpa,169,45,27,18,0,6,53,0,17,0,0,62,44,0,28
SN,AS,kalpa,170,45,28,17,0,6,54,0,16,0,0,62,44,0,28
SN,AS,kalpa,171,45,28,17,0,6,55,0,15,0,0,62,44,0,28
SN,AS,kalpa,172,47,28,18,0,6,53,0,15,0,0,62,44,0,27
SN,AS,kalpa,173,49,27,18,0,6,53,0,14,0,0,62,44,0,27
SN,AS,kalpa,174,50,27,18,0,6,53,0,13,0,0,61,44,0,28
SN,AS,kalpa,175,51,27,18,0,6,52,0,12,0,0,61,44,0,29
SN,AS,kalpa,176,52,26,18,0,6,51,0,12,0,0,62,44,0,29
SN,AS,kalpa,177,52,25,18,0,6,50,0,12,0,0,63,44,0,30
SN,AS,kalpa,178,55,25,17,0,6,48,0,11,0,0,63,44,0,31
SN,AS,kalpa,179,55,26,17,0,6,47,0,10,0,0,63,44,0,32
SN,AS,kalpa,180,56,28,16,0,6,46,0,11,0,0,62,44,0,31
SN,AS,kalpa,181,56,27,17,0,6,46,0,12,0,0,62,44,0,30
SN,AS,kalpa,182,57,26,17,0,5,48,0,11,0,0,62,45,0,29
SN,AS,kalpa,183,59,25,15,0,5,49,0,11,0,0,62,45,0,29
SN,AS,kalpa,184,57,25,15,0,4,51,0,11,0,0,62,46,0,29
SN,AS,kalpa,185,57,27,15,0,4,50,0,12,0,0,61,46,0,28
SN,AS,kalpa,186,59,25,15,0,5,49,0,13,0,0,62,45,0,27
SN,AS,kalpa,187,57,24,15,0,6,50,0,13,0,0,64,44,0,27
SN,AS,kalpa,188,57,24,14,0,6,49,0,14,0,0,64,44,0,28
SN,AS,kalpa,189,58,24,14,0,6,47,0,15,0,0,64,44,0,28
SN,AS,kalpa,190,59,23,13,0,6,48,0,16,0,0,63,44,0,28
SN,AS,kalpa,191,58,22,12,0,6,48,0,15,0,0,65,44,0,30
SN,AS,kalpa,192,57,22,12,0,6,48,0,15,0,0,67,44,0,29
SN,AS,kalpa,193,55,24,11,0,6,48,0,16,0,0,67,44,0,29
SN,AS,kalpa,194,53,25,11,0,6,48,0,16,0,0,67,44,0,30
SN,AS,kalpa,195,52,25,11,0,6,49,0,15,0,0,67,44,0,31
SN,AS,kalpa,196,54,25,11,0,6,47,0,16,0,0,66,44,0,31
SN,AS,kalpa,197,51,25,11,0,6,47,0,16,0,0,67,44,0,33
SN,AS,kalpa,198,50,26,11,0,6,46,0,15,0,0,67,44,0,35
SN,AS,kalpa,199,52,25,10,0,6,45,0,15,0,0,67,44,0,36
SN,AS,kalpa,200,51,25,10,0,6,45,0,15,0,0,67,44,0,37
SN,AS,kalpa,201,52,25,10,0,6,44,0,15,0,0,66,44,0,38
SN,AS,kalpa,202,53,26,10,0,6,44,0,15,0,0,65,44,0,37
SN,AS,kalpa,203,51,25,9,0,6,45,0,16,0,0,65,44,0,39
SN,AS,kalpa,204,52,24,10,0,6,45,0,16,0,0,65,44,0,38
SN,AS,kalpa,205,51,25,9,0,6,44,0,16,0,0,66,44,0,39
SN,AS,kalpa,206,52,25,8,0,6,43,0,16,0,0,66,44,0,40
SN,AS,kalpa,207,51,26,8,0,6,43,0,16,0,0,66,44,0,40
SN,AS,kalpa,208,50,26,9,0,5,43,0,16,0,0,65,45,0,43
SN,AS,kalpa,209,51,26,10,0,6,43,0,16,0,0,64,44,0,44
SN,AS,kalpa,210,51,25,10,0,6,42,0,16,0,0,64,44,0,43
SN,AS,kalpa,211,52,25,10,0,6,40,0,16,1,0,63,44,0,41
SN,AS,kalpa,212,56,25,9,0,6,39,0,16,2,0,62,44,0,41
SN,AS,kalpa,213,56,24,9,0,6,41,0,16,2,0,61,43,1,40
SN,AS,kalpa,214,58,24,11,0,6,41,0,19,3,0,62,42,1,42
SN,AS,kalpa,215,58,24,11,0,5,41,0,19,3,0,60,42,1,43
SN,AS,kalpa,216,59,23,12,0,5,43,0,19,3,0,59,42,1,43
SN,AS,kalpa,217,59,23,12,0,5,43,0,19,4,0,59,42,1,43
SN,AS,kalpa,218,60,22,14,0,5,42,0,21,5,0,60,41,1,46
SN,AS,kalpa,219,61,22,13,0,5,42,1,21,5,0,59,40,1,45
SN,AS,kalpa,220,59,22,14,0,5,44,1,23,7,0,59,39,1,45
SN,AS,kalpa,221,59,24,16,0,5,44,1,23,7,1,60,38,1,47
SN,AS,kalpa,222,57,26,16,0,5,45,1,23,7,1,60,37,1,49
SN,AS,kalpa,223,56,27,18,0,5,43,1,23,7,1,59,36,2,50
SN,AS,kalpa,224,59,28,19,0,5,44,1,23,9,1,59,35,2,52
SN,AS,kalpa,225,57,29,20,0,5,44,1,22,9,1,58,35,2,52
SN,AS,kalpa,226,57,28,20,0,5,45,1,21,9,1,57,34,3,53
SN,AS,kalpa,227,56,28,20,0,6,46,1,20,9,1,55,33,3,55
SN,AS,kalpa,228,55,29,20,0,6,47,1,22,10,1,54,33,3,55
SN,AS,kalpa,229,57,33,22,0,7,49,1,24,12,1,54,32,3,55
SN,AS,kalpa,230,58,36,22,0,7,54,1,24,13,1,56,31,4,57
SN,AS,kalpa,231,60,38,22,1,7,57,1,24,13,1,58,30,4,58
SN,AS,kalpa,232,59,38,22,1,7,55,1,24,13,1,57,29,4,59
SN,AS,kalpa,233,57,38,22,1,6,58,1,25,13,1,56,29,4,60
SN,AS,kalpa,234,61,41,23,1,6,57,1,25,13,1,57,28,4,61
SN,AS,kalpa,235,60,45,25,1,6,60,1,25,14,1,56,27,4,64
SN,AS,kalpa,236,60,45,26,1,5,62,1,26,15,1,55,27,5,64
SN,AS,kalpa,237,63,46,27,2,4,66,1,28,19,1,52,27,5,65
SN,AS,kalpa,238,62,46,28,2,4,68,1,28,21,1,52,26,5,65
SN,AS,kalpa,239,61,47,28,2,4,69,1,28,23,1,51,25,5,65
SN,AS,kalpa,240,60,46,28,2,4,69,1,28,23,1,50,25,5,66
SN,AS,kalpa,241,61,46,29,2,4,71,1,31,23,1,48,25,5,67
SN,AS,kalpa,242,60,46,30,2,4,71,1,31,24,2,45,24,5,69
SN,AS,kalpa,243,62,45,30,2,4,70,1,32,24,2,45,23,5,69
SN,AS,kalpa,244,63,45,29,2,4,69,1,32,24,2,44,23,5,70
SN,AS,kalpa,245,65,47,29,2,4,72,1,34,25,2,45,23,5,70
SN,AS,kalpa,246,64,50,30,3,4,74,1,34,26,2,46,22,5,70
SN,AS,kalpa,247,65,50,31,3,4,73,1,35,26,2,45,22,5,69
SN,AS,kalpa,248,64,49,32,4,4,75,1,35,26,2,45,21,5,71
SN,AS,kalpa,249,61,51,33,4,4,75,1,36,26,2,46,21,5,72
SN,AS,kalpa,250,62,51,33,4,4,73,1,38,27,2,46,20,6,71
SN,AS,kalpa,251,61,51,33,4,4,73,1,38,27,2,45,20,6,73
SN,AS,kalpa,252,60,50,34,4,4,75,1,39,27,2,44,19,6,73
SN,AS,kalpa,253,60,50,34,4,4,75,1,38,27,2,45,19,6,71
SN,AS,kalpa,254,61,51,33,4,5,76,1,38,29,2,44,18,6,73
SN,AS,kalpa,255,61,50,33,4,5,77,1,38,30,2,42,17,7,72
SN,AS,kalpa,256,61,52,33,4,6,80,1,39,31,2,42,16,7,73
SN,AS,kalpa,257,60,52,33,4,6,82,1,39,31,2,42,15,8,74
SN,AS,kalpa,258,64,53,33,4,6,83,1,40,32,2,42,14,8,72
SN,AS,kalpa,259,63,53,34,4,5,81,1,41,32,2,41,15,8,70
SN,AS,kalpa,260,65,54,34,4,5,82,1,42,33,2,40,15,8,73
SN,AS,kalpa,261,64,54,35,4,5,83,1,43,32,2,41,15,8,74
SN,AS,kalpa,262,60,53,35,4,5,84,1,44,31,2,41,14,8,74
SN,AS,kalpa,263,60,55,36,4,5,85,1,43,31,2,41,15,7,75
SN,AS,kalpa,264,61,56,36,5,5,86,1,40,32,2,41,15,7,74
SN,AS,kalpa,265,61,56,36,6,5,86,1,40,32,2,42,15,7,72
SN,AS,kalpa,266,63,59,37,6,5,85,1,40,32,3,43,14,7,72
SN,AS,kalpa,267,64,63,36,6,5,86,1,40,32,3,42,13,8,70
SN,AS,kalpa,268,63,62,35,6,5,85,1,38,31,4,40,13,8,68
SN,AS,kalpa,269,64,64,37,6,5,85,0,40,31,4,43,13,8,73
SN,AS,kalpa,270,65,66,40,6,5,83,0,40,29,4,42,14,8,76
SN,AS,kalpa,271,66,66,38,6,5,83,0,40,29,3,40,14,8,74
SN,AS,kalpa,272,70,65,37,6,5,82,0,41,29,3,40,15,8,73
SN,AS,kalpa,273,69,64,35,6,5,84,0,42,29,3,40,16,7,72
SN,AS,kalpa,274,66,64,35,6,5,83,0,42,30,3,39,16,8,69
SN,AS,kalpa,275,71,63,34,6,5,86,0,42,30,3,41,15,9,69
SN,AS,kalpa,276,72,64,35,6,5,88,0,42,32,3,40,15,8,68
SN,AS,kalpa,277,73,64,36,6,4,89,0,44,32,3,41,16,8,67
SN,AS,kalpa,278,72,63,36,6,4,89,0,42,31,3,41,15,8,67
SN,AS,kalpa,279,71,58,36,6,3,87,0,41,29,3,41,16,8,67
SN,AS,kalpa,280,70,53,37,6,3,82,0,41,28,3,39,17,7,65
SN,AS,kalpa,281,68,55,36,5,3,80,0,40,29,3,36,17,8,65
SN,AS,kalpa,282,68,56,37,5,3,83,0,43,29,4,39,17,8,66
SN,AS,kalpa,283,67,57,38,5,3,81,0,42,29,4,41,18,8,65
SN,AS,kalpa,284,63,54,37,5,3,80,0,42,29,5,41,18,8,64
SN,AS,kalpa,285,63,48,35,5,3,78,1,41,28,5,41,18,8,63
SN,AS,kalpa,286,62,51,34,5,3,77,1,40,27,5,40,18,7,65
SN,AS,kalpa,287,60,51,33,4,3,73,1,38,23,5,40,18,8,63
SN,AS,kalpa,288,62,51,32,4,3,73,1,39,21,5,40,18,9,62
SN,AS,kalpa,289,64,50,32,4,3,72,1,39,19,6,40,18,9,62
SN,AS,kalpa,290,65,51,32,4,3,71,1,38,19,6,41,18,9,61
SN,AS,kalpa,291,66,51,31,4,3,71,1,35,19,6,40,17,9,59
SN,AS,kalpa,292,69,51,30,4,3,70,1,35,18,5,41,18,9,57
SN,AS,kalpa,293,69,52,32,4,3,72,1,33,18,5,40,18,9,58
SN,AS,kalpa,294,69,52,32,4,3,72,2,35,19,5,40,17,9,59
SN,AS,kalpa,295,66,50,32,4,3,69,2,34,18,5,39,16,9,58
SN,AS,kalpa,296,68,47,32,3,3,69,2,35,17,5,38,16,9,59
SN,AS,kalpa,297,71,49,32,3,2,71,3,35,18,5,39,16,9,59
SN,AS,kalpa,298,71,51,32,2,2,70,4,36,18,5,38,16,9,56
SN,AS,kalpa,299,71,50,32,2,2,71,4,37,18,5,36,15,10,55
SN,AS,kalpa,300,70,50,34,2,2,73,4,36,18,5,37,15,9,55
SN,AS,kalpa,301,69,50,34,2,2,72,5,36,19,5,37,14,9,52
SN,AS,kalpa,302,70,50,32,2,2,70,5,37,19,5,39,15,9,51
SN,AS,kalpa,303,72,51,32,2,2,70,5,37,19,5,38,15,9,51
SN,AS,kalpa,304,70,51,32,2,1,68,5,39,17,5,39,16,9,49
SN,AS,kalpa,305,71,51,32,2,1,69,5,39,16,5,40,17,8,49
SN,AS,kalpa,306,72,49,32,2,0,66,5,38,15,5,40,18,8,47
SN,AS,kalpa,307,73,49,32,2,0,62,5,40,15,5,40,19,7,46
SN,AS,kalpa,308,70,49,31,2,0,60,5,39,14,5,40,20,7,46
SN,AS,kalpa,309,72,49,29,2,1,61,5,38,14,5,41,19,7,47
SN,AS,kalpa,310,70,49,29,2,1,62,5,37,13,5,42,19,7,44
SN,AS,kalpa,311,73,49,28,2,1,62,5,36,13,5,42,19,7,43
SN,AS,kalpa,312,75,50,28,2,1,61,5,35,13,5,42,20,7,44
SN,AS,kalpa,313,76,48,28,2,1,59,5,35,13,5,44,20,7,42
SN,AS,kalpa,314,74,47,27,1,1,58,5,34,11,5,43,21,7,40
SN,AS,kalpa,315,76,47,27,0,1,57,5,35,11,5,43,22,7,40
SN,AS,kalpa,316,75,43,25,0,1,57,5,35,11,4,43,23,7,39
SN,AS,kalpa,317,75,39,26,0,1,57,5,35,10,4,44,24,6,39
SN,AS,kalpa,318,77,39,26,0,1,57,5,36,10,3,45,25,6,38
SN,AS,kalpa,319,76,38,24,0,1,58,5,34,10,3,43,26,6,32
SN,AS,kalpa,320,76,36,20,0,1,59,5,32,10,3,44,26,6,29
SN,AS,kalpa,321,75,33,21,0,1,59,5,32,10,3,45,27,6,29
SN,AS,kalpa,322,71,33,21,0,1,60,5,32,10,3,45,27,6,28
SN,AS,kalpa,323,72,34,21,0,1,59,5,31,10,3,46,27,6,29
SN,AS,kalpa,324,70,34,20,0,1,58,5,31,7,3,49,28,5,30
SN,AS,kalpa,325,66,35,20,0,1,56,5,32,7,3,48,29,4,29
SN,AS,kalpa,326,64,34,19,0,1,54,5,33,5,3,50,30,4,30
SN,AS,kalpa,327,64,34,19,0,2,54,5,31,5,3,50,29,4,30
SN,AS,kalpa,328,64,34,20,0,2,55,5,31,5,3,52,30,4,30
SN,AS,kalpa,329,63,34,18,0,2,55,5,30,6,3,51,30,4,28
SN,AS,kalpa,330,63,34,17,0,2,55,5,29,7,3,50,30,4,28
SN,AS,kalpa,331,63,31,17,0,2,54,5,29,6,4,50,30,3,27
SN,AS,kalpa,332,63,30,16,0,2,52,5,27,6,3,47,30,4,26
SN,AS,kalpa,333,63,29,16,0,3,52,5,27,6,3,47,29,4,28
SN,AS,kalpa,334,64,28,17,0,3,53,5,27,6,2,46,30,4,30
SN,AS,kalpa,335,64,28,19,0,3,54,4,27,6,2,47,31,4,30
SN,AS,kalpa,336,64,25,20,0,4,55,4,26,6,2,48,31,4,30
SN,AS,kalpa,337,64,24,21,0,5,56,4,26,6,2,49,31,3,32
SN,AS,kalpa,338,62,24,22,0,6,56,4,24,6,2,49,31,2,34
SN,AS,kalpa,339,60,24,23,0,6,58,4,23,6,1,51,32,2,34
