Text_Type,Book,Chapter,Window,GGG,LGG,GLL,LL,L,GLG,GL,LLG,LLL,GG,LGL,G,LG,GGL
SN,AS,kalpa,848,54,14,14,0,7,57,0,20,0,0,58,41,2,32
SN,AS,kalpa,849,53,15,15,0,7,58,0,20,0,0,58,41,2,30
SN,AS,kalpa,850,53,15,15,0,7,57,0,20,0,0,59,41,2,30
SN,AS,kalpa,851,55,14,15,0,7,56,0,20,0,0,59,41,2,30
SN,AS,kalpa,852,54,14,15,0,6,56,0,19,0,0,60,42,2,31
SN,AS,kalpa,853,55,14,15,0,5,55,0,19,0,0,60,43,2,31
SN,AS,kalpa,854,54,14,16,0,5,54,0,21,0,0,59,43,2,31
SN,AS,kalpa,855,55,14,15,0,5,53,0,22,0,0,59,43,2,31
SN,AS,kalpa,856,54,14,16,0,5,52,0,22,0,0,60,43,2,31
SN,AS,kalpa,857,54,14,16,0,5,53,0,20,0,0,61,44,1,32
SN,AS,kalpa,858,54,14,16,0,6,53,0,20,0,0,61,43,1,32
SN,AS,kalpa,859,55,13,15,0,6,53,0,19,0,0,62,43,1,33
SN,AS,kalpa,860,53,15,15,0,6,53,0,20,0,0,62,43,1,32
SN,AS,kalpa,861,55,16,15,0,6,52,0,19,0,0,62,43,1,31
SN,AS,kalpa,862,53,16,16,0,6,50,0,19,0,0,65,43,1,31
SN,AS,kalpa,863,53,17,17,0,6,48,0,19,0,0,66,43,1,30
SN,AS,kalpa,864,51,16,17,0,6,49,0,20,0,0,67,43,1,30
SN,AS,kalpa,865,51,16,17,0,6,49,0,20,0,0,67,43,1,30
SN,AS,kalpa,866,51,16,17,0,5,50,0,20,0,0,67,44,1,29
SN,AS,kalpa,867,50,19,16,0,5,49,0,20,0,0,66,44,1,30
SN,AS,kalpa,868,50,18,16,0,5,48,0,21,0,0,66,44,1,31
SN,AS,kalpa,869,50,17,16,0,5,49,0,19,0,0,69,43,1,33
SN,AS,kalpa,870,48,17,16,0,5,49,0,19,0,0,72,43,0,35
SN,AS,kalpa,871,47,16,16,0,5,51,0,18,0,0,74,42,0,37
SN,AS,kalpa,872,45,16,16,0,4,52,0,18,0,0,77,42,0,38
SN,AS,kalpa,873,44,15,16,0,4,54,0,18,0,0,79,41,0,39
SN,AS,kalpa,874,43,15,16,0,4,54,0,17,0,0,82,40,0,41
SN,AS,kalpa,875,41,15,16,0,4,54,0,17,0,0,85,39,0,43
SN,AS,kalpa,876,39,15,16,0,3,55,0,17,0,0,88,39,0,44
SN,AS,kalpa,877,41,15,16,0,3,54,0,16,0,0,89,39,0,43
SN,AS,kalpa,878,41,16,15,0,3,54,0,16,0,0,90,39,0,42
SN,AS,kalpa,879,41,17,14,0,3,52,0,17,0,0,88,39,0,42
SN,AS,kalpa,880,39,18,14,0,3,51,0,18,0,0,87,39,0,41
SN,AS,kalpa,881,39,19,15,0,3,51,0,17,0,0,86,38,0,40
SN,AS,kalpa,882,38,19,15,0,3,53,0,17,0,0,84,37,1,40
SN,AS,kalpa,883,42,19,17,0,3,60,0,20,5,1,93,36,1,46
SN,AS,kalpa,884,44,19,16,0,3,59,0,22,5,2,94,35,1,48
SN,AS,kalpa,885,45,21,19,0,3,58,0,22,5,2,94,35,1,48
SN,AS,kalpa,886,46,23,20,0,3,59,0,21,6,2,94,35,1,47
SN,AS,kalpa,887,46,25,21,0,3,59,0,21,7,2,95,34,1,48
SN,AS,kalpa,888,46,27,22,0,3,58,0,21,8,2,94,34,1,51
SN,AS,kalpa,889,46,27,22,0,2,57,0,23,8,2,95,35,1,54
SN,AS,kalpa,890,46,28,22,0,2,56,1,23,10,2,93,34,1,54
SN,AS,kalpa,891,46,27,24,0,3,56,1,22,10,2,92,33,1,54
SN,AS,kalpa,892,45,27,24,0,4,55,1,24,10,2,90,32,1,55
SN,AS,kalpa,893,45,27,23,0,4,55,2,23,10,2,90,31,1,55
SN,AS,kalpa,894,45,27,25,0,5,56,2,26,13,2,93,30,1,61
SN,AS,kalpa,895,46,27,25,0,5,57,2,26,14,2,93,29,1,60
SN,AS,kalpa,896,46,28,26,0,5,58,2,25,14,3,92,28,1,59
SN,AS,kalpa,897,47,27,25,0,5,58,2,26,14,3,91,27,1,58
SN,AS,kalpa,898,47,27,25,0,5,57,2,26,14,3,90,26,1,57
SN,AS,kalpa,899,46,26,25,0,5,56,2,26,14,3,90,26,1,57
SN,AS,kalpa,900,48,27,24,0,5,55,3,26,14,3,89,25,1,59
SN,AS,kalpa,901,46,28,24,0,5,55,4,26,16,3,88,24,1,60
SN,AS,kalpa,902,50,32,24,0,5,56,4,27,17,3,89,24,1,59
SN,AS,kalpa,903,50,38,28,0,5,61,4,28,20,3,89,24,1,64
SN,AS,kalpa,904,50,38,27,0,5,61,4,26,20,3,89,24,1,65
SN,AS,kalpa,905,47,39,27,0,5,61,5,26,20,3,89,23,1,66
SN,AS,kalpa,906,46,40,27,0,5,60,5,27,21,3,89,22,1,66
SN,AS,kalpa,907,46,40,27,0,5,58,5,27,22,3,88,21,1,64
SN,AS,kalpa,908,47,40,27,0,4,57,5,27,22,3,88,22,1,64
SN,AS,kalpa,909,46,40,27,0,4,57,5,28,22,3,89,22,1,63
SN,AS,kalpa,910,46,39,28,0,4,57,5,27,22,4,89,21,1,63
SN,AS,kalpa,911,48,38,28,0,5,56,5,27,22,4,88,20,1,63
SN,AS,kalpa,912,48,38,27,0,5,57,5,27,22,4,84,19,2,64
SN,AS,kalpa,913,47,39,27,0,5,60,5,27,22,5,82,18,2,67
SN,AS,kalpa,914,47,41,27,0,5,58,5,27,23,5,80,17,2,67
SN,AS,kalpa,915,46,41,28,0,5,57,5,27,23,5,80,16,2,68
SN,AS,kalpa,916,46,41,29,0,5,56,5,27,23,6,80,15,2,70
SN,AS,kalpa,917,47,38,29,0,4,56,5,27,23,7,80,15,2,68
SN,AS,kalpa,918,54,42,32,0,5,62,5,29,23,7,81,14,2,71
SN,AS,kalpa,919,56,44,35,0,5,62,5,30,24,7,83,15,2,69
SN,AS,kalpa,920,56,45,34,0,5,62,5,31,25,7,79,15,2,69
SN,AS,kalpa,921,58,46,36,0,5,62,5,33,26,7,75,16,2,71
SN,AS,kalpa,922,59,46,38,0,5,60,5,34,26,7,72,16,2,70
SN,AS,kalpa,923,61,46,38,0,5,58,5,34,27,7,68,17,2,69
SN,AS,kalpa,924,64,47,39,0,5,60,5,36,27,7,65,17,2,68
SN,AS,kalpa,925,64,47,39,0,5,59,5,36,27,7,62,18,2,66
SN,AS,kalpa,926,67,47,39,0,5,58,5,36,27,7,59,19,2,64
SN,AS,kalpa,927,66,47,38,0,5,60,5,36,27,7,58,19,2,65
SN,AS,kalpa,928,67,48,41,0,6,58,5,36,27,7,56,18,2,65
SN,AS,kalpa,929,67,48,42,0,6,59,5,35,27,7,58,17,2,66
SN,AS,kalpa,930,69,47,42,0,6,59,5,34,27,7,60,17,2,66
SN,AS,kalpa,931,67,47,41,0,6,61,5,34,27,7,61,18,2,67
SN,AS,kalpa,932,69,48,42,0,6,61,5,33,29,7,62,18,1,66
SN,AS,kalpa,933,65,49,41,1,6,54,5,30,25,6,52,18,1,60
SN,AS,kalpa,934,65,49,41,1,6,57,5,29,25,6,50,18,1,60
SN,AS,kalpa,935,62,47,38,1,7,57,5,29,25,6,49,17,1,61
SN,AS,kalpa,936,61,45,38,1,7,57,5,29,24,6,48,17,1,62
SN,AS,kalpa,937,61,43,38,1,7,58,5,28,23,6,47,18,1,60
SN,AS,kalpa,938,60,41,37,1,7,59,5,29,22,6,47,18,1,58
SN,AS,kalpa,939,61,40,36,1,7,59,5,27,22,6,46,18,1,57
SN,AS,kalpa,940,60,39,36,1,7,60,4,28,20,6,47,18,1,59
SN,AS,kalpa,941,61,38,34,1,6,60,4,30,20,6,48,19,1,59
SN,AS,kalpa,942,62,41,35,1,5,60,4,28,20,6,48,19,2,58
SN,AS,kalpa,943,63,43,39,1,5,63,3,30,21,7,48,19,2,61
SN,AS,kalpa,944,63,44,36,1,5,60,3,28,18,7,44,19,2,55
SN,AS,kalpa,945,60,44,36,1,5,58,3,28,18,7,43,19,2,55
SN,AS,kalpa,946,59,44,36,1,5,57,3,28,18,6,45,20,2,55
SN,AS,kalpa,947,58,44,36,1,6,59,3,27,18,6,47,20,2,55
SN,AS,kalpa,948,59,47,40,1,6,66,3,30,18,6,49,20,2,56
SN,AS,kalpa,949,60,48,39,1,6,67,3,31,18,6,48,19,2,56
SN,AS,kalpa,950,58,47,39,1,6,67,2,31,18,6,47,19,3,54
SN,AS,kalpa,951,58,46,39,1,6,66,1,31,16,6,47,19,4,53
SN,AS,kalpa,952,54,42,39,1,6,65,1,30,15,7,44,18,4,52
SN,AS,kalpa,953,52,35,35,1,6,60,1,29,12,7,43,17,4,47
SN,AS,kalpa,954,52,36,36,1,6,62,1,31,13,8,43,16,4,48
SN,AS,kalpa,955,53,35,36,1,6,62,0,32,14,8,42,16,4,47
SN,AS,kalpa,956,54,35,35,1,7,64,0,31,13,8,40,16,4,47
SN,AS,kalpa,957,55,36,36,1,7,65,1,31,12,8,40,16,4,48
SN,AS,kalpa,958,52,37,36,1,7,66,1,30,13,8,43,15,4,52
SN,AS,kalpa,959,52,37,36,1,7,66,1,29,13,8,42,14,4,53
SN,AS,kalpa,960,52,36,35,1,7,67,2,29,13,7,42,14,4,55
SN,AS,kalpa,961,48,36,35,1,6,67,2,29,13,7,44,14,4,57
SN,AS,kalpa,962,48,36,35,1,6,67,2,30,13,7,44,14,3,56
SN,AS,kalpa,963,48,34,34,1,6,65,2,31,13,6,45,14,3,53
SN,AS,kalpa,964,48,33,34,1,6,66,2,30,12,6,45,14,3,54
SN,AS,kalpa,965,47,34,34,1,6,66,2,30,13,6,44,14,4,54
SN,AS,kalpa,966,45,34,33,1,6,66,2,30,13,5,43,15,4,53
SN,AS,kalpa,967,44,35,34,2,6,66,2,30,13,4,45,15,4,54
SN,AS,kalpa,968,37,30,31,2,5,59,3,27,14,4,43,15,4,50
SN,AS,kalpa,969,35,29,28,2,5,59,3,26,13,4,38,15,4,51
SN,AS,kalpa,970,36,29,28,2,5,60,3,25,12,4,39,16,4,49
SN,AS,kalpa,971,35,28,26,2,5,59,3,24,11,4,40,16,4,46
SN,AS,kalpa,972,35,29,24,2,6,61,3,23,11,4,40,16,4,45
SN,AS,kalpa,973,34,29,24,2,6,63,3,23,10,4,42,16,4,44
SN,AS,kalpa,974,33,28,23,2,6,59,3,22,10,4,43,17,4,43
SN,AS,kalpa,975,34,29,23,2,6,59,3,23,10,4,43,17,4,43
SN,AS,kalpa,976,34,29,23,2,6,59,3,23,10,4,42,16,4,44
SN,AS,kalpa,977,35,30,23,2,6,58,3,23,10,4,42,16,4,43
SN,AS,kalpa,978,36,28,20,2,5,59,3,24,10,4,43,17,4,43
SN,AS,kalpa,979,38,27,19,2,5,60,3,24,10,4,42,18,4,42
SN,AS,kalpa,980,37,28,19,2,5,60,3,24,10,4,41,17,4,42
