Text_Type,Book,Chapter,Window,LLG,LGL,G,LGG,LG,GGG,L,GLG,GGL,GLL,GG,LLL,LL,GL
SN,AS,sutra,1,13,68,44,19,1,46,4,62,35,15,0,0,0,0
SN,AS,sutra,2,13,68,44,20,1,46,4,61,34,14,0,0,0,0
SN,AS,sutra,3,13,66,43,20,2,49,4,59,33,13,0,0,0,0
SN,AS,sutra,4,13,65,43,19,2,45,4,60,34,12,0,0,0,0
SN,AS,sutra,5,13,65,43,19,2,46,4,59,35,11,0,0,0,0
SN,AS,sutra,6,13,65,43,21,2,45,4,60,34,10,0,0,0,0
SN,AS,sutra,7,13,66,43,21,1,44,5,60,34,11,0,0,0,0
SN,AS,sutra,8,13,65,43,22,1,44,5,60,34,11,0,0,0,0
SN,AS,sutra,9,14,64,43,22,1,44,5,60,34,11,0,0,0,0
SN,AS,sutra,10,14,63,43,22,1,45,5,61,34,10,0,0,0,0
SN,AS,sutra,11,13,62,43,22,1,46,5,63,34,9,0,0,0,0
SN,AS,sutra,12,13,61,43,23,1,47,5,63,33,9,0,0,0,0
SN,AS,sutra,13,12,60,43,24,1,48,5,63,34,8,0,0,0,0
SN,AS,sutra,14,12,59,43,25,1,47,5,63,33,10,0,0,0,0
SN,AS,sutra,15,12,58,43,25,1,48,5,62,34,10,0,0,0,0
SN,AS,sutra,16,12,58,43,24,1,50,5,60,35,10,0,0,0,0
SN,AS,sutra,17,11,59,43,25,1,50,5,59,34,11,0,0,0,0
SN,AS,sutra,18,12,59,43,24,1,50,5,59,34,11,0,0,0,0
SN,AS,sutra,19,13,58,43,25,1,51,5,58,33,11,0,0,0,0
SN,AS,sutra,20,13,59,43,24,1,52,5,57,32,12,0,0,0,0
SN,AS,sutra,21,15,60,43,23,1,53,5,55,31,12,0,0,0,0
SN,AS,sutra,22,15,62,43,22,1,52,5,54,31,13,0,0,0,0
SN,AS,sutra,23,15,62,44,22,1,52,4,54,30,14,0,0,0,0
SN,AS,sutra,24,15,62,44,23,1,51,4,53,30,15,0,0,0,0
SN,AS,sutra,25,16,62,43,25,1,52,5,51,28,15,0,0,0,0
SN,AS,sutra,26,17,62,43,25,1,50,5,52,29,14,0,0,0,0
SN,AS,sutra,27,16,61,43,25,1,51,5,52,31,13,0,0,0,0
SN,AS,sutra,28,15,61,43,25,1,51,5,52,32,13,0,0,0,0
SN,AS,sutra,29,15,61,44,25,1,54,5,50,31,13,0,0,0,0
SN,AS,sutra,30,15,61,44,24,1,54,5,51,32,12,0,0,0,0
SN,AS,sutra,31,16,61,44,25,1,52,5,50,33,12,0,0,0,0
SN,AS,sutra,32,17,60,44,25,1,53,5,48,34,12,0,0,0,0
SN,AS,sutra,33,16,62,44,26,1,52,5,47,33,13,0,0,0,0
SN,AS,sutra,34,15,62,44,26,1,51,5,48,34,13,0,0,0,0
SN,AS,sutra,35,15,62,44,26,1,52,5,48,33,13,0,0,0,0
SN,AS,sutra,36,15,63,44,26,1,50,5,50,32,13,0,0,0,0
SN,AS,sutra,37,15,62,44,26,1,50,5,50,33,13,0,0,0,0
SN,AS,sutra,38,15,62,44,25,1,51,5,48,34,14,0,0,0,0
SN,AS,sutra,39,15,62,44,26,1,50,5,48,34,14,0,0,0,0
SN,AS,sutra,40,16,62,44,26,1,49,5,48,33,15,0,0,0,0
SN,AS,sutra,41,16,62,44,26,1,49,5,47,33,16,0,0,0,0
SN,AS,sutra,42,16,62,44,26,1,49,5,47,33,16,0,0,0,0
SN,AS,sutra,43,14,62,45,25,1,50,4,48,34,16,0,0,0,0
SN,AS,sutra,44,15,62,45,26,1,51,4,47,32,16,0,0,0,0
SN,AS,sutra,45,15,62,45,24,1,52,4,47,32,17,0,0,0,0
SN,AS,sutra,46,14,62,45,25,1,51,4,47,33,17,0,0,0,0
SN,AS,sutra,47,14,62,46,26,1,49,3,47,34,17,0,0,0,0
SN,AS,sutra,48,14,63,46,27,1,48,3,47,31,19,0,0,0,0
SN,AS,sutra,49,14,63,46,26,1,49,3,48,31,18,0,0,0,0
SN,AS,sutra,50,13,63,46,26,1,47,3,50,32,18,0,0,0,0
SN,AS,sutra,51,13,64,46,26,1,46,3,52,31,17,0,0,0,0
SN,AS,sutra,52,13,65,46,26,1,46,3,51,31,17,0,0,0,0
SN,AS,sutra,53,14,66,47,26,0,46,3,50,31,17,0,0,0,0
SN,AS,sutra,54,14,66,47,26,0,47,3,49,31,17,0,0,0,0
SN,AS,sutra,55,13,66,47,28,0,45,3,50,31,17,0,0,0,0
SN,AS,sutra,56,13,66,47,27,0,46,3,49,32,17,0,0,0,0
SN,AS,sutra,57,13,66,48,28,0,46,2,48,32,17,0,0,0,0
SN,AS,sutra,58,13,66,47,26,0,47,3,48,33,17,0,0,0,0
SN,AS,sutra,59,12,66,46,26,0,47,4,49,33,17,0,0,0,0
SN,AS,sutra,60,13,66,46,28,0,46,4,48,32,17,0,0,0,0
SN,AS,sutra,61,13,67,46,28,0,46,4,47,31,18,0,0,0,0
SN,AS,sutra,62,14,68,45,27,0,44,5,47,31,19,0,0,0,0
SN,AS,sutra,63,14,68,45,26,0,44,5,49,30,19,0,0,0,0
SN,AS,sutra,64,14,70,45,25,0,45,5,49,30,17,0,0,0,0
SN,AS,sutra,65,14,70,45,25,0,45,5,50,30,16,0,0,0,0
SN,AS,sutra,66,14,70,45,25,0,44,5,50,31,16,0,0,0,0
SN,AS,sutra,67,14,70,45,23,0,44,5,52,31,16,0,0,0,0
SN,AS,sutra,68,14,70,45,23,0,44,5,51,33,15,0,0,0,0
SN,AS,sutra,69,13,70,45,22,0,45,5,51,34,15,0,0,0,0
SN,AS,sutra,70,14,69,44,23,0,44,6,52,34,14,0,0,0,0
SN,AS,sutra,71,12,68,43,24,0,44,7,54,34,14,0,0,0,0
SN,AS,sutra,72,12,66,43,23,0,46,7,55,35,13,0,0,0,0
SN,AS,sutra,73,12,66,43,24,0,46,7,55,35,12,0,0,0,0
SN,AS,sutra,74,13,66,43,23,0,47,7,55,35,11,0,0,0,0
SN,AS,sutra,75,12,67,44,21,0,47,6,56,35,12,0,0,0,0
SN,AS,sutra,76,12,67,44,21,0,48,6,55,35,12,0,0,0,0
SN,AS,sutra,77,12,67,44,22,0,48,6,54,35,12,0,0,0,0
SN,AS,sutra,78,13,67,43,24,0,49,6,54,35,12,1,0,0,0
SN,AS,sutra,79,14,66,42,24,1,46,6,55,36,12,1,0,0,0
SN,AS,sutra,80,15,65,42,24,1,45,6,56,36,12,1,0,0,0
SN,AS,sutra,81,14,66,42,23,1,45,6,55,38,12,1,0,0,0
SN,AS,sutra,82,13,66,42,23,1,45,6,57,36,13,1,0,0,0
SN,AS,sutra,83,14,64,42,22,1,47,6,57,37,12,1,0,0,0
SN,AS,sutra,84,14,64,42,22,1,49,6,57,35,12,1,0,0,0
SN,AS,sutra,85,14,63,42,23,1,49,6,56,36,12,1,0,0,0
SN,AS,sutra,86,14,62,42,23,1,50,6,55,37,12,1,0,0,0
SN,AS,sutra,87,15,62,42,23,1,52,6,53,36,12,1,0,0,0
SN,AS,sutra,88,15,61,42,24,1,52,6,54,36,11,1,0,0,0
SN,AS,sutra,89,15,62,42,23,1,53,6,53,36,11,1,0,0,0
SN,AS,sutra,90,14,62,42,23,1,53,6,54,36,11,1,0,0,0
SN,AS,sutra,91,14,62,42,24,1,53,6,55,35,10,1,0,0,0
SN,AS,sutra,92,14,62,43,24,1,54,5,55,34,10,1,0,0,0
SN,AS,sutra,93,14,63,43,25,1,52,5,56,33,10,1,0,0,0
SN,AS,sutra,94,15,63,43,25,1,50,5,56,34,10,1,0,0,0
SN,AS,sutra,95,16,63,43,25,1,49,5,56,34,10,1,0,0,0
SN,AS,sutra,96,16,64,43,25,1,49,5,56,33,10,1,0,0,0
SN,AS,sutra,97,17,64,43,24,1,48,5,57,33,10,1,0,0,0
SN,AS,sutra,98,17,64,43,23,1,49,5,57,34,9,1,0,0,0
SN,AS,sutra,99,17,64,43,23,1,49,5,55,35,10,1,0,0,0
SN,AS,sutra,100,17,64,43,23,1,50,5,53,35,11,1,0,0,0
SN,AS,sutra,101,17,64,43,24,1,51,5,50,35,12,1,0,0,0
SN,AS,sutra,102,17,63,43,23,1,53,5,51,34,12,1,0,0,0
SN,AS,sutra,103,16,65,43,23,1,51,5,52,34,12,1,0,0,0
SN,AS,sutra,104,16,65,42,23,1,50,6,52,35,12,1,0,0,0
SN,AS,sutra,105,16,65,42,21,1,50,6,52,36,13,1,0,0,0
SN,AS,sutra,106,16,65,42,21,1,50,6,51,36,14,1,0,0,0
SN,AS,sutra,107,16,65,42,20,1,49,6,51,39,13,1,0,0,0
SN,AS,sutra,108,17,64,42,20,2,48,5,53,38,13,1,0,0,0
SN,AS,sutra,109,19,64,43,20,2,47,4,51,39,13,1,0,0,0
SN,AS,sutra,110,18,65,43,18,2,48,4,50,40,14,1,0,0,0
SN,AS,sutra,111,18,64,43,18,2,48,4,51,41,13,1,0,0,0
SN,AS,sutra,112,18,63,44,19,2,48,3,50,43,12,1,0,0,0
SN,AS,sutra,113,19,63,44,19,2,49,3,48,43,12,1,0,0,0
SN,AS,sutra,114,18,61,44,19,2,50,3,49,44,12,1,0,0,0
SN,AS,sutra,115,19,61,44,20,2,49,3,47,44,13,1,0,0,0
SN,AS,sutra,116,19,62,44,20,2,48,3,47,43,14,1,0,0,0
SN,AS,sutra,117,20,61,44,21,2,50,3,45,43,13,1,0,0,0
SN,AS,sutra,118,19,61,44,22,2,51,3,46,41,13,1,0,0,0
SN,AS,sutra,119,19,62,44,22,2,51,3,46,40,13,1,0,0,0
SN,AS,sutra,120,18,62,45,22,2,52,2,46,40,13,1,0,0,0
SN,AS,sutra,121,19,62,46,22,2,52,1,44,40,14,1,0,0,0
SN,AS,sutra,122,20,63,46,22,2,51,1,44,39,14,1,0,0,0
SN,AS,sutra,123,20,63,45,22,2,52,2,43,39,14,1,0,0,0
SN,AS,sutra,124,20,63,45,21,2,52,2,43,40,14,1,0,0,0
SN,AS,sutra,125,20,63,45,22,2,52,2,42,41,13,1,0,0,0
SN,AS,sutra,126,19,63,45,23,2,52,2,42,41,13,1,0,0,0
SN,AS,sutra,127,20,63,45,22,2,52,2,42,41,13,1,0,0,0
SN,AS,sutra,128,19,63,46,20,2,51,2,43,40,13,0,0,0,0
SN,AS,sutra,129,18,63,46,21,1,52,2,42,41,13,0,0,0,0
SN,AS,sutra,130,17,64,46,22,1,52,2,42,40,13,0,0,0,0
SN,AS,sutra,131,17,64,45,23,1,52,3,43,38,13,0,0,0,0
SN,AS,sutra,132,18,65,45,24,1,51,3,42,38,12,0,0,0,0
SN,AS,sutra,133,18,65,45,24,1,51,3,43,37,12,0,0,0,0
SN,AS,sutra,134,18,65,44,24,1,50,4,41,39,13,0,0,0,0
SN,AS,sutra,135,18,65,44,23,1,52,4,42,37,13,0,0,0,0
SN,AS,sutra,136,19,65,44,24,1,52,4,41,36,13,0,0,0,0
SN,AS,sutra,137,18,66,44,24,1,51,4,42,36,13,0,0,0,0
SN,AS,sutra,138,20,66,44,24,1,51,4,41,35,13,0,0,0,0
SN,AS,sutra,139,20,65,44,25,1,51,4,41,35,13,0,0,0,0
SN,AS,sutra,140,20,65,44,25,1,50,4,40,38,12,0,0,0,0
SN,AS,sutra,141,21,64,44,26,1,49,4,39,38,13,0,0,0,0
SN,AS,sutra,142,21,64,44,26,1,47,4,41,38,13,0,0,0,0
SN,AS,sutra,143,21,64,44,25,1,47,4,42,38,13,0,0,0,0
SN,AS,sutra,144,20,64,44,25,1,47,4,43,38,13,0,0,0,0
SN,AS,sutra,145,19,64,44,25,1,47,4,43,40,12,0,0,0,0
SN,AS,sutra,146,19,63,44,24,1,48,4,44,40,12,0,0,0,0
SN,AS,sutra,147,18,63,44,25,1,49,4,43,40,12,0,0,0,0
SN,AS,sutra,148,19,63,44,26,1,48,4,43,39,12,0,0,0,0
SN,AS,sutra,149,20,64,44,25,1,48,4,44,38,11,0,0,0,0
SN,AS,sutra,150,21,64,44,26,1,47,4,44,38,10,0,0,0,0
SN,AS,sutra,151,21,63,44,25,1,46,4,46,39,10,0,0,0,0
SN,AS,sutra,152,22,63,43,26,1,48,4,46,39,10,0,0,0,0
SN,AS,sutra,153,23,60,42,26,2,47,4,47,40,10,0,0,0,0
SN,AS,sutra,154,23,60,43,26,2,49,3,46,39,10,0,0,0,0
SN,AS,sutra,155,23,60,43,27,2,50,3,46,38,9,0,0,0,0
SN,AS,sutra,156,23,62,42,27,2,49,4,46,38,8,0,0,0,0
SN,AS,sutra,157,23,62,42,28,2,50,4,45,37,8,0,0,0,0
SN,AS,sutra,158,22,65,43,29,1,49,4,42,37,9,0,0,0,0
SN,AS,sutra,159,20,65,43,29,1,50,4,44,36,9,0,0,0,0
SN,AS,sutra,160,20,65,43,29,1,49,4,46,36,8,0,0,0,0
SN,AS,sutra,161,20,65,42,30,1,48,5,46,36,8,0,0,0,0
SN,AS,sutra,162,19,67,42,29,1,49,5,46,35,8,0,0,0,0
SN,AS,sutra,163,18,68,42,29,1,49,5,47,34,8,0,0,0,0
SN,AS,sutra,164,18,69,42,29,1,48,5,47,34,8,0,0,0,0
SN,AS,sutra,165,18,69,42,28,1,49,5,47,35,7,0,0,0,0
SN,AS,sutra,166,18,67,42,28,1,49,5,48,35,8,0,0,0,0
SN,AS,sutra,167,17,66,42,28,1,48,5,49,36,9,0,0,0,0
SN,AS,sutra,168,18,66,42,27,1,50,5,48,35,9,0,0,0,0
SN,AS,sutra,169,18,66,42,27,1,49,5,48,36,9,0,0,0,0
SN,AS,sutra,170,18,66,42,27,1,47,5,49,37,9,0,0,0,0
SN,AS,sutra,171,17,66,42,27,1,48,5,50,37,8,0,0,0,0
SN,AS,sutra,172,16,65,42,28,1,48,5,51,37,8,0,0,0,0
SN,AS,sutra,173,16,66,43,28,1,47,4,51,37,8,0,0,0,0
SN,AS,sutra,174,15,66,43,28,1,47,4,52,37,8,0,0,0,0
SN,AS,sutra,175,15,66,43,27,1,46,4,52,36,10,0,1,0,0
SN,AS,sutra,176,15,67,43,26,1,46,4,52,36,10,0,1,0,0
SN,AS,sutra,177,14,69,43,27,1,45,4,52,34,11,0,1,0,0
SN,AS,sutra,178,14,69,43,26,1,45,4,51,36,11,0,1,0,0
SN,AS,sutra,179,15,70,44,26,1,45,4,50,35,11,0,1,0,0
SN,AS,sutra,180,15,69,44,27,1,46,4,48,35,12,0,1,0,0
SN,AS,sutra,181,15,68,45,27,1,46,3,47,37,12,0,1,0,0
SN,AS,sutra,182,15,67,45,28,1,47,3,46,37,12,0,1,0,0
SN,AS,sutra,183,15,68,44,28,1,47,4,45,37,12,0,1,0,0
SN,AS,sutra,184,16,69,45,28,1,47,3,46,35,11,0,1,0,0
SN,AS,sutra,185,17,71,44,28,1,44,4,45,35,12,0,1,0,0
SN,AS,sutra,186,16,71,44,29,1,43,4,44,36,13,0,1,0,0
SN,AS,sutra,187,16,70,44,29,1,43,4,43,37,14,0,1,0,0
SN,AS,sutra,188,14,70,44,28,1,43,4,44,37,16,0,1,0,0
SN,AS,sutra,189,15,71,44,27,1,42,4,44,37,16,0,1,0,0
SN,AS,sutra,190,16,72,44,27,1,42,4,45,34,16,0,1,0,0
SN,AS,sutra,191,16,72,44,25,1,44,4,46,34,15,0,1,0,0
SN,AS,sutra,192,17,71,44,26,1,44,4,44,35,15,0,1,0,0
SN,AS,sutra,193,17,70,44,27,1,44,4,43,36,15,0,1,0,0
SN,AS,sutra,194,17,70,44,26,1,47,4,42,35,15,0,1,0,0
SN,AS,sutra,195,18,70,44,27,1,46,4,42,33,16,0,1,0,0
SN,AS,sutra,196,18,72,44,27,1,45,4,41,33,16,0,1,0,0
SN,AS,sutra,197,19,72,44,26,1,47,4,40,32,16,0,1,0,0
SN,AS,sutra,198,18,71,44,26,1,47,4,41,34,15,0,1,0,0
SN,AS,sutra,199,17,71,44,26,1,47,4,41,34,16,0,1,0,0
SN,AS,sutra,200,16,71,44,26,1,47,4,40,35,17,0,1,0,0
SN,AS,sutra,201,16,70,43,26,2,49,4,40,34,17,0,1,0,0
SN,AS,sutra,202,15,71,44,25,2,45,4,41,34,17,0,1,0,0
SN,AS,sutra,203,15,72,45,25,1,46,4,40,34,17,0,1,0,0
SN,AS,sutra,204,15,72,44,25,2,44,4,42,34,17,0,1,0,0
SN,AS,sutra,205,16,74,44,24,2,43,4,42,33,17,0,1,0,0
SN,AS,sutra,206,17,72,45,23,2,44,3,43,33,17,0,1,0,0
SN,AS,sutra,207,18,72,45,23,2,43,3,43,32,18,0,1,0,0
SN,AS,sutra,208,18,70,45,23,2,44,3,44,33,17,0,1,0,0
SN,AS,sutra,209,19,70,45,23,2,43,3,44,32,18,0,1,0,0
SN,AS,sutra,210,19,70,45,24,2,43,3,43,31,19,0,1,0,0
SN,AS,sutra,211,20,70,46,25,2,44,2,41,30,19,0,1,0,0
SN,AS,sutra,212,20,68,46,26,2,44,2,42,30,19,0,1,0,0
SN,AS,sutra,213,20,67,46,26,2,44,2,42,31,19,0,1,0,0
SN,AS,sutra,214,20,66,46,27,2,43,2,43,31,19,0,1,0,0
SN,AS,sutra,215,20,66,46,27,2,42,2,43,32,19,0,1,0,0
SN,AS,sutra,216,20,67,46,27,2,43,2,43,31,18,0,1,0,0
SN,AS,sutra,217,20,68,46,27,2,42,2,43,32,17,0,1,0,0
SN,AS,sutra,218,19,69,46,27,2,39,2,43,35,17,0,1,0,0
SN,AS,sutra,219,19,68,46,28,2,38,2,43,35,18,0,1,0,0
SN,AS,sutra,220,20,68,46,27,2,39,2,43,34,18,0,1,0,0
SN,AS,sutra,221,20,68,45,26,2,37,3,44,35,19,0,1,0,0
SN,AS,sutra,222,20,68,45,26,2,37,3,42,36,20,0,1,0,0
SN,AS,sutra,223,20,67,45,25,2,36,3,44,36,21,0,1,0,0
SN,AS,sutra,224,21,67,45,24,2,36,3,44,36,21,0,1,0,0
SN,AS,sutra,225,21,66,45,24,2,39,3,45,36,19,0,0,0,0
SN,AS,sutra,226,21,65,45,25,2,39,3,44,35,21,0,0,0,0
SN,AS,sutra,227,22,63,44,24,2,41,4,45,35,20,0,0,0,0
SN,AS,sutra,228,22,63,44,24,2,40,4,46,33,22,0,0,0,0
SN,AS,sutra,229,21,63,44,24,2,40,4,46,34,22,0,0,0,0
SN,AS,sutra,230,21,63,44,22,2,40,4,47,35,22,0,0,0,0
SN,AS,sutra,231,21,63,44,22,2,40,4,48,33,23,0,0,0,0
SN,AS,sutra,232,20,63,44,21,2,40,4,50,33,23,0,0,0,0
SN,AS,sutra,233,20,62,45,22,2,38,3,51,34,23,0,0,0,0
SN,AS,sutra,234,21,61,45,22,2,39,3,50,34,23,0,0,0,0
SN,AS,sutra,235,20,59,45,22,2,40,3,51,36,22,0,0,0,0
SN,AS,sutra,236,20,59,45,20,2,41,3,53,36,21,0,0,0,0
SN,AS,sutra,237,20,59,44,20,2,41,4,53,36,21,0,0,0,0
SN,AS,sutra,238,20,59,44,21,2,42,4,53,36,19,0,0,0,0
SN,AS,sutra,239,20,58,44,23,2,42,4,52,36,19,0,0,0,0
SN,AS,sutra,240,19,58,43,23,2,42,5,50,39,19,0,0,0,0
SN,AS,sutra,241,18,58,42,24,2,41,6,50,40,19,0,0,0,0
SN,AS,sutra,242,17,59,42,23,2,42,6,52,38,19,0,0,0,0
SN,AS,sutra,243,17,60,42,22,2,43,6,51,38,19,0,0,0,0
SN,AS,sutra,244,16,60,42,22,2,43,6,52,38,19,0,0,0,0
SN,AS,sutra,245,15,60,42,21,2,45,6,51,40,18,0,0,0,0
SN,AS,sutra,246,15,58,42,22,2,44,6,51,42,18,0,0,0,0
SN,AS,sutra,247,15,58,42,23,2,42,6,51,43,18,0,0,0,0
SN,AS,sutra,248,15,59,41,23,2,43,7,50,42,18,0,0,0,0
SN,AS,sutra,249,15,58,41,24,2,44,7,50,42,17,0,0,0,0
SN,AS,sutra,250,16,57,40,23,3,44,7,53,41,16,0,0,0,0
SN,AS,sutra,251,16,59,41,23,2,43,7,52,42,15,0,0,0,0
SN,AS,sutra,252,17,58,41,23,2,44,7,50,43,15,0,0,0,0
SN,AS,sutra,253,16,60,41,23,2,43,7,50,42,16,0,0,0,0
SN,AS,sutra,254,16,60,41,24,2,42,7,49,43,16,0,0,0,0
SN,AS,sutra,255,15,58,41,27,2,42,7,48,43,17,0,0,0,0
SN,AS,sutra,256,15,58,40,27,3,43,7,47,43,17,0,0,0,0
SN,AS,sutra,257,15,58,40,27,3,44,7,47,42,17,0,0,0,0
SN,AS,sutra,258,15,58,40,26,3,44,7,48,42,17,0,0,0,0
SN,AS,sutra,259,15,58,40,27,3,45,7,47,42,16,0,0,0,0
SN,AS,sutra,260,15,58,40,27,3,46,7,46,43,15,0,0,0,0
SN,AS,sutra,261,14,59,40,25,3,47,7,47,43,15,0,0,0,0
SN,AS,sutra,262,14,60,40,24,3,46,7,47,42,17,0,0,0,0
SN,AS,sutra,263,14,62,40,24,3,45,7,46,41,18,0,0,0,0
SN,AS,sutra,264,14,62,40,24,3,46,7,46,40,18,0,0,0,0
SN,AS,sutra,265,14,62,40,24,3,48,7,46,38,18,0,0,0,0
SN,AS,sutra,266,15,63,40,25,3,47,7,45,38,17,0,0,0,0
SN,AS,sutra,267,15,63,40,25,3,48,7,45,36,18,0,0,0,0
SN,AS,sutra,268,16,62,40,25,3,49,7,47,33,18,0,0,0,0
SN,AS,sutra,269,16,62,40,24,3,51,7,48,32,17,0,0,0,0
SN,AS,sutra,270,15,62,40,24,3,50,7,49,33,17,0,0,0,0
SN,AS,sutra,271,15,61,40,24,3,51,6,49,34,16,0,0,0,0
SN,AS,sutra,272,15,61,40,25,3,51,6,49,33,16,0,0,0,0
SN,AS,sutra,273,15,61,40,25,3,53,6,48,33,15,0,0,0,0
SN,AS,sutra,274,15,62,40,25,3,53,6,47,33,15,0,0,0,0
SN,AS,sutra,275,15,62,40,25,3,52,6,48,33,15,0,0,0,0
SN,AS,sutra,276,15,62,40,25,3,51,6,50,33,14,0,0,0,0
SN,AS,sutra,277,14,63,41,25,3,49,5,52,33,14,0,0,0,0
SN,AS,sutra,278,15,64,41,25,3,51,5,50,33,12,0,0,0,0
SN,AS,sutra,279,15,64,41,26,3,50,5,50,32,13,0,0,0,0
SN,AS,sutra,280,15,64,41,27,3,50,5,50,32,12,0,0,0,0
SN,AS,sutra,281,15,64,41,27,3,51,5,50,32,11,0,0,0,0
SN,AS,sutra,282,16,64,40,27,3,51,5,48,32,11,0,1,1,0
SN,AS,sutra,283,15,65,40,27,3,51,5,47,32,12,0,1,1,0
SN,AS,sutra,284,14,67,40,27,3,50,5,47,32,12,0,1,1,0
SN,AS,sutra,285,14,67,41,28,3,50,4,48,30,12,0,1,1,0
SN,AS,sutra,286,14,67,41,28,3,50,4,48,30,12,0,1,1,0
SN,AS,sutra,287,14,67,42,29,3,50,3,47,30,12,0,1,1,0
SN,AS,sutra,288,14,67,42,29,3,48,3,47,31,13,0,1,1,0
SN,AS,sutra,289,14,67,42,28,3,48,3,47,32,13,0,1,1,0
SN,AS,sutra,290,14,66,43,28,3,49,2,48,30,13,0,2,1,0
SN,AS,sutra,291,14,66,43,27,3,48,2,50,30,13,0,2,1,0
SN,AS,sutra,292,14,66,43,28,3,47,2,48,32,13,0,2,1,0
SN,AS,sutra,293,14,66,43,28,3,46,2,50,31,13,0,2,1,0
SN,AS,sutra,294,14,67,43,28,3,44,2,49,32,14,0,2,1,0
SN,AS,sutra,295,15,67,42,28,4,43,2,51,30,14,0,2,1,0
SN,AS,sutra,296,15,69,42,27,4,43,2,50,30,14,0,2,1,0
SN,AS,sutra,297,14,69,42,28,4,42,2,50,31,14,0,2,1,0
SN,AS,sutra,298,15,68,42,28,4,41,2,52,30,14,0,2,1,0
SN,AS,sutra,299,15,69,42,27,4,39,2,53,31,14,0,2,1,0
SN,AS,sutra,300,15,70,43,27,3,40,2,52,30,14,0,2,1,0
SN,AS,sutra,301,16,69,43,27,3,41,2,52,29,14,0,2,1,0
SN,AS,sutra,302,16,69,43,27,3,39,2,52,30,15,0,2,1,0
SN,AS,sutra,303,16,67,43,29,3,39,2,53,30,14,0,2,1,0
SN,AS,sutra,304,16,67,44,28,2,40,2,54,29,14,0,2,1,0
SN,AS,sutra,305,16,68,44,26,2,40,2,55,29,14,0,2,1,0
SN,AS,sutra,306,16,69,44,26,1,38,3,56,29,14,0,2,1,0
SN,AS,sutra,307,15,69,44,25,1,38,3,57,31,13,0,2,1,0
SN,AS,sutra,308,16,69,44,25,1,38,3,55,32,13,0,2,1,0
SN,AS,sutra,309,15,69,43,24,1,37,3,56,33,14,0,2,1,0
SN,AS,sutra,310,15,68,43,23,1,36,3,57,35,14,0,2,1,0
SN,AS,sutra,311,15,68,43,24,1,34,3,56,36,15,0,2,1,0
SN,AS,sutra,312,15,68,43,24,1,35,3,56,37,13,0,2,1,0
SN,AS,sutra,313,17,66,42,24,1,36,4,56,37,12,0,2,1,0
SN,AS,sutra,314,17,66,42,24,1,36,4,55,37,13,0,2,1,0
SN,AS,sutra,315,16,67,42,24,1,34,4,57,37,13,0,2,1,0
SN,AS,sutra,316,15,66,42,24,1,36,4,57,37,13,0,2,1,0
SN,AS,sutra,317,15,67,42,23,1,37,4,56,38,12,0,2,1,0
SN,AS,sutra,318,14,67,42,23,1,38,4,55,39,12,0,2,1,0
SN,AS,sutra,319,14,67,42,24,1,37,4,54,40,12,0,2,1,0
SN,AS,sutra,320,14,67,42,24,1,39,4,51,41,12,0,2,1,0
SN,AS,sutra,321,14,69,43,24,1,39,4,49,41,12,0,2,1,0
SN,AS,sutra,322,15,69,43,22,1,40,4,50,41,11,0,2,1,0
SN,AS,sutra,323,16,70,43,22,1,39,4,48,42,11,0,2,1,0
SN,AS,sutra,324,17,69,43,23,1,38,4,48,41,12,0,2,1,0
SN,AS,sutra,325,17,69,43,23,1,37,4,48,42,12,0,2,1,0
SN,AS,sutra,326,18,68,42,22,2,40,4,46,42,11,0,3,1,0
SN,AS,sutra,327,19,66,41,23,2,41,4,44,42,12,0,3,1,0
SN,AS,sutra,328,18,65,41,23,2,41,4,44,44,12,0,3,1,0
SN,AS,sutra,329,18,65,41,22,2,43,4,44,43,12,0,3,1,0
SN,AS,sutra,330,18,66,41,21,2,45,4,43,42,12,0,3,1,0
SN,AS,sutra,331,18,66,41,21,2,46,4,42,42,12,0,3,1,0
SN,AS,sutra,332,17,66,42,21,2,45,4,45,42,12,0,2,0,0
SN,AS,sutra,333,17,67,42,20,2,45,4,46,41,12,0,2,0,0
SN,AS,sutra,334,16,65,42,20,2,45,4,47,43,12,0,2,0,0
SN,AS,sutra,335,17,65,42,20,2,44,4,46,43,13,0,2,0,0
SN,AS,sutra,336,18,65,42,20,2,43,4,44,45,13,0,2,0,0
SN,AS,sutra,337,18,65,42,20,2,43,4,44,45,13,0,2,0,0
SN,AS,sutra,338,18,67,42,20,2,43,4,43,45,12,0,2,0,0
SN,AS,sutra,339,18,68,42,19,2,42,4,44,45,12,0,2,0,0
SN,AS,sutra,340,18,68,42,19,2,41,4,45,46,12,0,1,0,0
SN,AS,sutra,341,18,68,43,19,2,43,3,43,46,12,0,1,0,0
SN,AS,sutra,342,18,68,43,19,2,43,3,45,44,12,0,1,0,0
SN,AS,sutra,343,18,68,43,20,2,43,3,43,45,12,0,1,0,0
SN,AS,sutra,344,19,67,43,20,2,43,3,44,44,12,0,1,0,0
SN,AS,sutra,345,18,67,44,21,1,43,3,43,44,13,0,1,0,0
SN,AS,sutra,346,18,65,44,22,1,45,3,44,42,13,0,1,0,0
SN,AS,sutra,347,20,65,43,21,1,45,4,44,40,14,0,1,0,0
SN,AS,sutra,348,19,65,44,20,1,45,3,44,41,15,0,1,0,0
