Text_Type,Book,Chapter,Window,LLG,LGL,G,LGG,LG,GGG,L,GLG,GGL,GLL,GG,LLL,LL,GL
SN,AS,sutra,1255,22,69,47,28,1,39,2,47,29,16,0,1,0,0
SN,AS,sutra,1256,22,69,47,28,1,40,2,45,31,15,0,1,0,0
SN,AS,sutra,1257,21,69,47,27,1,40,2,46,32,15,0,1,0,0
SN,AS,sutra,1258,20,70,47,26,1,41,2,46,32,15,0,1,0,0
SN,AS,sutra,1259,20,70,47,26,1,40,2,46,32,16,0,1,0,0
SN,AS,sutra,1260,20,70,47,26,1,39,2,47,32,16,0,1,0,0
SN,AS,sutra,1261,20,70,47,25,1,40,2,47,32,16,0,1,0,0
SN,AS,sutra,1262,21,70,47,25,1,40,2,45,32,17,0,1,0,0
SN,AS,sutra,1263,21,71,47,25,1,38,2,47,31,17,0,1,0,0
SN,AS,sutra,1264,21,71,47,27,1,36,2,46,31,18,0,1,0,0
SN,AS,sutra,1265,20,71,47,26,1,36,2,47,31,19,0,1,0,0
SN,AS,sutra,1266,20,70,47,26,1,37,2,49,29,19,0,1,0,0
SN,AS,sutra,1267,21,70,47,27,1,37,2,48,29,18,0,1,0,0
SN,AS,sutra,1268,21,70,47,27,1,37,2,47,30,18,0,1,0,0
SN,AS,sutra,1269,22,70,46,26,1,37,3,48,29,18,0,1,0,0
SN,AS,sutra,1270,23,69,46,25,1,38,3,49,27,19,0,1,0,0
SN,AS,sutra,1271,23,69,46,25,1,39,3,48,27,19,0,1,0,0
SN,AS,sutra,1272,24,67,46,26,1,40,3,47,27,19,0,1,0,0
SN,AS,sutra,1273,24,68,46,26,1,39,3,47,27,19,0,1,0,0
SN,AS,sutra,1274,24,69,46,26,1,40,3,45,27,19,0,1,0,0
SN,AS,sutra,1275,24,69,46,26,1,39,3,45,27,20,0,1,0,0
SN,AS,sutra,1276,24,70,46,25,1,39,3,45,28,19,0,1,0,0
SN,AS,sutra,1277,24,68,46,25,1,41,3,47,28,18,0,0,0,0
SN,AS,sutra,1278,23,68,46,26,1,40,3,48,28,18,0,0,0,0
SN,AS,sutra,1279,24,67,46,26,1,38,3,47,29,20,0,0,0,0
SN,AS,sutra,1280,24,67,46,26,1,37,3,49,29,19,0,0,0,0
SN,AS,sutra,1281,24,68,46,25,1,38,3,48,29,19,0,0,0,0
SN,AS,sutra,1282,25,70,47,23,1,39,2,48,28,18,0,0,0,0
SN,AS,sutra,1283,25,69,47,26,1,38,2,47,27,19,0,0,0,0
SN,AS,sutra,1284,24,70,47,25,1,40,2,47,27,18,0,0,0,0
SN,AS,sutra,1285,24,70,47,26,1,42,2,45,26,18,0,0,0,0
SN,AS,sutra,1286,23,71,47,25,1,42,2,46,26,18,0,0,0,0
SN,AS,sutra,1287,22,72,47,24,1,43,2,45,26,19,0,0,0,0
SN,AS,sutra,1288,22,70,47,23,1,44,2,47,27,18,0,0,0,0
SN,AS,sutra,1289,23,71,47,21,1,43,2,47,28,18,0,0,0,0
SN,AS,sutra,1290,24,71,47,20,1,43,2,48,29,16,0,0,0,0
SN,AS,sutra,1291,23,70,47,21,1,43,2,50,28,16,0,0,0,0
SN,AS,sutra,1292,23,70,47,21,1,43,2,50,28,16,0,0,0,0
SN,AS,sutra,1293,23,71,47,20,1,42,2,50,29,16,0,0,0,0
SN,AS,sutra,1294,23,71,47,20,1,42,2,51,29,15,0,0,0,0
SN,AS,sutra,1295,23,72,47,19,1,43,2,51,28,15,0,0,0,0
SN,AS,sutra,1296,25,72,47,19,1,43,2,50,27,15,0,0,0,0
SN,AS,sutra,1297,25,71,47,19,1,43,2,51,27,15,0,0,0,0
SN,AS,sutra,1298,25,72,47,20,1,44,2,50,25,15,0,0,0,0
SN,AS,sutra,1299,25,72,47,20,1,44,2,50,25,15,0,0,0,0
SN,AS,sutra,1300,24,74,48,20,0,45,2,50,24,15,0,0,0,0
SN,AS,sutra,1301,24,73,48,19,0,46,2,50,25,15,0,0,0,0
SN,AS,sutra,1302,23,74,48,18,0,45,2,50,25,15,0,0,0,0
SN,AS,sutra,1303,23,73,48,17,0,47,2,50,25,15,0,0,0,0
SN,AS,sutra,1304,22,73,47,17,0,49,3,50,24,15,0,0,0,0
SN,AS,sutra,1305,23,74,47,16,0,49,3,49,24,15,0,0,0,0
SN,AS,sutra,1306,25,73,47,16,0,49,3,50,22,15,0,0,0,0
SN,AS,sutra,1307,26,73,47,17,0,49,3,48,21,16,0,0,0,0
SN,AS,sutra,1308,26,72,47,18,0,48,3,49,21,16,0,0,0,0
SN,AS,sutra,1309,25,72,47,18,0,49,3,49,22,15,0,0,0,0
SN,AS,sutra,1310,26,72,47,19,0,50,3,47,22,14,0,0,0,0
SN,AS,sutra,1311,26,73,46,19,0,50,4,47,21,14,0,0,0,0
SN,AS,sutra,1312,26,73,46,20,0,50,4,48,21,12,0,0,0,0
SN,AS,sutra,1313,26,72,46,20,0,51,4,47,21,13,0,0,0,0
SN,AS,sutra,1314,26,72,46,18,0,53,4,48,21,12,0,0,0,0
SN,AS,sutra,1315,25,72,46,19,0,54,4,47,22,11,0,0,0,0
SN,AS,sutra,1316,26,73,46,20,0,52,4,45,23,11,0,0,0,0
SN,AS,sutra,1317,24,73,45,19,0,53,5,46,24,11,0,0,0,0
SN,AS,sutra,1318,23,73,45,20,0,51,5,47,23,13,0,0,0,0
SN,AS,sutra,1319,23,73,46,20,0,50,4,48,23,13,0,0,0,0
SN,AS,sutra,1320,22,73,47,20,0,49,3,49,25,12,0,0,0,0
SN,AS,sutra,1321,22,73,47,20,0,49,3,48,25,13,0,0,0,0
SN,AS,sutra,1322,21,73,47,21,0,47,3,49,25,14,0,0,0,0
SN,AS,sutra,1323,20,72,47,22,0,47,3,49,27,13,0,0,0,0
SN,AS,sutra,1324,21,71,47,22,0,47,3,49,27,13,0,0,0,0
SN,AS,sutra,1325,20,71,47,22,0,46,3,52,27,12,0,0,0,0
SN,AS,sutra,1326,20,70,47,21,0,45,3,54,28,12,0,0,0,0
SN,AS,sutra,1327,20,69,46,23,0,43,3,53,29,12,0,1,0,0
SN,AS,sutra,1328,20,70,46,23,0,44,3,52,29,11,0,1,0,0
SN,AS,sutra,1329,19,70,46,23,0,44,3,54,28,11,0,1,0,0
SN,AS,sutra,1330,19,70,45,22,0,44,4,54,29,11,0,1,0,0
SN,AS,sutra,1331,18,70,45,22,0,44,4,54,30,11,0,1,0,0
SN,AS,sutra,1332,18,68,45,22,0,44,4,54,32,11,0,1,0,0
SN,AS,sutra,1333,18,67,44,20,0,44,4,54,32,10,0,2,0,0
SN,AS,sutra,1334,19,67,44,20,0,42,4,56,31,10,0,2,0,0
SN,AS,sutra,1335,19,67,44,19,0,42,4,56,31,11,0,2,0,0
SN,AS,sutra,1336,20,65,43,20,1,42,4,55,32,11,0,2,0,0
SN,AS,sutra,1337,19,64,43,21,1,42,4,57,32,10,0,2,0,0
SN,AS,sutra,1338,19,65,43,22,1,42,4,55,31,11,0,2,0,0
SN,AS,sutra,1339,18,64,43,22,1,44,4,56,30,11,0,2,0,0
SN,AS,sutra,1340,17,65,43,22,1,45,4,56,29,11,0,2,0,0
SN,AS,sutra,1341,17,65,43,22,1,45,4,56,29,11,0,2,0,0
SN,AS,sutra,1342,17,68,43,22,1,43,4,55,29,11,0,2,0,0
SN,AS,sutra,1343,17,68,43,22,1,43,4,53,29,13,0,2,0,0
SN,AS,sutra,1344,19,67,43,22,1,43,4,51,30,13,0,2,0,0
SN,AS,sutra,1345,20,67,43,22,1,42,4,49,32,13,0,2,0,0
SN,AS,sutra,1346,18,68,43,21,1,43,4,50,32,13,0,2,0,0
SN,AS,sutra,1347,19,68,43,21,1,43,4,49,32,13,0,2,0,0
SN,AS,sutra,1348,19,68,43,20,1,43,4,50,32,13,0,2,0,0
SN,AS,sutra,1349,19,68,43,19,1,42,4,51,33,13,0,2,0,0
SN,AS,sutra,1350,19,67,42,21,1,41,5,50,33,14,0,2,0,0
SN,AS,sutra,1351,19,68,42,22,1,39,5,50,32,15,0,2,0,0
SN,AS,sutra,1352,19,68,42,23,1,39,5,49,31,16,0,2,0,0
SN,AS,sutra,1353,19,69,42,24,1,37,5,49,31,16,0,2,0,0
SN,AS,sutra,1354,20,68,43,24,1,35,4,48,34,16,0,2,0,0
SN,AS,sutra,1355,19,67,42,24,1,36,5,50,33,16,0,2,0,0
SN,AS,sutra,1356,17,68,42,25,1,35,5,50,33,17,0,2,0,0
SN,AS,sutra,1357,16,68,42,24,1,36,5,52,33,16,0,2,0,0
SN,AS,sutra,1358,17,67,42,25,1,35,5,50,35,16,0,2,0,0
SN,AS,sutra,1359,17,66,42,27,1,35,5,49,34,17,0,2,0,0
SN,AS,sutra,1360,16,66,41,26,1,36,6,50,34,17,0,2,0,0
SN,AS,sutra,1361,17,66,42,26,1,36,5,49,34,17,0,2,0,0
SN,AS,sutra,1362,16,66,42,25,1,37,5,49,35,17,0,2,0,0
SN,AS,sutra,1363,17,67,42,25,1,38,5,47,35,16,0,2,0,0
SN,AS,sutra,1364,17,68,42,27,1,36,5,46,34,17,0,2,0,0
SN,AS,sutra,1365,18,68,42,27,1,35,5,46,34,17,0,2,0,0
SN,AS,sutra,1366,18,67,42,27,1,35,5,46,35,17,0,2,0,0
SN,AS,sutra,1367,19,68,42,27,1,33,5,45,36,17,0,2,0,0
SN,AS,sutra,1368,20,69,42,26,1,34,5,45,36,15,0,2,0,0
SN,AS,sutra,1369,20,69,42,27,1,36,5,43,35,15,0,2,0,0
SN,AS,sutra,1370,20,69,42,28,1,36,5,42,33,17,0,2,0,0
SN,AS,sutra,1371,20,68,42,28,1,35,5,43,33,18,0,2,0,0
SN,AS,sutra,1372,20,68,42,27,1,37,5,42,34,17,0,2,0,0
SN,AS,sutra,1373,21,67,42,27,1,38,5,43,32,17,0,2,0,0
SN,AS,sutra,1374,20,67,42,28,1,38,5,44,32,16,0,2,0,0
SN,AS,sutra,1375,20,67,42,27,1,40,5,41,34,16,0,2,0,0
SN,AS,sutra,1376,20,67,42,27,1,41,5,40,34,16,0,2,0,0
SN,AS,sutra,1377,21,68,43,25,1,41,5,39,35,17,0,1,0,0
SN,AS,sutra,1378,21,67,42,24,1,40,6,40,36,18,0,1,0,0
SN,AS,sutra,1379,21,67,41,25,1,41,7,40,36,16,0,1,0,0
SN,AS,sutra,1380,20,67,42,26,1,42,6,39,35,17,0,1,0,0
SN,AS,sutra,1381,21,66,41,26,1,43,7,39,34,17,0,1,0,0
SN,AS,sutra,1382,20,67,41,26,1,44,7,40,32,17,0,1,0,0
SN,AS,sutra,1383,20,68,42,26,1,44,7,43,32,17,0,0,0,0
SN,AS,sutra,1384,19,67,42,26,1,46,7,43,32,17,0,0,0,0
SN,AS,sutra,1385,19,67,42,26,1,46,7,44,32,16,0,0,0,0
SN,AS,sutra,1386,20,68,43,25,0,45,7,44,32,16,0,0,0,0
SN,AS,sutra,1387,20,68,43,24,0,45,7,45,32,16,0,0,0,0
SN,AS,sutra,1388,21,67,42,24,0,46,8,45,32,15,0,0,0,0
SN,AS,sutra,1389,21,67,42,25,0,44,8,45,33,15,0,0,0,0
SN,AS,sutra,1390,22,66,42,26,0,43,8,44,34,15,0,0,0,0
SN,AS,sutra,1391,22,66,42,27,0,43,8,42,34,16,0,0,0,0
SN,AS,sutra,1392,23,64,42,27,0,43,8,42,35,16,0,0,0,0
SN,AS,sutra,1393,23,63,41,28,0,44,9,44,34,14,0,0,0,0
SN,AS,sutra,1394,21,63,41,28,0,45,9,46,33,14,0,0,0,0
SN,AS,sutra,1395,20,62,41,28,0,46,9,48,31,15,0,0,0,0
SN,AS,sutra,1396,21,61,41,28,0,48,9,47,30,15,0,0,0,0
SN,AS,sutra,1397,21,60,40,30,0,47,10,46,31,15,0,0,0,0
SN,AS,sutra,1398,21,60,40,30,0,47,10,45,32,15,0,0,0,0
SN,AS,sutra,1399,22,61,40,30,0,48,10,43,30,16,0,0,0,0
SN,AS,sutra,1400,23,62,41,28,0,48,9,44,30,15,0,0,0,0
SN,AS,sutra,1401,24,61,41,28,0,48,9,45,30,14,0,0,0,0
SN,AS,sutra,1402,25,60,41,27,0,48,9,45,31,14,0,0,0,0
SN,AS,sutra,1403,26,60,41,26,0,50,9,44,30,14,0,0,0,0
SN,AS,sutra,1404,26,60,41,26,0,51,9,45,27,15,0,0,0,0
SN,AS,sutra,1405,26,60,42,27,0,51,8,44,27,15,0,0,0,0
SN,AS,sutra,1406,26,60,42,26,0,52,8,43,29,14,0,0,0,0
SN,AS,sutra,1407,26,60,42,27,0,51,8,43,29,14,0,0,0,0
SN,AS,sutra,1408,25,61,42,26,0,52,8,45,27,14,0,0,0,0
SN,AS,sutra,1409,27,62,42,24,0,52,8,45,27,13,0,0,0,0
SN,AS,sutra,1410,27,63,43,24,0,51,7,45,27,13,0,0,0,0
SN,AS,sutra,1411,26,64,43,24,0,51,7,45,27,13,0,0,0,0
SN,AS,sutra,1412,26,64,43,25,0,50,7,45,27,13,0,0,0,0
SN,AS,sutra,1413,25,63,43,26,0,48,7,47,28,13,0,0,0,0
SN,AS,sutra,1414,26,62,43,24,0,50,7,47,29,12,0,0,0,0
SN,AS,sutra,1415,25,62,43,23,0,50,7,49,29,12,0,0,0,0
SN,AS,sutra,1416,24,63,43,22,0,51,7,49,29,12,0,0,0,0
SN,AS,sutra,1417,23,62,44,23,0,52,6,50,28,12,0,0,0,0
SN,AS,sutra,1418,22,61,44,24,0,52,6,50,29,12,0,0,0,0
SN,AS,sutra,1419,22,61,44,23,0,51,6,51,30,12,0,0,0,0
SN,AS,sutra,1420,22,61,44,23,0,51,6,52,30,11,0,0,0,0
SN,AS,sutra,1421,22,61,44,23,0,51,6,54,29,10,0,0,0,0
SN,AS,sutra,1422,22,62,44,22,0,50,6,54,28,12,0,0,0,0
SN,AS,sutra,1423,22,62,44,21,0,50,6,54,29,12,0,0,0,0
SN,AS,sutra,1424,22,62,44,21,0,50,6,53,30,12,0,0,0,0
SN,AS,sutra,1425,23,62,44,21,0,50,6,53,28,13,0,0,0,0
SN,AS,sutra,1426,23,62,43,23,0,49,7,54,26,13,0,0,0,0
SN,AS,sutra,1427,22,62,43,24,0,51,7,55,24,12,0,0,0,0
SN,AS,sutra,1428,22,63,44,24,0,53,6,54,23,11,0,0,0,0
SN,AS,sutra,1429,23,63,45,24,0,53,5,52,24,11,0,0,0,0
SN,AS,sutra,1430,24,63,45,23,0,54,5,51,24,11,0,0,0,0
SN,AS,sutra,1431,25,63,46,24,0,53,4,50,24,11,0,0,0,0
SN,AS,sutra,1432,25,62,46,25,0,52,4,51,24,11,0,0,0,0
SN,AS,sutra,1433,26,62,46,25,0,52,4,49,25,11,0,0,0,0
SN,AS,sutra,1434,26,63,46,25,0,51,4,49,25,11,0,0,0,0
SN,AS,sutra,1435,27,64,46,26,0,49,4,48,25,11,0,0,0,0
SN,AS,sutra,1436,25,65,46,26,0,50,4,48,25,11,0,0,0,0
SN,AS,sutra,1437,25,65,46,26,0,50,4,47,26,11,0,0,0,0
SN,AS,sutra,1438,24,65,47,26,0,49,3,49,26,11,0,0,0,0
SN,AS,sutra,1439,24,65,47,26,0,50,3,47,26,12,0,0,0,0
SN,AS,sutra,1440,23,65,47,25,0,51,3,48,26,12,0,0,0,0
SN,AS,sutra,1441,23,67,47,24,0,50,3,48,27,11,0,0,0,0
SN,AS,sutra,1442,22,68,47,24,0,51,3,48,25,12,0,0,0,0
SN,AS,sutra,1443,24,67,47,23,0,50,2,46,26,12,0,0,0,0
SN,AS,sutra,1444,24,68,46,23,0,51,2,45,28,12,0,0,0,0
SN,AS,sutra,1445,24,68,46,26,0,51,2,45,32,11,0,0,0,0
SN,AS,sutra,1446,23,69,45,27,0,50,3,48,33,12,0,0,0,0
SN,AS,sutra,1447,22,70,45,28,0,50,2,49,33,13,0,0,0,0
SN,AS,sutra,1448,22,69,44,29,0,50,3,49,33,13,0,0,0,0
SN,AS,sutra,1449,24,70,44,34,0,54,3,55,39,17,0,4,0,0
SN,AS,sutra,1450,23,70,43,36,0,54,3,55,39,18,0,6,0,0
SN,AS,sutra,1451,23,69,42,35,0,54,3,55,40,19,0,8,0,0
SN,AS,sutra,1452,24,69,41,35,0,53,3,55,41,19,0,8,0,1
SN,AS,sutra,1453,23,68,41,36,0,52,3,55,44,19,0,8,0,1
SN,AS,sutra,1454,25,69,40,36,0,51,3,54,44,19,0,9,1,1
SN,AS,sutra,1455,25,68,39,35,1,49,3,54,44,19,0,12,1,1
SN,AS,sutra,1456,25,67,38,35,2,49,3,55,43,19,0,12,1,1
SN,AS,sutra,1457,25,68,37,34,2,50,3,56,43,19,1,12,1,1
SN,AS,sutra,1458,27,70,37,33,2,51,3,57,47,25,1,13,1,1
SN,AS,sutra,1459,27,69,36,33,2,50,4,59,48,27,1,14,1,1
SN,AS,sutra,1460,28,68,35,38,3,51,4,61,51,29,1,14,1,1
SN,AS,sutra,1461,28,66,34,39,3,51,4,63,51,29,1,14,1,1
SN,AS,sutra,1462,29,68,33,39,3,53,5,67,54,31,1,18,1,1
SN,AS,sutra,1463,29,67,32,38,3,54,5,66,54,31,1,19,1,1
SN,AS,sutra,1464,33,75,31,45,3,67,6,70,55,35,1,21,1,1
SN,AS,sutra,1465,36,76,30,52,3,74,6,75,65,37,1,22,1,2
SN,AS,sutra,1466,37,76,29,53,3,76,6,77,67,37,1,22,1,2
SN,AS,sutra,1467,37,75,28,52,3,75,6,78,68,38,1,22,1,2
SN,AS,sutra,1468,37,74,27,54,3,74,6,78,69,38,2,22,1,2
SN,AS,sutra,1469,36,74,26,56,3,75,6,78,70,38,2,23,1,2
SN,AS,sutra,1470,38,75,25,58,3,76,6,83,71,42,2,24,1,2
SN,AS,sutra,1471,41,75,25,60,3,76,6,83,71,41,2,24,1,2
SN,AS,sutra,1472,42,73,24,60,3,76,6,83,72,39,2,24,1,3
SN,AS,sutra,1473,42,73,23,60,4,78,6,83,75,39,2,26,1,3
SN,AS,sutra,1474,43,73,22,61,4,78,6,83,76,41,2,27,2,3
SN,AS,sutra,1475,43,73,21,63,4,76,6,85,76,41,3,27,2,3
SN,AS,sutra,1476,44,74,22,62,4,76,5,86,77,45,3,28,2,3
SN,AS,sutra,1477,45,73,21,61,4,74,5,86,77,47,4,28,2,3
SN,AS,sutra,1478,45,72,20,61,4,72,5,85,79,47,4,28,2,3
SN,AS,sutra,1479,44,72,19,62,4,72,5,86,79,48,4,28,2,3
SN,AS,sutra,1480,44,71,18,62,4,71,5,87,79,48,4,28,2,3
SN,AS,sutra,1481,42,70,17,62,4,71,5,87,79,48,5,28,2,3
SN,AS,sutra,1482,43,69,16,62,4,70,5,87,80,48,6,28,2,3
SN,AS,sutra,1483,42,68,15,61,4,70,5,88,79,48,6,29,2,4
SN,AS,sutra,1484,42,67,14,61,4,69,5,86,80,48,6,29,3,4
SN,AS,sutra,1485,41,65,14,60,4,69,5,86,80,49,6,29,3,4
SN,AS,sutra,1486,41,63,13,60,4,68,5,86,79,49,7,29,3,4
SN,AS,sutra,1487,42,63,13,60,4,67,5,84,78,49,7,29,3,4
SN,AS,sutra,1488,43,62,12,59,4,66,6,83,79,49,7,29,3,4
SN,AS,sutra,1489,43,61,11,59,5,65,6,83,78,49,7,29,3,4
SN,AS,sutra,1490,43,60,10,59,5,63,6,85,77,49,7,29,3,4
SN,AS,sutra,1491,45,57,9,59,5,64,6,85,76,49,7,29,3,4
SN,AS,sutra,1492,45,54,9,59,5,63,6,86,76,49,7,30,3,4
SN,AS,sutra,1493,44,54,9,60,6,63,6,86,75,49,7,30,3,4
SN,AS,sutra,1494,45,52,9,60,6,60,6,85,73,50,7,30,3,4
SN,AS,sutra,1495,45,51,8,58,6,59,6,83,69,51,7,30,3,4
SN,AS,sutra,1496,46,50,8,57,6,57,5,83,68,50,7,30,3,4
SN,AS,sutra,1497,48,49,8,55,6,58,6,84,67,49,7,30,3,4
SN,AS,sutra,1498,48,48,8,55,6,58,5,85,66,49,7,30,3,4
SN,AS,sutra,1499,45,46,7,50,6,54,5,80,60,44,7,26,3,4
SN,AS,sutra,1500,45,44,7,48,6,55,5,80,62,44,7,25,3,5
SN,AS,sutra,1501,44,44,8,50,6,56,5,79,61,43,7,23,3,5
SN,AS,sutra,1502,44,46,8,50,6,58,5,82,62,43,7,24,3,4
SN,AS,sutra,1503,43,46,7,50,6,58,6,84,59,43,7,24,3,4
SN,AS,sutra,1504,42,47,7,51,6,60,6,86,61,45,7,23,2,5
SN,AS,sutra,1505,42,47,7,53,5,63,6,87,61,47,7,23,2,5
SN,AS,sutra,1506,43,46,7,54,5,62,6,87,60,47,7,23,2,5
SN,AS,sutra,1507,49,46,7,58,6,64,6,87,62,49,6,26,2,5
SN,AS,sutra,1508,47,45,6,60,6,64,6,88,63,44,6,25,2,5
SN,AS,sutra,1509,45,45,6,60,6,64,5,88,62,42,7,25,2,5
SN,AS,sutra,1510,45,44,6,56,5,64,5,86,62,41,7,28,2,5
SN,AS,sutra,1511,44,46,6,58,6,64,5,87,62,41,7,28,2,5
SN,AS,sutra,1512,45,47,6,60,6,64,4,88,63,40,7,25,2,5
SN,AS,sutra,1513,45,47,6,60,6,65,4,87,63,43,8,26,2,5
SN,AS,sutra,1514,40,39,6,53,6,53,3,83,61,40,8,25,2,5
SN,AS,sutra,1515,37,40,6,47,6,46,4,80,50,38,8,24,2,4
SN,AS,sutra,1516,36,38,6,46,6,44,4,79,46,38,9,24,2,4
SN,AS,sutra,1517,37,39,7,46,6,44,4,78,46,37,9,24,2,4
SN,AS,sutra,1518,37,40,8,44,6,45,4,77,46,37,8,24,2,4
SN,AS,sutra,1519,39,42,8,45,7,44,4,79,49,37,8,23,2,4
SN,AS,sutra,1520,37,42,8,42,7,45,4,73,48,33,8,22,2,4
SN,AS,sutra,1521,34,43,7,40,7,47,4,73,48,35,8,22,2,5
SN,AS,sutra,1522,33,44,7,41,7,49,4,74,50,36,9,22,2,4
SN,AS,sutra,1523,32,43,7,42,6,49,4,74,46,36,9,21,2,5
SN,AS,sutra,1524,32,44,7,41,7,49,4,79,45,35,9,21,1,5
SN,AS,sutra,1525,32,44,7,39,7,50,4,77,46,34,9,22,1,5
SN,AS,sutra,1526,32,43,7,41,7,51,4,76,48,31,9,23,1,5
SN,AS,sutra,1527,35,43,7,44,7,52,4,76,49,32,9,24,1,5
SN,AS,sutra,1528,36,43,7,45,7,53,4,78,50,33,10,26,1,5
SN,AS,sutra,1529,38,43,8,45,7,52,4,78,50,32,10,26,1,5
SN,AS,sutra,1530,37,43,8,48,7,54,4,78,52,31,11,26,1,5
SN,AS,sutra,1531,38,45,8,47,7,53,4,79,56,34,11,27,1,5
SN,AS,sutra,1532,38,46,8,46,7,54,4,78,55,34,10,27,1,5
SN,AS,sutra,1533,39,46,8,48,7,54,5,80,55,34,10,26,1,4
SN,AS,sutra,1534,40,45,9,48,7,56,5,83,55,37,10,26,0,4
SN,AS,sutra,1535,41,47,9,51,7,59,5,85,56,38,10,28,0,4
SN,AS,sutra,1536,41,48,10,53,7,60,5,85,56,39,9,28,0,4
SN,AS,sutra,1537,40,49,9,54,7,62,5,86,56,39,9,28,0,5
SN,AS,sutra,1538,41,49,10,57,7,62,4,88,55,41,9,28,0,5
SN,AS,sutra,1539,41,51,10,58,6,63,4,92,55,40,9,28,0,5
SN,AS,sutra,1540,42,53,10,58,6,65,4,90,57,42,9,29,0,5
SN,AS,sutra,1541,40,53,10,59,6,66,4,91,58,42,9,30,0,5
SN,AS,sutra,1542,40,53,9,61,6,67,4,91,58,41,9,29,0,6
SN,AS,sutra,1543,39,53,9,60,5,67,4,91,58,41,9,30,0,7
SN,AS,sutra,1544,39,54,10,60,5,69,4,92,58,40,9,30,0,7
SN,AS,sutra,1545,39,55,11,59,5,70,4,94,58,40,9,30,0,7
SN,AS,sutra,1546,38,55,11,59,5,73,5,92,58,40,9,30,0,7
SN,AS,sutra,1547,36,55,12,59,5,73,4,91,59,40,9,30,0,7
SN,AS,sutra,1548,36,56,12,60,5,72,5,91,59,40,9,30,0,7
SN,AS,sutra,1549,37,56,13,60,5,71,5,90,61,41,9,30,0,7
SN,AS,sutra,1550,38,57,14,61,5,70,5,89,60,40,9,29,0,6
SN,AS,sutra,1551,39,58,14,59,5,71,5,88,61,40,9,29,0,6
SN,AS,sutra,1552,38,56,15,59,5,71,5,86,58,39,9,28,0,6
SN,AS,sutra,1553,39,57,16,59,5,70,4,85,58,40,9,29,0,6
SN,AS,sutra,1554,37,55,17,59,5,69,4,85,56,37,9,29,0,5
SN,AS,sutra,1555,37,56,18,58,5,66,4,84,58,35,9,26,0,5
SN,AS,sutra,1556,36,58,19,57,4,67,4,84,58,36,9,26,0,5
SN,AS,sutra,1557,30,57,20,53,3,66,4,82,56,34,9,23,0,5
SN,AS,sutra,1558,31,58,21,51,3,64,4,78,51,34,9,23,0,5
SN,AS,sutra,1559,32,59,22,51,3,66,4,76,51,34,8,22,0,5
SN,AS,sutra,1560,32,60,23,50,3,66,4,76,47,33,8,19,0,5
SN,AS,sutra,1561,33,59,24,47,2,65,4,73,49,33,8,19,0,5
SN,AS,sutra,1562,31,56,25,44,2,62,4,69,45,33,8,18,0,5
SN,AS,sutra,1563,31,57,26,44,2,61,4,70,45,31,7,16,0,5
SN,AS,sutra,1564,32,57,27,46,2,58,4,70,45,31,7,15,0,5
SN,AS,sutra,1565,33,56,28,45,2,58,3,66,46,31,7,15,0,5
SN,AS,sutra,1566,34,57,29,45,2,58,3,65,46,33,6,15,0,5
SN,AS,sutra,1567,33,58,29,45,2,59,3,66,45,34,6,15,0,5
SN,AS,sutra,1568,33,58,29,44,2,59,3,68,45,35,6,15,0,5
SN,AS,sutra,1569,32,56,30,41,1,59,3,65,41,36,6,15,0,5
SN,AS,sutra,1570,33,55,30,41,1,59,4,65,41,35,6,15,0,5
SN,AS,sutra,1571,33,54,31,41,1,60,4,63,41,33,6,15,0,4
SN,AS,sutra,1572,34,54,32,40,1,57,4,63,40,32,5,15,0,4
SN,AS,sutra,1573,35,55,33,40,1,55,4,62,41,32,5,14,0,3
SN,AS,sutra,1574,35,55,34,39,0,54,4,56,41,32,5,13,0,3
SN,AS,sutra,1575,34,55,35,42,0,53,4,56,40,33,4,12,0,3
SN,AS,sutra,1576,33,55,35,39,0,54,4,55,38,32,4,10,0,3
SN,AS,sutra,1577,29,56,36,37,0,54,4,56,37,29,3,9,0,3
SN,AS,sutra,1578,29,57,37,36,0,54,4,55,34,28,2,7,0,3
SN,AS,sutra,1579,27,57,36,34,0,55,5,55,34,29,2,7,0,3
SN,AS,sutra,1580,27,58,37,31,0,53,5,56,32,30,1,7,0,3
SN,AS,sutra,1581,26,57,38,32,0,53,5,57,29,27,0,6,0,3
SN,AS,sutra,1582,25,57,39,33,0,53,5,58,29,27,0,6,0,3
SN,AS,sutra,1583,26,58,40,31,0,54,4,54,30,27,0,6,0,3
SN,AS,sutra,1584,26,59,40,31,0,52,4,53,30,24,0,6,0,3
SN,AS,sutra,1585,26,59,40,28,0,51,4,50,29,22,0,4,0,3
SN,AS,sutra,1586,26,59,40,27,0,50,4,52,29,21,0,4,0,3
SN,AS,sutra,1587,26,58,41,27,0,50,4,52,29,21,0,4,0,2
SN,AS,sutra,1588,24,60,41,24,0,50,4,52,29,19,0,4,0,2
SN,AS,sutra,1589,25,58,41,22,1,49,4,51,30,19,0,4,0,2
SN,AS,sutra,1590,25,57,42,22,1,48,4,51,29,17,0,3,0,2
SN,AS,sutra,1591,25,59,43,21,1,47,4,50,28,18,0,2,0,2
SN,AS,sutra,1592,26,60,44,20,1,46,4,51,28,18,0,2,0,1
SN,AS,sutra,1593,26,62,45,20,1,46,4,53,29,18,0,1,0,0
